LGA_CODE_2016,D_18_20_FPULPTW_MPTLF,D_18_20_FPULPTW_MPNLF,D_18_20_FPULPTW_MPLFSNS,D_18_20_FPULPTW_T,D_18_20_FPUT_MPEFT,D_18_20_FPUT_MPEPT,D_18_20_FPUT_MPEAW,D_18_20_FPUT_MPEHNS,D_18_20_FPUT_MPET,D_18_20_FPUT_MPULFTW,D_18_20_FPUT_MPULPTW,D_18_20_FPUT_MPUT,D_18_20_FPUT_MPTLF,D_18_20_FPUT_MPNLF,D_18_20_FPUT_MPLFSNS,D_18_20_FPUT_T,D_18_20_FPTLF_MPEFT,D_18_20_FPTLF_MPEPT,D_18_20_FPTLF_MPEAW,D_18_20_FPTLF_MPEHNS,D_18_20_FPTLF_MPET,D_18_20_FPTLF_MPULFTW,D_18_20_FPTLF_MPULPTW,D_18_20_FPTLF_MPUT,D_18_20_FPTLF_MPTLF,D_18_20_FPTLF_MPNLF,D_18_20_FPTLF_MPLFSNS,D_18_20_FPTLF_T,D_18_20_FPNLF_MPEFT,D_18_20_FPNLF_MPEPT,D_18_20_FPNLF_MPEAW,D_18_20_FPNLF_MPEHNS,D_18_20_FPNLF_MPET,D_18_20_FPNLF_MPULFTW,D_18_20_FPNLF_MPULPTW,D_18_20_FPNLF_MPUT,D_18_20_FPNLF_MPTLF,D_18_20_FPNLF_MPNLF,D_18_20_FPNLF_MPLFSNS,D_18_20_FPNLF_T,D_18_20_FPLFSNS_MPEFT,D_18_20_FPLFSNS_MPEPT,D_18_20_FPLFSNS_MPEAW,D_18_20_FPLFSNS_MPEHNS,D_18_20_FPLFSNS_MPET,D_18_20_FPLFSNS_MPULFTW,D_18_20_FPLFSNS_MPULPTW,D_18_20_FPLFSNS_MPUT,D_18_20_FPLFSNS_MPTLF,D_18_20_FPLFSNS_MPNLF,D_18_20_FPLFSNS_MPLFSNS,D_18_20_FPLFSNS_T,D_18_20_FPT_MPEFT,D_18_20_FPT_MPEPT,D_18_20_FPT_MPEAW,D_18_20_FPT_MPEHNS,D_18_20_FPT_MPET,D_18_20_FPT_MPULFTW,D_18_20_FPT_MPULPTW,D_18_20_FPT_MPUT,D_18_20_FPT_MPTLF,D_18_20_FPT_MPNLF,D_18_20_FPT_MPLFSNS,D_18_20_FPT_T,D_21_24_FPEFT_MPEFT,D_21_24_FPEFT_MPEPT,D_21_24_FPEFT_MPEAW,D_21_24_FPEFT_MPEHNS,D_21_24_FPEFT_MPET,D_21_24_FPEFT_MPULFTW,D_21_24_FPEFT_MPULPTW,D_21_24_FPEFT_MPUT,D_21_24_FPEFT_MPTLF,D_21_24_FPEFT_MPNLF,D_21_24_FPEFT_MPLFSNS,D_21_24_FPEFT_T,D_21_24_FPEPT_MPEFT,D_21_24_FPEPT_MPEPT,D_21_24_FPEPT_MPEAW,D_21_24_FPEPT_MPEHNS,D_21_24_FPEPT_MPET,D_21_24_FPEPT_MPULFTW,D_21_24_FPEPT_MPULPTW,D_21_24_FPEPT_MPUT,D_21_24_FPEPT_MPTLF,D_21_24_FPEPT_MPNLF,D_21_24_FPEPT_MPLFSNS,D_21_24_FPEPT_T,D_21_24_FPEAW_MPEFT,D_21_24_FPEAW_MPEPT,D_21_24_FPEAW_MPEAW,D_21_24_FPEAW_MPEHNS,D_21_24_FPEAW_MPET,D_21_24_FPEAW_MPULFTW,D_21_24_FPEAW_MPULPTW,D_21_24_FPEAW_MPUT,D_21_24_FPEAW_MPTLF,D_21_24_FPEAW_MPNLF,D_21_24_FPEAW_MPLFSNS,D_21_24_FPEAW_T,D_21_24_FPHNS_MPEFT,D_21_24_FPHNS_MPEPT,D_21_24_FPHNS_MPEAW,D_21_24_FPHNS_MPEHNS,D_21_24_FPHNS_MPET,D_21_24_FPHNS_MPULFTW,D_21_24_FPHNS_MPULPTW,D_21_24_FPHNS_MPUT,D_21_24_FPHNS_MPTLF,D_21_24_FPHNS_MPNLF,D_21_24_FPHNS_MPLFSNS,D_21_24_FPHNS_T,D_21_24_FPET_MPEFT,D_21_24_FPET_MPEPT,D_21_24_FPET_MPEAW,D_21_24_FPET_MPEHNS,D_21_24_FPET_MPET,D_21_24_FPET_MPULFTW,D_21_24_FPET_MPULPTW,D_21_24_FPET_MPUT,D_21_24_FPET_MPTLF,D_21_24_FPET_MPNLF,D_21_24_FPET_MPLFSNS,D_21_24_FPET_T,D_21_24_FPULFTW_MPEFT,D_21_24_FPULFTW_MPEPT,D_21_24_FPULFTW_MPEAW,D_21_24_FPULFTW_MPEHNS,D_21_24_FPULFTW_MPET,D_21_24_FPULFTW_MPULFTW,D_21_24_FPULFTW_MPULPTW,D_21_24_FPULFTW_MPUT,D_21_24_FPULFTW_MPTLF,D_21_24_FPULFTW_MPNLF,D_21_24_FPULFTW_MPLFSNS,D_21_24_FPULFTW_T,D_21_24_FPULPTW_MPEFT,D_21_24_FPULPTW_MPEPT,D_21_24_FPULPTW_MPEAW,D_21_24_FPULPTW_MPEHNS,D_21_24_FPULPTW_MPET,D_21_24_FPULPTW_MPULFTW,D_21_24_FPULPTW_MPULPTW,D_21_24_FPULPTW_MPUT,D_21_24_FPULPTW_MPTLF,D_21_24_FPULPTW_MPNLF,D_21_24_FPULPTW_MPLFSNS,D_21_24_FPULPTW_T,D_21_24_FPUT_MPEFT,D_21_24_FPUT_MPEPT,D_21_24_FPUT_MPEAW,D_21_24_FPUT_MPEHNS,D_21_24_FPUT_MPET,D_21_24_FPUT_MPULFTW,D_21_24_FPUT_MPULPTW,D_21_24_FPUT_MPUT,D_21_24_FPUT_MPTLF,D_21_24_FPUT_MPNLF,D_21_24_FPUT_MPLFSNS,D_21_24_FPUT_T,D_21_24_FPTLF_MPEFT,D_21_24_FPTLF_MPEPT,D_21_24_FPTLF_MPEAW,D_21_24_FPTLF_MPEHNS,D_21_24_FPTLF_MPET,D_21_24_FPTLF_MPULFTW,D_21_24_FPTLF_MPULPTW,D_21_24_FPTLF_MPUT,D_21_24_FPTLF_MPTLF,D_21_24_FPTLF_MPNLF,D_21_24_FPTLF_MPLFSNS,D_21_24_FPTLF_T,D_21_24_FPNLF_MPEFT,D_21_24_FPNLF_MPEPT,D_21_24_FPNLF_MPEAW,D_21_24_FPNLF_MPEHNS,D_21_24_FPNLF_MPET,D_21_24_FPNLF_MPULFTW,D_21_24_FPNLF_MPULPTW,D_21_24_FPNLF_MPUT,D_21_24_FPNLF_MPTLF,D_21_24_FPNLF_MPNLF,D_21_24_FPNLF_MPLFSNS,D_21_24_FPNLF_T,D_21_24_FPLFSNS_MPEFT,D_21_24_FPLFSNS_MPEPT,D_21_24_FPLFSNS_MPEAW,D_21_24_FPLFSNS_MPEHNS,D_21_24_FPLFSNS_MPET,D_21_24_FPLFSNS_MPULFTW,D_21_24_FPLFSNS_MPULPTW,D_21_24_FPLFSNS_MPUT,D_21_24_FPLFSNS_MPTLF,D_21_24_FPLFSNS_MPNLF,D_21_24_FPLFSNS_MPLFSNS,D_21_24_FPLFSNS_T,D_21_24_FPT_MPEFT,D_21_24_FPT_MPEPT,D_21_24_FPT_MPEAW,D_21_24_FPT_MPEHNS
LGA21270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,0,0,24,0,0,0,24,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,4,0,0,24,0,0,0,24,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA21370,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,148,13,4,3,175,0,0,0,175,6,0,182,11,3,3,0,14,0,0,0,14,7,0,19,4,0,0,0,4,0,0,0,4,0,0,3,165,18,9,3,189,0,0,0,189,9,0,202,12,0,0,0,14,0,0,0,14,0,0,12,16,3,0,0,16,0,0,0,16,0,0,16,0,0,3,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,23,4,3,0,27,0,0,0,27,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,4,3,0,27,0,0,0,27,0,0,29,3,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,25,3,3,0
LGA21450,10,0,0,12,13,0,0,0,17,5,0,5,17,0,0,22,612,65,15,17,708,16,0,15,730,33,0,764,111,17,3,0,130,3,3,3,136,31,0,164,0,0,0,3,4,0,0,0,4,0,0,3,721,87,19,22,845,18,3,23,866,65,0,934,137,16,0,3,152,3,0,3,156,20,0,175,106,25,7,0,136,0,0,0,137,14,0,148,6,0,3,0,6,0,0,0,6,4,0,7,0,0,0,0,4,0,0,0,4,0,0,4,242,35,9,4,293,4,0,4,300,31,0,331,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,4,245,35,9,3,296,4,0,5,306,35,0,339,47,12,0,3,61,0,3,4,58,21,0,79,0,0,0,0,0,0,0,0,0,0,3,6,292,45,11,4
LGA21610,77,3,0,86,107,17,0,3,125,14,3,23,147,19,0,163,2418,365,40,39,2867,69,26,93,2962,179,3,3146,700,151,12,35,900,27,16,44,946,340,0,1285,8,0,0,3,8,0,0,0,8,3,11,24,3124,515,54,80,3779,101,41,137,3919,518,15,4454,551,78,6,3,641,11,13,19,661,66,0,724,475,79,12,4,568,11,4,13,578,67,3,648,17,3,10,0,32,0,0,3,33,5,0,38,10,0,0,8,23,0,0,0,23,7,0,29,1055,167,23,17,1260,21,14,35,1295,133,6,1438,15,10,0,0,21,6,0,6,23,3,0,31,16,4,0,0,24,3,4,7,32,5,0,36,27,13,0,0,41,9,4,14,56,12,0,66,1086,176,23,20,1303,30,16,49,1354,147,6,1504,304,69,5,17,388,14,0,14,402,193,0,598,0,0,0,0,4,0,0,0,4,0,3,6,1383,244,31,39
LGA21670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,38,0,0,0,35,0,0,0,35,8,0,43,6,0,0,0,12,0,0,0,12,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,40,4,0,0,47,0,0,0,47,6,0,59,3,0,0,0,3,0,0,0,3,0,0,6,10,0,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,12,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,12,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
LGA21750,3,0,0,3,0,3,0,0,3,0,0,0,3,0,0,3,68,9,0,3,86,0,3,3,84,4,0,90,7,0,0,0,4,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,74,9,0,3,91,0,3,3,96,4,0,98,3,0,0,0,3,0,0,0,3,0,0,3,9,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,16,0,0,0,16,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,16,0,0,0,16,0,0,18,3,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,0
LGA21830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,11,0,0,83,0,0,0,83,3,0,85,6,0,0,0,5,0,0,0,5,4,0,17,0,0,0,0,0,0,0,0,0,0,0,0,77,10,4,0,95,0,0,0,95,6,0,105,7,0,0,0,7,0,0,0,7,0,0,7,4,0,0,0,3,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,19,0,0,0,19,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,19,0,0,0,19,0,0,15,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0
LGA21890,24,5,0,25,27,7,0,0,38,6,3,15,54,5,0,56,817,141,15,29,1003,29,5,33,1036,81,0,1111,162,49,3,12,226,12,5,14,238,88,0,332,4,0,0,0,3,0,0,0,3,0,3,7,986,194,14,35,1228,33,11,50,1273,166,5,1447,173,34,6,0,210,3,7,11,221,29,0,249,193,33,0,4,235,9,0,9,237,29,0,271,8,0,0,0,11,0,0,0,9,3,0,14,9,0,0,6,15,0,0,0,15,3,0,19,381,63,8,11,465,11,3,21,483,65,0,547,8,0,0,0,8,0,0,0,4,0,0,4,7,0,0,0,11,0,3,3,9,0,0,9,12,0,0,0,12,0,3,3,17,0,0,17,399,64,8,11,483,11,9,24,505,65,0,567,86,24,3,6,126,0,0,8,129,58,0,182,0,0,0,4,3,0,0,0,3,0,0,7,484,95,9,23
LGA22110,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,89,19,3,4,115,0,0,0,115,15,0,129,8,3,0,0,15,0,0,0,13,17,0,28,0,0,0,0,0,0,0,0,0,0,0,0,95,23,7,5,132,3,0,3,130,28,0,162,3,0,0,0,5,0,0,0,5,0,0,9,13,3,0,0,11,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,3,20,0,0,0,20,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,0,3,22,0,0,0,22,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4,0,3
LGA22170,17,4,0,16,22,4,0,3,26,0,0,4,26,4,0,30,709,85,19,6,818,15,5,19,835,42,0,880,148,9,3,0,164,0,0,0,167,37,0,207,0,0,0,0,0,0,0,0,0,0,3,4,857,92,23,14,981,15,4,21,998,86,3,1090,138,11,3,0,162,0,0,0,162,15,0,174,162,23,0,0,189,4,3,9,194,9,0,205,10,0,0,0,7,0,0,0,7,4,0,8,0,0,0,0,6,0,0,0,6,0,0,6,310,38,8,7,358,4,3,9,370,27,0,394,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,4,0,0,0,4,0,0,4,3,0,0,3,4,0,0,0,4,0,0,11,314,37,8,5,364,4,3,9,373,31,0,402,49,8,0,0,59,0,4,4,66,34,0,103,0,0,0,0,0,0,0,0,0,0,0,0,363,50,10,4
LGA22250,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,41,5,0,0,44,0,0,0,44,0,0,46,0,0,0,0,3,0,0,0,3,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,41,3,0,0,44,0,0,0,44,7,0,49,4,0,0,0,4,0,0,0,4,0,0,4,5,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
LGA22310,23,0,0,28,39,3,0,0,46,0,0,0,46,4,0,52,1344,159,18,26,1549,36,5,39,1594,71,0,1664,205,28,4,11,250,8,0,8,252,41,0,296,0,0,0,0,0,0,0,0,0,0,3,4,1555,190,26,33,1801,42,6,49,1850,108,7,1963,348,49,3,3,404,13,5,11,418,31,0,448,356,55,9,5,420,3,3,4,427,29,0,456,12,0,7,0,16,0,0,0,16,0,0,14,0,0,0,3,8,0,0,0,8,0,0,8,712,107,16,13,850,14,5,18,870,55,0,927,7,0,0,0,4,3,0,7,7,0,0,12,4,0,0,0,5,0,0,0,5,0,0,5,11,3,0,0,10,3,0,7,16,0,0,20,723,105,16,13,859,20,10,24,887,57,0,943,102,12,3,0,125,0,0,3,128,44,0,178,0,0,0,0,0,0,0,0,0,0,3,3,828,121,23,16
LGA22410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,9,0,0,63,0,0,0,63,3,0,64,12,0,0,0,12,0,0,0,12,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,65,9,0,0,79,0,0,0,79,7,0,80,3,0,0,0,3,0,0,0,3,0,0,3,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
LGA22490,3,0,0,3,4,0,0,0,6,0,0,0,6,0,0,6,141,15,3,4,168,0,0,3,174,9,0,182,23,0,0,3,26,0,0,0,30,4,0,28,0,0,0,0,0,0,0,0,0,0,0,0,161,18,3,8,195,3,0,7,198,10,0,209,17,3,0,0,17,0,0,0,21,3,0,21,28,0,0,3,31,0,0,0,31,3,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,8,0,3,49,0,0,0,50,3,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,8,0,3,48,0,0,0,48,3,0,56,6,0,0,0,5,0,0,0,5,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,46,9,0,4
LGA22620,7,0,0,11,13,0,0,0,11,0,0,0,11,0,0,16,471,77,11,11,576,7,0,7,582,42,0,623,70,11,3,0,94,4,0,3,93,40,0,136,4,0,0,0,4,0,0,0,4,0,0,3,550,89,15,15,669,11,0,14,679,82,3,760,64,6,0,0,79,5,0,5,82,0,0,80,66,16,3,0,86,0,0,0,89,6,0,96,0,0,4,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,134,24,3,3,171,5,0,5,175,5,0,180,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,137,30,3,3,175,3,0,3,181,8,0,187,21,7,0,3,22,0,0,3,30,13,0,36,0,0,0,0,0,0,0,0,0,0,0,0,157,30,3,7
LGA22670,50,7,0,57,40,19,3,3,64,34,4,35,99,14,0,114,840,194,7,19,1059,62,19,80,1139,135,0,1279,364,100,3,17,478,13,10,24,504,292,3,805,0,0,0,3,4,0,0,0,4,0,4,12,1196,295,10,34,1544,84,26,109,1655,429,8,2088,251,42,3,0,291,14,0,18,309,36,0,348,133,65,7,3,205,3,3,7,214,26,0,239,0,3,8,0,15,0,0,0,15,0,0,15,7,0,0,7,15,0,0,0,17,0,0,16,389,106,14,6,528,19,6,29,555,64,0,619,9,7,0,0,19,3,0,3,21,4,0,27,11,6,0,0,15,0,5,5,24,0,0,24,26,11,0,0,38,3,5,10,42,4,0,52,412,118,17,6,564,27,7,35,596,71,0,667,170,40,0,13,221,15,4,14,237,213,0,458,0,0,0,0,0,0,0,0,0,0,3,3,585,163,18,21
LGA22750,30,0,0,32,37,5,3,0,51,7,3,9,57,3,0,60,1354,186,33,24,1601,29,6,33,1636,90,3,1727,222,40,10,9,277,7,0,8,283,81,0,370,0,0,0,0,0,0,0,0,0,0,3,6,1579,221,39,29,1878,42,7,44,1923,165,9,2095,229,21,7,0,260,3,0,4,266,24,0,292,292,48,3,0,349,0,0,3,353,26,0,377,9,0,7,4,21,0,0,0,21,3,0,29,8,0,0,3,11,0,0,0,11,0,0,11,541,77,19,11,643,3,0,7,649,48,3,703,3,0,0,0,5,0,0,0,5,0,0,5,6,0,0,0,8,4,0,4,11,0,0,11,8,3,0,0,13,4,0,4,19,0,0,19,547,81,19,14,656,5,0,10,664,48,3,718,83,20,6,0,111,4,0,10,121,49,0,171,0,0,0,0,0,0,0,0,0,0,0,3,632,97,25,13
LGA22830,4,0,0,4,6,3,0,0,6,0,0,3,13,0,0,14,250,45,15,3,301,7,3,9,313,15,0,332,38,11,0,0,52,0,3,4,58,53,0,110,0,0,0,0,0,0,0,0,0,0,0,0,290,55,15,3,361,6,6,10,371,68,0,448,26,4,0,0,25,0,3,4,34,3,0,35,18,4,0,0,22,0,0,0,22,4,0,29,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,43,6,4,0,58,0,3,4,61,3,0,63,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,8,49,6,3,0,56,4,3,4,60,4,0,71,7,5,0,0,9,0,0,0,10,15,0,26,0,0,0,0,0,0,0,0,0,0,0,0,56,12,3,0
LGA22910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,3,0,0,37,0,0,0,38,4,0,43,8,0,0,0,8,0,0,0,8,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,42,3,0,0,47,0,0,0,48,9,0,54,3,0,0,0,3,0,0,0,3,0,0,7,4,3,0,0,5,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,12,0,0,0,12,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,9,0,0,0,9,0,0,14,0,3,3,0,5,0,0,0,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,12,4,3,0
LGA22980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,0,0,17,0,0,0,17,0,0,22,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,4,0,0,23,0,0,0,23,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
LGA23110,18,4,0,18,19,8,0,0,21,0,5,7,27,3,0,32,620,96,13,12,740,16,9,25,763,61,0,829,133,23,3,4,166,5,0,11,176,49,0,220,3,0,0,0,4,0,0,0,4,0,0,5,753,120,17,19,907,21,11,30,940,111,3,1051,156,19,0,0,176,6,0,9,180,17,0,197,152,40,3,0,190,0,0,0,190,9,0,201,0,0,6,0,10,0,0,0,10,0,0,10,0,0,0,5,5,0,0,0,5,0,0,3,310,51,7,5,377,8,0,10,383,31,3,411,8,0,0,0,8,4,0,4,8,0,0,8,5,0,0,0,4,0,0,4,6,4,0,9,6,0,0,0,11,3,0,8,20,4,0,22,318,57,7,5,386,13,3,15,398,34,3,432,64,16,4,0,81,3,3,4,88,39,0,132,3,3,0,0,5,0,0,0,5,0,0,8,388,71,9,3
LGA23190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,7,3,0,62,0,0,0,62,0,0,60,11,3,0,0,13,0,0,0,13,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,55,12,3,0,71,0,0,0,71,5,0,76,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,9,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,9,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,9,0,0,0,9,0,0,9,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0
LGA23270,57,12,0,68,46,19,3,3,72,20,7,30,97,17,3,116,1378,217,23,46,1665,74,15,83,1748,166,4,1926,486,124,5,19,639,42,28,62,705,478,6,1194,6,0,0,3,7,0,0,0,7,0,5,14,1866,342,34,68,2305,112,38,149,2460,649,21,3126,330,37,3,5,377,16,3,16,395,28,0,426,265,57,3,3,332,10,0,14,343,42,0,380,7,0,0,0,10,0,0,0,10,0,0,8,3,0,0,7,10,0,0,0,11,3,0,16,612,95,9,18,727,24,3,32,758,76,0,834,14,3,0,0,19,6,0,6,25,3,0,25,5,7,0,0,14,4,0,4,18,8,0,23,16,10,0,0,25,9,0,15,40,11,0,46,626,99,9,15,755,37,8,47,795,82,0,882,223,63,3,18,310,16,11,24,337,320,3,659,0,0,0,3,3,0,0,0,3,0,3,5,853,166,15,34
LGA23350,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,57,9,0,0,67,0,0,0,63,3,0,70,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,57,9,0,0,70,0,0,0,73,3,0,74,4,0,0,0,10,0,0,0,10,0,0,10,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,11,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,11,0,0,13,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
LGA23430,24,4,0,29,30,7,0,0,34,4,0,9,42,4,0,47,1263,170,20,30,1486,46,11,56,1537,89,0,1631,200,33,10,8,255,4,3,9,262,45,0,305,0,0,0,0,0,0,0,0,0,0,3,3,1461,205,34,38,1741,48,12,65,1800,133,4,1933,329,32,3,4,365,14,0,17,381,20,0,405,275,42,9,3,326,9,0,9,333,30,0,365,4,0,5,0,12,0,0,4,14,7,0,19,3,0,0,3,5,0,0,0,5,0,0,10,611,75,15,10,712,27,0,29,739,53,0,791,4,0,0,0,4,0,0,0,9,0,0,5,4,0,0,0,8,0,0,0,7,0,0,9,14,0,0,0,11,0,0,3,16,0,0,19,626,76,15,10,719,27,3,32,754,53,0,806,116,22,3,3,147,3,0,3,150,42,0,191,0,0,0,3,3,0,0,0,3,0,0,3,737,97,19,15
