LGA_CODE_2016,D_18_20_FPULPTW_MPTLF,D_18_20_FPULPTW_MPNLF,D_18_20_FPULPTW_MPLFSNS,D_18_20_FPULPTW_T,D_18_20_FPUT_MPEFT,D_18_20_FPUT_MPEPT,D_18_20_FPUT_MPEAW,D_18_20_FPUT_MPEHNS,D_18_20_FPUT_MPET,D_18_20_FPUT_MPULFTW,D_18_20_FPUT_MPULPTW,D_18_20_FPUT_MPUT,D_18_20_FPUT_MPTLF,D_18_20_FPUT_MPNLF,D_18_20_FPUT_MPLFSNS,D_18_20_FPUT_T,D_18_20_FPTLF_MPEFT,D_18_20_FPTLF_MPEPT,D_18_20_FPTLF_MPEAW,D_18_20_FPTLF_MPEHNS,D_18_20_FPTLF_MPET,D_18_20_FPTLF_MPULFTW,D_18_20_FPTLF_MPULPTW,D_18_20_FPTLF_MPUT,D_18_20_FPTLF_MPTLF,D_18_20_FPTLF_MPNLF,D_18_20_FPTLF_MPLFSNS,D_18_20_FPTLF_T,D_18_20_FPNLF_MPEFT,D_18_20_FPNLF_MPEPT,D_18_20_FPNLF_MPEAW,D_18_20_FPNLF_MPEHNS,D_18_20_FPNLF_MPET,D_18_20_FPNLF_MPULFTW,D_18_20_FPNLF_MPULPTW,D_18_20_FPNLF_MPUT,D_18_20_FPNLF_MPTLF,D_18_20_FPNLF_MPNLF,D_18_20_FPNLF_MPLFSNS,D_18_20_FPNLF_T,D_18_20_FPLFSNS_MPEFT,D_18_20_FPLFSNS_MPEPT,D_18_20_FPLFSNS_MPEAW,D_18_20_FPLFSNS_MPEHNS,D_18_20_FPLFSNS_MPET,D_18_20_FPLFSNS_MPULFTW,D_18_20_FPLFSNS_MPULPTW,D_18_20_FPLFSNS_MPUT,D_18_20_FPLFSNS_MPTLF,D_18_20_FPLFSNS_MPNLF,D_18_20_FPLFSNS_MPLFSNS,D_18_20_FPLFSNS_T,D_18_20_FPT_MPEFT,D_18_20_FPT_MPEPT,D_18_20_FPT_MPEAW,D_18_20_FPT_MPEHNS,D_18_20_FPT_MPET,D_18_20_FPT_MPULFTW,D_18_20_FPT_MPULPTW,D_18_20_FPT_MPUT,D_18_20_FPT_MPTLF,D_18_20_FPT_MPNLF,D_18_20_FPT_MPLFSNS,D_18_20_FPT_T,D_21_24_FPEFT_MPEFT,D_21_24_FPEFT_MPEPT,D_21_24_FPEFT_MPEAW,D_21_24_FPEFT_MPEHNS,D_21_24_FPEFT_MPET,D_21_24_FPEFT_MPULFTW,D_21_24_FPEFT_MPULPTW,D_21_24_FPEFT_MPUT,D_21_24_FPEFT_MPTLF,D_21_24_FPEFT_MPNLF,D_21_24_FPEFT_MPLFSNS,D_21_24_FPEFT_T,D_21_24_FPEPT_MPEFT,D_21_24_FPEPT_MPEPT,D_21_24_FPEPT_MPEAW,D_21_24_FPEPT_MPEHNS,D_21_24_FPEPT_MPET,D_21_24_FPEPT_MPULFTW,D_21_24_FPEPT_MPULPTW,D_21_24_FPEPT_MPUT,D_21_24_FPEPT_MPTLF,D_21_24_FPEPT_MPNLF,D_21_24_FPEPT_MPLFSNS,D_21_24_FPEPT_T,D_21_24_FPEAW_MPEFT,D_21_24_FPEAW_MPEPT,D_21_24_FPEAW_MPEAW,D_21_24_FPEAW_MPEHNS,D_21_24_FPEAW_MPET,D_21_24_FPEAW_MPULFTW,D_21_24_FPEAW_MPULPTW,D_21_24_FPEAW_MPUT,D_21_24_FPEAW_MPTLF,D_21_24_FPEAW_MPNLF,D_21_24_FPEAW_MPLFSNS,D_21_24_FPEAW_T,D_21_24_FPHNS_MPEFT,D_21_24_FPHNS_MPEPT,D_21_24_FPHNS_MPEAW,D_21_24_FPHNS_MPEHNS,D_21_24_FPHNS_MPET,D_21_24_FPHNS_MPULFTW,D_21_24_FPHNS_MPULPTW,D_21_24_FPHNS_MPUT,D_21_24_FPHNS_MPTLF,D_21_24_FPHNS_MPNLF,D_21_24_FPHNS_MPLFSNS,D_21_24_FPHNS_T,D_21_24_FPET_MPEFT,D_21_24_FPET_MPEPT,D_21_24_FPET_MPEAW,D_21_24_FPET_MPEHNS,D_21_24_FPET_MPET,D_21_24_FPET_MPULFTW,D_21_24_FPET_MPULPTW,D_21_24_FPET_MPUT,D_21_24_FPET_MPTLF,D_21_24_FPET_MPNLF,D_21_24_FPET_MPLFSNS,D_21_24_FPET_T,D_21_24_FPULFTW_MPEFT,D_21_24_FPULFTW_MPEPT,D_21_24_FPULFTW_MPEAW,D_21_24_FPULFTW_MPEHNS,D_21_24_FPULFTW_MPET,D_21_24_FPULFTW_MPULFTW,D_21_24_FPULFTW_MPULPTW,D_21_24_FPULFTW_MPUT,D_21_24_FPULFTW_MPTLF,D_21_24_FPULFTW_MPNLF,D_21_24_FPULFTW_MPLFSNS,D_21_24_FPULFTW_T,D_21_24_FPULPTW_MPEFT,D_21_24_FPULPTW_MPEPT,D_21_24_FPULPTW_MPEAW,D_21_24_FPULPTW_MPEHNS,D_21_24_FPULPTW_MPET,D_21_24_FPULPTW_MPULFTW,D_21_24_FPULPTW_MPULPTW,D_21_24_FPULPTW_MPUT,D_21_24_FPULPTW_MPTLF,D_21_24_FPULPTW_MPNLF,D_21_24_FPULPTW_MPLFSNS,D_21_24_FPULPTW_T,D_21_24_FPUT_MPEFT,D_21_24_FPUT_MPEPT,D_21_24_FPUT_MPEAW,D_21_24_FPUT_MPEHNS,D_21_24_FPUT_MPET,D_21_24_FPUT_MPULFTW,D_21_24_FPUT_MPULPTW,D_21_24_FPUT_MPUT,D_21_24_FPUT_MPTLF,D_21_24_FPUT_MPNLF,D_21_24_FPUT_MPLFSNS,D_21_24_FPUT_T,D_21_24_FPTLF_MPEFT,D_21_24_FPTLF_MPEPT,D_21_24_FPTLF_MPEAW,D_21_24_FPTLF_MPEHNS,D_21_24_FPTLF_MPET,D_21_24_FPTLF_MPULFTW,D_21_24_FPTLF_MPULPTW,D_21_24_FPTLF_MPUT,D_21_24_FPTLF_MPTLF,D_21_24_FPTLF_MPNLF,D_21_24_FPTLF_MPLFSNS,D_21_24_FPTLF_T,D_21_24_FPNLF_MPEFT,D_21_24_FPNLF_MPEPT,D_21_24_FPNLF_MPEAW,D_21_24_FPNLF_MPEHNS,D_21_24_FPNLF_MPET,D_21_24_FPNLF_MPULFTW,D_21_24_FPNLF_MPULPTW,D_21_24_FPNLF_MPUT,D_21_24_FPNLF_MPTLF,D_21_24_FPNLF_MPNLF,D_21_24_FPNLF_MPLFSNS,D_21_24_FPNLF_T,D_21_24_FPLFSNS_MPEFT,D_21_24_FPLFSNS_MPEPT,D_21_24_FPLFSNS_MPEAW,D_21_24_FPLFSNS_MPEHNS,D_21_24_FPLFSNS_MPET,D_21_24_FPLFSNS_MPULFTW,D_21_24_FPLFSNS_MPULPTW,D_21_24_FPLFSNS_MPUT,D_21_24_FPLFSNS_MPTLF,D_21_24_FPLFSNS_MPNLF,D_21_24_FPLFSNS_MPLFSNS,D_21_24_FPLFSNS_T,D_21_24_FPT_MPEFT,D_21_24_FPT_MPEPT,D_21_24_FPT_MPEAW,D_21_24_FPT_MPEHNS
LGA23670,41,3,0,46,40,8,0,3,56,10,0,10,65,7,0,74,1639,182,28,18,1878,38,17,57,1932,118,4,2051,310,56,3,4,370,10,3,16,384,81,0,469,0,0,0,0,0,0,0,0,0,0,5,9,1951,236,31,24,2245,52,19,73,2321,200,10,2528,383,25,9,6,418,5,0,5,426,46,0,473,368,45,3,0,416,9,0,9,426,32,0,451,12,0,5,0,16,0,0,0,16,4,0,16,3,3,0,3,11,0,0,0,13,3,0,18,762,76,12,13,862,19,0,19,879,79,0,960,5,3,0,0,9,0,0,0,9,3,0,16,15,0,0,0,16,0,0,3,20,0,0,22,19,3,0,0,25,0,0,3,30,4,0,35,782,75,13,13,890,19,0,18,902,84,0,991,173,40,4,3,220,5,3,4,228,68,0,299,0,0,0,0,3,0,0,0,3,0,0,3,961,115,20,14
LGA23810,9,0,0,9,6,3,0,0,14,0,0,0,12,0,0,12,257,35,9,3,304,9,3,17,319,16,0,339,63,4,0,0,66,4,0,4,73,15,0,89,0,0,0,0,0,0,0,0,0,0,4,4,320,43,5,5,378,13,3,21,392,31,4,427,28,5,0,0,37,0,0,0,40,3,0,41,45,7,0,0,52,0,0,0,57,7,0,61,3,0,0,0,5,0,0,0,5,0,0,5,3,0,0,0,3,0,0,0,4,0,0,4,82,17,0,0,96,3,0,3,100,18,0,114,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,8,0,0,8,8,0,0,0,8,0,0,0,8,0,0,8,87,17,0,0,104,3,0,3,105,18,0,118,11,0,0,0,16,3,0,3,15,11,3,28,0,0,0,0,0,0,0,0,0,0,0,0,102,15,3,0
LGA23940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,27,0,0,0,27,3,0,29,3,0,0,0,3,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,31,0,0,0,31,4,0,36,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
LGA24130,5,3,0,12,11,0,0,0,10,0,0,0,10,4,0,10,320,44,3,6,376,10,3,10,389,20,0,407,52,8,3,5,64,3,0,3,67,6,0,69,0,0,0,0,3,0,0,0,3,0,0,3,370,47,7,8,441,9,3,12,453,31,0,479,59,3,0,0,61,0,0,3,61,5,0,68,51,7,0,0,58,0,0,0,59,3,0,62,0,0,3,0,4,0,0,0,4,0,0,4,7,0,0,0,5,0,0,0,5,0,0,5,115,12,3,0,128,3,0,3,133,7,0,137,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,4,0,0,0,4,0,0,0,4,0,0,4,121,12,3,0,133,3,0,3,138,7,0,144,20,5,0,0,27,0,0,0,27,6,0,33,0,0,0,0,0,0,0,0,0,0,0,0,145,12,4,0
LGA24210,31,4,0,38,44,3,0,0,43,13,3,10,58,4,0,66,1343,225,18,23,1607,52,11,60,1664,96,4,1763,308,65,3,6,385,5,0,9,396,85,0,485,4,0,0,0,4,0,0,0,4,0,3,13,1655,288,23,27,1995,56,14,70,2071,186,5,2257,306,41,3,3,353,8,0,8,365,27,0,397,374,82,8,4,470,16,0,11,483,39,3,525,3,0,5,0,5,0,0,0,5,3,0,8,5,0,0,11,19,0,0,0,19,4,0,21,693,131,16,16,847,22,0,25,871,76,3,953,8,0,0,0,8,4,0,4,8,0,0,16,9,6,0,0,12,4,3,3,20,3,0,23,16,5,0,0,26,5,3,6,32,3,0,35,707,135,18,16,873,30,3,32,907,79,3,989,200,25,3,3,234,3,3,8,244,86,0,331,0,0,0,0,0,0,0,0,0,0,3,3,913,162,16,18
LGA24250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,22,0,0,0,22,5,0,21,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,22,3,0,0,19,0,0,0,19,5,0,28,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA24330,19,4,0,21,17,4,0,0,21,4,5,6,33,6,0,34,352,73,9,8,432,24,10,30,462,43,0,499,93,35,3,7,136,3,3,7,141,64,0,204,3,0,0,0,3,0,0,0,3,0,0,5,442,109,13,14,570,28,9,38,610,102,0,711,97,17,0,0,109,3,0,3,112,5,0,121,69,28,0,0,101,4,0,4,104,6,0,117,0,0,3,0,3,0,0,0,3,0,0,3,0,0,0,5,4,0,0,0,4,0,0,4,166,45,3,5,226,5,0,5,230,16,0,245,3,6,0,0,7,0,0,0,9,0,0,9,3,3,0,0,11,0,0,3,12,0,0,12,4,6,0,0,12,3,0,7,20,0,0,20,175,51,3,5,237,14,0,11,251,16,0,266,41,17,3,0,61,4,3,3,67,35,0,105,0,0,0,0,3,0,0,0,3,0,0,0,218,76,9,5
LGA24410,19,0,0,24,27,4,0,0,29,3,0,3,28,0,0,30,983,112,15,20,1134,21,6,23,1161,65,0,1226,153,29,0,4,187,10,3,18,207,48,0,254,0,0,0,4,8,0,0,0,9,0,0,9,1140,138,17,27,1326,30,13,41,1371,112,3,1481,202,25,3,3,228,6,0,9,240,19,0,259,268,37,3,4,315,3,0,9,320,13,0,335,9,3,0,0,12,0,0,0,12,0,0,14,0,0,0,4,10,0,0,0,10,0,0,10,479,68,5,11,564,13,3,13,576,32,0,609,4,0,0,0,4,0,0,0,6,3,0,9,7,0,0,0,8,0,0,0,5,0,0,5,16,0,0,0,12,0,0,3,14,3,0,22,493,69,5,11,578,12,8,16,597,29,0,627,74,16,0,3,94,4,0,3,98,24,0,124,0,0,0,0,0,0,0,0,0,0,3,3,567,82,5,18
LGA24600,5,3,0,6,3,0,0,0,6,3,0,3,12,3,0,12,184,33,3,7,233,3,0,4,234,28,0,265,53,14,3,0,72,3,5,5,82,17,0,101,0,0,0,0,0,0,0,0,0,0,0,6,237,54,3,15,305,10,5,10,316,42,3,367,63,12,0,0,76,3,0,3,79,3,0,80,35,17,0,0,53,0,0,0,53,3,0,54,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,103,26,0,0,129,3,0,3,130,13,0,143,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,4,105,26,0,0,130,6,0,7,137,13,0,150,18,5,3,0,34,0,0,0,34,28,0,64,0,0,0,0,0,0,0,0,0,0,0,0,124,30,3,3
LGA24650,36,0,0,37,36,8,0,4,51,7,3,11,62,3,0,64,1018,106,20,36,1175,40,7,48,1224,75,3,1310,215,54,6,11,285,9,10,18,299,106,0,406,0,0,0,3,3,0,0,0,3,0,5,9,1232,158,27,44,1462,53,16,70,1529,186,6,1725,225,27,4,0,255,7,0,7,264,14,0,273,150,21,0,0,170,11,0,13,186,18,0,196,7,0,3,0,6,0,0,0,6,0,0,6,3,0,0,11,10,0,0,0,10,3,0,14,378,48,5,10,447,21,0,23,465,29,0,495,7,4,0,0,13,0,0,0,12,0,0,12,9,3,0,0,10,0,3,3,18,0,0,16,16,8,0,0,26,3,3,3,31,5,0,32,398,56,5,14,468,18,0,22,497,35,0,527,95,13,4,4,111,6,5,11,124,43,0,164,3,0,0,0,8,0,0,0,8,0,4,7,489,68,10,20
LGA24780,3,0,0,6,10,0,0,0,10,0,0,0,5,0,0,13,183,23,3,0,219,3,0,7,218,19,0,244,21,11,0,0,34,0,0,3,33,20,0,57,0,0,0,0,3,0,0,0,3,0,0,3,206,34,4,5,247,3,3,4,257,45,0,296,18,0,0,0,23,0,0,0,23,0,0,19,22,3,0,0,27,0,0,0,30,3,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,46,3,0,0,51,0,0,0,50,3,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,3,0,0,50,0,0,0,55,3,0,58,0,0,0,0,3,0,0,0,3,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,45,7,0,0
LGA24850,0,0,0,0,5,0,0,0,5,5,0,5,7,0,0,7,222,33,6,4,265,5,0,8,278,18,0,293,39,11,3,3,50,5,0,3,58,16,0,69,0,0,0,0,0,0,0,0,0,0,0,0,261,39,6,7,317,14,3,17,334,26,0,364,34,5,0,0,38,0,0,0,41,4,0,42,23,4,0,0,36,0,0,3,37,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,63,8,3,0,75,3,0,4,77,8,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,8,3,0,76,3,0,4,81,8,0,90,13,0,0,0,13,0,0,0,13,4,0,17,0,0,0,0,0,0,0,0,0,0,0,0,72,8,3,0
LGA24900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,8,0,3,102,0,0,0,108,4,0,109,12,4,0,0,12,0,0,0,13,4,0,21,0,0,0,0,0,0,0,0,0,0,0,0,103,8,0,3,119,3,0,3,118,15,3,136,6,0,0,0,6,0,0,0,6,0,0,11,8,0,0,0,9,0,0,0,9,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,17,0,0,0,17,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,17,0,0,0,17,3,0,20,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0
LGA24970,60,10,0,67,67,19,0,0,85,18,4,24,108,11,0,122,1748,280,24,35,2087,88,10,97,2186,127,0,2318,359,87,11,4,459,20,5,24,480,115,0,595,0,0,0,3,5,0,0,0,5,0,3,7,2108,365,36,39,2547,106,14,124,2672,245,4,2920,449,61,5,5,522,16,0,20,543,48,0,595,383,83,0,0,469,16,5,17,489,40,0,524,8,3,3,0,16,0,0,0,16,0,0,22,0,0,0,8,14,0,0,0,10,0,0,16,845,154,7,17,1027,35,5,38,1064,92,0,1156,16,0,0,0,20,9,0,7,29,0,0,29,25,3,0,0,28,4,3,8,30,3,0,35,40,3,0,0,45,13,3,13,57,3,0,62,888,159,9,17,1065,43,7,55,1121,90,0,1218,200,47,9,6,257,10,3,18,277,98,3,374,0,0,0,0,0,0,0,0,0,0,5,4,1087,203,19,21
LGA25060,17,0,0,22,24,6,0,4,27,3,7,11,36,0,0,38,1133,118,14,24,1282,18,9,29,1312,63,0,1374,194,25,5,3,228,14,0,14,239,44,0,280,0,0,0,4,4,0,0,0,4,0,4,9,1325,147,16,30,1514,29,9,41,1553,106,4,1661,269,28,0,3,297,3,0,3,303,14,0,322,276,43,3,0,328,7,3,7,334,28,0,356,9,0,0,0,16,0,0,0,16,4,0,15,3,0,0,4,12,0,0,0,12,0,0,12,563,67,5,8,646,9,3,14,660,46,0,702,3,0,0,3,3,0,0,0,8,0,0,8,4,0,0,0,6,0,0,0,6,3,0,7,7,3,0,3,15,0,0,0,16,3,0,15,571,70,5,10,658,12,4,16,674,44,0,719,107,15,3,3,136,3,0,3,134,47,0,185,0,0,0,0,0,0,0,0,0,0,4,3,679,91,3,17
LGA25150,7,0,0,7,8,0,0,0,13,0,0,0,13,0,0,14,216,25,5,5,245,0,0,0,249,10,0,259,31,5,0,3,37,0,0,0,39,11,0,50,0,0,0,0,0,0,0,0,0,0,0,0,243,25,9,9,285,4,0,4,290,20,0,305,33,6,0,0,42,0,0,0,39,0,0,44,39,5,0,0,41,0,0,0,41,3,0,45,4,0,0,0,4,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,78,12,0,0,86,0,0,0,88,7,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,12,0,0,86,0,0,0,88,3,0,93,5,0,0,3,13,0,0,0,13,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,88,12,0,3
LGA25250,29,8,0,29,37,3,0,0,43,5,3,7,50,9,0,50,816,108,15,15,954,21,6,29,987,74,0,1060,217,52,3,8,281,7,4,15,295,117,3,415,0,0,0,0,3,0,0,0,3,0,3,7,1035,165,20,29,1242,35,18,44,1289,189,5,1488,200,30,3,3,233,7,3,9,235,20,0,257,196,39,8,0,247,5,5,9,253,25,0,279,3,4,0,0,7,0,0,0,7,0,0,7,8,0,0,3,9,0,0,0,9,4,0,12,401,69,15,9,495,8,7,16,505,44,0,551,0,0,0,0,4,0,0,0,4,3,0,5,6,3,0,3,9,0,4,3,15,0,0,15,11,3,0,3,14,0,4,3,21,3,0,26,412,73,15,10,510,13,11,22,529,47,0,573,103,26,3,4,134,4,0,4,141,73,0,218,0,0,0,0,0,0,0,0,3,0,3,8,515,95,13,15
LGA25340,14,3,0,13,15,3,0,0,15,0,0,0,21,3,0,19,897,101,11,10,1020,8,3,13,1034,59,3,1091,134,18,3,3,162,3,0,3,162,35,0,197,3,0,0,0,3,0,0,0,3,0,0,3,1035,119,14,14,1183,16,3,20,1198,95,7,1293,140,18,0,0,158,3,0,3,162,11,0,182,182,36,4,0,226,3,0,4,225,15,0,237,3,0,5,0,6,0,0,0,6,0,0,8,0,0,0,0,3,0,0,0,3,0,0,3,330,52,6,3,392,5,0,6,400,25,0,427,5,0,0,0,5,0,0,0,5,0,0,5,3,0,0,0,8,0,0,0,8,3,0,10,11,0,0,0,13,0,0,0,13,3,0,13,338,55,6,3,400,5,0,6,410,27,0,441,79,11,3,4,90,0,0,0,94,11,0,110,0,0,0,0,0,0,0,0,0,0,0,0,410,62,9,7
LGA25430,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,57,14,4,0,79,0,0,0,80,5,0,82,4,0,0,0,7,0,0,0,7,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,65,14,4,0,86,0,0,0,82,10,0,92,11,0,0,0,11,0,0,0,11,0,0,11,12,3,3,0,17,0,0,0,17,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3,3,0,26,0,0,0,26,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3,3,0,26,0,0,0,26,0,0,25,3,0,0,0,3,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,23,3,3,0
LGA25490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,3,0,0,76,0,0,0,75,4,0,82,13,0,0,0,11,0,0,0,11,0,0,12,0,0,0,0,0,0,0,0,0,0,3,3,85,8,0,0,89,0,0,0,90,3,3,95,9,0,0,0,7,0,0,0,7,0,0,7,6,3,3,0,12,0,0,0,12,0,0,12,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,14,3,3,0,22,0,0,0,22,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,3,0,22,0,0,0,22,0,0,22,3,0,0,0,5,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,17,8,3,0
LGA25620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,7,0,0,50,0,0,0,55,6,0,57,9,0,0,0,9,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,52,7,0,0,62,0,0,0,60,6,0,64,3,0,0,0,3,0,0,0,3,0,0,6,3,3,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,11,0,0,0,11,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,11,0,0,0,11,3,0,9,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0,0
LGA25710,8,0,0,8,8,0,0,0,10,0,0,0,17,0,0,17,903,67,17,8,1000,10,0,11,1012,44,0,1056,125,13,4,0,143,3,0,3,149,13,0,161,0,0,0,0,0,0,0,0,0,0,3,3,1031,81,14,12,1140,15,0,19,1157,59,3,1219,149,17,4,0,164,3,0,3,165,10,0,183,247,31,3,0,281,3,0,4,282,7,0,294,7,0,4,0,14,0,0,0,14,0,0,18,3,0,0,0,3,0,0,0,3,0,0,3,407,49,8,0,465,5,0,4,468,23,0,490,4,0,0,0,4,3,0,3,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,3,0,3,9,0,0,9,411,49,8,0,465,6,0,12,477,23,0,496,69,12,0,0,76,3,0,3,78,23,0,106,0,0,0,0,0,0,0,0,0,0,0,0,472,58,8,0
LGA25810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,3,0,0,29,0,0,0,29,0,0,28,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,33,3,0,0,32,0,0,0,32,0,0,39,7,0,0,0,7,0,0,0,7,0,0,7,7,0,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
LGA25900,10,0,0,10,11,0,0,0,16,0,0,0,11,0,0,11,313,35,9,3,351,7,0,6,362,31,0,394,59,12,0,0,74,0,0,0,73,29,0,106,0,0,0,0,0,0,0,0,0,0,0,0,369,47,6,3,423,5,3,9,433,58,0,494,80,9,0,0,91,0,0,0,94,15,0,103,61,8,0,0,73,0,0,0,73,8,0,87,6,0,0,0,5,0,0,0,5,0,0,5,3,0,0,0,4,0,0,0,4,0,0,4,144,19,0,3,171,0,0,0,176,27,0,197,3,0,0,0,3,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,5,0,0,5,147,19,0,3,178,4,0,4,182,27,0,203,42,6,0,0,47,0,0,0,54,22,0,71,0,0,0,0,0,0,0,0,0,0,0,0,188,30,0,4
LGA25990,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,28,0,3,0,31,0,0,0,31,0,0,33,3,3,0,0,3,0,0,0,3,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,31,3,3,0,38,0,0,0,38,4,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
