LGA_CODE_2016,D_10_12_FPNLF_MPET,D_10_12_FPNLF_MPULFTW,D_10_12_FPNLF_MPULPTW,D_10_12_FPNLF_MPUT,D_10_12_FPNLF_MPTLF,D_10_12_FPNLF_MPNLF,D_10_12_FPNLF_MPLFSNS,D_10_12_FPNLF_T,D_10_12_FPLFSNS_MPEFT,D_10_12_FPLFSNS_MPEPT,D_10_12_FPLFSNS_MPEAW,D_10_12_FPLFSNS_MPEHNS,D_10_12_FPLFSNS_MPET,D_10_12_FPLFSNS_MPULFTW,D_10_12_FPLFSNS_MPULPTW,D_10_12_FPLFSNS_MPUT,D_10_12_FPLFSNS_MPTLF,D_10_12_FPLFSNS_MPNLF,D_10_12_FPLFSNS_MPLFSNS,D_10_12_FPLFSNS_T,D_10_12_FPT_MPEFT,D_10_12_FPT_MPEPT,D_10_12_FPT_MPEAW,D_10_12_FPT_MPEHNS,D_10_12_FPT_MPET,D_10_12_FPT_MPULFTW,D_10_12_FPT_MPULPTW,D_10_12_FPT_MPUT,D_10_12_FPT_MPTLF,D_10_12_FPT_MPNLF,D_10_12_FPT_MPLFSNS,D_10_12_FPT_T,D_13_14_FPEFT_MPEFT,D_13_14_FPEFT_MPEPT,D_13_14_FPEFT_MPEAW,D_13_14_FPEFT_MPEHNS,D_13_14_FPEFT_MPET,D_13_14_FPEFT_MPULFTW,D_13_14_FPEFT_MPULPTW,D_13_14_FPEFT_MPUT,D_13_14_FPEFT_MPTLF,D_13_14_FPEFT_MPNLF,D_13_14_FPEFT_MPLFSNS,D_13_14_FPEFT_T,D_13_14_FPEPT_MPEFT,D_13_14_FPEPT_MPEPT,D_13_14_FPEPT_MPEAW,D_13_14_FPEPT_MPEHNS,D_13_14_FPEPT_MPET,D_13_14_FPEPT_MPULFTW,D_13_14_FPEPT_MPULPTW,D_13_14_FPEPT_MPUT,D_13_14_FPEPT_MPTLF,D_13_14_FPEPT_MPNLF,D_13_14_FPEPT_MPLFSNS,D_13_14_FPEPT_T,D_13_14_FPEAW_MPEFT,D_13_14_FPEAW_MPEPT,D_13_14_FPEAW_MPEAW,D_13_14_FPEAW_MPEHNS,D_13_14_FPEAW_MPET,D_13_14_FPEAW_MPULFTW,D_13_14_FPEAW_MPULPTW,D_13_14_FPEAW_MPUT,D_13_14_FPEAW_MPTLF,D_13_14_FPEAW_MPNLF,D_13_14_FPEAW_MPLFSNS,D_13_14_FPEAW_T,D_13_14_FPHNS_MPEFT,D_13_14_FPHNS_MPEPT,D_13_14_FPHNS_MPEAW,D_13_14_FPHNS_MPEHNS,D_13_14_FPHNS_MPET,D_13_14_FPHNS_MPULFTW,D_13_14_FPHNS_MPULPTW,D_13_14_FPHNS_MPUT,D_13_14_FPHNS_MPTLF,D_13_14_FPHNS_MPNLF,D_13_14_FPHNS_MPLFSNS,D_13_14_FPHNS_T,D_13_14_FPET_MPEFT,D_13_14_FPET_MPEPT,D_13_14_FPET_MPEAW,D_13_14_FPET_MPEHNS,D_13_14_FPET_MPET,D_13_14_FPET_MPULFTW,D_13_14_FPET_MPULPTW,D_13_14_FPET_MPUT,D_13_14_FPET_MPTLF,D_13_14_FPET_MPNLF,D_13_14_FPET_MPLFSNS,D_13_14_FPET_T,D_13_14_FPULFTW_MPEFT,D_13_14_FPULFTW_MPEPT,D_13_14_FPULFTW_MPEAW,D_13_14_FPULFTW_MPEHNS,D_13_14_FPULFTW_MPET,D_13_14_FPULFTW_MPULFTW,D_13_14_FPULFTW_MPULPTW,D_13_14_FPULFTW_MPUT,D_13_14_FPULFTW_MPTLF,D_13_14_FPULFTW_MPNLF,D_13_14_FPULFTW_MPLFSNS,D_13_14_FPULFTW_T,D_13_14_FPULPTW_MPEFT,D_13_14_FPULPTW_MPEPT,D_13_14_FPULPTW_MPEAW,D_13_14_FPULPTW_MPEHNS,D_13_14_FPULPTW_MPET,D_13_14_FPULPTW_MPULFTW,D_13_14_FPULPTW_MPULPTW,D_13_14_FPULPTW_MPUT,D_13_14_FPULPTW_MPTLF,D_13_14_FPULPTW_MPNLF,D_13_14_FPULPTW_MPLFSNS,D_13_14_FPULPTW_T,D_13_14_FPUT_MPEFT,D_13_14_FPUT_MPEPT,D_13_14_FPUT_MPEAW,D_13_14_FPUT_MPEHNS,D_13_14_FPUT_MPET,D_13_14_FPUT_MPULFTW,D_13_14_FPUT_MPULPTW,D_13_14_FPUT_MPUT,D_13_14_FPUT_MPTLF,D_13_14_FPUT_MPNLF,D_13_14_FPUT_MPLFSNS,D_13_14_FPUT_T,D_13_14_FPTLF_MPEFT,D_13_14_FPTLF_MPEPT,D_13_14_FPTLF_MPEAW,D_13_14_FPTLF_MPEHNS,D_13_14_FPTLF_MPET,D_13_14_FPTLF_MPULFTW,D_13_14_FPTLF_MPULPTW,D_13_14_FPTLF_MPUT,D_13_14_FPTLF_MPTLF,D_13_14_FPTLF_MPNLF,D_13_14_FPTLF_MPLFSNS,D_13_14_FP_T,D_13_14_FPNLF_MPEFT,D_13_14_FPNLF_MPEPT,D_13_14_FPNLF_MPEAW,D_13_14_FPNLF_MPEHNS,D_13_14_FPNLF_MPET,D_13_14_FPNLF_MPULFTW,D_13_14_FPNLF_MPULPTW,D_13_14_FPNLF_MPUT,D_13_14_FPNLF_MPTLF,D_13_14_FPNLF_MPNLF,D_13_14_FPNLF_MPLFSNS,D_13_14_FPNLF_T,D_13_14_FPLFSNS_MPEFT,D_13_14_FPLFSNS_MPEPT,D_13_14_FPLFSNS_MPEAW,D_13_14_FPLFSNS_MPEHNS,D_13_14_FPLFSNS_MPET,D_13_14_FPLFSNS_MPULFTW,D_13_14_FPLFSNS_MPULPTW,D_13_14_FPLFSNS_MPUT,D_13_14_FPLFSNS_MPTLF,D_13_14_FPLFSNS_MPNLF,D_13_14_FPLFSNS_MPLFSNS,D_13_14_FPLFSNS_T,D_13_14_FPT_MPEFT,D_13_14_FPT_MPEPT,D_13_14_FPT_MPEAW,D_13_14_FPT_MPEHNS,D_13_14_FPT_MPET,D_13_14_FPT_MPULFTW,D_13_14_FPT_MPULPTW,D_13_14_FPT_MPUT,D_13_14_FPT_MPTLF,D_13_14_FPT_MPNLF,D_13_14_FPT_MPLFSNS,D_13_14_FPT_T,D_15_17_FPEFT_MPEFT,D_15_17_FPEFT_MPEPT,D_15_17_FPEFT_MPEAW,D_15_17_FPEFT_MPEHNS,D_15_17_FPEFT_MPET,D_15_17_FPEFT_MPULFTW,D_15_17_FPEFT_MPULPTW,D_15_17_FPEFT_MPUT,D_15_17_FPEFT_MPTLF,D_15_17_FPEFT_MPNLF,D_15_17_FPEFT_MPLFSNS,D_15_17_FPEFT_T,D_15_17_FPEPT_MPEFT,D_15_17_FPEPT_MPEPT,D_15_17_FPEPT_MPEAW,D_15_17_FPEPT_MPEHNS,D_15_17_FPEPT_MPET,D_15_17_FPEPT_MPULFTW,D_15_17_FPEPT_MPULPTW,D_15_17_FPEPT_MPUT,D_15_17_FPEPT_MPTLF,D_15_17_FPEPT_MPNLF,D_15_17_FPEPT_MPLFSNS,D_15_17_FPEPT_T
LGA26080,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,35,6,3,0,45,0,0,0,45,0,0,49,10,0,0,0,17,0,0,0,17,4,0,23,10,3,0,0,17,0,0,0,17,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,5,0,0,34,0,0,0,34,4,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,5,0,0,34,0,0,0,34,4,0,33,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,25,5,3,0,31,0,0,0,31,4,0,40,14,5,0,0,21,3,0,3,24,3,0,28,19,3,0,0,23,0,0,0,23,0,0,23
LGA26170,126,6,0,6,128,24,0,155,0,0,0,0,0,0,0,0,0,0,0,3,574,82,11,11,678,11,9,18,700,52,7,753,127,20,0,0,148,0,4,6,152,3,0,150,191,31,0,3,224,3,0,3,227,19,0,243,3,0,0,0,10,0,0,0,10,0,0,10,0,0,0,3,3,0,0,0,3,0,0,3,317,52,0,9,379,4,4,8,387,22,0,407,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,3,0,0,3,3,4,0,0,8,0,0,0,8,3,0,7,319,51,0,9,382,4,4,8,396,20,0,417,62,12,3,4,77,0,0,0,77,13,0,92,0,0,0,0,0,0,0,0,0,0,0,0,381,68,5,11,462,4,4,8,470,36,0,510,172,12,3,0,186,0,0,0,188,7,0,201,219,38,3,8,271,4,3,10,279,22,0,295
LGA26260,62,0,0,0,62,10,0,66,0,0,0,0,0,0,0,0,0,0,0,0,341,37,9,5,398,8,0,8,398,23,0,424,71,3,0,0,75,0,0,5,77,4,0,83,103,11,0,0,108,0,0,0,113,4,0,114,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,4,0,0,0,4,0,0,3,170,16,3,3,192,4,0,3,194,13,0,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,16,3,3,195,4,0,3,199,13,0,213,22,9,0,0,37,0,0,0,37,6,0,40,0,0,0,0,0,0,0,0,0,0,0,0,199,24,3,3,232,4,0,3,236,22,0,252,83,4,3,0,97,0,0,0,99,0,0,99,136,21,3,0,158,4,0,4,160,11,0,175
LGA26350,456,3,0,3,458,23,0,480,0,0,0,0,0,0,0,0,4,0,3,3,1674,126,6,22,1833,32,7,37,1866,71,9,1944,343,27,0,0,367,6,0,6,375,21,0,402,409,37,3,4,447,7,0,14,457,15,0,479,4,0,0,0,5,0,0,0,5,0,0,8,6,0,0,4,8,0,0,0,10,0,0,12,758,57,4,7,829,16,3,19,853,42,0,889,9,0,0,0,9,0,0,0,12,4,0,14,13,0,0,0,13,0,0,0,13,3,0,16,22,0,0,0,22,0,0,0,23,4,0,28,784,57,4,7,852,22,3,20,870,43,0,918,201,24,0,3,226,6,0,6,227,17,0,247,0,0,0,0,3,0,0,0,3,0,0,6,977,82,4,10,1073,27,3,27,1101,57,0,1167,458,30,0,0,493,11,0,8,501,24,0,529,555,56,3,9,623,11,0,11,628,22,0,652
LGA26430,34,0,0,0,34,6,0,37,0,0,0,4,4,0,0,0,4,0,0,5,166,13,3,8,191,0,0,0,191,9,0,201,40,7,0,0,49,0,0,0,49,0,0,49,46,5,5,0,51,0,0,0,58,4,0,59,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,3,0,0,0,3,0,0,3,89,12,5,0,108,0,0,0,106,4,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,12,5,0,104,0,0,0,105,4,0,109,17,0,0,0,16,0,0,0,16,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,106,11,6,3,125,0,0,0,126,9,0,130,63,4,0,0,71,0,0,0,71,0,0,71,59,10,4,0,74,0,0,0,79,3,0,83
LGA26490,134,0,0,0,136,11,0,141,0,0,0,0,0,0,0,0,0,0,0,0,775,97,11,11,896,10,3,17,909,27,3,942,148,22,0,0,168,0,0,0,169,11,0,175,287,35,0,0,330,0,0,0,326,3,0,329,4,0,0,0,7,0,0,0,7,0,0,7,6,0,0,0,6,0,0,0,6,0,0,6,443,53,4,4,506,0,0,0,508,9,0,520,4,0,0,0,4,0,0,0,4,0,0,4,5,0,0,0,5,0,0,0,5,0,0,11,12,0,0,0,12,0,0,0,12,0,0,16,459,53,4,4,524,4,0,4,521,15,0,536,51,7,0,0,59,0,0,0,59,9,0,67,0,0,0,0,0,0,0,0,0,0,0,0,511,65,4,4,583,4,0,4,581,21,0,602,198,18,3,0,214,0,0,0,216,6,0,226,316,41,6,3,363,3,0,3,364,7,0,373
LGA26610,74,0,5,5,83,17,6,99,3,0,0,0,6,0,0,0,6,0,0,6,384,34,10,9,432,5,9,12,452,29,3,483,87,9,0,0,94,4,0,4,99,6,0,103,119,10,6,0,135,0,0,0,134,3,0,138,4,0,0,0,5,0,0,0,5,0,0,5,0,0,0,3,10,0,0,0,10,0,0,10,206,22,5,3,240,7,0,7,242,10,0,254,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,5,3,0,0,3,0,0,0,0,0,0,5,5,3,0,0,3,206,22,5,3,243,7,5,7,251,8,0,260,43,3,0,5,53,0,0,0,53,21,0,73,3,0,0,0,3,0,0,0,3,0,4,3,255,28,5,11,301,7,5,7,308,30,3,337,133,15,5,0,151,3,0,3,153,7,0,166,141,29,3,0,173,0,0,3,177,10,0,185
LGA26670,20,3,0,3,22,3,0,27,0,0,0,0,0,0,0,0,0,0,5,4,114,9,3,3,136,7,0,7,138,10,5,149,35,0,0,0,34,0,0,0,34,3,0,39,42,3,0,0,46,0,0,0,47,4,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,6,0,0,83,0,0,0,84,6,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,6,0,0,83,0,0,0,84,6,0,86,7,0,0,0,10,0,0,0,12,6,0,17,0,0,0,0,0,0,0,0,0,0,0,0,79,6,0,3,94,0,0,0,96,12,0,103,57,0,3,0,63,0,0,0,63,0,0,66,54,4,0,0,62,0,0,0,60,0,0,60
LGA26700,94,8,0,8,100,24,0,118,3,0,0,0,3,0,0,0,3,0,3,8,567,71,14,12,666,8,0,8,668,49,5,722,141,11,0,0,152,0,0,0,152,5,0,159,201,25,0,0,220,0,0,0,220,12,0,232,6,0,3,0,7,0,0,0,7,0,0,7,0,0,0,3,5,0,0,0,5,0,0,5,340,36,3,3,386,0,0,0,391,15,0,401,3,0,0,0,4,0,0,0,4,0,0,4,6,0,0,0,5,0,0,0,5,0,0,5,11,3,0,0,14,0,0,0,14,0,0,14,356,38,0,3,398,0,0,0,400,15,0,417,50,6,0,0,55,3,0,3,58,12,0,70,0,0,0,0,3,0,0,0,3,0,0,5,407,48,0,10,462,3,0,3,464,30,0,494,176,16,3,0,194,0,0,0,194,6,0,202,245,26,4,0,281,0,0,0,278,13,0,292
LGA26730,95,0,0,0,92,22,0,122,0,0,0,0,0,0,0,0,0,0,0,0,656,69,13,11,753,8,0,11,765,44,0,807,134,7,0,0,148,0,0,0,148,11,0,152,223,27,8,0,262,0,0,4,262,10,0,271,10,3,3,0,18,0,0,0,18,0,0,18,0,0,0,0,3,0,0,0,3,0,0,3,369,43,7,4,425,0,0,3,424,18,0,445,0,0,0,0,0,3,0,3,3,0,0,7,4,4,0,0,5,0,0,0,8,0,0,8,4,3,0,0,8,7,0,7,13,0,0,11,377,42,7,4,434,8,0,8,436,18,0,457,51,6,0,3,69,3,0,3,68,13,0,79,0,0,0,0,0,0,0,0,0,0,0,0,424,55,8,5,497,7,0,11,513,30,0,536,191,21,3,0,219,0,0,0,224,10,0,230,297,33,12,0,345,3,0,3,344,13,0,361
LGA26810,177,6,0,5,188,42,3,236,6,0,0,0,9,0,0,0,9,0,3,6,754,86,21,22,881,22,8,29,911,83,8,996,166,18,4,0,188,3,3,7,198,13,0,209,232,24,15,0,268,4,0,4,273,9,0,291,12,4,0,0,12,0,0,0,13,0,0,14,6,0,0,6,11,0,0,0,9,0,0,9,410,46,18,11,486,12,0,17,500,25,4,525,3,0,0,0,3,3,0,3,6,0,0,6,6,4,0,0,12,0,0,0,14,0,0,14,8,4,0,0,14,4,0,4,21,0,0,21,418,45,19,11,495,14,0,22,512,25,4,544,83,10,3,7,100,0,0,3,104,22,0,127,0,0,0,0,0,0,0,0,0,0,4,5,498,60,22,14,597,22,3,21,618,48,5,671,265,20,3,0,286,4,0,10,293,8,0,303,310,32,11,3,355,3,0,3,365,19,0,376
LGA26890,10,0,0,0,13,10,0,19,0,0,0,0,0,0,0,0,0,0,0,0,68,12,0,8,83,4,0,4,84,11,0,96,29,3,0,0,31,0,0,0,31,0,0,31,31,0,0,0,28,0,0,0,28,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,61,0,0,0,61,0,0,62,0,0,0,0,0,3,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,3,59,0,0,0,61,3,0,3,63,0,0,64,3,0,0,0,3,0,0,0,3,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,60,6,0,0,70,3,0,3,67,7,0,72,26,0,0,0,26,0,0,0,26,0,0,26,25,3,0,0,36,0,0,0,36,3,0,40
LGA26980,725,17,9,24,752,65,0,819,6,0,0,3,8,0,0,0,8,0,3,12,3597,369,43,44,4051,85,25,109,4162,191,7,4355,696,77,6,3,781,34,0,34,822,37,0,856,1045,109,6,9,1171,18,3,23,1193,40,0,1238,21,0,3,0,20,0,0,0,24,3,0,23,14,0,0,12,23,0,0,0,23,0,0,27,1768,193,14,21,2000,57,6,61,2056,83,0,2146,14,4,0,0,19,7,0,3,23,0,0,23,47,3,0,0,50,10,0,10,54,3,0,61,60,4,0,0,65,12,0,16,83,5,0,85,1831,194,14,19,2065,64,6,77,2136,91,0,2230,338,33,9,4,387,12,3,18,406,38,0,448,0,0,0,0,3,0,0,0,3,0,6,9,2173,231,28,27,2458,80,8,94,2547,124,7,2680,977,108,12,0,1099,36,8,38,1145,73,0,1224,1466,169,17,5,1655,27,7,26,1686,62,0,1742
LGA27070,1162,63,16,79,1241,426,10,1674,7,0,0,6,15,0,0,0,16,0,19,34,3927,623,65,113,4730,145,37,185,4917,615,37,5567,713,77,13,13,808,20,8,28,835,61,0,891,936,150,3,5,1103,22,3,25,1126,43,0,1171,35,8,7,0,47,0,0,0,47,0,0,51,23,0,0,18,38,0,0,0,41,0,0,47,1708,233,24,41,2000,37,9,53,2051,101,4,2155,21,0,0,0,28,5,0,6,31,3,0,36,45,11,0,0,58,5,9,13,67,9,0,80,66,14,0,0,80,14,8,19,99,11,0,114,1776,248,24,38,2086,54,19,68,2155,113,4,2266,533,110,8,20,669,25,8,34,709,232,4,941,4,0,0,4,10,0,0,0,7,0,14,21,2314,360,31,67,2765,84,27,107,2868,346,19,3232,1077,108,12,14,1213,30,5,39,1252,82,0,1338,1221,196,12,15,1441,27,8,34,1474,81,0,1554
LGA27170,156,6,0,3,164,36,0,198,0,0,0,0,0,0,0,0,3,0,0,3,773,82,25,24,897,14,0,14,913,67,0,987,172,15,8,3,190,0,0,0,193,3,0,199,213,22,3,9,243,0,0,0,247,10,0,257,3,0,0,0,5,0,0,0,5,0,0,6,3,0,0,3,7,0,0,0,7,0,0,7,389,37,8,11,453,3,0,3,452,15,0,469,3,0,0,0,6,0,0,0,6,4,0,8,8,0,0,0,10,0,0,0,8,0,0,11,10,0,0,0,15,0,0,0,16,3,0,22,398,37,10,15,466,3,0,7,469,18,0,486,56,10,4,3,74,5,0,4,82,28,0,110,0,0,0,0,0,0,0,0,3,0,0,5,459,44,15,17,543,8,4,9,552,47,0,597,297,15,3,4,323,0,0,0,326,10,0,335,315,24,0,3,352,0,0,0,353,24,0,371
LGA27260,1483,80,10,92,1579,317,6,1895,8,3,0,10,20,0,0,0,20,4,20,48,4727,735,77,120,5650,247,34,282,5929,517,31,6479,937,113,10,13,1071,38,3,41,1110,73,0,1184,910,144,9,10,1079,17,6,25,1105,49,3,1152,25,3,7,0,35,3,0,7,41,3,0,45,16,3,0,14,31,0,0,3,36,0,0,36,1887,264,30,36,2219,62,15,71,2290,123,4,2417,61,14,3,3,76,19,4,22,100,10,0,109,67,8,0,0,79,12,5,15,93,3,0,94,129,18,3,7,152,30,6,34,191,10,0,199,2012,288,31,42,2372,89,15,105,2476,134,4,2620,629,115,7,21,773,47,15,58,834,185,9,1027,7,0,0,8,10,0,0,0,11,0,10,27,2646,400,41,65,3160,136,30,164,3324,325,25,3671,1341,141,12,10,1504,48,10,50,1556,93,0,1648,1185,184,29,10,1415,21,9,33,1442,66,3,1514
LGA27350,123,9,5,11,133,55,3,195,0,3,0,0,3,0,0,0,3,0,0,3,754,114,3,22,886,18,10,32,918,87,4,1013,187,17,0,0,207,3,0,9,212,22,0,231,185,34,0,0,218,8,0,4,228,4,0,231,7,0,0,0,7,0,0,0,7,0,0,7,3,0,0,4,5,0,0,0,5,0,0,5,383,47,0,4,437,11,3,13,447,27,0,474,3,0,0,0,4,3,0,3,11,3,0,11,0,0,0,0,3,4,3,4,6,3,0,14,8,0,0,0,10,6,3,5,18,3,0,18,385,51,0,5,446,19,6,20,464,29,0,492,48,7,0,3,59,3,0,8,64,38,0,104,0,0,0,0,0,0,0,0,0,0,0,0,430,60,0,6,500,22,9,22,526,69,6,599,256,27,3,3,285,3,6,3,290,11,0,303,179,28,3,3,209,8,0,8,225,18,0,238
LGA27450,853,19,5,26,876,76,3,955,4,0,0,3,5,0,0,0,5,0,11,20,3440,389,67,72,3960,70,17,86,4054,191,19,4257,595,62,10,3,668,10,0,17,683,31,4,717,1103,139,17,9,1264,7,0,9,1273,43,4,1322,30,0,8,0,38,0,0,0,38,0,0,38,12,3,0,14,30,0,0,0,35,0,0,35,1741,205,27,30,2001,22,0,28,2026,72,7,2109,15,0,0,0,15,0,0,0,20,0,0,19,47,3,0,0,53,7,0,7,52,0,0,59,56,3,0,0,66,9,0,9,69,5,0,73,1800,209,32,29,2071,26,0,29,2098,78,7,2181,408,50,9,13,473,10,3,13,490,70,0,553,4,0,0,0,6,0,0,0,6,0,0,10,2216,257,35,43,2548,39,8,47,2594,144,7,2743,964,99,14,9,1087,23,4,27,1115,54,0,1174,1421,171,28,15,1636,20,4,22,1658,45,0,1704
LGA27630,18,0,0,0,18,16,0,33,0,0,0,0,4,0,0,0,4,0,0,4,126,4,3,0,136,3,0,5,135,18,0,157,28,3,0,0,30,0,0,0,30,9,0,36,33,3,0,0,37,0,0,0,37,0,0,37,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,63,8,0,0,66,0,0,0,66,5,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,8,0,0,66,0,0,0,66,5,0,73,7,0,0,0,7,0,0,0,7,10,0,17,0,0,0,0,0,0,0,0,0,0,0,0,66,5,0,0,74,0,0,0,74,16,0,95,30,6,0,0,38,0,0,0,38,4,0,40,57,11,3,0,70,0,0,0,70,0,0,69
LGA29399,3,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,6,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA29499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
