LGA_CODE_2016,M_Ireland_0_4,M_Ireland_5_14,M_Ireland_15_24,M_Ireland_25_44,M_Ireland_45_54,M_Ireland_55_64,M_Ireland_65_74,M_Ireland_75_84,M_Ireland_85ov,M_Ireland_Tot,M_Italy_0_4,M_Italy_5_14,M_Italy_15_24,M_Italy_25_44,M_Italy_45_54,M_Italy_55_64,M_Italy_65_74,M_Italy_75_84,M_Italy_85ov,M_Italy_Tot,M_Japan_0_4,M_Japan_5_14,M_Japan_15_24,M_Japan_25_44,M_Japan_45_54,M_Japan_55_64,M_Japan_65_74,M_Japan_75_84,M_Japan_85ov,M_Japan_Tot,M_Korea_South_0_4,M_Korea_South_5_14,M_Korea_South_15_24,M_Korea_South_25_44,M_Korea_South_45_54,M_Korea_South_55_64,M_Korea_South_65_74,M_Korea_South_75_84,M_Korea_South_85ov,M_Korea_South_Tot,M_Lebanon_0_4,M_Lebanon_5_14,M_Lebanon_15_24,M_Lebanon_25_44,M_Lebanon_45_54,M_Lebanon_55_64,M_Lebanon_65_74,M_Lebanon_75_84,M_Lebanon_85ov,M_Lebanon_Tot,M_Malaysia_0_4,M_Malaysia_5_14,M_Malaysia_15_24,M_Malaysia_25_44,M_Malaysia_45_54,M_Malaysia_55_64,M_Malaysia_65_74,M_Malaysia_75_84,M_Malaysia_85ov,M_Malaysia_Tot,M_Malta_0_4,M_Malta_5_14,M_Malta_15_24,M_Malta_25_44,M_Malta_45_54,M_Malta_55_64,M_Malta_65_74,M_Malta_75_84,M_Malta_85ov,M_Malta_Tot,M_Mauritius_0_4,M_Mauritius_5_14,M_Mauritius_15_24,M_Mauritius_25_44,M_Mauritius_45_54,M_Mauritius_55_64,M_Mauritius_65_74,M_Mauritius_75_84,M_Mauritius_85ov,M_Mauritius_Tot,M_Myanmar_0_4,M_Myanmar_5_14,M_Myanmar_15_24,M_Myanmar_25_44,M_Myanmar_45_54,M_Myanmar_55_64,M_Myanmar_65_74,M_Myanmar_75_84,M_Myanmar_85ov,M_Myanmar_Tot,M_Nepal_0_4,M_Nepal_5_14,M_Nepal_15_24,M_Nepal_25_44,M_Nepal_45_54,M_Nepal_55_64,M_Nepal_65_74,M_Nepal_75_84,M_Nepal_85ov,M_Nepal_Tot,M_Netherlands_0_4,M_Netherlands_5_14,M_Netherlands_15_24,M_Netherlands_25_44,M_Netherlands_45_54,M_Netherlands_55_64,M_Netherlands_65_74,M_Netherlands_75_84,M_Netherlands_85ov,M_Netherlands_Tot,M_New_Zealand_0_4,M_New_Zealand_5_14,M_New_Zealand_15_24,M_New_Zealand_25_44,M_New_Zealand_45_54,M_New_Zealand_55_64,M_New_Zealand_65_74,M_New_Zealand_75_84,M_New_Zealand_85ov,M_New_Zealand_Tot,M_Nthern_Ireland_0_4,M_Nthern_Ireland_5_14,M_Nthern_Ireland_15_24,M_Nthern_Ireland_25_44,M_Nthern_Ireland_45_54,M_Nthern_Ireland_55_64,M_Nthern_Ireland_65_74,M_Nthern_Ireland_75_84,M_Nthern_Ireland_85ov,M_Nthern_Ireland_Tot,M_Pakistan_0_4,M_Pakistan_5_14,M_Pakistan_15_24,M_Pakistan_25_44,M_Pakistan_45_54,M_Pakistan_55_64,M_Pakistan_65_74,M_Pakistan_75_84,M_Pakistan_85ov,M_Pakistan_Tot,M_PNG_0_4,M_PNG_5_14,M_PNG_15_24,M_PNG_25_44,M_PNG_45_54,M_PNG_55_64,M_PNG_65_74,M_PNG_75_84,M_PNG_85ov,M_PNG_Tot,M_Philippines_0_4,M_Philippines_5_14,M_Philippines_15_24,M_Philippines_25_44,M_Philippines_45_54,M_Philippines_55_64,M_Philippines_65_74,M_Philippines_75_84,M_Philippines_85ov,M_Philippines_Tot,M_Poland_0_4,M_Poland_5_14,M_Poland_15_24,M_Poland_25_44,M_Poland_45_54,M_Poland_55_64,M_Poland_65_74,M_Poland_75_84,M_Poland_85ov,M_Poland_Tot,M_Scotland_0_4,M_Scotland_5_14,M_Scotland_15_24,M_Scotland_25_44,M_Scotland_45_54,M_Scotland_55_64,M_Scotland_65_74,M_Scotland_75_84,M_Scotland_85ov,M_Scotland_Tot,M_Singapore_0_4,M_Singapore_5_14,M_Singapore_15_24,M_Singapore_25_44,M_Singapore_45_54,M_Singapore_55_64,M_Singapore_65_74,M_Singapore_75_84,M_Singapore_85ov,M_Singapore_Tot,M_South_Africa_0_4,M_South_Africa_5_14,M_South_Africa_15_24,M_South_Africa_25_44,M_South_Africa_45_54,M_South_Africa_55_64,M_South_Africa_65_74,M_South_Africa_75_84,M_South_Africa_85ov,M_South_Africa_Tot
LGA26700,0,0,0,6,0,0,0,0,0,12,0,0,0,4,3,16,70,54,18,170,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,6,0,0,0,22,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,18,0,0,0,0,3,5,29,7,7,55,0,3,5,18,13,8,13,4,0,72,0,0,0,3,0,3,0,0,0,11,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,8,5,7,4,0,0,0,0,30,0,0,0,0,0,0,0,0,3,7,0,0,0,5,0,10,11,9,0,38,0,0,0,0,0,3,0,0,0,3,0,3,3,9,6,3,3,0,0,32
LGA26730,0,4,0,9,10,0,3,0,3,27,0,0,3,4,0,0,4,3,0,18,0,0,0,7,0,0,0,0,0,8,0,0,29,41,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,3,0,3,5,13,0,5,0,0,0,28,0,0,0,0,0,0,7,0,0,10,0,0,0,4,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,5,19,12,3,51,3,21,16,50,29,30,11,4,0,177,0,0,0,0,4,3,9,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,11,4,0,0,0,0,25,0,0,0,0,0,0,0,0,0,7,0,0,0,7,3,9,12,11,3,46,0,0,0,0,0,0,0,0,0,8,0,4,6,8,5,3,0,0,0,26
LGA26810,0,0,0,11,3,6,3,4,0,26,0,4,0,3,4,9,26,10,7,67,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,3,0,0,3,0,0,8,0,4,0,28,11,0,0,0,0,42,0,0,0,0,0,5,8,3,0,16,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,4,5,27,66,43,12,153,4,15,29,87,43,56,25,14,0,267,0,0,0,4,6,9,3,3,0,30,0,3,0,3,3,3,0,0,0,10,0,0,0,0,0,0,0,0,0,3,4,18,7,42,12,4,0,0,0,90,0,0,0,6,0,7,4,0,0,21,0,0,3,7,5,19,24,5,4,67,0,4,3,8,3,0,0,0,0,19,0,3,4,18,7,0,6,3,0,45
LGA26890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,4,0,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA26980,3,16,10,50,27,13,23,26,7,176,0,0,12,35,38,101,213,213,92,706,0,23,22,45,14,14,9,0,0,123,8,48,94,231,82,25,10,8,0,506,0,0,0,11,17,16,10,4,0,52,18,125,312,843,271,255,182,62,19,2080,0,0,0,0,6,12,24,22,7,71,0,3,19,38,6,15,14,4,3,102,0,4,12,35,8,8,6,7,0,83,0,5,39,91,3,0,3,0,0,140,0,10,3,21,18,31,43,50,27,206,14,96,118,309,175,152,58,40,14,996,0,3,0,9,8,10,19,9,6,70,5,16,62,189,17,3,8,3,0,304,0,3,0,21,16,7,0,0,0,45,10,25,45,187,53,38,16,4,0,391,0,7,0,22,11,40,30,19,13,144,0,3,9,45,36,50,71,43,16,266,10,60,73,127,44,49,33,13,4,404,3,19,43,120,82,44,26,20,10,357
LGA27070,3,10,3,54,11,29,17,16,5,146,9,29,40,148,272,642,874,692,228,2927,0,3,4,12,3,3,6,0,0,28,3,8,12,56,16,8,0,0,0,106,0,15,29,294,237,158,99,19,8,854,8,32,119,195,70,65,42,8,4,536,0,0,0,20,32,125,189,95,21,477,0,7,7,85,28,43,18,8,0,201,0,4,7,19,0,0,0,0,0,33,0,7,35,184,12,3,0,0,0,249,0,4,3,9,13,21,36,16,8,101,44,204,175,446,151,106,28,13,0,1169,0,0,3,7,11,15,15,3,0,57,14,57,66,301,43,19,10,4,0,510,0,4,3,13,3,4,0,0,0,30,8,69,139,387,160,107,50,7,0,936,0,4,0,33,10,32,14,10,0,104,0,6,8,32,32,48,31,31,3,184,4,22,27,58,29,25,0,3,0,173,4,26,48,99,48,18,11,3,0,257
LGA27170,0,0,0,9,3,3,6,3,0,23,0,0,3,4,0,7,17,8,5,40,0,0,0,0,0,0,0,0,0,4,0,0,0,10,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,9,0,3,0,3,3,0,3,0,0,15,0,0,0,0,0,3,4,3,0,11,0,3,0,3,0,0,0,0,0,10,0,0,0,4,0,0,0,0,0,4,3,10,14,10,0,0,0,0,0,41,0,0,3,0,9,10,33,19,7,82,0,8,17,53,35,25,18,6,0,161,0,0,0,0,3,0,4,0,0,10,0,3,0,13,0,0,0,0,0,15,0,0,0,7,3,0,0,0,0,14,0,21,18,32,8,4,0,0,0,80,0,0,0,0,0,0,4,0,4,15,0,0,6,11,13,13,15,15,5,74,0,0,0,3,0,0,0,0,0,3,0,3,13,11,3,3,3,0,0,44
LGA27260,0,16,17,92,29,13,21,10,3,204,3,14,12,60,106,211,267,195,58,922,0,13,8,27,10,0,0,0,0,61,13,45,31,178,42,17,7,4,0,331,3,15,42,253,101,39,30,4,0,485,38,107,97,446,116,103,44,14,0,956,0,3,9,38,67,182,187,69,7,563,0,13,25,170,33,25,16,6,0,292,7,52,171,483,153,78,37,15,11,1000,0,14,24,148,15,8,8,0,0,219,0,9,3,19,9,31,48,20,3,141,138,755,669,1379,471,300,97,31,3,3841,0,5,6,23,20,18,28,13,3,115,43,127,106,734,94,30,9,0,3,1145,3,4,8,24,16,0,0,0,0,48,22,233,393,1060,508,235,70,7,3,2533,0,3,3,91,26,58,42,9,0,242,4,19,18,68,116,103,95,36,13,476,20,108,76,172,88,43,7,6,0,520,7,81,75,209,120,55,22,8,0,582
LGA27350,0,5,4,215,21,16,12,4,3,281,0,5,13,116,21,59,64,86,56,422,0,3,11,41,11,0,3,0,0,65,0,0,12,54,3,3,0,0,0,73,0,0,0,15,3,5,6,3,0,26,5,5,54,179,32,29,24,9,3,332,0,0,0,3,3,10,13,6,0,32,0,0,5,24,4,0,0,0,0,36,0,0,5,0,3,0,0,0,0,18,0,0,14,19,0,0,0,0,0,28,0,0,0,38,11,12,14,0,3,83,3,9,97,875,152,97,48,12,4,1294,3,0,0,30,7,8,3,3,0,56,3,4,10,28,0,0,0,0,0,46,0,0,0,5,8,0,3,0,0,23,4,7,17,82,13,5,3,3,0,131,0,0,0,24,6,14,3,5,0,55,0,3,5,121,30,28,21,11,0,221,3,3,13,81,8,9,3,0,0,115,0,0,11,138,16,11,3,4,0,185
LGA27450,0,10,0,37,33,34,44,16,3,183,0,3,3,28,34,83,184,118,53,500,0,7,4,5,3,0,4,0,0,25,0,7,3,9,3,3,0,0,0,28,0,0,3,13,6,8,12,0,0,40,9,24,7,21,14,28,7,5,0,132,0,0,0,3,3,27,29,9,0,60,0,0,0,8,14,12,4,3,0,41,4,37,85,163,39,13,11,3,0,363,0,0,4,16,3,0,0,0,0,19,0,6,7,45,71,173,277,149,61,793,8,43,72,294,198,176,85,26,4,912,0,9,3,22,19,17,32,15,3,109,0,0,3,12,0,4,0,0,0,22,0,0,0,12,14,3,3,3,0,40,0,14,25,49,23,7,6,0,0,133,0,0,4,16,17,28,20,12,9,119,0,3,11,37,95,108,112,48,21,424,0,5,10,13,15,8,3,0,0,55,0,15,41,101,90,51,51,5,0,363
LGA27630,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,5,0,0,17,0,0,0,5,3,7,6,0,0,23,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA29399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
LGA29499,0,0,0,10,0,0,0,0,0,14,0,0,8,10,0,3,6,0,0,34,0,0,0,3,0,0,0,0,0,3,0,0,4,12,0,0,0,0,0,15,0,0,0,4,0,0,0,0,0,5,0,0,5,17,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,10,0,0,0,7,0,3,9,0,0,17,0,3,17,51,19,15,8,0,0,123,0,0,0,0,0,0,3,0,0,4,0,0,0,9,0,0,0,0,0,8,0,0,0,3,3,0,0,0,0,3,0,0,0,13,3,0,0,0,0,23,0,0,0,5,0,0,0,0,0,8,0,0,3,3,0,3,4,0,0,7,0,0,3,4,0,0,0,0,0,8,0,0,0,9,3,0,3,0,0,10
LGA29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
