LGA_CODE_2016,M_Ireland_0_4,M_Ireland_5_14,M_Ireland_15_24,M_Ireland_25_44,M_Ireland_45_54,M_Ireland_55_64,M_Ireland_65_74,M_Ireland_75_84,M_Ireland_85ov,M_Ireland_Tot,M_Italy_0_4,M_Italy_5_14,M_Italy_15_24,M_Italy_25_44,M_Italy_45_54,M_Italy_55_64,M_Italy_65_74,M_Italy_75_84,M_Italy_85ov,M_Italy_Tot,M_Japan_0_4,M_Japan_5_14,M_Japan_15_24,M_Japan_25_44,M_Japan_45_54,M_Japan_55_64,M_Japan_65_74,M_Japan_75_84,M_Japan_85ov,M_Japan_Tot,M_Korea_South_0_4,M_Korea_South_5_14,M_Korea_South_15_24,M_Korea_South_25_44,M_Korea_South_45_54,M_Korea_South_55_64,M_Korea_South_65_74,M_Korea_South_75_84,M_Korea_South_85ov,M_Korea_South_Tot,M_Lebanon_0_4,M_Lebanon_5_14,M_Lebanon_15_24,M_Lebanon_25_44,M_Lebanon_45_54,M_Lebanon_55_64,M_Lebanon_65_74,M_Lebanon_75_84,M_Lebanon_85ov,M_Lebanon_Tot,M_Malaysia_0_4,M_Malaysia_5_14,M_Malaysia_15_24,M_Malaysia_25_44,M_Malaysia_45_54,M_Malaysia_55_64,M_Malaysia_65_74,M_Malaysia_75_84,M_Malaysia_85ov,M_Malaysia_Tot,M_Malta_0_4,M_Malta_5_14,M_Malta_15_24,M_Malta_25_44,M_Malta_45_54,M_Malta_55_64,M_Malta_65_74,M_Malta_75_84,M_Malta_85ov,M_Malta_Tot,M_Mauritius_0_4,M_Mauritius_5_14,M_Mauritius_15_24,M_Mauritius_25_44,M_Mauritius_45_54,M_Mauritius_55_64,M_Mauritius_65_74,M_Mauritius_75_84,M_Mauritius_85ov,M_Mauritius_Tot,M_Myanmar_0_4,M_Myanmar_5_14,M_Myanmar_15_24,M_Myanmar_25_44,M_Myanmar_45_54,M_Myanmar_55_64,M_Myanmar_65_74,M_Myanmar_75_84,M_Myanmar_85ov,M_Myanmar_Tot,M_Nepal_0_4,M_Nepal_5_14,M_Nepal_15_24,M_Nepal_25_44,M_Nepal_45_54,M_Nepal_55_64,M_Nepal_65_74,M_Nepal_75_84,M_Nepal_85ov,M_Nepal_Tot,M_Netherlands_0_4,M_Netherlands_5_14,M_Netherlands_15_24,M_Netherlands_25_44,M_Netherlands_45_54,M_Netherlands_55_64,M_Netherlands_65_74,M_Netherlands_75_84,M_Netherlands_85ov,M_Netherlands_Tot,M_New_Zealand_0_4,M_New_Zealand_5_14,M_New_Zealand_15_24,M_New_Zealand_25_44,M_New_Zealand_45_54,M_New_Zealand_55_64,M_New_Zealand_65_74,M_New_Zealand_75_84,M_New_Zealand_85ov,M_New_Zealand_Tot,M_Nthern_Ireland_0_4,M_Nthern_Ireland_5_14,M_Nthern_Ireland_15_24,M_Nthern_Ireland_25_44,M_Nthern_Ireland_45_54,M_Nthern_Ireland_55_64,M_Nthern_Ireland_65_74,M_Nthern_Ireland_75_84,M_Nthern_Ireland_85ov,M_Nthern_Ireland_Tot,M_Pakistan_0_4,M_Pakistan_5_14,M_Pakistan_15_24,M_Pakistan_25_44,M_Pakistan_45_54,M_Pakistan_55_64,M_Pakistan_65_74,M_Pakistan_75_84,M_Pakistan_85ov,M_Pakistan_Tot,M_PNG_0_4,M_PNG_5_14,M_PNG_15_24,M_PNG_25_44,M_PNG_45_54,M_PNG_55_64,M_PNG_65_74,M_PNG_75_84,M_PNG_85ov,M_PNG_Tot,M_Philippines_0_4,M_Philippines_5_14,M_Philippines_15_24,M_Philippines_25_44,M_Philippines_45_54,M_Philippines_55_64,M_Philippines_65_74,M_Philippines_75_84,M_Philippines_85ov,M_Philippines_Tot,M_Poland_0_4,M_Poland_5_14,M_Poland_15_24,M_Poland_25_44,M_Poland_45_54,M_Poland_55_64,M_Poland_65_74,M_Poland_75_84,M_Poland_85ov,M_Poland_Tot,M_Scotland_0_4,M_Scotland_5_14,M_Scotland_15_24,M_Scotland_25_44,M_Scotland_45_54,M_Scotland_55_64,M_Scotland_65_74,M_Scotland_75_84,M_Scotland_85ov,M_Scotland_Tot,M_Singapore_0_4,M_Singapore_5_14,M_Singapore_15_24,M_Singapore_25_44,M_Singapore_45_54,M_Singapore_55_64,M_Singapore_65_74,M_Singapore_75_84,M_Singapore_85ov,M_Singapore_Tot,M_South_Africa_0_4,M_South_Africa_5_14,M_South_Africa_15_24,M_South_Africa_25_44,M_South_Africa_45_54,M_South_Africa_55_64,M_South_Africa_65_74,M_South_Africa_75_84,M_South_Africa_85ov,M_South_Africa_Tot
LGA24250,0,0,0,0,0,0,3,3,0,11,0,0,0,0,0,3,13,0,0,15,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,0,0,24,0,0,0,7,14,7,3,0,3,39,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,9,0,0,0,0,0,4,5,0,3,20,0,3,3,0,0,0,0,0,0,6,0,3,0,3,0,3,0,0,0,10
LGA24330,0,3,4,92,19,14,6,4,5,148,0,3,12,47,29,72,84,116,72,428,0,3,4,34,3,0,0,0,0,49,5,3,12,76,3,4,0,0,0,110,0,0,0,12,12,11,10,3,0,49,21,30,56,216,34,22,15,8,0,402,0,0,0,6,5,15,30,28,3,88,0,0,10,43,11,6,3,0,0,82,0,21,21,88,19,5,0,0,0,156,3,3,98,224,6,3,3,0,0,341,0,0,8,20,3,7,8,0,4,53,3,33,73,538,117,64,27,5,0,864,0,0,0,16,0,0,0,0,0,26,7,3,87,216,11,3,0,0,0,325,0,0,0,12,5,0,0,0,0,19,9,15,47,202,56,50,25,5,6,411,0,0,0,31,8,15,11,9,9,92,0,4,5,57,27,24,4,10,4,143,5,3,5,54,13,6,3,0,0,89,0,0,4,67,16,9,4,0,0,101
LGA24410,0,0,0,44,22,25,25,16,3,141,0,3,0,16,35,61,94,70,21,298,3,8,0,9,5,3,5,0,0,30,0,10,21,60,17,7,5,3,0,123,0,0,0,13,7,7,9,3,0,38,38,75,49,148,61,41,19,16,6,449,0,0,0,4,5,11,21,10,0,50,0,0,3,20,9,8,0,0,0,49,0,116,189,422,96,36,9,3,0,877,0,3,0,21,3,0,0,0,0,24,0,0,3,23,19,47,95,67,25,284,13,39,35,234,129,108,53,22,3,634,0,0,3,16,8,7,27,10,0,71,0,4,14,46,5,5,0,0,0,68,0,0,0,7,9,6,0,0,0,29,0,11,17,85,33,16,9,3,0,178,0,0,0,24,11,29,16,6,8,103,0,11,3,47,51,63,76,43,7,300,3,14,11,31,15,19,7,6,0,116,0,14,38,112,65,54,26,14,3,330
LGA24600,4,0,15,195,19,17,9,3,3,259,0,4,94,377,40,54,72,48,38,737,4,5,120,174,41,26,5,0,0,379,4,7,448,989,38,5,0,0,0,1494,0,0,4,24,10,3,5,5,0,65,7,31,1556,1352,103,79,40,9,5,3180,0,0,0,3,4,12,17,9,8,56,0,0,45,89,7,7,3,0,0,151,0,0,61,24,0,0,0,3,0,97,0,0,17,48,0,0,0,0,0,72,3,0,14,39,12,16,21,10,3,115,13,15,235,827,171,105,54,24,3,1450,0,0,0,29,3,3,0,0,0,47,0,7,54,103,5,0,4,0,0,174,0,0,4,16,5,0,0,0,0,31,3,8,87,317,34,16,8,0,0,470,0,0,8,41,3,13,18,8,3,88,0,0,24,108,32,27,15,7,0,212,14,22,403,420,30,15,14,0,0,912,0,0,51,140,26,25,17,0,0,252
LGA24650,0,10,0,34,16,12,31,12,3,112,3,0,7,44,74,148,153,71,4,507,0,3,4,10,0,0,0,0,0,19,0,9,6,27,6,3,0,0,0,61,4,3,13,62,52,21,18,4,0,182,8,20,26,105,39,30,12,3,0,240,3,18,25,88,126,280,346,117,12,1017,0,3,3,37,23,10,9,0,0,74,0,16,32,35,15,7,0,0,0,93,0,5,15,30,0,3,0,0,0,49,0,7,0,9,13,21,44,16,3,112,52,261,276,476,175,88,46,7,4,1389,0,0,0,8,9,11,16,9,3,47,14,28,51,217,47,29,9,0,0,400,0,0,5,0,3,0,0,0,0,11,5,141,255,711,364,176,73,7,3,1739,0,0,3,67,39,55,28,6,4,202,3,8,7,29,40,67,54,27,3,249,4,19,12,33,24,15,3,0,0,107,0,11,28,85,42,22,15,4,0,208
LGA24780,0,0,0,6,5,0,3,0,5,23,0,3,4,14,14,54,86,91,43,311,0,0,5,9,0,0,0,0,0,14,0,4,11,16,0,0,0,0,0,37,0,0,0,0,0,3,0,0,0,3,4,3,37,79,12,0,0,0,0,140,0,0,0,0,0,3,3,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,14,0,0,0,7,3,11,23,3,0,46,3,12,34,55,42,21,24,3,0,200,0,0,0,3,3,0,3,0,0,12,0,4,3,11,3,0,0,0,0,22,0,0,0,0,3,0,0,0,0,3,0,12,10,28,8,3,0,0,0,64,0,0,0,0,0,3,3,0,0,12,0,0,0,12,7,6,19,10,0,63,0,0,0,0,0,3,0,0,0,3,0,4,12,6,8,5,3,0,0,42
LGA24850,0,3,0,12,12,7,9,5,0,54,0,0,0,0,21,34,49,22,10,141,0,3,3,0,0,0,0,0,0,6,0,0,3,3,0,0,0,0,0,7,0,0,0,4,4,3,0,0,0,17,0,3,8,5,8,3,0,3,0,34,0,0,0,5,3,27,24,10,0,79,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,4,0,0,0,3,3,8,30,5,3,56,3,18,26,60,45,39,22,5,0,230,0,0,0,4,0,8,3,0,0,19,3,0,0,6,3,0,0,0,0,16,0,0,0,3,3,0,0,0,0,4,3,18,15,24,8,5,0,0,0,69,0,0,3,3,8,6,3,7,0,19,0,0,4,7,7,24,18,10,0,66,0,0,3,6,5,0,0,0,0,25,0,5,5,8,13,7,3,3,0,51
LGA24900,0,0,0,7,0,0,0,3,4,17,0,0,0,0,8,12,43,43,5,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,25,5,3,0,0,0,46,0,0,0,0,0,0,4,4,0,10,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,11,0,3,0,4,0,0,0,0,0,6,0,0,3,11,10,6,26,15,0,70,3,11,23,61,46,32,34,9,0,218,0,0,0,0,0,4,4,0,0,11,3,0,0,7,0,0,0,0,0,11,0,0,0,0,3,3,0,0,0,9,4,7,9,19,0,0,0,0,0,37,0,0,0,0,0,0,0,3,0,3,0,0,0,7,3,14,17,15,5,64,0,0,0,0,0,0,0,0,0,3,0,0,4,3,3,3,3,0,0,16
LGA24970,0,13,7,65,22,23,16,34,11,194,0,6,16,73,89,189,331,399,160,1266,8,33,34,54,28,17,12,6,0,188,15,91,179,423,157,63,27,5,0,952,0,0,5,27,21,18,23,16,0,108,9,149,608,993,357,393,299,103,15,2925,0,0,0,4,6,14,23,20,4,72,0,5,39,107,45,48,31,30,17,318,0,0,8,21,11,4,4,3,0,62,3,8,31,95,6,7,0,0,0,147,0,7,5,21,16,24,60,34,23,184,13,115,164,332,152,150,76,35,10,1057,0,0,3,9,12,9,11,10,5,56,6,26,87,242,24,8,3,3,0,407,0,0,5,14,3,0,0,0,0,27,5,24,72,213,78,46,16,8,0,450,3,3,6,48,35,79,71,38,16,293,0,4,13,43,43,47,68,62,20,300,15,106,297,198,73,72,33,14,3,816,4,30,69,139,86,66,46,16,3,460
LGA25060,3,13,3,124,28,21,20,12,9,233,0,14,23,119,133,370,647,649,288,2241,3,11,3,35,8,3,0,0,0,66,0,8,21,60,11,0,3,4,0,111,0,0,3,29,44,22,34,18,5,159,3,9,40,142,26,40,19,3,3,276,0,0,0,11,26,48,110,73,25,285,0,0,4,36,4,10,11,5,0,68,0,0,0,7,0,3,0,0,0,17,0,5,55,150,0,0,0,0,0,220,3,0,0,13,4,22,28,12,5,86,7,44,76,372,105,60,37,11,0,702,0,0,0,9,14,6,9,0,3,36,0,8,21,77,7,5,3,0,0,122,0,0,0,6,6,6,0,3,0,17,5,22,26,120,37,26,21,6,0,254,0,0,0,20,14,29,10,14,16,114,0,8,7,44,28,38,32,13,5,177,3,9,5,45,14,0,7,0,0,90,3,3,16,76,21,8,6,0,0,130
LGA25150,0,5,0,6,6,10,10,0,0,46,0,0,0,0,7,21,26,10,0,68,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,3,3,0,0,0,0,16,0,0,0,8,13,34,34,13,3,103,0,0,0,5,0,7,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,8,19,28,10,8,77,0,7,14,64,46,43,23,12,0,208,0,0,0,0,3,3,12,0,0,19,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,15,0,3,0,0,0,21,0,0,0,6,0,0,5,0,0,14,0,0,4,16,13,17,32,7,3,96,0,0,3,3,3,0,0,0,0,10,0,5,3,11,10,4,6,0,0,46
LGA25250,0,8,4,161,29,20,11,13,4,253,4,14,33,281,271,489,795,1122,537,3553,0,15,14,40,7,4,3,3,0,91,0,7,13,79,6,3,3,0,0,109,6,12,56,381,313,268,212,67,12,1329,8,9,69,202,34,39,14,3,0,391,0,0,0,11,23,52,116,130,32,364,0,3,8,65,16,9,0,3,0,105,0,9,7,20,11,7,8,0,0,61,3,26,328,952,23,14,5,0,0,1353,3,8,3,40,13,17,18,8,0,116,15,48,145,914,184,68,31,10,7,1426,0,0,0,17,8,6,9,4,0,44,67,139,399,1353,83,22,6,3,0,2076,0,0,3,12,8,0,3,0,0,32,13,32,38,233,54,32,15,4,0,415,0,0,3,45,15,40,13,15,13,148,0,3,10,94,49,32,25,19,12,242,5,9,17,74,18,11,5,3,0,138,0,0,21,96,20,10,6,3,0,156
LGA25340,3,25,23,73,63,43,43,32,14,322,0,4,7,35,32,88,240,163,70,637,0,3,9,3,3,3,5,0,0,28,0,0,4,6,0,0,3,0,0,17,0,0,0,3,9,9,4,0,0,27,0,3,4,21,11,23,13,9,0,74,0,0,0,0,4,12,45,30,7,95,0,0,0,8,16,20,17,7,0,74,0,0,0,4,0,0,0,3,0,9,0,0,0,6,0,0,0,0,0,9,0,0,3,30,19,81,170,108,31,456,5,47,75,256,216,222,153,67,14,1057,0,0,6,24,25,28,38,25,6,145,0,0,0,3,0,0,0,0,0,9,0,0,0,14,19,11,0,0,0,44,3,22,10,57,7,3,3,0,0,101,0,0,0,13,12,23,20,12,8,87,3,32,21,97,119,132,166,118,35,726,0,4,5,12,6,10,0,0,0,41,0,14,30,89,60,42,52,13,7,313
LGA25430,0,5,0,4,6,3,3,3,0,20,0,0,0,0,4,3,7,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,8,8,0,0,0,0,13,0,0,0,0,5,3,0,0,0,7,0,0,0,0,0,3,4,0,0,8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,13,14,6,0,49,0,0,7,28,29,33,23,5,4,126,0,0,0,0,0,0,4,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,4,9,0,0,0,7,6,8,4,6,0,30,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,4,3,0,0,18
LGA25490,0,0,0,6,3,3,3,3,0,21,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,5,15,3,0,32,3,10,15,49,35,28,17,0,0,151,0,0,0,0,0,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,22,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,3,6,3,0,12,0,3,0,0,0,0,0,0,0,3,0,3,0,6,4,3,0,0,0,14
LGA25620,0,0,0,0,3,0,0,3,0,13,0,0,0,0,0,5,12,8,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,9,0,0,0,0,0,4,3,0,0,10,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,5,23,5,0,37,0,0,9,23,13,13,19,4,0,84,0,0,0,0,0,3,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,13,9,4,4,32,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,9,0,0,24
LGA25710,0,4,0,43,25,17,17,3,0,112,0,6,7,13,28,115,118,54,16,347,0,5,3,4,8,7,0,0,0,23,0,0,5,9,0,0,0,0,0,12,0,0,0,6,5,9,3,0,0,21,0,7,0,20,10,30,20,3,0,96,0,0,0,0,4,21,13,8,0,47,0,0,0,6,3,6,0,0,0,14,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,16,9,25,27,19,5,110,4,24,28,86,72,59,28,8,0,304,0,0,0,10,9,3,12,0,0,37,0,3,0,12,0,4,0,0,0,20,0,0,0,7,3,0,0,0,0,16,0,4,8,13,0,3,3,0,0,29,0,0,0,3,0,10,3,0,4,24,0,13,7,18,41,44,31,13,3,171,0,11,8,10,0,3,7,0,0,44,0,23,22,64,33,22,13,4,0,170
LGA25810,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,3,13,5,0,27,0,7,0,9,11,3,6,0,4,33,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,11,3,0,0,0,0,22,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,8,3,0,14,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,7
LGA25900,0,5,19,450,34,31,31,8,3,588,3,7,23,235,37,37,71,44,24,480,6,3,21,67,12,16,3,0,0,128,0,4,21,65,12,0,0,0,0,104,0,0,0,14,11,7,10,0,3,40,3,5,62,201,36,34,15,7,0,373,0,0,0,10,3,8,18,9,4,53,0,0,0,47,13,13,4,10,0,93,0,0,0,3,3,5,0,0,0,15,0,0,17,74,0,0,0,0,0,95,0,7,12,47,25,20,28,3,4,141,5,45,114,866,228,136,73,20,3,1498,0,0,3,45,18,8,4,3,0,84,0,3,7,45,3,3,0,0,0,59,0,0,0,11,7,3,0,0,0,26,0,6,12,120,22,10,3,0,0,179,0,0,0,56,9,46,44,22,21,202,0,0,11,156,78,45,43,15,3,355,3,11,18,80,19,8,3,0,0,141,0,3,30,239,53,36,30,4,7,400
LGA25990,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,4,3,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,15,3,0,26,0,0,0,7,9,15,7,0,0,38,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
LGA26080,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,3,0,0,3,0,4,8,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA26170,0,0,0,6,3,7,11,5,0,38,0,0,5,11,5,12,35,32,16,111,0,0,0,3,0,0,0,0,0,3,0,0,3,11,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,15,0,0,0,0,0,0,4,3,0,14,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,6,11,38,50,23,9,137,0,3,7,40,36,38,21,4,7,165,0,0,0,3,4,0,4,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,3,5,0,5,3,0,0,0,17,0,0,0,0,0,3,6,0,0,12,0,0,0,9,5,13,22,11,4,72,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,6,4,0,29
LGA26260,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,15,12,3,33,0,12,6,30,24,16,7,0,3,100,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,12,4,4,28,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,0,0,26
LGA26350,0,4,7,224,18,19,14,8,5,302,0,0,21,127,31,41,62,61,27,369,9,5,15,74,19,12,6,0,0,137,0,3,30,92,8,3,0,0,0,140,0,0,0,11,9,6,12,4,0,50,4,12,76,251,57,69,33,25,4,536,0,0,0,3,6,3,7,4,0,20,0,0,6,48,13,5,8,0,0,81,0,0,7,3,6,0,0,0,0,23,3,0,15,63,0,0,0,0,0,82,0,0,9,43,16,6,27,13,12,121,0,22,114,711,168,104,67,22,14,1227,0,0,3,34,5,6,13,3,0,63,0,4,10,57,3,0,3,0,0,79,0,0,0,11,7,0,3,0,0,26,3,11,18,146,10,13,0,5,0,208,0,0,0,37,6,23,35,34,34,176,0,4,10,91,35,28,36,19,12,232,11,23,50,111,24,18,19,6,0,259,0,4,29,195,50,60,48,13,6,408
LGA26430,0,0,0,3,0,0,3,0,0,15,0,0,0,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,3,0,24,0,3,0,5,14,10,13,0,0,44,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,4,0,8,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,9,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA26490,0,4,0,11,12,7,7,0,3,50,0,0,0,3,3,7,14,7,7,45,0,0,3,4,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,0,0,0,13,0,0,0,0,0,7,6,3,0,18,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,16,18,17,3,69,0,16,12,74,28,22,14,6,0,174,0,0,0,0,3,0,8,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,7,0,0,4,13,3,5,0,0,0,27,0,0,0,3,0,0,0,0,0,7,0,0,0,9,11,24,21,13,0,78,0,0,0,3,3,0,0,0,0,7,4,6,3,23,13,10,3,0,0,65
LGA26610,0,0,0,0,0,0,0,0,0,3,0,0,0,3,10,22,32,39,11,114,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,26,52,6,3,3,0,0,96,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,8,6,0,0,18,0,8,6,13,17,5,6,0,0,63,0,3,0,0,0,0,0,0,0,6,0,0,4,23,3,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,3,13,15,9,0,4,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,0,0,0,0,15
LGA26670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,3,0,17,0,0,0,4,3,5,3,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
