LGA_CODE_2016,NegNil_Inc_BE_WFT,NegNil_Inc_BE_WPT,NegNil_Inc_BE_BAW,NegNil_Inc_1EFT_OthPT,NegNil_Inc_1EFT_OthAW,NegNil_Inc_1EFT_OthNW,NegNil_Inc_1EPT_OthAW,NegNil_Inc_1EPT_OthNW,NegNil_Inc_1AW_OthNW,NegNil_Inc_BNW,NegNil_Inc_LFsta_NS,NegNil_Inc_Tot,I_1_149_BE_WFT,I_1_149_BE_WPT,I_1_149_BE_BAW,I_1_149_1EFT_OthPT,I_1_149_1EFT_OthAW,I_1_149_1EFT_OthNW,I_1_149_1EPT_OthAW,I_1_149_1EPT_OthNW,I_1_149_1AW_OthNW,I_1_149_BNW,I_1_149_LFsta_NS,I_1_149_Tot,I_150_299_BE_WFT,I_150_299_BE_WPT,I_150_299_BE_BAW,I_150_299_1EFT_OthPT,I_150_299_1EFT_OthAW,I_150_299_1EFT_OthNW,I_150_299_1EPT_OthAW,I_150_299_1EPT_OthNW,I_150_299_1AW_OthNW,I_150_299_BNW,I_150_299_LFsta_NS,I_150_299_Tot,I_300_399_BE_WFT,I_300_399_BE_WPT,I_300_399_BE_BAW,I_300_399_1EFT_OthPT,I_300_399_1EFT_OthAW,I_300_399_1EFT_OthNW,I_300_399_1EPT_OthAW,I_300_399_1EPT_OthNW,I_300_399_1AW_OthNW,I_300_399_BNW,I_300_399_LFsta_NS,I_300_399_Tot,I_400_499_BE_WFT,I_400_499_BE_WPT,I_400_499_BE_BAW,I_400_499_1EFT_OthPT,I_400_499_1EFT_OthAW,I_400_499_1EFT_OthNW,I_400_499_1EPT_OthAW,I_400_499_1EPT_OthNW,I_400_499_1AW_OthNW,I_400_499_BNW,I_400_499_LFsta_NS,I_400_499_Tot,I_500_649_BE_WFT,I_500_649_BE_WPT,I_500_649_BE_BAW,I_500_649_1EFT_OthPT,I_500_649_1EFT_OthAW,I_500_649_1EFT_OthNW,I_500_649_1EPT_OthAW,I_500_649_1EPT_OthNW,I_500_649_1AW_OthNW,I_500_649_BNW,I_500_649_LFsta_NS,I_500_649_Tot,I_650_799_BE_WFT,I_650_799_BE_WPT,I_650_799_BE_BAW,I_650_799_1EFT_OthPT,I_650_799_1EFT_OthAW,I_650_799_1EFT_OthNW,I_650_799_1EPT_OthAW,I_650_799_1EPT_OthNW,I_650_799_1AW_OthNW,I_650_799_BNW,I_650_799_LFsta_NS,I_650_799_Tot,I_800_999_BE_WFT,I_800_999_BE_WPT,I_800_999_BE_BAW,I_800_999_1EFT_OthPT,I_800_999_1EFT_OthAW,I_800_999_1EFT_OthNW,I_800_999_1EPT_OthAW,I_800_999_1EPT_OthNW,I_800_999_1AW_OthNW,I_800_999_BNW,I_800_999_LFsta_NS,I_800_999_Tot,I_1000_1249_BE_WFT,I_1000_1249_BE_WPT,I_1000_1249_BE_BAW,I_1000_1249_1EFT_OthPT,I_1000_1249_1EFT_OthAW,I_1000_1249_1EFT_OthNW,I_1000_1249_1EPT_OthAW,I_1000_1249_1EPT_OthNW,I_1000_1249_1AW_OthNW,I_1000_1249_BNW,I_1000_1249_LFsta_NS,I_1000_1249_Tot,I_1250_1499_BE_WFT,I_1250_1499_BE_WPT,I_1250_1499_BE_BAW,I_1250_1499_1EFT_OthPT,I_1250_1499_1EFT_OthAW,I_1250_1499_1EFT_OthNW,I_1250_1499_1EPT_OthAW,I_1250_1499_1EPT_OthNW,I_1250_1499_1AW_OthNW,I_1250_1499_BNW,I_1250_1499_LFsta_NS,I_1250_1499_Tot,I_1500_1749_BE_WFT,I_1500_1749_BE_WPT,I_1500_1749_BE_BAW,I_1500_1749_1EFT_OthPT,I_1500_1749_1EFT_OthAW,I_1500_1749_1EFT_OthNW,I_1500_1749_1EPT_OthAW,I_1500_1749_1EPT_OthNW,I_1500_1749_1AW_OthNW,I_1500_1749_BNW,I_1500_1749_LFsta_NS,I_1500_1749_Tot,I_1750_1999_BE_WFT,I_1750_1999_BE_WPT,I_1750_1999_BE_BAW,I_1750_1999_1EFT_OthPT,I_1750_1999_1EFT_OthAW,I_1750_1999_1EFT_OthNW,I_1750_1999_1EPT_OthAW,I_1750_1999_1EPT_OthNW,I_1750_1999_1AW_OthNW,I_1750_1999_BNW,I_1750_1999_LFsta_NS,I_1750_1999_Tot,I_2000_2499_BE_WFT,I_2000_2499_BE_WPT,I_2000_2499_BE_BAW,I_2000_2499_1EFT_OthPT,I_2000_2499_1EFT_OthAW,I_2000_2499_1EFT_OthNW,I_2000_2499_1EPT_OthAW,I_2000_2499_1EPT_OthNW,I_2000_2499_1AW_OthNW,I_2000_2499_BNW,I_2000_2499_LFsta_NS,I_2000_2499_Tot,I_2500_2999_BE_WFT,I_2500_2999_BE_WPT,I_2500_2999_BE_BAW,I_2500_2999_1EFT_OthPT,I_2500_2999_1EFT_OthAW,I_2500_2999_1EFT_OthNW,I_2500_2999_1EPT_OthAW,I_2500_2999_1EPT_OthNW,I_2500_2999_1AW_OthNW,I_2500_2999_BNW,I_2500_2999_LFsta_NS,I_2500_2999_Tot,I_3000_3499_BE_WFT,I_3000_3499_BE_WPT,I_3000_3499_BE_BAW,I_3000_3499_1EFT_OthPT,I_3000_3499_1EFT_OthAW,I_3000_3499_1EFT_OthNW,I_3000_3499_1EPT_OthAW,I_3000_3499_1EPT_OthNW,I_3000_3499_1AW_OthNW,I_3000_3499_BNW,I_3000_3499_LFsta_NS,I_3000_3499_Tot,I_3500_3999_BE_WFT,I_3500_3999_BE_WPT,I_3500_3999_BE_BAW,I_3500_3999_1EFT_OthPT,I_3500_3999_1EFT_OthAW,I_3500_3999_1EFT_OthNW,I_3500_3999_1EPT_OthAW,I_3500_3999_1EPT_OthNW,I_3500_3999_1AW_OthNW,I_3500_3999_BNW,I_3500_3999_LFsta_NS,I_3500_3999_Tot,I_4000more_BE_WFT,I_4000more_BE_WPT,I_4000more_BE_BAW,I_4000more_1EFT_OthPT,I_4000more_1EFT_OthAW,I_4000more_1EFT_OthNW,I_4000more_1EPT_OthAW,I_4000more_1EPT_OthNW
LGA23810,3,0,0,0,0,0,0,0,0,22,0,31,0,0,0,0,0,0,0,0,0,3,0,13,0,0,0,3,0,0,0,6,0,14,0,26,0,0,0,0,0,0,0,3,0,7,0,13,3,5,0,0,0,0,0,19,3,51,0,84,0,6,0,0,0,14,0,16,3,42,0,77,3,9,0,15,3,35,3,38,8,99,3,213,5,17,4,36,8,82,0,57,14,100,0,330,19,26,3,101,9,155,10,71,11,97,4,505,43,42,3,208,19,165,10,38,8,57,3,591,44,24,0,214,21,130,12,33,12,61,3,550,76,19,0,255,23,144,8,36,5,22,0,591,200,39,13,483,52,194,11,30,7,46,0,1082,175,18,6,400,35,80,10,16,3,14,0,764,127,11,9,217,30,39,12,6,0,5,0,458,86,4,3,97,14,63,3,10,0,11,0,298,171,20,13,245,26,86,16,3
LGA23940,3,0,3,0,0,0,0,0,0,3,0,7,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,12,0,0,0,5,0,3,0,0,0,3,0,17,4,3,0,5,0,3,0,5,0,15,0,35,4,0,0,18,0,14,0,3,0,11,0,49,12,4,0,21,4,14,0,8,0,5,0,62,11,0,0,23,0,14,0,5,0,12,0,69,7,3,0,28,4,12,0,0,0,6,0,64,10,7,0,25,3,6,0,0,0,7,0,55,23,4,0,27,0,7,0,3,3,0,0,69,13,0,0,18,0,5,0,0,0,0,0,36,6,0,0,6,3,0,0,0,0,0,0,20,4,0,0,3,0,3,0,0,0,0,0,11,10,0,0,4,8,0,0,0
LGA24130,0,3,0,0,0,3,0,0,3,6,0,16,0,0,0,0,0,3,0,0,0,3,0,7,0,0,0,3,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,3,0,0,0,5,5,0,0,3,0,0,0,4,3,8,0,29,3,3,0,6,3,11,0,13,3,12,0,49,3,9,3,12,0,16,0,23,3,25,0,92,8,11,3,20,3,36,0,17,0,24,0,123,14,27,0,67,11,73,5,40,4,28,4,270,29,33,5,95,10,106,3,25,10,35,0,342,44,28,0,176,13,112,7,23,3,22,0,432,54,23,3,182,18,112,9,18,3,20,4,443,142,37,5,416,37,219,17,21,7,27,3,940,179,36,0,382,40,64,12,21,5,11,0,752,172,14,0,215,27,41,7,6,0,9,0,495,137,8,6,106,11,127,3,7,9,5,0,425,256,32,10,327,38,95,13,11
LGA24210,4,0,0,5,0,7,0,5,9,98,0,137,3,0,0,3,0,7,0,11,0,33,0,56,0,4,0,0,0,9,0,21,3,33,0,73,0,0,0,0,0,15,0,18,0,31,0,60,3,3,0,13,0,19,0,29,0,49,0,111,0,14,0,11,0,38,0,45,9,57,0,179,15,36,0,27,0,72,3,69,13,106,0,336,9,48,0,64,3,179,3,83,13,121,4,525,37,48,7,170,10,220,5,98,17,149,0,765,77,82,9,224,16,250,7,64,10,158,3,898,70,64,4,266,16,284,8,80,10,124,6,934,109,63,3,321,24,283,10,47,7,92,3,968,338,81,12,669,57,577,15,109,18,175,3,2045,367,87,16,755,55,212,18,57,15,95,4,1684,429,52,9,528,62,122,16,30,3,67,0,1312,326,28,0,283,33,340,9,35,12,53,6,1128,1026,99,28,1156,91,514,22,77
LGA24250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,3,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,3,0,3,0,3,0,13,0,5,0,10,0,13,0,4,0,9,0,44,11,4,0,16,4,20,0,5,0,3,0,60,3,5,0,23,3,20,0,8,0,5,0,71,9,4,0,32,3,19,0,4,0,4,0,71,15,7,0,38,0,8,0,4,0,0,0,77,18,0,3,61,0,11,7,4,0,4,0,110,23,8,0,36,3,8,3,0,0,0,0,81,19,0,0,12,0,3,0,0,0,0,0,39,10,0,0,7,0,4,0,0,0,0,0,16,14,0,0,20,0,4,0,0
LGA24330,3,0,0,0,0,7,0,3,0,56,0,66,0,0,0,0,0,3,0,6,0,15,0,18,3,3,0,0,0,3,0,14,0,22,0,43,0,0,0,0,0,3,0,19,0,22,0,51,0,0,0,3,0,6,0,13,4,67,0,100,0,7,0,5,0,24,0,50,7,41,0,138,3,16,0,15,0,80,0,67,10,70,0,263,9,30,0,36,0,132,3,73,10,68,3,364,17,38,0,82,4,194,4,61,14,87,4,516,49,41,3,120,14,171,8,48,5,88,3,542,48,27,4,142,10,159,7,37,6,69,0,504,82,28,5,168,15,144,0,24,3,40,0,523,251,69,3,363,47,272,16,41,17,69,4,1140,253,39,10,429,70,115,15,26,4,36,0,991,217,27,11,337,61,66,3,14,0,22,3,758,174,4,3,145,55,148,6,11,4,9,0,561,496,29,11,430,98,145,16,16
LGA24410,5,3,0,3,0,5,0,3,0,33,0,57,3,0,0,3,0,3,0,3,0,12,0,21,0,5,0,0,0,4,0,9,0,20,0,38,0,0,0,0,0,3,0,10,0,11,0,20,0,4,0,6,0,11,0,17,0,61,0,96,4,12,0,4,0,29,0,37,0,47,0,125,6,11,0,9,3,97,0,58,5,66,0,270,4,27,0,46,3,161,4,72,9,80,3,403,29,57,4,165,14,267,3,76,11,121,3,751,55,71,7,292,28,286,13,54,9,92,3,914,69,43,7,393,26,259,11,58,11,77,0,956,109,52,7,494,34,286,8,46,15,72,3,1125,411,87,10,1031,117,510,30,64,11,93,3,2369,442,50,16,1027,115,194,27,46,10,48,0,1968,390,29,12,575,87,90,15,24,9,22,0,1251,309,17,7,234,47,174,9,13,7,12,3,829,607,24,10,667,83,213,18,18
LGA24600,5,3,0,0,0,3,0,0,0,50,0,60,3,0,0,3,0,0,0,3,0,12,0,22,4,0,0,0,0,4,0,3,3,12,0,29,0,0,0,0,0,3,0,9,0,10,0,21,0,3,3,3,0,6,0,16,3,39,0,63,3,0,0,3,0,20,0,30,0,29,0,84,0,8,0,8,0,23,0,30,0,35,0,110,6,9,0,13,0,50,0,30,4,47,3,168,17,12,0,29,0,87,3,36,10,33,3,232,24,18,3,43,5,100,3,10,7,59,3,273,27,19,0,40,0,194,6,12,8,30,0,338,25,5,3,43,9,142,4,11,3,18,0,266,112,20,8,153,25,299,8,31,8,37,0,705,127,12,3,179,34,61,8,12,3,19,0,449,152,18,5,135,36,37,4,4,0,12,0,409,101,3,10,84,35,158,0,12,3,10,0,422,510,37,22,397,76,187,10,25
LGA24650,4,3,5,3,0,11,0,3,3,96,0,125,3,0,0,0,0,4,0,5,0,39,0,47,0,5,0,3,0,4,0,15,3,42,0,71,0,0,0,0,0,7,0,8,3,19,0,40,0,4,0,3,0,24,0,30,3,95,3,172,0,11,3,19,0,65,3,79,12,85,0,266,10,22,4,18,6,123,3,92,14,144,3,437,7,41,0,88,15,316,12,133,25,162,8,814,39,70,7,250,20,606,11,162,25,194,9,1400,135,73,12,466,40,659,17,115,40,140,3,1712,173,71,11,566,54,559,20,81,35,106,8,1677,284,59,17,557,62,501,10,66,24,85,3,1668,877,92,30,1147,150,708,33,86,27,129,12,3301,811,47,24,831,122,245,29,33,11,62,5,2221,586,38,14,438,77,107,13,11,4,28,0,1311,382,13,3,165,32,163,3,15,10,9,3,801,540,24,11,347,53,147,10,17
LGA24780,3,0,0,3,0,0,0,3,0,21,0,27,0,0,0,3,0,3,0,4,0,9,0,18,0,0,0,3,0,0,0,8,0,20,0,29,0,0,0,0,0,0,0,4,0,4,0,9,4,4,0,0,0,3,0,8,0,43,0,61,4,0,0,6,0,21,3,26,4,22,0,84,11,9,0,16,0,30,0,21,6,69,0,156,5,26,3,38,0,97,0,47,7,67,0,294,23,37,7,126,9,138,8,32,9,72,4,458,59,18,5,201,18,127,3,42,4,30,3,510,58,25,6,196,19,99,9,23,9,32,0,479,90,19,5,212,22,84,8,13,8,21,6,478,235,26,16,354,34,80,10,22,6,28,3,805,207,17,8,199,29,33,10,10,0,10,0,517,127,5,3,97,13,11,3,3,3,3,0,270,74,3,0,44,7,16,0,0,0,0,0,153,100,0,5,94,11,27,4,0
LGA24850,0,0,0,0,0,0,0,0,0,10,0,16,0,0,0,0,0,4,0,3,0,0,0,6,0,0,0,3,0,0,0,0,0,3,0,13,0,0,0,0,0,3,3,0,0,5,0,11,0,5,0,3,0,6,0,3,3,10,0,31,0,7,0,3,0,9,0,14,3,15,0,53,6,5,0,4,0,18,0,11,3,31,0,72,14,15,0,29,3,75,0,31,4,39,0,201,14,26,3,54,5,153,5,37,4,40,0,352,23,15,7,128,11,150,8,27,10,25,0,398,39,20,0,172,22,147,9,13,4,29,0,466,70,21,5,162,18,132,3,15,9,27,0,446,206,16,4,333,48,162,14,22,4,19,6,844,196,16,3,237,41,63,8,5,3,15,3,581,117,9,3,112,14,30,3,8,0,0,0,298,69,4,4,47,12,32,0,6,0,0,0,172,124,8,0,109,12,33,3,3
LGA24900,3,0,0,6,0,0,0,0,0,4,0,13,4,0,0,4,0,3,0,0,0,0,0,13,3,0,0,9,0,0,0,3,0,3,0,18,0,0,0,4,0,0,0,0,0,0,0,11,3,0,0,3,0,0,0,3,3,13,0,25,0,0,0,7,0,6,0,8,0,18,0,39,11,3,0,16,3,6,0,13,0,21,0,75,12,13,0,20,0,29,0,16,6,14,0,118,28,11,3,69,4,61,3,18,5,41,3,244,38,17,0,102,17,65,4,10,6,21,0,274,40,11,6,100,7,54,3,18,6,12,3,262,52,13,0,130,13,32,6,5,0,12,0,259,117,7,8,173,17,56,7,9,5,12,3,420,96,4,4,106,8,16,3,0,0,0,0,238,55,0,0,45,6,7,0,4,0,3,3,126,28,3,0,22,3,3,0,4,0,0,0,64,57,0,0,35,8,13,5,0
LGA24970,8,3,0,8,0,9,0,7,0,145,0,184,0,3,0,0,0,9,0,17,0,41,0,80,3,5,0,3,0,11,0,26,0,57,0,101,4,0,0,3,0,8,0,27,3,48,0,96,3,17,0,10,0,20,0,53,0,68,0,176,7,20,0,11,0,63,3,85,7,106,3,312,15,40,0,42,0,144,8,99,13,144,3,505,24,71,3,92,0,258,9,136,26,170,6,803,71,129,4,199,12,435,7,198,14,240,6,1317,93,105,15,346,32,443,14,107,18,180,3,1349,132,87,12,414,27,469,13,101,14,138,0,1408,223,68,9,472,33,461,9,79,8,159,3,1530,689,159,19,1026,98,912,27,129,36,253,12,3361,741,67,11,1074,110,333,20,74,12,136,0,2582,714,58,10,727,92,175,12,42,5,78,4,1908,566,27,5,341,72,390,4,40,18,47,0,1504,1498,84,21,1186,113,460,23,49
LGA25060,0,0,5,5,0,5,0,0,0,44,0,56,0,0,0,0,0,0,0,0,0,19,0,24,0,0,0,0,0,7,0,15,5,31,0,57,0,0,0,0,0,0,0,11,0,9,0,23,0,0,0,8,0,8,0,13,0,56,0,92,0,9,0,8,0,22,5,28,0,51,0,128,7,20,3,15,0,54,3,56,12,75,0,247,6,18,7,40,3,111,0,74,15,109,4,375,26,40,4,107,7,190,7,63,14,120,0,577,60,45,5,173,4,201,4,52,13,114,7,671,56,42,6,221,14,196,7,54,8,96,0,698,66,34,8,291,24,211,3,33,4,88,0,772,319,70,15,665,73,453,14,85,14,138,4,1845,363,63,14,789,89,165,17,39,9,61,3,1619,367,38,17,546,73,104,16,24,9,44,0,1238,365,20,10,347,61,268,11,15,9,29,0,1136,1142,70,19,1245,150,355,27,55
LGA25150,0,0,0,3,0,0,0,0,0,9,0,10,0,3,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,5,0,8,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,13,0,23,0,3,0,0,0,5,0,11,0,16,0,38,3,3,0,7,0,17,0,9,0,28,0,75,4,9,0,17,4,51,0,21,3,30,0,136,14,14,5,57,3,93,4,33,7,28,0,262,13,24,3,92,3,95,5,24,5,22,0,294,30,21,0,116,12,97,0,15,5,21,0,318,40,14,4,140,8,80,4,12,0,12,0,321,148,12,10,260,28,155,10,17,3,28,0,667,137,12,9,206,27,48,5,6,5,10,3,476,130,9,0,123,14,29,3,5,3,3,0,326,70,0,3,63,8,27,0,3,3,0,0,177,139,3,0,129,14,38,0,8
LGA25250,4,0,0,0,0,9,0,3,3,98,3,124,0,0,0,0,0,3,0,12,0,22,0,36,0,0,0,0,0,3,0,15,3,42,0,66,0,0,0,0,0,11,0,21,0,30,0,71,0,0,0,4,0,23,4,51,11,104,0,207,0,21,0,7,3,58,0,85,13,107,5,297,10,24,0,26,0,124,7,101,3,179,4,476,8,50,0,61,4,249,3,135,23,171,3,718,31,76,0,157,14,386,10,144,26,249,11,1105,64,82,8,279,20,374,24,106,24,174,10,1181,90,53,8,329,32,393,16,63,19,173,4,1177,124,70,8,364,33,353,7,56,5,137,3,1159,417,124,20,868,96,626,18,63,27,189,4,2463,396,84,13,886,121,221,24,59,23,62,8,1903,443,54,8,654,101,122,14,27,3,51,3,1491,342,17,13,264,67,231,11,29,10,26,0,1015,775,56,17,880,146,236,22,35
LGA25340,3,0,0,3,0,7,0,3,0,37,0,54,0,0,0,4,0,0,0,6,0,10,0,23,4,0,0,5,0,3,0,6,4,14,0,32,0,0,0,0,0,4,0,4,0,8,0,16,4,10,0,5,0,3,0,15,5,39,0,72,3,15,3,18,4,19,0,38,3,27,3,132,5,27,3,30,5,64,0,53,0,81,0,266,26,35,3,65,5,131,8,95,11,100,3,484,36,94,11,202,13,269,13,107,17,146,3,906,74,86,11,452,30,341,12,84,17,110,3,1221,95,87,5,554,51,331,18,88,14,75,7,1325,151,73,9,670,41,303,8,58,17,69,3,1400,470,114,26,1234,98,514,41,74,24,98,3,2681,476,82,22,1005,76,174,27,31,5,43,3,1939,456,47,19,568,59,83,9,25,6,30,3,1302,276,15,16,233,24,231,3,17,13,14,0,854,665,49,15,803,71,251,9,41
LGA25430,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,12,0,3,0,0,0,6,0,9,0,4,0,25,4,10,0,3,0,8,0,15,0,10,0,49,4,6,0,15,0,19,0,11,3,8,0,78,9,14,3,33,3,39,5,16,6,24,0,139,11,26,0,53,3,34,0,15,0,15,0,169,15,18,0,64,3,34,5,5,0,6,3,152,27,15,0,60,4,30,4,7,0,3,0,148,41,25,4,94,9,49,12,4,3,3,0,257,43,6,3,76,3,17,3,3,0,3,0,161,31,0,4,45,7,6,0,3,0,0,0,99,11,0,0,13,3,8,0,0,0,3,0,38,22,5,0,30,0,9,0,0
LGA25490,3,0,0,0,0,3,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,3,0,0,0,0,0,6,0,12,3,4,0,0,0,3,0,3,0,0,0,17,4,3,0,7,0,7,0,3,0,7,3,36,12,7,0,12,0,31,0,13,0,11,0,86,13,18,0,53,7,48,3,12,3,13,3,165,21,12,0,79,12,37,0,12,3,14,3,192,12,6,3,81,8,44,0,3,3,6,3,177,26,11,3,85,10,27,8,5,3,8,0,178,67,16,4,123,8,34,4,8,0,0,0,259,56,3,4,80,9,12,3,0,3,3,0,178,44,6,0,40,3,4,0,0,0,3,0,105,21,0,0,14,3,7,0,0,0,0,0,50,38,10,0,38,0,9,6,0
LGA25620,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,7,0,9,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,4,0,11,0,0,0,3,0,4,0,3,0,3,0,23,0,0,0,3,0,6,3,9,0,12,0,37,4,6,0,8,3,19,3,4,0,12,0,59,0,11,0,32,4,31,0,9,6,12,0,108,12,9,3,43,8,27,0,15,3,9,3,130,13,5,0,57,5,19,3,6,0,5,3,119,17,9,0,55,6,23,0,5,3,9,0,127,44,11,3,89,4,37,4,7,3,9,0,215,42,0,4,60,9,9,7,3,3,3,0,137,21,0,3,29,0,7,0,0,0,0,0,59,18,0,0,6,0,3,0,0,0,0,0,30,14,3,3,24,0,3,0,0
LGA25710,3,0,0,7,0,4,0,0,0,10,0,20,0,0,0,0,0,3,0,3,0,4,0,14,0,0,0,3,0,0,0,4,0,3,0,13,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,8,0,3,0,3,0,9,0,20,0,3,0,0,0,12,0,11,0,11,0,43,3,5,0,9,0,24,3,13,3,12,0,71,8,15,0,26,3,44,3,31,8,22,0,154,11,28,0,81,3,78,7,44,8,39,0,296,36,40,4,108,7,102,10,26,4,57,0,395,39,40,4,197,19,137,0,33,0,24,0,501,51,37,4,232,23,139,12,29,4,33,0,564,199,72,8,594,53,281,18,45,4,43,8,1325,274,36,19,692,59,110,9,37,4,23,0,1261,292,32,9,523,39,64,15,21,3,19,0,1014,256,18,4,221,27,186,3,14,4,9,0,735,628,32,15,805,73,268,24,25
LGA25810,3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,3,0,0,0,0,0,0,0,5,3,0,0,4,0,7,0,0,0,5,0,18,3,0,0,3,0,3,0,3,0,10,0,24,7,3,0,13,0,14,0,13,3,22,0,74,8,9,0,34,3,17,0,13,7,10,0,98,21,0,3,49,7,18,3,9,0,14,0,121,14,5,0,42,3,25,0,3,0,6,0,95,17,6,3,40,3,18,0,0,0,4,0,91,36,6,0,54,6,25,0,0,0,3,0,137,32,3,0,24,0,8,4,0,0,0,0,72,23,0,0,25,0,0,0,0,0,0,0,51,16,0,0,3,4,5,0,0,0,0,0,23,8,0,0,14,0,7,0,0
LGA25900,8,0,0,0,0,3,0,0,5,24,0,35,0,0,0,0,0,0,0,0,0,4,0,15,6,0,0,0,0,3,0,11,0,15,0,35,0,0,0,0,0,3,0,3,0,7,0,10,0,0,0,0,0,3,0,5,0,15,0,32,3,9,0,0,0,13,0,14,0,16,0,48,6,4,4,10,0,22,0,17,3,27,0,89,5,6,0,18,0,39,0,27,3,25,0,125,10,20,5,44,4,61,3,30,5,44,0,230,14,27,3,62,10,90,3,33,10,28,0,272,20,12,5,74,4,94,0,16,0,24,0,254,29,16,0,93,8,85,0,19,4,29,3,281,118,39,4,207,30,226,6,32,8,35,0,712,145,30,3,275,46,77,14,16,7,15,3,632,142,15,6,232,31,50,7,9,0,14,3,514,136,11,0,128,48,265,4,18,6,19,0,638,867,63,25,940,168,356,24,50
LGA25990,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,11,0,0,0,4,0,0,0,0,0,3,0,17,0,0,0,0,0,0,0,0,0,4,0,15,0,0,0,11,0,9,0,7,0,14,0,40,8,3,0,25,0,27,0,4,0,16,0,89,12,0,0,27,6,16,0,0,0,7,0,72,9,3,0,26,3,14,0,3,3,9,0,66,13,0,0,26,0,7,0,4,0,3,0,56,13,0,0,29,0,8,0,0,0,9,0,64,13,3,0,14,0,8,0,0,0,4,0,44,18,3,0,13,0,0,3,0,0,0,0,35,6,0,0,3,0,0,0,0,0,0,0,7,11,0,0,0,0,3,0,0
LGA26080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,0,7,0,3,0,7,0,0,0,4,0,17,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,7,0,3,0,0,0,0,0,13,3,0,0,0,0,3,0,0,0,0,0,13,3,4,0,14,0,0,0,0,0,0,0,28,5,3,0,14,0,3,0,0,0,3,0,32,6,0,0,5,0,3,0,0,0,0,0,21,4,0,0,5,0,0,0,0,0,0,0,12,4,0,0,8,0,0,0,0
LGA26170,3,0,0,3,0,0,0,0,0,7,0,18,3,0,0,0,0,0,0,0,0,0,0,4,3,0,0,4,0,0,0,0,0,6,0,14,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,8,0,5,0,10,0,28,5,7,0,3,0,12,0,12,0,11,0,51,7,3,0,21,0,10,3,19,0,25,0,88,9,16,0,32,3,49,0,23,9,18,0,163,23,25,3,66,4,65,6,31,4,30,3,262,33,19,5,99,8,67,11,15,10,20,0,293,29,19,0,100,9,58,8,9,0,11,0,250,49,10,6,118,9,40,3,11,0,11,0,263,87,23,7,189,17,63,3,11,6,9,4,416,82,14,3,113,6,24,3,4,0,4,0,262,51,4,3,55,0,13,3,4,0,0,0,138,26,0,0,26,6,7,0,0,3,0,0,70,61,8,4,47,3,13,3,3
