LGA_CODE_2016,F_Mauritius_0_4,F_Mauritius_5_14,F_Mauritius_15_24,F_Mauritius_25_44,F_Mauritius_45_54,F_Mauritius_55_64,F_Mauritius_65_74,F_Mauritius_75_84,F_Mauritius_85ov,F_Mauritius_Tot,F_Myanmar_0_4,F_Myanmar_5_14,F_Myanmar_15_24,F_Myanmar_25_44,F_Myanmar_45_54,F_Myanmar_55_64,F_Myanmar_65_74,F_Myanmar_75_84,F_Myanmar_85ov,F_Myanmar_Tot,F_Nepal_0_4,F_Nepal_5_14,F_Nepal_15_24,F_Nepal_25_44,F_Nepal_45_54,F_Nepal_55_64,F_Nepal_65_74,F_Nepal_75_84,F_Nepal_85ov,F_Nepal_Tot,F_Netherlands_0_4,F_Netherlands_5_14,F_Netherlands_15_24,F_Netherlands_25_44,F_Netherlands_45_54,F_Netherlands_55_64,F_Netherlands_65_74,F_Netherlands_75_84,F_Netherlands_85ov,F_Netherlands_Tot,F_New_Zealand_0_4,F_New_Zealand_5_14,F_New_Zealand_15_24,F_New_Zealand_25_44,F_New_Zealand_45_54,F_New_Zealand_55_64,F_New_Zealand_65_74,F_New_Zealand_75_84,F_New_Zealand_85ov,F_New_Zealand_Tot,F_Nthern_Ireland_0_4,F_Nthern_Ireland_5_14,F_Nthern_Ireland_15_24,F_Nthern_Ireland_25_44,F_Nthern_Ireland_45_54,F_Nthern_Ireland_55_64,F_Nthern_Ireland_65_74,F_Nthern_Ireland_75_84,F_Nthern_Ireland_85ov,F_Nthern_Ireland_Tot,F_Pakistan_0_4,F_Pakistan_5_14,F_Pakistan_15_24,F_Pakistan_25_44,F_Pakistan_45_54,F_Pakistan_55_64,F_Pakistan_65_74,F_Pakistan_75_84,F_Pakistan_85ov,F_Pakistan_Tot,F_PNG_0_4,F_PNG_5_14,F_PNG_15_24,F_PNG_25_44,F_PNG_45_54,F_PNG_55_64,F_PNG_65_74,F_PNG_75_84,F_PNG_85ov,F_PNG_Tot,F_Philippines_0_4,F_Philippines_5_14,F_Philippines_15_24,F_Philippines_25_44,F_Philippines_45_54,F_Philippines_55_64,F_Philippines_65_74,F_Philippines_75_84,F_Philippines_85ov,F_Philippines_Tot,F_Poland_0_4,F_Poland_5_14,F_Poland_15_24,F_Poland_25_44,F_Poland_45_54,F_Poland_55_64,F_Poland_65_74,F_Poland_75_84,F_Poland_85ov,F_Poland_Tot,F_Scotland_0_4,F_Scotland_5_14,F_Scotland_15_24,F_Scotland_25_44,F_Scotland_45_54,F_Scotland_55_64,F_Scotland_65_74,F_Scotland_75_84,F_Scotland_85ov,F_Scotland_Tot,F_Singapore_0_4,F_Singapore_5_14,F_Singapore_15_24,F_Singapore_25_44,F_Singapore_45_54,F_Singapore_55_64,F_Singapore_65_74,F_Singapore_75_84,F_Singapore_85ov,F_Singapore_Tot,F_South_Africa_0_4,F_South_Africa_5_14,F_South_Africa_15_24,F_South_Africa_25_44,F_South_Africa_45_54,F_South_Africa_55_64,F_South_Africa_65_74,F_South_Africa_75_84,F_South_Africa_85ov,F_South_Africa_Tot,F_SE_Europe_nfd_0_4,F_SE_Europe_nfd_5_14,F_SE_Europe_nfd_15_24,F_SE_Europe_nfd_25_44,F_SE_Europe_nfd_45_54,F_SE_Europe_nfd_55_64,F_SE_Europe_nfd_65_74,F_SE_Europe_nfd_75_84,F_SE_Europe_nfd_85ov,F_SE_Europe_nfd_Tot,F_Sri_Lanka_0_4,F_Sri_Lanka_5_14,F_Sri_Lanka_15_24,F_Sri_Lanka_25_44,F_Sri_Lanka_45_54,F_Sri_Lanka_55_64,F_Sri_Lanka_65_74,F_Sri_Lanka_75_84,F_Sri_Lanka_85ov,F_Sri_Lanka_Tot,F_Taiwan_0_4,F_Taiwan_5_14,F_Taiwan_15_24,F_Taiwan_25_44,F_Taiwan_45_54,F_Taiwan_55_64,F_Taiwan_65_74,F_Taiwan_75_84,F_Taiwan_85ov,F_Taiwan_Tot,F_Thailand_0_4,F_Thailand_5_14,F_Thailand_15_24,F_Thailand_25_44,F_Thailand_45_54,F_Thailand_55_64,F_Thailand_65_74,F_Thailand_75_84,F_Thailand_85ov,F_Thailand_Tot,F_FYROM_0_4,F_FYROM_5_14,F_FYROM_15_24,F_FYROM_25_44,F_FYROM_45_54,F_FYROM_55_64,F_FYROM_65_74,F_FYROM_75_84,F_FYROM_85ov,F_FYROM_Tot,F_Turkey_0_4,F_Turkey_5_14,F_Turkey_15_24,F_Turkey_25_44,F_Turkey_45_54,F_Turkey_55_64,F_Turkey_65_74,F_Turkey_75_84,F_Turkey_85ov,F_Turkey_Tot,F_USA_0_4,F_USA_5_14,F_USA_15_24,F_USA_25_44,F_USA_45_54,F_USA_55_64,F_USA_65_74,F_USA_75_84,F_USA_85ov,F_USA_Tot
LGA21270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,11,0,0,0,6,8,6,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,3,3,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA21370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,7,6,6,29,5,3,58,4,3,19,58,47,42,19,13,3,202,0,0,0,0,3,0,3,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,17,5,54,30,19,10,4,0,143,0,0,0,0,0,0,0,0,0,5,0,0,0,3,8,14,21,8,3,49,0,0,0,0,3,0,0,0,0,3,0,0,0,3,4,3,5,4,0,14,0,0,0,0,0,0,4,0,0,5,0,4,0,7,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,3,0,6,3,4,0,0,0,13,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,7,0,3,3,11,7,0,7,0,3,33
LGA21450,3,11,20,76,39,29,22,5,0,208,0,0,3,11,0,0,4,0,0,22,0,3,6,10,3,0,0,0,0,22,0,4,7,17,24,74,104,63,18,301,19,75,91,290,148,95,52,16,10,789,0,0,0,6,11,10,9,9,0,49,3,5,4,38,3,3,0,0,0,66,0,0,0,9,18,0,0,0,0,25,3,32,47,159,74,27,19,0,4,365,0,0,0,21,11,21,8,0,4,70,0,9,9,54,41,79,65,32,13,300,0,5,8,31,15,4,6,0,0,63,0,15,36,84,53,22,15,12,3,233,0,0,0,9,11,11,17,4,0,55,5,30,20,235,49,36,33,3,3,420,0,0,6,33,0,0,0,0,0,39,0,3,4,59,17,6,0,0,0,91,0,0,0,4,3,0,0,0,0,12,0,0,0,3,5,0,6,0,0,14,0,12,13,39,13,10,7,3,0,96
LGA21610,0,43,100,487,301,326,177,86,40,1573,0,4,3,42,14,11,9,3,3,92,3,8,16,95,18,6,0,0,0,146,0,9,9,22,33,113,236,138,72,633,92,565,659,1226,523,293,103,39,13,3501,0,0,0,29,37,32,46,18,3,167,32,217,196,537,78,44,18,3,0,1133,0,0,0,17,11,8,0,0,0,28,29,201,307,1072,582,382,121,42,17,2749,0,9,17,161,121,184,98,46,34,672,3,19,25,92,147,208,147,120,47,809,7,54,68,105,85,56,23,4,0,409,3,51,126,318,248,131,100,44,21,1039,0,0,5,63,110,134,91,47,23,470,47,426,381,2572,936,611,341,128,44,5483,4,12,0,85,11,16,3,0,0,135,4,18,21,269,61,33,11,0,0,415,0,3,8,83,58,64,32,9,5,256,3,0,13,97,130,58,46,21,4,378,8,53,45,75,46,24,12,3,0,275
LGA21670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,12,21,7,0,41,0,0,0,7,14,8,8,3,0,49,0,0,0,0,0,0,3,3,3,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,21,3,4,9,0,0,40,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,4,11,6,3,29,0,0,0,0,0,3,0,0,0,4,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,9
LGA21750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,5,8,3,0,32,0,8,11,37,22,26,12,0,0,126,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,3,17,3,3,4,0,0,38,0,0,0,3,0,0,0,0,0,6,0,3,0,3,6,8,8,6,3,37,0,0,0,0,3,4,0,0,0,6,0,0,3,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,3,11,0,0,0,0,0,10,0,0,0,3,3,3,0,0,0,9,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,3,3,0,18
LGA21830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,24,12,3,52,0,7,13,32,29,12,6,5,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,21,7,5,3,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,14,3,0,21,0,0,0,0,0,4,0,0,0,8,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,4,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,7
LGA21890,0,6,19,67,21,5,16,8,4,135,0,3,3,11,3,0,0,0,0,25,0,10,86,259,9,3,0,0,0,375,0,0,4,37,12,9,20,15,3,97,9,30,86,676,147,118,40,11,5,1126,0,0,3,18,0,9,3,3,0,41,8,26,9,105,11,0,0,0,0,165,0,0,0,22,5,0,0,0,0,32,3,21,46,283,89,84,42,16,0,586,0,0,5,58,11,23,12,17,13,136,0,0,5,68,28,34,28,17,8,193,6,20,17,102,28,12,3,0,0,183,0,0,18,105,23,13,12,3,0,177,0,0,0,8,18,23,18,22,4,96,0,11,44,187,40,50,21,16,3,381,0,4,15,104,10,6,0,0,0,140,0,7,30,184,43,15,3,3,0,290,0,3,3,108,109,117,134,107,34,619,0,0,0,44,38,21,7,14,0,128,5,20,32,169,44,12,15,4,0,310
LGA22110,0,0,0,0,3,0,4,0,0,4,0,0,0,3,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,34,49,33,8,131,0,6,11,54,42,58,44,17,3,228,0,0,0,0,0,4,10,4,0,19,0,0,0,3,0,0,0,0,0,3,0,3,0,4,3,3,6,0,0,21,0,8,3,45,27,25,9,3,3,137,0,0,0,4,0,4,6,0,0,14,0,0,0,9,4,30,46,27,6,122,0,3,0,3,0,0,0,0,0,12,0,0,8,11,17,12,4,3,0,56,0,0,0,0,0,0,4,0,0,7,0,0,0,5,0,0,3,0,0,10,0,0,3,18,0,0,0,0,0,17,0,0,0,8,5,4,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,15,4,8,16,3,0,51
LGA22170,0,7,10,69,23,38,20,10,3,177,0,0,0,9,3,5,0,0,0,23,0,0,0,7,0,0,0,0,0,10,0,5,4,14,28,73,87,102,67,370,15,101,182,551,315,263,117,31,9,1596,0,3,3,27,19,16,34,15,7,125,3,4,11,17,7,6,3,0,0,49,0,0,0,22,14,11,0,0,0,53,12,34,59,291,169,110,46,6,5,724,0,3,0,49,19,51,24,18,5,174,0,18,16,84,104,160,130,115,45,674,0,4,7,30,15,13,0,3,0,75,0,27,52,149,107,58,31,16,9,453,0,0,0,5,12,18,16,11,0,66,3,14,10,95,60,48,41,21,11,304,0,0,3,22,6,7,3,0,0,45,6,14,12,137,25,10,4,0,0,199,0,0,0,4,6,4,0,4,0,25,0,3,0,9,16,6,3,3,0,41,0,17,30,65,42,26,20,3,0,201
LGA22250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,3,10,3,0,18,0,0,4,11,7,11,3,4,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,11,4,5,3,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,3,3,0,3,19,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,7
LGA22310,0,0,4,47,26,15,18,8,4,130,3,0,6,9,3,4,0,0,0,35,0,0,36,77,5,0,0,0,0,119,3,8,4,27,14,18,25,10,7,114,12,51,107,432,193,165,70,27,13,1063,0,0,0,21,12,10,13,6,5,65,0,3,3,28,0,3,0,3,0,45,0,0,0,12,12,3,0,0,0,30,3,17,28,259,66,70,30,9,0,472,0,6,6,98,38,104,166,134,306,848,0,12,12,52,40,37,51,24,13,244,8,30,31,114,28,24,21,10,3,263,8,43,168,498,345,263,175,95,50,1644,0,0,0,7,12,25,11,18,7,74,0,9,27,190,71,75,56,40,27,479,3,5,12,99,13,6,3,0,0,141,11,11,20,152,25,21,5,0,0,242,0,0,0,6,9,3,8,5,0,39,0,0,0,17,18,17,9,3,3,61,17,73,50,190,81,57,19,11,9,496
LGA22410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,13,15,9,9,45,3,8,11,30,33,27,9,3,0,118,0,0,0,0,0,3,0,3,0,5,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,4,5,29,14,17,8,0,0,79,0,0,0,0,0,3,0,0,0,3,0,0,0,6,3,5,9,7,3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,3,0,0,0,20,0,0,0,0,0,4,0,0,0,3,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,5,0,0,0,13
LGA22490,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,18,17,4,5,57,0,9,10,23,20,19,14,0,0,95,0,0,0,0,5,5,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,13,4,5,0,0,0,29,0,0,0,0,0,0,0,0,0,3,0,3,4,3,12,10,14,3,4,51,0,0,0,3,0,0,0,0,0,3,0,0,0,4,5,5,0,0,0,14,0,0,0,0,3,4,5,0,0,12,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,5,5,0,0,0,0,15,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,5,0,3,0,20
