LGA_CODE_2016,F_Mauritius_0_4,F_Mauritius_5_14,F_Mauritius_15_24,F_Mauritius_25_44,F_Mauritius_45_54,F_Mauritius_55_64,F_Mauritius_65_74,F_Mauritius_75_84,F_Mauritius_85ov,F_Mauritius_Tot,F_Myanmar_0_4,F_Myanmar_5_14,F_Myanmar_15_24,F_Myanmar_25_44,F_Myanmar_45_54,F_Myanmar_55_64,F_Myanmar_65_74,F_Myanmar_75_84,F_Myanmar_85ov,F_Myanmar_Tot,F_Nepal_0_4,F_Nepal_5_14,F_Nepal_15_24,F_Nepal_25_44,F_Nepal_45_54,F_Nepal_55_64,F_Nepal_65_74,F_Nepal_75_84,F_Nepal_85ov,F_Nepal_Tot,F_Netherlands_0_4,F_Netherlands_5_14,F_Netherlands_15_24,F_Netherlands_25_44,F_Netherlands_45_54,F_Netherlands_55_64,F_Netherlands_65_74,F_Netherlands_75_84,F_Netherlands_85ov,F_Netherlands_Tot,F_New_Zealand_0_4,F_New_Zealand_5_14,F_New_Zealand_15_24,F_New_Zealand_25_44,F_New_Zealand_45_54,F_New_Zealand_55_64,F_New_Zealand_65_74,F_New_Zealand_75_84,F_New_Zealand_85ov,F_New_Zealand_Tot,F_Nthern_Ireland_0_4,F_Nthern_Ireland_5_14,F_Nthern_Ireland_15_24,F_Nthern_Ireland_25_44,F_Nthern_Ireland_45_54,F_Nthern_Ireland_55_64,F_Nthern_Ireland_65_74,F_Nthern_Ireland_75_84,F_Nthern_Ireland_85ov,F_Nthern_Ireland_Tot,F_Pakistan_0_4,F_Pakistan_5_14,F_Pakistan_15_24,F_Pakistan_25_44,F_Pakistan_45_54,F_Pakistan_55_64,F_Pakistan_65_74,F_Pakistan_75_84,F_Pakistan_85ov,F_Pakistan_Tot,F_PNG_0_4,F_PNG_5_14,F_PNG_15_24,F_PNG_25_44,F_PNG_45_54,F_PNG_55_64,F_PNG_65_74,F_PNG_75_84,F_PNG_85ov,F_PNG_Tot,F_Philippines_0_4,F_Philippines_5_14,F_Philippines_15_24,F_Philippines_25_44,F_Philippines_45_54,F_Philippines_55_64,F_Philippines_65_74,F_Philippines_75_84,F_Philippines_85ov,F_Philippines_Tot,F_Poland_0_4,F_Poland_5_14,F_Poland_15_24,F_Poland_25_44,F_Poland_45_54,F_Poland_55_64,F_Poland_65_74,F_Poland_75_84,F_Poland_85ov,F_Poland_Tot,F_Scotland_0_4,F_Scotland_5_14,F_Scotland_15_24,F_Scotland_25_44,F_Scotland_45_54,F_Scotland_55_64,F_Scotland_65_74,F_Scotland_75_84,F_Scotland_85ov,F_Scotland_Tot,F_Singapore_0_4,F_Singapore_5_14,F_Singapore_15_24,F_Singapore_25_44,F_Singapore_45_54,F_Singapore_55_64,F_Singapore_65_74,F_Singapore_75_84,F_Singapore_85ov,F_Singapore_Tot,F_South_Africa_0_4,F_South_Africa_5_14,F_South_Africa_15_24,F_South_Africa_25_44,F_South_Africa_45_54,F_South_Africa_55_64,F_South_Africa_65_74,F_South_Africa_75_84,F_South_Africa_85ov,F_South_Africa_Tot,F_SE_Europe_nfd_0_4,F_SE_Europe_nfd_5_14,F_SE_Europe_nfd_15_24,F_SE_Europe_nfd_25_44,F_SE_Europe_nfd_45_54,F_SE_Europe_nfd_55_64,F_SE_Europe_nfd_65_74,F_SE_Europe_nfd_75_84,F_SE_Europe_nfd_85ov,F_SE_Europe_nfd_Tot,F_Sri_Lanka_0_4,F_Sri_Lanka_5_14,F_Sri_Lanka_15_24,F_Sri_Lanka_25_44,F_Sri_Lanka_45_54,F_Sri_Lanka_55_64,F_Sri_Lanka_65_74,F_Sri_Lanka_75_84,F_Sri_Lanka_85ov,F_Sri_Lanka_Tot,F_Taiwan_0_4,F_Taiwan_5_14,F_Taiwan_15_24,F_Taiwan_25_44,F_Taiwan_45_54,F_Taiwan_55_64,F_Taiwan_65_74,F_Taiwan_75_84,F_Taiwan_85ov,F_Taiwan_Tot,F_Thailand_0_4,F_Thailand_5_14,F_Thailand_15_24,F_Thailand_25_44,F_Thailand_45_54,F_Thailand_55_64,F_Thailand_65_74,F_Thailand_75_84,F_Thailand_85ov,F_Thailand_Tot,F_FYROM_0_4,F_FYROM_5_14,F_FYROM_15_24,F_FYROM_25_44,F_FYROM_45_54,F_FYROM_55_64,F_FYROM_65_74,F_FYROM_75_84,F_FYROM_85ov,F_FYROM_Tot,F_Turkey_0_4,F_Turkey_5_14,F_Turkey_15_24,F_Turkey_25_44,F_Turkey_45_54,F_Turkey_55_64,F_Turkey_65_74,F_Turkey_75_84,F_Turkey_85ov,F_Turkey_Tot,F_USA_0_4,F_USA_5_14,F_USA_15_24,F_USA_25_44,F_USA_45_54,F_USA_55_64,F_USA_65_74,F_USA_75_84,F_USA_85ov,F_USA_Tot
LGA23670,0,3,0,35,37,64,39,12,4,198,0,5,8,24,0,9,4,3,3,51,0,3,17,42,12,0,0,0,0,75,0,3,0,17,25,71,134,110,59,421,10,100,134,290,188,160,81,27,13,1001,0,0,3,7,10,30,22,20,4,113,0,13,4,39,12,10,7,0,0,87,0,0,7,18,21,4,0,0,0,51,4,37,76,307,162,149,73,11,8,831,0,6,0,60,35,102,33,14,44,297,0,5,6,31,70,101,104,62,28,416,5,47,82,119,92,78,39,8,6,481,0,24,62,158,101,116,74,26,9,567,0,0,0,16,22,26,26,11,13,110,3,61,122,554,331,284,147,49,21,1563,3,5,8,86,18,34,11,0,0,163,0,16,21,131,46,22,6,0,0,250,0,0,0,4,3,7,8,3,0,24,0,0,3,4,15,17,10,0,0,52,3,23,32,71,33,20,17,3,0,211
LGA23810,0,0,0,7,3,0,3,0,0,14,0,0,0,8,0,4,0,0,0,8,0,0,3,8,3,0,0,0,0,11,0,0,3,14,23,51,128,81,40,342,3,15,30,107,63,67,34,11,4,334,0,0,0,6,4,15,24,3,3,54,0,3,3,8,4,0,0,0,0,14,0,0,3,6,4,3,0,0,0,11,0,13,23,111,65,62,43,5,3,323,0,0,0,0,8,11,8,13,21,59,0,0,3,13,21,56,110,56,25,297,0,0,0,11,0,0,0,0,0,18,0,3,15,27,17,8,10,0,0,80,0,0,0,0,0,4,3,4,3,22,0,5,0,27,8,3,3,0,0,52,0,0,0,6,3,0,0,0,0,7,0,5,7,38,5,0,0,0,0,68,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,16,3,18,3,0,0,50
LGA23940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,3,0,23,0,0,0,4,5,9,8,3,0,32,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,3,13,6,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,0,0,9,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,6
LGA24130,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,18,19,29,13,3,81,0,14,15,97,86,51,31,7,3,302,0,0,0,4,6,6,14,5,0,28,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,15,0,8,3,32,12,10,7,0,0,68,0,0,0,10,3,7,0,3,0,28,0,3,3,13,28,32,39,9,9,125,0,0,8,7,5,0,0,0,0,25,0,8,9,33,20,8,4,3,0,77,0,0,0,0,0,3,3,0,0,11,0,0,0,8,4,10,3,0,0,27,0,3,4,28,3,0,0,0,0,31,0,3,0,17,3,0,0,0,0,26,0,0,0,0,0,3,4,0,0,8,0,0,0,3,0,0,0,0,0,4,0,10,12,15,15,12,15,0,0,77
LGA24210,0,0,0,10,9,10,11,3,0,42,0,0,0,3,0,9,0,3,3,21,0,0,0,10,0,0,0,0,0,8,3,4,0,8,10,13,32,30,19,117,3,45,88,120,100,79,48,27,12,526,0,0,0,3,6,11,4,12,4,41,3,25,19,63,11,10,11,0,0,147,0,3,4,6,5,5,3,3,0,30,3,13,14,117,49,42,38,4,0,292,0,0,0,17,13,32,26,20,7,113,0,3,5,24,24,33,41,37,16,176,3,44,60,146,70,82,49,11,5,472,4,37,106,159,153,85,51,22,6,641,0,0,0,4,6,7,13,11,10,51,3,3,12,95,59,76,59,26,15,353,0,5,24,182,60,69,44,8,8,397,6,3,8,81,20,5,0,0,0,122,0,0,0,21,24,33,28,26,3,137,0,0,4,18,27,20,9,11,3,91,10,37,26,38,34,16,16,6,3,179
LGA24250,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,14,0,4,0,16,10,15,5,3,0,50,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,3,7,0,0,24,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,6,12,0,0,0,0,0,16,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,0,0,18
LGA24330,0,3,4,29,6,7,0,0,0,52,0,27,27,94,13,6,0,0,0,157,0,0,51,176,0,4,5,3,0,235,0,0,3,13,14,14,3,8,3,47,6,30,83,461,96,74,31,6,0,782,0,0,0,7,3,8,4,5,3,27,4,9,7,50,3,0,0,0,0,75,3,0,3,14,8,7,0,0,0,37,7,23,53,308,91,83,66,22,6,654,0,0,3,32,7,18,19,23,18,123,0,0,3,38,27,21,13,11,0,114,3,3,17,84,15,8,9,0,0,137,0,0,3,70,11,0,3,0,0,85,0,0,0,12,23,24,17,22,7,92,4,3,20,85,17,3,8,7,8,153,3,0,4,84,4,3,0,0,0,102,7,7,27,120,20,11,4,0,0,185,0,3,0,25,60,57,63,46,9,263,0,3,0,26,23,13,4,3,0,75,0,12,20,98,17,6,4,0,0,158
LGA24410,0,6,5,19,13,11,4,3,0,66,5,93,206,421,82,37,22,4,4,876,0,0,5,17,0,0,0,0,0,21,0,0,0,14,10,45,95,73,43,286,3,30,51,226,147,107,52,21,13,655,0,0,0,7,13,11,22,11,7,66,0,0,4,24,4,7,0,0,0,44,0,0,0,14,18,6,7,0,0,41,3,19,14,155,77,59,23,14,4,369,0,0,3,25,13,40,13,17,13,132,0,8,11,48,43,66,86,62,31,351,0,10,13,37,23,23,4,3,0,122,0,16,56,135,87,53,34,22,4,403,0,0,0,4,9,11,6,7,4,42,3,6,8,151,33,52,28,22,11,314,0,3,3,62,16,11,4,0,0,98,7,28,39,119,18,10,5,3,0,236,0,0,0,3,4,7,6,3,0,22,0,0,0,5,4,0,0,0,0,17,5,20,20,69,38,22,12,0,0,186
LGA24600,0,0,40,74,3,6,0,0,0,121,0,3,73,24,0,3,0,3,3,103,0,0,8,35,3,0,0,0,0,45,0,0,19,38,10,4,20,5,3,94,8,18,312,745,143,120,37,9,6,1399,0,0,5,24,3,4,0,0,0,35,3,0,11,57,0,3,0,0,0,72,0,0,9,10,6,3,0,0,0,34,5,19,107,429,56,28,15,0,5,657,0,0,8,65,8,20,12,10,12,136,0,3,19,74,23,24,27,3,0,181,9,11,557,389,36,26,9,0,3,1047,0,6,53,114,32,22,10,3,0,236,0,0,0,9,5,8,8,3,3,37,0,3,88,179,20,27,10,6,0,330,4,5,208,648,30,25,7,0,0,934,5,9,293,751,32,9,0,0,0,1098,0,0,3,23,9,3,3,3,0,47,0,0,6,55,23,10,9,3,0,108,21,30,121,267,50,34,29,0,3,550
LGA24650,0,3,5,36,12,17,6,0,0,82,0,4,19,40,10,4,0,3,0,84,0,6,7,22,4,0,0,0,0,39,0,3,0,10,8,25,39,12,12,103,38,316,262,460,185,113,50,9,0,1433,0,0,0,4,5,11,9,5,4,48,11,39,36,173,39,16,5,5,0,321,0,5,0,9,3,3,0,0,0,23,15,126,272,930,470,275,87,27,4,2207,0,5,3,68,41,55,28,8,12,217,0,3,6,29,41,70,67,21,6,245,9,19,23,39,28,15,8,3,0,136,4,10,26,66,48,28,12,4,0,201,0,0,0,21,40,38,33,14,7,151,3,46,32,292,105,54,36,14,3,589,0,0,0,27,15,6,4,0,0,51,3,9,22,125,35,11,9,0,0,217,0,4,23,170,151,132,72,25,8,574,0,0,3,41,42,22,13,4,0,114,4,24,13,49,9,7,0,0,0,101
LGA24780,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,13,0,0,3,3,0,12,18,6,3,42,4,15,26,82,56,31,14,12,0,252,0,0,0,0,0,0,3,0,0,3,0,14,5,7,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,4,3,7,12,61,29,33,12,3,0,158,0,0,0,0,0,0,0,0,0,4,0,0,0,0,15,7,5,11,7,58,0,0,0,0,0,0,0,0,0,3,0,5,11,13,13,3,3,0,0,51,0,0,0,0,3,0,9,9,6,25,0,3,0,11,7,0,0,0,0,32,0,0,19,52,0,0,0,0,0,70,4,3,0,20,8,6,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,3,8,44,43,27,14,9,0,142,0,0,0,8,3,5,4,3,0,28
LGA24850,0,0,0,7,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,22,9,4,58,0,18,22,74,39,46,11,8,3,222,0,0,0,0,9,3,6,3,0,18,0,0,0,10,0,0,0,0,0,14,0,0,0,6,3,0,3,0,0,9,0,5,12,63,23,20,4,0,0,128,0,0,0,3,6,8,4,3,0,21,0,0,0,10,12,20,27,8,3,78,0,0,4,11,3,3,0,0,0,24,0,8,12,20,4,4,3,0,0,59,0,0,0,0,0,5,0,0,4,5,0,0,0,24,5,3,5,0,0,40,0,0,4,8,0,0,0,0,0,9,0,3,6,18,6,3,0,0,0,38,0,0,0,3,4,3,8,0,0,17,0,0,0,7,3,0,0,0,0,16,0,5,0,17,3,3,3,0,0,35
LGA24900,0,0,0,3,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,5,5,6,5,26,10,3,57,0,7,33,42,41,31,17,11,4,193,0,0,0,0,3,3,0,0,0,9,3,0,0,6,0,0,0,0,0,14,0,0,0,0,5,0,0,0,0,3,0,3,7,44,9,15,13,0,0,96,0,0,0,0,0,3,0,0,0,4,0,0,0,7,8,15,24,7,4,64,0,0,0,0,0,6,0,0,0,5,0,0,4,0,3,0,3,0,0,15,0,0,0,0,0,0,8,0,0,8,0,0,0,4,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,6,0,0,0,11,7,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8,3,0,0,26
LGA24970,3,3,29,106,54,55,45,31,17,346,0,0,9,25,6,11,5,8,0,64,3,7,25,75,0,4,0,0,0,110,0,10,3,14,16,14,50,29,26,160,16,124,189,271,163,136,85,30,23,1037,0,5,7,10,6,7,16,12,7,60,8,48,23,131,18,13,6,0,0,250,0,3,3,17,7,4,3,0,0,39,3,31,74,299,137,111,42,13,0,717,0,4,7,70,45,110,78,51,36,401,0,9,9,26,35,37,72,47,37,265,10,107,301,240,112,97,70,14,0,947,3,28,73,151,98,69,41,13,9,480,0,0,0,8,17,23,30,26,9,117,37,218,346,1158,587,407,259,146,60,3205,5,12,55,240,56,58,18,4,3,457,4,12,53,186,58,29,10,3,0,359,0,0,0,9,4,16,7,12,3,55,0,0,6,30,39,35,36,23,14,186,18,46,53,72,34,20,12,7,3,260
LGA25060,0,0,0,26,10,7,5,10,3,63,0,0,6,12,7,4,0,0,0,26,3,0,34,112,0,0,0,0,0,156,0,0,3,22,3,9,19,12,0,70,7,32,77,339,132,90,32,10,3,725,0,0,0,16,6,3,5,4,3,39,3,0,9,48,4,4,0,0,0,69,0,0,0,17,3,3,0,0,0,27,3,18,32,205,71,50,39,7,7,429,0,0,0,31,20,31,27,27,25,162,0,10,5,39,24,33,36,12,14,176,0,21,20,66,12,12,5,0,3,137,3,0,15,49,17,11,10,0,0,107,0,0,0,7,10,17,14,24,11,85,0,9,11,115,37,42,25,6,7,261,0,0,7,59,5,9,3,0,0,87,3,3,19,135,23,15,0,0,0,201,0,0,0,26,31,20,33,17,3,132,0,0,3,50,59,23,12,6,0,162,10,21,23,93,18,19,12,3,0,197
LGA25150,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,19,25,13,4,78,0,10,13,77,54,22,21,7,3,211,0,0,0,0,3,6,6,0,0,20,0,0,0,6,0,0,0,0,0,4,0,0,3,4,0,0,0,0,0,5,0,0,4,22,12,8,3,0,0,47,0,0,0,9,0,3,0,0,4,20,0,0,3,10,18,30,33,11,4,106,0,0,0,7,3,0,0,0,0,6,0,10,3,14,8,8,9,0,0,49,0,0,0,0,3,15,0,3,0,17,0,3,0,5,0,3,3,0,0,14,0,0,0,3,0,0,0,0,0,3,0,0,0,15,3,3,0,0,0,23,0,0,0,0,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,5,10,5,9,5,0,0,36
LGA25250,0,3,13,61,13,7,9,0,0,108,0,0,10,24,7,7,8,0,0,55,3,22,250,686,16,16,5,3,0,1005,0,5,5,29,15,10,15,10,3,98,9,48,177,877,180,102,35,11,8,1450,0,0,0,15,8,4,4,10,3,37,65,138,87,630,42,15,8,6,3,991,0,0,0,23,13,0,0,0,0,37,16,36,58,335,107,111,53,17,7,722,0,0,8,72,23,33,32,41,53,260,0,3,17,89,37,23,22,19,15,222,0,6,26,86,24,13,3,3,0,168,3,7,13,108,12,18,5,3,0,175,0,0,0,9,7,7,20,19,9,77,9,26,40,221,86,56,26,14,8,488,4,0,15,85,5,5,3,0,0,121,3,10,32,188,39,12,7,0,0,294,0,0,0,23,15,18,15,7,3,80,6,4,16,233,279,120,94,45,4,804,4,28,54,228,38,24,18,8,7,403
LGA25340,0,0,0,12,22,25,13,3,0,72,0,0,0,3,3,3,3,3,0,14,0,0,0,3,0,0,0,0,0,7,0,3,5,24,38,77,171,97,36,455,3,52,52,280,223,220,169,63,26,1089,0,4,5,20,25,37,34,27,9,160,0,0,0,0,0,3,0,0,0,7,0,0,0,21,14,11,3,0,0,48,3,23,14,123,54,52,31,4,0,310,0,0,0,30,7,33,22,9,11,110,4,20,25,84,139,133,197,126,44,784,3,10,0,17,4,18,6,3,0,68,4,18,28,102,61,64,69,15,7,372,0,0,0,3,3,12,15,6,0,41,0,0,0,5,15,22,26,5,0,83,0,0,0,7,0,3,0,0,0,19,3,20,13,80,27,12,4,0,0,163,0,0,0,8,3,5,3,0,0,20,0,0,0,6,7,8,11,3,0,31,5,21,20,69,51,42,40,10,6,260
LGA25430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,7,8,18,8,0,49,0,9,6,23,17,29,11,3,0,105,0,0,0,0,0,0,3,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,10,0,0,4,8,8,3,0,0,0,22,0,0,0,3,0,0,3,0,5,6,0,0,0,0,13,3,14,11,3,40,0,0,0,0,0,3,0,0,0,7,0,0,0,0,5,4,0,3,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,3,25,0,0,0,0,0,24,0,0,3,3,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,5,6,9,8,0,0,33
LGA25490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,6,3,3,24,3,11,11,47,30,17,17,3,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,17,8,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,16,0,0,0,0,0,0,0,0,0,0,3,0,0,14,3,0,0,0,0,24,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,13,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,15
LGA25620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,19,10,3,39,0,0,3,18,17,25,11,0,0,83,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,8,8,3,0,0,0,23,0,0,0,0,0,0,3,0,3,3,0,0,0,3,3,10,16,3,3,44,0,0,0,0,0,3,0,0,0,7,0,0,4,3,3,3,3,0,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,3,0,0,0,12
LGA25710,0,0,0,6,3,10,3,0,0,22,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,20,10,14,25,13,7,104,4,18,18,99,83,57,26,6,0,310,0,0,3,9,15,3,12,3,0,46,0,0,0,4,3,3,0,0,0,15,0,0,0,5,3,0,0,0,0,9,0,3,3,37,14,6,6,0,0,77,0,0,0,23,6,11,5,0,3,51,0,3,6,21,30,40,28,19,8,162,0,3,3,11,14,6,6,0,0,40,0,13,15,63,53,20,6,3,0,175,0,0,0,0,5,11,5,0,0,23,0,0,4,25,17,19,11,3,4,79,0,0,0,4,0,0,0,0,0,4,0,3,5,18,5,6,0,0,0,49,0,0,0,11,15,20,9,0,0,59,0,5,0,4,3,4,0,0,0,16,3,10,9,32,29,23,14,3,0,125
LGA25810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,3,3,3,0,16,0,0,0,8,12,11,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,16,8,7,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,0,3,21,0,0,0,3,0,0,0,0,0,5,0,0,3,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,9,0,0,4,17,0,0,0,0,0,21,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8
LGA25900,0,0,3,38,11,12,7,8,3,68,0,0,0,3,0,4,3,0,0,14,0,0,17,27,0,0,0,0,0,48,4,13,8,53,20,16,24,7,3,147,18,27,179,873,210,150,50,21,3,1520,0,0,6,42,13,14,4,3,3,75,0,0,3,23,0,0,0,0,0,31,0,3,3,20,14,6,0,0,0,40,0,5,17,185,30,28,12,3,0,275,0,0,3,94,23,60,53,32,44,303,3,3,15,147,58,26,31,11,9,308,3,9,34,88,25,11,9,4,0,184,0,0,24,193,52,36,19,3,4,345,0,0,0,19,4,7,11,14,7,59,0,0,5,70,13,14,4,3,0,114,0,0,15,92,3,15,0,0,0,131,3,3,14,143,24,10,6,0,0,203,0,0,0,18,12,3,5,0,0,30,0,3,0,33,17,15,7,3,5,81,27,47,49,291,77,53,39,0,3,585
LGA25990,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,0,0,12,0,0,0,10,5,10,9,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5
LGA26080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,4,0,5,7,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
LGA26170,0,0,0,0,3,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,33,44,16,12,126,0,19,8,48,32,48,22,4,3,194,0,0,0,0,3,0,4,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,22,25,7,7,0,0,61,0,0,0,0,0,0,3,0,0,3,0,0,0,7,8,19,24,14,10,73,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,4,6,0,0,30,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,4,9,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,7,9,7,0,0,37
LGA26260,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,8,3,9,35,3,6,11,31,28,9,10,3,3,104,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,9,0,3,4,13,5,3,4,0,0,31,0,0,0,0,0,0,0,0,0,7,0,0,0,0,5,7,6,10,0,31,0,0,0,4,0,0,0,0,0,4,0,3,3,9,5,3,0,0,0,29,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,9,5,0,0,21
