LGA_CODE_2016,M_Afghanistan_0_4,M_Afghanistan_5_14,M_Afghanistan_15_24,M_Afghanistan_25_44,M_Afghanistan_45_54,M_Afghanistan_55_64,M_Afghanistan_65_74,M_Afghanistan_75_84,M_Afghanistan_85ov,M_Afghanistan_Tot,M_Australia_0_4,M_Australia_5_14,M_Australia_15_24,M_Australia_25_44,M_Australia_45_54,M_Australia_55_64,M_Australia_65_74,M_Australia_75_84,M_Australia_85ov,M_Australia_Tot,M_Bangladesh_0_4,M_Bangladesh_5_14,M_Bangladesh_15_24,M_Bangladesh_25_44,M_Bangladesh_45_54,M_Bangladesh_55_64,M_Bangladesh_65_74,M_Bangladesh_75_84,M_Bangladesh_85ov,M_Bangladesh_Tot,M_Bosnia_Herzegov_0_4,M_Bosnia_Herzegov_5_14,M_Bosnia_Herzegov_15_24,M_Bosnia_Herzegov_25_44,M_Bosnia_Herzegov_45_54,M_Bosnia_Herzegov_55_64,M_Bosnia_Herzegov_65_74,M_Bosnia_Herzegov_75_84,M_Bosnia_Herzegov_85ov,M_Bosnia_Herzegov_Tot,M_Cambodia_0_4,M_Cambodia_5_14,M_Cambodia_15_24,M_Cambodia_25_44,M_Cambodia_45_54,M_Cambodia_55_64,M_Cambodia_65_74,M_Cambodia_75_84,M_Cambodia_85ov,M_Cambodia_Tot,M_Canada_0_4,M_Canada_5_14,M_Canada_15_24,M_Canada_25_44,M_Canada_45_54,M_Canada_55_64,M_Canada_65_74,M_Canada_75_84,M_Canada_85ov,M_Canada_Tot,M_Chile_0_4,M_Chile_5_14,M_Chile_15_24,M_Chile_25_44,M_Chile_45_54,M_Chile_55_64,M_Chile_65_74,M_Chile_75_84,M_Chile_85ov,M_Chile_Tot,M_China_0_4,M_China_5_14,M_China_15_24,M_China_25_44,M_China_45_54,M_China_55_64,M_China_65_74,M_China_75_84,M_China_85ov,M_China_Tot,M_Croatia_0_4,M_Croatia_5_14,M_Croatia_15_24,M_Croatia_25_44,M_Croatia_45_54,M_Croatia_55_64,M_Croatia_65_74,M_Croatia_75_84,M_Croatia_85ov,M_Croatia_Tot,M_Egypt_0_4,M_Egypt_5_14,M_Egypt_15_24,M_Egypt_25_44,M_Egypt_45_54,M_Egypt_55_64,M_Egypt_65_74,M_Egypt_75_84,M_Egypt_85ov,M_Egypt_Tot,M_England_0_4,M_England_5_14,M_England_15_24,M_England_25_44,M_England_45_54,M_England_55_64,M_England_65_74,M_England_75_84,M_England_85ov,M_England_Tot,M_Fiji_0_4,M_Fiji_5_14,M_Fiji_15_24,M_Fiji_25_44,M_Fiji_45_54,M_Fiji_55_64,M_Fiji_65_74,M_Fiji_75_84,M_Fiji_85ov,M_Fiji_Tot,M_France_0_4,M_France_5_14,M_France_15_24,M_France_25_44,M_France_45_54,M_France_55_64,M_France_65_74,M_France_75_84,M_France_85ov,M_France_Tot,M_Germany_0_4,M_Germany_5_14,M_Germany_15_24,M_Germany_25_44,M_Germany_45_54,M_Germany_55_64,M_Germany_65_74,M_Germany_75_84,M_Germany_85ov,M_Germany_Tot,M_Greece_0_4,M_Greece_5_14,M_Greece_15_24,M_Greece_25_44,M_Greece_45_54,M_Greece_55_64,M_Greece_65_74,M_Greece_75_84,M_Greece_85ov,M_Greece_Tot,M_Hong_Kong_0_4,M_Hong_Kong_5_14,M_Hong_Kong_15_24,M_Hong_Kong_25_44,M_Hong_Kong_45_54,M_Hong_Kong_55_64,M_Hong_Kong_65_74,M_Hong_Kong_75_84,M_Hong_Kong_85ov,M_Hong_Kong_Tot,M_India_0_4,M_India_5_14,M_India_15_24,M_India_25_44,M_India_45_54,M_India_55_64,M_India_65_74,M_India_75_84,M_India_85ov,M_India_Tot,M_Indonesia_0_4,M_Indonesia_5_14,M_Indonesia_15_24,M_Indonesia_25_44,M_Indonesia_45_54,M_Indonesia_55_64,M_Indonesia_65_74,M_Indonesia_75_84,M_Indonesia_85ov,M_Indonesia_Tot,M_Iran_0_4,M_Iran_5_14,M_Iran_15_24,M_Iran_25_44,M_Iran_45_54,M_Iran_55_64,M_Iran_65_74,M_Iran_75_84,M_Iran_85ov,M_Iran_Tot,M_Iraq_0_4,M_Iraq_5_14,M_Iraq_15_24,M_Iraq_25_44,M_Iraq_45_54,M_Iraq_55_64,M_Iraq_65_74,M_Iraq_75_84,M_Iraq_85ov,M_Iraq_Tot
LGA24900,0,0,0,0,0,0,0,0,0,0,768,1667,1414,2217,1502,1701,1428,853,286,11841,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,8,0,0,0,4,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,11,0,0,0,4,3,0,3,4,0,14,0,0,0,0,0,0,3,3,0,7,0,5,10,26,41,50,102,59,27,309,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,26,6,0,38,0,0,0,0,0,4,9,0,0,11,0,0,0,0,0,0,0,0,0,0,4,5,13,66,7,4,3,3,0,105,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,7,3,6,10,4,0,0,0,30
LGA24970,0,3,13,46,26,19,12,0,0,119,4166,7311,7576,9127,4945,3475,2604,1918,899,42018,6,23,79,170,41,27,11,0,0,349,0,0,0,20,18,14,5,4,0,61,0,3,28,71,66,30,12,9,0,213,5,19,22,49,26,13,4,0,3,140,0,3,9,31,18,16,19,5,0,106,94,461,3050,4048,1252,862,401,213,61,10438,0,0,0,14,36,32,44,53,12,196,0,18,17,40,38,66,72,64,29,331,24,112,118,297,305,289,330,218,107,1802,0,0,18,48,35,24,9,5,0,143,0,8,11,49,23,13,7,0,3,115,0,9,26,73,42,27,101,103,15,394,0,41,58,136,217,291,573,621,162,2101,8,62,249,419,151,185,112,40,0,1222,98,394,717,2746,562,354,182,85,31,5176,12,48,197,410,67,52,49,16,7,864,3,28,39,192,51,25,14,5,0,364,5,16,6,37,17,12,5,9,0,106
LGA25060,0,0,3,10,0,3,0,0,0,19,3006,5798,5771,10761,5313,3677,1884,938,399,37544,0,3,5,29,3,0,3,0,0,44,0,0,0,22,15,14,5,14,0,68,0,0,3,8,7,10,0,0,0,26,3,3,4,32,27,6,6,0,0,78,0,0,3,30,23,14,27,3,0,105,5,15,162,280,95,98,54,40,25,773,0,3,0,14,45,37,64,74,12,256,3,15,12,48,29,36,51,43,12,240,14,55,48,316,214,167,164,76,25,1077,0,0,3,26,8,10,7,3,0,59,0,3,3,34,11,10,6,5,0,66,3,3,5,33,20,15,78,28,14,197,0,8,16,25,64,140,176,190,58,675,0,6,12,52,26,24,12,4,4,136,36,79,165,937,105,87,59,26,7,1500,0,8,14,51,14,7,7,3,0,96,3,19,19,180,29,12,9,8,0,277,0,3,9,15,20,0,3,0,0,59
LGA25150,0,0,0,0,0,0,0,0,0,0,1009,2066,1786,3081,1791,1469,1032,361,114,12716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,12,0,0,0,3,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,3,6,6,9,3,0,27,0,0,0,0,0,4,0,0,0,10,0,18,10,69,118,118,118,61,10,530,0,0,0,7,0,0,0,0,0,9,0,0,0,0,4,0,0,0,0,5,0,4,0,10,10,13,49,10,0,92,0,0,0,0,4,6,3,4,0,21,0,0,0,0,3,0,0,0,0,4,0,3,11,65,3,8,3,0,0,98,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA25250,0,3,9,30,5,3,0,0,0,54,4604,6705,6869,16711,5685,3467,1439,759,519,46753,0,22,22,189,22,12,3,0,0,275,0,0,3,30,13,10,4,4,0,66,0,0,0,14,0,3,0,3,0,19,4,3,11,98,19,8,4,0,0,148,3,3,0,56,18,9,5,3,0,100,5,27,297,455,124,143,35,26,7,1120,0,0,0,16,38,24,28,61,15,175,4,14,4,61,24,52,61,52,22,296,16,71,87,767,320,191,142,52,32,1682,0,4,8,67,38,19,6,7,0,150,0,3,11,76,22,17,6,0,0,143,3,8,12,115,36,26,59,21,14,295,3,19,25,70,144,211,421,511,151,1553,3,4,20,80,10,9,3,0,0,132,65,110,321,1631,103,61,41,19,6,2351,26,28,31,175,15,10,4,3,0,286,3,31,27,278,24,15,5,0,0,380,3,22,32,147,88,44,19,19,4,370
LGA25340,0,0,0,3,0,3,0,0,0,14,3882,8612,7478,11974,7290,6984,5994,3261,1189,56671,0,0,0,4,0,0,0,0,0,4,0,0,0,10,6,3,4,3,0,21,0,0,0,5,4,0,0,0,0,15,0,14,8,44,24,15,18,3,3,128,0,0,0,7,9,6,11,4,0,42,3,10,58,38,27,15,15,11,3,175,0,0,0,7,20,32,35,34,7,134,0,0,0,5,6,25,26,14,4,78,35,303,311,675,1052,873,1238,810,276,5583,0,0,0,7,3,6,3,3,0,22,0,9,8,17,9,3,14,6,3,70,0,11,17,25,51,55,157,114,22,458,0,0,3,10,25,42,94,84,23,279,0,4,9,14,0,9,0,3,0,44,3,10,7,78,18,19,19,16,4,170,3,0,3,10,8,6,5,9,3,47,0,0,0,3,8,4,4,0,0,14,0,0,0,9,5,0,0,3,0,14
LGA25430,0,0,0,0,0,0,0,0,0,3,384,939,802,1505,1021,1231,911,458,154,7411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,5,3,3,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,9,5,10,0,0,0,28,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,5,43,60,87,92,47,17,348,0,0,0,0,0,3,0,0,0,7,0,0,0,6,3,0,0,0,0,9,0,0,0,3,5,3,16,6,0,39,0,0,0,3,0,0,7,0,0,10,0,0,4,6,0,0,0,0,0,21,0,0,0,24,3,5,0,3,0,34,0,0,3,3,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,6
LGA25490,0,0,0,0,0,0,0,0,0,0,460,1084,766,1450,937,1055,744,345,109,6950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,10,10,17,25,39,41,17,3,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,5,0,4,3,0,16,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA25620,0,0,0,0,0,0,0,0,0,0,279,753,539,1105,799,873,785,292,96,5519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,4,0,0,8,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,4,6,15,54,73,75,30,10,275,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,14,8,0,36,0,0,0,0,0,5,5,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,11,0,3,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
LGA25710,0,0,3,0,0,0,0,0,0,3,1582,4049,4000,5300,3621,3202,1741,545,157,24185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,7,4,15,17,12,3,3,0,60,0,0,0,4,0,0,0,0,0,6,3,20,20,88,24,15,9,4,0,181,0,0,0,0,19,14,14,6,0,55,0,0,0,5,3,11,8,3,0,32,0,90,117,223,361,265,227,99,20,1407,0,0,0,3,4,8,3,0,0,18,0,0,0,9,10,9,3,0,0,30,0,7,8,17,23,16,62,26,0,158,0,0,0,3,23,34,24,8,4,97,0,3,7,10,0,4,3,0,0,33,3,5,3,62,15,21,14,0,3,127,0,0,0,6,0,3,3,0,0,19,0,3,4,24,8,8,6,0,0,49,0,0,0,4,0,0,0,0,0,7
LGA25810,0,0,0,0,0,0,0,0,0,0,263,553,560,929,659,767,651,311,110,4810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,24,33,16,7,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,3,4,0,13,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,5,16,0,0,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA25900,0,0,0,0,0,0,0,0,0,8,2083,2815,2792,11014,4065,3065,1767,647,208,28471,0,0,3,25,0,3,0,0,0,33,0,0,0,19,4,13,3,0,0,38,0,0,0,9,0,3,0,0,0,7,3,0,11,120,29,14,8,0,0,194,0,0,3,39,6,10,6,0,0,69,8,35,176,331,58,51,23,11,3,711,0,0,0,19,12,16,15,4,0,69,0,0,0,17,10,13,26,7,3,73,22,78,145,1317,451,312,256,81,25,2690,0,0,0,26,3,5,3,0,0,40,5,21,22,211,28,21,20,5,3,333,3,3,14,149,39,19,61,25,3,326,0,0,8,29,57,65,131,197,50,533,4,11,11,70,16,14,7,3,0,142,31,52,91,852,58,38,30,12,0,1160,0,3,35,101,8,11,6,0,0,172,0,0,5,110,10,3,10,0,0,135,0,0,0,13,3,3,4,3,0,25
LGA25990,0,0,0,0,0,0,0,0,0,0,163,367,270,622,451,541,478,169,47,3118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,26,35,36,25,4,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,4,5,0,14,0,0,0,0,3,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
LGA26080,0,0,0,0,0,0,0,0,0,0,28,120,90,126,109,188,221,124,42,1048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,10,9,22,9,6,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA26170,0,0,0,0,0,0,0,0,0,0,786,1633,1321,2206,1565,1650,1380,598,205,11337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,8,0,0,0,0,0,3,0,0,0,3,0,4,0,11,0,0,0,0,0,16,0,0,0,0,0,0,3,0,0,4,0,0,0,3,0,0,7,0,0,7,0,3,5,34,75,98,162,87,29,491,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,3,0,5,0,0,0,8,3,10,24,14,3,62,0,0,0,0,0,0,4,0,0,12,0,0,0,0,0,0,0,0,0,4,0,7,3,23,11,4,3,3,0,47,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA26260,0,0,0,0,0,0,0,0,0,0,413,916,825,1273,862,994,806,385,148,6626,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,16,0,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,16,15,31,36,27,11,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,16,0,0,0,0,0,0,3,0,0,6,0,0,4,0,0,0,0,0,0,3,0,0,3,19,0,0,0,3,0,27,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA26350,0,0,0,17,0,0,0,0,0,17,1954,3580,4223,10062,3859,2881,2140,1080,436,30206,0,0,6,22,3,0,3,0,0,33,0,0,3,13,5,10,3,7,3,33,0,3,8,11,4,8,0,0,0,33,4,5,14,89,20,19,5,8,0,161,3,0,0,32,8,0,5,0,0,49,20,48,605,664,163,122,64,32,7,1738,0,0,3,12,6,14,3,9,3,50,4,4,5,13,4,11,19,20,9,89,22,72,145,848,298,231,267,89,36,2003,0,0,3,30,4,4,0,0,0,43,3,4,28,160,15,15,11,5,3,248,0,0,9,81,24,16,62,34,19,239,0,7,6,49,43,100,138,291,93,730,4,26,48,81,28,29,21,7,0,253,37,57,160,1042,50,41,39,21,3,1441,0,4,121,113,15,13,4,3,0,271,0,6,10,99,17,9,3,0,3,142,0,0,0,8,5,0,0,0,0,13
LGA26430,0,0,0,0,0,0,0,0,0,0,216,499,401,711,521,725,633,332,106,4144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,3,3,0,5,0,0,0,0,0,0,3,0,0,6,0,4,0,12,15,32,45,29,8,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,7,4,3,27,0,0,0,0,0,0,9,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,21,4,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA26490,0,0,0,0,0,0,0,0,0,0,923,1967,1373,2713,1665,1599,1172,433,140,11983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,12,0,3,0,0,37,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,3,0,0,0,8,0,0,0,0,0,3,3,3,0,14,0,0,0,0,0,0,3,0,0,3,6,33,36,115,88,102,101,60,10,556,0,0,0,4,0,0,0,0,0,4,0,0,3,10,0,0,0,0,0,16,0,3,3,17,3,12,19,9,3,67,0,0,0,0,3,3,9,4,0,18,0,0,0,3,0,0,0,0,0,7,0,0,0,19,4,3,4,0,0,29,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA26610,0,5,18,39,31,12,0,0,0,114,629,1155,990,1611,981,1041,731,416,150,7701,0,0,0,3,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,15,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,18,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,9,9,18,25,15,4,86,0,0,0,5,4,3,0,3,0,17,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,4,5,0,11,0,0,0,0,3,0,3,0,0,12,0,0,0,7,0,0,0,0,0,11,3,10,13,102,9,7,0,0,0,141,0,0,4,16,6,0,0,0,0,27,0,0,3,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
LGA26670,0,0,0,0,0,0,0,0,0,0,134,318,276,428,366,451,376,154,56,2556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,3,11,13,28,15,3,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA26700,0,0,0,0,0,0,0,0,0,0,730,1684,1370,2398,1595,1595,1192,631,242,11439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,3,9,0,0,0,0,0,14,0,0,0,0,0,3,4,3,0,9,0,0,0,0,0,0,0,0,0,3,0,0,3,20,48,52,78,45,16,260,0,0,0,0,0,0,3,0,0,6,0,0,0,4,4,0,0,0,0,6,0,0,0,3,0,17,19,7,3,50,0,0,0,0,0,0,4,4,0,11,0,0,0,0,0,0,0,0,0,3,0,3,0,35,0,0,3,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
LGA26730,0,0,0,0,0,0,0,0,0,0,943,1928,1980,3127,1738,1688,1277,637,259,13573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,3,17,33,8,4,0,0,0,74,0,0,0,0,0,0,0,3,0,7,0,3,3,3,0,0,0,0,0,11,3,6,16,45,60,48,60,32,14,287,0,0,0,7,3,0,0,0,0,11,0,0,0,6,3,0,0,0,0,9,0,0,3,3,3,0,4,3,0,20,0,0,0,0,0,0,5,0,3,5,0,0,8,11,0,0,0,0,0,18,0,3,0,21,7,3,3,0,0,39,0,0,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA26810,0,0,0,3,0,0,0,0,0,3,1163,2397,2191,4027,2216,2497,1861,852,283,17475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,9,3,5,3,0,0,23,0,0,0,0,0,0,0,0,0,4,0,0,0,28,3,4,0,0,0,41,0,0,0,3,7,6,12,5,0,33,0,0,0,3,0,5,5,3,0,10,0,12,13,58,103,129,173,79,25,588,0,0,0,8,3,3,0,0,0,13,0,0,6,0,3,3,0,0,0,14,0,0,0,0,8,10,41,22,3,98,0,0,0,0,0,7,5,0,0,13,0,0,6,14,3,0,0,0,0,19,0,8,4,82,0,0,0,0,0,100,0,0,0,7,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,0,0,5,0,0,0,0,0,4
LGA26890,0,0,0,0,0,0,0,0,0,0,106,214,190,307,249,275,217,125,44,1724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,8,4,4,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA26980,0,0,3,15,3,5,0,4,0,34,4010,7686,7130,9879,5923,4424,3037,2069,955,45109,4,6,25,44,16,0,3,0,0,99,0,4,0,15,11,7,3,5,0,42,0,0,16,48,43,57,21,13,0,203,3,11,11,42,26,18,4,3,0,117,0,5,0,17,13,4,15,0,0,56,88,356,2015,3482,969,725,396,229,68,8326,0,0,3,5,12,18,22,28,14,101,0,7,4,27,18,26,26,28,11,145,18,106,121,356,389,343,367,223,114,2040,0,3,5,30,22,18,14,4,4,114,0,8,8,39,10,11,17,3,0,92,3,9,11,38,32,40,93,70,26,321,0,3,0,28,52,97,226,270,75,755,6,39,168,517,128,193,86,34,7,1180,53,157,465,1541,231,143,102,43,22,2754,0,16,106,216,53,21,25,13,3,448,3,48,46,284,61,34,18,4,6,505,0,5,6,15,4,5,3,0,0,41
LGA27070,0,13,28,71,22,15,4,0,0,152,7516,11017,9015,16345,6127,3792,1978,788,292,56867,0,4,20,103,25,5,4,0,0,160,0,0,7,61,41,42,23,14,0,180,0,0,9,41,26,33,8,3,0,130,0,7,7,28,12,4,0,0,3,65,0,0,0,22,24,14,13,3,0,69,26,44,320,890,184,146,92,35,12,1749,0,0,3,33,65,65,61,59,9,287,3,35,19,140,49,90,106,34,12,487,9,115,71,288,252,223,209,124,21,1315,0,12,23,140,63,36,18,13,7,313,0,0,0,7,17,9,11,0,0,48,0,4,20,51,27,24,50,21,3,203,0,33,49,102,201,364,506,448,76,1790,0,4,21,69,21,25,9,6,0,160,85,338,796,3981,419,245,120,37,9,6038,0,12,26,89,17,18,11,3,0,180,17,146,131,489,91,32,17,3,0,927,12,77,120,463,309,112,37,20,4,1158
LGA27170,0,0,0,5,0,0,0,0,0,3,1322,2445,2557,4075,2020,1792,1150,497,177,16035,0,0,0,4,0,0,0,0,0,5,0,0,0,0,4,0,3,3,0,10,0,0,0,0,0,0,0,0,0,3,0,0,4,5,3,5,0,0,0,15,0,0,0,0,0,0,0,0,0,4,0,0,3,15,3,0,5,0,0,33,0,0,0,0,6,10,12,17,3,48,0,0,0,3,0,0,0,0,0,3,3,10,19,51,86,67,77,39,9,353,0,0,3,7,4,0,0,0,0,14,0,0,0,0,0,3,3,0,0,7,0,3,3,6,7,28,64,20,8,144,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,4,0,0,5,7,9,0,106,10,7,7,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0
