LGA_CODE_2016,NegNil_Inc_BE_WFT,NegNil_Inc_BE_WPT,NegNil_Inc_BE_BAW,NegNil_Inc_1EFT_OthPT,NegNil_Inc_1EFT_OthAW,NegNil_Inc_1EFT_OthNW,NegNil_Inc_1EPT_OthAW,NegNil_Inc_1EPT_OthNW,NegNil_Inc_1AW_OthNW,NegNil_Inc_BNW,NegNil_Inc_LFsta_NS,NegNil_Inc_Tot,I_1_149_BE_WFT,I_1_149_BE_WPT,I_1_149_BE_BAW,I_1_149_1EFT_OthPT,I_1_149_1EFT_OthAW,I_1_149_1EFT_OthNW,I_1_149_1EPT_OthAW,I_1_149_1EPT_OthNW,I_1_149_1AW_OthNW,I_1_149_BNW,I_1_149_LFsta_NS,I_1_149_Tot,I_150_299_BE_WFT,I_150_299_BE_WPT,I_150_299_BE_BAW,I_150_299_1EFT_OthPT,I_150_299_1EFT_OthAW,I_150_299_1EFT_OthNW,I_150_299_1EPT_OthAW,I_150_299_1EPT_OthNW,I_150_299_1AW_OthNW,I_150_299_BNW,I_150_299_LFsta_NS,I_150_299_Tot,I_300_399_BE_WFT,I_300_399_BE_WPT,I_300_399_BE_BAW,I_300_399_1EFT_OthPT,I_300_399_1EFT_OthAW,I_300_399_1EFT_OthNW,I_300_399_1EPT_OthAW,I_300_399_1EPT_OthNW,I_300_399_1AW_OthNW,I_300_399_BNW,I_300_399_LFsta_NS,I_300_399_Tot,I_400_499_BE_WFT,I_400_499_BE_WPT,I_400_499_BE_BAW,I_400_499_1EFT_OthPT,I_400_499_1EFT_OthAW,I_400_499_1EFT_OthNW,I_400_499_1EPT_OthAW,I_400_499_1EPT_OthNW,I_400_499_1AW_OthNW,I_400_499_BNW,I_400_499_LFsta_NS,I_400_499_Tot,I_500_649_BE_WFT,I_500_649_BE_WPT,I_500_649_BE_BAW,I_500_649_1EFT_OthPT,I_500_649_1EFT_OthAW,I_500_649_1EFT_OthNW,I_500_649_1EPT_OthAW,I_500_649_1EPT_OthNW,I_500_649_1AW_OthNW,I_500_649_BNW,I_500_649_LFsta_NS,I_500_649_Tot,I_650_799_BE_WFT,I_650_799_BE_WPT,I_650_799_BE_BAW,I_650_799_1EFT_OthPT,I_650_799_1EFT_OthAW,I_650_799_1EFT_OthNW,I_650_799_1EPT_OthAW,I_650_799_1EPT_OthNW,I_650_799_1AW_OthNW,I_650_799_BNW,I_650_799_LFsta_NS,I_650_799_Tot,I_800_999_BE_WFT,I_800_999_BE_WPT,I_800_999_BE_BAW,I_800_999_1EFT_OthPT,I_800_999_1EFT_OthAW,I_800_999_1EFT_OthNW,I_800_999_1EPT_OthAW,I_800_999_1EPT_OthNW,I_800_999_1AW_OthNW,I_800_999_BNW,I_800_999_LFsta_NS,I_800_999_Tot,I_1000_1249_BE_WFT,I_1000_1249_BE_WPT,I_1000_1249_BE_BAW,I_1000_1249_1EFT_OthPT,I_1000_1249_1EFT_OthAW,I_1000_1249_1EFT_OthNW,I_1000_1249_1EPT_OthAW,I_1000_1249_1EPT_OthNW,I_1000_1249_1AW_OthNW,I_1000_1249_BNW,I_1000_1249_LFsta_NS,I_1000_1249_Tot,I_1250_1499_BE_WFT,I_1250_1499_BE_WPT,I_1250_1499_BE_BAW,I_1250_1499_1EFT_OthPT,I_1250_1499_1EFT_OthAW,I_1250_1499_1EFT_OthNW,I_1250_1499_1EPT_OthAW,I_1250_1499_1EPT_OthNW,I_1250_1499_1AW_OthNW,I_1250_1499_BNW,I_1250_1499_LFsta_NS,I_1250_1499_Tot,I_1500_1749_BE_WFT,I_1500_1749_BE_WPT,I_1500_1749_BE_BAW,I_1500_1749_1EFT_OthPT,I_1500_1749_1EFT_OthAW,I_1500_1749_1EFT_OthNW,I_1500_1749_1EPT_OthAW,I_1500_1749_1EPT_OthNW,I_1500_1749_1AW_OthNW,I_1500_1749_BNW,I_1500_1749_LFsta_NS,I_1500_1749_Tot,I_1750_1999_BE_WFT,I_1750_1999_BE_WPT,I_1750_1999_BE_BAW,I_1750_1999_1EFT_OthPT,I_1750_1999_1EFT_OthAW,I_1750_1999_1EFT_OthNW,I_1750_1999_1EPT_OthAW,I_1750_1999_1EPT_OthNW,I_1750_1999_1AW_OthNW,I_1750_1999_BNW,I_1750_1999_LFsta_NS,I_1750_1999_Tot,I_2000_2499_BE_WFT,I_2000_2499_BE_WPT,I_2000_2499_BE_BAW,I_2000_2499_1EFT_OthPT,I_2000_2499_1EFT_OthAW,I_2000_2499_1EFT_OthNW,I_2000_2499_1EPT_OthAW,I_2000_2499_1EPT_OthNW,I_2000_2499_1AW_OthNW,I_2000_2499_BNW,I_2000_2499_LFsta_NS,I_2000_2499_Tot,I_2500_2999_BE_WFT,I_2500_2999_BE_WPT,I_2500_2999_BE_BAW,I_2500_2999_1EFT_OthPT,I_2500_2999_1EFT_OthAW,I_2500_2999_1EFT_OthNW,I_2500_2999_1EPT_OthAW,I_2500_2999_1EPT_OthNW,I_2500_2999_1AW_OthNW,I_2500_2999_BNW,I_2500_2999_LFsta_NS,I_2500_2999_Tot,I_3000_3499_BE_WFT,I_3000_3499_BE_WPT,I_3000_3499_BE_BAW,I_3000_3499_1EFT_OthPT,I_3000_3499_1EFT_OthAW,I_3000_3499_1EFT_OthNW,I_3000_3499_1EPT_OthAW,I_3000_3499_1EPT_OthNW,I_3000_3499_1AW_OthNW,I_3000_3499_BNW,I_3000_3499_LFsta_NS,I_3000_3499_Tot,I_3500_3999_BE_WFT,I_3500_3999_BE_WPT,I_3500_3999_BE_BAW,I_3500_3999_1EFT_OthPT,I_3500_3999_1EFT_OthAW,I_3500_3999_1EFT_OthNW,I_3500_3999_1EPT_OthAW,I_3500_3999_1EPT_OthNW,I_3500_3999_1AW_OthNW,I_3500_3999_BNW,I_3500_3999_LFsta_NS,I_3500_3999_Tot,I_4000more_BE_WFT,I_4000more_BE_WPT,I_4000more_BE_BAW,I_4000more_1EFT_OthPT,I_4000more_1EFT_OthAW,I_4000more_1EFT_OthNW,I_4000more_1EPT_OthAW,I_4000more_1EPT_OthNW
LGA22750,8,3,0,0,0,0,0,7,3,278,0,299,3,3,0,0,0,8,0,11,0,148,0,180,0,7,0,3,0,3,0,48,5,89,3,157,0,0,0,0,0,5,0,29,4,61,0,98,10,31,4,5,0,12,6,110,7,942,6,1130,8,37,0,16,0,43,3,134,8,344,3,592,13,83,6,44,3,122,5,265,25,2672,61,3309,20,126,4,91,7,240,18,312,26,1167,14,2026,61,171,3,258,21,336,25,273,33,1210,15,2413,219,190,11,450,25,237,23,218,28,751,15,2168,233,78,12,369,20,218,12,88,15,203,0,1261,361,74,22,414,30,194,17,76,12,218,4,1419,1252,109,23,648,59,253,25,102,20,248,13,2765,858,49,23,440,43,74,24,43,9,81,3,1661,488,21,9,163,25,39,8,22,0,59,0,829,248,11,7,52,13,61,3,16,7,31,0,446,364,41,19,206,19,95,10,51
LGA22830,8,4,0,3,0,0,0,0,0,84,0,100,3,7,0,0,0,4,0,8,0,34,3,60,0,0,0,3,0,6,0,8,0,24,0,41,0,0,0,0,0,0,0,3,0,21,0,24,10,8,0,3,0,8,0,13,0,243,9,300,4,12,3,4,0,14,3,42,4,72,3,173,13,18,4,23,0,44,3,64,12,741,14,933,17,18,3,24,5,74,3,69,14,247,10,478,44,48,3,108,8,106,5,68,13,265,4,672,105,32,11,135,13,82,7,45,3,150,4,597,89,29,5,102,8,51,4,25,7,28,0,341,144,26,0,100,15,43,4,16,5,45,4,395,330,21,8,165,21,47,10,13,3,49,3,678,207,17,3,107,11,26,4,12,4,21,0,408,101,3,0,33,6,6,0,4,0,5,0,171,41,0,0,7,0,10,0,5,3,3,0,75,65,13,4,32,4,16,0,10
LGA22910,0,0,0,3,0,0,0,0,0,16,0,24,0,4,0,0,0,3,0,3,0,14,0,22,0,0,0,3,0,0,0,7,0,10,0,19,0,0,0,0,0,0,0,4,0,3,0,3,5,8,0,3,0,0,0,14,4,59,0,88,0,6,0,3,0,5,0,16,0,31,0,65,8,13,0,17,0,7,0,39,6,219,3,304,9,13,0,11,0,24,4,39,0,97,0,202,18,19,5,25,3,25,10,25,4,87,7,218,23,24,8,47,0,7,0,15,3,61,0,185,16,5,3,25,3,20,3,8,7,13,0,92,20,7,0,25,3,6,0,3,0,12,0,86,66,8,3,47,4,37,4,9,0,16,0,201,53,5,0,30,3,4,0,3,0,5,0,113,15,3,0,15,4,3,0,0,0,3,0,45,9,0,0,4,3,8,0,0,0,5,0,36,25,6,0,13,0,7,0,3
LGA22980,3,0,0,4,0,3,0,3,0,8,0,15,4,0,0,0,0,0,0,0,0,10,0,15,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,3,0,3,0,4,0,27,0,41,0,0,0,0,0,0,0,12,0,14,0,28,0,3,0,5,0,6,0,3,3,118,0,142,3,4,0,7,0,3,0,7,3,40,0,64,9,5,0,15,0,8,3,0,0,42,0,89,18,7,0,20,0,9,0,9,0,20,7,87,0,0,0,11,0,6,4,0,0,0,0,19,19,4,0,8,0,4,3,3,0,6,0,43,19,3,3,20,0,3,3,3,0,3,0,61,17,0,0,15,3,0,0,0,0,0,0,39,11,0,0,3,0,0,0,0,0,3,0,12,4,0,0,4,0,0,0,0,0,0,0,11,3,0,0,4,0,6,0,0
LGA23110,5,0,0,0,0,9,0,3,0,140,0,152,0,3,3,0,0,0,0,5,0,82,0,97,0,0,0,0,0,5,0,13,0,45,0,57,0,0,0,0,0,0,0,6,4,16,0,28,0,4,0,0,0,8,0,30,4,305,8,356,0,9,0,3,0,13,0,45,3,73,3,153,4,20,4,11,3,40,4,54,11,741,14,898,5,26,0,22,4,106,3,67,13,265,8,522,21,30,3,56,4,127,3,63,7,270,3,592,53,48,3,114,7,104,0,43,15,158,7,538,91,8,4,101,5,80,6,31,4,51,0,383,131,21,3,111,12,102,11,14,3,49,0,455,470,22,20,196,22,141,9,38,11,67,0,984,450,14,0,146,20,55,4,19,3,25,6,739,329,5,5,79,5,17,5,6,3,17,0,482,222,8,6,35,9,45,0,3,3,5,0,335,409,21,7,99,13,51,3,11
LGA23190,4,0,0,3,0,0,0,0,3,15,0,28,0,5,0,0,0,0,0,5,0,11,0,14,0,0,0,0,0,0,0,5,0,8,0,19,0,0,0,0,0,0,0,0,0,3,0,9,3,0,3,3,0,0,0,4,3,77,3,98,0,3,0,0,0,3,0,13,0,28,0,50,5,14,4,4,0,19,0,22,3,216,4,291,12,8,0,14,0,21,4,30,3,113,5,221,20,25,0,36,3,24,0,23,3,107,0,250,54,18,0,61,7,24,5,6,4,58,4,236,40,6,3,39,4,8,0,5,5,9,0,131,51,8,6,40,6,5,0,5,4,25,0,146,109,5,10,59,4,32,5,6,0,24,0,254,71,7,0,24,4,6,3,3,0,13,0,133,32,4,0,12,0,5,0,0,0,0,0,58,11,0,0,3,3,0,0,3,0,5,0,31,26,4,0,22,4,5,0,7
LGA23270,3,3,0,0,3,3,0,7,3,349,6,377,0,3,0,0,0,6,0,14,3,104,5,138,0,9,0,0,0,4,0,22,3,80,0,115,0,0,0,0,0,4,0,29,0,42,0,81,4,7,0,9,0,24,3,68,3,626,13,752,4,14,0,4,0,51,4,90,10,204,3,390,5,20,4,18,0,116,9,151,27,1470,27,1849,15,48,0,49,0,224,4,136,19,442,4,952,50,75,10,149,10,310,9,121,30,453,3,1213,172,58,5,282,16,220,16,84,19,256,9,1134,203,38,10,238,12,162,10,47,9,65,0,784,294,28,9,227,25,141,6,38,14,52,3,831,920,33,17,325,48,169,12,35,28,70,0,1666,581,14,12,178,27,61,8,12,0,23,0,910,288,12,6,79,8,23,5,4,0,16,0,429,157,6,3,20,18,47,0,6,0,6,0,262,166,5,4,57,7,22,0,11
LGA23350,0,0,0,0,0,0,0,0,0,10,0,15,0,0,0,0,0,0,0,3,0,11,0,13,0,0,0,3,0,0,0,7,0,5,0,17,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,8,0,46,3,76,3,7,0,0,0,8,0,8,0,20,0,42,4,11,0,3,0,4,0,25,3,203,9,271,13,5,0,15,0,29,3,26,3,88,0,182,22,21,4,23,0,33,0,33,3,80,0,218,26,13,0,42,4,26,4,17,7,55,3,189,15,6,0,36,7,24,3,10,3,21,0,126,34,9,3,27,0,16,0,8,3,14,5,124,112,17,3,61,6,20,0,18,7,17,3,259,63,15,0,30,7,6,0,4,3,9,0,135,32,3,0,16,4,4,3,0,0,8,0,67,11,4,0,5,0,3,0,0,0,0,0,18,29,4,6,11,5,8,0,3
LGA23430,7,0,0,0,0,3,0,3,4,257,3,276,0,4,0,0,0,3,3,12,0,119,0,142,0,3,0,3,0,0,0,25,6,59,0,103,0,0,0,0,0,3,0,23,3,28,0,66,3,13,0,0,0,18,0,55,0,504,13,603,8,12,0,12,0,17,3,70,5,172,0,293,7,47,0,19,0,89,3,118,3,1323,29,1644,20,59,5,32,4,154,7,159,18,559,12,1018,50,88,5,113,10,212,8,135,24,564,3,1213,115,89,7,228,7,134,6,100,12,416,4,1118,135,46,3,196,18,153,4,63,8,99,0,719,265,31,6,186,22,131,4,48,4,103,3,798,882,69,17,334,34,196,15,59,12,139,0,1765,755,31,12,272,30,97,7,21,4,61,4,1291,517,13,10,98,18,45,0,14,0,26,0,751,327,3,5,39,13,65,0,5,8,14,0,485,460,20,8,133,26,70,3,16
LGA23670,5,0,0,0,0,6,0,3,0,309,3,326,4,3,0,3,0,0,0,12,3,100,4,136,0,8,0,4,0,4,0,28,0,69,0,109,0,0,0,0,0,3,0,20,0,38,0,68,3,18,4,0,0,3,0,48,5,458,5,548,0,19,0,9,0,32,3,98,12,190,4,377,21,45,7,21,3,86,7,131,6,1335,23,1684,14,51,6,45,3,153,3,164,13,612,9,1072,58,91,0,139,4,242,9,161,18,658,9,1383,151,83,10,274,15,170,7,88,9,386,8,1194,175,50,7,241,6,182,14,70,10,108,4,863,286,36,5,232,15,121,6,34,8,108,5,864,911,65,16,397,37,212,4,43,14,128,5,1827,638,23,13,283,36,87,5,23,8,36,0,1142,415,8,5,126,26,26,4,12,0,19,0,637,228,3,0,35,5,53,0,10,3,8,0,346,238,17,6,100,15,63,7,15
LGA23810,0,0,3,3,0,0,0,0,0,84,0,90,3,0,0,0,0,3,0,13,3,43,0,64,0,0,0,0,0,3,0,14,0,28,0,48,0,0,0,0,0,0,0,7,0,18,0,30,9,4,0,3,0,5,0,41,10,343,5,414,0,4,0,5,0,22,0,55,4,123,0,222,11,24,3,16,0,35,5,101,14,990,23,1219,8,31,0,43,5,78,0,104,14,329,8,621,33,43,0,93,4,90,3,82,12,325,9,693,85,39,0,131,4,102,11,57,16,212,9,681,86,21,0,95,6,94,4,28,13,61,0,409,121,21,9,121,9,69,4,11,9,65,3,437,303,27,7,209,23,128,14,31,26,60,3,834,185,16,7,153,13,40,8,14,5,26,3,462,143,9,4,86,8,19,0,5,0,13,0,285,70,0,5,17,9,50,0,4,3,8,0,172,86,10,3,81,6,38,9,17
LGA23940,0,0,0,3,0,0,0,0,0,8,0,17,5,0,0,6,0,0,0,0,0,13,0,17,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,4,0,6,3,4,0,8,0,0,0,8,0,42,3,68,0,0,0,0,0,3,0,12,0,18,0,33,11,5,0,5,0,3,0,10,0,143,5,188,14,3,0,6,3,8,0,11,6,44,0,100,16,10,0,20,0,16,0,7,0,34,3,109,12,7,3,10,0,9,3,3,0,26,0,82,9,0,0,18,0,11,0,3,0,6,0,44,16,3,0,9,3,6,0,3,0,6,0,44,35,3,0,20,0,3,0,3,0,3,0,70,11,3,3,6,5,6,0,0,0,4,0,35,11,0,0,5,0,0,0,0,0,0,0,17,6,0,0,3,0,0,0,0,0,0,0,8,5,0,0,5,0,0,0,0
LGA24130,5,3,0,0,0,0,0,3,0,45,3,58,0,0,0,0,0,0,0,4,0,26,0,34,0,0,0,0,0,0,0,6,0,17,0,26,0,0,0,0,0,7,0,7,0,11,0,21,3,5,0,3,0,3,0,17,0,137,0,176,3,9,0,5,0,9,3,24,0,50,0,102,4,17,0,3,0,17,0,53,4,387,3,484,11,26,0,12,3,44,5,52,14,201,0,366,19,45,6,44,3,53,9,60,3,247,3,499,39,39,6,87,8,60,4,40,5,143,5,433,35,23,3,79,3,54,4,19,6,56,0,288,57,18,3,57,3,53,3,16,3,47,0,258,183,33,4,137,19,79,9,27,8,66,4,569,150,27,7,99,11,49,3,13,0,33,0,383,119,13,6,56,7,18,4,3,0,10,0,234,73,3,6,20,6,37,0,6,0,4,0,159,146,13,6,57,8,40,0,10
LGA24210,0,0,0,0,0,4,0,8,0,373,6,389,4,3,0,0,0,0,0,9,3,167,4,195,0,9,0,0,0,0,0,24,3,55,0,98,0,0,0,0,0,0,0,16,0,30,0,48,0,15,3,3,0,10,0,52,10,481,16,579,0,13,0,9,0,24,0,68,3,171,5,295,6,37,0,15,0,44,3,108,9,1102,16,1333,18,45,0,23,4,92,3,138,11,549,9,893,27,75,5,76,0,127,12,118,12,610,7,1068,64,63,10,110,10,107,5,88,9,467,11,934,72,35,0,110,7,114,4,65,3,158,3,564,124,39,8,105,5,96,9,44,7,218,5,657,348,53,9,193,19,152,15,57,4,239,3,1090,303,36,9,164,18,69,9,41,3,116,0,751,244,24,7,92,9,23,3,15,0,77,0,500,164,13,0,48,7,77,0,16,3,45,0,373,348,34,3,154,17,130,3,61
LGA24250,0,0,0,0,0,0,0,0,0,16,0,19,0,0,0,0,0,0,0,0,0,5,0,10,0,0,0,3,0,0,0,0,0,8,0,12,0,0,0,0,0,0,0,0,0,4,0,6,0,8,0,0,0,0,0,4,0,48,4,60,3,5,0,4,0,5,0,10,0,18,0,37,0,8,0,3,0,4,0,20,4,130,0,176,7,8,0,4,0,7,0,14,3,38,0,86,15,12,0,16,0,16,4,16,0,45,0,124,24,13,3,25,3,4,4,7,3,33,0,113,15,3,3,16,3,0,0,0,3,5,0,56,19,9,0,9,0,4,0,7,0,6,0,54,31,7,3,23,4,5,3,3,0,12,0,85,19,3,0,13,0,8,0,0,0,0,0,54,16,3,0,7,3,0,0,4,0,3,0,31,3,0,0,0,0,3,0,0,0,4,0,11,7,0,0,3,0,0,0,0
LGA24330,0,0,0,0,0,0,0,0,3,152,0,163,0,0,0,0,0,0,0,12,3,36,0,58,0,3,0,0,0,0,0,19,7,41,0,68,0,0,0,0,0,8,0,16,0,14,0,39,0,14,3,3,0,6,0,25,0,223,6,284,3,8,0,0,0,18,0,51,3,60,0,154,7,33,0,7,0,66,0,66,0,399,10,591,14,52,0,32,4,90,4,49,4,99,3,348,26,91,3,100,3,130,6,42,9,93,6,512,70,71,3,158,8,90,0,20,7,61,3,501,127,26,9,147,11,86,3,10,0,16,3,438,152,23,6,135,5,81,0,18,0,27,3,457,586,31,16,202,25,105,6,14,3,27,3,1007,510,16,6,154,16,51,4,10,3,16,0,774,394,9,9,82,17,23,3,6,0,0,0,537,317,3,4,26,14,37,3,0,3,4,0,411,517,8,5,76,22,32,3,10
LGA24410,8,0,4,0,0,3,0,4,0,166,3,185,0,0,0,0,0,0,0,9,0,59,0,76,0,3,0,0,0,3,0,22,0,47,0,77,0,0,0,3,0,3,0,8,0,25,0,32,3,10,0,0,0,4,0,41,6,280,0,343,0,9,0,8,0,22,0,61,3,118,0,215,3,35,3,16,0,47,3,87,6,823,8,1045,9,41,0,38,4,82,0,117,9,456,11,766,30,49,0,91,10,171,6,115,9,479,4,970,95,71,3,159,17,128,3,79,17,316,3,878,105,41,6,156,4,111,10,50,9,89,0,574,210,36,6,184,17,90,8,28,6,75,4,663,656,44,12,295,32,156,11,45,6,99,3,1356,566,33,9,204,23,51,0,11,5,39,0,936,401,0,4,90,9,29,0,3,3,24,3,575,208,3,0,38,8,53,6,6,6,12,0,344,248,13,3,78,12,37,4,9
LGA24600,5,0,0,4,0,7,0,6,0,652,0,680,3,7,0,0,0,6,0,27,7,84,0,134,0,6,0,0,0,5,0,65,0,51,0,129,0,0,0,0,0,3,0,58,0,21,0,87,4,27,0,7,0,13,0,66,7,140,0,264,3,25,0,8,0,28,0,77,8,74,0,234,14,116,0,13,0,65,6,86,6,187,3,498,14,112,3,53,6,144,4,101,5,102,3,546,44,147,0,146,8,208,11,91,9,158,4,819,117,100,9,212,12,218,6,70,4,136,0,875,117,41,3,203,10,249,4,30,7,49,5,716,270,41,0,201,12,165,3,34,5,90,0,831,917,60,11,331,30,347,10,64,17,135,3,1927,895,26,14,276,41,88,11,24,8,77,0,1456,732,33,17,152,29,37,5,19,4,25,4,1056,495,16,11,63,20,175,5,29,4,48,3,858,1269,68,24,313,54,211,7,69
LGA24650,3,0,0,0,0,6,0,4,6,218,0,243,0,3,0,3,0,0,0,11,0,69,0,83,0,0,0,0,0,7,0,22,3,48,0,79,0,0,0,0,0,0,0,8,3,20,4,38,5,12,0,0,0,9,4,36,0,338,6,404,0,8,0,4,0,24,0,64,6,113,0,218,5,23,3,15,3,81,0,76,10,924,17,1155,5,39,0,31,0,169,3,94,7,254,10,616,34,54,4,99,5,227,3,83,15,305,5,835,115,44,4,203,11,188,5,54,11,139,3,776,125,27,7,165,23,142,4,30,12,32,4,566,274,26,9,164,18,105,4,18,9,30,0,660,785,25,19,252,36,152,12,17,10,41,3,1343,484,10,13,138,30,40,0,7,3,12,0,749,272,4,10,68,11,9,3,6,0,8,0,385,132,3,3,16,8,24,0,4,3,4,0,185,158,7,0,43,7,13,6,3
LGA24780,5,3,0,5,0,3,0,0,0,65,0,85,6,3,0,3,0,3,0,8,0,32,0,57,0,0,0,3,0,0,0,11,0,21,0,35,0,0,0,0,0,0,0,9,0,15,0,27,12,0,3,5,0,3,0,20,4,204,10,265,0,8,0,5,0,19,0,26,3,79,0,150,13,35,4,14,4,51,0,45,11,756,14,947,28,24,3,34,3,77,0,67,7,233,3,483,47,40,3,86,3,97,11,48,13,235,4,583,111,33,7,162,15,55,7,34,12,153,3,587,93,10,0,93,5,55,3,14,3,26,0,301,140,31,6,105,9,30,6,10,4,35,3,378,305,22,9,142,16,44,4,11,5,39,4,604,152,10,6,66,7,16,3,5,0,17,0,282,79,10,4,33,3,5,4,0,0,8,0,141,34,0,0,8,3,6,0,0,0,0,0,61,45,11,3,31,0,12,0,0
LGA24850,3,0,4,0,0,3,0,0,0,52,3,68,0,3,0,0,0,0,0,4,0,13,4,31,0,0,0,3,0,3,0,12,3,17,0,44,0,0,0,0,0,0,0,7,0,15,0,18,3,3,0,0,0,5,0,8,3,111,4,147,3,4,0,5,0,3,0,26,0,41,0,91,7,9,0,8,0,17,3,39,5,379,9,482,5,12,0,18,0,42,0,54,11,139,0,284,18,25,3,49,0,70,3,38,11,136,0,363,49,21,0,77,5,67,7,41,7,97,3,372,42,3,3,55,0,43,4,16,3,28,0,188,85,15,0,53,3,37,3,13,3,27,0,242,214,16,4,133,12,64,0,13,3,19,4,480,163,11,4,68,13,12,3,6,0,8,0,283,92,3,5,31,5,9,0,4,0,4,0,156,43,6,0,5,8,9,0,0,0,0,0,67,54,9,3,23,3,8,3,7
LGA24900,9,3,0,0,0,0,0,3,0,29,3,48,10,0,0,0,0,0,0,3,0,20,0,32,0,5,0,0,0,0,0,7,0,12,0,26,0,0,0,0,0,0,0,4,0,7,0,12,3,10,3,7,0,8,0,28,3,164,6,234,0,5,0,7,0,7,0,16,0,62,0,105,13,17,0,8,0,14,3,47,3,537,6,656,17,14,3,20,0,33,3,40,8,181,11,337,28,32,6,46,7,51,4,30,10,176,3,399,52,23,9,92,6,30,3,17,10,101,8,361,43,7,0,72,4,30,3,5,0,11,0,181,76,18,5,51,9,18,3,4,0,26,0,204,128,14,5,76,10,26,3,7,3,24,8,312,80,0,3,45,7,3,0,3,0,6,0,151,40,0,0,17,3,7,0,3,0,3,3,75,13,0,0,8,0,3,0,0,0,0,0,27,27,3,3,9,0,3,0,3
LGA24970,4,3,0,0,0,4,0,13,3,666,4,695,0,0,0,0,0,7,0,18,3,187,0,218,0,11,0,4,0,9,0,56,3,101,4,182,0,0,0,3,0,12,0,52,3,54,0,123,0,25,0,3,0,13,3,72,7,717,8,856,0,11,4,11,0,43,0,108,5,219,0,412,8,50,0,23,0,87,7,165,10,1619,19,1988,16,75,0,37,3,164,9,165,9,734,9,1230,52,113,7,101,12,236,6,168,15,816,16,1535,118,95,10,207,14,183,7,112,16,507,9,1265,123,36,3,180,9,152,4,61,15,195,3,794,195,42,3,166,9,128,4,37,12,181,3,792,695,61,14,289,30,209,11,85,18,246,8,1669,626,24,7,238,22,78,4,35,3,120,3,1163,411,25,3,118,20,48,3,17,5,62,0,704,269,9,11,50,10,67,3,20,3,42,0,474,484,37,17,126,13,82,9,33
LGA25060,5,0,0,0,0,0,0,0,3,168,7,187,0,0,0,3,0,0,0,6,0,87,4,105,0,3,0,0,0,3,0,19,0,44,4,69,0,0,0,0,0,4,0,8,0,30,0,43,0,10,3,0,0,3,3,31,3,429,4,501,0,9,0,5,0,25,0,68,3,101,0,212,3,43,3,12,3,42,4,88,9,975,14,1186,12,38,0,24,0,91,6,98,11,367,8,653,25,59,5,87,3,120,6,96,16,380,3,807,62,53,0,155,10,114,7,70,5,238,9,724,90,23,0,132,5,114,11,49,5,93,3,536,160,41,3,110,3,91,4,35,6,87,0,544,634,40,14,250,28,142,16,42,9,117,5,1310,567,21,12,189,27,52,7,16,9,54,7,956,422,9,11,94,10,26,3,12,0,24,0,612,307,8,11,39,7,57,4,6,0,13,0,461,577,19,12,147,22,68,9,21
LGA25150,3,0,0,3,0,3,0,0,0,56,0,61,0,3,0,0,0,0,0,0,0,24,0,31,3,0,0,0,0,3,0,0,0,14,0,23,0,0,0,0,0,0,0,3,0,6,0,13,3,3,0,3,0,5,0,15,0,111,3,143,0,0,0,0,0,6,0,24,4,34,0,76,3,8,0,6,0,22,0,36,9,350,3,438,7,18,0,14,0,35,0,31,0,112,0,222,10,26,0,29,0,44,8,39,11,143,3,316,34,25,5,64,3,69,0,16,5,77,3,303,38,7,0,41,8,29,3,13,0,19,0,163,47,10,0,49,8,39,4,10,3,15,0,178,183,14,9,89,9,60,5,11,3,24,0,408,124,3,3,54,7,16,4,6,0,5,0,235,70,0,3,29,7,7,0,0,0,4,0,133,46,0,0,8,3,18,0,0,0,5,0,78,50,5,0,13,5,15,0,5
LGA25250,5,0,0,4,0,3,0,3,0,248,10,277,0,0,0,0,0,0,0,8,0,116,0,126,0,0,0,0,0,0,0,25,7,65,0,105,0,0,0,0,0,5,0,30,6,27,0,71,3,11,0,3,0,19,0,60,3,633,5,736,3,20,0,5,0,37,0,96,11,133,0,317,11,70,6,17,0,94,8,129,14,1359,21,1720,18,65,3,68,3,161,9,115,14,359,7,820,49,145,5,141,6,217,11,100,13,358,6,1061,164,102,7,302,13,186,8,70,17,225,9,1108,158,59,11,242,15,144,6,39,12,57,3,742,301,44,12,247,8,151,4,35,9,73,4,874,1114,68,22,434,53,212,4,33,8,70,4,2019,1041,25,9,335,39,82,3,15,5,31,4,1591,669,8,11,174,33,45,5,6,3,12,0,970,483,6,9,64,18,49,3,7,0,4,0,643,746,14,21,133,19,71,6,10
