SED_CODE_2016,Canada_Before_1946,Canada_1946_1955,Canada_1956_1965,Canada_1966_1975,Canada_1976_1985,Canada_1986_1995,Canada_1996_2005,Canada_2006_2010,Canada_2011,Canada_2012,Canada_2013,Canada_2014,Canada_2015,Canada_2016,Canada_Yr_arrival_NS,Canada_Tot,China_exc_SARs_Taiw_Bef_1946,China_exc_SARs_Taiwan_46_55,China_exc_SARs_Taiwan_56_65,China_exc_SARs_Taiwan_66_75,China_exc_SARs_Taiwan_76_85,China_exc_SARs_Taiwan_86_95,China_exc_SARs_Taiwan_96_05,China_exc_SARs_Taiwan_06_10,China_exc_SARs_Taiwan_2011,China_exc_SARs_Taiwan_2012,China_exc_SARs_Taiwan_2013,China_exc_SARs_Taiwan_2014,China_exc_SARs_Taiwan_2015,China_exc_SARs_Taiwan_2016,China_exc_SARs_Tawan_arr_ns,China_exc_SARs_Taiwan_Tot,Croatia_Before_1946,Croatia_1946_1955,Croatia_1956_1965,Croatia_1966_1975,Croatia_1976_1985,Croatia_1986_1995,Croatia_1996_2005,Croatia_2006_2010,Croatia_2011,Croatia_2012,Croatia_2013,Croatia_2014,Croatia_2015,Croatia_2016,Croatia_Yr_arrival_NS,Croatia_Tot,Egypt_Before_1946,Egypt_1946_1955,Egypt_1956_1965,Egypt_1966_1975,Egypt_1976_1985,Egypt_1986_1995,Egypt_1996_2005,Egypt_2006_2010,Egypt_2011,Egypt_2012,Egypt_2013,Egypt_2014,Egypt_2015,Egypt_2016,Egypt_Yr_arrival_NS,Egypt_Tot,Fiji_Before_1946,Fiji_1946_1955,Fiji_1956_1965,Fiji_1966_1975,Fiji_1976_1985,Fiji_1986_1995,Fiji_1996_2005,Fiji_2006_2010,Fiji_2011,Fiji_2012,Fiji_2013,Fiji_2014,Fiji_2015,Fiji_2016,Fiji_Yr_arrival_NS,Fiji_Tot,Germany_Before_1946,Germany_1946_1955,Germany_1956_1965,Germany_1966_1975,Germany_1976_1985,Germany_1986_1995,Germany_1996_2005,Germany_2006_2010,Germany_2011,Germany_2012,Germany_2013,Germany_2014,Germany_2015,Germany_2016,Germany_Yr_arrival_NS,Germany_Tot,Greece_Before_1946,Greece_1946_1955,Greece_1956_1965,Greece_1966_1975,Greece_1976_1985,Greece_1986_1995,Greece_1996_2005,Greece_2006_2010,Greece_2011,Greece_2012,Greece_2013,Greece_2014,Greece_2015,Greece_2016,Greece_Yr_arrival_NS,Greece_Tot,Hng_Kng_SAR_China_Bfre_1946,Hng_Kng_SAR_China_1946_1955,Hng_Kng_SAR_China_1956_1965,Hng_Kng_SAR_China_1966_1975,Hng_Kng_SAR_China_1976_1985,Hng_Kng_SAR_China_1986_1995,Hng_Kng_SAR_China_1996_2005,Hng_Kng_SAR_China_2006_2010,Hong_Kong_SAR_China_2011,Hong_Kong_SAR_China_2012,Hong_Kong_SAR_China_2013,Hong_Kong_SAR_China_2014,Hong_Kong_SAR_China_2015,Hong_Kong_SAR_China_2016,Hng_Kng_SAR_Chna_arrival_ns,Hong_Kong_SAR_China_Tot,India_Before_1946,India_1946_1955,India_1956_1965,India_1966_1975,India_1976_1985,India_1986_1995,India_1996_2005,India_2006_2010,India_2011,India_2012,India_2013,India_2014,India_2015,India_2016,India_Yr_arrival_NS,India_Tot,Indonesia_Before_1946,Indonesia_1946_1955,Indonesia_1956_1965,Indonesia_1966_1975,Indonesia_1976_1985,Indonesia_1986_1995,Indonesia_1996_2005,Indonesia_2006_2010,Indonesia_2011,Indonesia_2012,Indonesia_2013,Indonesia_2014,Indonesia_2015,Indonesia_2016,Indonesia_Yr_arrival_ns,Indonesia_Tot,Iran_Before_1946,Iran_1946_1955,Iran_1956_1965,Iran_1966_1975,Iran_1976_1985,Iran_1986_1995,Iran_1996_2005,Iran_2006_2010,Iran_2011,Iran_2012,Iran_2013,Iran_2014,Iran_2015,Iran_2016,Iran_Yr_arrival_NS,Iran_Tot,Iraq_Before_1946,Iraq_1946_1955,Iraq_1956_1965,Iraq_1966_1975,Iraq_1976_1985,Iraq_1986_1995,Iraq_1996_2005,Iraq_2006_2010,Iraq_2011,Iraq_2012,Iraq_2013,Iraq_2014,Iraq_2015,Iraq_2016,Iraq_Yr_arrival_NS,Iraq_Tot,Ireland_Before_1946,Ireland_1946_1955,Ireland_1956_1965,Ireland_1966_1975,Ireland_1976_1985,Ireland_1986_1995,Ireland_1996_2005,Ireland_2006_2010
SED21401,0,0,3,4,3,11,13,13,3,3,6,0,3,0,0,69,0,28,66,74,201,1192,1419,1399,272,325,296,415,355,167,254,6455,0,0,97,79,9,13,3,3,0,3,0,0,0,0,8,208,0,40,51,92,21,97,41,48,0,10,10,6,8,3,7,426,0,4,4,6,26,25,17,5,0,0,0,0,0,0,3,81,4,98,44,27,8,18,12,14,0,0,0,0,0,0,6,233,8,253,945,558,81,36,18,8,15,15,19,8,3,3,71,2040,3,4,30,84,228,552,264,99,11,34,19,29,33,13,32,1426,0,10,4,80,61,184,200,222,14,27,30,55,24,20,26,959,0,5,8,11,20,38,105,14,4,0,3,10,0,3,8,241,0,0,0,10,65,170,162,211,103,105,131,65,35,52,22,1135,0,0,0,0,0,18,30,0,9,7,0,3,3,0,3,72,0,5,5,11,11,18,6,0
SED21503,0,0,0,0,4,11,8,4,3,0,0,5,0,3,0,43,0,4,7,7,19,287,696,1064,174,230,305,431,401,197,155,3979,0,3,45,151,6,16,4,0,0,0,0,0,0,0,12,244,0,14,35,31,11,64,19,4,0,7,3,10,6,0,17,226,0,0,3,5,10,37,35,7,4,0,7,0,0,3,4,114,0,63,43,18,16,10,16,22,0,3,0,4,3,4,6,205,0,94,378,338,39,24,11,3,8,11,11,0,6,0,44,974,0,0,0,4,44,67,48,30,7,17,14,8,20,9,3,285,0,3,3,24,31,154,263,397,54,68,125,154,183,184,42,1681,0,3,3,6,4,23,51,22,8,13,9,9,7,9,0,169,0,3,0,0,8,17,23,84,39,47,86,38,27,14,9,393,0,0,0,3,4,13,28,22,6,3,13,15,18,6,0,131,0,4,12,23,9,35,15,27
SED21608,0,0,5,4,8,7,11,6,3,0,0,0,0,0,3,46,0,0,0,0,0,7,42,83,12,19,29,34,51,75,23,383,0,0,28,22,3,3,3,3,0,0,0,0,0,0,6,65,0,0,5,3,0,3,0,4,0,0,0,0,0,0,0,13,0,0,0,0,0,10,0,8,0,3,0,0,0,3,0,28,0,82,51,41,31,3,13,6,0,0,10,0,3,0,10,247,0,4,11,5,0,3,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9,0,0,3,14,7,7,25,93,16,18,19,22,20,17,17,287,0,0,0,0,3,3,3,5,0,0,0,0,0,0,0,22,0,0,0,0,0,0,4,6,9,9,3,0,0,0,0,42,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,7,22,10,9,18,14
SED21706,0,0,0,19,25,15,25,13,4,4,3,3,3,4,0,128,3,7,10,12,72,646,1076,1382,301,404,502,666,748,378,336,6539,0,3,30,31,5,7,4,0,0,0,0,0,0,0,0,87,0,9,45,30,4,14,16,10,0,0,5,3,0,0,4,140,0,0,0,5,9,23,8,9,3,0,3,21,3,3,3,90,3,59,44,31,19,12,40,17,3,3,4,0,13,6,4,267,0,62,404,221,29,12,6,7,0,0,7,3,0,3,34,786,0,3,7,35,90,177,128,55,13,23,24,26,37,26,23,661,0,7,11,85,49,160,298,356,36,77,84,143,220,230,45,1796,0,0,5,8,18,50,129,59,8,12,15,23,36,32,13,407,0,0,0,0,12,37,15,26,10,16,28,15,12,19,3,199,0,0,0,3,0,4,4,3,0,0,10,7,0,0,0,36,3,16,22,11,13,29,20,24
SED21805,0,0,10,6,11,13,20,17,3,3,6,9,0,0,3,101,0,0,9,3,11,55,114,151,31,18,28,26,44,13,25,539,0,0,12,67,7,26,30,12,0,3,4,0,0,0,5,161,0,14,24,30,8,19,16,4,14,0,0,4,3,0,13,154,0,0,0,3,22,55,86,31,0,7,3,0,3,7,11,230,0,78,82,48,44,27,26,25,6,0,3,0,4,3,11,362,0,14,65,94,9,10,9,0,0,6,0,8,3,0,9,230,0,0,3,7,14,25,13,8,0,0,3,0,3,0,3,88,0,7,8,87,60,103,224,427,30,32,28,36,29,27,32,1117,0,0,5,3,4,13,38,10,0,3,0,4,0,3,3,88,0,0,0,0,0,4,10,6,3,3,0,0,3,0,0,30,0,0,0,0,3,3,0,4,0,4,0,0,0,0,0,12,0,11,16,40,28,41,16,32
SED21906,0,0,3,26,23,29,40,37,15,9,9,16,7,3,13,225,0,10,11,14,19,221,263,329,92,136,141,281,392,219,117,2242,0,4,17,21,4,11,7,0,0,0,0,0,0,0,0,69,0,28,33,31,8,4,3,3,0,0,0,3,0,0,6,119,0,0,0,6,12,8,6,3,0,0,6,0,0,0,0,46,53,200,76,20,29,25,37,18,3,10,3,7,7,3,21,525,3,62,276,167,12,3,7,0,0,0,3,0,3,3,27,569,0,0,0,12,28,38,45,32,5,4,5,13,4,3,0,209,0,7,8,61,31,62,180,733,123,177,265,328,357,251,71,2653,3,5,0,6,9,28,54,29,12,4,5,6,23,19,4,210,0,0,0,0,10,10,4,11,10,7,8,8,7,11,3,85,0,4,0,4,3,6,0,8,0,0,0,0,0,0,0,27,0,3,14,15,11,33,31,132
SED22005,0,0,0,10,5,11,8,16,0,9,4,6,3,0,0,75,3,7,9,3,78,423,874,1322,272,298,395,661,835,434,296,5907,0,5,54,106,6,14,7,3,3,0,0,0,0,0,0,201,0,10,62,78,22,33,8,15,0,3,8,0,10,0,7,250,0,0,0,3,22,61,45,18,5,3,3,6,0,10,9,193,0,54,63,23,10,15,16,12,0,0,0,10,5,0,5,224,3,94,912,1102,136,57,38,21,33,96,65,71,32,8,117,2770,0,0,4,5,34,85,94,56,10,13,19,20,18,7,7,376,0,7,7,192,128,364,756,2081,191,255,434,670,540,434,215,6270,0,0,3,8,27,32,176,93,23,20,39,30,81,55,16,586,0,0,0,0,4,9,18,12,8,20,15,10,10,3,0,112,0,0,0,0,3,16,19,10,0,0,13,11,6,0,3,88,0,4,11,22,11,17,12,22
SED22105,0,0,3,3,3,7,22,12,4,3,3,0,3,0,0,67,0,0,10,6,18,40,224,389,45,56,38,28,21,25,23,923,0,6,11,51,18,29,33,9,0,0,0,0,0,0,4,154,0,6,16,15,8,35,72,49,6,4,12,0,11,0,5,249,0,0,0,5,25,150,208,141,19,24,25,11,14,9,17,647,0,53,71,39,21,12,22,27,3,7,5,0,8,0,13,275,0,7,45,73,8,19,3,8,0,0,0,0,4,0,18,190,0,0,0,3,12,23,19,17,4,3,6,0,3,0,0,87,0,4,6,79,73,299,1691,4183,395,412,362,329,343,224,232,8623,0,3,3,3,7,10,69,59,6,3,6,9,7,0,7,188,0,0,0,0,0,6,25,33,18,11,30,4,4,3,0,144,0,0,0,0,0,6,36,22,0,0,0,3,6,0,0,77,0,0,14,52,25,21,3,22
SED22201,0,0,8,14,11,11,9,5,3,3,3,0,5,0,4,77,0,0,4,4,11,45,244,407,50,58,69,80,78,28,30,1107,0,0,15,35,5,7,5,0,0,0,0,0,0,0,0,62,0,6,11,5,3,3,6,15,9,0,0,0,0,0,0,59,0,0,0,4,0,24,10,3,3,0,0,0,3,0,3,54,3,85,115,66,33,18,25,16,0,0,0,0,0,0,11,371,0,10,21,23,11,4,10,0,0,5,0,0,0,0,0,78,0,0,4,5,22,54,50,18,3,6,4,0,0,3,3,169,0,14,7,39,23,43,164,272,45,42,44,43,29,24,18,786,0,3,5,6,10,11,19,11,0,0,0,0,4,0,3,88,0,0,0,3,3,17,30,56,23,19,16,7,9,3,4,191,0,0,0,0,0,3,7,4,0,0,0,0,0,0,0,15,0,6,7,50,14,20,8,5
SED22305,0,0,0,0,4,5,8,0,3,0,0,0,0,0,0,27,0,4,77,9,135,295,376,372,59,60,61,64,72,37,71,1682,0,0,29,185,24,63,394,13,0,0,0,0,0,0,14,735,0,6,21,33,15,55,62,32,6,11,16,6,6,5,9,287,0,3,0,6,34,143,125,57,13,10,18,12,8,0,7,443,0,81,73,28,28,17,40,7,0,3,0,4,5,0,12,297,4,37,243,230,63,21,20,7,3,15,12,9,4,0,21,692,0,0,0,6,19,41,28,19,0,4,0,3,0,0,9,136,0,9,8,141,85,277,714,2359,184,301,337,463,409,272,164,5722,0,0,0,7,29,32,74,48,3,9,20,3,5,9,7,256,0,0,0,0,3,15,68,94,68,193,265,84,70,18,14,904,0,0,0,3,10,47,66,68,15,16,36,13,15,12,13,300,0,6,12,22,9,20,3,4
SED22404,0,0,4,19,11,9,13,3,0,0,6,4,3,3,0,78,0,7,3,0,5,5,17,23,4,7,3,7,5,7,11,102,0,0,8,19,0,0,0,0,0,0,0,0,0,0,0,28,0,3,8,7,0,0,0,0,0,0,0,0,0,0,0,13,0,3,3,5,0,3,0,0,0,0,0,0,0,0,0,16,0,129,129,68,29,28,33,9,3,0,3,3,0,0,16,449,0,9,20,27,3,0,0,0,0,0,0,0,0,0,7,67,0,0,0,10,7,3,0,6,3,5,0,0,3,0,0,44,0,9,7,18,6,4,15,29,3,11,3,0,0,0,8,116,0,5,4,3,4,6,9,0,0,3,0,3,0,3,3,46,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0,12,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,4,14,32,13,26,13,11
SED22501,0,0,4,16,11,24,23,9,6,3,0,0,10,4,3,121,0,3,13,3,10,41,157,195,32,27,38,49,55,23,26,664,0,0,21,70,3,10,4,0,0,0,0,0,0,0,0,106,0,12,26,25,5,15,7,6,0,0,0,0,0,0,0,91,0,0,0,0,8,6,4,4,0,0,0,0,0,0,0,32,0,111,53,35,19,14,37,20,3,3,4,3,0,3,8,315,0,30,112,66,10,0,9,0,0,0,0,0,6,0,5,242,0,0,3,7,17,29,8,5,0,4,0,7,3,0,0,88,0,4,3,58,20,39,70,74,14,6,5,11,6,3,3,315,0,3,4,3,3,5,27,9,0,0,0,0,0,0,4,60,0,0,0,3,7,26,14,47,17,27,15,0,3,0,6,158,0,0,0,0,3,0,7,7,0,0,0,0,0,0,0,22,0,4,12,47,17,44,22,24
SED22607,0,0,3,16,9,12,18,21,10,14,5,12,16,6,0,142,0,5,8,17,49,189,209,246,60,78,55,102,101,71,39,1228,0,3,25,66,5,18,6,0,0,0,3,0,0,0,0,126,0,17,53,30,14,7,20,15,0,3,9,4,7,7,3,201,0,0,0,12,10,12,18,4,0,0,0,0,0,0,0,51,0,66,28,25,23,12,22,19,0,0,3,5,7,0,3,218,0,56,297,198,12,14,5,3,0,18,3,8,0,3,11,632,0,0,8,15,30,45,51,25,4,3,12,3,3,0,3,198,0,6,7,110,40,51,177,443,82,102,145,202,244,162,44,1813,0,0,3,7,12,15,44,36,9,6,5,12,14,17,3,184,0,0,0,7,0,12,16,35,20,18,40,21,18,6,8,204,0,0,0,0,5,13,23,8,0,0,0,0,3,7,3,60,0,4,19,26,11,34,40,65
SED22704,0,0,3,6,5,7,10,0,3,0,0,11,0,0,0,55,0,0,5,0,0,3,26,31,8,5,9,8,46,50,77,261,0,0,15,17,5,0,3,0,0,0,0,0,0,0,8,46,0,8,4,5,0,3,3,0,0,0,0,5,0,0,0,29,0,0,0,0,7,0,7,4,0,0,0,0,0,0,0,18,0,125,81,34,31,13,13,8,0,5,0,0,0,0,12,326,0,12,15,20,3,3,0,0,0,0,0,0,0,0,3,56,0,0,0,0,3,4,0,3,0,0,0,0,3,3,3,19,0,4,4,12,4,3,23,97,4,17,12,13,11,11,3,212,0,5,0,3,0,0,4,6,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,12,0,5,30,19,11,10,12,15
SED22802,0,0,3,12,10,13,11,6,0,3,0,0,3,0,0,70,0,0,3,4,5,16,56,136,19,23,23,26,22,19,19,370,0,0,14,28,0,5,5,0,0,0,0,0,0,0,3,61,0,3,14,0,0,0,3,0,0,3,0,0,0,0,0,29,0,0,0,3,3,14,9,0,0,0,0,0,0,0,0,25,0,76,112,48,38,16,21,10,0,0,3,0,0,0,3,331,0,9,15,21,0,0,0,4,0,0,0,0,0,0,0,48,0,0,3,4,4,11,17,9,0,0,0,0,8,0,0,60,0,9,6,42,21,39,72,109,12,21,12,8,14,14,7,388,0,3,3,3,6,12,7,10,4,3,3,3,0,0,3,63,0,0,0,3,0,9,6,19,6,3,4,0,5,0,0,63,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,13,47,16,20,5,6
SED22901,0,3,4,11,11,11,8,6,0,0,3,0,4,3,3,60,0,3,3,14,61,290,716,944,157,174,197,197,141,71,124,3099,0,0,29,31,4,9,8,0,0,0,0,0,0,0,5,83,0,11,27,25,8,17,18,12,3,0,5,0,4,3,0,132,0,0,4,3,12,28,19,5,0,0,0,0,0,0,0,69,0,92,144,67,30,11,15,7,3,3,0,4,3,3,10,399,0,23,105,93,15,5,0,3,0,0,0,0,5,0,7,252,0,0,3,22,86,253,178,81,13,10,10,11,18,0,9,691,0,7,6,77,90,206,430,480,52,55,46,44,47,23,41,1603,0,9,7,16,16,41,115,59,10,10,3,3,0,0,7,293,0,0,0,3,8,33,36,63,10,16,19,6,8,3,0,201,0,0,0,3,3,7,3,20,14,0,5,0,0,3,4,62,3,6,28,43,30,13,9,3
SED23007,0,0,3,6,12,9,18,20,4,9,4,8,7,4,0,110,0,3,4,3,73,357,461,546,97,128,154,207,284,153,81,2549,0,3,79,223,18,35,50,3,3,0,3,0,4,0,16,445,0,8,33,39,9,24,19,12,0,8,10,6,0,0,8,180,0,0,3,8,24,66,42,21,3,8,13,15,9,8,4,208,0,98,45,22,11,3,16,18,4,0,5,3,8,3,17,266,0,85,414,308,40,11,7,6,4,7,3,4,0,0,26,923,0,0,0,8,40,135,73,44,6,11,16,18,8,7,7,366,0,0,3,81,25,80,300,1282,127,215,372,485,474,329,120,3886,0,0,3,0,21,54,120,65,10,14,22,15,30,13,10,389,0,0,0,0,0,4,21,39,48,92,97,7,11,8,11,355,0,0,0,0,0,6,20,28,20,11,7,3,8,0,3,111,0,9,11,27,12,15,27,39
SED23101,0,0,12,13,12,17,15,9,0,0,3,3,0,0,0,77,0,13,32,32,81,717,1468,1590,319,343,397,411,506,187,273,6375,0,7,33,38,5,10,3,0,0,0,0,0,0,0,0,100,0,21,44,37,8,13,3,7,0,4,0,0,0,0,3,135,0,0,3,5,31,48,21,11,0,0,3,0,5,0,3,125,0,107,60,27,23,17,12,6,0,3,0,6,0,3,3,276,5,89,470,289,34,15,6,0,3,4,6,4,0,0,28,942,0,0,21,36,141,344,211,71,17,8,19,27,17,14,15,945,0,13,8,84,73,235,479,442,72,75,96,94,122,82,29,1912,0,4,4,8,29,60,153,49,3,0,8,7,14,14,5,368,0,0,0,3,9,40,39,71,31,33,45,19,8,7,0,298,0,0,0,0,3,4,6,3,0,0,0,3,0,0,6,33,0,8,15,24,9,19,12,13
SED23205,0,0,7,11,16,13,19,8,0,0,7,4,0,3,9,90,0,4,3,0,14,35,139,144,29,32,39,40,39,38,16,562,0,3,21,38,12,23,37,3,0,0,0,0,0,0,3,135,0,9,21,21,0,0,11,3,0,0,0,0,3,0,0,70,0,0,3,0,6,24,43,9,6,9,0,3,0,3,3,97,3,93,118,56,42,44,42,25,3,0,0,9,4,0,9,440,0,29,107,79,13,13,6,3,0,9,6,15,3,0,10,278,0,0,4,5,14,5,15,15,0,3,7,11,13,6,3,102,0,6,5,49,14,29,74,246,45,28,36,45,30,17,24,660,0,0,4,0,6,9,17,16,3,8,3,3,7,0,3,85,0,0,0,3,3,5,9,7,3,3,7,5,8,0,0,46,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,14,19,57,34,43,9,19
SED23308,0,0,0,9,8,3,25,13,7,3,3,10,3,12,4,104,0,0,9,0,3,36,58,142,24,31,33,50,69,56,20,533,0,7,48,44,3,10,4,3,0,0,0,0,3,0,5,127,0,3,3,4,0,5,5,9,0,3,0,4,0,0,3,36,0,0,0,7,0,13,8,16,0,0,3,6,3,0,0,56,0,143,57,17,5,10,17,17,0,0,0,0,0,4,3,284,0,17,68,44,8,3,3,0,0,0,0,0,0,0,7,156,0,0,0,4,9,17,13,5,0,0,3,7,11,3,5,69,0,0,3,16,8,11,35,317,50,38,61,103,134,92,20,885,0,0,3,4,3,5,20,10,0,4,4,10,3,0,0,73,0,0,0,0,9,6,10,16,6,14,38,6,10,0,0,115,0,0,0,0,0,0,10,0,0,0,18,6,8,4,0,42,0,7,21,21,11,22,16,29
SED23402,0,0,3,16,9,6,37,11,6,5,3,0,0,9,0,103,3,0,21,3,8,28,86,133,31,22,26,15,42,26,26,463,0,3,20,80,12,10,13,0,0,0,0,0,0,0,4,142,0,6,10,15,3,3,21,35,4,15,11,5,4,6,0,146,0,0,0,3,6,43,10,27,0,3,0,7,0,0,0,105,0,80,90,51,36,19,20,21,0,0,5,0,3,0,10,347,0,6,19,29,3,3,4,4,0,0,0,0,0,0,3,81,0,0,0,10,8,13,13,5,0,0,7,5,0,4,3,68,0,4,0,62,36,76,156,393,39,34,41,47,40,44,21,993,0,12,4,4,3,7,25,19,0,0,0,9,0,0,3,82,0,0,0,0,0,3,0,9,3,8,0,5,3,0,0,34,0,0,0,0,0,3,3,0,0,3,0,4,0,0,0,13,0,4,24,36,20,35,19,24
SED23502,0,0,0,10,8,12,4,9,0,0,3,0,3,0,3,55,0,0,0,0,6,3,18,21,5,7,3,5,3,3,5,77,0,3,7,19,3,0,0,0,0,0,0,0,0,0,3,32,0,3,8,3,0,0,0,4,0,0,3,0,0,0,3,26,0,0,0,0,12,7,3,3,3,0,0,0,0,0,3,36,0,129,87,41,25,17,10,9,0,0,0,0,3,0,9,347,0,5,17,19,0,0,0,0,0,0,0,0,0,0,3,48,0,0,0,4,4,4,0,0,0,0,0,0,0,0,0,18,4,9,4,9,3,3,19,56,3,8,8,5,7,3,14,158,0,3,0,0,4,0,3,10,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,7,12,25,3,7,5,9
SED23602,0,0,3,18,6,3,13,6,0,0,3,6,0,0,9,64,0,3,7,0,0,9,13,20,4,7,7,5,6,0,29,101,0,3,9,29,7,3,0,0,0,0,0,0,0,0,0,51,0,9,3,3,0,0,0,8,3,0,0,0,0,0,0,28,0,0,3,5,0,3,3,8,0,0,0,0,0,0,3,24,0,112,68,34,26,6,7,6,0,0,0,0,3,0,15,282,0,11,17,8,0,0,0,0,0,0,0,0,0,0,5,42,0,0,0,0,0,5,3,0,0,0,0,3,0,0,12,27,0,4,5,8,5,4,20,114,20,8,16,14,16,4,11,257,0,3,0,0,3,0,3,0,0,0,0,0,0,0,3,22,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,11,9,24,8,19,3,6
SED23702,4,0,7,10,14,14,14,8,0,0,3,0,0,0,0,77,3,0,4,0,7,3,16,33,6,6,5,11,10,3,8,108,0,3,12,37,0,11,11,0,0,0,0,0,0,0,0,73,0,3,8,4,5,0,6,3,0,0,0,0,0,0,0,33,0,0,0,3,3,10,0,5,0,0,0,0,0,0,0,21,0,94,88,53,26,16,34,12,3,3,0,4,0,0,6,339,0,6,39,40,10,0,0,0,0,3,0,0,0,0,8,109,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,3,11,10,39,18,8,26,58,7,12,9,5,0,0,0,201,0,3,4,5,3,5,6,0,0,0,3,3,3,3,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,7,28,56,16,33,19,12
SED23806,0,0,8,19,18,25,36,22,9,11,14,16,8,3,6,191,0,9,25,29,46,425,483,664,141,177,258,253,294,148,124,3070,0,3,23,21,0,5,9,0,0,0,0,0,0,0,4,60,0,12,11,8,4,7,5,3,0,3,7,0,4,0,5,77,0,0,4,3,10,16,10,7,0,0,0,0,0,0,4,67,6,71,32,16,26,12,42,16,7,8,11,6,4,0,7,264,0,55,225,97,12,3,3,0,0,3,4,4,0,0,18,429,0,3,17,44,61,105,73,57,8,10,14,26,27,11,19,469,4,11,12,66,62,89,217,527,78,136,171,230,301,164,52,2120,0,0,5,10,18,27,76,60,13,14,14,33,41,29,6,340,0,0,0,3,14,9,22,45,21,24,22,27,33,15,3,235,0,0,0,0,3,0,7,4,4,12,30,38,35,3,3,140,0,7,20,22,13,39,23,43
SED23901,0,3,3,12,14,10,33,27,3,3,9,0,7,3,4,139,0,7,25,12,24,379,483,425,92,96,96,105,121,78,64,1992,0,5,46,117,3,28,10,0,0,0,0,0,4,0,3,218,0,11,30,29,7,13,12,8,4,0,3,0,3,0,4,125,0,0,4,3,10,16,0,0,6,0,4,0,0,3,0,46,4,81,49,24,21,11,28,27,0,6,0,3,8,4,10,280,4,73,289,171,26,15,3,8,0,8,6,9,0,0,26,628,0,0,8,19,46,82,42,31,3,10,3,10,6,4,3,263,0,9,0,56,28,87,213,330,64,77,91,112,142,96,34,1354,0,3,0,5,4,37,40,22,4,5,7,4,4,6,3,144,0,4,0,3,11,43,36,49,42,39,46,22,18,13,3,325,0,0,0,0,3,14,21,7,0,0,0,4,4,0,0,62,0,4,11,34,21,48,35,25
SED24006,0,0,4,17,13,20,15,12,3,3,3,7,9,8,3,132,6,20,47,56,100,947,982,1094,222,279,324,497,472,235,240,5519,0,10,29,45,3,7,0,0,0,0,0,0,0,0,3,99,0,5,25,36,9,20,9,15,0,0,0,0,3,0,0,127,0,4,3,9,16,17,11,9,0,0,0,0,0,0,0,77,12,76,33,25,19,13,15,16,3,3,9,8,7,5,9,239,3,122,461,163,11,10,10,0,3,7,10,6,5,0,26,837,0,3,22,63,190,306,185,59,16,23,25,15,19,6,24,957,0,9,13,99,61,115,274,272,38,57,59,72,65,49,19,1202,0,3,3,17,30,42,95,31,8,9,12,4,10,0,7,278,0,0,0,6,37,56,32,61,16,24,26,15,17,7,8,304,0,0,0,0,3,5,10,0,0,7,3,5,0,0,0,31,0,3,16,27,22,27,22,29
SED24105,0,0,3,7,6,6,21,3,0,3,3,0,0,0,5,46,0,0,10,10,91,300,519,555,123,95,106,102,117,88,99,2218,0,0,35,106,16,32,52,0,0,0,0,0,0,0,9,252,0,9,32,37,9,11,22,8,0,3,7,3,3,0,3,145,0,0,0,5,14,85,53,26,3,8,16,3,0,0,7,214,3,67,59,36,19,11,24,7,3,0,3,3,3,3,11,253,0,25,185,302,32,18,3,5,10,18,13,3,0,3,23,629,0,0,0,4,34,96,58,10,4,5,5,5,0,0,10,235,0,0,7,269,161,438,744,1482,97,158,187,309,250,205,131,4427,0,3,0,6,25,37,77,49,13,17,20,9,11,11,13,283,0,0,0,0,8,3,7,10,8,13,15,6,7,0,9,81,0,0,0,0,6,7,21,17,11,5,9,3,4,3,0,92,0,4,15,39,21,12,9,9
