SED_CODE_2016,POL_Greek_SEO,POL_Greek_SOLSE_VWorW,POL_Greek_SOLSE_NWorNAA,POL_Greek_SOLSE_Tot,POL_Greek_NS,POL_Greek_Tot,POL_IAL_Bengali_SEO,POL_IAL_Bengali_SOLSE_VWorW,POL_IAL_Bengali_SOLSE_NWorNAA,POL_IAL_Bengali_SOLSE_Tot,POL_IAL_Bengali_NS,POL_IAL_Bengali_Tot,POL_IAL_Hindi_SEO,POL_IAL_Hindi_SOLSE_VWorW,POL_IAL_Hindi_SOLSE_NWorNAA,POL_IAL_Hindi_SOLSE_Tot,POL_IAL_Hindi_NS,POL_IAL_Hindi_Tot,POL_IAL_Punjabi_SEO,POL_IAL_Punjabi_SOLSE_VWorW,POL_IAL_Punjabi_SOLSE_NWorNAA,POL_IAL_Punjabi_SOLSE_Tot,POL_IAL_Punjabi_NS,POL_IAL_Punjabi_Tot,POL_IAL_Sinhalese_SEO,POL_IAL_Sinhalese_SOLSE_VWorW,POL_IAL_Sinhale_SOLSE_NWorNAA,POL_IAL_Sinhalese_SOLSE_Tot,POL_IAL_Sinhalese_NS,POL_IAL_Sinhalese_Tot,POL_IAL_Urdu_SEO,POL_IAL_Urdu_SOLSE_VWorW,POL_IAL_Urdu_SOLSE_NWorNAA,POL_IAL_Urdu_SOLSE_Tot,POL_IAL_Urdu_NS,POL_IAL_Urdu_Tot,POL_IAL_Oth_SEO,POL_IAL_Oth_SOLSE_VWorW,POL_IAL_Oth_SOLSE_NWorNAA,POL_IAL_Oth_SOLSE_Tot,POL_IAL_Oth_NS,POL_IAL_Oth_Tot,POL_IAL_Tot_SEO,POL_IAL_Tot_SOLSE_VWorW,POL_IAL_Tot_SOLSE_NWorNAA,POL_IAL_Tot_SOLSE_Tot,POL_IAL_Tot_NS,POL_IAL_Tot_Tot,POL_Italian_SEO,POL_Italian_SOLSE_VWorW,POL_Italian_SOLSE_NWorNAA,POL_Italian_SOLSE_Tot,POL_Italian_NS,POL_Italian_Tot,POL_Japanese_SEO,POL_Japanese_SOLSE_VWorW,POL_Japanese_SOLSE_NWorNAA,POL_Japanese_SOLSE_Tot,POL_Japanese_NS,POL_Japanese_Tot,POL_Korean_SEO,POL_Korean_SOLSE_VWorW,POL_Korean_SOLSE_NWorNAA,POL_Korean_SOLSE_Tot,POL_Korean_NS,POL_Korean_Tot,POL_Macedonian_SEO,POL_Macedonian_SOLSE_VWorW,POL_Macedonian_SOLSE_NWorNAA,POL_Macedonian_SOLSE_Tot,POL_Macedonian_NS,POL_Macedonian_Tot,POL_Maltese_SEO,POL_Maltese_SOLSE_VWorW,POL_Maltese_SOLSE_NWorNAA,POL_Maltese_SOLSE_Tot,POL_Maltese_NS,POL_Maltese_Tot,POL_Persian_ED_SEO,POL_Persian_ED_SOLSE_VWorW,POL_Persian_ED_SOLSE_NWorNAA,POL_Persian_ED_SOLSE_Tot,POL_Persian_ED_NS,POL_Persian_ED_Tot,POL_Polish_SEO,POL_Polish_SOLSE_VWorW,POL_Polish_SOLSE_NWorNAA,POL_Polish_SOLSE_Tot,POL_Polish_NS,POL_Polish_Tot,POL_Russian_SEO,POL_Russian_SOLSE_VWorW,POL_Russian_SOLSE_NWorNAA,POL_Russian_SOLSE_Tot,POL_Russian_NS,POL_Russian_Tot,POL_Samoan_SEO,POL_Samoan_SOLSE_VWorW,POL_Samoan_SOLSE_NWorNAA,POL_Samoan_SOLSE_Tot,POL_Samoan_NS,POL_Samoan_Tot,POL_Serbian_SEO,POL_Serbian_SOLSE_VWorW,POL_Serbian_SOLSE_NWorNAA,POL_Serbian_SOLSE_Tot,POL_Serbian_NS,POL_Serbian_Tot,POL_SAL_Filipino_SEO,POL_SAL_Filipino_SOLSE_VWorW,POL_SAL_Filipin_SOLSE_NWorNAA,POL_SAL_Filipino_SOLSE_Tot,POL_SAL_Filipino_NS,POL_SAL_Filipino_Tot,POL_SAL_Indonesian_SEO,POL_SAL_Indonesia_SOLSE_VWorW,POL_SAL_Indones_SOLSE_NWorNAA,POL_SAL_Indonesian_SOLSE_Tot,POL_SAL_Indonesian_NS,POL_SAL_Indonesian_Tot,POL_SAL_Tagalog_SEO,POL_SAL_Tagalog_SOLSE_VWorW,POL_SAL_Tagalog_SOLSE_NWorNAA,POL_SAL_Tagalog_SOLSE_Tot,POL_SAL_Tagalog_NS,POL_SAL_Tagalog_Tot,POL_SAL_Oth_SEO,POL_SAL_Oth_SOLSE_VWorW,POL_SAL_Oth_SOLSE_NWorNAA,POL_SAL_Oth_SOLSE_Tot,POL_SAL_Oth_NS,POL_SAL_Oth_Tot,POL_SAL_Tot_SEO,POL_SAL_Tot_SOLSE_VWorW,POL_SAL_Tot_SOLSE_NWorNAA,POL_SAL_Tot_SOLSE_Tot,POL_SAL_Tot_NS,POL_SAL_Tot_Tot,POL_Spanish_SEO,POL_Spanish_SOLSE_VWorW,POL_Spanish_SOLSE_NWorNAA,POL_Spanish_SOLSE_Tot,POL_Spanish_NS,POL_Spanish_Tot,POL_Tamil_SEO,POL_Tamil_SOLSE_VWorW,POL_Tamil_SOLSE_NWorNAA,POL_Tamil_SOLSE_Tot,POL_Tamil_NS,POL_Tamil_Tot,POL_Thai_SEO,POL_Thai_SOLSE_VWorW,POL_Thai_SOLSE_NWorNAA,POL_Thai_SOLSE_Tot,POL_Thai_NS,POL_Thai_Tot,POL_Turkish_SEO,POL_Turkish_SOLSE_VWorW,POL_Turkish_SOLSE_NWorNAA,POL_Turkish_SOLSE_Tot,POL_Turkish_NS,POL_Turkish_Tot,POL_Vietnamese_SEO,POL_Vietnamese_SOLSE_VWorW,POL_Vietnamese_SOLSE_NWorNAA,POL_Vietnamese_SOLSE_Tot,POL_Vietnamese_NS,POL_Vietnamese_Tot,POL_Oth_SEO,POL_Oth_SOLSE_VWorW,POL_Oth_SOLSE_NWorNAA,POL_Oth_SOLSE_Tot,POL_Oth_NS,POL_Oth_Tot,POL_Tot_SEO,POL_Tot_SOLSE_VWorW,POL_Tot_SOLSE_NWorNAA,POL_Tot_SOLSE_Tot,POL_Tot_NS,POL_Tot_Tot,P_LSatH_NS_SEO,P_LSatH_NS_SOLSE_VWorW,P_LSatH_NS_SOLSE_NWorNAA,P_LSatH_NS_SOLSE_Tot,P_LSatH_NS_NS,P_LSatH_NS_Tot,P_Tot_SEO,P_Tot_SOLSE_VWorW,P_Tot_SOLSE_NWorNAA,P_Tot_SOLSE_Tot,P_Tot_NS,P_Tot_Tot
SED26303,..,3493,1232,4725,51,4775,..,44,0,45,0,45,..,299,13,316,4,320,..,143,12,150,0,150,..,85,4,90,0,90,..,78,3,78,0,78,..,365,16,374,3,384,..,1013,43,1061,7,1063,..,2296,540,2841,21,2867,..,189,21,212,3,210,..,57,16,74,0,74,..,416,104,520,7,525,..,37,3,37,0,37,..,119,24,144,3,149,..,83,3,83,0,83,..,45,3,47,0,47,..,18,0,20,0,20,..,107,19,122,3,120,..,55,3,56,0,62,..,76,3,77,0,77,..,85,0,83,0,83,..,32,0,32,0,28,..,245,5,249,3,249,..,473,39,519,6,521,..,75,4,77,0,78,..,127,23,151,0,150,..,85,9,99,0,99,..,541,178,718,9,725,..,1052,182,1231,35,1265,..,13257,3053,16312,189,16496,..,126,21,139,3852,3995,44298,13378,3073,16448,4036,64788
SED26406,..,4064,1128,5194,44,5238,..,424,25,449,0,449,..,1215,46,1258,8,1270,..,442,33,481,5,487,..,910,27,939,8,946,..,212,13,231,0,235,..,1099,97,1196,10,1201,..,4304,247,4553,31,4585,..,1300,293,1596,22,1623,..,388,65,451,3,459,..,524,232,751,8,761,..,21,4,32,0,32,..,21,0,21,0,21,..,234,28,264,0,266,..,241,32,276,0,277,..,925,254,1182,18,1202,..,14,0,15,0,15,..,141,18,155,0,159,..,118,0,125,0,124,..,572,56,629,0,628,..,175,3,184,0,183,..,128,3,134,0,132,..,1001,63,1060,5,1071,..,476,46,519,4,528,..,555,23,575,7,580,..,200,39,238,0,239,..,69,6,75,0,75,..,726,136,854,0,856,..,2344,372,2714,62,2776,..,27522,4974,32501,276,32770,..,162,27,182,3337,3526,35469,27683,5004,32684,3614,71764
SED26504,..,66,20,82,0,82,..,5,3,7,0,7,..,27,3,28,0,28,..,135,18,151,0,150,..,32,0,29,0,29,..,21,6,27,0,27,..,76,6,84,0,84,..,289,35,327,0,323,..,1058,181,1236,22,1256,..,29,4,33,0,33,..,0,4,6,0,6,..,7,0,7,0,7,..,8,0,8,0,8,..,9,0,11,0,11,..,17,0,17,0,17,..,12,3,11,0,11,..,16,0,17,0,17,..,18,3,24,0,24,..,68,0,71,0,71,..,12,3,13,0,13,..,67,3,70,0,70,..,28,3,32,0,32,..,172,15,183,0,188,..,47,6,54,0,54,..,27,3,34,0,34,..,33,10,39,4,46,..,6,4,13,0,13,..,20,0,19,0,19,..,242,57,298,5,304,..,2684,466,3149,42,3194,..,136,15,146,4531,4677,49100,2820,484,3303,4570,56972
SED26603,..,2617,675,3287,27,3313,..,153,4,161,0,161,..,702,36,741,4,748,..,641,48,683,9,694,..,435,18,456,3,462,..,1245,115,1358,18,1375,..,1694,105,1801,9,1811,..,4877,321,5192,45,5237,..,4534,1143,5678,77,5755,..,162,20,181,0,177,..,119,34,154,0,159,..,118,18,136,0,142,..,362,15,379,12,395,..,244,82,328,0,334,..,248,34,283,4,286,..,106,10,114,0,114,..,92,10,99,3,96,..,115,13,131,0,131,..,246,9,259,0,260,..,183,13,189,0,189,..,222,3,229,3,233,..,95,3,102,0,105,..,754,31,783,6,786,..,572,56,627,3,635,..,183,11,200,0,201,..,146,56,200,0,200,..,1434,386,1817,17,1837,..,522,169,692,7,701,..,2042,442,2488,66,2556,..,24760,4756,29513,337,29852,..,177,54,229,4196,4427,40249,24936,4806,29743,4533,74522
SED26708,..,94,5,96,3,99,..,0,0,3,0,3,..,15,4,23,0,23,..,28,0,31,0,31,..,22,0,22,0,22,..,0,3,5,0,5,..,12,4,20,0,21,..,89,13,98,0,99,..,150,14,165,9,174,..,28,5,34,0,34,..,3,3,7,0,7,..,9,0,9,0,9,..,32,3,28,3,35,..,6,6,15,0,15,..,14,0,17,0,17,..,19,4,26,0,26,..,3,0,3,0,3,..,23,0,27,0,23,..,63,3,67,0,67,..,32,3,38,0,38,..,53,0,55,0,54,..,16,0,19,0,19,..,170,7,176,0,173,..,52,3,55,0,58,..,13,0,13,0,13,..,25,3,28,0,28,..,9,0,9,0,9,..,29,8,42,0,42,..,368,51,413,16,431,..,1639,207,1851,36,1888,..,138,18,152,4006,4160,53925,1785,224,2005,4047,59969
SED26806,..,1263,472,1733,17,1754,..,104,4,108,0,108,..,603,19,615,3,626,..,102,7,108,0,111,..,162,4,169,0,169,..,78,0,76,0,76,..,434,27,459,0,466,..,1476,62,1540,7,1547,..,796,42,842,5,843,..,319,65,386,4,392,..,218,53,271,0,274,..,53,3,56,0,56,..,21,0,21,0,21,..,237,14,248,4,247,..,255,26,284,3,283,..,526,510,1035,13,1044,..,15,0,15,0,15,..,144,7,153,0,157,..,125,0,125,0,125,..,418,18,433,0,437,..,149,3,153,0,153,..,108,0,108,0,108,..,804,18,820,0,823,..,974,53,1030,0,1028,..,168,4,177,0,178,..,237,39,277,3,279,..,206,53,260,5,257,..,351,62,416,0,418,..,1846,210,2061,40,2102,..,15325,2512,17834,142,17977,..,137,15,157,7294,7447,47843,15466,2525,17991,7440,73274
SED26903,..,3093,787,3879,46,3928,..,259,32,289,0,289,..,981,50,1035,10,1049,..,914,104,1009,11,1025,..,251,15,266,3,264,..,499,57,557,9,565,..,900,83,986,3,990,..,3804,338,4146,43,4187,..,3956,1033,4985,65,5050,..,158,19,174,3,180,..,60,20,81,0,81,..,1084,288,1374,11,1386,..,155,18,171,0,178,..,187,77,262,4,263,..,68,11,80,0,86,..,67,4,69,0,69,..,47,3,45,0,47,..,123,51,173,0,176,..,188,6,192,0,192,..,129,8,141,0,141,..,275,3,280,7,290,..,101,7,116,0,116,..,694,30,727,7,733,..,465,67,537,3,540,..,284,16,303,3,309,..,127,44,167,3,168,..,187,29,217,3,219,..,1417,517,1927,22,1946,..,2019,471,2492,70,2559,..,23261,6112,29367,353,29719,..,191,65,254,4678,4937,33494,23451,6170,29622,5030,68149
SED27003,..,1425,566,1990,13,2004,..,28,0,28,0,29,..,154,0,160,0,160,..,42,3,43,0,43,..,67,3,63,0,70,..,65,0,62,0,62,..,127,3,127,0,128,..,482,14,497,3,496,..,828,119,949,8,959,..,202,27,231,0,236,..,97,30,124,0,131,..,111,19,134,0,135,..,36,6,49,0,50,..,98,9,105,0,111,..,115,10,123,0,123,..,99,14,112,0,112,..,4,0,4,0,4,..,113,30,138,3,140,..,69,0,71,0,71,..,146,7,150,0,150,..,90,0,89,3,91,..,92,12,101,3,108,..,394,22,411,7,420,..,706,46,755,8,762,..,72,0,74,4,79,..,193,46,242,0,242,..,156,46,204,0,209,..,1984,1274,3257,27,3287,..,1875,370,2240,59,2297,..,12596,4040,16635,199,16835,..,147,39,183,6622,6808,48908,12740,4072,16813,6822,72548
SED27101,..,524,63,593,5,594,..,43,4,42,0,42,..,565,32,598,3,604,..,494,64,561,3,562,..,252,10,261,8,267,..,159,12,171,0,166,..,405,44,445,0,451,..,1907,167,2081,14,2093,..,625,101,723,6,735,..,149,14,162,4,166,..,214,97,314,3,318,..,49,4,54,0,54,..,26,0,26,0,26,..,468,125,595,3,596,..,157,24,182,0,184,..,99,13,111,0,111,..,6,0,6,0,6,..,104,26,125,0,125,..,93,0,93,0,93,..,259,22,272,4,279,..,115,4,115,0,115,..,49,0,49,0,49,..,508,27,532,4,540,..,297,22,324,3,326,..,122,3,127,3,129,..,132,17,150,0,150,..,49,5,59,0,59,..,382,142,523,8,527,..,1726,995,2714,56,2768,..,13165,3618,16787,140,16924,..,118,30,150,2236,2384,42768,13289,3647,16935,2374,62070
SED27208,..,83,10,91,0,91,..,9,0,10,0,10,..,51,0,51,0,51,..,62,8,72,0,68,..,24,3,28,3,33,..,38,7,43,0,44,..,16,0,19,0,19,..,205,17,220,3,226,..,77,11,87,3,92,..,31,3,37,0,37,..,11,6,15,0,15,..,5,0,9,0,9,..,38,3,37,0,37,..,0,0,0,0,0,..,19,0,19,0,19,..,26,0,29,0,29,..,0,0,0,0,0,..,9,0,9,0,9,..,90,0,88,0,94,..,18,0,22,0,22,..,74,0,76,0,82,..,29,0,33,0,33,..,214,7,224,0,224,..,37,7,49,0,49,..,36,0,35,0,34,..,30,7,39,0,38,..,11,4,12,0,12,..,32,14,45,0,45,..,316,50,371,16,380,..,1705,252,1957,38,1993,..,169,23,187,5412,5603,54952,1871,277,2146,5453,62546
SED27305,..,797,69,862,3,870,..,51,0,58,0,58,..,517,14,528,3,527,..,206,20,226,0,226,..,928,33,957,7,966,..,77,4,77,0,77,..,245,11,259,0,260,..,2022,81,2101,5,2111,..,869,77,954,5,962,..,51,10,54,0,54,..,155,56,204,3,207,..,64,0,66,0,66,..,38,3,46,0,43,..,214,66,277,5,278,..,266,20,284,0,285,..,81,8,91,0,93,..,16,0,16,0,20,..,103,13,112,3,114,..,158,4,159,0,159,..,160,8,171,0,170,..,223,0,227,0,229,..,92,4,93,0,93,..,632,20,644,0,650,..,261,29,287,3,291,..,444,26,474,0,475,..,58,8,66,0,66,..,72,10,85,0,85,..,353,103,462,0,463,..,1439,255,1693,26,1720,..,12523,1984,14512,103,14609,..,111,6,116,1650,1769,38854,12637,1992,14626,1752,55229
SED27406,..,1078,196,1272,17,1289,..,25,3,26,0,26,..,172,0,176,0,181,..,104,17,123,0,121,..,55,0,56,0,56,..,16,0,18,0,18,..,80,7,79,0,79,..,456,26,476,3,481,..,574,50,623,3,632,..,206,28,233,4,231,..,45,12,59,0,59,..,22,0,22,0,22,..,23,0,22,0,22,..,61,12,76,0,83,..,205,23,236,3,233,..,486,98,592,4,590,..,3,0,3,0,3,..,122,8,128,0,128,..,36,3,45,0,45,..,52,3,54,0,54,..,63,0,62,0,62,..,40,0,40,0,40,..,191,5,193,0,193,..,323,11,338,0,340,..,49,0,49,3,52,..,69,13,87,0,87,..,152,24,174,3,177,..,69,10,79,0,86,..,824,110,931,22,955,..,7152,1008,8156,82,8234,..,117,12,130,2820,2947,47413,7266,1019,8287,2899,58593
SED27504,..,181,30,208,4,210,..,36,3,41,0,44,..,123,6,127,0,133,..,719,144,860,15,874,..,112,10,125,0,120,..,118,9,130,0,126,..,152,21,167,0,169,..,1262,193,1452,23,1468,..,1075,180,1253,19,1278,..,32,6,35,0,34,..,24,7,30,0,30,..,184,22,205,3,212,..,5,0,5,0,5,..,69,20,90,0,90,..,25,3,27,0,27,..,10,0,11,0,11,..,200,14,212,3,220,..,16,10,25,0,25,..,142,7,150,0,150,..,21,3,23,0,27,..,160,5,162,0,162,..,55,13,68,0,74,..,381,35,413,3,411,..,37,8,51,0,51,..,59,4,65,0,65,..,73,21,96,0,93,..,356,132,483,3,487,..,32,17,55,0,53,..,1714,745,2456,55,2516,..,7274,2032,9307,145,9452,..,213,48,261,5162,5424,54274,7487,2079,9571,5313,69152
SED27608,..,152,8,155,3,159,..,64,5,66,0,66,..,186,0,188,0,188,..,183,17,207,0,207,..,117,10,126,0,129,..,59,3,63,0,63,..,71,4,76,0,76,..,677,38,718,0,722,..,402,23,425,7,432,..,108,9,116,0,116,..,48,12,60,0,60,..,84,14,97,0,96,..,25,4,28,0,33,..,159,18,175,0,179,..,71,5,73,0,73,..,47,3,45,0,45,..,5,0,5,0,5,..,63,7,64,3,69,..,57,3,58,0,58,..,91,0,94,0,94,..,102,0,102,0,102,..,41,3,37,0,40,..,290,7,298,0,295,..,144,4,152,0,153,..,76,4,77,0,77,..,42,4,42,0,42,..,26,0,30,0,29,..,112,22,131,0,131,..,779,126,902,19,917,..,5076,521,5593,54,5650,..,154,16,167,3226,3392,60365,5229,535,5762,3280,69402
SED27708,..,48,3,47,0,54,..,14,0,14,0,14,..,47,4,49,0,55,..,15,3,14,0,19,..,75,9,89,0,89,..,3,0,3,0,3,..,20,3,28,0,27,..,179,16,195,3,204,..,57,3,64,0,66,..,58,9,63,0,63,..,28,61,86,0,86,..,0,0,0,0,0,..,22,3,23,0,24,..,3,0,7,0,7,..,13,0,13,0,16,..,19,4,20,0,20,..,6,0,6,0,6,..,0,0,0,0,0,..,74,0,75,0,75,..,47,8,52,0,52,..,81,0,85,0,87,..,27,5,32,0,32,..,233,13,244,0,248,..,40,4,44,0,41,..,33,0,33,0,33,..,57,12,63,0,69,..,13,3,15,0,15,..,22,8,28,0,28,..,276,48,326,13,337,..,1654,440,2097,37,2134,..,191,15,203,4428,4629,55944,1839,453,2299,4469,62713
SED27807,..,1353,516,1872,17,1889,..,269,29,299,0,299,..,797,37,833,7,842,..,2525,281,2807,34,2843,..,302,10,312,0,312,..,570,63,632,3,640,..,470,31,509,7,512,..,4935,459,5392,55,5446,..,1140,267,1413,19,1429,..,42,0,43,0,39,..,44,11,51,0,51,..,976,357,1331,13,1340,..,1959,301,2257,45,2304,..,147,94,240,3,246,..,464,138,600,14,610,..,72,11,87,0,87,..,610,68,679,20,695,..,524,156,678,20,698,..,567,21,590,4,594,..,69,0,73,0,73,..,758,43,804,11,807,..,73,16,86,0,92,..,1463,86,1552,15,1563,..,838,190,1025,18,1039,..,452,200,652,17,665,..,137,26,167,6,172,..,464,139,602,0,598,..,10260,6153,16410,149,16566,..,4301,1724,6026,114,6136,..,35022,12710,47736,594,48331,..,258,125,384,4631,5015,21876,35280,12834,48114,5231,75221
SED27907,..,719,119,835,11,853,..,25,0,30,0,29,..,321,12,332,3,334,..,188,25,208,0,210,..,323,22,339,4,345,..,89,12,101,0,96,..,101,3,107,3,110,..,1048,68,1117,12,1133,..,1493,187,1679,23,1701,..,59,11,68,0,68,..,9,4,16,0,16,..,103,4,108,3,106,..,347,15,360,4,362,..,28,15,39,0,39,..,143,22,164,0,164,..,36,0,37,0,37,..,177,10,189,0,189,..,137,24,166,0,166,..,137,3,138,3,145,..,40,3,48,0,48,..,242,3,251,0,251,..,44,0,45,0,43,..,460,12,477,3,478,..,196,21,224,0,224,..,31,0,31,0,31,..,99,19,110,0,114,..,348,54,401,9,412,..,138,59,197,0,198,..,1014,219,1230,16,1255,..,8671,1180,9859,102,9960,..,111,17,128,3132,3261,47342,8781,1199,9985,3233,60566
SED28007,..,1625,179,1803,17,1821,..,120,3,123,3,125,..,1264,57,1321,13,1336,..,2088,233,2325,23,2347,..,678,33,714,8,722,..,489,45,538,3,534,..,314,19,335,5,339,..,4958,395,5356,55,5406,..,2143,167,2310,25,2336,..,47,8,53,0,53,..,45,18,61,0,61,..,2290,312,2601,26,2628,..,1613,100,1719,15,1734,..,89,19,102,0,102,..,358,43,408,8,413,..,63,7,68,0,68,..,274,34,309,6,310,..,480,90,571,6,579,..,835,27,864,16,875,..,133,9,143,0,145,..,1263,44,1310,15,1323,..,181,22,203,4,207,..,2416,102,2515,31,2551,..,948,110,1064,9,1071,..,403,26,429,0,436,..,104,20,131,0,131,..,915,129,1047,10,1053,..,1706,801,2507,19,2523,..,2955,514,3470,66,3536,..,28960,4142,33104,336,33438,..,192,47,240,3220,3462,38543,29155,4188,33345,3554,75444
SED28107,..,489,60,547,0,547,..,1304,104,1405,10,1413,..,3979,238,4220,37,4253,..,4764,615,5383,59,5435,..,821,52,869,12,881,..,2489,278,2765,19,2782,..,2713,316,3034,31,3062,..,16065,1604,17672,159,17835,..,850,98,947,10,958,..,89,16,109,0,114,..,136,43,177,0,177,..,521,75,597,3,601,..,661,33,690,3,690,..,152,47,195,3,197,..,214,35,254,0,254,..,102,19,125,0,125,..,762,51,813,4,817,..,326,47,374,5,375,..,1236,29,1266,4,1272,..,524,38,563,12,575,..,1607,43,1652,26,1676,..,397,13,414,7,417,..,3764,127,3894,45,3935,..,812,101,906,22,930,..,917,76,987,13,1000,..,184,28,213,0,214,..,140,17,158,3,160,..,753,274,1024,4,1028,..,8142,1714,9854,203,10055,..,40625,5809,46437,553,46988,..,282,120,406,5739,6140,43476,40908,5929,46840,6285,96602
SED28203,..,2794,905,3705,40,3747,..,154,10,162,0,162,..,1518,117,1637,13,1655,..,3428,406,3833,54,3891,..,562,41,602,11,615,..,542,67,610,11,615,..,605,49,654,3,660,..,6809,693,7499,94,7591,..,4488,1282,5772,119,5892,..,29,7,37,0,37,..,19,3,23,0,23,..,3803,1176,4979,69,5047,..,407,34,441,8,451,..,334,195,528,3,528,..,51,12,62,3,69,..,46,7,57,0,57,..,385,23,409,8,413,..,263,61,315,3,321,..,289,10,294,4,300,..,133,13,141,3,148,..,315,12,333,3,333,..,83,12,90,0,95,..,816,39,861,12,869,..,231,42,275,9,286,..,647,138,781,15,791,..,70,16,89,0,89,..,1012,234,1244,9,1255,..,2289,1211,3497,34,3526,..,3146,808,3958,98,4052,..,34616,8895,43514,605,44122,..,213,105,323,3398,3713,20794,34834,9007,43836,4001,68632
SED28301,..,1910,265,2173,10,2182,..,31,0,30,0,30,..,340,13,351,0,353,..,192,15,212,0,210,..,108,3,107,0,109,..,173,9,182,0,182,..,151,3,155,0,155,..,985,52,1040,3,1039,..,1398,129,1524,19,1547,..,103,17,119,0,119,..,262,99,356,8,361,..,158,13,168,4,169,..,70,4,71,0,71,..,755,149,902,5,907,..,100,11,113,0,113,..,53,3,58,0,58,..,3,0,3,0,3,..,37,6,42,0,44,..,40,0,40,0,38,..,197,16,217,0,215,..,43,3,45,0,48,..,76,6,83,0,83,..,360,25,386,3,391,..,131,12,143,3,144,..,130,4,135,0,135,..,42,3,45,0,45,..,65,23,89,0,89,..,183,43,228,0,228,..,665,120,780,15,796,..,16386,3547,19925,127,20052,..,121,20,141,2075,2214,38011,16508,3565,20070,2194,60281
SED28408,..,81,20,101,5,102,..,56,4,59,0,59,..,124,6,135,0,135,..,135,19,150,0,154,..,44,3,50,0,50,..,34,7,36,0,36,..,76,4,77,0,77,..,467,42,514,0,510,..,118,7,131,0,132,..,75,12,85,0,85,..,31,4,29,0,29,..,8,0,12,0,12,..,23,0,23,0,25,..,23,0,27,0,27,..,30,3,27,0,27,..,28,5,31,0,31,..,0,0,0,0,0,..,16,0,16,0,15,..,92,3,95,0,95,..,27,0,26,0,26,..,102,7,108,0,108,..,14,0,20,0,20,..,242,8,247,0,247,..,64,8,72,0,72,..,33,5,40,0,40,..,43,15,50,0,52,..,8,0,8,0,8,..,54,18,72,0,73,..,550,95,646,23,666,..,2759,385,3144,41,3183,..,163,9,171,3213,3386,50733,2923,394,3316,3254,57294
SED28507,..,347,46,388,11,396,..,531,46,578,9,585,..,1167,84,1246,6,1253,..,1444,175,1618,6,1626,..,347,17,364,4,372,..,407,42,446,3,456,..,554,38,593,7,599,..,4453,395,4846,40,4883,..,1283,235,1516,20,1536,..,65,10,77,0,77,..,59,29,86,3,88,..,216,15,240,0,240,..,287,25,311,3,315,..,109,50,161,0,160,..,204,39,245,0,243,..,117,21,142,0,142,..,229,19,251,6,259,..,233,42,278,0,283,..,402,12,411,4,416,..,134,13,151,0,149,..,630,10,638,5,651,..,151,4,152,3,157,..,1321,41,1357,11,1375,..,439,75,516,6,517,..,352,37,390,3,398,..,142,33,173,3,173,..,68,18,86,0,86,..,365,116,475,8,482,..,4127,1798,5928,98,6024,..,16327,3428,19760,246,20003,..,231,53,285,3891,4181,46388,16561,3484,20041,4139,70567
SED28607,..,1908,560,2466,16,2488,..,116,20,136,0,137,..,276,12,284,4,294,..,131,17,149,0,149,..,62,3,69,0,70,..,108,11,118,5,121,..,238,19,256,0,256,..,926,75,1005,10,1019,..,1563,368,1929,28,1962,..,128,18,142,0,142,..,43,25,60,0,61,..,666,251,918,10,929,..,330,48,382,7,384,..,72,9,86,0,86,..,228,46,277,3,278,..,48,4,53,0,53,..,34,0,36,0,36,..,310,84,402,0,398,..,119,7,124,0,124,..,149,19,166,4,176,..,128,6,133,0,133,..,32,4,40,0,40,..,430,30,466,4,474,..,424,56,477,7,487,..,98,10,102,3,105,..,125,27,152,0,149,..,84,16,104,0,104,..,1183,486,1673,14,1686,..,1463,392,1851,45,1893,..,14188,3306,17498,206,17705,..,150,28,177,3722,3898,49462,14340,3331,17674,3935,71068
SED28704,..,726,39,767,4,773,..,35,7,46,0,41,..,462,22,487,5,492,..,624,77,701,11,714,..,435,43,478,0,480,..,117,14,132,0,129,..,285,18,312,0,313,..,1966,180,2147,17,2167,..,1417,73,1494,23,1513,..,52,10,66,0,66,..,54,21,72,0,72,..,739,56,794,13,815,..,208,11,224,3,227,..,131,40,166,3,167,..,89,3,95,3,101,..,59,10,70,0,70,..,131,19,147,0,148,..,118,9,120,0,121,..,151,6,157,0,155,..,82,3,88,0,88,..,200,4,208,0,208,..,68,3,71,0,67,..,500,14,519,3,521,..,267,13,284,3,284,..,262,21,282,3,282,..,109,14,119,0,122,..,192,18,213,0,212,..,122,40,159,3,169,..,1410,223,1631,43,1673,..,10268,1072,11334,149,11482,..,143,30,174,3943,4115,64281,10412,1094,11511,4093,79880
