SED_CODE_2016,F_Vietnam_0_4,F_Vietnam_5_14,F_Vietnam_15_24,F_Vietnam_25_44,F_Vietnam_45_54,F_Vietnam_55_64,F_Vietnam_65_74,F_Vietnam_75_84,F_Vietnam_85ov,F_Vietnam_Tot,F_Wales_0_4,F_Wales_5_14,F_Wales_15_24,F_Wales_25_44,F_Wales_45_54,F_Wales_55_64,F_Wales_65_74,F_Wales_75_84,F_Wales_85ov,F_Wales_Tot,F_Zimbabwe_0_4,F_Zimbabwe_5_14,F_Zimbabwe_15_24,F_Zimbabwe_25_44,F_Zimbabwe_45_54,F_Zimbabwe_55_64,F_Zimbabwe_65_74,F_Zimbabwe_75_84,F_Zimbabwe_85ov,F_Zimbabwe_Tot,F_Elsewhere_0_4,F_Elsewhere_5_14,F_Elsewhere_15_24,F_Elsewhere_25_44,F_Elsewhere_45_54,F_Elsewhere_55_64,F_Elsewhere_65_74,F_Elsewhere_75_84,F_Elsewhere_85ov,F_Elsewhere_Tot,F_COB_NS_0_4,F_COB_NS_5_14,F_COB_NS_15_24,F_COB_NS_25_44,F_COB_NS_45_54,F_COB_NS_55_64,F_COB_NS_65_74,F_COB_NS_75_84,F_COB_NS_85ov,F_COB_NS_Tot,F_Tot_0_4,F_Tot_5_14,F_Tot_15_24,F_Tot_25_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Afghanistan_0_4,P_Afghanistan_5_14,P_Afghanistan_15_24,P_Afghanistan_25_44,P_Afghanistan_45_54,P_Afghanistan_55_64,P_Afghanistan_65_74,P_Afghanistan_75_84,P_Afghanistan_85ov,P_Afghanistan_Tot,P_Australia_0_4,P_Australia_5_14,P_Australia_15_24,P_Australia_25_44,P_Australia_45_54,P_Australia_55_64,P_Australia_65_74,P_Australia_75_84,P_Australia_85ov,P_Australia_Tot,P_Bangladesh_0_4,P_Bangladesh_5_14,P_Bangladesh_15_24,P_Bangladesh_25_44,P_Bangladesh_45_54,P_Bangladesh_55_64,P_Bangladesh_65_74,P_Bangladesh_75_84,P_Bangladesh_85ov,P_Bangladesh_Tot,P_Bosnia_Herzegov_0_4,P_Bosnia_Herzegov_5_14,P_Bosnia_Herzegov_15_24,P_Bosnia_Herzegov_25_44,P_Bosnia_Herzegov_45_54,P_Bosnia_Herzegov_55_64,P_Bosnia_Herzegov_65_74,P_Bosnia_Herzegov_75_84,P_Bosnia_Herzegov_85ov,P_Bosnia_Herzegov_Tot,P_Cambodia_0_4,P_Cambodia_5_14,P_Cambodia_15_24,P_Cambodia_25_44,P_Cambodia_45_54,P_Cambodia_55_64,P_Cambodia_65_74,P_Cambodia_75_84,P_Cambodia_85ov,P_Cambodia_Tot,P_Canada_0_4,P_Canada_5_14,P_Canada_15_24,P_Canada_25_44,P_Canada_45_54,P_Canada_55_64,P_Canada_65_74,P_Canada_75_84,P_Canada_85ov,P_Canada_Tot,P_Chile_0_4,P_Chile_5_14,P_Chile_15_24,P_Chile_25_44,P_Chile_45_54,P_Chile_55_64,P_Chile_65_74,P_Chile_75_84,P_Chile_85ov,P_Chile_Tot,P_China_0_4,P_China_5_14,P_China_15_24,P_China_25_44,P_China_45_54,P_China_55_64,P_China_65_74,P_China_75_84,P_China_85ov,P_China_Tot,P_Croatia_0_4,P_Croatia_5_14,P_Croatia_15_24,P_Croatia_25_44,P_Croatia_45_54,P_Croatia_55_64,P_Croatia_65_74,P_Croatia_75_84,P_Croatia_85ov,P_Croatia_Tot,P_Egypt_0_4,P_Egypt_5_14,P_Egypt_15_24,P_Egypt_25_44,P_Egypt_45_54,P_Egypt_55_64,P_Egypt_65_74,P_Egypt_75_84,P_Egypt_85ov,P_Egypt_Tot,P_England_0_4,P_England_5_14,P_England_15_24,P_England_25_44,P_England_45_54,P_England_55_64,P_England_65_74,P_England_75_84,P_England_85ov,P_England_Tot,P_Fiji_0_4,P_Fiji_5_14,P_Fiji_15_24,P_Fiji_25_44,P_Fiji_45_54,P_Fiji_55_64,P_Fiji_65_74,P_Fiji_75_84,P_Fiji_85ov,P_Fiji_Tot,P_France_0_4,P_France_5_14,P_France_15_24,P_France_25_44,P_France_45_54,P_France_55_64,P_France_65_74,P_France_75_84,P_France_85ov,P_France_Tot,P_Germany_0_4,P_Germany_5_14,P_Germany_15_24,P_Germany_25_44,P_Germany_45_54,P_Germany_55_64,P_Germany_65_74,P_Germany_75_84,P_Germany_85ov,P_Germany_Tot
SED25501,3,3,25,158,143,122,32,17,7,501,0,0,0,0,4,3,0,7,4,14,0,0,4,10,3,3,3,0,0,20,10,62,77,185,141,82,104,105,44,815,50,135,153,308,157,137,152,146,84,1319,1318,3746,4249,7792,4665,3539,2947,2478,1025,31752,0,3,4,14,21,7,7,0,0,55,2306,4963,4857,4511,3154,2599,2373,2407,1009,28195,0,19,13,47,31,13,6,0,0,136,0,0,0,8,5,9,3,0,0,28,0,3,14,65,61,23,9,3,0,184,0,10,10,22,18,15,9,3,5,90,0,4,0,16,12,3,4,0,0,44,113,572,1525,3255,1623,899,439,232,68,8713,0,0,0,6,13,15,16,29,3,87,0,5,3,22,9,19,42,40,20,156,23,93,89,172,214,207,246,206,99,1336,0,0,11,51,31,18,6,14,4,124,0,5,6,14,9,6,5,0,3,59,0,4,13,28,28,20,64,84,27,266
SED25605,5,18,107,533,334,241,110,44,21,1415,0,0,0,0,0,4,3,6,0,15,0,0,5,5,3,0,0,0,0,16,18,64,104,366,219,240,195,137,45,1387,77,130,161,399,201,185,219,150,155,1677,1734,3256,3602,8457,4017,3816,3420,1994,1086,31379,0,6,47,94,29,23,3,8,3,217,3129,5050,4627,6173,2941,2392,2182,1158,613,28260,0,9,26,125,19,11,5,0,0,198,0,7,14,88,70,63,37,23,3,310,0,11,56,226,156,111,52,25,3,642,0,0,13,15,10,7,4,0,0,63,0,0,3,37,28,25,48,20,8,172,30,192,491,1571,637,498,233,134,48,3828,0,0,7,26,48,67,107,73,18,343,4,8,15,22,40,82,98,50,22,339,5,38,46,132,172,190,255,182,83,1095,0,0,11,56,37,25,16,3,3,155,0,3,4,8,10,3,4,6,3,50,0,8,16,26,33,22,94,86,32,320
SED25704,0,0,0,11,7,4,0,0,0,16,0,0,0,0,0,0,6,0,0,9,0,0,3,10,3,3,0,0,0,19,0,7,5,48,22,15,11,12,10,135,134,259,270,649,445,483,429,305,162,3136,1768,3704,3332,6671,4283,4408,3728,2466,1248,31600,0,13,30,51,31,20,0,0,0,140,3286,6963,6193,10396,6871,7229,5801,3592,1567,51898,0,0,0,10,3,3,0,0,0,15,0,0,0,0,0,0,0,3,0,0,0,3,0,4,0,0,0,0,0,6,0,7,0,9,3,3,0,0,3,29,0,0,0,3,0,0,0,0,0,3,0,0,7,40,11,12,3,0,0,72,0,0,0,0,0,0,0,5,0,9,0,0,0,5,0,0,0,0,0,17,0,7,13,71,136,194,255,168,50,893,0,3,0,11,6,0,3,0,0,25,0,3,4,8,10,4,4,0,0,28,0,0,0,16,8,17,49,24,12,122
SED25802,0,0,0,18,0,0,0,0,0,21,0,0,0,0,7,10,8,3,0,39,0,0,3,3,3,3,3,0,0,12,0,20,13,92,46,56,44,40,29,338,112,249,274,594,445,451,421,240,95,2880,1926,4237,3861,7583,4749,4808,3986,2041,931,34126,0,0,0,0,0,0,0,0,0,3,3625,7905,7043,12124,7204,7089,5180,2490,994,53657,0,3,0,3,3,0,0,0,0,12,0,0,0,11,0,4,7,3,0,23,0,0,4,9,7,0,0,0,0,15,0,3,4,18,7,18,8,0,3,63,0,0,0,8,6,3,4,0,0,17,0,3,13,45,34,10,3,3,0,119,0,0,0,0,14,18,27,21,0,84,0,0,0,3,0,3,8,0,0,22,6,48,45,227,373,540,626,360,114,2333,0,0,3,11,14,4,0,0,0,32,0,0,0,8,3,3,8,4,0,17,3,3,11,28,25,45,138,71,23,341
SED25905,0,3,16,95,44,54,10,11,3,236,0,0,0,0,4,4,0,4,0,16,0,0,3,6,3,3,0,0,0,20,10,65,169,588,447,376,213,102,45,2025,106,162,213,416,255,220,153,85,51,1658,2034,4074,4726,8927,5004,4210,2359,1277,675,33291,18,152,421,1006,288,142,68,24,11,2123,3816,6920,7184,8431,4233,3073,1481,704,429,36275,0,8,3,46,19,8,0,0,0,91,3,0,28,139,73,67,26,16,3,359,0,4,23,113,78,65,22,3,0,304,0,3,7,18,6,3,7,0,0,53,0,3,4,73,61,75,59,11,8,293,11,42,51,488,241,240,102,46,22,1246,0,0,8,66,102,127,106,71,9,482,4,32,30,88,63,81,58,43,7,420,6,51,47,227,327,371,355,219,103,1708,0,7,38,165,150,87,36,20,0,496,0,0,0,13,13,6,7,3,3,47,0,4,14,25,41,32,69,61,20,277
SED26005,0,3,16,152,44,31,8,6,0,268,0,0,0,8,9,3,3,3,0,20,0,3,10,29,4,4,0,0,0,57,10,123,204,679,408,320,148,59,19,1978,144,309,266,624,311,224,133,84,21,2113,3129,6792,6045,12381,5898,3774,2074,857,281,41235,28,310,876,1476,332,150,47,11,5,3239,5821,10821,8139,10034,4870,2882,1476,527,184,44748,0,10,12,77,38,13,3,0,0,142,0,8,23,117,79,56,20,6,0,311,5,13,31,320,144,89,27,16,5,648,0,11,5,24,14,4,3,0,0,64,0,0,5,102,90,85,50,16,3,354,13,70,125,653,238,155,67,20,3,1338,0,0,6,63,80,57,55,21,11,289,4,29,44,105,63,48,46,12,3,348,15,117,133,337,553,375,298,145,46,2012,0,21,68,252,145,99,37,15,0,639,0,0,3,10,14,5,6,3,0,43,0,0,17,44,33,42,55,27,9,219
SED26102,0,0,0,12,3,3,0,0,0,13,0,0,0,7,5,4,3,0,0,29,0,0,0,4,4,0,0,0,0,9,0,13,12,84,42,66,76,49,30,370,77,142,145,423,320,402,432,367,221,2528,1355,2947,2405,5668,3895,4759,5094,3006,1431,30560,0,0,0,0,0,0,0,0,0,0,2529,5498,4431,8838,5708,6477,6392,3550,1533,44951,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,11,0,0,3,3,0,0,0,0,0,8,0,5,6,24,13,23,17,6,0,95,0,0,0,4,8,4,3,0,0,22,0,3,4,34,16,7,17,0,3,87,0,0,0,3,4,27,50,47,8,140,0,0,0,3,7,23,28,29,6,95,18,97,78,309,478,609,883,574,247,3297,0,0,0,0,3,4,7,3,0,13,0,5,3,15,10,7,10,3,0,57,3,6,8,20,32,37,132,79,16,328
SED26207,0,7,27,215,159,159,54,44,32,697,0,0,0,5,7,0,0,0,0,10,0,0,0,4,0,0,0,0,0,3,10,30,36,247,126,131,133,129,47,884,59,112,140,420,217,224,265,198,96,1740,1612,3270,3223,7783,4289,3623,3444,2365,1051,30655,0,0,3,6,0,3,0,0,0,11,3076,6079,5912,10790,5677,3662,2382,1406,665,39647,0,0,3,14,4,0,4,0,0,29,0,0,3,33,16,17,15,16,0,105,0,0,0,7,6,13,3,0,0,22,0,4,7,32,16,12,4,3,0,78,0,0,7,32,36,27,48,9,0,158,0,15,66,235,134,113,56,34,20,673,0,3,0,24,60,95,160,160,17,523,0,13,16,59,41,52,77,55,21,329,10,35,36,183,173,156,202,96,39,933,0,0,3,27,14,8,4,10,0,69,0,0,3,5,9,8,9,3,0,44,3,3,4,31,20,19,151,61,28,323
SED26303,0,3,31,126,78,52,24,11,9,333,0,0,0,11,3,0,3,0,0,21,0,0,4,9,0,3,0,0,0,22,7,21,69,466,101,72,65,56,26,888,87,142,229,913,312,232,159,139,83,2288,1788,3321,3720,12783,4784,3118,1975,1647,837,33981,0,0,6,5,0,0,0,0,0,10,3372,5999,5679,15887,6388,3667,1441,575,410,43415,0,0,6,33,0,0,0,0,0,38,0,0,0,15,6,5,9,3,0,31,0,0,0,7,9,3,5,3,0,31,0,6,18,109,34,14,3,0,0,190,0,0,0,27,15,7,11,3,0,65,5,26,197,320,116,118,37,34,13,864,0,0,3,13,18,34,28,34,6,136,0,6,0,6,11,14,27,20,12,97,26,93,89,788,396,252,141,49,33,1863,0,0,4,19,16,8,3,0,3,52,0,0,3,93,12,14,4,3,0,132,3,8,14,109,50,25,47,14,4,272
SED26406,3,5,85,189,62,53,24,9,4,436,0,0,7,0,3,0,6,0,3,15,0,0,6,17,3,0,0,0,0,33,20,53,135,586,209,216,223,150,68,1668,95,118,306,595,204,168,144,139,80,1859,1979,3250,7031,11748,4171,3168,2391,1824,1032,36583,0,0,3,19,6,4,0,0,0,36,3405,5308,6002,9297,4806,3053,1577,958,746,35152,13,20,82,210,12,15,3,0,0,353,0,0,3,23,9,14,8,3,0,60,0,0,10,35,17,13,7,3,0,79,3,13,23,61,25,6,3,4,0,135,0,0,3,49,19,14,22,7,0,108,27,67,3499,3005,409,385,115,74,10,7590,0,0,0,14,11,16,21,31,8,96,0,9,7,32,27,30,47,28,22,200,13,55,113,340,253,191,192,114,69,1341,0,0,10,30,17,13,9,3,0,72,0,11,21,59,24,5,11,3,0,147,3,5,21,75,29,27,36,35,30,255
SED26504,0,0,3,0,0,0,0,0,0,9,0,0,0,3,3,4,4,3,0,18,0,0,0,0,0,3,0,0,0,3,0,3,9,40,33,24,39,35,3,197,88,223,222,531,401,439,419,256,197,2772,1462,3360,2786,6010,3924,4288,3777,2278,1209,29103,0,0,0,0,0,0,0,0,0,0,2782,6308,5107,9304,6260,6631,5215,3047,1338,45990,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,9,0,0,3,7,0,3,0,0,0,18,0,6,0,24,10,16,6,7,0,64,0,0,0,4,0,0,3,0,0,13,0,0,9,28,12,6,0,3,0,55,0,0,0,0,8,7,20,11,0,51,0,3,0,3,0,0,0,3,0,14,3,12,19,117,195,239,418,209,94,1310,0,3,0,5,3,4,3,0,0,25,0,3,0,9,6,8,8,0,0,41,0,0,3,18,15,37,113,44,18,250
SED26603,4,3,22,147,44,63,17,5,7,325,0,0,0,3,0,4,0,3,0,15,0,0,5,15,0,3,0,0,0,22,22,82,81,503,155,123,120,103,73,1249,146,218,228,823,326,243,220,221,145,2583,2513,3806,4225,12869,4703,3462,2430,2422,1498,37931,0,4,0,22,3,0,0,0,0,32,4513,6439,6265,13903,5602,3501,1473,1166,1023,43895,0,5,13,90,6,9,0,0,0,125,0,0,0,31,13,19,8,4,0,78,0,0,0,13,5,4,0,0,0,24,0,4,3,66,14,5,0,3,0,99,0,0,0,44,19,11,7,0,3,76,7,35,221,553,179,206,50,32,12,1287,0,0,3,19,28,25,44,50,17,178,5,21,8,45,28,54,64,66,35,331,13,56,48,447,203,140,120,81,57,1167,0,4,4,67,43,13,10,10,0,151,0,0,8,42,14,8,8,6,0,83,3,6,8,76,20,19,73,23,30,271
SED26708,0,3,0,5,3,0,0,0,0,15,0,0,0,0,0,4,6,0,0,15,0,3,0,3,3,3,0,0,0,20,0,5,9,72,35,34,29,23,13,221,84,198,191,491,366,416,379,228,111,2461,1669,3713,2967,6350,4251,4452,3463,2001,997,29853,0,0,23,24,0,0,0,0,0,43,3209,7288,5721,10468,6921,7122,5331,2788,1199,50059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,4,25,6,3,3,0,0,48,0,0,0,0,0,0,3,0,0,3,0,4,8,44,6,13,0,0,0,83,0,0,0,3,13,7,11,15,3,49,0,0,0,7,0,4,7,0,0,18,0,38,33,177,218,355,352,215,70,1462,0,0,0,9,7,3,0,0,0,16,0,0,0,18,4,0,3,0,0,28,0,0,4,32,17,28,69,36,18,209
SED26806,0,3,57,117,27,25,18,10,0,256,0,0,3,12,0,4,7,0,0,22,0,0,3,28,0,0,3,0,0,40,15,26,148,1010,144,181,169,256,178,2138,124,141,467,1853,408,355,273,181,144,3940,1317,1668,5116,18004,3708,3226,2511,1568,873,37987,0,0,3,10,3,4,0,0,0,21,2165,2451,5141,17595,4350,3404,2395,1147,507,39157,0,0,4,23,0,3,0,0,0,37,0,0,3,32,8,11,10,0,3,67,0,3,9,15,8,14,3,3,0,51,4,0,41,220,41,18,10,0,0,330,3,5,3,83,18,11,10,7,0,130,20,90,947,1180,245,151,74,56,19,2781,0,0,0,23,19,19,10,4,3,89,0,9,0,28,8,19,19,26,12,123,23,43,264,1639,408,286,300,90,53,3119,3,0,4,61,8,8,3,0,0,94,3,9,46,312,22,23,12,9,5,446,0,0,29,202,41,25,75,39,28,443
SED26903,6,17,105,315,181,143,57,22,8,863,0,0,0,4,0,5,0,0,3,9,0,0,0,17,3,3,0,0,0,28,87,125,153,612,150,152,102,71,34,1482,146,203,282,849,375,320,244,251,211,2884,2283,3176,3809,11743,4329,3324,2526,2254,1331,34787,0,0,21,14,8,3,3,0,0,60,3870,5345,5157,11703,4928,3043,1450,968,860,37325,7,16,41,172,5,4,0,0,0,245,0,0,8,36,13,17,15,15,0,107,0,0,3,21,8,13,7,0,0,56,0,0,4,61,17,5,0,0,0,99,0,3,3,29,19,18,11,4,0,85,23,57,357,1253,394,378,128,71,21,2676,0,0,3,16,27,43,39,41,12,185,3,6,9,45,18,39,42,25,15,207,7,23,38,314,184,126,102,51,38,875,0,0,6,49,18,18,7,5,0,111,0,3,9,45,20,9,0,3,3,93,0,4,8,49,33,12,28,18,6,150
SED27003,3,34,130,503,304,305,163,77,37,1549,0,0,3,20,4,5,6,0,0,40,0,3,3,14,0,6,0,0,0,27,17,63,244,1031,186,130,115,84,46,1920,165,205,420,1734,419,372,241,148,58,3764,1674,2351,4284,17670,3917,3324,2221,1247,514,37208,0,0,10,20,10,0,6,0,0,50,2905,3697,5048,20535,4668,3516,2041,678,270,43356,0,0,9,14,0,0,0,0,0,21,0,0,0,20,3,9,5,5,0,46,0,0,0,24,8,24,4,5,0,59,3,7,24,256,30,16,6,0,3,351,3,0,3,78,12,8,6,6,0,121,3,30,250,435,151,168,108,196,64,1415,0,0,7,12,16,25,21,27,3,117,0,19,4,13,6,11,19,8,7,92,17,54,196,1595,381,245,235,75,17,2807,0,0,3,23,20,7,4,0,0,62,0,4,37,217,16,8,8,3,4,291,0,0,22,173,43,19,50,12,5,322
SED27101,0,0,17,102,57,72,28,14,0,284,0,0,0,7,0,6,0,4,0,23,0,4,5,15,11,5,3,0,0,41,10,41,35,245,93,85,87,67,41,708,81,91,105,426,184,160,163,127,60,1403,2106,3509,3271,9893,4157,3413,2814,1821,895,31879,0,0,0,21,8,4,3,3,0,40,3859,6068,5012,10569,5298,3831,2992,1822,839,40293,0,0,3,21,6,0,0,0,0,33,0,0,3,13,5,12,3,5,0,35,0,0,3,67,55,37,18,13,3,202,0,7,16,47,20,15,3,3,0,114,0,0,0,16,22,5,8,3,0,61,35,134,360,1944,432,391,197,91,21,3601,0,0,0,13,8,15,26,24,11,95,3,13,3,46,16,20,12,12,7,134,12,82,84,321,345,324,373,233,115,1898,0,0,3,27,6,11,10,7,0,71,0,3,4,25,8,6,3,3,3,64,0,8,8,31,27,45,88,52,32,294
SED27208,0,0,6,13,3,0,0,0,0,29,0,0,0,0,0,3,3,0,0,14,0,0,3,4,7,0,0,0,0,15,0,15,6,60,32,36,26,27,12,211,90,196,199,516,425,464,433,304,166,2801,1531,3481,2959,6174,4322,4765,4114,2294,1204,30847,0,0,0,0,0,0,0,0,0,0,2979,6565,5547,10475,7042,7837,6424,3312,1461,51638,0,0,0,6,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,13,4,0,0,10,12,11,4,3,0,52,0,0,0,0,0,0,3,3,0,10,3,4,27,65,19,13,0,4,0,127,0,0,0,3,10,5,19,12,0,54,0,0,0,7,0,3,4,3,3,25,3,15,20,103,262,376,523,277,73,1657,0,0,0,18,7,8,0,0,0,34,0,3,0,11,0,3,3,3,0,23,0,3,3,10,17,41,76,37,21,210
SED27305,0,4,10,80,84,60,10,5,0,249,0,0,3,0,10,7,3,8,0,29,0,0,3,11,0,0,5,0,0,17,3,18,40,181,149,116,98,59,8,662,48,69,108,269,198,153,118,75,15,1047,1462,3468,4088,7110,4849,3497,2079,1060,308,27922,0,0,11,69,36,29,13,0,0,157,2839,6405,6997,8409,5295,3473,1808,855,275,36362,0,0,3,6,7,8,0,0,0,25,0,0,0,22,10,10,3,3,0,45,0,3,9,95,57,65,21,15,0,260,0,10,4,13,6,4,4,0,0,49,0,0,0,21,34,16,21,4,0,95,16,83,129,965,289,237,86,32,11,1846,0,0,0,6,17,38,32,16,0,106,0,9,18,51,80,82,65,39,6,353,5,63,80,228,418,414,362,180,50,1796,0,3,10,42,29,27,17,8,0,128,0,0,0,7,12,9,3,0,0,32,3,8,14,28,32,43,57,67,14,270
SED27406,0,0,0,31,6,7,3,0,0,52,0,5,0,9,7,3,10,3,3,53,0,0,0,20,6,5,0,0,0,35,12,39,58,371,175,128,116,69,36,1012,56,160,128,383,241,214,191,124,145,1649,1598,3747,3148,7310,4791,3882,3116,1716,1394,30704,0,0,0,3,0,0,0,0,0,4,2799,6153,5161,8734,5948,5005,3636,1792,1448,40682,0,0,0,11,0,0,0,0,0,11,0,0,3,5,7,8,3,3,0,31,3,3,0,6,9,3,0,3,0,29,9,29,19,73,46,29,9,7,4,222,0,3,3,28,15,14,9,0,0,70,7,49,120,295,174,113,50,39,11,861,0,0,0,10,20,16,34,18,4,97,0,3,0,9,15,28,30,16,10,104,58,372,236,784,765,487,487,255,142,3590,0,0,0,24,20,13,3,0,0,57,4,13,11,61,20,12,6,0,4,138,5,23,27,86,84,47,94,66,20,464
SED27504,0,0,0,10,7,0,0,0,0,14,0,0,0,3,3,0,0,3,0,10,0,0,4,10,6,0,0,0,0,23,7,69,103,217,74,73,27,29,13,618,146,264,291,709,431,428,405,252,168,3097,2218,4368,4143,8466,4667,4430,3491,2117,1077,34979,3,69,221,321,104,33,9,3,0,755,4081,7860,6890,11683,6978,6701,4931,2825,1198,53143,0,9,0,16,5,0,3,0,0,32,0,0,0,0,0,0,6,5,0,9,0,0,4,5,0,0,0,0,0,5,0,6,0,11,11,7,0,3,0,45,0,0,0,0,0,0,0,0,0,5,0,3,22,79,31,12,14,4,0,163,0,0,0,5,3,10,15,11,0,44,0,16,3,3,0,0,4,0,0,23,3,32,31,113,152,214,264,120,44,972,0,7,8,28,5,3,0,0,0,46,0,0,0,6,6,10,0,3,0,27,0,0,6,23,17,20,43,14,10,120
SED27608,0,0,6,20,6,4,0,0,0,42,0,0,0,3,9,8,6,3,3,40,0,0,3,14,5,0,0,0,0,25,3,23,38,142,67,56,57,36,17,445,98,176,198,440,254,198,199,167,79,1817,2249,4502,4565,9338,4586,4093,3272,1818,1082,35508,0,8,4,11,0,3,0,0,0,22,4469,8290,7915,14200,6771,6025,4419,2266,1215,55566,0,8,4,25,13,0,0,0,0,45,0,0,0,3,8,11,0,0,0,26,0,0,4,5,3,0,0,0,0,7,6,16,17,51,25,4,11,0,3,133,0,0,0,7,3,3,3,0,0,22,11,30,101,302,65,55,20,4,0,585,0,0,0,6,31,20,17,15,3,92,0,0,10,11,3,9,6,0,0,40,29,166,151,472,432,429,462,282,121,2532,0,0,4,11,11,0,0,0,0,26,0,0,8,35,3,5,4,0,3,62,0,4,16,50,22,45,122,52,24,334
SED27708,0,0,0,4,5,0,0,0,0,8,0,3,0,0,3,3,3,0,0,16,0,0,0,7,3,4,0,0,0,19,0,13,16,69,22,16,13,10,7,169,105,201,261,566,393,403,359,274,149,2712,1750,3847,3677,7277,4565,4515,3414,1983,1068,32095,0,0,0,0,0,0,0,0,0,0,3302,7168,6642,11512,7251,7227,5313,2762,1273,52455,0,0,3,11,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,4,0,4,3,10,12,6,7,0,0,42,0,0,0,4,0,0,0,0,0,3,5,12,29,86,22,13,5,0,0,169,0,0,0,0,3,3,4,0,0,13,0,8,3,8,6,5,8,0,0,32,7,48,34,144,201,262,297,162,76,1222,0,3,7,13,3,3,0,0,0,31,0,3,4,8,8,0,0,0,0,29,0,3,8,12,7,14,35,26,7,104
SED27807,22,128,638,2674,1365,1063,308,146,58,6398,0,0,0,0,0,6,4,3,0,15,0,0,4,8,0,0,0,0,0,10,31,133,271,741,335,333,295,227,121,2489,206,279,350,846,344,376,332,200,97,3031,2384,3864,4983,10965,4380,4479,3191,2049,907,37194,3,3,46,121,18,3,4,0,0,197,4053,5653,5834,7024,2513,2218,1006,414,209,28921,4,13,28,187,9,6,3,0,0,254,0,0,39,152,99,101,63,42,3,511,0,0,0,18,34,18,8,10,4,100,3,3,7,17,10,3,0,0,0,40,0,3,4,51,54,55,71,25,3,273,5,46,71,354,161,123,63,43,15,885,0,0,7,51,112,210,323,326,50,1088,3,16,31,58,40,63,77,51,14,353,3,20,6,78,97,121,104,64,27,522,3,4,18,72,33,31,19,0,0,182,0,3,3,7,12,4,6,7,0,45,0,4,18,22,19,40,229,73,53,454
SED27907,0,7,6,43,19,17,0,0,0,92,0,0,0,3,3,6,3,3,0,22,0,0,3,4,0,3,0,0,0,13,10,36,47,184,127,117,88,64,20,685,101,135,206,508,272,290,259,120,61,1950,1905,3543,3766,8376,4378,3971,2939,1456,603,30928,0,0,0,0,0,0,0,0,0,4,3619,6511,6586,12502,5733,4785,2794,1198,497,44217,0,8,4,12,3,0,0,0,0,23,0,0,7,24,18,23,13,5,3,88,0,0,0,6,3,0,3,0,0,11,3,5,9,21,13,11,4,0,0,70,0,3,0,12,16,8,9,0,0,46,0,14,28,101,45,34,22,13,4,266,0,0,0,17,33,51,77,51,8,234,0,5,10,21,20,54,97,48,10,265,4,40,59,258,341,376,397,216,85,1782,0,4,17,60,52,37,24,14,0,200,0,0,0,4,12,0,8,3,3,37,0,0,4,21,24,51,128,39,24,294
SED28007,3,18,60,398,270,125,30,21,7,939,0,0,0,0,0,3,0,0,0,7,0,0,4,24,3,0,0,0,0,32,12,83,184,677,526,358,190,95,75,2191,89,249,236,622,303,246,156,89,65,2050,2503,5775,5274,11851,5666,3828,1977,899,440,38231,0,3,18,48,16,3,3,0,0,89,4714,9842,8427,12825,5094,2408,772,331,175,44594,0,7,14,40,21,10,0,0,0,84,0,3,10,127,110,61,40,19,4,374,0,0,0,11,14,14,3,3,0,41,0,11,10,18,7,4,4,0,0,42,0,5,8,88,77,52,44,7,3,283,5,23,45,246,92,76,32,22,3,531,0,3,15,87,213,238,200,117,28,894,4,58,41,230,113,152,80,31,8,726,8,61,44,175,176,164,100,54,21,802,0,12,14,125,72,39,17,9,0,287,0,3,0,16,12,10,7,3,3,48,0,0,13,43,34,18,70,29,20,228
SED28107,0,8,21,239,58,56,18,5,0,413,0,0,0,3,3,4,3,0,0,14,0,0,5,34,9,3,0,0,0,53,38,222,375,1359,453,224,125,59,19,2866,243,341,294,975,339,230,164,59,21,2671,4921,7001,5685,17937,5249,3779,2054,786,242,47644,3,6,15,80,22,13,3,4,0,151,8942,10216,6781,11008,4556,3076,1579,518,150,46821,9,95,50,731,86,27,3,0,0,1001,0,0,15,70,38,21,15,3,0,163,0,0,3,47,18,14,6,0,0,82,3,10,8,26,20,10,7,0,0,83,0,4,10,85,58,67,46,11,0,274,14,69,158,1068,227,248,58,14,9,1863,0,3,0,48,36,58,34,19,4,193,3,38,15,44,22,26,23,4,0,178,13,92,66,288,320,284,255,124,25,1466,3,25,37,290,82,61,32,5,0,534,0,3,4,12,8,5,0,0,0,29,0,5,13,39,17,30,58,21,6,195
