SED_CODE_2016,NegNil_Inc_BE_WFT,NegNil_Inc_BE_WPT,NegNil_Inc_BE_BAW,NegNil_Inc_1EFT_OthPT,NegNil_Inc_1EFT_OthAW,NegNil_Inc_1EFT_OthNW,NegNil_Inc_1EPT_OthAW,NegNil_Inc_1EPT_OthNW,NegNil_Inc_1AW_OthNW,NegNil_Inc_BNW,NegNil_Inc_LFsta_NS,NegNil_Inc_Tot,I_1_149_BE_WFT,I_1_149_BE_WPT,I_1_149_BE_BAW,I_1_149_1EFT_OthPT,I_1_149_1EFT_OthAW,I_1_149_1EFT_OthNW,I_1_149_1EPT_OthAW,I_1_149_1EPT_OthNW,I_1_149_1AW_OthNW,I_1_149_BNW,I_1_149_LFsta_NS,I_1_149_Tot,I_150_299_BE_WFT,I_150_299_BE_WPT,I_150_299_BE_BAW,I_150_299_1EFT_OthPT,I_150_299_1EFT_OthAW,I_150_299_1EFT_OthNW,I_150_299_1EPT_OthAW,I_150_299_1EPT_OthNW,I_150_299_1AW_OthNW,I_150_299_BNW,I_150_299_LFsta_NS,I_150_299_Tot,I_300_399_BE_WFT,I_300_399_BE_WPT,I_300_399_BE_BAW,I_300_399_1EFT_OthPT,I_300_399_1EFT_OthAW,I_300_399_1EFT_OthNW,I_300_399_1EPT_OthAW,I_300_399_1EPT_OthNW,I_300_399_1AW_OthNW,I_300_399_BNW,I_300_399_LFsta_NS,I_300_399_Tot,I_400_499_BE_WFT,I_400_499_BE_WPT,I_400_499_BE_BAW,I_400_499_1EFT_OthPT,I_400_499_1EFT_OthAW,I_400_499_1EFT_OthNW,I_400_499_1EPT_OthAW,I_400_499_1EPT_OthNW,I_400_499_1AW_OthNW,I_400_499_BNW,I_400_499_LFsta_NS,I_400_499_Tot,I_500_649_BE_WFT,I_500_649_BE_WPT,I_500_649_BE_BAW,I_500_649_1EFT_OthPT,I_500_649_1EFT_OthAW,I_500_649_1EFT_OthNW,I_500_649_1EPT_OthAW,I_500_649_1EPT_OthNW,I_500_649_1AW_OthNW,I_500_649_BNW,I_500_649_LFsta_NS,I_500_649_Tot,I_650_799_BE_WFT,I_650_799_BE_WPT,I_650_799_BE_BAW,I_650_799_1EFT_OthPT,I_650_799_1EFT_OthAW,I_650_799_1EFT_OthNW,I_650_799_1EPT_OthAW,I_650_799_1EPT_OthNW,I_650_799_1AW_OthNW,I_650_799_BNW,I_650_799_LFsta_NS,I_650_799_Tot,I_800_999_BE_WFT,I_800_999_BE_WPT,I_800_999_BE_BAW,I_800_999_1EFT_OthPT,I_800_999_1EFT_OthAW,I_800_999_1EFT_OthNW,I_800_999_1EPT_OthAW,I_800_999_1EPT_OthNW,I_800_999_1AW_OthNW,I_800_999_BNW,I_800_999_LFsta_NS,I_800_999_Tot,I_1000_1249_BE_WFT,I_1000_1249_BE_WPT,I_1000_1249_BE_BAW,I_1000_1249_1EFT_OthPT,I_1000_1249_1EFT_OthAW,I_1000_1249_1EFT_OthNW,I_1000_1249_1EPT_OthAW,I_1000_1249_1EPT_OthNW,I_1000_1249_1AW_OthNW,I_1000_1249_BNW,I_1000_1249_LFsta_NS,I_1000_1249_Tot,I_1250_1499_BE_WFT,I_1250_1499_BE_WPT,I_1250_1499_BE_BAW,I_1250_1499_1EFT_OthPT,I_1250_1499_1EFT_OthAW,I_1250_1499_1EFT_OthNW,I_1250_1499_1EPT_OthAW,I_1250_1499_1EPT_OthNW,I_1250_1499_1AW_OthNW,I_1250_1499_BNW,I_1250_1499_LFsta_NS,I_1250_1499_Tot,I_1500_1749_BE_WFT,I_1500_1749_BE_WPT,I_1500_1749_BE_BAW,I_1500_1749_1EFT_OthPT,I_1500_1749_1EFT_OthAW,I_1500_1749_1EFT_OthNW,I_1500_1749_1EPT_OthAW,I_1500_1749_1EPT_OthNW,I_1500_1749_1AW_OthNW,I_1500_1749_BNW,I_1500_1749_LFsta_NS,I_1500_1749_Tot,I_1750_1999_BE_WFT,I_1750_1999_BE_WPT,I_1750_1999_BE_BAW,I_1750_1999_1EFT_OthPT,I_1750_1999_1EFT_OthAW,I_1750_1999_1EFT_OthNW,I_1750_1999_1EPT_OthAW,I_1750_1999_1EPT_OthNW,I_1750_1999_1AW_OthNW,I_1750_1999_BNW,I_1750_1999_LFsta_NS,I_1750_1999_Tot,I_2000_2499_BE_WFT,I_2000_2499_BE_WPT,I_2000_2499_BE_BAW,I_2000_2499_1EFT_OthPT,I_2000_2499_1EFT_OthAW,I_2000_2499_1EFT_OthNW,I_2000_2499_1EPT_OthAW,I_2000_2499_1EPT_OthNW,I_2000_2499_1AW_OthNW,I_2000_2499_BNW,I_2000_2499_LFsta_NS,I_2000_2499_Tot,I_2500_2999_BE_WFT,I_2500_2999_BE_WPT,I_2500_2999_BE_BAW,I_2500_2999_1EFT_OthPT,I_2500_2999_1EFT_OthAW,I_2500_2999_1EFT_OthNW,I_2500_2999_1EPT_OthAW,I_2500_2999_1EPT_OthNW,I_2500_2999_1AW_OthNW,I_2500_2999_BNW,I_2500_2999_LFsta_NS,I_2500_2999_Tot,I_3000_3499_BE_WFT,I_3000_3499_BE_WPT,I_3000_3499_BE_BAW,I_3000_3499_1EFT_OthPT,I_3000_3499_1EFT_OthAW,I_3000_3499_1EFT_OthNW,I_3000_3499_1EPT_OthAW,I_3000_3499_1EPT_OthNW,I_3000_3499_1AW_OthNW,I_3000_3499_BNW,I_3000_3499_LFsta_NS,I_3000_3499_Tot,I_3500_3999_BE_WFT,I_3500_3999_BE_WPT,I_3500_3999_BE_BAW,I_3500_3999_1EFT_OthPT,I_3500_3999_1EFT_OthAW,I_3500_3999_1EFT_OthNW,I_3500_3999_1EPT_OthAW,I_3500_3999_1EPT_OthNW,I_3500_3999_1AW_OthNW,I_3500_3999_BNW,I_3500_3999_LFsta_NS,I_3500_3999_Tot,I_4000more_BE_WFT,I_4000more_BE_WPT,I_4000more_BE_BAW,I_4000more_1EFT_OthPT,I_4000more_1EFT_OthAW,I_4000more_1EFT_OthNW,I_4000more_1EPT_OthAW,I_4000more_1EPT_OthNW
SED24808,3,0,0,3,0,4,0,4,5,90,3,109,0,3,0,0,0,0,0,3,0,24,0,34,0,3,0,0,0,3,0,10,0,30,0,52,0,0,0,0,0,0,0,7,0,10,0,14,0,4,0,0,0,6,0,28,0,219,9,263,0,4,0,4,0,15,0,37,9,74,3,147,5,21,0,16,3,46,0,74,9,744,6,922,6,27,0,20,0,110,3,67,7,216,4,459,22,41,0,58,3,148,10,62,14,269,3,625,85,25,3,157,12,159,3,43,10,122,3,621,101,22,5,120,12,95,4,18,6,28,0,409,165,17,8,102,12,81,9,19,3,32,0,442,469,20,10,190,20,101,6,13,3,37,4,877,274,11,12,91,20,21,0,11,4,7,0,447,147,3,11,48,10,10,0,0,0,5,0,237,69,4,0,14,4,21,0,3,3,5,0,120,63,4,3,29,5,14,0,8
SED24904,9,0,0,4,0,5,0,3,0,79,0,111,8,3,0,3,0,5,0,8,0,39,0,72,0,0,0,3,0,0,0,13,0,21,0,44,0,0,0,0,0,3,0,14,0,15,0,37,10,3,3,14,0,3,0,26,4,258,10,331,6,6,0,8,0,25,0,31,6,90,0,176,21,38,3,20,4,64,0,59,17,889,24,1129,33,27,9,51,3,99,0,72,14,274,5,584,64,47,3,116,5,107,11,55,14,266,7,697,135,39,4,187,16,73,7,39,12,171,3,687,106,13,0,111,8,57,3,16,3,28,0,346,161,27,8,119,9,39,3,18,4,35,3,435,352,25,9,170,26,49,4,10,5,44,7,698,164,6,6,77,11,14,4,5,0,15,0,313,84,10,3,42,4,4,4,0,0,6,0,162,44,4,3,9,3,6,0,0,0,4,0,73,56,12,3,38,3,12,0,0
SED25003,0,0,0,0,0,0,0,0,0,147,0,147,0,0,0,0,0,3,0,7,0,33,0,41,0,0,0,0,0,3,3,7,0,39,0,50,0,0,0,0,0,0,0,8,0,14,0,21,0,3,0,0,0,4,0,19,3,235,6,269,0,3,0,0,0,16,0,37,5,61,0,131,0,12,0,10,0,50,3,50,9,548,6,680,8,19,4,17,3,94,0,50,4,168,6,375,15,25,4,61,3,132,6,44,11,129,0,432,82,38,5,114,6,101,0,27,7,86,0,470,74,10,0,98,5,73,0,16,4,24,0,316,127,10,3,107,12,39,9,11,0,23,0,333,335,18,13,140,25,62,11,12,4,25,0,642,260,5,3,76,10,13,0,3,0,4,0,379,146,0,5,28,8,3,0,0,0,0,0,197,57,0,0,12,4,12,0,0,0,0,0,85,66,0,0,17,0,4,0,3
SED25102,4,5,0,4,0,3,0,3,0,55,0,77,0,0,0,3,0,3,0,6,3,32,0,44,0,0,0,0,0,3,0,15,3,20,0,37,0,0,0,0,0,5,0,5,0,12,0,30,0,4,0,0,0,5,0,13,3,129,0,158,3,10,0,7,0,7,0,46,8,59,0,143,0,10,0,17,0,31,0,69,4,371,6,513,4,35,0,24,0,50,3,85,11,216,4,422,15,54,0,48,4,93,4,69,8,234,3,540,45,49,4,113,4,64,0,49,6,142,3,478,50,23,0,97,9,56,0,26,5,41,0,312,102,26,3,105,8,59,0,13,11,44,0,364,334,33,3,208,21,106,5,28,9,39,0,791,262,14,3,136,20,31,6,16,4,22,0,503,180,4,0,84,7,13,4,4,0,12,3,313,93,0,0,28,0,27,0,3,0,0,0,165,134,11,3,68,7,31,3,7
SED25205,0,0,0,0,0,0,0,0,0,77,0,80,0,0,0,0,0,3,0,4,0,33,0,39,0,3,0,0,0,0,0,7,0,24,0,32,0,0,0,0,0,0,0,9,0,14,0,21,0,4,0,0,0,3,0,22,0,160,5,196,5,4,0,4,0,6,0,27,3,66,0,110,0,12,0,6,0,29,0,50,0,495,13,609,4,21,3,11,0,45,3,71,0,218,3,376,16,31,0,49,5,84,3,50,5,241,3,486,34,29,3,79,4,50,0,38,4,185,4,438,49,22,0,86,9,57,0,30,0,45,0,297,106,23,0,79,11,47,0,14,7,44,0,336,362,31,4,133,15,91,13,23,8,45,0,729,326,6,7,125,16,39,0,9,3,24,0,561,226,3,4,54,12,20,0,6,0,11,0,332,161,0,3,22,5,26,0,3,4,3,0,228,197,7,3,55,16,39,3,5
SED25302,0,0,0,0,0,3,0,0,0,69,0,73,0,4,0,0,0,0,0,3,0,32,0,45,0,4,0,0,0,0,0,8,0,16,0,31,0,0,0,0,0,3,0,4,0,17,0,22,3,3,0,3,0,0,0,13,0,189,6,229,0,3,0,0,0,3,0,37,3,62,0,112,12,19,7,3,0,17,0,59,5,630,12,757,7,26,0,8,3,33,0,97,5,403,4,593,19,38,5,43,3,59,5,86,16,470,8,749,41,45,3,72,7,66,4,63,12,298,3,599,41,39,0,64,3,47,0,40,10,92,0,336,67,22,3,83,3,46,7,29,3,118,3,381,187,44,6,135,16,80,0,44,11,147,3,687,210,24,3,107,10,40,9,16,3,68,0,484,138,16,3,64,10,17,5,11,0,32,0,291,82,3,3,11,4,39,0,8,0,25,0,178,156,36,3,94,14,58,0,41
SED25402,0,0,3,3,0,0,0,0,0,69,0,78,3,5,0,0,0,3,0,12,3,37,0,59,0,0,0,0,0,0,0,12,0,20,0,40,0,0,0,0,0,0,0,7,0,18,0,30,7,3,0,3,0,3,0,29,7,294,3,352,0,8,0,9,0,17,0,49,4,108,0,199,10,22,3,11,0,30,5,92,14,814,21,1019,12,26,0,44,5,71,0,88,10,283,4,547,27,40,0,76,4,78,5,78,9,281,8,612,77,33,3,116,3,80,10,48,18,188,10,596,69,13,0,87,9,85,7,25,7,55,0,361,109,19,4,114,9,60,4,11,12,62,3,403,268,29,11,190,19,120,14,31,25,57,0,757,172,8,5,138,13,35,3,13,5,24,3,425,128,6,3,82,5,11,0,5,0,13,0,267,69,0,5,19,9,49,0,4,3,6,0,157,83,16,3,76,3,32,10,9
SED25501,0,0,0,0,0,3,0,4,0,225,0,237,0,0,0,0,0,0,0,3,0,77,0,86,0,4,0,0,0,3,0,11,0,38,0,57,0,0,0,0,0,3,0,16,0,17,0,37,0,6,0,3,0,3,0,16,4,246,0,282,0,4,0,3,0,12,0,32,3,86,0,138,5,19,0,8,0,26,3,50,3,530,4,649,7,18,0,12,0,45,7,61,4,300,6,444,9,42,6,26,0,63,0,48,3,363,5,567,34,20,0,58,3,43,4,47,4,227,3,449,26,10,3,39,0,39,0,17,0,90,0,230,37,11,0,41,3,41,3,22,5,96,0,257,177,20,3,72,11,60,0,42,10,124,3,522,159,11,4,76,5,26,3,25,3,78,0,385,118,6,0,34,6,10,3,7,3,32,0,217,67,6,0,24,0,23,0,11,0,18,0,152,159,16,4,53,8,37,6,16
SED25605,0,0,0,0,0,3,0,3,0,216,0,222,0,0,0,3,0,3,0,8,0,56,0,64,0,3,0,3,0,0,0,20,0,41,3,70,0,0,0,0,0,7,0,21,7,30,0,58,0,6,0,0,0,9,0,29,0,295,10,352,0,7,0,4,0,29,0,41,11,80,0,173,5,11,0,5,0,43,3,60,8,709,6,854,5,29,0,16,0,85,0,61,7,267,0,482,18,49,3,54,6,93,5,64,14,282,3,587,62,34,3,90,10,96,0,48,4,167,3,519,66,13,7,61,3,60,3,25,6,62,0,311,85,11,0,64,9,55,0,16,3,55,3,300,249,18,4,118,3,61,3,23,3,73,3,559,179,12,3,67,3,30,0,4,0,30,0,332,105,3,0,37,6,15,3,3,0,20,0,196,63,0,4,9,3,19,0,7,3,13,0,123,104,14,3,45,5,19,0,13
SED25704,19,0,3,11,4,4,0,3,0,69,3,113,11,3,0,0,0,4,0,5,0,42,3,77,3,0,0,0,0,3,0,13,0,39,0,57,4,0,0,0,0,0,0,10,0,19,0,34,12,15,0,11,0,0,0,33,7,317,6,412,12,7,0,6,0,24,3,50,10,76,0,185,23,39,7,24,3,49,10,90,15,950,25,1228,27,53,8,59,0,94,3,86,13,317,10,679,64,59,10,136,5,117,13,76,8,318,10,814,147,65,9,179,11,77,7,43,13,221,10,786,88,32,3,125,8,35,4,22,12,26,0,362,160,28,4,124,11,50,7,16,9,65,0,480,324,31,9,163,12,50,13,13,3,51,11,680,162,9,3,75,17,17,0,5,0,16,6,313,88,4,3,39,3,5,0,4,0,5,0,156,33,0,3,7,0,10,0,0,0,4,0,62,62,11,0,36,4,13,0,4
SED25802,11,0,0,3,0,3,0,0,3,91,3,108,3,3,3,0,0,0,0,6,0,50,3,73,0,0,0,4,0,7,0,11,0,35,0,59,0,0,0,0,0,0,0,6,0,14,0,29,6,12,0,8,0,11,3,27,0,312,13,405,0,12,0,10,0,27,0,48,5,97,3,194,14,32,0,28,0,51,4,88,11,930,11,1177,24,47,4,40,0,67,3,108,11,352,9,667,47,64,3,85,10,104,4,75,11,349,14,769,86,41,6,134,10,90,13,56,8,180,4,635,94,26,0,100,8,65,5,37,8,48,0,398,153,21,7,107,12,44,3,19,6,46,3,428,282,34,12,193,31,96,9,20,9,65,7,750,190,21,7,123,6,27,7,20,0,29,3,436,119,9,3,51,3,18,7,0,0,8,0,220,47,0,3,23,8,33,3,6,0,9,0,134,95,15,7,68,15,22,3,12
SED25905,0,0,0,0,0,0,0,4,3,123,3,138,0,4,0,0,0,0,0,8,0,37,3,55,0,0,0,0,0,3,0,6,3,35,0,55,0,0,0,0,0,9,0,9,0,21,0,37,4,3,0,3,0,6,0,19,7,196,6,240,0,3,0,3,0,20,0,48,6,65,0,147,5,17,5,10,0,36,0,65,3,613,10,773,4,15,4,23,3,105,0,71,9,172,0,407,18,37,3,61,5,123,6,48,4,158,3,469,67,20,4,99,7,109,4,35,10,97,3,445,86,14,0,94,6,74,8,12,0,20,3,322,128,11,3,95,11,53,0,15,4,18,3,341,383,21,3,133,18,73,7,14,4,27,3,688,239,7,3,78,18,27,3,3,3,4,0,373,93,0,3,26,8,7,0,0,0,3,0,145,52,4,0,13,0,12,3,3,0,7,0,97,57,5,0,16,0,17,0,8
SED26005,5,3,0,0,0,3,0,0,0,139,4,153,0,0,0,0,0,0,0,7,0,41,0,49,3,0,0,0,0,3,0,17,0,32,0,51,0,0,0,0,0,5,0,6,0,21,0,32,3,9,0,3,0,3,0,28,3,162,0,212,0,7,0,0,0,19,0,31,3,71,0,129,8,13,3,7,0,71,4,41,8,423,4,581,3,22,0,20,3,106,3,50,9,139,7,364,17,25,5,65,3,120,5,64,14,139,4,460,73,35,3,125,7,99,3,27,12,65,3,447,90,9,6,101,3,76,3,14,13,21,0,337,129,7,7,88,8,45,3,6,4,23,0,322,354,18,6,130,20,70,4,7,7,17,0,640,211,6,0,72,14,17,0,4,0,9,0,329,100,0,4,39,3,8,0,0,0,3,0,163,53,0,0,5,3,11,0,3,0,0,0,73,63,4,3,32,3,9,0,3
SED26102,8,0,0,0,0,0,0,5,3,113,3,129,0,3,0,0,0,0,0,8,0,58,0,70,0,0,0,0,0,0,0,15,0,34,0,47,0,0,0,0,0,0,0,6,0,26,0,35,4,3,3,5,0,4,0,34,6,306,3,365,3,6,0,3,4,10,0,53,4,106,0,186,3,28,3,21,0,27,3,83,8,1010,12,1208,12,62,3,25,0,53,5,138,16,439,6,762,17,67,5,64,4,71,12,85,18,560,7,914,64,72,4,102,3,63,3,72,9,318,10,717,43,38,3,107,8,63,5,41,5,86,3,406,82,27,3,95,3,48,6,27,11,137,3,438,205,48,9,147,12,63,9,43,4,131,5,687,152,25,5,98,8,30,3,29,0,79,3,432,72,8,3,35,0,13,0,11,0,28,0,185,52,4,4,19,0,27,0,12,0,18,0,136,87,36,18,69,3,28,3,25
SED26207,0,0,0,0,0,0,0,0,0,105,4,118,0,0,0,3,0,0,0,4,0,52,0,67,0,3,0,0,0,3,0,15,0,31,0,48,0,0,0,0,0,4,0,3,0,13,0,23,0,3,0,5,0,3,0,21,0,327,8,368,0,8,0,0,0,14,0,34,0,71,0,123,0,17,0,9,0,26,0,44,3,790,13,903,9,18,3,13,0,50,3,78,9,278,8,463,14,26,0,38,0,70,0,57,15,272,3,498,27,27,0,52,7,57,6,44,4,171,3,406,36,3,0,61,3,53,5,18,3,44,0,228,83,24,9,58,0,35,0,19,0,48,0,281,253,20,6,101,17,62,5,17,0,63,3,557,230,11,9,90,20,28,3,8,3,35,7,432,170,4,3,28,6,8,0,0,0,12,0,233,118,0,0,16,3,21,0,3,4,4,0,176,146,4,4,40,11,21,3,12
SED26303,0,0,0,0,0,0,0,3,0,73,0,82,0,3,0,0,0,0,0,7,0,34,3,48,0,3,0,0,0,0,0,10,0,15,0,32,0,0,0,0,0,3,0,4,0,7,0,12,0,8,0,3,0,0,0,12,8,213,3,244,0,15,0,4,0,12,0,27,3,39,0,96,5,32,4,11,4,29,3,26,3,416,5,528,5,35,0,16,0,52,0,50,4,81,0,241,16,59,0,75,3,50,0,27,8,106,3,349,58,40,3,113,4,49,3,30,3,81,3,385,52,21,0,102,7,56,0,26,5,24,0,291,103,34,3,98,7,53,4,13,0,36,0,352,403,36,4,202,20,78,8,26,5,38,0,811,440,17,8,132,9,42,5,13,3,13,0,684,305,14,4,77,12,21,11,3,0,9,0,461,224,3,3,25,6,35,0,3,0,5,0,313,458,16,3,89,22,43,5,17
SED26406,3,0,0,0,0,0,0,3,0,211,0,219,0,0,0,0,0,0,0,12,0,51,0,70,0,3,0,0,0,0,0,24,3,30,0,63,0,3,0,0,0,3,0,26,0,6,0,40,0,8,0,3,0,3,3,43,0,227,3,289,0,6,3,7,0,16,4,40,3,70,0,150,0,29,0,13,0,52,3,53,4,492,3,654,0,48,0,17,0,84,4,56,4,182,0,391,20,54,4,68,9,132,5,48,11,169,3,524,62,51,4,122,4,97,9,37,6,125,0,515,72,16,0,95,9,81,0,31,6,28,4,338,113,20,0,100,5,65,8,10,3,35,0,361,394,18,9,177,14,104,6,20,3,44,4,800,351,16,4,95,12,37,4,16,0,16,3,550,241,9,0,51,9,12,0,3,4,19,0,339,189,3,0,19,9,29,0,6,0,3,0,261,252,13,7,41,12,30,3,7
SED26504,5,4,0,3,0,5,0,0,0,64,3,85,10,0,3,3,0,3,0,5,3,33,0,58,0,0,0,0,0,3,0,11,0,23,0,43,0,0,0,0,0,4,0,9,0,13,0,30,5,11,3,10,0,9,0,48,5,284,7,386,9,6,0,8,0,18,0,37,4,115,0,192,18,34,6,32,5,38,3,78,8,913,19,1147,20,50,8,57,6,70,4,101,16,370,9,703,54,80,13,99,5,102,10,77,11,324,10,791,101,56,7,168,13,64,10,41,7,194,5,678,88,27,4,147,7,50,5,27,5,41,0,398,143,26,10,117,11,43,4,13,5,60,0,431,257,28,8,175,20,56,3,18,7,56,4,636,167,16,6,94,8,17,3,11,3,21,0,339,96,6,3,39,3,11,0,4,0,15,4,177,38,0,4,12,0,8,0,0,0,6,0,69,63,10,3,35,0,16,0,5
SED26603,3,0,0,0,0,3,0,3,0,134,3,146,0,0,0,0,0,0,0,3,0,63,0,64,0,3,0,0,0,0,0,12,7,38,0,58,0,0,0,0,0,3,0,16,0,20,0,34,0,4,0,0,0,9,3,26,3,293,5,343,0,10,0,3,0,20,0,44,6,56,0,142,3,23,0,6,0,50,5,62,3,645,12,811,6,30,0,29,0,86,0,57,8,183,0,396,22,56,4,70,4,100,3,52,4,198,4,519,72,43,8,129,5,98,7,33,9,121,5,522,67,27,3,109,3,68,3,15,10,26,0,332,148,21,0,110,0,54,0,10,3,33,4,387,506,24,7,195,23,90,3,8,7,34,0,902,424,17,5,130,11,32,3,3,3,13,0,651,273,3,9,73,7,18,0,3,0,3,0,390,184,0,3,15,7,23,3,3,0,3,0,241,244,3,3,41,7,23,3,3
SED26708,24,0,0,9,3,3,0,0,0,68,3,104,10,5,0,3,3,5,0,3,0,45,0,80,5,3,0,0,0,0,0,13,4,25,0,55,0,0,0,0,0,0,0,10,0,11,0,29,23,19,4,12,0,7,3,31,4,243,4,345,3,12,0,4,0,17,0,47,3,79,3,190,26,37,8,24,3,36,8,91,9,674,10,925,39,63,4,57,8,76,4,83,10,242,6,596,68,62,15,129,8,94,13,77,13,305,6,785,98,61,11,177,10,78,4,55,10,169,11,677,79,24,6,119,10,54,4,16,3,35,0,361,134,29,11,120,11,47,3,14,3,49,7,433,309,37,11,161,17,48,7,19,3,72,4,697,160,22,0,98,10,20,0,9,4,18,3,353,94,15,5,36,8,5,3,3,0,8,3,188,37,4,0,9,3,10,0,4,5,8,0,80,88,17,3,46,3,13,0,11
SED26806,3,0,0,0,0,3,0,3,0,121,0,135,0,3,0,0,0,0,0,3,0,18,0,24,0,0,0,0,0,3,0,20,0,14,0,36,0,0,0,0,0,0,0,12,0,6,0,23,0,4,0,0,0,7,0,21,4,111,0,148,0,13,0,3,0,13,0,33,3,40,0,99,5,45,0,10,0,21,3,37,3,211,0,338,4,43,0,19,0,62,3,42,11,79,0,273,32,78,0,78,3,92,3,42,3,101,0,443,79,72,4,153,0,89,3,41,4,90,0,536,101,21,0,162,5,92,0,18,0,35,0,443,202,23,3,130,3,77,5,24,0,52,0,523,763,40,17,258,38,177,5,40,5,79,0,1426,767,22,9,216,29,57,3,21,3,53,0,1177,623,13,11,82,16,29,0,9,0,32,0,813,465,5,5,42,9,106,3,19,3,32,0,691,1063,54,10,215,29,163,8,86
SED26903,0,0,3,0,0,0,0,0,0,141,3,151,0,3,0,0,0,0,0,13,4,69,0,87,0,0,0,0,0,5,0,9,0,37,0,56,0,0,0,0,0,3,0,10,3,18,0,30,0,10,0,0,0,5,0,20,3,291,3,339,0,7,0,3,0,15,0,27,7,82,0,136,3,31,0,10,0,42,4,56,4,676,17,844,7,35,0,27,0,86,3,52,7,151,3,379,24,59,3,88,7,109,3,43,3,144,0,489,66,43,4,110,9,70,5,32,8,114,3,477,68,17,0,119,6,66,3,13,3,16,0,311,119,17,4,108,10,46,3,10,4,23,0,347,391,18,9,161,12,71,7,13,0,34,3,717,330,21,3,90,17,35,0,3,0,6,0,509,197,4,3,38,7,4,3,0,0,3,0,263,125,0,0,11,3,16,3,0,0,4,0,165,126,3,3,32,3,10,0,3
SED27003,3,0,0,0,0,4,0,0,0,65,0,76,0,0,0,0,0,0,0,10,0,28,0,36,0,0,0,0,0,0,0,10,0,34,0,54,0,0,0,0,0,8,0,12,0,13,0,29,4,7,0,0,0,4,0,18,0,137,3,181,0,7,0,6,0,11,0,23,0,30,0,86,3,27,0,9,0,18,3,34,0,226,0,321,7,30,0,15,0,36,5,32,6,74,0,207,17,50,0,61,5,56,3,53,6,79,0,324,65,41,0,102,0,68,4,30,4,61,3,381,80,14,0,116,3,61,4,20,5,37,0,345,159,35,6,112,5,77,0,19,4,40,4,459,653,30,12,238,21,126,4,40,12,55,0,1197,715,27,14,205,16,51,4,17,0,33,0,1087,645,11,8,132,18,43,5,14,0,21,0,900,525,5,8,53,7,67,3,14,5,15,0,702,1184,36,18,218,32,125,5,41
SED27101,0,0,0,3,0,0,0,3,0,117,0,131,0,0,0,0,0,0,0,7,0,38,0,49,0,0,0,0,0,5,0,14,0,18,0,41,0,0,0,0,0,0,0,9,0,12,0,22,0,3,0,0,0,7,0,19,3,168,3,206,3,3,0,3,0,8,3,35,7,61,0,125,3,26,3,6,3,35,0,48,5,454,8,592,9,36,0,10,3,68,3,65,3,254,5,448,17,28,0,56,3,101,3,62,10,250,5,544,54,41,3,109,11,90,3,37,5,166,0,517,46,20,0,90,8,62,3,29,3,53,0,323,104,24,3,105,8,67,0,13,3,43,0,370,367,24,11,154,9,88,4,23,4,53,0,743,357,15,0,103,13,27,6,4,0,29,0,552,226,4,0,58,14,14,0,6,0,14,0,340,136,4,5,27,4,29,0,6,0,8,0,210,210,4,0,60,9,16,3,3
SED27208,10,10,0,9,3,7,0,0,0,68,3,110,8,5,0,4,0,0,0,5,4,41,0,67,7,9,0,5,0,7,0,11,0,28,3,67,3,0,0,0,0,4,3,3,0,20,0,35,14,22,7,18,0,7,0,40,9,359,8,481,6,8,0,7,7,19,0,60,8,137,3,257,34,36,4,35,0,60,4,121,14,1140,21,1466,36,53,7,62,0,78,12,108,20,370,4,751,58,64,11,123,6,121,8,85,15,312,14,821,100,53,13,180,14,72,13,49,7,199,3,695,91,13,8,124,7,56,13,21,4,29,4,348,130,20,7,122,17,47,3,9,3,52,3,406,262,26,13,160,15,60,12,17,4,41,6,619,170,16,8,76,12,26,9,12,0,19,4,343,90,9,0,38,3,7,3,3,0,4,0,159,23,6,0,6,5,3,0,3,0,4,0,56,56,0,4,30,6,10,0,0
SED27305,0,0,0,0,0,0,0,0,0,103,0,107,3,0,0,3,0,0,0,3,0,39,0,52,0,0,0,0,0,0,0,4,0,18,0,29,0,0,0,0,0,0,0,3,0,9,0,17,0,0,0,0,0,0,0,17,0,147,4,171,0,5,0,4,0,15,0,30,3,56,0,111,10,16,0,5,0,29,0,42,0,399,6,519,6,17,0,14,0,50,0,46,5,178,0,311,15,22,0,29,0,90,0,56,3,223,4,455,38,27,0,82,0,59,0,34,3,115,4,368,44,23,0,76,3,64,5,20,3,30,0,276,65,6,4,65,0,39,3,13,3,36,3,245,270,21,3,128,8,68,0,14,3,58,0,578,205,6,3,92,12,30,0,8,7,19,0,383,151,3,0,44,6,15,0,6,0,6,0,236,67,0,0,13,3,18,0,0,0,3,0,109,87,7,3,42,6,23,0,5
SED27406,0,3,0,0,0,3,0,0,0,64,0,72,0,0,0,0,0,0,0,8,0,29,0,32,0,0,0,0,0,0,0,8,0,12,0,26,0,0,0,0,0,0,0,9,0,6,0,13,3,7,0,0,0,3,0,10,0,126,0,151,0,5,0,0,0,3,0,26,3,57,0,100,3,23,0,3,0,15,3,40,0,323,7,412,8,15,0,13,0,26,3,52,0,191,3,310,16,34,4,32,0,53,3,53,7,262,0,454,31,32,3,64,4,43,3,56,6,229,0,476,40,15,0,56,0,58,0,31,3,81,4,294,76,20,4,56,3,51,3,28,3,90,0,333,257,35,8,122,14,85,6,52,10,150,0,730,241,25,3,120,13,41,8,36,9,68,0,568,189,7,3,66,3,16,3,12,0,39,0,341,147,6,3,27,13,57,0,13,3,34,0,302,369,35,6,119,17,75,5,32
