SED_CODE_2016,Aust_BP_B_OS,Aust_FO_B_OS,Aust_MO_B_OS,Aust_Both_parents_born_Aust,Aust_Birthplace_not_stated,Aust_Tot_Resp,Aust_Abor_BP_B_OS,Aust_Abor_FO_B_OS,Aust_Abor_MO_B_OS,Aust_Abor_BP_B_Aus,Aust_Abor_BP_NS,Aust_Abor_Tot_Resp,Chinese_BP_B_OS,Chinese_FO_B_OS,Chinese_MO_B_OS,Chinese_BP_B_Aus,Chinese_BP_NS,Chinese_Tot_Resp,Croatian_BP_B_OS,Croatian_FO_B_OS,Croatian_MO_B_OS,Croatian_BP_B_Aus,Croatian_BP_NS,Croatian_Tot_Resp,Dutch_BP_B_OS,Dutch_FO_B_OS,Dutch_MO_B_OS,Dutch_BP_B_Aus,Dutch_BP_NS,Dutch_Tot_Resp,English_BP_B_OS,English_FO_B_OS,English_MO_B_OS,English_BP_B_Aus,English_BP_NS,English_Tot_Resp,Filipino_BP_B_OS,Filipino_FO_B_OS,Filipino_MO_B_OS,Filipino_BP_B_Aus,Filipino_BP_NS,Filipino_Tot_Resp,French_BP_B_OS,French_FO_B_OS,French_MO_B_OS,French_BP_B_Aus,French_BP_NS,French_Tot_Resp,German_BP_B_OS,German_FO_B_OS,German_MO_B_OS,German_BP_B_Aus,German_BP_NS,German_Tot_Resp,Greek_BP_B_OS,Greek_FO_B_OS,Greek_MO_B_OS,Greek_BP_B_Aus,Greek_BP_NS,Greek_Tot_Resp,Hungarian_BP_B_OS,Hungarian_FO_B_OS,Hungarian_MO_B_OS,Hungarian_BP_B_Aus,Hungarian_BP_NS,Hungarian_Tot_Resp,Indian_BP_B_OS,Indian_FO_B_OS,Indian_MO_B_OS,Indian_BP_B_Aus,Indian_BP_NS,Indian_Tot_Resp,Irish_BP_B_OS,Irish_FO_B_OS,Irish_MO_B_OS,Irish_BP_B_Aus,Irish_BP_NS,Irish_Tot_Resp,Italian_BP_B_OS,Italian_FO_B_OS,Italian_MO_B_OS,Italian_BP_B_Aus,Italian_BP_NS,Italian_Tot_Resp,Korean_BP_B_OS,Korean_FO_B_OS,Korean_MO_B_OS,Korean_BP_B_Aus,Korean_BP_NS,Korean_Tot_Resp,Lebanese_BP_B_OS,Lebanese_FO_B_OS,Lebanese_MO_B_OS,Lebanese_BP_B_Aus,Lebanese_BP_NS,Lebanese_Tot_Resp,Macedonian_BP_B_OS,Macdonian_FO_B_OS,Macdonian_MO_B_OS,Macdonian_BP_B_Aus,Macdonian_BP_NS,Macedonian_Tot_Resp,Maltese_BP_B_OS,Maltese_FO_B_OS,Maltese_MO_B_OS,Maltese_BP_B_Aus,Maltese_BP_NS,Maltese_Tot_Resp,Maori_BP_B_OS,Maori_FO_B_OS,Maori_MO_B_OS,Maori_BP_B_Aus,Maori_BP_NS,Maori_Tot_Resp,NZ_BP_B_OS,NZ_FO_B_OS,NZ_MO_B_OS,NZ_BP_B_Aus,NZ_BP_NS,NZ_Tot_Resp,Polish_BP_B_OS,Polish_FO_B_OS,Polish_MO_B_OS,Polish_BP_B_Aus,Polish_BP_NS,Polish_Tot_Resp,Russian_BP_B_OS,Russian_FO_B_OS,Russian_MO_B_OS,Russian_BP_B_Aus,Russian_BP_NS,Russian_Tot_Resp,Scottish_BP_B_OS,Scottish_FO_B_OS,Scottish_MO_B_OS,Scottish_BP_B_Aus,Scottish_BP_NS,Scottish_Tot_Resp,Serbian_BP_B_OS,Serbian_FO_B_OS,Serbian_MO_B_OS,Serbian_BP_B_Aus,Serbian_BP_NS,Serbian_Tot_Resp,Sth_African_BP_B_OS,Sth_African_FO_B_OS,Sth_African_MO_B_OS,Sth_Afrcan_BP_B_Aus,Sth_African_BP_NS,Sth_African_Tot_Resp,Spanish_BP_B_OS,Spanish_FO_B_OS,Spanish_MO_B_OS,Spanish_BP_B_Aus,Spanish_BP_NS,Spanish_Tot_Resp,Sri_Lankan_BP_B_OS,Sri_Lankan_FO_B_OS,Sri_Lankan_MO_B_OS,Sri_Lankan_BP_B_Aus,Sri_Lankan_BP_NS,Sri_Lankan_Tot_Resp,Turkish_BP_B_OS,Turkish_FO_B_OS,Turkish_MO_B_OS,Turkish_BP_B_Aus,Turkish_BP_NS,Turkish_Tot_Resp,Vietnamese_BP_B_OS,Vietnamese_FO_B_OS,Vietnamese_MO_B_OS,Vietnamese_BP_B_Aus,Vietnamese_BP_NS,Vietnamese_Tot_Resp,Welsh_BP_B_OS,Welsh_FO_B_OS,Welsh_MO_B_OS,Welsh_BP_B_Aus,Welsh_BP_NS,Welsh_Tot_Resp,Other_BP_B_OS,Other_FO_B_OS,Other_MO_B_OS,Other_BP_B_Aus,Other_BP_NS,Other_Tot_Resp,Ancestry_NS_BP_B_OS,Ancestry_NS_FO_B_OS,Ancestry_NS_MO_B_OS,Ancestry_NS_BP_B_Aus,Ancestry_NS_BP_NS,Ancestry_NS_Tot_Resp,Tot_P_BP_B_OS,Tot_P_FO_B_OS,Tot_P_MO_B_OS,Tot_P_BP_B_Aus,Tot_P_BP_NS,Tot_P_Tot_Resp
SED27305,494,1985,1356,11638,133,15604,0,3,0,21,0,24,5357,41,104,130,40,5671,241,36,22,60,4,361,657,170,78,327,3,1237,3475,1631,1116,9494,148,15869,568,5,55,5,6,634,195,21,16,67,0,297,680,171,106,986,17,1968,896,200,81,499,8,1688,263,36,28,75,0,407,2049,50,36,42,9,2188,705,360,284,3211,37,4594,1694,417,242,1345,32,3725,212,0,3,3,0,219,202,24,23,33,3,279,95,18,9,46,5,171,219,60,41,130,3,448,84,12,4,3,3,110,190,87,53,39,0,368,444,43,45,79,3,619,130,5,15,23,0,171,766,356,264,2444,38,3866,141,18,15,19,0,200,314,34,34,15,6,403,206,9,8,37,4,262,1528,83,42,37,3,1690,99,4,0,18,0,127,511,7,21,3,9,547,125,24,23,84,5,263,5373,416,337,511,48,6694,153,27,11,204,1611,2008,24311,3718,2625,22495,2077,55229
SED27406,366,2479,1866,13076,203,17996,3,3,3,12,0,18,1477,63,110,124,19,1792,227,26,11,67,0,325,555,159,81,221,6,1025,5905,2285,1725,12774,275,22962,186,8,54,5,0,254,273,54,48,134,7,515,893,226,180,1182,20,2499,1303,193,116,518,8,2139,200,31,24,32,4,287,760,45,25,27,10,866,1506,621,493,5522,86,8226,1218,381,160,973,24,2758,74,3,4,6,3,87,120,33,7,44,3,206,43,12,8,17,0,81,123,39,19,66,0,255,81,10,5,3,3,102,397,97,86,28,5,614,474,64,52,101,13,695,486,35,33,35,3,592,1597,629,375,4152,73,6826,144,18,9,27,0,202,423,25,30,20,0,499,165,18,17,38,3,242,189,30,36,25,3,281,182,20,6,3,0,219,123,9,11,0,3,136,211,32,19,182,0,456,3435,568,469,660,31,5167,141,28,11,199,2756,3132,18785,4763,3497,28183,3365,58593
SED27504,565,1505,1064,21477,492,25100,0,20,0,306,10,339,546,15,25,129,18,724,61,28,9,37,0,141,470,141,90,385,10,1095,2147,1466,954,19858,519,24941,428,3,71,3,10,518,53,23,5,156,0,239,313,130,88,1645,42,2217,342,56,16,238,7,650,39,5,8,18,0,68,1206,22,8,20,10,1257,448,349,244,6969,116,8121,1986,429,191,2293,96,4994,31,0,3,0,0,32,11,4,0,3,0,22,166,20,9,105,3,297,47,25,13,81,3,169,108,14,15,42,0,187,169,65,57,50,5,342,93,24,6,77,0,196,25,6,3,23,0,59,531,374,244,5352,110,6603,40,0,8,11,0,60,71,4,7,11,0,95,94,17,4,63,0,178,127,8,3,9,0,143,431,55,29,16,5,533,42,3,3,0,0,43,68,11,14,149,0,243,4931,273,227,679,83,6195,275,26,29,733,4802,5867,13942,3080,2088,44003,6043,69152
SED27608,288,2549,1942,21146,329,26254,0,7,0,62,0,72,1089,44,68,157,8,1367,277,82,30,121,0,513,674,313,190,592,13,1784,3977,2335,1779,19672,337,28104,272,9,65,21,6,374,119,32,21,188,0,368,713,307,167,2105,38,3337,205,78,24,192,3,506,131,15,13,74,3,237,925,25,18,21,7,1001,894,629,438,7555,88,9606,842,318,145,1298,36,2637,62,0,3,9,0,74,66,18,3,43,0,129,129,27,10,46,0,221,135,42,27,99,0,310,75,13,15,17,3,118,183,107,110,31,4,437,298,92,58,210,6,669,85,17,8,30,0,142,1068,655,475,6274,116,8582,108,13,5,15,0,142,224,27,34,14,3,303,129,33,35,65,4,268,173,13,9,28,0,224,39,13,0,5,0,62,132,3,6,0,3,145,160,76,42,244,0,521,2429,443,381,882,54,4188,113,31,27,461,3105,3739,13286,4869,3503,43835,3913,69402
SED27708,181,1459,1067,23065,473,26249,0,10,4,160,3,186,427,15,26,102,8,576,36,7,4,24,0,69,454,204,99,365,15,1141,2173,1377,950,19877,483,24864,249,11,52,19,3,332,59,22,4,140,8,228,253,141,113,2212,39,2760,64,17,10,105,3,202,22,3,3,21,0,50,169,12,11,17,0,210,474,390,222,9515,161,10768,164,112,31,550,16,878,90,0,0,0,3,99,13,4,0,14,0,33,4,6,4,3,3,22,82,26,21,73,3,204,159,31,20,14,7,232,192,69,71,43,9,386,62,13,10,66,0,151,34,3,7,26,0,64,583,382,287,6138,114,7513,7,0,0,0,3,8,99,10,18,9,0,137,62,3,11,57,0,129,112,0,3,0,0,116,13,4,0,6,0,22,22,0,4,0,0,25,80,24,21,170,5,297,911,233,167,473,16,1799,56,23,22,713,4180,4989,6006,2720,1905,46816,5255,62713
SED27807,1346,974,677,4530,199,7719,72,9,0,56,10,144,4920,35,86,42,90,5172,1628,103,54,154,30,1977,156,39,19,65,6,275,2783,695,480,3492,217,7665,1873,32,88,30,29,2054,119,6,9,28,3,161,779,92,43,362,25,1299,1738,204,88,317,32,2382,180,9,9,16,4,213,3657,33,25,14,50,3770,388,183,117,1303,46,2037,2092,327,153,740,58,3383,55,0,9,0,5,66,634,77,30,31,8,788,1351,90,45,91,26,1608,3177,287,175,460,57,4153,306,25,15,16,11,374,197,26,29,9,6,266,884,43,35,93,22,1081,134,6,8,8,0,160,355,170,95,874,15,1501,715,43,19,36,7,817,29,3,3,4,0,40,498,13,10,25,7,549,557,4,7,7,12,587,526,45,14,31,11,626,15522,93,214,59,265,16154,35,12,7,32,0,93,13825,414,323,307,255,15119,1123,33,39,112,4513,5826,55470,2631,1892,9411,5818,75221
SED27907,507,2128,1478,15433,251,19787,0,7,0,56,3,66,688,29,57,95,3,876,473,85,30,138,9,729,392,140,69,229,3,839,3574,1740,1340,13070,280,20005,608,27,84,9,4,728,130,18,7,98,0,258,638,176,135,1240,28,2223,883,192,64,373,22,1533,157,19,13,66,4,262,1083,62,25,18,4,1188,901,533,317,5508,90,7356,2603,621,310,1963,86,5580,21,0,3,3,0,27,664,109,54,108,11,941,145,36,13,42,4,241,1047,220,159,593,7,2024,207,33,17,21,3,280,243,92,97,37,10,471,387,60,39,186,3,682,85,7,12,16,0,123,977,433,349,3531,70,5363,192,27,11,16,0,240,137,34,7,10,0,186,166,22,17,44,0,255,419,18,5,13,0,465,398,37,17,49,0,509,191,3,13,4,9,222,106,20,23,115,3,267,3877,440,351,573,62,5301,206,29,29,313,3000,3575,18603,4364,3040,30798,3765,60566
SED28007,1383,1743,1158,8379,122,12786,0,8,0,31,0,33,2901,45,68,60,23,3096,1883,206,108,436,18,2650,224,87,45,126,0,469,2841,1049,792,6244,145,11071,2979,43,135,25,16,3209,169,17,22,68,3,273,486,164,126,628,13,1425,1786,403,208,911,36,3342,188,24,15,42,5,270,5024,93,38,38,21,5211,522,238,175,1981,19,2940,4050,897,527,2873,80,8430,73,3,3,0,0,82,844,161,83,132,11,1231,2542,303,163,553,27,3577,3457,723,423,1916,38,6552,174,8,16,14,3,220,213,52,22,11,0,305,637,111,55,185,6,989,111,7,21,24,0,161,512,181,174,1383,29,2282,615,60,30,76,14,789,122,12,10,3,0,141,596,58,22,52,3,731,925,24,13,21,4,987,901,110,50,124,11,1205,2534,43,58,23,15,2671,55,14,5,49,0,126,11024,686,545,721,92,13061,565,52,26,181,3142,3969,44448,4875,3204,19137,3777,75444
SED28107,1970,2020,1570,10593,200,16339,3,3,0,51,0,68,4662,29,100,90,41,4919,406,70,40,102,7,625,279,96,71,153,4,599,5012,1515,1259,8620,247,16650,4102,52,206,29,29,4411,174,17,20,82,0,292,644,179,127,864,18,1843,656,158,88,329,7,1239,148,24,5,22,3,207,16122,89,53,24,81,16365,789,349,237,2934,47,4361,1726,543,214,1396,43,3926,200,0,6,0,0,205,1110,308,147,122,19,1704,578,77,43,105,11,811,1540,313,161,759,22,2797,1426,86,74,6,39,1620,517,87,80,43,12,752,488,74,55,145,0,767,144,8,8,21,3,181,1027,345,300,2194,35,3904,412,37,28,28,0,511,177,22,14,8,0,227,590,20,25,39,8,677,1145,26,23,15,3,1211,195,25,13,20,0,252,990,23,49,30,17,1117,73,28,25,94,0,219,21457,656,519,541,239,23415,983,46,34,203,5534,6803,61344,4480,3328,20956,6488,96602
SED28203,1508,966,529,4342,144,7473,0,3,5,106,0,110,2791,37,46,36,42,2950,445,37,27,55,3,569,87,24,15,34,0,168,2082,524,378,3361,202,6544,936,15,55,3,16,1019,91,6,3,29,0,135,217,50,27,289,3,588,3628,355,198,647,78,4900,71,9,3,11,5,102,5861,45,19,13,39,5973,262,124,78,1152,42,1655,7056,876,422,2010,208,10575,36,0,0,0,0,36,2177,400,126,256,37,2999,4653,370,217,508,82,5819,752,102,47,222,23,1143,190,13,16,5,0,226,160,23,11,22,3,220,114,25,11,34,7,180,70,0,0,11,3,86,243,113,85,718,19,1184,313,31,17,16,3,383,31,10,3,4,0,53,258,18,14,22,3,311,784,18,14,3,7,825,1180,107,57,72,21,1444,3332,38,54,14,54,3495,19,8,7,38,0,66,13158,448,356,364,176,14504,812,36,33,124,3176,4180,48598,3306,1973,10541,4213,68632
SED28301,454,1740,1383,10602,140,14325,0,0,0,9,0,11,11203,132,228,148,68,11782,242,47,21,73,6,387,515,169,74,243,8,1008,3305,1611,1152,10014,174,16263,190,6,30,4,4,237,171,20,20,79,3,286,619,177,117,913,17,1852,2027,274,169,870,29,3368,141,10,9,41,0,200,1226,29,52,31,7,1352,626,397,236,3644,60,4957,2460,516,228,1614,52,4867,392,0,4,3,0,404,235,37,19,33,3,330,213,22,9,60,0,309,255,65,50,105,4,483,25,6,0,0,0,30,173,65,50,21,0,305,264,42,53,57,4,423,90,16,17,22,0,144,728,379,267,3037,42,4454,68,19,6,18,3,111,376,30,33,13,3,452,114,8,3,43,0,168,320,26,18,16,3,388,96,7,13,11,0,122,293,4,14,7,4,319,105,26,17,136,3,292,4713,361,357,556,36,6024,152,22,7,195,2028,2405,28340,3759,2754,22871,2555,60281
SED28408,155,1473,1056,19229,368,22279,0,11,3,80,0,98,577,32,38,199,7,854,133,29,10,53,0,227,494,255,170,558,10,1481,1916,1413,1048,19107,418,23899,288,10,39,5,0,343,71,19,18,150,0,254,298,160,127,1904,23,2514,127,31,10,140,3,308,57,11,5,32,0,101,648,21,15,23,5,716,493,442,292,8122,152,9493,262,149,55,954,20,1443,34,0,4,3,0,42,13,13,4,27,0,63,28,11,3,17,4,53,76,43,13,105,3,240,48,17,0,16,0,77,111,73,54,45,5,290,116,28,26,128,3,292,56,8,3,35,0,103,599,420,302,5699,67,7083,28,10,3,8,3,55,66,12,8,6,0,87,67,13,7,79,0,161,69,13,11,11,0,101,6,8,0,0,0,21,70,4,3,3,0,83,80,30,23,231,4,373,1387,286,238,604,18,2532,98,28,23,584,2979,3717,6980,2939,2076,41457,3845,57294
SED28507,843,2268,1654,14353,308,19427,4,3,3,81,0,93,1351,29,61,88,14,1545,326,70,25,102,4,529,369,122,77,241,5,818,4420,1871,1420,11612,340,19668,1537,36,143,15,19,1748,144,18,10,102,5,286,590,199,145,1149,38,2127,568,131,66,342,8,1114,168,29,16,49,3,261,4612,65,31,26,24,4753,928,429,315,4233,71,5974,2282,528,269,1674,67,4814,103,0,4,0,0,109,230,75,23,20,0,351,251,29,12,91,5,382,850,260,144,539,21,1810,799,86,42,18,9,958,448,97,93,37,14,682,452,59,54,139,4,708,182,13,13,13,3,223,1229,551,406,3163,86,5438,304,33,7,27,0,373,102,14,20,12,0,144,374,27,21,38,4,471,419,14,3,12,4,452,86,15,11,15,5,132,478,10,19,12,4,526,120,37,31,101,4,301,10509,510,416,471,112,12020,508,22,32,326,3672,4560,30626,4480,3268,27600,4599,70567
SED28607,673,2676,1969,13423,217,18960,3,7,0,65,0,79,1966,82,107,144,27,2310,679,82,38,154,8,958,404,167,110,299,3,984,4780,2424,1717,12451,220,21586,465,21,71,13,6,585,218,57,25,133,7,442,703,261,164,1284,33,2447,2388,279,153,679,49,3541,152,33,26,45,0,250,1013,54,47,35,10,1154,1553,800,524,6205,72,9152,2705,542,238,1539,47,5068,62,0,0,4,0,71,1496,350,132,174,28,2183,957,77,35,134,7,1210,887,157,84,399,13,1542,236,30,27,8,3,314,555,158,117,41,0,868,592,85,68,242,6,1004,135,22,12,54,3,222,1407,644,460,4123,63,6694,437,60,34,49,7,584,172,38,24,15,3,259,214,13,7,48,7,292,181,20,25,17,0,250,135,32,13,12,3,201,1655,25,62,38,25,1805,197,58,35,212,0,506,5164,670,522,788,76,7224,280,50,35,250,3628,4250,27388,5910,4018,29353,4402,71068
SED28704,612,2795,1916,22832,340,28494,3,4,6,129,3,147,827,36,53,160,11,1091,297,70,32,127,3,528,470,144,69,366,9,1062,4276,2306,1812,19085,349,27826,589,15,75,25,10,705,147,30,26,162,0,367,653,272,168,1734,35,2857,930,297,124,743,25,2118,97,34,17,59,0,206,2004,53,41,33,12,2139,983,638,449,6705,108,8887,2659,960,427,3100,76,7226,85,0,5,0,0,85,291,60,25,74,10,455,839,204,135,362,10,1552,664,236,127,652,15,1701,162,32,20,18,8,240,240,134,75,58,7,510,305,65,28,163,0,561,89,14,28,32,0,165,952,558,496,4942,86,7040,154,29,15,24,0,222,203,40,28,10,3,284,207,28,23,73,3,328,597,26,19,27,0,677,245,46,16,58,0,363,171,10,16,4,4,213,121,41,24,192,5,387,4537,611,455,806,60,6474,241,48,22,439,3746,4491,20770,5839,3961,44664,4650,79880
SED28803,2092,1903,1168,10269,197,15634,8,6,0,88,0,104,1230,25,45,68,5,1380,573,82,36,105,5,806,201,53,29,124,3,407,3562,1250,832,8096,194,13939,1735,15,109,21,20,1902,113,16,11,45,3,186,501,122,79,626,3,1325,1232,267,146,604,21,2275,82,25,11,28,0,144,7713,60,50,30,52,7903,488,316,173,2825,40,3838,4833,1137,596,3244,99,9913,52,0,7,0,0,61,1710,371,150,295,41,2571,502,100,44,164,11,818,1334,256,180,692,17,2474,341,36,41,11,7,435,291,85,48,9,15,450,285,58,33,122,8,494,94,10,4,17,0,127,554,237,210,2035,31,3074,248,28,6,42,4,330,78,12,13,3,0,108,429,29,25,73,4,557,2298,38,28,16,12,2385,4299,643,316,406,47,5709,410,13,25,6,7,456,45,17,8,60,3,136,22705,892,501,661,177,24925,889,50,35,268,3593,4836,54369,5327,3179,21868,4417,89162
SED29494,49,199,130,1446,70,1895,0,3,0,29,0,31,278,5,4,8,3,297,14,5,0,3,0,22,50,19,10,27,3,103,403,139,103,1068,61,1779,42,4,0,0,0,49,28,5,5,3,3,49,78,27,8,108,9,225,40,10,4,18,0,75,8,5,0,0,0,9,135,10,0,0,0,145,106,51,24,401,17,610,108,27,15,86,5,244,36,0,0,0,0,36,19,13,0,5,0,42,6,3,0,4,0,17,24,6,0,10,0,39,44,3,3,6,0,48,44,16,5,9,3,79,24,4,0,15,0,44,29,0,0,0,0,29,95,31,25,319,17,484,14,3,0,0,0,17,11,0,0,0,0,13,18,3,0,0,0,27,20,0,0,0,0,23,42,14,0,3,3,55,89,0,3,0,0,95,11,4,0,17,3,37,661,43,38,67,25,831,35,5,3,37,1916,1995,2206,376,229,2654,2093,7565
SED29797,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,3,14,3,0,10,3,29
