POA_CODE_2016,I_4000more_1AW_OthNW,I_4000more_BNW,I_4000more_LFsta_NS,I_4000more_Tot,Part_inc_stated_BE_WFT,Part_inc_stated_BE_WPT,Part_inc_stated_BE_BAW,Part_inc_stated_1EFT_OthPT,Part_inc_stated_1EFT_OthAW,Part_inc_stated_1EFT_OthNW,Part_inc_stated_1EPT_OthAW,Part_inc_stated_1EPT_OthNW,Part_inc_stated_1AW_OthNW,Part_inc_stated_BNW,Part_inc_stated_LFsta_NS,Part_inc_stated_Tot,All_inc_NS_BE_WFT,All_inc_NS_BE_WPT,All_inc_NS_BE_BAW,All_inc_NS_1EFT_OthPT,All_inc_NS_1EFT_OthAW,All_inc_NS_1EFT_OthNW,All_inc_NS_1EPT_OthAW,All_inc_NS_1EPT_OthNW,All_inc_NS_1AW_OthNW,All_inc_NS_BNW,All_inc_NS_LFsta_NS,All_inc_NS_Tot,Tot_BE_WFT,Tot_BE_WPT,Tot_BE_BAW,Tot_1EFT_OthPT,Tot_1EFT_OthAW,Tot_1EFT_OthNW,Tot_1EPT_OthAW,Tot_1EPT_OthNW,Tot_1AW_OthNW,Tot_BNW,Tot_LFsta_NS,Tot_Tot
POA3778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,6,0,3,0,0,0,0,3,22
POA3779,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,0,3,0,3,0,0,0,25
POA3781,0,0,0,26,9,0,4,20,0,4,0,3,3,0,24,73,0,0,0,4,0,0,0,0,0,0,0,9,120,28,7,219,17,117,9,27,11,18,26,603
POA3782,0,0,0,105,23,5,3,27,3,12,0,3,0,8,45,142,3,0,0,7,0,3,0,0,0,0,3,16,222,53,9,399,28,202,13,49,16,48,51,1083
POA3783,0,0,0,26,7,0,0,6,3,6,0,3,0,0,8,39,0,0,0,0,0,0,0,0,0,0,0,3,75,14,7,122,12,54,4,15,3,24,9,334
POA3785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,11
POA3786,0,0,0,36,3,0,0,3,0,3,0,0,0,5,13,24,0,0,0,0,0,0,0,0,0,0,0,0,50,11,0,62,6,31,0,15,3,5,17,205
POA3787,0,0,0,25,0,0,0,7,0,0,0,0,0,0,6,18,0,0,0,3,0,0,0,0,0,0,0,3,29,6,0,65,3,24,0,10,0,7,6,158
POA3788,0,0,0,29,6,0,0,3,0,0,0,0,0,0,18,29,0,0,3,0,0,0,0,0,0,0,0,3,35,7,9,73,7,41,8,16,0,8,18,215
POA3789,0,0,0,7,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,3,0,3,0,6,8,32
POA3791,0,0,0,29,4,0,0,4,0,4,0,0,0,0,14,28,0,0,0,0,0,0,0,0,0,0,0,7,43,18,0,68,8,29,4,10,0,10,14,202
POA3792,0,0,0,15,3,0,0,3,0,4,0,0,0,0,11,23,0,0,0,0,0,0,0,0,0,0,0,0,23,9,0,50,5,25,3,6,0,8,11,137
POA3793,0,0,0,32,7,3,0,15,0,4,0,0,0,3,22,61,0,0,0,3,0,0,0,0,0,0,0,7,77,17,8,166,16,89,5,19,10,36,19,457
POA3795,0,0,0,12,5,0,0,9,0,5,0,0,0,0,11,35,0,0,0,0,0,0,0,0,0,0,0,7,32,8,4,70,10,26,0,8,3,12,9,169
POA3796,0,3,0,103,23,5,0,30,0,12,0,7,0,13,43,144,0,0,6,3,0,4,0,0,0,0,3,23,253,56,17,528,45,274,19,53,11,65,52,1367
POA3797,0,0,0,17,10,4,0,13,0,6,0,3,0,3,22,63,0,0,0,0,0,0,0,0,0,0,3,3,60,26,8,128,22,78,3,19,3,24,27,388
POA3799,0,0,0,8,3,3,3,15,0,3,0,11,3,11,31,84,0,0,0,3,0,0,0,0,0,0,0,10,70,29,7,151,17,111,5,42,10,73,30,547
POA3800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
POA3802,0,10,0,206,62,12,4,56,12,52,4,23,12,50,166,451,0,0,3,3,0,4,0,3,3,10,11,39,688,140,27,831,91,800,24,275,57,487,186,3599
POA3803,0,0,0,52,19,3,0,24,0,24,3,14,3,32,51,171,0,0,0,0,0,3,0,0,0,3,3,11,231,53,16,291,29,388,7,138,13,242,56,1466
POA3804,0,6,0,228,24,9,0,45,0,16,3,0,3,9,41,157,3,3,0,3,0,3,0,0,0,0,4,22,302,52,14,462,30,246,11,60,12,88,47,1319
POA3805,0,8,0,515,151,14,11,137,13,112,8,32,18,77,343,930,6,0,12,22,4,11,0,0,6,6,30,97,1833,310,72,2498,249,1951,71,487,120,772,401,8750
POA3806,9,15,3,818,138,13,4,131,12,74,11,17,4,40,309,753,10,0,7,11,0,12,0,0,0,4,16,68,1677,251,60,2520,223,1555,76,295,76,365,339,7445
POA3807,0,6,0,171,31,8,0,25,0,13,3,3,0,3,46,130,0,0,0,0,0,3,0,0,0,0,3,12,294,38,5,438,25,185,13,38,10,47,56,1144
POA3808,0,0,0,74,13,5,0,12,0,9,3,0,0,3,22,66,3,0,0,0,0,0,0,0,0,0,0,5,100,28,10,189,13,68,8,17,3,20,26,476
POA3809,0,0,0,66,20,0,0,16,3,15,0,0,0,4,31,87,0,0,0,4,0,0,0,0,0,0,0,8,253,26,4,345,55,243,8,30,3,43,32,1044
POA3810,0,0,0,262,70,11,10,112,15,61,4,9,7,35,247,570,8,0,8,10,0,3,0,0,0,10,17,58,1122,196,48,1982,222,1472,58,306,85,397,285,6182
POA3812,0,0,0,32,16,0,0,9,0,3,0,3,0,0,14,48,0,0,0,0,0,0,0,0,0,0,0,6,60,13,3,117,14,53,0,18,4,12,12,311
POA3813,0,0,0,13,0,0,0,3,0,0,0,0,0,0,4,11,0,0,0,0,0,0,0,0,0,0,0,3,17,4,0,38,5,21,0,6,0,11,8,112
POA3814,0,0,0,27,11,0,0,8,0,5,0,0,0,3,13,41,0,0,0,0,0,0,0,0,0,0,0,0,46,12,6,123,16,54,0,7,9,18,13,300
POA3815,0,0,0,25,9,0,0,16,3,9,0,4,0,3,20,65,0,0,0,4,0,0,0,0,0,0,0,3,74,20,4,155,15,69,3,17,7,20,20,400
POA3816,0,0,0,14,4,0,0,3,0,3,0,0,0,9,9,27,0,0,0,0,0,0,0,0,0,0,0,5,52,14,0,101,16,75,0,18,0,30,10,315
POA3818,0,3,0,77,29,6,0,43,0,15,0,7,3,5,68,175,4,0,3,6,3,0,0,0,0,3,3,24,248,74,9,537,63,316,21,79,16,108,79,1548
POA3820,0,0,0,149,37,0,0,41,9,14,3,8,3,8,77,198,3,0,4,7,0,4,0,0,0,0,3,17,298,65,19,610,54,323,22,85,16,99,87,1675
POA3821,0,0,0,32,5,3,0,9,0,3,0,6,0,3,16,47,0,0,3,0,0,0,0,0,0,0,0,4,72,18,7,140,14,56,6,17,5,18,13,364
POA3822,0,0,0,6,0,0,0,3,0,4,0,0,0,0,9,16,0,0,0,0,0,0,0,0,0,0,0,0,25,3,0,56,3,27,0,9,4,9,11,137
POA3823,0,0,0,17,3,3,0,8,0,3,0,3,0,0,7,27,0,0,0,0,0,0,0,0,0,0,0,3,32,6,0,71,8,35,6,16,7,10,7,195
POA3824,0,0,0,38,12,4,0,21,0,12,0,0,7,3,25,84,0,0,0,0,0,0,0,0,0,0,3,3,105,28,7,185,26,81,7,25,9,33,24,537
POA3825,3,3,0,141,36,5,4,41,4,32,3,17,3,22,86,255,6,0,3,5,0,0,3,0,0,4,5,28,268,83,15,598,61,325,18,139,33,219,101,1872
POA3831,0,0,0,14,5,0,0,9,0,3,0,3,0,0,11,24,0,0,0,0,0,0,0,0,0,0,0,0,39,7,6,55,5,35,3,8,0,12,11,184
POA3832,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,7,0,0,0,0,0,3,0,17
POA3833,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,3,0,0,0,0,0,16
POA3835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,9,6,3,11,0,10,4,3,0,4,4,55
POA3840,0,4,0,97,22,8,3,31,8,27,0,9,5,21,64,189,0,0,0,3,0,3,3,0,0,9,5,25,195,44,18,436,46,275,16,80,30,216,68,1430
POA3842,0,0,0,17,7,0,0,6,3,6,0,3,3,4,23,55,0,0,0,0,0,0,0,0,0,0,0,3,51,20,0,106,7,84,7,39,7,65,30,414
POA3844,0,4,0,293,57,6,7,75,4,29,3,5,7,22,177,392,6,0,4,3,0,9,0,3,3,8,5,34,546,97,22,1144,120,563,51,127,35,215,191,3115
POA3847,0,0,0,13,5,0,0,10,0,6,0,3,0,0,10,35,0,0,0,0,0,0,0,0,0,0,3,3,49,9,9,69,4,47,3,14,5,22,14,240
POA3850,0,0,0,138,33,8,0,26,3,12,0,5,3,5,122,219,0,0,0,0,0,0,0,0,3,0,11,19,232,40,20,481,66,316,21,73,22,105,136,1513
POA3851,0,0,0,41,9,5,3,7,5,3,0,3,0,9,37,78,0,0,0,3,0,0,0,0,0,0,3,9,95,20,10,150,19,74,10,22,9,34,40,479
POA3852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7
POA3854,0,0,0,21,3,0,0,5,0,0,0,0,0,0,11,25,0,0,0,0,0,0,0,0,0,0,0,4,34,4,0,90,5,23,3,13,3,10,10,204
POA3856,0,0,0,10,3,0,0,3,0,0,0,0,0,0,4,17,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0,47,5,28,0,6,5,6,4,135
POA3857,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,17,0,6,0,3,0,3,0,50
POA3858,0,0,0,30,6,0,0,7,0,7,0,5,0,0,17,47,0,0,0,0,0,0,0,0,0,0,0,4,65,8,0,97,10,55,7,21,5,23,23,314
POA3859,0,0,0,4,5,0,0,0,0,3,0,0,0,0,7,15,0,0,0,0,0,0,0,0,0,0,0,4,23,3,3,27,4,13,0,3,0,3,7,96
POA3860,0,0,0,37,19,0,0,21,3,15,0,6,4,3,61,133,0,0,0,0,0,0,0,0,0,3,0,4,112,29,7,244,34,137,14,37,12,50,63,735
POA3862,0,0,0,15,3,3,0,8,0,3,0,0,0,0,40,64,0,0,3,0,0,0,0,0,0,0,4,7,66,14,4,112,16,56,7,24,3,24,42,366
POA3864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,3,4,0,0,0,3,0,19
POA3865,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,21,0,4,0,0,0,3,3,46
POA3869,0,0,0,27,3,0,0,9,0,0,0,3,0,0,13,27,0,0,0,0,0,0,0,0,0,0,0,0,24,7,7,69,9,34,4,13,0,18,13,197
POA3870,0,0,0,8,6,0,0,5,0,3,0,0,0,3,3,16,0,0,0,0,0,0,0,0,0,0,0,0,18,11,5,40,4,27,3,16,3,15,4,145
POA3871,0,0,0,16,6,4,0,13,0,0,0,3,0,3,14,42,0,0,0,0,0,0,0,0,0,0,0,4,41,30,5,86,12,49,7,26,7,28,13,303
POA3873,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,11,0,9,0,0,4,3,0,40
POA3874,0,0,0,4,0,0,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,13,0,3,0,0,0,3,3,42
POA3875,0,0,0,68,41,9,3,38,0,17,0,6,0,16,109,246,3,0,0,5,0,4,0,0,0,3,4,22,277,86,18,593,67,288,25,118,19,135,119,1737
POA3878,0,0,0,8,0,0,0,0,0,0,0,0,0,0,6,12,0,0,0,0,0,0,0,0,0,0,0,0,20,5,0,20,0,12,4,6,0,11,6,84
POA3880,0,0,0,6,8,0,0,0,0,0,0,4,0,4,17,36,0,0,0,0,0,0,0,0,0,0,0,3,40,16,0,77,4,40,3,16,6,34,20,253
POA3882,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,18,12,0,37,3,23,0,3,0,5,5,111
POA3885,0,0,0,0,9,0,0,7,0,5,0,0,0,3,13,33,0,0,0,0,0,0,0,0,0,0,0,0,36,12,0,61,9,38,5,10,0,22,14,196
POA3886,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,14,0,6,0,0,0,5,4,42
POA3887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,8,0,3,3,10,3,29
POA3888,0,0,0,6,3,7,0,12,0,0,0,0,0,0,22,44,3,0,0,0,0,0,0,0,0,0,0,4,42,20,3,104,5,28,3,21,4,25,22,281
POA3889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4
POA3890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,6,0,19
POA3891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,7
POA3892,0,0,0,3,0,0,0,3,0,0,0,0,0,0,7,9,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,18,0,10,0,11,0,8,10,69
POA3893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4
POA3895,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,4,0,11
POA3896,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,11,0,3,0,3,0,5,3,40
POA3898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,20,3,13,0,0,0,6,8,57
POA3900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,8
POA3902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,14,0,7,0,3,0,0,0,40
POA3903,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,24,3,5,0,3,0,7,0,57
POA3904,0,0,0,7,3,0,0,0,0,0,0,0,0,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,19,11,3,24,5,13,0,11,0,14,4,94
POA3909,0,0,0,22,18,3,3,16,0,5,0,3,3,11,41,103,0,0,0,0,0,0,0,0,0,8,4,16,95,35,13,194,28,83,20,45,10,90,43,662
POA3910,0,3,0,242,56,6,4,89,9,52,4,8,3,18,118,371,6,3,4,14,0,6,0,0,0,0,10,42,623,107,35,1211,105,547,30,100,22,146,134,3053
POA3911,0,0,0,40,14,0,0,8,0,5,0,3,0,3,20,54,0,0,3,0,0,0,0,0,0,0,0,3,81,14,3,146,21,76,3,27,3,36,21,434
POA3912,0,4,0,163,38,7,3,68,3,19,4,4,3,6,82,244,5,0,3,3,3,3,0,0,0,4,3,29,394,77,23,776,77,304,28,100,15,109,87,1987
POA3913,0,0,0,38,9,0,0,17,0,0,0,3,0,0,22,53,0,0,0,0,0,0,0,0,0,0,0,0,79,16,0,178,7,63,0,20,3,23,22,427
POA3915,3,0,0,49,21,4,0,28,0,18,0,7,0,8,56,137,0,3,0,3,0,0,0,0,0,0,3,11,151,33,6,297,27,210,10,62,17,84,60,959
POA3916,0,0,0,14,6,0,0,4,0,0,0,0,0,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,13,8,0,26,3,22,3,3,3,5,3,96
POA3918,0,0,0,29,5,3,0,25,0,9,0,3,3,0,22,73,0,0,0,0,0,0,0,0,0,0,0,10,85,23,3,196,17,87,8,23,7,22,22,487
POA3919,0,0,0,10,5,3,0,4,0,5,0,5,0,3,12,37,0,0,0,0,0,0,0,0,0,0,0,0,60,14,3,100,13,95,3,28,9,34,8,361
POA3920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,13,4,17,0,0,0,0,5,42
POA3921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,9
POA3922,0,0,0,24,14,3,0,18,3,4,0,3,0,0,35,91,3,0,0,0,0,0,0,0,0,0,3,12,110,39,10,219,18,79,4,53,5,34,40,617
POA3923,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,17,0,4,0,3,0,0,3,37
POA3925,0,0,0,20,11,3,0,6,0,3,0,6,0,3,20,52,0,0,0,0,0,0,0,0,0,0,0,3,51,24,0,103,15,51,7,31,11,30,20,334
POA3926,0,0,0,59,6,5,0,17,0,3,0,0,0,5,22,60,0,0,0,4,0,0,0,0,0,0,0,4,74,27,10,150,9,52,3,21,3,32,22,390
POA3927,0,0,0,19,3,0,0,9,0,7,0,3,0,0,5,23,0,0,0,0,0,0,0,0,0,0,0,0,24,6,4,63,6,31,4,10,3,10,9,175
POA3928,0,0,0,7,0,0,0,6,0,0,0,0,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,8,0,0,0,4,7,43
POA3929,0,0,0,15,3,3,0,0,0,3,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,17,7,0,21,5,15,3,10,3,3,0,81
POA3930,0,14,0,651,56,7,0,75,8,34,0,17,3,16,151,370,3,0,3,8,0,3,0,0,0,3,0,21,569,102,19,991,74,448,16,105,17,124,155,2614
POA3931,0,0,3,244,45,18,0,54,0,24,0,10,5,10,107,285,7,0,4,15,0,0,0,0,0,0,0,20,478,119,27,930,67,375,22,108,22,150,113,2420
POA3933,0,0,0,25,5,0,0,6,0,0,0,0,0,0,9,26,0,0,0,0,0,0,0,0,0,0,0,0,31,8,0,59,3,25,0,4,0,6,9,154
POA3934,3,6,0,383,53,14,3,69,10,17,0,9,4,11,106,303,3,0,0,7,0,0,0,0,0,0,11,26,517,105,21,1109,69,413,25,97,21,93,114,2579
POA3936,0,3,0,70,16,6,3,36,5,7,0,6,0,8,40,136,0,0,0,0,0,0,0,0,0,0,3,13,158,65,8,355,40,189,11,60,5,81,45,1020
POA3937,0,3,0,27,7,0,0,6,0,3,0,3,0,0,19,34,0,0,0,0,0,0,0,0,0,0,0,3,42,10,3,65,4,18,0,7,4,12,19,182
POA3938,0,0,0,24,4,3,0,5,0,9,0,0,0,3,9,31,0,0,0,0,0,0,0,0,0,0,0,3,46,10,3,102,4,46,3,15,3,23,8,273
POA3939,0,0,0,56,24,8,0,34,6,19,4,6,0,16,46,165,3,3,3,4,0,0,0,0,0,5,7,21,188,78,13,466,45,243,18,79,18,118,52,1327
POA3940,0,0,0,3,0,4,0,7,0,8,0,3,0,9,13,40,4,0,0,0,0,0,0,0,0,0,0,8,35,27,0,91,7,60,3,20,0,38,9,306
POA3941,0,3,0,51,20,8,3,38,5,14,8,5,3,10,48,153,3,0,0,0,0,6,0,0,3,3,3,22,146,79,7,430,41,204,27,84,22,94,51,1192
POA3942,0,0,0,11,3,3,0,6,0,0,0,0,0,3,4,22,0,0,0,0,0,0,0,0,0,0,0,3,34,11,3,48,6,29,4,8,0,13,7,163
POA3943,0,0,0,14,0,0,0,5,0,0,0,0,0,5,6,15,0,0,0,0,0,0,0,0,0,0,0,3,6,10,0,28,3,12,0,8,0,6,13,82
POA3944,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,12
POA3945,0,0,0,6,0,0,0,3,0,0,0,0,0,4,3,16,0,0,0,0,0,0,0,0,0,0,0,0,22,10,3,34,0,15,0,9,3,5,4,104
POA3946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,13,0,0,0,0,0,3,0,21
POA3950,0,0,0,21,12,0,0,15,0,3,0,0,0,4,21,57,0,0,0,0,0,0,0,0,0,0,0,0,72,29,14,150,18,83,3,23,11,43,20,463
POA3951,0,0,0,5,0,0,0,8,0,0,0,0,0,0,6,10,0,0,0,0,0,0,0,0,0,0,0,0,31,10,0,45,0,11,0,3,0,8,6,115
POA3953,0,0,0,53,15,0,0,26,0,6,0,3,0,0,34,97,3,0,0,0,0,0,0,0,0,0,3,5,161,34,5,310,27,139,14,35,17,39,46,837
POA3954,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,19,0,4,3,0,0,3,0,48
POA3956,0,0,0,14,12,4,0,4,0,0,0,0,0,3,12,34,0,0,0,0,0,0,0,0,0,0,3,4,42,15,3,72,6,44,3,18,0,14,13,229
POA3957,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,13,0,9,0,3,0,5,0,39
POA3958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,18,0,0,0,3,0,0,0,30
POA3959,0,0,0,3,0,0,0,0,0,5,0,0,0,0,4,18,0,0,0,0,0,0,0,0,0,0,0,0,27,7,6,32,0,19,3,4,5,0,5,113
POA3960,0,0,0,6,0,0,0,3,0,0,0,0,0,0,14,26,0,0,0,3,0,0,0,0,0,0,0,8,35,10,7,69,5,21,5,13,0,19,17,201
POA3962,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,15,6,0,23,0,14,3,3,0,7,3,80
POA3964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,3,12
POA3965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,15
POA3966,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,19,0,8,0,0,0,0,0,43
POA3967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,4,0,0,0,0,0,12
POA3971,0,0,0,20,14,3,0,11,0,3,3,3,0,3,15,60,3,0,0,0,0,0,0,0,0,0,0,4,63,15,3,111,5,47,10,16,3,42,22,339
POA3975,0,3,0,137,41,3,0,20,3,30,0,6,3,18,95,223,0,0,0,0,0,0,0,0,0,4,9,19,720,109,19,670,79,647,25,116,27,163,108,2682
POA3976,0,3,0,81,55,10,3,44,7,55,4,11,9,42,134,375,3,0,0,0,0,3,0,0,0,3,21,36,709,120,29,668,76,984,26,289,63,501,177,3641
POA3977,0,10,0,609,202,24,17,190,25,178,15,38,18,73,466,1253,16,5,12,20,4,14,0,5,9,12,46,137,2905,437,110,4008,462,3178,144,706,174,838,541,13516
POA3978,0,0,0,80,30,0,3,14,0,16,0,0,0,11,63,145,0,0,0,0,0,0,0,0,0,0,0,16,414,69,22,458,80,371,18,68,18,53,64,1646
POA3979,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,14,4,0,11,0,3,0,6,0,8,0,48
POA3980,0,0,0,20,9,0,3,11,0,3,0,0,0,7,21,48,0,0,0,0,0,0,0,0,0,0,0,4,88,18,15,152,19,72,10,15,3,25,23,434
POA3981,0,0,0,31,8,0,0,17,3,10,0,4,5,4,27,83,0,0,0,3,0,0,0,0,0,0,3,9,128,17,8,217,35,121,9,20,11,35,30,632
POA3984,0,0,0,15,3,3,0,14,0,6,0,0,0,9,19,63,0,0,0,3,0,0,0,0,0,3,3,9,70,21,4,135,15,105,6,20,6,59,21,461
POA3987,0,0,0,4,6,0,0,3,0,4,0,0,0,0,13,27,3,0,0,0,0,0,0,0,0,0,0,3,46,3,3,62,11,37,7,5,0,9,13,197
POA3988,0,0,0,3,5,0,0,3,0,0,0,0,0,0,3,20,0,0,0,0,0,0,0,0,0,0,0,3,35,3,0,44,4,15,0,7,0,11,3,121
POA3990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8
POA3991,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,9,0,5,3,3,0,5,3,40
POA3992,0,0,0,4,3,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,16,5,3,37,3,10,0,6,3,11,5,100
POA3995,0,3,0,29,16,13,0,36,3,3,3,6,0,7,39,125,0,3,0,0,0,0,0,0,0,0,0,7,123,72,14,312,24,126,10,61,16,101,45,900
POA3996,0,0,0,24,10,0,3,11,0,4,0,3,0,3,19,61,0,0,0,0,0,0,0,0,0,0,0,0,77,20,5,160,19,81,5,29,7,27,21,465
