POA_CODE_2016,I_4000more_1AW_OthNW,I_4000more_BNW,I_4000more_LFsta_NS,I_4000more_Tot,Part_inc_stated_BE_WFT,Part_inc_stated_BE_WPT,Part_inc_stated_BE_BAW,Part_inc_stated_1EFT_OthPT,Part_inc_stated_1EFT_OthAW,Part_inc_stated_1EFT_OthNW,Part_inc_stated_1EPT_OthAW,Part_inc_stated_1EPT_OthNW,Part_inc_stated_1AW_OthNW,Part_inc_stated_BNW,Part_inc_stated_LFsta_NS,Part_inc_stated_Tot,All_inc_NS_BE_WFT,All_inc_NS_BE_WPT,All_inc_NS_BE_BAW,All_inc_NS_1EFT_OthPT,All_inc_NS_1EFT_OthAW,All_inc_NS_1EFT_OthNW,All_inc_NS_1EPT_OthAW,All_inc_NS_1EPT_OthNW,All_inc_NS_1AW_OthNW,All_inc_NS_BNW,All_inc_NS_LFsta_NS,All_inc_NS_Tot,Tot_BE_WFT,Tot_BE_WPT,Tot_BE_BAW,Tot_1EFT_OthPT,Tot_1EFT_OthAW,Tot_1EFT_OthNW,Tot_1EPT_OthAW,Tot_1EPT_OthNW,Tot_1AW_OthNW,Tot_BNW,Tot_LFsta_NS,Tot_Tot
POA3000,0,0,0,98,6,3,0,4,0,8,0,7,4,6,60,97,0,0,0,0,0,0,0,0,0,0,3,4,141,22,8,112,30,330,3,50,15,85,66,860
POA3002,0,4,0,102,0,0,0,3,0,5,0,0,0,3,16,29,0,0,0,0,0,0,0,0,0,0,0,0,57,15,7,65,19,56,0,9,7,16,16,262
POA3003,0,0,0,66,7,0,0,3,0,0,0,0,0,3,15,31,0,0,0,0,0,0,0,0,0,0,0,0,69,14,3,58,13,57,3,17,4,11,15,263
POA3004,0,3,0,110,3,5,0,5,0,8,0,0,0,0,37,57,0,0,0,0,0,0,0,0,0,0,0,3,94,10,3,76,23,116,8,20,6,33,38,428
POA3005,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,10,3,3,0,0,0,3,0,29
POA3006,0,5,0,150,7,0,0,3,0,5,0,0,0,3,53,75,0,0,0,0,0,0,0,0,0,3,0,6,127,20,9,110,34,204,11,26,13,90,55,701
POA3008,0,3,0,114,8,0,0,3,0,0,0,0,3,3,46,62,0,0,0,0,0,0,0,0,0,0,0,3,137,11,11,84,16,214,5,24,9,57,45,619
POA3010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
POA3011,0,3,0,244,16,0,3,16,4,6,0,4,3,22,77,154,0,0,3,3,0,0,0,3,0,0,3,18,312,97,20,474,83,343,29,119,29,215,85,1799
POA3012,4,5,0,337,23,0,0,26,6,24,0,9,3,18,121,225,3,0,0,0,4,0,0,0,0,3,10,25,506,130,23,773,136,562,26,192,36,272,144,2796
POA3013,3,3,0,443,17,0,0,21,0,14,0,8,4,10,79,158,0,0,0,3,0,0,0,0,0,0,0,8,421,61,11,645,109,315,19,72,16,121,82,1867
POA3015,3,3,0,527,37,5,4,39,0,16,3,14,0,14,119,251,3,0,0,3,4,0,0,0,4,3,6,30,509,83,26,862,105,399,25,82,32,122,125,2372
POA3016,3,3,0,729,51,6,3,53,3,22,0,4,3,17,112,278,4,0,0,3,0,0,0,0,0,0,0,15,524,72,16,745,71,374,21,73,20,111,119,2139
POA3018,0,4,0,222,14,3,0,19,3,8,0,5,0,18,61,139,8,0,0,4,0,3,0,0,0,3,0,27,308,59,7,448,53,281,17,62,14,127,69,1453
POA3019,0,3,0,22,7,0,0,3,0,10,0,7,4,16,43,79,0,0,0,0,0,0,0,0,0,5,4,12,143,32,5,139,16,249,7,116,13,193,45,960
POA3020,3,16,0,167,52,11,11,32,10,68,4,30,14,108,193,532,5,3,3,4,0,3,0,4,3,21,39,80,705,212,47,886,110,1130,32,478,82,1087,256,5025
POA3021,0,16,0,142,40,19,6,61,14,81,10,33,20,150,223,657,4,0,9,3,0,7,4,0,6,36,51,116,787,255,46,823,113,1497,46,612,138,1529,311,6149
POA3022,0,0,0,8,5,0,0,3,0,5,0,3,0,3,13,37,0,0,0,0,0,0,0,0,0,0,3,10,45,17,5,49,9,72,4,37,8,53,17,304
POA3023,7,22,0,547,107,28,18,105,17,111,7,49,9,112,363,918,18,0,4,3,0,8,0,7,0,18,44,99,2095,358,103,2245,275,2206,86,599,138,983,425,9504
POA3024,0,3,0,139,31,3,0,38,6,26,0,9,3,26,131,292,8,0,0,4,0,0,0,0,4,4,13,27,715,93,23,809,123,941,29,199,39,242,161,3369
POA3025,3,3,0,99,15,5,0,21,0,10,0,9,3,28,53,135,0,0,0,0,0,0,0,0,0,9,6,21,208,34,12,299,60,285,15,115,25,244,70,1367
POA3026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3027,0,0,0,115,15,0,0,11,3,8,0,0,0,7,55,101,0,0,0,0,0,0,0,0,0,0,6,12,315,31,13,265,40,272,6,39,14,60,67,1130
POA3028,0,4,0,231,47,6,6,40,5,47,3,17,3,46,152,382,3,0,0,6,0,9,0,0,0,6,12,41,666,136,32,931,112,888,36,245,45,494,177,3762
POA3029,8,11,0,664,153,37,18,141,31,143,7,56,28,82,500,1199,16,5,7,20,4,11,0,0,8,23,45,143,3001,486,116,3300,463,3771,127,927,253,1167,592,14193
POA3030,10,13,4,1370,211,29,6,178,24,167,11,50,26,96,655,1443,21,3,17,19,4,15,3,0,8,15,47,151,3474,485,119,3758,478,3772,123,788,188,1180,729,15100
POA3031,0,3,0,376,19,7,4,12,3,7,0,3,0,14,63,129,0,0,0,0,0,0,0,0,0,4,8,17,335,67,14,450,73,261,14,104,19,142,66,1542
POA3032,5,11,0,721,35,10,0,47,0,30,4,13,3,26,141,314,5,0,0,5,0,5,0,0,0,3,3,25,724,124,14,976,128,626,33,160,26,273,150,3236
POA3033,0,6,0,246,30,8,0,34,5,29,0,13,0,26,63,200,0,0,0,4,0,3,0,0,0,3,7,21,378,57,11,642,76,345,27,110,27,237,72,1981
POA3034,0,10,0,167,25,0,3,29,0,24,3,16,5,24,54,194,0,0,0,5,0,0,0,0,0,4,5,21,239,60,22,402,52,276,8,99,20,253,70,1501
POA3036,0,3,0,169,14,3,3,15,5,8,0,3,0,3,36,95,0,0,0,3,0,0,0,0,0,0,6,13,207,27,4,284,18,148,13,32,14,48,40,841
POA3037,4,11,0,552,117,22,17,129,13,103,11,47,21,89,279,845,7,0,5,24,0,15,0,4,9,8,40,104,1752,277,67,2323,263,1835,73,481,138,719,332,8253
POA3038,7,11,0,440,77,12,7,100,10,68,9,23,14,53,157,528,3,0,4,10,3,0,0,3,0,10,17,49,882,157,37,1194,115,849,34,249,69,458,174,4218
POA3039,0,6,0,514,26,6,0,28,3,14,0,3,0,15,92,195,0,0,3,3,0,0,0,0,0,0,4,18,374,68,22,561,62,340,9,75,5,106,103,1730
POA3040,6,11,0,967,69,14,5,78,9,28,0,12,5,23,161,408,0,0,6,6,0,7,0,0,4,4,3,32,796,131,28,1183,122,583,19,142,37,214,170,3434
POA3041,3,9,0,414,21,10,3,37,4,29,0,5,3,16,69,190,0,0,0,6,0,0,0,3,0,0,4,15,404,49,10,656,60,317,15,59,18,96,81,1750
POA3042,3,7,0,244,36,5,0,34,4,20,0,10,0,23,63,198,3,0,0,5,0,4,0,0,0,7,8,24,413,53,26,662,76,351,16,93,15,193,70,1969
POA3043,0,5,0,118,20,9,3,28,0,48,0,4,5,28,102,243,3,0,0,7,0,0,0,0,0,5,7,26,354,73,19,570,66,429,15,145,40,294,121,2122
POA3044,0,3,0,482,44,12,9,60,10,42,0,14,3,24,137,352,0,0,0,8,0,6,0,3,0,4,6,31,617,133,32,1181,153,717,28,180,33,283,151,3502
POA3045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3046,3,10,0,261,35,8,9,55,5,51,5,40,11,57,151,421,0,0,5,3,0,6,3,0,0,8,31,61,638,134,36,907,121,940,27,322,64,574,202,3972
POA3047,0,3,0,45,7,0,0,16,3,25,0,30,5,69,98,274,0,0,0,3,0,3,0,3,0,16,29,57,178,66,15,242,34,495,9,294,57,825,147,2356
POA3048,0,6,0,40,18,8,0,12,0,26,0,25,3,67,115,281,0,0,0,0,0,0,0,0,4,17,17,43,182,60,14,232,26,549,10,292,32,855,157,2413
POA3049,0,3,0,99,20,3,0,20,3,20,0,5,3,18,47,142,0,0,0,3,0,0,0,0,0,0,7,7,234,36,10,393,39,237,10,56,20,127,53,1227
POA3050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3051,0,0,0,168,13,5,0,13,0,11,0,5,3,6,56,101,0,0,0,0,0,0,0,0,0,0,9,12,169,34,14,180,25,148,8,52,16,78,67,778
POA3052,0,0,0,87,7,0,0,9,0,0,0,0,0,0,28,46,0,0,0,0,0,0,0,0,0,0,0,5,65,12,3,82,12,50,0,18,0,28,25,301
POA3053,0,3,0,95,10,3,0,0,0,9,0,3,0,7,42,71,0,0,0,0,0,0,0,0,0,4,0,8,88,18,3,85,15,117,3,38,13,84,41,505
POA3054,0,5,0,232,9,0,0,4,3,7,0,3,0,4,37,75,0,0,0,3,0,0,0,0,0,0,5,4,141,35,3,199,35,109,4,36,4,42,42,658
POA3055,0,0,0,251,6,3,0,24,7,7,0,5,0,15,58,131,0,0,0,0,0,0,0,0,0,0,0,8,201,60,3,423,60,234,20,78,15,143,63,1300
POA3056,0,8,0,378,24,11,0,29,7,14,0,7,4,28,99,209,3,0,0,3,0,3,0,0,0,4,0,14,334,94,18,582,97,292,23,84,11,201,105,1846
POA3057,0,0,0,170,10,0,0,9,0,6,0,0,0,7,62,92,0,0,0,0,0,0,0,0,0,0,3,3,171,42,7,266,27,152,10,40,5,81,68,861
POA3058,0,22,0,541,42,7,3,55,3,37,0,13,6,44,184,400,0,0,0,4,6,3,0,0,3,9,17,40,620,214,25,1229,177,705,48,223,42,467,213,3962
POA3059,3,4,0,325,45,13,6,58,3,38,0,14,6,25,88,309,3,0,8,5,0,3,0,0,4,3,5,29,541,99,25,745,70,572,33,172,42,269,103,2657
POA3060,0,0,0,57,10,0,0,22,3,15,3,11,7,38,75,171,0,0,0,3,0,6,0,0,0,6,3,15,193,75,10,307,34,492,21,168,52,331,85,1765
POA3061,0,3,0,10,3,0,0,3,0,14,0,3,0,17,18,65,0,0,0,0,0,0,0,0,3,0,11,10,48,12,0,59,3,124,0,82,20,247,32,637
POA3062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3063,0,0,0,17,0,0,0,5,0,0,0,0,0,0,3,7,4,0,0,0,0,0,0,0,0,0,0,9,29,0,0,25,5,19,0,0,0,8,7,92
POA3064,3,17,3,429,121,24,20,106,20,134,9,62,28,149,417,1077,8,4,3,6,0,12,0,3,11,32,58,143,2139,375,95,2362,316,2907,105,954,203,1884,509,11851
POA3065,0,3,0,143,8,0,0,3,0,4,0,3,0,9,37,65,0,0,0,0,0,0,0,0,0,4,3,7,100,23,15,123,32,83,6,33,10,87,42,546
POA3066,0,3,0,66,3,0,0,4,0,3,0,0,0,8,21,42,0,0,0,0,0,0,0,0,0,0,8,13,60,18,3,87,20,53,5,29,5,64,27,375
POA3067,0,5,0,139,6,3,0,8,0,6,0,0,0,4,18,51,0,0,0,0,0,0,0,0,0,0,0,0,101,24,3,145,25,106,3,21,4,41,23,489
POA3068,3,10,0,588,22,0,3,37,6,17,0,3,0,8,83,179,0,0,0,3,0,0,0,0,0,0,5,11,377,75,13,603,71,225,15,65,14,91,86,1642
POA3070,7,12,3,779,42,12,0,34,4,17,4,9,3,32,124,289,4,0,3,3,0,0,0,0,0,4,9,28,546,147,18,972,95,386,38,115,23,219,136,2690
POA3071,3,3,0,360,14,3,0,29,0,19,0,3,0,16,79,164,6,0,0,3,0,0,0,5,0,0,3,16,331,128,16,685,94,318,28,94,11,176,86,1967
POA3072,3,10,0,349,37,10,4,50,7,28,0,18,3,62,165,384,3,0,0,4,0,8,0,0,0,4,6,25,536,177,29,1073,126,649,35,227,53,462,179,3545
POA3073,4,18,0,300,60,19,5,69,0,55,0,24,6,69,188,500,7,4,4,11,3,8,3,3,11,17,32,95,780,272,46,1368,159,1184,53,388,98,929,251,5519
POA3074,3,10,0,66,25,6,3,20,0,42,0,17,7,87,101,317,0,3,0,3,0,3,0,4,0,17,15,44,302,100,14,366,53,573,25,205,44,745,125,2555
POA3075,0,8,0,78,25,3,3,20,6,26,0,25,6,77,117,303,0,0,0,0,0,0,0,0,0,11,24,40,377,91,27,440,72,637,19,230,55,752,161,2846
POA3076,0,6,0,170,36,16,0,52,9,64,3,24,3,62,179,449,5,0,7,7,0,4,3,5,0,9,22,56,838,188,39,1162,159,1142,44,350,77,590,210,4797
POA3078,0,7,0,445,10,3,0,28,0,11,0,3,3,11,55,132,0,0,0,3,0,0,0,0,0,0,3,6,269,52,12,526,40,202,14,56,11,70,60,1318
POA3079,3,9,0,761,36,7,4,43,4,26,0,12,0,19,112,265,6,0,3,5,3,3,0,0,0,0,4,28,478,99,14,769,64,395,18,100,19,131,121,2202
POA3081,0,3,0,75,10,0,3,12,0,17,0,5,3,13,56,127,0,0,0,3,0,0,0,0,0,4,8,16,179,58,15,321,47,277,19,93,20,181,65,1276
POA3082,3,13,0,314,77,18,5,98,4,63,7,26,8,46,155,505,12,3,4,9,0,5,0,0,3,3,14,54,796,173,44,1229,113,975,39,281,75,526,175,4428
POA3083,0,7,0,349,61,20,4,55,9,44,0,14,4,41,142,398,9,4,0,5,3,0,0,0,3,5,7,40,713,145,32,1106,117,715,29,239,42,437,157,3725
POA3084,3,5,0,820,41,9,3,78,10,43,6,12,0,28,152,383,7,0,3,9,0,3,0,0,3,0,6,35,700,115,29,1267,125,666,35,172,15,266,163,3551
POA3085,3,8,0,310,12,3,0,30,3,16,0,6,0,18,105,193,0,0,0,3,0,3,0,0,0,7,5,17,342,70,8,699,69,374,23,60,20,108,113,1887
POA3086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7
POA3087,0,3,0,125,16,3,0,22,5,11,0,3,3,16,50,131,0,0,0,3,0,0,0,0,0,0,0,10,201,48,15,418,56,211,11,41,14,114,57,1186
POA3088,4,3,0,491,59,18,3,86,3,34,6,10,10,20,173,424,6,3,0,5,0,4,0,0,0,0,7,28,699,163,30,1449,164,656,43,154,46,222,186,3809
POA3089,0,3,0,303,35,10,0,56,0,21,0,4,0,7,74,222,3,0,0,8,3,0,0,0,0,3,3,19,431,69,9,753,67,329,16,46,15,53,82,1873
POA3090,0,3,0,114,8,3,0,10,3,5,0,0,0,3,11,55,0,0,0,0,0,0,0,0,0,0,0,3,102,16,0,173,11,65,7,9,0,29,13,422
POA3091,0,0,0,58,6,0,0,17,0,4,0,0,0,3,6,37,0,0,0,0,0,0,0,0,0,0,0,4,62,9,0,93,7,40,0,3,5,12,15,250
POA3093,0,0,0,121,9,3,0,9,0,10,0,4,0,3,22,57,0,0,6,3,0,0,0,0,0,0,3,13,102,15,8,186,23,87,7,12,3,27,28,496
POA3094,0,0,0,177,14,0,0,33,3,15,0,8,3,3,32,109,3,0,0,0,0,0,0,0,0,0,0,9,195,63,4,520,45,203,14,44,12,56,37,1182
POA3095,0,7,0,990,77,23,3,131,11,54,3,14,3,24,209,559,4,0,0,19,0,3,4,3,0,0,6,39,874,187,33,1802,153,724,55,203,19,184,215,4445
POA3096,0,0,0,38,0,0,0,9,0,0,3,0,0,7,14,40,0,0,0,0,0,0,0,0,0,0,0,0,51,7,4,110,9,45,7,14,4,19,14,288
POA3097,0,0,0,50,3,0,0,8,0,0,0,0,0,0,11,34,0,0,0,0,0,0,0,0,0,0,0,0,43,8,3,74,4,34,0,3,0,7,11,201
POA3099,0,0,0,74,14,0,0,24,4,3,3,6,0,6,29,95,0,0,0,3,0,0,0,0,0,0,0,5,131,45,9,263,31,108,8,37,7,41,32,711
POA3101,3,26,0,1201,58,14,3,72,3,50,3,14,3,23,236,472,3,0,3,16,0,0,0,0,0,0,3,25,656,102,22,933,78,588,30,133,30,170,248,2990
POA3102,3,7,0,351,12,3,0,16,0,11,0,8,0,12,51,124,3,0,0,0,0,0,0,0,0,0,0,7,207,42,6,342,21,167,6,46,4,68,56,973
POA3103,4,16,3,648,32,10,3,42,0,19,0,19,4,19,159,310,0,0,3,0,0,4,0,0,0,0,3,18,436,84,17,560,46,410,12,134,22,179,168,2078
POA3104,3,20,0,858,52,23,0,84,4,40,3,23,6,21,216,470,9,0,4,3,0,0,0,0,0,7,10,34,680,136,16,994,56,589,28,179,28,262,237,3204
POA3105,3,6,0,277,17,5,0,30,3,18,0,3,3,30,65,175,0,0,3,3,0,3,0,0,0,3,6,16,267,70,10,412,36,296,16,70,18,206,77,1484
POA3106,3,20,0,557,43,5,0,52,3,40,3,15,0,44,140,357,3,0,0,3,0,3,0,0,3,4,5,28,476,117,20,660,43,526,18,166,27,252,145,2451
POA3107,0,10,0,309,31,3,0,24,3,14,0,8,3,27,91,213,0,0,0,10,0,0,0,0,0,0,9,24,383,78,8,599,49,344,13,111,19,211,109,1918
POA3108,0,14,0,359,37,13,3,38,5,32,0,12,3,27,157,322,0,0,0,0,0,0,0,0,0,5,4,23,455,131,25,613,68,535,33,163,31,334,171,2552
POA3109,3,15,0,586,48,16,8,55,6,45,0,22,9,40,226,467,8,0,6,5,0,0,0,0,0,0,9,29,742,201,32,1114,98,941,31,289,48,461,240,4197
POA3111,0,5,0,381,30,8,0,36,3,18,0,9,0,14,92,225,3,0,3,4,3,0,0,0,0,4,4,30,329,86,15,557,53,360,14,88,13,146,97,1751
POA3113,0,10,0,351,27,6,0,42,0,24,0,5,0,5,82,188,0,0,0,0,0,3,0,0,3,0,0,12,254,59,12,531,37,229,5,52,7,76,84,1348
POA3114,0,7,0,221,14,4,0,15,0,12,4,0,0,3,43,97,0,0,0,3,0,3,0,0,0,0,3,12,128,28,4,268,16,107,7,17,3,35,45,659
POA3115,5,4,0,167,13,0,5,28,3,7,0,0,3,4,39,102,0,0,0,3,0,3,0,0,0,0,0,7,131,13,5,256,17,98,4,28,8,24,39,625
POA3116,0,6,0,135,24,3,3,36,6,16,0,4,3,9,48,151,3,0,0,3,0,3,0,0,0,0,4,16,272,50,20,499,50,252,11,40,11,76,55,1329
POA3121,0,10,0,616,26,6,0,27,0,18,3,12,0,15,90,203,0,0,3,4,3,0,0,0,0,0,5,18,473,80,21,551,105,332,15,100,25,231,100,2033
POA3122,4,22,4,928,26,11,3,47,4,35,3,8,0,12,141,283,5,0,0,4,3,3,0,0,0,0,6,28,468,78,13,686,90,419,12,95,15,144,154,2167
POA3123,3,16,0,647,32,8,0,30,0,15,0,9,0,6,103,197,0,0,3,3,0,3,0,0,0,0,4,28,330,66,16,480,63,308,10,68,8,90,106,1564
POA3124,6,24,0,1202,40,15,8,73,0,39,5,16,0,18,195,407,3,0,3,8,0,3,0,0,0,0,5,27,652,105,18,953,78,626,21,135,9,191,205,2993
POA3125,0,0,0,270,21,6,0,29,3,14,0,9,0,16,91,184,0,0,0,4,0,0,0,0,0,0,0,4,298,64,3,436,50,263,9,71,10,143,93,1444
POA3126,0,11,0,512,26,5,0,18,5,24,4,3,0,4,73,159,0,0,0,4,0,0,0,0,3,0,3,14,265,40,10,323,31,247,10,52,10,84,81,1147
POA3127,3,17,0,1091,36,8,7,61,0,37,0,13,0,10,174,338,3,0,0,3,0,0,0,0,0,3,3,11,577,104,11,967,79,520,19,123,14,145,181,2729
POA3128,0,3,0,389,27,3,3,22,4,16,3,9,0,15,136,239,3,0,0,9,0,0,0,0,0,0,3,16,423,94,10,602,63,405,16,132,22,190,140,2093
POA3129,3,3,0,422,28,0,3,37,0,22,0,11,0,8,127,235,6,0,0,6,0,0,0,0,0,0,0,15,456,82,17,785,53,454,21,146,19,187,129,2346
POA3130,3,11,0,892,79,7,3,62,11,55,4,18,4,34,196,470,3,0,4,16,3,5,0,0,0,3,6,37,840,167,25,1530,127,890,50,208,31,311,210,4389
POA3131,0,11,0,374,25,12,3,34,0,35,0,8,6,24,121,269,3,0,0,4,0,0,0,0,0,0,7,17,539,130,17,954,88,594,27,184,29,245,127,2933
POA3132,0,3,0,320,20,5,0,34,3,16,0,4,3,20,85,188,3,0,0,3,0,0,0,0,0,7,0,21,413,90,11,734,77,427,10,110,17,159,97,2147
POA3133,6,14,0,476,40,11,3,65,9,34,0,8,3,24,190,377,6,0,0,10,0,4,0,0,0,4,9,36,683,151,20,973,90,677,35,145,22,268,203,3266
POA3134,6,3,0,645,70,12,0,101,13,45,4,14,6,20,190,472,4,0,3,5,3,0,0,0,0,0,7,32,846,161,26,1605,183,853,41,203,40,303,206,4463
POA3135,0,4,0,295,42,4,0,47,3,23,3,7,0,10,88,236,3,0,3,3,0,3,0,0,0,3,3,21,489,109,23,946,106,505,31,115,16,175,89,2599
POA3136,0,3,0,613,78,19,3,112,7,65,11,24,4,34,231,587,6,0,0,9,3,3,0,0,3,3,11,42,1049,209,34,2061,219,1044,57,265,42,393,245,5620
POA3137,0,0,3,122,33,3,0,73,4,26,0,4,0,8,63,212,3,0,0,7,0,0,0,0,0,3,5,21,294,57,15,691,67,323,21,65,8,104,71,1723
POA3138,3,0,0,259,47,10,3,79,3,26,6,15,0,22,118,329,3,0,4,7,0,0,0,0,4,0,4,27,545,96,24,1093,108,598,34,147,40,193,131,2997
POA3139,0,0,0,109,41,15,4,73,3,28,3,9,3,8,81,261,6,4,7,7,0,6,0,0,0,3,4,33,324,103,27,701,63,354,25,82,27,90,96,1879
POA3140,0,3,0,185,46,5,0,56,4,21,5,8,0,10,75,243,3,0,3,12,0,3,0,0,0,0,8,33,402,79,20,822,65,410,21,91,11,112,86,2117
POA3141,3,10,0,390,18,4,0,13,4,12,0,6,3,10,89,158,3,0,3,0,0,0,0,0,0,3,7,14,250,42,5,283,50,284,9,74,16,102,97,1214
POA3142,11,30,0,535,23,5,0,29,0,37,0,14,3,14,102,230,3,0,0,5,0,5,0,0,0,0,0,10,222,55,9,309,28,321,4,65,20,90,106,1216
POA3143,4,5,3,338,9,0,4,17,3,15,4,3,0,4,59,110,4,0,0,4,0,5,0,0,0,0,0,13,158,32,8,241,33,211,9,40,8,38,64,838
POA3144,3,12,0,621,14,8,0,36,0,33,3,10,0,11,84,197,0,0,0,3,0,6,0,3,0,0,4,20,250,39,9,418,43,320,5,56,6,79,92,1319
POA3145,8,18,0,1140,59,13,0,54,5,50,4,15,4,19,153,369,8,3,0,3,0,0,0,0,0,3,8,23,682,85,17,1035,91,552,22,115,21,165,166,2960
POA3146,4,16,0,1472,52,14,5,79,10,53,6,18,4,8,216,459,5,0,3,13,0,3,0,0,3,0,3,37,768,131,29,1250,92,726,39,127,25,143,224,3558
POA3147,6,5,0,616,34,10,0,38,3,26,3,7,3,9,89,221,0,0,3,4,0,3,0,0,0,5,3,18,438,82,17,676,75,357,16,88,10,141,95,1989
POA3148,0,8,0,123,16,7,0,15,3,11,0,10,0,10,40,106,0,0,0,0,0,0,0,0,3,3,0,4,182,48,4,252,49,206,4,53,10,98,43,947
POA3149,3,13,0,876,68,12,0,64,0,44,3,13,6,40,275,516,3,0,3,12,0,3,0,3,0,0,11,34,1102,208,28,1358,128,871,20,270,46,407,294,4734
POA3150,8,42,0,1413,137,35,13,121,12,103,8,38,3,97,539,1111,7,0,3,14,0,3,0,3,0,0,11,54,1939,387,54,2208,161,1881,64,535,67,909,566,8770
POA3151,0,7,0,172,17,9,0,17,3,15,0,8,0,23,59,158,3,0,0,0,0,0,0,0,0,0,0,14,265,62,13,345,37,274,6,73,8,164,68,1325
POA3152,3,19,0,634,71,12,0,93,3,62,3,30,5,55,229,564,5,4,3,8,0,0,0,0,3,4,10,37,991,178,24,1412,119,923,39,311,51,444,248,4744
POA3153,0,0,0,139,23,4,0,27,3,26,4,8,5,16,78,201,0,0,3,6,0,0,3,0,0,3,4,22,423,97,16,804,110,543,31,124,30,174,87,2445
POA3154,0,0,0,44,11,0,0,18,3,8,0,0,0,0,24,66,0,0,0,7,0,0,0,0,0,3,0,10,103,28,3,246,28,97,7,26,3,35,21,605
POA3155,0,0,0,116,36,11,3,46,5,27,3,9,3,16,99,253,3,0,0,4,0,0,0,0,0,7,3,21,447,108,16,804,99,546,23,162,32,220,102,2561
POA3156,3,10,0,569,87,15,0,124,12,63,7,11,3,32,209,559,16,5,0,19,3,4,0,5,3,3,18,76,1033,175,37,1895,217,944,52,251,50,328,233,5216
POA3158,0,0,0,90,15,3,0,26,5,15,0,3,0,11,32,116,3,0,0,3,0,0,0,0,0,0,0,12,165,47,9,361,32,180,15,42,5,43,36,936
POA3159,0,0,0,49,5,0,3,9,3,0,0,0,0,3,9,33,0,0,0,0,3,0,0,0,0,0,0,11,71,13,7,152,20,68,8,12,5,21,14,390
POA3160,0,0,0,122,28,3,0,38,6,17,3,4,0,5,54,157,6,0,0,4,0,0,0,0,0,0,3,11,233,76,11,482,44,223,12,58,10,47,58,1257
POA3161,3,13,0,610,35,6,3,53,4,32,0,7,0,16,80,243,5,3,3,6,0,0,0,0,4,0,7,31,332,74,14,591,50,330,15,93,11,110,92,1714
POA3162,4,14,0,707,37,9,0,52,3,22,3,8,3,4,118,264,0,0,0,20,0,4,0,4,3,0,5,36,495,96,9,842,71,371,20,97,19,127,122,2264
POA3163,3,8,0,798,46,14,0,56,5,34,0,8,8,15,167,350,5,0,7,7,0,0,0,0,0,0,5,27,780,155,32,1170,137,846,35,169,33,193,175,3713
POA3165,0,9,0,759,70,11,3,91,3,33,3,17,0,24,188,439,6,0,0,7,3,7,0,3,0,3,10,34,933,154,31,1374,145,707,40,192,31,259,205,4055
POA3166,0,8,0,440,50,9,0,38,4,25,3,9,5,34,142,326,4,0,0,10,0,0,0,0,0,0,7,22,636,113,16,894,105,587,22,148,27,263,153,2975
POA3167,0,0,0,133,17,0,0,16,3,18,3,11,3,15,59,148,0,3,8,0,0,3,0,0,0,3,3,18,295,62,14,348,45,224,12,84,10,150,69,1304
POA3168,0,4,0,79,10,3,0,8,3,11,0,4,0,20,68,131,0,0,0,0,0,0,0,0,0,0,3,7,279,82,10,306,41,398,19,129,21,230,76,1576
POA3169,0,5,0,127,24,4,4,27,3,29,0,13,0,43,118,263,4,3,0,3,0,0,0,0,0,3,5,25,485,97,15,540,54,550,14,199,36,459,130,2591
POA3170,0,13,0,272,26,17,0,42,0,20,0,8,3,32,114,272,4,0,0,3,0,3,0,0,3,8,4,25,607,115,23,732,75,518,18,149,33,298,128,2696
POA3171,0,15,0,79,17,0,3,16,0,32,3,9,10,63,83,239,0,0,0,3,0,3,0,0,0,5,10,22,405,110,15,310,31,603,10,221,49,687,105,2550
POA3172,0,8,0,221,47,11,0,54,0,46,3,17,4,34,120,327,4,0,3,4,0,5,0,0,3,5,14,38,709,105,27,785,61,630,19,223,40,431,135,3180
POA3173,0,6,0,279,50,4,3,40,8,44,0,11,5,47,149,376,4,0,11,11,0,3,0,0,0,4,9,44,1038,159,38,781,115,847,23,226,35,500,170,3929
POA3174,0,15,0,98,27,7,3,36,9,55,0,32,7,73,143,397,0,0,0,0,0,10,0,0,3,10,24,49,695,179,33,784,83,1122,42,399,87,820,182,4433
