POA_CODE_2016,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_H_or_W_in_RM_0_14,P_H_or_W_in_RM_15_24,P_H_or_W_in_RM_25_34,P_H_or_W_in_RM_35_44,P_H_or_W_in_RM_45_54,P_H_or_W_in_RM_55_64,P_H_or_W_in_RM_65_74,P_H_or_W_in_RM_75_84,P_H_or_W_in_RM_85ov,P_H_or_W_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
POA3419,..,0,3,0,0,0,0,0,0,6,..,3,3,0,10,10,8,13,14,63,0,0,0,3,5,8,3,4,0,20,59,37,42,28,69,50,47,33,15,377,..,0,35,36,75,69,69,23,6,313,..,3,22,3,7,8,3,0,0,52,..,0,3,4,11,3,3,4,0,22,111,..,..,..,..,..,..,..,..,111,..,40,..,..,..,..,..,..,..,40,..,21,0,3,3,0,0,0,0,26,..,3,0,0,0,8,0,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,4,3,0,0,4,0,0,15,..,6,9,3,12,22,18,20,13,108,0,6,3,3,8,8,3,7,0,33,110,77,75,63,117,117,101,57,27,732
POA3420,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,6,0,5,7,0,0,0,0,0,3,0,0,7,27,10,19,12,17,13,12,8,0,111,..,0,16,22,29,30,15,7,0,109,..,0,7,3,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,3,59,..,..,..,..,..,..,..,..,59,..,7,..,..,..,..,..,..,..,7,..,6,3,3,0,0,0,0,0,12,..,0,3,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,0,0,0,9,..,0,4,0,5,3,7,6,3,29,8,0,0,3,0,0,3,0,0,14,65,18,34,27,40,31,21,13,3,259
POA3423,..,0,0,0,0,0,0,0,0,6,..,0,0,0,4,10,5,0,3,23,0,0,0,0,0,0,0,4,0,11,36,9,13,22,28,45,28,16,6,202,..,0,17,21,26,48,38,19,3,175,..,4,0,5,3,7,3,0,0,28,..,0,0,0,8,3,0,0,0,15,60,..,..,..,..,..,..,..,..,60,..,19,..,..,..,..,..,..,..,19,..,6,4,0,5,3,0,0,0,15,..,0,0,0,0,0,0,0,0,4,..,0,0,0,3,0,0,0,0,3,..,0,0,0,3,3,0,0,0,10,..,0,3,6,14,19,23,6,4,76,0,0,3,0,3,6,0,3,0,21,60,36,32,40,67,92,70,31,12,425
POA3424,..,3,0,0,0,0,0,0,0,3,..,0,0,0,6,13,16,16,6,54,0,0,0,0,0,0,3,0,0,8,54,35,16,34,45,57,64,27,10,335,..,0,13,45,62,74,67,26,3,295,..,6,9,9,6,4,3,0,0,36,..,0,0,5,3,3,4,0,3,20,129,..,..,..,..,..,..,..,..,129,..,22,..,..,..,..,..,..,..,22,..,10,0,3,3,4,0,0,0,21,..,0,0,0,0,3,0,3,0,7,..,3,3,0,0,0,0,0,0,7,..,3,0,0,0,0,0,0,0,12,..,3,7,3,10,25,31,20,11,120,0,0,6,3,3,0,6,0,0,18,127,53,44,68,87,108,117,50,24,687
POA3427,..,4,10,8,3,5,0,0,0,32,..,3,13,13,23,23,13,5,0,95,3,3,9,3,3,8,0,0,0,35,223,145,225,157,192,183,102,37,4,1275,..,9,152,137,205,207,139,48,6,899,..,36,103,62,43,22,13,0,0,283,..,0,20,25,34,34,14,7,0,131,434,..,..,..,..,..,..,..,..,434,..,114,..,..,..,..,..,..,..,114,..,120,73,29,11,3,0,0,0,236,..,12,7,3,0,12,7,4,3,56,..,5,10,3,0,3,0,0,0,27,..,12,31,11,7,19,7,0,0,81,..,8,27,39,42,62,38,12,0,227,6,9,13,12,3,7,4,0,3,60,443,324,443,311,353,365,217,77,10,2550
POA3428,..,0,0,3,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,52,27,33,35,51,43,30,9,0,279,..,0,15,39,64,64,64,16,3,260,..,3,4,6,14,4,4,0,0,36,..,0,8,4,11,3,0,4,4,29,96,..,..,..,..,..,..,..,..,96,..,32,..,..,..,..,..,..,..,32,..,31,26,15,0,0,0,0,0,71,..,0,0,0,0,4,3,0,0,12,..,0,0,0,3,0,0,0,0,3,..,0,0,3,0,0,0,0,0,7,..,0,3,3,0,5,8,0,0,21,0,0,0,0,3,3,0,0,0,8,98,64,45,72,98,82,81,25,8,575
POA3429,..,45,60,23,26,48,18,3,3,224,..,37,111,104,166,292,343,269,127,1452,63,71,44,28,31,47,34,19,14,350,3338,2328,2261,2402,2653,2167,1351,678,271,17447,..,54,1651,2864,3242,2770,1649,680,147,13054,..,328,1025,622,456,241,79,21,7,2779,..,44,221,419,539,293,100,63,40,1718,6752,..,..,..,..,..,..,..,..,6752,..,2116,..,..,..,..,..,..,..,2116,..,1625,798,232,106,54,13,0,0,2830,..,173,96,36,76,95,88,60,46,672,..,100,86,26,36,25,11,5,0,292,..,98,139,55,66,84,50,11,5,509,..,79,271,297,402,511,519,356,171,2602,131,130,114,66,74,65,68,32,25,706,6885,4743,4406,4617,4998,4142,2566,1237,443,34027
POA3430,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,6,22,25,7,21,26,18,14,13,0,139,..,0,0,20,32,21,23,14,0,111,..,3,7,7,11,8,0,0,0,34,..,0,0,3,3,0,0,3,0,10,49,..,..,..,..,..,..,..,..,49,..,15,..,..,..,..,..,..,..,15,..,18,0,0,5,0,0,0,0,24,..,3,0,0,0,0,0,0,0,3,..,3,0,0,5,0,0,0,0,8,..,0,3,0,0,0,0,0,0,3,..,0,0,0,3,6,3,3,0,22,0,7,0,0,0,0,0,0,0,5,49,47,15,31,56,34,30,24,0,288
POA3431,..,0,7,4,5,9,3,0,0,21,..,3,8,17,16,26,41,14,8,123,6,7,4,4,0,3,3,0,0,36,387,240,179,253,351,269,158,56,22,1909,..,4,144,326,461,379,249,64,20,1648,..,11,51,69,86,39,9,0,0,259,..,0,8,26,44,16,7,3,10,114,771,..,..,..,..,..,..,..,..,771,..,254,..,..,..,..,..,..,..,254,..,150,84,15,9,9,6,0,0,273,..,5,0,0,7,11,5,6,4,44,..,11,4,3,3,3,0,0,0,24,..,4,7,6,5,14,7,0,3,47,..,7,13,19,30,46,60,22,12,214,6,20,17,4,0,8,4,0,0,61,777,461,329,466,645,526,343,106,45,3700
POA3432,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,18,7,5,8,17,8,14,4,0,81,..,0,0,14,25,12,14,3,0,77,..,0,0,0,0,6,0,0,0,7,..,0,0,0,0,0,0,0,0,3,33,..,..,..,..,..,..,..,..,33,..,0,..,..,..,..,..,..,..,0,..,5,4,3,0,0,0,0,0,14,..,0,0,0,0,0,3,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,8,..,0,0,0,3,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,33,12,10,18,35,24,19,8,0,159
POA3433,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,17,12,6,11,21,9,12,0,3,93,..,0,8,16,30,15,15,4,3,86,..,0,3,3,4,0,0,0,0,16,..,0,0,0,0,0,0,0,0,4,40,..,..,..,..,..,..,..,..,40,..,14,..,..,..,..,..,..,..,14,..,13,6,0,0,0,0,0,0,12,..,0,0,0,0,0,5,0,0,11,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,4,..,0,0,0,3,0,0,0,0,8,0,0,3,0,0,0,3,0,0,5,40,26,16,28,36,16,24,4,4,199
POA3434,..,9,0,3,3,9,3,0,0,24,..,0,10,11,13,30,51,22,5,139,8,14,3,0,3,6,5,0,0,46,483,274,236,332,374,311,224,82,24,2342,..,3,183,400,511,449,309,116,27,1988,..,24,113,106,101,32,15,0,0,398,..,4,24,40,45,25,15,10,3,161,974,..,..,..,..,..,..,..,..,974,..,281,..,..,..,..,..,..,..,281,..,214,86,30,15,9,0,0,0,351,..,8,3,3,11,24,13,13,5,72,..,10,10,9,6,4,3,0,0,44,..,11,3,9,10,15,12,0,0,66,..,0,21,25,44,61,73,45,11,280,12,21,19,6,3,9,8,0,0,83,986,580,459,621,751,625,441,184,49,4698
POA3435,..,0,0,0,3,3,10,0,0,21,..,3,3,9,21,35,27,14,3,113,5,7,0,0,0,4,0,0,0,17,270,116,126,182,193,211,127,43,20,1289,..,0,93,216,220,268,175,53,10,1035,..,18,69,62,54,36,11,3,0,255,..,0,5,21,31,16,10,4,8,99,524,..,..,..,..,..,..,..,..,524,..,131,..,..,..,..,..,..,..,131,..,72,47,13,3,7,3,0,0,139,..,0,0,0,3,7,0,4,4,26,..,6,8,4,0,4,3,0,0,31,..,3,4,0,9,7,14,0,0,45,..,5,11,21,49,68,56,29,7,236,4,12,4,14,3,5,3,0,0,51,536,246,245,342,383,413,274,98,29,2567
POA3437,..,3,12,3,8,0,3,0,0,35,..,5,17,26,41,73,99,44,24,329,12,28,13,3,5,3,13,3,4,81,1060,562,487,756,767,596,468,149,55,4885,..,8,444,1062,1014,855,657,207,31,4278,..,44,201,162,159,92,24,3,0,682,..,6,19,54,130,55,24,8,13,309,2212,..,..,..,..,..,..,..,..,2212,..,636,..,..,..,..,..,..,..,636,..,350,149,47,12,14,3,0,0,570,..,26,14,0,3,12,23,15,5,102,..,17,21,3,3,0,0,0,0,48,..,11,26,4,12,12,7,6,0,78,..,19,36,60,96,121,139,66,38,579,15,37,20,8,11,12,21,4,5,142,2230,1155,931,1411,1441,1174,896,310,88,9625
POA3438,..,0,3,0,0,0,0,0,0,3,..,0,0,6,3,16,25,16,7,78,0,3,6,0,0,4,3,3,0,18,261,124,97,184,172,108,107,41,12,1114,..,3,92,259,263,145,147,49,5,956,..,5,43,42,27,12,3,0,0,141,..,0,3,16,26,10,10,3,0,74,552,..,..,..,..,..,..,..,..,552,..,165,..,..,..,..,..,..,..,165,..,77,26,5,6,6,0,0,0,125,..,11,5,0,0,3,3,4,0,25,..,3,3,0,3,0,0,0,0,9,..,0,5,0,0,0,0,0,0,8,..,0,7,7,16,24,36,23,10,125,3,5,4,3,3,7,7,6,0,35,552,273,194,333,346,203,202,79,24,2215
POA3440,..,0,0,0,0,3,3,0,0,13,..,0,0,3,12,24,17,12,4,69,0,4,0,0,3,4,3,0,0,16,181,93,68,135,143,149,92,35,9,907,..,0,52,186,185,207,136,48,3,823,..,8,21,42,35,9,3,0,0,125,..,0,0,12,21,14,4,0,0,47,405,..,..,..,..,..,..,..,..,405,..,124,..,..,..,..,..,..,..,124,..,43,39,10,3,0,0,0,0,93,..,5,0,0,0,4,3,3,0,22,..,8,5,0,0,0,0,0,0,12,..,0,0,3,3,9,8,3,0,30,..,0,5,6,23,34,42,17,8,133,3,3,3,0,0,8,11,0,0,23,408,196,127,257,271,282,208,72,16,1838
POA3441,..,0,3,0,0,0,0,0,0,3,..,3,0,0,6,14,14,3,0,41,3,5,0,0,0,0,3,0,0,12,115,40,45,72,96,100,87,21,8,583,..,0,30,102,142,136,133,39,7,589,..,3,25,34,34,24,8,0,0,124,..,0,0,3,8,6,3,0,3,24,254,..,..,..,..,..,..,..,..,254,..,60,..,..,..,..,..,..,..,60,..,28,11,9,7,0,0,0,0,52,..,0,0,0,0,3,3,3,0,10,..,0,0,0,0,0,0,0,0,4,..,0,4,0,3,3,3,3,0,13,..,3,3,3,17,18,19,7,0,77,3,4,0,5,0,0,6,0,0,20,253,98,78,156,216,191,169,49,12,1222
POA3442,..,4,6,0,4,10,3,0,0,35,..,8,11,17,29,83,93,48,22,306,12,16,14,5,6,11,15,4,3,77,723,338,232,536,590,485,374,137,46,3477,..,3,162,643,766,616,472,153,23,2842,..,23,87,170,139,90,26,3,0,541,..,3,22,66,83,45,23,15,6,260,1432,..,..,..,..,..,..,..,..,1432,..,391,..,..,..,..,..,..,..,391,..,201,100,37,18,16,0,0,0,375,..,25,13,0,0,11,22,9,6,85,..,10,8,7,3,5,3,0,0,35,..,13,18,6,10,23,11,0,0,74,..,13,29,31,78,145,155,70,20,530,9,23,26,15,10,23,20,3,3,136,1444,704,465,967,1110,971,720,259,71,6701
POA3444,..,18,31,9,14,15,7,5,0,93,..,4,14,29,66,128,134,96,62,534,8,18,19,3,7,11,15,5,3,101,733,390,365,536,667,628,524,246,97,4181,..,11,243,625,708,707,645,235,54,3240,..,32,153,181,166,106,67,9,0,712,..,16,23,76,106,64,21,24,15,337,1431,..,..,..,..,..,..,..,..,1431,..,375,..,..,..,..,..,..,..,375,..,250,110,42,38,9,3,0,0,458,..,17,14,8,11,27,31,22,7,138,..,17,20,6,9,10,7,4,0,67,..,40,72,19,30,24,21,5,0,220,..,15,42,69,136,216,227,148,84,940,18,24,35,15,24,22,28,9,3,190,1446,796,711,1051,1236,1179,1054,461,168,8106
POA3446,..,3,0,0,0,0,0,0,0,12,..,0,0,8,7,12,18,5,0,47,0,0,0,0,0,3,0,0,0,4,77,50,33,62,78,73,55,16,3,449,..,0,26,59,76,82,57,21,5,328,..,19,17,25,32,16,8,0,0,125,..,0,3,11,17,5,0,3,3,37,148,..,..,..,..,..,..,..,..,148,..,40,..,..,..,..,..,..,..,40,..,37,15,0,0,3,0,0,0,58,..,3,3,0,0,6,0,0,4,19,..,0,0,0,0,0,0,0,0,8,..,4,0,5,0,4,0,0,0,21,..,0,0,14,18,29,26,12,0,107,0,4,0,0,3,4,3,0,0,15,148,115,67,123,150,155,100,39,8,898
POA3447,..,0,0,0,3,3,0,0,0,6,..,0,0,3,8,7,9,0,3,24,0,0,0,0,0,3,0,0,0,10,40,11,18,27,40,46,18,4,3,201,..,0,6,25,32,42,17,6,0,129,..,0,6,11,13,15,4,0,0,56,..,0,0,0,4,8,0,0,0,18,63,..,..,..,..,..,..,..,..,63,..,20,..,..,..,..,..,..,..,20,..,15,9,0,0,0,0,0,0,24,..,0,0,0,4,0,0,0,0,3,..,3,0,0,0,0,0,0,0,3,..,0,0,0,3,3,0,0,0,6,..,0,0,3,6,18,14,5,4,51,0,0,3,5,4,5,3,0,0,19,63,34,26,48,71,93,41,16,4,408
POA3448,..,0,0,0,3,8,0,0,0,14,..,0,0,3,3,9,7,6,4,31,0,0,0,0,0,5,3,0,0,7,70,41,18,57,72,77,51,17,6,405,..,0,13,58,76,96,80,17,6,349,..,3,14,24,16,17,9,0,0,91,..,0,0,4,5,3,0,0,0,18,121,..,..,..,..,..,..,..,..,121,..,30,..,..,..,..,..,..,..,30,..,21,7,3,0,0,0,0,0,34,..,3,0,0,0,3,7,0,3,15,..,0,0,0,0,3,0,0,0,3,..,0,0,3,3,10,3,3,0,24,..,0,0,7,20,27,28,4,3,92,0,0,0,4,0,9,3,0,0,21,126,71,37,102,129,169,129,28,16,803
POA3450,..,4,32,16,14,15,20,7,3,103,..,7,13,26,64,160,195,144,99,714,8,17,13,11,10,20,15,4,3,95,474,229,262,373,457,517,474,308,150,3242,..,9,135,292,371,422,405,280,80,1990,..,41,113,155,123,105,50,18,0,601,..,10,27,66,129,60,18,21,15,339,971,..,..,..,..,..,..,..,..,971,..,222,..,..,..,..,..,..,..,222,..,136,71,18,34,8,6,0,0,275,..,16,10,10,5,27,10,14,3,97,..,10,15,10,3,9,0,0,0,48,..,19,57,45,44,31,35,15,5,239,..,14,30,70,144,256,276,200,132,1121,16,20,19,19,23,25,24,11,6,168,984,500,472,680,869,944,833,548,241,6075
POA3451,..,15,10,3,14,21,5,3,0,70,..,3,4,17,37,69,85,40,13,264,13,4,6,3,3,15,16,3,3,62,406,230,192,291,377,359,303,112,24,2307,..,9,119,265,348,378,306,149,19,1589,..,35,102,128,131,90,59,7,0,543,..,3,18,50,72,36,15,7,4,211,777,..,..,..,..,..,..,..,..,777,..,209,..,..,..,..,..,..,..,209,..,142,51,29,14,6,3,0,0,251,..,17,7,3,3,17,13,7,3,64,..,15,19,5,4,3,4,0,0,49,..,24,29,10,17,32,8,3,0,132,..,4,21,38,86,151,139,73,14,527,14,12,9,14,6,21,28,6,3,115,794,470,370,539,690,726,583,246,42,4471
POA3453,..,0,4,3,3,0,0,0,0,11,..,0,3,0,6,17,10,19,3,59,0,4,0,0,3,4,3,0,0,13,143,67,60,89,135,126,86,37,17,768,..,4,40,108,171,160,129,43,4,659,..,8,32,36,31,34,12,0,0,151,..,0,3,7,21,9,9,3,3,62,294,..,..,..,..,..,..,..,..,294,..,87,..,..,..,..,..,..,..,87,..,53,25,8,7,0,0,0,0,99,..,3,3,0,0,4,7,3,4,32,..,0,5,0,0,0,0,0,0,7,..,0,3,6,4,8,3,0,0,28,..,0,3,7,14,31,29,25,5,117,3,10,3,0,4,9,6,0,0,37,298,161,110,177,261,257,191,80,27,1564
POA3458,..,0,0,7,5,7,4,0,0,22,..,0,6,12,19,28,46,19,12,135,3,3,0,4,3,10,3,3,0,31,119,54,48,109,128,156,144,55,17,825,..,3,29,96,138,160,182,54,7,670,..,4,33,49,36,32,7,3,0,163,..,0,5,19,23,6,3,3,0,58,236,..,..,..,..,..,..,..,..,236,..,52,..,..,..,..,..,..,..,52,..,60,14,11,3,4,0,0,0,89,..,0,0,4,0,3,8,3,3,25,..,3,3,0,3,0,0,0,0,6,..,3,0,4,8,15,11,3,0,47,..,4,12,16,38,58,74,39,16,258,3,10,4,5,3,13,8,3,0,55,235,138,98,194,263,294,289,104,30,1646
POA3460,..,6,8,0,7,13,10,0,0,47,..,3,11,18,40,81,66,51,35,314,0,5,7,9,8,13,0,5,0,49,156,85,96,134,204,245,173,93,54,1243,..,0,54,81,145,173,162,64,15,693,..,16,43,52,66,47,20,3,0,248,..,0,5,29,32,20,7,6,13,123,300,..,..,..,..,..,..,..,..,300,..,64,..,..,..,..,..,..,..,64,..,48,26,10,13,5,3,0,0,107,..,6,3,0,3,4,3,3,3,24,..,6,5,0,5,7,0,0,0,24,..,13,10,5,17,15,14,3,0,79,..,9,15,30,75,127,110,69,44,476,3,11,10,11,9,16,8,11,0,84,308,165,180,227,360,414,333,158,74,2216
POA3461,..,5,4,7,15,7,7,0,0,45,..,0,8,29,27,67,55,29,13,227,4,8,4,4,10,7,10,0,0,51,322,118,127,262,312,352,255,83,36,1859,..,4,70,226,292,373,307,104,19,1392,..,16,70,133,148,111,34,5,0,524,..,9,12,35,43,25,20,11,3,156,643,..,..,..,..,..,..,..,..,643,..,117,..,..,..,..,..,..,..,117,..,81,41,17,10,9,0,0,0,160,..,0,0,0,3,5,5,3,3,26,..,3,3,4,3,3,5,3,0,19,..,14,17,8,26,20,15,4,0,109,..,3,15,42,68,134,110,61,21,453,14,6,9,10,22,28,26,4,0,116,652,260,241,481,609,717,529,191,54,3721
POA3462,..,3,0,0,5,0,0,0,0,7,..,0,3,0,4,19,23,16,3,70,0,5,0,3,4,6,6,0,0,18,80,59,33,50,82,94,81,42,6,527,..,0,17,56,90,99,89,51,10,409,..,6,14,22,31,26,15,6,0,121,..,0,3,12,9,12,3,0,3,42,168,..,..,..,..,..,..,..,..,168,..,50,..,..,..,..,..,..,..,50,..,22,11,4,0,3,3,0,0,40,..,9,0,3,3,0,3,0,0,17,..,0,0,3,0,0,0,0,0,3,..,8,0,0,4,3,0,0,0,16,..,0,7,7,17,47,43,25,3,147,9,7,0,6,3,7,7,0,0,38,178,102,59,108,160,197,161,83,16,1056
POA3463,..,3,4,0,7,12,13,3,0,42,..,0,0,3,23,57,62,33,22,195,0,10,8,0,7,7,3,0,0,26,122,74,61,98,183,222,219,90,37,1116,..,0,43,83,160,241,233,84,27,878,..,13,32,42,52,61,23,5,0,226,..,0,0,19,21,15,6,10,4,85,274,..,..,..,..,..,..,..,..,274,..,69,..,..,..,..,..,..,..,69,..,42,23,17,15,3,3,0,0,100,..,3,0,0,6,3,3,9,5,31,..,3,0,0,3,0,0,0,0,8,..,4,7,4,13,29,24,3,0,87,..,3,8,23,59,104,111,60,31,389,0,13,10,3,6,9,8,0,3,61,283,151,122,188,338,469,424,177,70,2218
POA3464,..,0,0,0,0,0,5,0,0,9,..,0,3,3,0,12,12,18,7,59,4,3,0,3,0,3,0,0,0,11,101,64,45,55,75,80,58,32,16,530,..,0,36,62,99,119,81,31,8,429,..,14,25,17,18,10,3,0,0,84,..,0,5,7,12,3,3,3,9,42,218,..,..,..,..,..,..,..,..,218,..,56,..,..,..,..,..,..,..,56,..,44,4,3,4,8,0,0,0,66,..,7,0,3,3,0,0,0,0,15,..,3,3,0,0,0,0,0,0,4,..,0,4,3,4,3,5,0,0,26,..,3,5,11,7,28,18,16,6,99,4,10,0,4,0,11,0,0,0,30,223,138,82,105,152,179,117,54,19,1073
POA3465,..,21,14,15,14,21,18,7,3,113,..,14,37,19,77,154,206,178,113,804,15,26,13,6,9,7,21,10,3,107,713,445,416,450,592,680,708,421,155,4585,..,24,217,390,586,729,798,416,75,3241,..,97,177,144,120,80,57,20,0,689,..,27,75,118,129,73,39,43,18,516,1446,..,..,..,..,..,..,..,..,1446,..,341,..,..,..,..,..,..,..,341,..,262,115,76,51,34,0,0,0,532,..,29,11,17,9,17,22,16,3,123,..,40,12,5,7,3,3,0,0,67,..,43,42,31,44,49,50,16,5,274,..,41,78,76,180,277,363,278,153,1445,33,47,30,31,17,19,30,17,7,235,1475,953,752,889,1132,1281,1362,806,256,8916
POA3467,..,4,5,0,0,3,3,0,0,12,..,0,0,3,7,16,17,23,10,85,0,0,0,0,0,5,0,0,0,5,77,43,47,54,56,90,93,46,13,519,..,0,28,67,60,96,126,47,8,428,..,10,23,14,16,6,5,0,0,82,..,4,9,8,10,4,0,3,0,45,184,..,..,..,..,..,..,..,..,184,..,30,..,..,..,..,..,..,..,30,..,25,15,5,0,3,0,0,0,46,..,3,0,0,4,7,3,3,0,21,..,3,3,0,0,0,0,0,0,5,..,4,4,7,3,10,7,0,0,30,..,3,3,8,21,44,45,51,9,177,0,4,3,3,0,5,3,0,0,19,184,80,86,118,109,173,186,101,19,1061
POA3468,..,0,0,0,0,0,3,0,0,6,..,0,0,0,3,10,6,5,0,25,0,0,4,0,0,0,0,0,0,3,18,13,11,10,21,28,26,8,6,134,..,6,10,9,26,27,30,11,0,116,..,0,6,0,7,3,0,0,0,18,..,0,0,4,3,0,0,0,3,8,30,..,..,..,..,..,..,..,..,30,..,14,..,..,..,..,..,..,..,14,..,8,4,0,0,3,0,0,0,16,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,5,3,0,0,8,..,0,0,0,3,9,14,5,0,33,0,0,4,0,0,0,0,0,0,12,33,30,17,17,43,43,48,16,8,262
POA3469,..,0,0,0,0,0,0,0,0,3,..,0,0,0,5,10,11,3,3,28,0,0,0,0,0,0,0,0,0,3,16,6,5,18,17,25,27,12,3,125,..,0,0,15,19,25,34,12,0,105,..,0,0,3,6,3,0,0,0,21,..,0,0,0,3,0,0,0,0,9,32,..,..,..,..,..,..,..,..,32,..,15,..,..,..,..,..,..,..,15,..,3,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,4,0,0,0,0,0,3,..,0,0,0,3,4,0,0,0,9,..,0,0,3,6,14,14,10,3,45,0,3,0,0,0,0,0,0,0,12,32,24,5,32,36,52,47,21,7,251
POA3472,..,3,0,0,7,3,6,0,0,23,..,0,3,7,16,24,37,22,3,101,0,0,0,0,5,3,0,0,0,14,87,46,45,48,97,110,124,60,13,630,..,0,20,33,71,110,131,76,7,446,..,11,34,12,33,30,14,0,0,131,..,3,10,17,19,7,5,10,3,69,168,..,..,..,..,..,..,..,..,168,..,41,..,..,..,..,..,..,..,41,..,24,8,10,20,4,0,0,0,66,..,0,0,3,3,8,7,0,4,22,..,0,0,3,6,0,0,0,0,7,..,3,8,3,9,14,11,0,0,55,..,3,0,10,44,68,82,43,12,261,3,3,0,3,9,14,15,5,0,49,170,99,77,95,214,254,261,130,26,1325
