POA_CODE_2016,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_149_cpl_fam_no_child,FI_1_149_cpl_fam_with_child,FI_1_149_One_parent_fam,FI_1_149_Other_fam,FI_1_149_Tot,FI_150_299_cpl_fam_no_child,FI_150_299_cpl_fam_with_child,FI_150_299_One_parent_fam,FI_150_299_Other_fam,FI_150_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_499_cpl_fam_no_child,FI_400_499_cpl_fam_with_child,FI_400_499_One_parent_fam,FI_400_499_Other_fam,FI_400_499_Tot,FI_500_649_cpl_fam_no_child,FI_500_649_cpl_fam_with_child,FI_500_649_One_parent_fam,FI_500_649_Other_fam,FI_500_649_Tot,FI_650_799_cpl_fam_no_child,FI_650_799_cpl_fam_with_child,FI_650_799_One_parent_fam,FI_650_799_Other_fam,FI_650_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_wth_chld,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1749_cpl_fam_no_child,FI_1500_1749_cpl_fam_wth_chld,FI_1500_1749_One_parent_fam,FI_1500_1749_Other_fam,FI_1500_1749_Tot,FI_1750_1999_cpl_fam_no_child,FI_1750_1999_cpl_fam_wth_chld,FI_1750_1999_One_parent_fam,FI_1750_1999_Other_fam,FI_1750_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cpl_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cpl_fam_no_child,All_inc_ns_cpl_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cpl_fam_no_child,Tot_cpl_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
POA3507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,0,3,0,3,4,0,0,0,11,3,0,0,0,3,0,0,5,0,5,0,3,0,0,3,3,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,21,10,7,3,43
POA3509,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,3,0,0,0,3,4,0,0,0,4,3,0,0,0,5,0,5,0,0,7,0,0,0,0,3,0,3,0,0,3,4,3,0,0,9,4,0,0,0,4,0,3,0,0,11,0,3,0,0,3,0,3,0,0,4,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,42,23,4,0,66
POA3512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,7,3,0,0,8,9,4,0,0,14,10,4,0,0,14,8,3,0,0,17,3,6,0,0,5,0,4,0,0,4,10,6,0,0,14,0,4,0,0,4,0,0,0,0,0,0,3,0,0,3,3,0,0,0,3,4,3,0,0,9,4,0,0,0,5,54,39,0,0,102
POA3515,3,0,0,0,3,0,0,0,0,3,0,0,7,0,3,0,0,3,0,4,4,0,7,0,14,0,0,5,0,12,27,5,6,0,36,22,14,10,0,39,23,27,3,0,50,24,25,3,0,47,18,36,5,0,52,16,38,3,4,52,23,43,6,0,74,18,29,3,0,46,10,8,0,0,14,3,4,0,0,9,3,12,0,0,18,14,19,3,0,38,10,3,3,0,11,212,262,58,5,532
POA3516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,4,3,0,3,0,8,10,0,4,0,21,6,3,0,0,12,8,5,4,0,20,7,10,0,0,17,3,14,0,0,14,5,7,0,0,10,3,10,0,0,16,5,3,0,0,10,0,6,0,0,4,0,0,0,0,0,0,3,0,0,4,9,12,0,0,23,3,3,0,0,7,76,84,21,0,185
POA3517,3,0,0,0,3,0,0,0,0,4,3,3,3,0,9,0,0,0,0,4,13,0,3,0,18,3,0,5,0,7,45,5,3,0,49,14,10,7,0,30,17,11,8,0,39,24,10,5,0,37,3,15,3,0,18,9,6,0,0,14,9,18,0,0,29,9,6,0,0,15,3,0,0,0,3,3,3,0,0,7,7,3,0,0,7,10,13,7,0,28,5,0,5,0,13,176,106,42,9,338
POA3518,3,0,0,0,6,0,0,0,0,3,0,0,0,0,4,0,0,3,0,5,10,7,3,0,16,6,3,8,0,21,38,8,10,0,58,16,8,8,0,33,16,9,8,0,30,4,6,0,0,21,14,9,3,0,26,4,13,0,0,17,7,3,0,0,12,8,3,0,0,8,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,16,16,7,0,42,3,5,0,0,10,150,97,57,5,304
POA3520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,5,0,0,0,0,0,9,0,3,0,14,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,24,12,6,0,38
POA3521,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,0,7,3,3,5,0,8,12,0,0,0,9,3,7,3,0,8,6,12,3,0,19,7,7,0,0,11,0,8,0,0,8,9,14,0,0,19,5,13,3,0,19,8,10,0,0,16,0,4,0,0,3,3,0,0,0,4,3,4,0,0,5,4,18,7,0,25,0,0,0,0,5,65,83,24,0,178
POA3522,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,5,0,8,0,0,0,0,7,7,3,0,0,12,3,0,0,0,3,5,0,0,0,10,3,4,0,0,7,0,3,0,0,8,0,0,0,0,0,3,0,0,0,9,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,9,0,0,0,0,0,42,33,15,0,87
POA3523,3,3,3,0,11,8,0,0,0,11,4,4,3,0,13,5,0,9,0,20,41,10,8,0,59,12,6,27,0,47,126,7,20,0,157,46,19,22,3,90,59,31,12,0,105,42,32,11,4,86,23,28,3,0,50,19,17,3,0,37,45,38,3,0,78,15,22,0,0,38,8,10,0,0,20,3,5,0,0,10,9,10,0,0,14,38,40,18,0,98,28,7,4,0,40,549,273,147,12,984
POA3525,4,4,0,0,9,3,0,0,0,3,0,0,3,0,3,3,0,4,0,8,16,4,3,0,18,6,0,3,0,14,37,8,8,0,51,19,14,5,3,43,25,15,0,0,42,16,7,0,0,23,7,12,0,0,19,7,8,0,0,14,16,15,0,0,29,6,10,0,0,18,6,4,0,0,10,0,0,0,0,0,0,0,0,0,0,18,15,0,0,39,4,0,3,0,6,196,106,36,3,338
POA3527,4,0,0,0,3,3,0,0,0,3,4,0,0,0,3,0,0,0,0,0,7,0,7,0,17,0,0,5,0,9,18,0,5,0,27,23,9,7,0,34,7,9,0,0,19,10,5,0,0,16,8,4,0,0,11,3,0,0,0,3,12,5,0,0,19,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,9,4,0,3,0,6,109,57,32,0,197
POA3529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,9,20,3,0,27
POA3530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,3,0,0,0,3,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,3,0,31
POA3531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,5,4,0,0,10,0,0,4,0,4,3,3,0,0,8,3,3,0,0,4,0,3,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,0,0,0,0,0,20,22,11,0,49
POA3533,4,0,0,0,4,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,4,0,8,4,0,3,0,10,27,5,3,0,35,9,0,10,0,21,4,3,3,0,6,3,5,3,0,7,3,14,0,0,17,3,5,0,0,8,4,13,3,0,23,7,5,0,0,14,3,3,0,0,7,0,0,0,0,0,0,4,0,0,4,3,11,0,0,17,3,0,0,0,3,89,64,30,4,190
POA3537,5,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,3,0,0,13,4,7,7,0,10,29,4,3,0,39,13,3,0,0,20,9,10,4,0,25,19,11,0,0,27,0,6,3,0,14,7,6,0,0,22,16,19,0,0,28,3,6,0,0,8,9,0,0,0,7,0,0,0,0,0,5,3,0,0,6,20,7,0,0,29,4,3,3,0,12,163,89,26,0,276
POA3540,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,3,8,0,3,0,13,3,0,0,0,3,3,0,0,0,7,4,4,0,0,8,5,0,0,0,7,4,4,0,0,7,5,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,3,0,4,43,23,11,0,73
POA3542,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,3,6,0,0,0,6,4,3,0,0,6,4,0,0,0,5,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,10,0,0,0,0,0,19,15,0,0,46
POA3544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,4,0,8,0,0,0,0,3,3,0,0,0,5,3,4,0,0,9,0,0,0,0,0,3,3,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,3,3,0,0,5,0,0,0,0,0,32,19,9,0,62
POA3546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,0,0,0,0,0,6,4,6,0,16,3,0,0,0,5,10,0,0,0,12,3,0,0,0,5,0,3,0,0,4,6,5,0,0,13,4,3,0,0,7,3,5,0,0,8,0,3,0,0,3,0,0,0,0,0,3,4,0,0,12,0,3,0,0,7,3,0,0,0,4,49,36,8,0,100
POA3549,6,3,8,0,21,0,0,3,0,3,0,4,0,0,4,0,0,11,0,11,19,6,12,0,35,9,7,16,0,27,37,15,16,4,77,30,21,11,3,62,39,33,16,3,91,33,40,9,4,83,21,24,4,0,56,21,25,0,0,46,35,52,0,0,85,7,21,0,0,31,8,6,0,0,14,10,12,0,0,18,13,16,0,0,26,30,35,13,0,74,22,11,5,0,38,331,328,128,15,802
POA3550,33,6,23,0,66,29,3,24,4,61,24,5,69,7,103,6,7,92,0,107,150,44,137,16,348,113,43,265,12,441,527,93,265,33,909,334,183,287,25,826,453,263,235,33,992,417,303,171,25,914,236,294,115,12,653,241,287,73,15,611,441,510,86,20,1054,272,416,22,7,720,153,241,8,0,404,71,159,8,0,234,170,290,13,3,475,272,358,197,10,833,82,24,42,4,145,4034,3507,2124,219,9892
POA3551,21,5,16,0,46,33,3,8,0,43,14,8,12,0,34,11,3,30,0,47,127,14,47,0,188,67,24,93,4,190,337,51,133,8,531,235,96,111,7,442,311,233,109,9,659,290,367,90,0,745,178,366,65,5,610,186,342,42,3,577,415,763,65,3,1247,213,560,18,5,798,139,330,7,0,474,67,194,7,0,265,83,293,4,0,382,171,505,107,3,782,54,37,12,0,105,2955,4184,971,50,8161
POA3555,17,5,9,3,32,15,0,11,3,22,8,5,19,3,37,6,0,48,4,51,81,28,57,7,175,40,20,130,4,195,391,48,140,14,589,226,117,117,6,461,240,176,141,12,571,242,201,76,11,539,135,196,61,10,398,130,184,37,3,354,220,286,42,4,560,120,173,10,0,303,54,82,5,3,137,12,48,9,0,66,37,60,3,0,96,104,180,86,4,378,59,18,25,0,102,2126,1823,1025,100,5074
POA3556,11,4,15,3,32,12,0,3,0,19,6,3,32,0,34,0,0,30,0,31,64,17,65,4,147,33,16,115,4,171,224,45,123,6,399,129,87,118,4,342,145,113,70,10,334,130,148,52,3,332,73,122,38,3,234,73,129,15,3,223,117,176,20,4,318,42,91,14,3,149,20,43,0,3,68,10,29,4,0,39,13,15,4,0,33,79,129,63,3,274,44,15,23,3,85,1228,1183,793,64,3263
POA3557,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,3,0,0,10,0,0,3,0,10,10,0,0,0,14,9,8,3,0,13,4,10,5,0,17,10,11,3,0,25,9,9,0,0,15,4,10,0,0,21,7,19,0,0,24,4,6,0,0,15,0,3,0,0,5,0,4,0,0,7,0,7,0,0,6,3,5,3,0,17,0,0,0,0,0,75,106,26,0,211
POA3558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,9,3,8,0,18,0,0,6,0,8,17,3,5,0,25,5,6,3,0,19,9,6,3,0,21,19,9,3,0,27,5,8,0,0,12,6,3,0,0,10,7,10,3,0,25,3,3,0,0,9,3,5,0,0,9,0,3,0,0,3,3,3,0,0,9,9,20,7,0,30,3,0,0,0,10,111,86,39,3,234
POA3559,0,0,0,0,4,3,0,0,0,3,0,0,0,0,3,3,0,0,0,4,3,0,0,0,3,0,4,3,0,11,9,3,3,0,14,8,3,0,0,13,9,3,0,0,13,11,3,3,0,16,3,4,0,0,4,3,10,0,0,11,6,8,0,0,13,0,8,0,0,6,3,7,0,0,4,0,0,0,0,0,6,3,0,0,4,5,10,0,0,21,3,3,0,0,8,80,66,20,0,161
POA3561,13,3,0,0,17,7,0,3,0,10,8,0,9,0,12,0,0,7,0,7,31,4,16,3,54,13,7,26,0,48,107,9,15,5,138,50,29,18,0,97,58,42,12,3,110,50,43,11,0,104,28,31,10,0,68,44,41,4,0,90,44,73,3,4,129,25,36,8,0,69,14,16,0,0,29,3,5,0,0,13,8,20,4,0,34,29,72,10,0,113,20,9,8,0,29,567,446,158,12,1186
POA3562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,9,3,0,0,0,3,3,4,0,0,10,8,4,0,0,17,0,0,0,0,3,0,4,0,0,9,4,7,0,0,11,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,0,0,11,0,0,0,0,3,33,35,10,0,75
POA3563,0,0,0,0,0,3,0,0,0,5,0,0,0,0,5,0,0,3,0,3,7,0,3,0,12,4,3,3,0,10,25,9,4,0,35,16,7,7,0,25,7,4,4,0,12,9,8,0,0,17,8,5,0,0,18,7,5,0,0,15,13,17,4,0,31,3,4,0,0,12,4,4,0,0,8,0,3,0,0,3,3,0,0,0,5,3,8,0,0,17,0,0,0,0,3,110,82,36,0,226
POA3564,26,3,9,0,31,9,4,0,0,10,9,0,19,0,31,11,0,27,0,39,97,5,43,0,142,40,12,88,0,141,285,29,81,11,401,138,71,73,8,289,207,119,81,0,405,211,143,43,3,406,109,145,36,4,290,122,163,19,0,308,199,250,14,3,463,102,169,13,0,287,47,113,0,0,160,18,50,3,0,74,39,93,5,0,139,99,226,62,3,387,62,22,21,3,111,1826,1615,642,41,4120
POA3565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,0,0,0,0,0,10,10,0,0,29
POA3566,3,4,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,4,0,0,6,0,8,3,0,3,0,6,12,0,0,0,12,10,3,0,0,14,12,6,0,0,14,7,7,0,0,18,4,0,0,0,5,7,0,0,0,7,7,4,0,0,14,0,8,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,0,15,5,3,0,0,6,72,55,12,3,142
POA3567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,5,0,0,5,0,8,21,0,3,0,25,8,9,0,0,14,11,8,0,0,18,14,11,3,0,28,3,10,0,0,9,9,9,0,0,16,9,7,0,0,15,3,5,0,0,13,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,4,6,3,0,8,5,0,0,0,12,93,68,15,0,180
POA3568,6,0,0,0,7,6,0,0,0,4,4,0,7,0,10,3,0,7,0,6,35,0,7,0,43,10,3,15,0,28,71,12,13,0,94,60,18,10,0,82,46,25,9,3,84,51,33,6,0,84,18,22,3,0,39,25,29,3,0,59,34,35,0,3,77,11,21,0,0,31,9,13,0,0,21,0,5,0,0,7,12,17,0,0,23,16,34,11,0,63,13,7,3,0,17,422,273,83,13,789
POA3570,0,3,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,4,0,3,5,0,3,0,11,0,3,3,0,5,27,3,3,0,32,11,5,4,0,17,8,7,5,0,22,12,14,0,0,26,8,14,0,0,18,12,9,0,0,21,7,5,0,0,14,5,8,0,0,8,3,3,0,0,4,0,3,0,0,4,3,0,0,0,3,10,13,3,0,26,0,0,0,0,0,99,94,28,3,221
POA3571,3,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,3,0,6,0,0,0,0,0,8,0,0,0,7,7,3,0,0,7,7,0,0,0,4,5,7,0,0,6,0,0,3,0,3,4,3,0,0,10,3,3,0,0,3,4,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,14,3,0,19,0,0,0,0,0,43,33,9,0,82
POA3572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,10,0,0,7,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,3,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,15,20,0,3,41
POA3573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,5,0,0,0,0,3,4,3,3,0,9,3,4,0,0,8,3,3,0,0,10,3,3,0,0,4,0,3,0,0,8,0,3,0,0,4,4,7,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,11,0,0,0,0,0,33,31,12,0,77
POA3575,3,3,3,0,10,3,4,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,3,3,8,0,12,12,3,0,0,13,14,3,3,0,15,14,7,8,0,32,7,12,0,0,23,7,3,0,0,13,9,3,0,0,11,14,3,0,0,21,0,5,0,0,9,0,3,0,0,3,3,0,0,0,3,4,3,0,0,9,8,12,5,0,24,0,0,0,0,0,98,71,38,3,206
POA3576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,6,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,3,0,24
POA3579,6,4,0,0,14,11,4,3,0,12,7,3,8,0,19,6,0,6,0,13,31,8,6,0,53,24,10,13,0,55,113,16,30,4,160,78,33,26,0,137,84,48,23,3,156,69,54,13,0,141,26,34,3,0,59,46,46,10,0,104,44,80,7,0,123,20,40,0,0,56,9,18,0,0,28,6,8,0,0,15,6,18,0,0,33,42,82,26,0,144,19,5,4,0,32,654,519,172,17,1365
POA3580,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,6,0,4,20,0,0,0,21,9,0,8,0,13,44,6,3,0,47,9,11,3,0,23,17,6,4,3,32,14,4,3,0,23,10,9,3,0,22,5,7,0,0,11,9,13,0,0,26,0,6,0,0,7,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,15,11,0,0,25,4,0,0,0,7,158,84,35,3,284
POA3581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,7,0,0,0,0,3,0,0,0,0,3,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,11,0,0,11,0,0,0,0,0,19,28,0,0,44
POA3583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,5,0,0,0,10,0,3,0,0,4,0,3,0,0,9,0,0,0,0,3,0,0,0,0,0,0,4,0,0,4,3,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,10,27,9,0,45
POA3584,5,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,3,3,0,11,0,0,3,0,4,20,4,6,0,31,12,8,10,0,26,9,9,0,0,21,23,10,0,0,40,3,8,0,0,14,4,9,0,0,17,11,18,3,0,27,6,14,0,0,14,9,0,0,0,5,0,0,0,0,0,6,4,0,0,8,12,23,0,0,35,11,3,0,0,13,128,128,31,0,283
POA3585,12,0,4,0,16,10,3,3,0,18,8,3,13,0,28,3,7,26,0,34,48,11,36,3,99,32,13,55,3,99,166,32,47,0,251,92,43,54,8,195,122,95,53,3,280,115,116,30,12,274,59,100,17,4,185,89,93,16,3,201,116,169,21,4,315,63,105,7,0,169,31,52,0,0,91,5,40,5,0,54,31,43,0,0,79,65,131,49,0,247,43,16,14,0,69,1128,1070,461,48,2702
POA3586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,5,3,3,0,0,8,7,3,3,0,10,13,3,0,0,14,10,9,0,0,18,13,15,3,0,26,5,5,0,0,14,7,7,0,0,12,7,15,0,0,20,5,19,0,0,24,0,4,0,0,4,0,4,0,0,9,3,6,0,0,6,8,20,0,0,24,4,0,0,0,3,76,110,13,0,193
POA3588,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,8,0,3,5,0,8,7,0,0,0,14,3,6,0,0,10,7,4,3,0,11,5,3,0,0,5,4,4,0,0,6,0,9,0,0,9,3,3,0,0,8,3,3,0,0,8,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,0,4,3,0,12,0,0,0,0,0,45,42,13,3,111
POA3589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,3,0,0,3,0,3,5,0,3,0,3,0,0,7,7,5,0,0,16,3,3,0,0,4,0,3,0,0,4,8,5,0,0,7,3,0,0,0,3,0,3,0,0,5,0,4,0,0,4,0,0,0,0,0,3,6,0,0,12,0,0,0,0,0,36,46,5,0,87
POA3590,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,3,0,0,7,9,6,0,0,12,3,0,0,0,4,4,5,0,0,7,5,6,0,0,12,0,3,0,0,4,0,9,0,0,13,3,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,5,3,0,0,0,0,38,47,7,0,91
POA3591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,3,0,0,0,7,0,0,0,0,0,3,3,0,0,4,4,0,0,0,7,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,9,0,0,0,0,0,22,16,3,0,45
POA3594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,8,0,0,0,0,3,10,3,0,0,11,3,0,3,0,7,11,3,3,0,15,5,6,0,0,16,4,3,0,0,11,3,5,0,0,14,7,9,0,0,9,0,0,0,0,3,0,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,5,3,0,14,6,0,0,0,6,61,49,16,3,130
POA3595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,11,0,0,7,0,8,21,3,3,0,31,3,3,3,0,9,6,7,5,0,13,10,3,0,0,14,0,4,3,0,9,6,6,0,0,16,0,4,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,10,0,0,18,0,0,3,0,3,69,46,26,3,144
POA3596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,10,9,4,0,17
POA3597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,11,0,0,0,0,0,9,0,0,0,8,3,3,0,0,12,3,3,0,0,6,5,0,0,0,8,3,3,0,0,6,3,3,0,0,7,3,5,0,0,9,4,5,0,0,6,3,0,0,0,3,0,0,0,0,0,3,4,0,0,3,0,11,0,0,12,3,0,0,0,4,54,42,7,0,104
POA3599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,5,3,0,0,0,3,0,7,0,0,6,0,0,0,0,0,0,0,0,0,3,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,13,10,4,0,28
