POA_CODE_2016,P15_19_Managers,P15_19_Professionals,P15_19_TechnicTrades_Wrs,P15_19_CommunPersnlSvc_W,P15_19_ClericalAdminis_W,P15_19_Sales_W,P15_19_Mach_oper_drivers,P15_19_Labourers,P15_19_Occu_ID_NS,P15_19_Tot,P20_24_Managers,P20_24_Professionals,P20_24_TechnicTrades_W,P20_24_CommunPersnlSvc_W,P20_24_ClericalAdminis_W,P20_24_Sales_W,P20_24_Mach_oper_drivers,P20_24_Labourers,P20_24_Occu_ID_NS,P20_24_Tot,P25_34_Managers,P25_34_Professionals,P25_34_TechnicTrades_W,P25_34_CommunPersnlSvc_W,P25_34_ClericalAdminis_W,P25_34_Sales_W,P25_34_Mach_oper_drivers,P25_34_Labourers,P25_34_Occu_ID_NS,P25_34_Tot,P35_44_Managers,P35_44_Professionals,P35_44_TechnicTrades_W,P35_44_CommunPersnlSvc_W,P35_44_ClericalAdminis_W,P35_44_Sales_W,P35_44_Mach_oper_drivers,P35_44_Labourers,P35_44_Occu_ID_NS,P35_44_Tot,P45_54_Managers,P45_54_Professionals,P45_54_TechnicTrades_W,P45_54_CommunPersnlSvc_W,P45_54_ClericalAdminis_W,P45_54_Sales_W,P45_54_Mach_oper_drivers,P45_54_Labourers,P45_54_Occu_ID_NS,P45_54_Tot,P55_64_Managers,P55_64_Professionals,P55_64_TechnicTrades_W,P55_64_CommunPersnlSvc_W,P55_64_ClericalAdminis_W,P55_64_Sales_W,P55_64_Mach_oper_drivers,P55_64_Labourers,P55_64_Occu_ID_NS,P55_64_Tot,P65_74_Managers,P65_74_Professionals,P65_74_TechnicTrades_W,P65_74_CommunPersnlSvc_W,P65_74_ClericalAdminis_W,P65_74_Sales_W,P65_74_Mach_oper_drivers,P65_74_Labourers,P65_74_Occu_ID_NS,P65_74_Tot,P75_84_Managers,P75_84_Professionals,P75_84_TechnicTrades_W,P75_84_CommunPersnlSvc_W,P75_84_ClericalAdminis_W,P75_84_Sales_W,P75_84_Mach_oper_drivers,P75_84_Labourers,P75_84_Occu_ID_NS,P75_84_Tot,P85_ov_Managers,P85_ov_Professionals,P85_ov_TechnicTrades_W,P85_ov_CommunPersnlSvc_W,P85_ov_ClericalAdminis_W,P85_ov_Sales_W,P85_ov_Mach_oper_drivers,P85_ov_Labourers,P85_ov_Occu_ID_NS,P85_ov_Tot,P_Tot_Managers,P_Tot_Professionals,P_Tot_TechnicTrades_W,P_Tot_CommunPersnlSvc_W,P_Tot_ClericalAdminis_W,P_Tot_Sales_W,P_Tot_Mach_oper_drivers,P_Tot_Labourers,P_Tot_Occu_ID_NS,P_Tot_Tot
POA3170,3,12,14,42,20,136,9,44,9,282,34,111,88,92,114,178,26,72,20,744,252,748,265,130,314,200,77,133,44,2163,370,642,261,161,340,151,92,112,33,2160,275,360,233,158,343,139,139,150,28,1828,170,246,168,108,206,107,113,129,18,1257,41,58,50,24,63,23,17,50,8,332,3,7,3,0,8,5,0,6,0,33,0,0,3,0,0,0,0,0,0,3,1155,2187,1086,713,1412,935,470,698,151,8813
POA3171,0,5,19,48,3,118,16,74,3,285,30,124,124,156,96,195,78,238,36,1079,167,482,420,300,238,199,271,397,58,2533,112,257,261,184,158,119,199,296,44,1633,124,124,220,126,101,95,280,346,40,1443,59,67,136,69,60,41,187,251,31,910,13,14,19,13,28,11,29,30,12,169,3,3,0,0,3,4,3,3,3,19,0,0,0,0,0,0,0,0,0,4,510,1080,1190,900,690,782,1057,1644,223,8073
POA3172,5,13,26,63,19,227,12,103,3,484,42,122,160,151,122,248,47,140,23,1059,200,440,337,217,291,204,183,243,47,2157,285,415,325,183,289,169,209,277,34,2178,271,325,317,191,339,180,293,364,48,2331,205,233,226,130,262,125,203,252,35,1668,43,72,55,22,67,45,37,53,9,398,3,6,0,0,9,3,0,10,3,40,0,0,0,0,0,0,0,0,0,0,1067,1621,1449,961,1399,1194,987,1443,201,10325
POA3173,3,14,34,42,24,199,4,85,9,421,38,138,126,137,158,296,67,154,32,1136,327,761,347,245,442,242,216,308,56,2937,392,638,356,225,433,205,252,312,57,2862,332,282,356,191,298,154,371,416,53,2462,172,161,226,147,243,87,250,289,22,1598,34,38,35,24,60,31,36,54,10,324,3,4,0,0,0,0,3,0,4,18,0,0,4,0,0,0,0,0,0,4,1313,2032,1479,1012,1664,1211,1204,1613,232,11760
POA3174,7,19,42,61,20,216,11,113,13,494,64,160,227,236,161,308,123,354,48,1690,368,856,804,593,592,379,517,684,130,4923,270,532,509,403,409,207,420,520,93,3363,194,270,365,323,335,143,453,574,64,2731,125,180,258,207,254,108,319,391,51,1896,38,47,58,44,72,30,55,91,9,450,3,3,9,0,3,0,0,13,0,35,0,0,0,0,0,0,0,0,0,7,1083,2066,2272,1866,1856,1400,1907,2744,404,15587
POA3175,13,8,62,76,18,294,28,151,20,670,70,165,404,260,196,387,210,392,75,2155,403,963,1215,608,675,460,623,913,141,5999,383,603,988,479,457,264,604,682,106,4572,274,369,602,382,401,210,491,630,69,3430,192,232,384,256,308,135,364,427,45,2337,39,66,78,48,79,39,55,83,11,498,7,7,4,7,5,3,0,9,9,34,0,0,3,0,0,0,0,3,0,8,1378,2404,3732,2121,2149,1792,2379,3275,471,19702
POA3177,0,0,17,16,6,56,9,21,6,127,15,22,102,54,27,62,47,94,8,434,93,113,252,124,112,105,120,195,29,1144,35,66,206,117,79,40,147,202,13,912,33,43,136,76,49,30,127,151,11,652,23,28,60,44,65,21,87,92,10,435,12,3,17,4,8,3,12,22,8,89,0,0,4,0,3,0,0,9,3,20,0,0,0,0,0,0,0,0,0,0,211,280,796,440,353,320,548,779,95,3819
POA3178,11,32,126,172,43,498,29,191,8,1110,87,245,327,311,242,428,72,158,25,1891,331,957,514,288,454,311,101,150,43,3147,636,989,500,260,612,263,147,185,66,3665,765,891,597,351,920,397,266,299,59,4544,434,555,410,213,618,233,242,279,37,3024,64,108,63,37,90,52,58,44,10,521,6,5,0,3,4,4,0,6,4,33,3,0,0,0,3,0,0,0,0,3,2336,3790,2541,1634,2980,2188,922,1303,252,17946
POA3179,0,3,15,28,5,68,4,26,0,150,18,35,36,39,29,64,10,29,0,264,60,159,78,61,78,59,39,31,12,574,102,194,101,74,102,55,37,40,19,724,101,109,107,80,105,59,56,65,10,693,53,88,65,46,86,45,39,45,6,476,9,15,10,4,16,13,9,13,0,98,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,335,615,415,334,423,364,200,250,54,2982
POA3180,5,7,23,25,4,71,0,32,0,170,17,29,55,59,39,82,17,37,4,343,74,229,117,66,106,70,31,51,13,762,120,188,129,56,104,59,42,55,9,772,110,157,115,87,154,53,52,62,18,805,75,104,67,50,108,43,48,38,9,552,12,31,23,14,21,9,8,16,0,136,6,4,3,0,4,0,3,0,0,21,0,0,0,0,0,0,0,0,0,0,417,748,544,364,552,389,198,292,51,3557
POA3181,7,22,10,50,13,50,0,21,3,178,94,310,97,292,162,213,17,66,18,1271,896,2508,462,474,637,438,54,129,85,5676,637,1015,178,142,268,160,18,42,27,2494,337,527,83,90,187,87,26,51,28,1423,172,331,55,68,131,62,15,44,14,905,46,125,14,17,32,21,7,6,9,270,0,20,0,0,3,0,0,0,0,30,0,3,0,0,0,0,0,0,3,4,2187,4859,895,1132,1448,1029,143,365,187,12250
POA3182,0,4,0,43,12,55,0,30,3,153,68,231,119,316,158,212,31,90,26,1243,834,2174,670,574,710,462,75,208,101,5811,654,1184,263,216,389,193,43,73,48,3064,450,763,133,134,268,137,34,73,31,2016,251,489,69,79,187,65,30,69,16,1270,51,146,14,14,47,25,12,21,4,329,8,16,0,0,0,0,3,3,0,31,0,3,0,0,3,0,0,0,0,6,2325,5007,1282,1382,1765,1144,227,572,230,13930
POA3183,3,12,14,54,14,50,3,24,3,171,70,204,92,180,125,171,18,69,16,951,553,1621,431,396,498,349,62,169,66,4135,516,1065,188,189,288,150,23,68,51,2542,330,621,104,107,192,83,13,52,21,1534,156,387,75,71,105,58,25,35,21,926,51,101,15,19,46,23,5,10,8,287,4,8,3,0,10,4,0,0,4,36,4,0,0,0,0,0,0,0,0,9,1702,4029,917,1017,1279,882,154,419,194,10597
POA3184,0,7,3,35,3,52,9,15,0,127,42,124,60,150,93,104,8,36,10,628,495,1377,300,316,370,247,23,78,55,3266,578,974,178,172,237,168,28,47,43,2418,431,689,122,113,211,110,19,39,23,1756,185,459,67,56,128,57,18,27,10,1012,35,91,13,23,37,11,3,13,7,237,3,9,0,0,3,0,0,0,0,23,0,0,0,0,0,0,0,0,0,7,1769,3723,746,863,1089,754,115,262,151,9461
POA3185,0,14,4,48,11,64,10,31,3,188,33,103,43,97,61,92,5,36,8,481,271,796,209,179,222,169,26,76,31,1977,355,672,99,90,175,110,16,31,23,1572,356,538,74,76,194,87,16,35,15,1389,145,376,56,59,128,46,21,25,14,871,43,129,16,16,44,16,6,12,7,293,3,15,3,0,11,3,0,0,3,44,0,0,0,0,0,0,0,0,3,6,1202,2641,513,570,849,582,104,243,103,6811
POA3186,8,20,15,128,36,117,7,40,5,371,45,156,62,200,120,182,19,43,5,828,272,656,142,122,176,132,10,43,34,1578,624,846,91,82,197,149,8,24,32,2044,900,1038,102,127,308,183,17,47,55,2780,515,874,82,91,263,143,24,35,40,2075,209,370,30,41,103,69,9,23,25,883,36,53,3,3,14,5,0,0,3,131,4,3,0,0,4,0,0,0,14,24,2615,4014,531,787,1222,989,89,258,217,10721
POA3187,6,11,4,95,18,112,5,44,4,306,19,95,41,111,87,126,11,29,5,533,115,362,98,78,111,76,12,19,13,879,465,630,95,79,153,131,11,19,18,1603,591,727,123,114,282,139,34,38,26,2071,281,540,75,80,199,86,21,38,19,1337,102,145,31,27,79,39,12,9,8,458,13,12,8,5,7,3,4,0,9,57,0,3,0,0,3,0,0,0,0,8,1594,2521,475,590,939,714,112,206,104,7253
POA3188,5,13,20,133,17,154,5,65,3,422,16,121,71,154,111,143,13,44,11,678,211,411,138,126,152,114,24,49,13,1232,581,728,94,122,192,122,21,29,26,1911,687,879,158,163,328,143,27,45,30,2452,332,496,106,95,221,90,36,41,15,1434,76,155,23,41,66,35,8,13,6,429,6,16,3,3,3,3,0,3,0,39,0,0,0,0,0,0,0,0,0,0,1916,2810,614,832,1095,803,137,284,103,8603
POA3189,0,3,4,24,5,40,0,25,0,106,16,25,43,35,35,44,3,21,3,237,84,207,97,50,94,53,14,22,15,636,136,238,99,60,107,43,20,12,16,725,99,157,67,52,105,58,21,38,17,601,56,84,44,41,78,26,18,37,3,386,15,17,18,15,18,4,4,13,3,111,0,0,3,3,0,0,0,3,0,12,0,0,0,0,3,0,0,0,3,6,408,732,371,277,446,272,90,166,55,2817
POA3190,7,3,14,48,11,98,0,39,3,223,16,38,37,65,36,74,15,24,5,317,164,380,118,103,136,107,22,32,13,1075,309,521,136,95,185,86,24,39,20,1419,272,347,137,95,219,85,32,53,12,1256,97,187,80,56,133,41,28,53,14,704,20,38,20,23,42,15,14,12,0,180,0,4,0,0,0,4,0,3,0,18,0,3,0,0,0,0,0,0,0,3,890,1524,553,493,760,514,144,252,61,5196
POA3191,0,5,13,70,4,82,3,46,4,230,20,53,40,87,51,59,8,28,3,359,120,298,78,61,79,57,10,19,10,740,301,416,73,59,117,57,9,16,22,1071,400,471,84,80,164,94,19,18,16,1342,232,333,43,60,137,51,9,22,11,902,59,113,14,20,49,19,5,12,3,300,3,13,0,4,3,6,0,0,0,29,3,0,0,0,0,0,0,0,0,4,1137,1701,346,442,606,435,69,171,73,4977
POA3192,5,12,40,104,27,196,12,73,4,466,48,115,131,164,108,206,25,72,8,879,284,772,352,195,305,208,57,100,32,2304,549,922,314,203,385,204,57,85,35,2754,445,659,293,205,414,192,94,122,30,2450,224,366,205,140,296,147,77,103,23,1581,38,96,43,36,75,43,24,42,5,412,5,7,12,3,6,0,4,3,8,49,0,0,0,0,0,0,0,0,3,11,1612,2945,1391,1056,1619,1197,345,597,145,10902
POA3193,9,13,10,133,25,184,5,69,8,454,34,131,83,178,104,181,13,32,10,765,127,355,129,67,100,79,7,25,10,907,528,646,99,111,234,126,10,33,24,1805,796,903,190,149,378,193,32,42,35,2717,456,642,132,103,298,150,36,50,36,1902,124,215,32,35,110,64,7,32,11,618,11,26,3,6,13,12,0,0,0,78,4,0,0,0,0,0,0,0,3,9,2086,2922,681,772,1264,985,111,284,141,9252
POA3194,3,8,22,51,11,112,0,41,4,258,33,82,90,113,81,111,14,37,11,565,173,524,211,131,172,112,39,61,19,1442,314,509,147,127,220,89,42,42,32,1522,339,393,156,115,262,110,46,64,19,1506,166,284,99,78,166,90,33,53,17,993,41,61,34,15,58,31,8,19,0,267,5,11,3,4,8,6,3,5,0,50,0,4,0,0,0,0,0,0,0,6,1081,1882,764,636,985,658,184,317,107,6605
POA3195,4,23,73,209,35,420,22,163,7,963,61,198,227,309,153,340,50,112,20,1459,372,1078,490,311,395,249,87,110,39,3140,947,1538,490,333,639,284,84,129,68,4511,971,1287,536,420,826,377,151,187,93,4855,434,718,331,209,554,185,164,156,36,2786,77,130,63,38,135,45,28,50,9,577,8,12,0,4,11,5,3,3,0,52,3,3,0,0,0,0,0,0,3,11,2883,4989,2210,1837,2758,1909,590,913,278,18364
POA3196,5,4,57,84,21,182,13,69,6,436,36,120,176,150,102,192,33,97,13,911,356,790,497,289,361,206,76,136,43,2755,497,954,484,269,525,217,127,145,52,3279,419,564,373,272,495,187,155,191,30,2696,239,315,237,178,349,149,128,175,22,1792,59,102,39,43,80,39,36,37,10,444,3,9,8,0,3,0,3,5,3,37,0,0,0,0,0,0,0,3,4,8,1624,2858,1866,1274,1946,1174,576,863,182,12356
POA3197,5,3,41,39,9,88,9,41,3,242,23,57,72,79,49,88,16,49,8,447,132,280,186,94,149,88,29,47,19,1024,244,311,194,112,219,96,46,74,18,1314,291,283,200,99,267,101,69,70,27,1413,202,208,111,96,212,99,55,66,19,1069,47,52,27,13,54,33,10,33,5,277,3,4,0,0,5,0,4,3,0,26,0,0,0,0,0,0,0,0,3,3,948,1200,840,533,964,590,241,382,102,5812
POA3198,6,0,28,46,8,96,4,60,9,260,35,45,133,87,65,100,25,69,12,569,183,448,444,202,216,148,81,109,25,1853,263,401,314,192,246,154,118,131,38,1864,186,255,236,182,249,113,141,162,32,1556,125,181,174,151,215,100,130,146,22,1247,20,42,29,24,50,18,31,43,6,253,0,3,6,3,5,0,3,4,0,26,0,0,0,0,0,0,0,0,3,3,822,1370,1370,898,1056,737,537,710,134,7631
POA3199,15,20,121,203,55,522,20,273,20,1242,144,218,480,412,198,482,94,262,35,2319,463,1181,1072,620,580,528,268,409,91,5219,756,1221,850,564,652,384,289,373,80,5176,750,1093,708,640,788,425,335,432,84,5262,508,819,558,466,673,354,278,355,61,4081,110,235,115,86,172,89,84,102,24,1013,18,22,5,5,9,6,3,16,0,91,0,0,0,0,3,3,0,0,3,18,2769,4806,3918,2995,3129,2798,1377,2221,400,24412
POA3200,0,0,13,7,3,30,3,14,3,71,8,6,35,33,15,28,15,38,0,185,40,55,94,60,40,59,38,77,5,470,20,35,67,32,46,15,42,65,3,333,25,26,66,60,42,23,85,94,6,417,16,25,49,34,27,20,50,67,6,293,0,5,7,13,4,4,12,8,3,53,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,117,154,334,239,179,175,233,362,31,1827
POA3201,10,4,78,59,22,205,15,137,3,530,52,58,208,134,99,179,65,151,18,967,198,370,495,275,363,237,177,213,35,2368,228,341,409,252,356,196,250,211,38,2280,195,229,344,268,349,181,301,293,45,2195,115,114,217,153,244,110,232,171,19,1381,17,25,33,27,37,30,34,42,13,247,0,0,3,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,819,1136,1783,1174,1478,1137,1063,1206,172,9975
POA3202,0,3,3,13,4,30,0,11,0,66,8,14,15,17,9,24,3,10,0,96,30,65,27,15,32,24,9,14,3,219,80,134,42,28,60,30,12,22,0,396,85,87,40,44,67,19,13,27,6,389,32,34,24,18,37,16,17,18,3,185,7,7,4,0,13,4,4,5,0,51,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,238,351,154,130,216,141,59,100,23,1416
POA3204,4,25,37,166,32,259,5,111,4,649,55,202,143,254,134,294,39,120,14,1263,381,1074,321,279,389,259,67,162,48,2973,809,1406,260,210,431,171,59,83,50,3475,888,1411,314,252,608,233,83,111,37,3936,358,759,233,188,387,141,79,115,31,2295,53,151,51,36,83,53,23,28,6,486,7,7,3,0,6,4,3,4,3,43,3,0,0,0,0,0,0,0,4,11,2565,5038,1356,1379,2078,1408,356,742,201,15128
POA3205,0,7,4,20,6,30,0,7,0,75,29,106,36,95,70,67,7,14,3,430,304,953,154,172,258,133,10,53,25,2061,402,625,86,67,163,74,11,32,21,1474,277,342,60,44,137,65,15,23,18,981,133,215,33,28,73,25,12,18,8,549,52,68,3,12,25,10,3,6,0,180,0,5,0,0,0,4,0,0,0,13,0,3,0,0,0,0,0,0,0,4,1197,2331,364,442,732,407,55,159,88,5770
POA3206,0,8,3,40,4,46,0,16,3,120,15,47,25,51,35,46,3,14,8,252,190,438,75,65,120,66,6,21,17,1000,393,557,46,51,142,67,8,12,22,1301,399,512,54,43,140,102,15,22,18,1303,202,344,36,34,100,43,15,22,12,799,65,144,8,17,41,23,0,8,6,317,5,13,3,0,8,0,0,0,0,39,0,0,0,0,0,0,0,0,0,4,1275,2065,250,301,586,391,47,122,97,5134
POA3207,0,4,8,36,6,65,3,23,3,155,23,94,47,82,74,91,12,18,6,449,518,1020,233,164,257,153,27,55,39,2462,752,942,122,106,286,170,29,46,25,2468,524,566,103,107,241,127,38,57,26,1791,298,390,58,55,193,69,35,44,20,1157,90,148,24,18,61,40,11,17,10,417,4,22,3,3,3,5,0,3,3,46,0,3,0,0,3,0,0,0,0,5,2214,3183,593,571,1118,707,152,270,134,8946
POA3211,0,0,12,3,0,15,0,6,0,42,3,4,8,8,4,16,3,9,0,56,4,14,24,11,10,5,7,6,0,81,27,19,21,10,24,7,7,11,3,125,27,29,28,7,34,14,10,17,3,162,24,17,25,9,23,4,18,4,3,125,3,4,5,0,0,0,3,9,0,30,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,86,85,116,51,92,65,52,62,10,622
POA3212,0,9,52,45,19,209,11,132,7,489,28,60,151,142,65,135,48,86,12,724,126,344,311,190,197,123,106,135,39,1572,242,369,289,218,234,146,173,155,29,1852,212,258,253,248,272,111,190,178,39,1756,140,153,142,127,182,70,131,109,25,1083,25,26,20,28,27,11,16,29,4,184,3,0,0,0,3,0,0,3,3,11,0,0,0,0,0,0,0,0,0,3,776,1222,1226,998,980,805,672,835,167,7680
POA3213,3,0,17,14,4,66,0,38,4,150,16,14,44,25,20,37,17,37,0,206,29,45,54,17,46,23,26,27,0,274,80,78,75,36,63,32,25,43,7,429,84,97,80,62,73,33,48,55,17,548,55,52,52,23,37,18,33,35,8,331,15,4,5,3,11,7,6,3,4,61,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,288,284,332,188,247,211,158,237,47,1993
POA3214,6,13,75,31,16,168,18,82,13,420,28,36,196,152,75,154,59,191,26,920,114,166,323,230,172,189,186,312,30,1722,92,138,221,208,150,134,221,338,31,1527,87,144,168,263,137,116,287,352,33,1580,46,88,134,194,118,84,204,326,17,1209,10,13,21,30,26,8,28,68,10,222,0,0,0,0,0,0,0,7,7,15,0,0,0,0,0,0,0,0,3,9,399,593,1137,1112,698,842,1004,1674,171,7626
POA3215,6,9,40,76,16,197,6,86,8,450,48,98,161,187,72,177,49,110,12,910,168,502,425,252,272,202,144,162,40,2159,222,411,277,196,259,150,142,191,33,1884,220,312,283,241,287,122,151,230,34,1882,130,267,197,143,195,102,124,173,22,1360,35,55,37,31,42,21,34,59,6,309,0,3,7,0,0,0,0,8,3,26,0,0,3,0,0,0,0,0,5,6,826,1654,1418,1125,1156,972,645,1020,162,8990
POA3216,19,23,164,303,52,762,29,351,23,1722,138,376,508,612,266,661,122,414,24,3116,544,1695,950,623,585,451,224,359,81,5525,767,1744,760,580,779,384,214,316,81,5625,769,1351,695,650,849,420,297,380,81,5489,501,933,503,446,655,344,238,317,44,3978,114,200,72,89,161,78,51,85,15,854,14,19,5,0,11,8,3,17,5,89,3,0,0,0,0,0,0,0,4,15,2861,6351,3655,3303,3361,3113,1184,2238,357,26413
POA3217,3,7,22,23,7,63,0,30,0,145,35,46,94,81,30,62,10,30,10,400,132,328,252,181,129,96,42,70,11,1227,116,221,126,92,109,58,37,48,16,814,71,110,72,69,89,43,25,29,7,512,53,75,35,21,44,32,29,26,8,324,31,19,5,6,7,5,7,9,3,96,10,3,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,443,810,611,464,414,357,147,247,49,3537
POA3218,6,8,25,64,7,115,3,63,3,293,33,99,111,166,80,114,29,74,10,714,164,595,288,211,169,110,82,111,20,1758,243,468,222,135,217,116,62,79,24,1561,222,375,164,164,203,81,83,97,15,1398,126,241,116,104,121,61,72,79,15,934,20,35,11,13,28,19,19,21,4,167,5,3,0,0,0,0,3,4,0,20,0,0,0,0,0,0,0,0,0,0,822,1825,935,856,825,616,358,528,89,6846
POA3219,6,3,63,65,18,157,14,107,6,433,44,85,201,210,79,195,42,150,12,1015,138,390,358,238,196,146,96,202,28,1787,143,326,287,195,189,117,124,196,36,1616,198,268,285,287,257,147,186,301,30,1956,128,225,173,202,188,104,151,220,16,1412,19,45,33,38,27,24,23,41,3,252,0,3,0,0,4,3,3,6,3,20,0,0,0,0,0,0,0,0,0,0,677,1351,1397,1237,942,891,643,1226,136,8501
POA3220,5,13,27,114,24,143,10,91,0,428,30,107,105,180,74,135,22,75,6,740,178,646,239,198,169,118,43,104,13,1716,307,616,155,137,204,80,23,65,28,1622,356,563,152,161,260,101,52,60,18,1723,246,466,135,124,215,96,56,71,21,1432,81,125,23,20,51,25,20,21,11,373,11,18,5,3,8,6,3,4,8,63,3,8,0,0,0,0,0,0,0,15,1225,2559,842,940,1014,710,223,489,108,8107
POA3221,0,0,0,6,0,5,3,4,0,21,0,5,10,11,3,6,0,3,0,36,3,8,8,3,0,0,0,3,0,32,16,21,8,3,12,6,6,3,0,81,27,24,12,7,16,4,5,3,0,95,18,19,6,0,11,6,3,3,0,70,12,5,0,3,4,0,0,0,0,26,4,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,86,86,50,38,46,28,16,27,3,371
POA3222,3,3,63,83,10,125,6,92,6,397,24,44,141,95,40,97,13,61,7,517,77,194,245,140,117,86,40,97,18,1006,194,266,239,167,164,76,65,101,24,1296,200,303,232,225,232,111,112,129,25,1565,155,257,185,142,200,112,109,122,20,1297,50,54,35,24,35,12,25,24,6,271,10,15,3,4,10,3,4,4,0,47,0,0,0,0,0,0,0,0,0,0,717,1132,1137,870,809,619,373,627,105,6397
POA3223,0,0,21,26,7,32,5,18,3,111,7,6,49,29,8,30,0,29,3,160,14,37,62,33,30,29,14,25,8,257,45,93,48,44,45,28,12,46,5,371,72,118,99,72,92,48,42,58,10,625,108,108,81,80,92,53,54,48,4,628,30,42,20,16,24,9,10,28,9,191,13,5,0,0,7,3,0,0,3,23,0,3,0,0,0,0,0,0,0,7,292,411,380,302,312,235,147,252,49,2377
POA3224,9,0,41,84,11,156,5,107,5,420,20,38,123,112,47,108,24,59,10,535,137,314,346,169,182,134,74,140,15,1503,159,247,216,205,217,103,76,131,19,1376,194,192,214,196,248,109,117,147,18,1435,117,156,127,137,163,72,97,116,16,1001,29,32,31,20,24,21,16,21,4,200,3,8,0,0,3,0,0,0,0,20,3,0,0,0,0,0,0,0,0,3,662,989,1104,926,884,706,416,720,90,6503
POA3225,0,0,9,21,4,24,0,14,3,71,3,8,12,20,6,13,0,7,0,67,22,55,27,13,16,10,7,9,0,152,28,97,35,17,23,9,0,17,6,247,75,95,40,37,44,25,7,16,5,356,76,136,35,26,55,21,10,21,8,388,40,49,10,6,22,7,8,5,5,154,7,3,4,0,3,0,0,3,7,26,0,0,0,0,0,0,0,0,0,0,246,446,174,143,172,106,42,99,37,1455
POA3226,7,0,41,81,14,109,9,89,5,352,17,26,110,97,26,95,7,45,4,436,104,348,242,137,94,71,27,54,14,1090,229,521,259,167,195,109,59,91,25,1649,222,410,217,190,219,104,42,96,28,1526,171,332,170,144,186,92,55,74,17,1240,35,69,21,31,56,25,19,23,11,283,4,3,0,0,3,0,0,0,3,19,0,0,0,0,0,0,0,0,3,3,792,1705,1057,849,790,604,220,483,104,6604
POA3227,3,0,14,22,4,46,0,21,0,117,4,15,23,32,12,27,0,12,4,127,20,89,55,22,21,17,3,4,3,236,111,178,85,41,53,26,10,20,5,539,102,193,71,59,68,32,6,14,3,544,89,146,56,39,57,20,9,26,7,454,23,45,7,4,21,7,0,5,6,119,4,6,3,0,0,0,0,4,0,15,0,0,0,0,0,0,0,0,0,3,356,669,312,215,236,188,33,109,32,2159
POA3228,0,7,34,92,18,157,6,89,8,418,16,48,99,134,37,97,7,59,15,502,166,599,303,193,119,109,38,85,22,1620,454,732,309,196,264,164,47,109,35,2311,398,575,260,236,308,151,52,91,36,2104,205,391,172,122,199,105,47,82,15,1341,67,86,24,21,53,23,9,32,11,327,5,4,3,0,4,0,0,4,3,30,0,0,0,0,0,0,0,0,0,0,1315,2437,1189,989,1001,817,207,549,145,8649
POA3230,0,0,9,17,0,21,0,12,0,67,0,3,17,22,3,9,0,5,0,67,18,43,40,17,14,6,5,12,3,164,37,72,27,19,21,7,10,3,0,201,50,81,54,23,37,18,5,20,6,298,34,76,36,27,36,20,15,25,7,265,13,24,4,6,11,3,4,7,3,73,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,158,295,197,130,131,94,35,91,21,1153
POA3231,0,0,4,3,0,9,0,4,0,23,3,3,9,17,0,3,0,9,0,39,7,14,15,6,4,3,0,0,0,55,15,35,22,5,6,0,0,4,0,87,36,50,23,7,16,12,0,16,3,162,33,50,24,8,12,13,0,12,4,151,10,9,3,0,5,3,0,3,0,44,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,105,161,91,56,42,45,3,52,12,563
POA3232,0,0,9,3,0,5,0,0,0,18,0,0,10,6,4,3,0,3,0,30,19,11,27,12,4,14,0,7,0,89,23,10,18,6,4,10,0,15,0,78,24,10,13,8,5,9,3,11,3,90,31,30,17,13,17,12,0,19,3,139,15,13,3,0,11,3,0,3,0,53,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,118,77,91,57,46,51,6,58,8,504
POA3233,0,0,11,10,4,3,0,20,0,39,3,3,6,20,3,0,0,10,3,53,20,19,30,15,7,11,4,28,3,145,25,18,38,19,14,10,6,17,0,152,48,28,29,22,15,22,7,41,3,200,43,43,23,13,23,23,15,48,3,235,20,17,8,0,6,6,4,5,0,72,3,3,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,3,157,132,152,102,75,77,36,173,10,916
POA3234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,0,0,0,0,18,6,0,3,0,0,0,0,0,0,19,3,3,0,0,3,0,0,11,0,22,10,3,9,4,6,0,0,9,0,32,0,3,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,13,20,4,10,3,0,22,0,97
