POA_CODE_2016,MOL_SAL_Oth_SOLSE_NWorNAA,MOL_SAL_Oth_SOLSE_Tot,MOL_SAL_Oth_NS,MOL_SAL_Oth_Tot,MOL_SAL_Tot_SEO,MOL_SAL_Tot_SOLSE_VWorW,MOL_SAL_Tot_SOLSE_NWorNAA,MOL_SAL_Tot_SOLSE_Tot,MOL_SAL_Tot_NS,MOL_SAL_Tot_Tot,MOL_Spanish_SEO,MOL_Spanish_SOLSE_VWorW,MOL_Spanish_SOLSE_NWorNAA,MOL_Spanish_SOLSE_Tot,MOL_Spanish_NS,MOL_Spanish_Tot,MOL_Tamil_SEO,MOL_Tamil_SOLSE_VWorW,MOL_Tamil_SOLSE_NWorNAA,MOL_Tamil_SOLSE_Tot,MOL_Tamil_NS,MOL_Tamil_Tot,MOL_Thai_SEO,MOL_Thai_SOLSE_VWorW,MOL_Thai_SOLSE_NWorNAA,MOL_Thai_SOLSE_Tot,MOL_Thai_NS,MOL_Thai_Tot,MOL_Turkish_SEO,MOL_Turkish_SOLSE_VWorW,MOL_Turkish_SOLSE_NWorNAA,MOL_Turkish_SOLSE_Tot,MOL_Turkish_NS,MOL_Turkish_Tot,MOL_Vietnamese_SEO,MOL_Vietnamese_SOLSE_VWorW,MOL_Vietnamese_SOLSE_NWorNAA,MOL_Vietnamese_SOLSE_Tot,MOL_Vietnamese_NS,MOL_Vietnamese_Tot,MOL_Oth_SEO,MOL_Oth_SOLSE_VWorW,MOL_Oth_SOLSE_NWorNAA,MOL_Oth_SOLSE_Tot,MOL_Oth_NS,MOL_Oth_Tot,MOL_Tot_SEO,MOL_Tot_SOLSE_VWorW,MOL_Tot_SOLSE_NWorNAA,MOL_Tot_SOLSE_Tot,MOL_Tot_NS,MOL_Tot_Tot,M_LSatH_NS_SEO,M_LSatH_NS_SOLSE_VWorW,M_LSatH_NS_SOLSE_NWorNAA,M_LSatH_NS_SOLSE_Tot,M_LSatH_NS_NS,M_LSatH_NS_Tot,M_Tot_SEO,M_Tot_SOLSE_VWorW,M_Tot_SOLSE_NWorNAA,M_Tot_SOLSE_Tot,M_Tot_NS,M_Tot_Tot,FSEO_SEO,FSEO_SOLSE_VWorW,FSEO_SOLSE_NWorNAA,FSEO_SOLSE_Tot,FSEO_NS,FSEO_Tot,FOL_Afrikaans_SEO,FOL_Afrikaans_SOLSE_VWorW,FOL_Afrikaans_SOLSE_NWorNAA,FOL_Afrikaans_SOLSE_Tot,FOL_Afrikaans_NS,FOL_Afrikaans_Tot,FOL_Arabic_SEO,FOL_Arabic_SOLSE_VWorW,FOL_Arabic_SOLSE_NWorNAA,FOL_Arabic_SOLSE_Tot,FOL_Arabic_NS,FOL_Arabic_Tot,FOL_AIndLng_SEO,FOL_AIndLng_SOLSE_VWorW,FOL_AIndLng_SOLSE_NWorNAA,FOL_AIndLng_SOLSE_Tot,FOL_AIndLng_NS,FOL_AIndLng_Tot,FOL_CL_Cantones_SEO,FOL_CL_Cantones_SOLSE_VWorW,FOL_CL_Cantones_SOLSE_NWorNAA,FOL_CL_Cantones_SOLSE_Tot,FOL_CL_Cantones_NS,FOL_CL_Cantones_Tot,FOL_CL_Mandarin_SEO,FOL_CL_Mandarin_SOLSE_VWorW,FOL_CL_Mandarin_SOLSE_NWorNAA,FOL_CL_Mandarin_SOLSE_Tot,FOL_CL_Mandarin_NS,FOL_CL_Mandarin_Tot,FOL_CL_Oth_SEO,FOL_CL_Oth_SOLSE_VWorW,FOL_CL_Oth_SOLSE_NWorNAA,FOL_CL_Oth_SOLSE_Tot,FOL_CL_Oth_NS,FOL_CL_Oth_Tot,FOL_CL_Tot_SEO,FOL_CL_Tot_SOLSE_VWorW,FOL_CL_Tot_SOLSE_NWorNAA,FOL_CL_Tot_SOLSE_Tot,FOL_CL_Tot_NS,FOL_CL_Tot_Tot,FOL_Croatian_SEO,FOL_Croatian_SOLSE_VWorW,FOL_Croatian_SOLSE_NWorNAA,FOL_Croatian_SOLSE_Tot,FOL_Croatian_NS,FOL_Croatian_Tot,FOL_Dutch_SEO,FOL_Dutch_SOLSE_VWorW,FOL_Dutch_SOLSE_NWorNAA,FOL_Dutch_SOLSE_Tot,FOL_Dutch_NS,FOL_Dutch_Tot,FOL_French_SEO,FOL_French_SOLSE_VWorW,FOL_French_SOLSE_NWorNAA,FOL_French_SOLSE_Tot,FOL_French_NS,FOL_French_Tot,FOL_German_SEO,FOL_German_SOLSE_VWorW,FOL_German_SOLSE_NWorNAA,FOL_German_SOLSE_Tot,FOL_German_NS,FOL_German_Tot,FOL_Greek_SEO,FOL_Greek_SOLSE_VWorW,FOL_Greek_SOLSE_NWorNAA,FOL_Greek_SOLSE_Tot,FOL_Greek_NS,FOL_Greek_Tot,FOL_IAL_Bengali_SEO,FOL_IAL_Bengali_SOLSE_VWorW,FOL_IAL_Bengali_SOLSE_NWorNAA,FOL_IAL_Bengali_SOLSE_Tot,FOL_IAL_Bengali_NS,FOL_IAL_Bengali_Tot,FOL_IAL_Hindi_SEO,FOL_IAL_Hindi_SOLSE_VWorW,FOL_IAL_Hindi_SOLSE_NWorNAA,FOL_IAL_Hindi_SOLSE_Tot,FOL_IAL_Hindi_NS,FOL_IAL_Hindi_Tot,FOL_IAL_Punjabi_SEO,FOL_IAL_Punjabi_SOLSE_VWorW,FOL_IAL_Punjabi_SOLSE_NWorNAA,FOL_IAL_Punjabi_SOLSE_Tot,FOL_IAL_Punjabi_NS,FOL_IAL_Punjabi_Tot,FOL_IAL_Sinhalese_SEO,FOL_IAL_Sinhalese_SOLSE_VWorW,FOL_IAL_Sinhale_SOLSE_NWorNAA,FOL_IAL_Sinhalese_SOLSE_Tot,FOL_IAL_Sinhalese_NS,FOL_IAL_Sinhalese_Tot,FOL_IAL_Urdu_SEO,FOL_IAL_Urdu_SOLSE_VWorW,FOL_IAL_Urdu_SOLSE_NWorNAA,FOL_IAL_Urdu_SOLSE_Tot,FOL_IAL_Urdu_NS,FOL_IAL_Urdu_Tot,FOL_IAL_Oth_SEO,FOL_IAL_Oth_SOLSE_VWorW,FOL_IAL_Oth_SOLSE_NWorNAA,FOL_IAL_Oth_SOLSE_Tot,FOL_IAL_Oth_NS,FOL_IAL_Oth_Tot,FOL_IAL_Tot_SEO,FOL_IAL_Tot_SOLSE_VWorW,FOL_IAL_Tot_SOLSE_NWorNAA,FOL_IAL_Tot_SOLSE_Tot,FOL_IAL_Tot_NS,FOL_IAL_Tot_Tot,FOL_Italian_SEO,FOL_Italian_SOLSE_VWorW,FOL_Italian_SOLSE_NWorNAA,FOL_Italian_SOLSE_Tot,FOL_Italian_NS,FOL_Italian_Tot,FOL_Japanese_SEO,FOL_Japanese_SOLSE_VWorW,FOL_Japanese_SOLSE_NWorNAA,FOL_Japanese_SOLSE_Tot,FOL_Japanese_NS,FOL_Japanese_Tot,FOL_Korean_SEO,FOL_Korean_SOLSE_VWorW,FOL_Korean_SOLSE_NWorNAA,FOL_Korean_SOLSE_Tot
POA3804,0,0,0,0,..,20,0,22,0,23,..,14,0,21,0,21,..,10,0,17,0,17,..,0,0,0,0,0,..,23,0,23,0,23,..,13,0,10,0,10,..,240,30,266,3,270,..,988,97,1088,8,1097,..,11,0,11,168,177,2766,995,97,1095,179,4043,2770,..,..,..,..,2770,..,7,0,7,0,7,..,64,5,68,0,68,..,0,0,0,0,0,..,14,3,19,0,19,..,68,34,100,0,105,..,14,0,13,0,13,..,91,43,133,0,131,..,37,0,39,0,39,..,11,4,16,0,16,..,11,3,15,0,15,..,23,0,19,0,19,..,45,0,51,0,52,..,4,0,4,0,4,..,34,3,43,0,43,..,44,5,50,0,50,..,35,0,32,0,32,..,24,0,25,0,25,..,12,0,12,0,12,..,150,11,157,0,157,..,91,17,102,0,107,..,3,0,8,0,8,..,0,0,0
POA3805,4,51,0,51,..,361,16,370,0,371,..,319,41,360,3,362,..,281,17,291,3,295,..,16,7,25,0,25,..,85,14,106,3,106,..,110,41,156,4,153,..,2615,568,3181,48,3226,..,8466,1286,9753,104,9853,..,51,18,68,1062,1133,17393,8516,1303,9822,1167,28381,17323,..,..,..,..,17323,..,49,0,50,0,50,..,365,76,436,3,444,..,0,0,0,0,0,..,130,48,180,0,180,..,378,195,578,0,573,..,143,54,193,0,196,..,654,296,949,3,954,..,127,19,150,3,151,..,47,0,47,0,47,..,186,6,190,0,189,..,66,0,63,0,63,..,221,25,241,0,247,..,40,3,42,0,42,..,375,26,401,0,401,..,397,48,449,5,449,..,739,78,813,3,818,..,136,13,148,3,149,..,156,17,180,0,180,..,1841,194,2035,12,2050,..,223,35,259,4,266,..,12,0,10,0,10,..,36,26,62
POA3806,0,30,0,30,..,206,4,213,0,213,..,154,17,173,3,170,..,194,3,195,3,200,..,15,0,18,0,18,..,36,5,45,0,42,..,44,11,56,0,56,..,862,127,984,16,1002,..,4661,542,5209,55,5260,..,51,9,55,805,865,17477,4710,557,5268,863,23607,18161,..,..,..,..,18161,..,90,0,90,0,90,..,178,27,209,7,209,..,3,0,3,0,3,..,92,20,109,0,109,..,544,222,759,4,766,..,44,16,55,0,55,..,677,252,929,4,925,..,68,7,72,3,78,..,78,5,80,0,82,..,120,3,130,0,127,..,85,0,85,0,87,..,121,11,133,0,136,..,80,0,81,0,77,..,215,14,231,0,235,..,137,23,153,0,159,..,637,30,671,3,670,..,100,13,116,0,113,..,116,17,130,3,135,..,1287,96,1380,10,1395,..,210,22,235,6,238,..,24,4,29,0,29,..,64,43,106
POA3807,0,3,0,3,..,9,0,9,0,9,..,17,4,15,0,15,..,3,0,3,0,3,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,3,0,3,..,34,13,47,0,47,..,232,34,261,0,264,..,8,0,8,127,140,3160,234,34,268,134,3561,3156,..,..,..,..,3156,..,6,0,6,0,6,..,5,0,5,0,5,..,0,0,0,0,0,..,6,0,6,0,3,..,18,6,19,0,19,..,0,0,0,0,0,..,21,6,29,0,30,..,8,0,8,0,8,..,7,0,7,0,7,..,9,0,9,0,9,..,6,0,6,0,6,..,3,0,3,0,3,..,4,0,4,0,4,..,3,0,3,0,3,..,5,0,5,0,5,..,11,0,14,0,14,..,0,0,0,0,0,..,3,0,3,0,3,..,29,0,31,0,31,..,25,3,24,0,24,..,0,0,0,0,0,..,3,0,4
POA3808,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,10,0,10,..,48,5,54,0,54,..,3,0,3,79,83,1429,51,5,56,79,1567,1324,..,..,..,..,1324,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,5,0,5,0,5,..,10,0,10,0,10,..,8,0,8,0,8,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,7,0,7,..,0,0,0,0,0,..,0,0,0
POA3809,0,4,0,4,..,39,0,39,0,40,..,12,0,16,0,16,..,28,0,28,0,28,..,0,0,0,0,0,..,3,0,3,0,3,..,4,0,4,0,4,..,107,16,121,3,124,..,603,49,653,9,662,..,4,0,3,146,154,2736,607,51,656,160,3554,2820,..,..,..,..,2820,..,9,0,9,0,9,..,39,0,39,0,39,..,0,0,0,0,0,..,8,0,10,0,14,..,32,7,35,0,35,..,0,0,0,0,0,..,43,13,54,0,55,..,4,0,8,0,8,..,6,0,6,0,6,..,23,0,22,0,22,..,6,0,6,0,6,..,11,0,8,0,12,..,14,0,14,0,14,..,37,0,40,0,39,..,34,11,41,0,47,..,85,7,90,0,90,..,11,0,11,0,11,..,55,8,65,0,65,..,237,22,261,3,264,..,19,0,18,0,18,..,6,0,6,0,6,..,3,3,3
POA3810,3,25,0,25,..,198,13,210,7,212,..,118,18,134,0,140,..,58,4,63,0,63,..,18,6,23,0,23,..,28,0,28,0,28,..,34,8,47,0,46,..,810,132,945,19,960,..,3149,376,3525,53,3571,..,57,15,68,1184,1257,18388,3206,386,3591,1240,23224,19492,..,..,..,..,19492,..,32,0,32,0,32,..,186,27,210,5,209,..,3,0,3,0,3,..,29,17,52,0,54,..,93,54,151,0,150,..,14,4,20,0,20,..,135,81,216,0,217,..,56,7,65,0,64,..,70,0,72,0,72,..,94,5,100,0,99,..,58,6,61,3,67,..,71,3,77,0,77,..,39,5,46,0,46,..,144,6,149,0,149,..,257,49,302,3,306,..,216,33,247,0,247,..,38,5,49,0,49,..,84,13,101,0,101,..,778,116,895,3,901,..,88,16,104,3,101,..,29,0,32,0,32,..,7,9,18
POA3812,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,29,4,30,0,37,..,3,0,3,51,56,1054,34,4,38,56,1147,1063,..,..,..,..,1063,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,7,0,4,0,4,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,8,0,8,..,0,0,0,0,0,..,0,0,0
POA3813,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,11,0,11,..,3,0,3,37,43,404,11,0,11,37,454,382,..,..,..,..,382,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0
POA3814,0,0,0,0,..,3,0,3,0,3,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,8,0,8,..,35,4,40,0,40,..,7,0,7,78,80,1013,42,4,47,78,1135,1006,..,..,..,..,1006,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,3,10,0,10,..,0,0,0,0,0,..,0,0,0
POA3815,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,4,..,25,0,32,0,30,..,0,0,0,95,96,1361,29,0,33,97,1490,1389,..,..,..,..,1389,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,4,0,4,..,7,0,7,0,7,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,12,3,11,0,11,..,0,0,0,0,0,..,0,0,0
POA3816,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,8,0,8,..,38,0,38,0,38,..,3,0,7,100,101,1201,43,4,45,103,1345,1237,..,..,..,..,1237,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,5,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0
POA3818,0,0,0,0,..,12,0,12,0,12,..,11,7,12,0,12,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,36,6,46,0,45,..,225,43,264,0,267,..,13,0,14,447,454,6140,232,38,277,442,6857,6515,..,..,..,..,6515,..,3,0,3,0,3,..,10,0,10,0,10,..,3,0,3,0,3,..,7,0,7,0,7,..,9,3,13,0,13,..,3,0,0,0,0,..,17,3,19,0,19,..,8,0,7,0,7,..,29,0,29,0,29,..,10,0,10,0,10,..,15,3,21,0,23,..,7,0,15,0,15,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,4,0,4,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,13,0,13,..,25,0,29,0,34,..,9,0,6,0,6,..,0,0,0
POA3820,0,0,0,0,..,12,0,12,0,12,..,8,0,8,0,8,..,0,0,0,0,0,..,3,3,7,0,7,..,0,0,0,0,0,..,4,5,5,0,5,..,64,14,77,0,77,..,332,51,388,6,395,..,30,3,39,396,436,6754,365,55,425,408,7588,7462,..,..,..,..,7462,..,8,0,8,0,8,..,6,0,3,0,3,..,0,0,0,0,0,..,10,3,8,0,8,..,43,24,66,0,66,..,3,0,3,0,3,..,55,21,75,0,75,..,9,0,10,0,10,..,18,0,21,0,21,..,10,0,10,0,10,..,17,0,17,0,21,..,12,0,14,0,14,..,4,0,4,0,4,..,4,0,4,0,4,..,24,3,22,0,22,..,13,0,13,0,13,..,4,0,4,0,4,..,3,0,6,0,6,..,50,4,51,0,51,..,36,3,42,0,42,..,7,3,6,0,6,..,0,0,0
POA3821,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,3,9,0,11,..,23,4,25,0,26,..,3,0,3,100,99,1295,25,4,26,96,1418,1379,..,..,..,..,1379,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0
POA3822,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,9,0,9,..,0,0,0,32,35,444,9,0,13,32,487,453,..,..,..,..,453,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,5,0,5,..,0,0,0,0,0,..,0,0,5,0,5,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
POA3823,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,14,0,14,0,12,..,0,0,0,48,54,848,12,0,12,49,913,845,..,..,..,..,845,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0
POA3824,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,13,3,14,0,14,..,76,7,91,3,88,..,3,0,3,190,197,2141,80,7,93,192,2426,2268,..,..,..,..,2268,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,9,0,9,0,12,..,24,3,28,3,28,..,3,0,3,0,3,..,0,0,0
POA3825,0,0,0,0,..,8,0,8,0,8,..,12,0,12,0,12,..,0,0,0,0,0,..,5,0,5,0,5,..,3,0,3,0,3,..,3,0,3,0,3,..,71,19,88,0,88,..,412,61,479,6,486,..,25,3,25,747,776,8714,442,66,503,755,9967,8948,..,..,..,..,8948,..,0,0,0,0,0,..,13,3,14,0,14,..,0,0,0,0,0,..,13,3,14,0,14,..,20,13,29,0,29,..,9,0,10,0,10,..,37,16,52,0,52,..,18,3,15,0,15,..,52,0,52,0,57,..,4,0,4,0,4,..,38,0,39,0,42,..,37,4,41,0,41,..,0,0,0,0,0,..,3,0,3,0,3,..,6,0,6,0,6,..,8,0,8,0,8,..,0,0,0,0,0,..,5,0,5,0,5,..,22,0,22,0,22,..,42,10,54,0,54,..,0,0,0,0,0,..,0,0,0
POA3831,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,14,4,17,0,17,..,3,0,3,70,71,769,21,4,23,70,861,752,..,..,..,..,752,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0
POA3832,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,17,18,100,0,0,0,17,114,108,..,..,..,..,108,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
POA3833,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,9,10,136,10,0,10,9,156,111,..,..,..,..,111,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
POA3835,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,16,0,16,..,0,0,0,4,4,220,9,0,16,4,240,215,..,..,..,..,215,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,3,7,0,7,..,0,0,0,0,0,..,0,0,0
POA3840,0,0,0,0,..,33,3,35,0,35,..,12,0,10,0,10,..,4,0,4,0,4,..,3,3,8,0,8,..,0,0,0,0,0,..,3,0,7,0,7,..,86,16,98,4,100,..,610,87,700,13,710,..,26,3,26,724,749,6690,639,88,727,734,8146,6810,..,..,..,..,6810,..,7,0,7,0,7,..,30,13,42,0,45,..,3,0,3,0,3,..,7,0,9,0,8,..,24,9,37,0,38,..,3,0,3,0,3,..,34,12,48,3,52,..,7,0,7,0,7,..,17,0,17,0,17,..,8,0,8,0,8,..,25,0,25,0,25,..,37,18,57,0,55,..,3,0,3,0,3,..,8,0,10,0,10,..,4,0,6,0,6,..,10,0,10,0,10,..,3,0,3,0,3,..,7,0,6,0,6,..,37,3,42,0,42,..,187,56,247,5,248,..,0,0,0,0,0,..,0,0,0
POA3842,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,3,0,3,..,17,5,22,0,22,..,151,23,167,3,169,..,4,0,4,230,233,1930,154,23,173,235,2335,2057,..,..,..,..,2057,..,0,0,0,0,0,..,3,0,7,0,7,..,0,0,0,0,0,..,6,0,6,0,6,..,24,9,30,0,30,..,3,0,3,0,3,..,31,9,38,0,38,..,0,0,0,0,0,..,15,0,15,0,15,..,0,0,3,0,3,..,10,0,10,0,10,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,5,0,5,0,5,..,0,0,0,0,0,..,16,0,16,0,16,..,4,3,8,0,8,..,0,0,0,0,0,..,3,0,0
