POA_CODE_2016,South_Africa_Before_1946,South_Africa_1946_1955,South_Africa_1956_1965,South_Africa_1966_1975,South_Africa_1976_1985,South_Africa_1986_1995,South_Africa_1996_2005,South_Africa_2006_2010,South_Africa_2011,South_Africa_2012,South_Africa_2013,South_Africa_2014,South_Africa_2015,South_Africa_2016,South_Africa_Yr_arrival_ns,South_Africa_Tot,Sri_Lanka_Before_1946,Sri_Lanka_1946_1955,Sri_Lanka_1956_1965,Sri_Lanka_1966_1975,Sri_Lanka_1976_1985,Sri_Lanka_1986_1995,Sri_Lanka_1996_2005,Sri_Lanka_2006_2010,Sri_Lanka_2011,Sri_Lanka_2012,Sri_Lanka_2013,Sri_Lanka_2014,Sri_Lanka_2015,Sri_Lanka_2016,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Thailand_Before_1946,Thailand_1946_1955,Thailand_1956_1965,Thailand_1966_1975,Thailand_1976_1985,Thailand_1986_1995,Thailand_1996_2005,Thailand_2006_2010,Thailand_2011,Thailand_2012,Thailand_2013,Thailand_2014,Thailand_2015,Thailand_2016,Thailand_Yr_arrival_ns,Thailand_Tot,FYROM_Before_1946,FYROM_1946_1955,FYROM_1956_1965,FYROM_1966_1975,FYROM_1976_1985,FYROM_1986_1995,FYROM_1996_2005,FYROM_2006_2010,FYROM_2011,FYROM_2012,FYROM_2013,FYROM_2014,FYROM_2015,FYROM_2016,FYROM_arrival_ns,FYROM_Tot,Turkey_Before_1946,Turkey_1946_1955,Turkey_1956_1965,Turkey_1966_1975,Turkey_1976_1985,Turkey_1986_1995,Turkey_1996_2005,Turkey_2006_2010,Turkey_2011,Turkey_2012,Turkey_2013,Turkey_2014,Turkey_2015,Turkey_2016,Turkey_Yr_arrival_ns,Turkey_Tot,United_Kingdom_Before_1946,United_Kingdom_1946_1955,United_Kingdom_1956_1965,United_Kingdom_1966_1975,United_Kingdom_1976_1985,United_Kingdom_1986_1995,United_Kingdom_1996_2005,United_Kingdom_2006_2010,United_Kingdom_2011,United_Kingdom_2012,United_Kingdom_2013,United_Kingdom_2014,United_Kingdom_2015,United_Kingdom_2016,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1946,USA_1946_1955,USA_1956_1965,USA_1966_1975,USA_1976_1985,USA_1986_1995,USA_1996_2005,USA_2006_2010,United_States_America_2011,United_States_America_2012,United_States_America_2013,United_States_America_2014,United_States_America_2015,United_States_America_2016,USA_year_of_arrival_ns,USA_Total,Vietnam_Before_1946,Vietnam_1946_1955,Vietnam_1956_1965,Vietnam_1966_1975,Vietnam_1976_1985,Vietnam_1986_1995,Vietnam_1996_2005,Vietnam_2006_2010,Vietnam_2011,Vietnam_2012,Vietnam_2013,Vietnam_2014,Vietnam_2015,Vietnam_2016,Vietnam_Yr_arrival_NS,Vietnam_Tot,Zimbabwe_Before_1946,Zimbabwe_1946_1955,Zimbabwe_1956_1965,Zimbabwe_1966_1975,Zimbabwe_1976_1985,Zimbabwe_1986_1995,Zimbabwe_1996_2005,Zimbabwe_2006_2010,Zimbabwe_2011,Zimbabwe_2012,Zimbabwe_2013,Zimbabwe_2014,Zimbabwe_2015,Zimbabwe_2016,Zimbabwe_Yr_arrival_NS,Zimbabwe_Tot,Born_elsewhere_Before_1946,Born_elsewhere_1946_1955,Born_elsewhere_1956_1965,Born_elsewhere_1966_1975,Born_elsewhere_1976_1985,Born_elsewhere_1986_1995,Born_elsewhere_1996_2005,Born_elsewhere_2006_2010,Born_elsewhere_2011,Born_elsewhere_2012,Born_elsewhere_2013,Born_elsewhere_2014,Born_elsewhere_2015,Born_elsewhere_2016,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1946,Tot_1946_1955,Tot_1956_1965,Tot_1966_1975,Tot_1976_1985,Tot_1986_1995,Tot_1996_2005,Tot_2006_2010,Tot_2011,Tot_2012,Tot_2013,Tot_2014,Tot_2015,Tot_2016,Tot_Yr_arrival_NS,Tot_Tot
POA3126,0,0,0,10,15,13,21,3,0,0,0,0,0,0,0,53,0,3,0,14,6,16,6,0,4,0,4,0,4,0,0,63,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,8,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,30,60,58,45,42,58,41,7,0,0,0,3,3,20,374,0,0,0,3,4,12,10,14,4,0,0,4,4,0,0,58,0,0,0,3,24,3,0,0,0,0,0,0,0,6,0,40,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,21,14,28,20,54,47,33,10,7,9,10,8,7,13,284,14,106,145,187,233,376,399,320,86,73,79,86,88,69,80,2328
POA3127,0,0,3,3,24,25,34,28,0,3,0,3,4,0,0,125,0,0,5,11,13,23,16,22,4,10,11,4,10,0,0,133,0,0,0,0,3,4,8,9,0,3,0,3,0,0,0,35,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,4,3,3,0,0,0,0,0,0,0,0,14,16,42,100,125,85,61,140,99,22,17,11,15,17,7,6,769,0,0,3,13,6,11,21,14,0,4,3,4,8,3,3,92,0,0,0,0,56,21,11,17,0,4,0,0,4,6,7,121,0,0,0,0,4,3,7,7,0,0,0,0,0,0,0,25,0,30,34,44,44,69,83,49,8,22,18,19,27,16,22,483,24,188,297,377,471,649,911,774,141,189,201,215,229,122,133,4920
POA3128,0,0,0,6,7,4,15,3,0,3,0,3,0,3,0,55,0,0,11,8,6,17,25,37,0,12,16,10,26,20,0,186,0,0,4,0,3,6,23,19,0,0,4,9,3,3,0,70,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,28,64,86,47,41,51,25,9,3,6,9,0,0,15,386,0,0,0,15,3,10,15,5,5,0,3,3,3,0,0,63,0,0,0,7,125,32,21,36,10,14,20,15,26,15,10,331,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,16,0,21,35,64,71,113,160,108,27,34,56,55,50,46,46,876,5,127,277,362,483,880,1405,1718,424,522,652,834,930,514,447,9587
POA3129,0,0,3,4,9,11,40,6,3,0,0,0,0,4,4,87,0,7,10,14,14,23,32,25,0,8,0,11,7,13,0,172,0,0,0,3,3,6,15,6,0,0,8,0,3,0,0,49,0,5,3,11,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,9,3,54,80,108,55,33,55,34,9,3,0,3,3,3,13,451,0,0,3,8,4,10,20,5,8,6,8,8,0,3,5,75,0,0,0,3,75,52,12,14,0,10,0,3,6,3,3,190,0,0,0,0,3,0,5,7,3,0,0,0,0,0,0,26,5,40,56,83,59,110,125,63,19,23,34,25,19,15,27,706,15,202,400,451,495,921,1282,1201,207,296,315,358,394,212,242,6988
POA3130,0,0,3,9,32,17,33,32,17,0,11,3,0,0,3,160,0,4,15,38,30,71,43,37,4,4,17,9,11,10,6,292,0,0,0,0,3,15,21,24,0,3,8,10,0,0,0,83,0,0,3,7,0,3,0,0,0,0,0,0,0,0,0,21,0,0,3,3,0,3,6,0,3,0,0,0,0,0,0,24,19,107,171,232,128,99,111,92,15,14,13,0,9,0,34,1060,0,0,5,10,13,15,29,14,3,3,10,15,3,0,0,109,0,0,0,6,188,102,31,23,4,7,3,7,9,4,9,384,0,0,0,0,6,4,4,9,0,0,0,0,0,0,0,21,3,60,79,109,148,153,148,120,34,24,27,35,32,31,29,1027,37,380,667,811,970,1461,1832,1644,301,363,409,421,378,244,305,10232
POA3131,0,0,3,12,33,14,34,27,3,3,4,0,3,4,3,131,0,0,4,23,16,44,45,57,8,8,11,11,17,10,4,255,0,0,0,3,20,12,27,27,9,3,6,3,0,3,3,110,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,7,3,3,0,0,0,0,0,0,0,15,4,91,125,139,65,54,67,39,7,27,7,0,8,0,16,653,0,0,0,5,3,9,17,8,0,0,4,0,4,0,0,59,0,0,0,6,236,112,25,41,10,7,0,7,4,6,12,468,0,0,0,0,3,3,3,9,3,0,0,4,4,0,0,30,0,48,54,97,174,175,135,139,24,31,26,49,42,32,33,1048,18,273,501,570,829,1137,1456,1494,271,343,334,354,392,164,217,8354
POA3132,0,0,0,3,12,10,34,20,3,5,3,6,3,6,0,98,0,0,6,7,4,22,13,11,0,0,4,6,9,3,0,94,0,0,0,0,7,7,10,11,0,0,0,3,6,0,0,42,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,16,0,54,99,114,76,50,74,38,8,14,3,9,5,3,10,567,0,3,0,0,3,6,13,4,0,6,0,4,0,0,0,52,0,0,0,0,83,43,15,14,3,3,4,5,0,4,3,174,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,0,19,14,75,83,100,109,114,0,27,20,23,25,15,20,644,5,194,284,366,432,656,969,946,147,196,206,219,226,95,136,5076
POA3133,0,0,0,5,19,12,36,28,3,0,8,0,0,0,0,117,0,4,14,34,23,69,90,61,11,19,4,3,19,7,8,357,0,0,0,0,5,9,13,10,3,3,0,0,6,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,17,7,83,177,180,96,72,83,56,21,8,8,4,10,0,16,828,0,0,3,7,10,14,20,9,0,8,0,7,0,0,0,85,0,0,0,4,144,85,19,18,9,5,3,3,0,4,6,297,0,0,0,0,0,0,6,4,3,0,0,0,0,0,0,18,0,57,72,115,165,154,119,90,17,18,16,14,11,8,16,872,15,364,634,660,795,1239,1538,1468,300,291,300,242,268,112,201,8406
POA3134,0,0,9,4,37,27,76,65,4,17,0,5,6,4,3,247,0,0,11,38,10,38,24,42,9,7,7,10,7,7,4,204,0,0,0,0,3,8,18,42,5,0,3,9,9,0,3,103,0,0,0,9,0,0,3,0,0,0,0,0,0,0,0,15,0,0,0,3,0,0,0,0,0,0,0,4,3,0,0,17,12,128,255,344,179,122,153,103,18,21,5,11,19,7,51,1426,0,8,0,11,5,24,37,17,6,3,7,0,0,0,0,121,0,0,0,0,84,46,25,14,0,3,8,0,0,3,3,186,0,0,0,0,7,0,9,12,0,0,0,4,0,0,0,41,3,52,71,122,150,144,196,267,75,99,106,67,100,54,41,1548,23,437,642,852,761,912,1367,1606,299,337,346,339,372,178,261,8727
POA3135,0,0,4,4,17,13,22,12,3,10,0,0,0,0,3,86,0,6,3,12,4,22,23,30,0,4,0,10,3,0,0,124,0,0,0,0,3,10,5,20,4,7,13,10,16,8,10,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,7,7,78,185,262,136,91,100,41,18,12,4,11,6,3,17,956,0,0,0,10,4,12,12,16,3,7,3,14,5,0,0,90,0,0,0,0,32,10,4,3,3,0,0,0,5,3,0,58,0,0,0,0,0,5,3,8,0,0,0,0,0,0,0,19,0,34,29,65,48,63,98,161,46,56,68,64,53,17,20,816,18,225,329,495,390,467,752,877,155,199,204,222,185,108,122,4757
POA3136,3,0,7,9,71,28,101,60,0,16,15,6,8,5,5,336,0,3,12,27,6,24,41,41,0,11,9,5,0,0,7,196,0,0,0,0,4,12,28,27,3,4,16,6,7,8,4,124,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,4,0,0,3,3,0,0,3,0,0,0,0,12,16,214,476,758,282,209,178,138,17,19,13,10,15,8,66,2419,0,0,4,17,14,21,33,10,11,4,4,4,7,0,0,119,0,0,0,0,34,18,20,14,0,4,0,0,0,5,3,101,0,0,0,0,0,0,7,11,0,0,0,8,0,0,3,37,7,69,77,156,132,143,214,405,69,123,143,102,98,61,40,1835,36,552,945,1330,863,880,1361,1536,265,322,354,294,291,164,240,9435
POA3137,0,0,0,8,12,9,19,8,4,0,0,0,0,0,0,66,0,0,4,6,3,15,3,3,0,4,0,0,0,0,0,41,0,0,0,0,0,0,4,8,0,0,3,4,0,4,0,32,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,52,173,347,115,59,49,31,3,4,0,0,12,0,24,876,0,0,0,3,0,0,3,11,0,0,4,0,0,0,0,26,0,0,0,0,6,12,0,11,0,0,0,0,3,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,11,19,28,23,42,50,93,3,19,15,3,6,9,17,336,12,177,377,503,249,278,244,303,28,45,43,35,32,17,105,2443
POA3138,0,0,0,6,31,32,55,32,3,0,0,0,3,0,0,167,0,0,3,11,6,10,12,18,0,3,7,3,3,0,0,76,0,0,0,0,3,4,11,16,0,3,0,0,4,0,0,45,0,0,3,8,0,7,0,0,0,0,0,0,0,0,0,10,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,6,4,70,241,458,157,98,88,50,9,14,7,10,4,0,21,1233,0,0,0,9,4,7,16,4,0,3,0,0,0,0,0,54,0,0,0,0,3,9,3,3,0,0,3,3,4,3,0,22,0,0,0,0,3,0,3,21,0,0,0,0,4,0,0,31,0,16,37,57,44,61,114,246,46,78,80,33,61,22,39,935,7,208,481,729,401,401,579,718,139,195,159,96,142,56,110,4411
POA3139,0,0,0,3,8,0,9,7,0,0,0,0,0,0,0,29,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,4,3,0,3,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,130,258,94,62,41,34,3,0,6,3,0,0,29,727,0,0,3,3,3,0,8,6,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,18,29,33,32,16,16,12,0,0,0,0,0,0,0,156,3,181,278,386,240,141,138,106,7,11,5,17,4,3,63,1594
POA3140,0,0,3,5,27,14,24,23,0,0,0,7,0,0,0,101,0,0,0,11,0,10,6,5,0,4,0,5,0,0,0,44,0,0,0,0,3,4,12,3,0,0,0,0,3,0,5,27,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,4,58,182,350,122,82,82,46,7,10,0,13,6,3,26,987,0,0,4,6,3,4,5,3,0,0,0,0,0,3,0,36,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,11,34,49,36,31,54,67,0,6,6,9,4,4,18,337,9,230,424,563,300,259,312,266,32,47,47,69,28,22,72,2683
POA3141,0,3,8,3,15,26,46,25,13,6,13,10,9,6,7,198,0,0,5,16,5,26,28,21,0,4,3,10,9,3,0,127,0,0,0,0,9,6,22,33,7,11,4,11,11,10,4,128,0,0,0,3,0,4,0,3,3,0,0,0,0,0,0,16,0,0,0,13,3,10,3,8,0,0,3,3,3,0,0,44,9,39,81,136,94,101,119,145,55,67,93,100,161,92,60,1345,0,0,3,12,11,26,40,34,12,9,31,26,51,24,3,281,0,0,0,3,50,38,16,17,12,7,4,11,18,16,9,192,0,0,0,0,0,0,11,5,0,6,0,0,0,0,0,26,3,33,52,86,98,323,257,265,84,92,97,120,188,116,42,1855,19,165,314,452,488,962,1213,1423,467,575,696,833,1151,610,306,9670
POA3142,0,3,3,9,30,38,31,15,0,0,3,3,0,0,3,137,0,3,8,12,11,12,3,4,0,0,0,0,0,0,0,62,0,0,0,0,0,0,7,9,0,0,3,3,0,0,3,28,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,10,44,65,79,55,41,61,31,6,14,18,4,13,11,13,467,0,0,3,17,15,14,17,19,0,0,8,8,3,0,5,115,0,0,0,0,19,5,0,10,0,0,0,4,0,0,0,45,0,0,0,0,7,3,0,5,3,0,0,0,0,0,0,16,17,102,63,58,84,83,81,58,11,17,24,30,22,21,15,687,88,357,276,363,384,457,538,397,89,115,131,166,154,83,97,3690
POA3143,0,0,0,9,20,17,12,6,3,4,0,5,3,0,0,70,0,0,0,12,3,10,4,5,0,0,0,0,3,3,4,46,0,0,0,0,0,3,3,13,0,5,3,3,3,7,5,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,11,8,23,38,62,48,35,39,34,16,14,14,23,13,5,4,368,0,0,0,9,12,10,14,16,9,3,7,3,3,0,0,91,0,0,0,3,8,8,4,12,0,0,3,0,0,3,0,40,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,3,44,33,32,42,67,60,70,10,20,25,27,21,19,11,481,24,127,204,220,214,307,346,360,85,115,111,154,137,96,68,2573
POA3144,0,0,3,3,22,27,21,4,0,0,0,0,8,0,3,97,0,5,3,6,0,4,5,0,0,0,0,0,0,3,0,36,0,0,0,0,0,0,4,0,0,0,0,3,0,0,3,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,10,35,61,69,51,45,57,42,9,19,14,14,9,3,11,450,0,0,4,10,11,8,19,4,3,8,0,3,3,0,0,77,0,0,0,0,9,3,3,7,0,0,0,0,6,0,0,35,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,11,3,34,25,40,26,49,53,38,4,7,26,12,20,9,10,345,35,158,257,270,222,282,321,337,74,94,105,130,148,59,63,2554
POA3145,0,0,0,8,42,39,38,25,7,0,0,0,0,0,4,168,0,0,3,34,19,31,25,40,9,10,15,16,15,9,3,226,0,0,0,0,3,8,12,15,0,4,4,10,13,14,3,90,0,0,3,3,4,3,3,3,0,0,0,0,0,0,0,14,0,0,0,13,3,3,3,0,0,0,0,0,0,0,0,20,12,50,93,114,62,77,92,82,11,8,12,9,11,7,20,673,0,3,3,16,16,11,19,18,0,7,4,12,4,0,7,115,0,0,0,0,85,26,16,22,3,9,11,12,9,10,5,202,0,0,0,0,0,3,5,6,0,0,0,0,0,0,0,16,3,51,53,83,69,114,82,112,19,28,43,44,55,40,22,828,17,250,568,569,528,726,834,916,220,311,349,594,761,520,274,7428
POA3146,0,3,4,3,32,40,39,26,0,0,3,5,6,0,3,160,0,0,8,44,20,37,20,29,4,0,3,8,8,8,5,192,0,0,0,3,4,11,13,13,0,9,3,5,3,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,0,0,0,0,0,0,3,0,27,13,56,108,188,98,99,139,96,27,28,18,14,23,3,31,934,0,3,3,17,6,19,45,16,3,3,4,13,17,4,6,167,0,0,0,9,71,23,5,14,3,0,3,3,13,0,6,150,0,0,0,0,8,0,7,5,0,0,0,0,0,0,0,17,4,42,65,86,70,142,125,132,15,21,27,38,31,39,24,874,22,246,519,643,632,923,1053,964,172,239,224,305,344,186,180,6651
POA3147,0,0,5,9,11,14,31,9,0,3,9,0,3,0,3,95,0,3,7,20,12,23,36,28,4,8,10,4,12,9,5,167,0,0,0,3,3,7,12,10,0,0,3,0,0,3,0,45,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,9,6,3,3,3,0,0,0,0,0,0,0,29,4,35,57,90,44,45,60,33,13,11,19,5,7,9,5,439,0,0,0,12,6,9,26,11,4,3,0,4,3,0,0,83,0,0,0,0,74,36,7,6,7,0,7,0,3,9,0,154,0,0,0,0,3,0,3,4,0,0,0,0,0,0,0,9,0,17,43,62,66,132,145,76,22,11,5,21,16,17,26,669,8,136,293,390,445,732,857,595,127,155,190,141,160,134,149,4517
POA3148,0,0,0,3,10,16,3,0,0,0,0,0,0,3,0,41,0,0,4,10,10,34,45,61,11,8,14,25,14,29,8,264,0,0,0,0,3,9,14,11,5,0,0,3,15,4,10,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,25,29,18,12,16,15,0,3,5,0,0,3,8,146,0,0,0,0,0,8,3,0,0,0,0,0,3,0,0,22,0,0,0,6,69,17,13,11,0,0,4,3,3,11,3,131,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,8,23,56,64,128,113,78,19,17,7,16,24,11,24,586,0,77,256,310,292,528,753,683,131,134,165,210,224,148,147,4077
POA3149,0,0,4,8,24,21,65,46,3,3,7,0,3,6,0,200,0,3,17,65,67,215,289,269,52,74,80,71,92,85,31,1418,0,0,0,3,7,14,23,20,0,8,3,3,3,3,3,89,0,3,0,11,3,0,0,0,0,0,0,0,0,0,0,14,0,0,0,9,3,0,4,3,0,0,0,0,0,0,0,24,4,118,164,177,96,77,90,55,24,14,20,17,12,19,23,891,0,0,3,11,15,15,36,18,5,4,6,7,7,0,5,123,0,0,0,14,159,97,27,21,5,9,6,5,7,7,7,356,0,0,0,0,3,0,7,6,0,0,0,0,0,0,0,12,6,73,102,133,138,230,229,179,35,29,28,40,47,49,39,1356,23,485,950,946,1028,2092,2798,2464,539,515,656,589,704,440,407,14647
POA3150,0,0,10,17,40,57,140,72,12,12,3,4,14,16,0,395,0,5,44,151,155,589,507,612,88,98,99,122,145,75,45,2730,0,3,0,11,3,23,28,23,4,7,6,3,3,8,3,122,0,0,0,14,0,4,0,0,0,0,0,0,0,0,0,27,0,0,0,95,74,46,9,4,0,0,0,3,0,0,10,249,21,178,298,366,176,160,169,109,14,45,18,22,20,7,55,1664,0,0,0,16,16,15,44,21,13,5,8,10,13,10,9,188,0,0,0,15,497,231,61,49,12,14,7,12,11,8,26,941,0,0,0,3,4,3,16,12,0,3,0,0,0,0,0,50,9,107,200,355,334,566,502,299,59,76,63,46,74,56,64,2805,49,751,1624,2220,2675,5262,5710,4897,1095,1141,1243,1420,1402,796,855,31135
POA3151,0,0,0,3,5,3,4,8,0,0,0,0,0,0,0,34,0,0,4,11,20,64,43,62,5,16,23,24,31,16,13,328,0,0,0,0,0,3,9,3,3,0,0,3,0,0,0,27,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,3,27,52,31,18,16,10,8,0,0,0,0,0,3,9,178,0,0,3,6,0,9,9,0,0,3,0,0,0,0,0,30,0,0,0,3,128,50,14,9,0,7,6,0,6,3,5,235,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,16,0,32,42,50,58,77,76,36,6,8,10,15,20,8,10,442,9,188,448,348,428,708,742,672,158,181,212,207,282,197,176,4946
POA3152,0,0,6,4,60,39,69,27,0,5,0,6,0,0,0,221,0,0,12,70,62,218,249,169,14,13,14,22,21,6,20,897,0,0,0,0,9,10,21,21,0,7,3,0,3,0,0,73,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,9,3,3,4,0,0,0,0,0,0,0,0,23,11,138,269,375,179,103,69,51,17,16,8,6,13,4,45,1290,0,0,0,0,7,10,19,12,3,0,0,0,9,4,5,77,0,0,0,5,226,132,36,29,3,3,0,0,3,3,12,458,0,0,0,3,9,0,4,4,0,3,6,0,0,0,0,24,4,118,120,201,265,301,263,100,21,34,21,10,21,7,43,1535,28,497,815,1146,1467,2190,2578,2203,351,391,338,337,356,163,357,13220
POA3153,0,0,0,5,24,26,30,21,4,3,0,8,7,0,3,130,0,0,3,16,7,40,27,90,14,6,3,0,5,6,3,218,0,0,0,0,3,17,15,22,0,8,3,5,4,3,0,84,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,13,4,71,204,283,84,72,60,38,18,4,0,12,0,0,24,878,0,3,0,7,0,8,13,8,0,7,3,0,3,0,0,50,0,0,0,0,40,61,27,26,5,0,6,0,3,0,9,176,0,0,0,0,0,0,3,5,0,4,0,0,0,0,0,19,14,48,60,97,87,135,129,130,18,29,20,18,19,12,23,829,19,273,481,618,463,759,926,1077,189,177,150,123,141,80,146,5616
POA3154,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,4,4,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,38,96,47,35,36,17,7,0,0,3,0,0,14,294,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,6,12,6,4,16,13,3,0,4,0,0,3,0,17,82,0,42,116,134,81,90,100,48,12,7,4,8,12,0,68,724
POA3155,0,0,0,9,36,17,28,14,3,3,0,0,0,0,0,115,0,0,11,13,9,27,62,69,10,18,9,4,5,3,0,242,0,0,0,0,3,9,21,20,3,0,4,3,5,8,3,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,3,97,271,392,151,110,76,58,8,8,3,0,5,0,42,1215,0,0,0,7,6,5,13,13,6,0,0,4,5,3,0,65,0,0,0,0,11,25,16,15,0,4,0,3,0,0,0,85,0,0,0,0,5,0,0,4,0,0,0,0,4,0,0,11,3,35,53,78,64,94,130,96,14,11,8,18,4,6,24,643,21,277,562,685,484,627,867,917,135,135,134,137,101,69,160,5315
POA3156,0,0,6,19,59,49,51,46,0,5,4,0,3,4,4,246,0,0,12,41,21,69,109,99,15,18,19,4,8,7,7,431,0,0,0,4,6,11,7,16,4,3,5,0,0,3,3,67,0,0,4,6,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0,12,4,7,0,0,0,0,0,0,0,0,0,24,3,151,352,588,266,202,145,105,19,21,15,11,0,9,68,1955,0,0,3,18,10,18,36,16,0,0,8,0,0,0,0,115,0,0,0,0,51,28,15,12,0,4,0,3,5,0,6,127,0,0,0,0,3,0,8,9,4,0,0,0,0,0,0,28,3,39,93,190,161,210,185,98,17,23,9,13,11,5,21,1096,11,430,923,1317,954,1163,1291,1213,218,220,183,137,119,77,237,8507
POA3158,0,0,0,10,6,3,10,4,0,0,0,3,0,0,0,38,0,0,0,5,0,3,4,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,88,123,35,40,62,42,0,9,3,5,0,0,5,437,0,0,0,3,4,0,8,3,0,0,0,0,5,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,16,28,19,20,30,13,5,3,8,0,0,0,0,149,0,70,160,222,123,119,185,119,12,28,16,17,13,10,19,1112
POA3159,0,0,0,0,6,5,3,3,0,0,0,0,0,0,0,16,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,15,50,25,23,25,16,4,0,0,0,3,0,0,168,0,0,0,7,3,0,12,0,0,0,0,0,0,0,4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,9,7,9,13,4,10,0,0,0,0,0,0,0,53,0,32,46,79,67,57,61,48,8,0,0,0,3,0,10,404
