POA_CODE_2016,P_AdvDi_Di_AdvDi_AsDe_Mng,P_AdvDi_Di_AdvDi_AsDe_Pro,P_AdvDi_Di_AdvDi_AsDe_TTW,P_AdvDi_Di_AdvDi_AsDe_CPS,P_AdvDi_Di_AdvDi_AsDe_CA,P_AdvDi_Di_AdvDi_AsDe_Sal,P_AdvDi_Di_AdvDi_AsDe_MOD,P_AdvDi_Di_AdvDi_AsDe_Lab,P_AdvDi_Di_AdvDi_AsDe_IDNS,P_AdvDi_Di_AdvDi_AsDe_Tot,P_AdvDi_Di_Dip_Mng,P_AdvDi_Di_Dip_Pro,P_AdvDi_Di_Dip_TTW,P_AdvDi_Di_Dip_CPS,P_AdvDi_Di_Dip_CA,P_AdvDi_Di_Dip_Sal,P_AdvDi_Di_Dip_MOD,P_AdvDi_Di_Dip_Lab,P_AdvDi_Di_Dip_IDNS,P_AdvDi_Di_Dip_Tot,P_Cert_CertIII_IV_Mng,P_Cert_CertIII_IV_Pro,P_Cert_CertIII_IV_TTW,P_Cert_CertIII_IV_CPS,P_Cert_CertIII_IV_CA,P_Cert_CertIII_IV_Sal,P_Cert_CertIII_IV_MOD,P_Cert_CertIII_IV_Lab,P_Cert_CertIII_IV_IDNS,P_Cert_CertIII_IV_Tot,P_Cert_CertI_II_Mng,P_Cert_CertI_II_Pro,P_Cert_CertI_II_TTW,P_Cert_CertI_II_CPS,P_Cert_CertI_II_CA,P_Cert_CertI_II_Sal,P_Cert_CertI_II_MOD,P_Cert_CertI_II_Lab,P_Cert_CertI_II_IDNS,P_Cert_CertI_II_Tot,P_Cert_Cert_nfd_Mng,P_Cert_Cert_nfd_Pro,P_Cert_Cert_nfd_TTW,P_Cert_Cert_nfd_CPS,P_Cert_Cert_nfd_CA,P_Cert_Cert_nfd_Sal,P_Cert_Cert_nfd_MOD,P_Cert_Cert_nfd_Lab,P_Cert_Cert_nfd_IDNS,P_Cert_Cert_nfd_Tot,P_LE_ID_Mng,P_LE_ID_Pro,P_LE_ID_TTW,P_LE_ID_CPS,P_LE_ID_CA,P_LE_ID_Sal,P_LE_ID_MOD,P_LE_ID_Lab,P_LE_ID_IDNS,P_LE_ID_Tot,P_LE_NS_Mng,P_LE_NS_Pro,P_LE_NS_TTW,P_LE_NS_CPS,P_LE_NS_CA,P_LE_NS_Sal,P_LE_NS_MOD,P_LE_NS_Lab,P_LE_NS_IDNS,P_LE_NS_Tot,P_Tot_Mng,P_Tot_Pro,P_Tot_TTW,P_Tot_CPS,P_Tot_CA,P_Tot_Sal,P_Tot_MOD,P_Tot_Lab,P_Tot_IDNS,P_Tot_Tot
POA3363,9,22,9,11,14,4,0,3,3,76,8,15,13,21,19,4,0,9,0,87,48,8,152,34,34,20,28,42,8,371,0,0,5,3,5,4,3,0,0,20,5,3,0,9,5,0,0,3,0,23,3,0,0,0,0,0,0,0,0,9,0,3,10,6,0,3,3,7,3,39,105,178,195,111,109,45,37,63,15,865
POA3364,13,14,3,9,9,8,3,0,0,54,12,8,6,11,3,0,3,3,0,56,58,8,78,13,17,5,23,28,3,234,3,0,0,0,4,0,0,0,0,15,3,3,4,3,5,0,3,3,0,27,0,3,0,0,0,0,0,0,0,8,12,4,3,3,5,3,3,3,0,30,149,162,104,48,63,21,40,50,4,655
POA3370,8,5,0,3,3,7,0,3,0,30,3,4,7,12,6,3,3,3,3,49,19,10,66,23,9,9,6,19,0,168,3,0,3,3,0,0,0,3,0,13,3,3,3,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,3,6,0,3,0,0,11,3,25,53,98,86,57,38,24,16,41,9,428
POA3371,3,3,0,0,3,3,0,0,0,14,3,3,0,8,0,0,0,0,0,17,12,0,28,11,14,3,13,11,3,86,0,0,0,0,0,3,0,3,0,9,0,0,3,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,23,29,32,27,21,12,14,15,3,184
POA3373,4,0,0,9,6,3,0,3,0,34,13,8,3,25,11,4,3,3,0,78,42,8,52,31,14,14,22,31,3,208,0,0,0,7,0,0,0,0,0,14,0,0,0,3,0,0,0,0,0,8,3,0,0,0,0,0,0,3,0,4,5,0,4,3,3,0,3,3,3,34,108,83,64,83,43,19,35,51,11,503
POA3374,7,3,0,3,0,0,0,0,0,8,0,3,6,0,0,0,0,0,0,11,7,3,20,9,0,0,0,3,0,52,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,12,28,30,28,23,9,6,4,7,3,129
POA3375,3,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,11,0,3,0,0,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8,26,16,4,3,0,0,0,0,0,57
POA3377,31,38,13,50,19,3,0,3,0,167,24,28,15,57,33,16,3,18,6,198,120,41,276,228,60,53,68,117,18,972,5,4,4,10,9,11,4,9,0,54,7,3,3,40,5,5,3,13,0,87,4,0,3,3,3,3,0,14,3,36,17,9,18,22,11,12,5,29,7,127,298,473,343,468,162,110,96,221,35,2219
POA3378,8,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,3,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,9,3,4,0,0,0,5,0,56
POA3379,8,0,0,0,0,0,0,0,0,17,10,0,0,3,4,0,0,0,0,15,24,0,9,3,0,0,0,6,0,49,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,3,0,10,84,30,11,14,16,3,0,12,0,167
POA3380,18,23,9,23,8,4,3,4,4,100,14,24,12,57,23,7,3,3,3,138,69,15,181,131,40,42,53,90,9,624,0,0,0,12,5,9,5,5,0,41,6,0,3,19,8,3,3,10,0,51,3,3,4,5,5,0,0,8,0,25,10,3,7,22,5,9,0,30,5,83,168,271,227,291,101,87,67,158,22,1393
POA3381,12,4,3,3,7,4,0,3,0,36,14,5,5,7,5,3,0,0,0,37,24,6,32,18,10,4,9,16,0,125,0,0,0,0,0,0,0,0,0,11,10,0,0,4,3,0,0,0,0,21,4,0,0,0,0,0,0,0,0,10,0,0,0,4,0,0,0,0,0,5,100,103,50,62,30,24,6,25,3,399
POA3384,4,0,0,0,0,0,0,0,0,10,3,0,0,7,0,0,0,0,0,17,18,0,15,10,7,3,0,5,0,56,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,4,0,0,3,12,35,20,17,19,15,3,10,13,4,138
POA3385,4,0,0,3,0,0,3,0,0,17,4,0,0,4,0,3,0,3,0,16,19,3,19,12,7,3,5,9,0,74,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,11,48,20,23,24,9,5,10,19,0,154
POA3387,4,0,0,3,3,0,0,0,0,7,5,0,0,0,0,0,0,4,0,7,17,0,4,8,0,0,3,8,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,35,6,6,15,6,0,3,16,0,85
POA3388,13,3,0,0,4,0,0,0,0,25,3,0,5,5,0,0,0,0,0,11,17,4,9,3,8,0,0,5,0,51,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7,48,41,14,10,11,3,3,3,0,138
POA3390,6,5,3,6,0,0,0,0,0,25,0,3,3,7,0,0,0,0,0,12,29,4,21,15,5,3,9,10,3,94,0,0,0,0,0,0,0,4,0,6,0,3,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,3,0,11,51,50,27,39,19,7,10,14,5,226
POA3391,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,10,0,3,4,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,14,3,3,5,3,0,0,8,0,41
POA3392,3,3,0,0,0,0,0,0,0,14,3,3,0,5,3,0,0,0,0,14,15,0,10,9,4,0,7,11,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,14,32,16,12,16,9,5,6,13,0,115
POA3393,14,13,3,13,4,3,0,3,0,60,15,11,0,13,3,0,0,4,0,50,54,14,90,50,22,14,16,26,8,293,3,0,3,9,4,3,0,0,0,21,7,0,0,4,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,7,3,3,10,3,0,0,8,0,36,116,141,104,120,44,31,19,45,15,628
POA3395,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,29,0,6,3,0,0,0,3,0,43,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,3,10,35,5,9,5,3,3,3,3,3,77
POA3396,3,3,0,3,0,0,0,0,0,11,3,4,0,12,3,0,0,0,0,23,19,8,17,10,5,3,9,9,0,88,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,12,35,48,17,30,9,3,11,18,0,176
POA3400,59,72,11,51,43,20,4,14,0,268,61,85,27,117,77,31,5,8,7,417,204,75,592,232,173,141,120,122,15,1671,7,9,11,13,34,16,0,17,0,107,16,12,15,34,24,17,3,15,0,136,9,11,0,5,3,5,5,0,0,35,11,17,15,16,18,21,9,25,14,151,515,1109,688,563,442,276,161,212,50,4017
POA3401,39,37,10,22,17,9,0,5,4,135,40,34,13,21,26,8,3,3,0,143,140,24,201,51,39,29,45,49,12,588,3,0,0,3,6,5,0,3,0,29,15,6,3,5,18,0,3,3,0,57,9,0,0,3,0,0,0,0,0,18,24,3,12,4,12,3,0,9,3,73,343,312,246,142,146,62,62,80,23,1412
POA3407,13,0,0,0,3,0,0,0,0,14,7,0,3,7,3,0,0,0,0,19,15,0,12,4,0,0,9,3,0,48,0,0,0,3,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,50,14,11,14,7,4,10,8,0,118
POA3409,6,0,0,0,0,0,0,3,0,14,6,6,0,4,0,0,0,0,0,20,34,3,33,11,9,3,8,4,0,103,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,11,74,60,42,31,16,11,7,18,6,260
POA3412,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,3,0,0,11,0,0,0,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,13,15,3,14,0,0,6,10,3,60
POA3413,5,4,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,0,0,7,9,0,3,0,0,0,0,4,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24,14,3,3,3,0,3,4,0,61
POA3414,6,8,0,4,3,3,0,0,0,33,8,13,5,14,10,0,0,3,0,56,30,13,50,25,8,5,25,18,0,167,0,0,0,0,4,0,0,0,0,8,3,5,0,6,0,0,4,5,0,18,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,7,0,0,17,68,92,60,54,33,14,37,25,3,382
POA3415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,4,0,0,19
POA3418,16,10,0,5,3,3,0,3,0,51,9,4,4,13,12,3,3,5,0,62,75,5,91,45,28,6,22,39,3,321,3,0,5,3,8,3,0,3,0,25,4,0,0,3,3,3,3,6,0,33,3,0,0,0,0,0,0,0,0,0,17,3,0,5,0,3,3,11,4,45,164,134,116,83,75,30,36,77,7,713
POA3419,10,4,0,3,0,0,0,0,0,16,0,0,0,3,3,3,0,0,0,14,30,3,21,13,4,4,6,16,0,103,0,0,0,0,0,0,4,0,0,9,0,4,0,4,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,13,57,59,25,24,14,10,12,23,0,233
POA3420,3,0,0,0,0,0,0,0,0,5,5,0,0,3,0,0,0,0,0,10,21,0,0,4,0,0,3,0,0,30,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,36,10,0,3,4,0,3,7,0,69
POA3423,0,0,0,0,0,0,0,0,0,4,0,3,3,7,0,0,0,0,0,11,13,0,3,4,3,0,4,4,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,17,10,13,7,3,4,12,0,79
POA3424,5,3,0,0,0,0,0,0,0,6,0,4,0,3,0,0,0,0,0,7,26,4,8,12,6,0,9,9,0,75,3,0,0,0,0,0,0,3,0,9,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,38,47,11,24,13,4,9,17,0,165
POA3427,9,9,4,9,14,8,0,0,0,62,12,9,15,29,22,4,3,0,0,102,39,15,147,34,53,24,34,34,9,388,0,3,0,0,5,3,0,0,0,13,3,0,3,3,8,5,3,3,0,36,0,3,0,0,0,0,0,0,0,8,12,3,8,10,15,4,3,5,8,60,113,172,186,106,145,57,48,59,17,896
POA3428,0,3,3,3,3,0,0,0,0,16,0,9,4,3,3,3,0,0,0,20,16,0,40,0,3,4,8,5,7,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,12,27,37,47,16,15,16,12,8,6,183
POA3429,120,203,88,128,153,55,25,31,9,809,197,204,113,347,264,125,40,43,10,1331,439,186,1861,585,513,280,407,359,47,4681,14,18,23,32,61,34,17,35,0,233,35,27,29,86,88,48,26,23,4,369,15,19,14,22,23,9,13,3,3,113,31,37,33,58,45,35,33,36,18,330,1349,2598,2289,1559,1505,726,606,586,130,11345
POA3430,3,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,3,0,12,3,0,3,4,3,0,34,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,17,9,22,9,4,7,8,11,5,82
POA3431,18,32,8,14,13,4,3,5,0,98,21,23,18,34,35,4,8,8,0,157,67,25,241,60,54,9,33,33,4,527,0,0,5,3,3,0,0,5,0,24,9,4,7,16,10,4,0,0,0,52,0,9,4,4,0,0,0,0,0,16,0,5,3,3,4,0,0,4,4,31,188,379,303,191,174,49,49,65,12,1416
POA3432,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,3,0,9,5,3,0,0,4,0,24,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,8,6,8,8,0,4,7,0,54
POA3433,6,0,0,0,3,0,0,0,0,9,3,0,0,0,0,0,0,0,0,8,0,0,13,3,0,0,4,3,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,12,21,5,10,3,6,9,0,74
POA3434,32,32,15,21,20,6,6,4,0,136,27,41,13,42,36,11,3,12,0,178,50,32,281,66,57,34,53,62,8,646,0,0,3,4,7,3,4,0,0,23,7,8,3,9,15,11,3,7,0,65,3,8,0,0,3,0,0,3,0,17,3,3,14,10,3,9,14,12,8,69,210,345,345,188,175,94,86,101,23,1568
POA3435,12,23,4,8,11,0,0,3,0,71,13,12,6,22,11,9,0,4,0,77,36,19,162,38,22,16,37,37,8,379,0,0,0,3,5,3,0,4,0,21,7,4,3,5,5,0,0,4,0,24,0,3,3,0,3,0,0,0,0,13,6,3,5,3,5,4,0,11,3,52,134,222,190,99,90,48,42,68,18,903
POA3437,55,89,22,26,35,10,6,9,3,256,56,68,44,83,80,26,4,6,4,383,130,61,525,105,119,60,57,85,12,1161,3,3,3,7,12,12,0,3,0,53,9,8,6,19,29,16,10,8,0,105,5,10,0,4,8,0,0,4,0,31,6,23,11,16,15,13,3,7,0,83,547,1095,662,377,433,182,93,133,35,3545
POA3438,18,18,0,8,5,3,0,3,0,57,19,8,7,24,18,5,3,3,0,88,40,14,98,32,28,12,25,12,4,274,0,0,0,4,0,4,0,0,0,16,7,3,3,6,7,3,0,0,0,25,0,0,3,0,0,0,0,0,0,14,0,0,3,3,9,0,3,0,0,17,151,224,128,96,98,43,31,27,6,809
POA3440,16,26,10,5,9,7,0,0,0,63,12,21,7,14,4,3,0,4,0,59,21,4,86,17,13,14,7,11,3,178,3,0,0,0,4,0,0,0,0,10,3,3,0,4,5,0,0,3,0,17,3,0,3,0,0,0,0,0,0,4,3,3,3,6,3,0,0,0,5,25,120,276,116,68,61,32,13,26,8,718
POA3441,7,16,0,4,3,3,0,0,0,41,6,5,3,9,3,0,0,0,0,28,24,6,35,10,12,7,3,8,0,97,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,12,0,4,0,0,0,0,0,0,0,4,7,6,3,0,0,4,0,0,0,25,102,197,51,45,42,27,6,11,11,493
POA3442,38,51,23,35,24,18,0,4,3,196,39,47,19,43,29,13,3,11,4,203,66,38,262,79,43,42,30,41,7,602,3,3,0,9,8,8,0,7,0,38,4,4,4,14,7,3,4,11,0,60,5,4,0,5,0,0,0,0,0,22,0,12,3,14,9,5,3,6,4,66,430,878,365,300,228,125,51,94,36,2512
POA3444,33,52,30,34,31,13,3,9,0,205,30,41,25,64,48,20,9,13,5,253,117,31,338,115,59,51,64,96,18,887,12,5,0,7,14,3,3,14,0,63,19,4,9,23,12,3,6,11,0,97,3,15,3,0,3,0,3,10,0,41,13,15,13,15,9,8,8,25,12,112,447,744,469,340,259,129,104,210,39,2734
POA3446,6,6,3,0,3,0,0,4,0,22,3,3,0,3,3,0,0,0,0,14,16,7,53,22,3,10,9,14,0,144,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3,0,6,3,0,0,0,3,0,20,52,94,66,43,26,16,17,30,4,345
POA3447,0,4,0,3,0,0,0,0,0,6,3,0,0,0,4,0,0,0,0,13,4,0,22,6,3,3,0,3,0,50,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,45,31,20,17,3,3,7,0,141
POA3448,4,3,0,3,3,0,0,0,3,23,4,4,3,7,4,3,0,3,0,24,8,0,20,16,16,3,8,8,3,89,0,0,0,3,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,5,0,0,7,58,66,33,36,32,11,16,21,4,277
POA3450,10,53,8,22,8,12,0,8,0,134,19,33,16,33,32,11,3,10,0,154,51,21,145,64,29,19,22,52,9,413,0,0,0,3,0,3,3,3,0,13,4,5,7,10,6,6,4,3,0,43,4,10,0,3,0,0,0,0,4,21,12,9,7,14,5,4,5,13,3,71,233,733,233,236,152,83,43,131,20,1862
POA3451,12,47,11,16,20,13,3,6,0,124,20,19,20,30,13,6,3,9,0,112,56,24,212,90,34,20,34,60,4,533,3,3,3,11,3,4,4,4,0,40,3,0,3,6,3,8,3,5,0,31,0,3,4,0,0,0,3,4,0,10,12,15,5,13,8,3,3,11,3,64,195,463,277,207,120,68,54,106,22,1517
POA3453,12,16,4,10,4,0,0,0,0,45,9,11,11,14,5,0,3,4,0,54,19,9,61,13,10,11,19,23,5,176,0,3,0,0,3,0,0,0,0,7,3,0,0,0,3,0,0,0,0,6,0,3,0,0,0,0,0,0,0,7,3,0,3,3,0,0,3,3,0,17,95,174,87,50,41,24,29,39,12,547
POA3458,21,11,0,15,5,5,0,3,0,59,11,11,0,17,6,0,0,0,4,47,29,3,50,25,8,3,11,24,3,163,0,0,0,0,0,0,0,3,0,8,0,0,0,9,3,3,3,0,3,24,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,5,3,5,29,106,191,66,83,49,17,27,39,17,598
POA3460,15,10,6,7,5,3,0,8,0,55,13,13,18,24,4,0,0,4,0,77,28,3,63,28,6,14,12,20,3,189,0,0,0,3,3,4,0,3,0,14,3,0,0,3,0,0,0,3,0,18,3,0,0,0,0,0,0,0,0,7,0,9,5,4,0,3,5,10,4,41,113,195,114,116,63,41,22,60,7,726
POA3461,28,22,17,13,9,7,0,11,0,108,21,27,12,33,17,3,0,8,3,125,60,12,131,48,27,15,18,48,8,366,5,4,0,6,3,0,0,3,0,24,10,7,3,17,9,0,3,3,0,45,0,4,0,0,0,3,4,3,0,18,6,4,3,0,3,3,0,12,0,31,236,370,191,171,116,56,31,104,21,1291
POA3462,0,7,3,3,3,0,0,0,0,22,0,4,4,10,4,0,0,3,0,26,16,0,50,13,12,8,13,10,0,120,0,0,0,0,0,0,0,3,0,6,3,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,10,44,80,62,50,32,16,14,21,3,320
POA3463,9,8,3,10,8,0,0,0,0,38,17,11,8,10,3,4,3,4,0,53,51,9,75,25,13,15,14,31,7,238,3,0,0,3,0,0,0,0,0,11,4,0,3,6,0,7,0,0,0,27,0,0,0,0,0,0,0,3,0,7,9,7,3,3,0,4,3,4,0,37,145,171,99,67,58,36,20,50,10,660
POA3464,7,7,6,0,3,0,0,0,0,15,5,6,0,3,7,0,0,0,0,24,13,8,56,18,5,9,12,20,3,142,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,12,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,3,0,7,0,23,39,41,62,35,24,21,10,33,3,276
POA3465,23,38,10,19,13,11,4,3,0,119,22,25,26,59,21,13,0,8,3,175,122,28,360,143,69,62,63,120,14,982,12,0,4,5,10,11,3,13,0,59,11,3,3,19,11,6,6,13,0,66,5,0,4,3,0,3,3,0,0,18,18,13,16,14,3,16,8,28,10,129,259,351,434,315,146,128,88,199,26,1943
POA3467,5,4,0,0,0,0,0,3,0,13,5,3,0,9,5,4,3,0,0,29,13,4,30,15,6,3,7,15,0,90,0,0,0,0,0,0,0,3,0,6,0,0,0,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,3,7,0,14,31,44,36,35,13,11,14,30,3,221
POA3468,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,5,4,0,4,0,0,0,5,3,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,7,9,9,4,0,9,9,0,53
POA3469,5,0,0,3,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,10,9,0,0,5,0,0,3,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,20,18,3,15,4,0,3,0,0,63
POA3472,3,7,0,6,0,0,0,0,0,17,3,0,0,4,0,0,0,3,0,20,22,3,32,10,5,10,11,16,0,111,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,5,8,0,18,37,43,40,38,20,11,11,26,3,225
POA3475,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,13,0,0,0,0,0,3,3,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,7,27,6,0,6,0,0,3,6,3,56
POA3477,15,3,0,3,4,0,0,0,0,27,5,3,0,10,4,0,0,0,0,20,35,4,14,9,6,0,4,9,0,85,3,0,0,0,0,0,5,5,0,15,3,0,5,0,0,0,0,0,0,11,0,3,0,0,0,0,0,0,0,3,6,0,0,0,0,3,0,0,0,13,91,40,21,26,21,3,15,19,0,238
POA3478,5,9,0,5,0,0,0,3,0,30,3,8,3,12,6,0,0,6,0,47,52,4,61,41,10,11,14,37,3,230,7,0,0,3,3,6,0,0,0,17,10,0,0,9,9,0,3,6,0,34,0,0,0,0,0,0,0,0,0,3,11,8,3,8,3,0,0,11,3,46,110,103,80,78,38,22,16,62,12,522
POA3480,14,14,0,11,0,3,0,0,0,42,14,3,0,4,4,0,0,0,0,31,54,7,42,20,8,12,18,23,0,192,4,0,0,0,7,0,0,3,0,21,0,0,0,3,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,3,5,0,27,105,96,58,55,43,22,25,35,3,439
POA3482,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,11,3,5,0,3,3,3,0,0,26
POA3483,5,5,0,5,0,3,0,0,0,20,4,0,0,3,3,0,0,0,0,15,29,9,34,3,4,5,9,8,0,101,0,0,0,0,7,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,3,0,12,68,66,37,15,18,9,15,17,3,241
POA3485,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,15,0,3,4,0,3,3,5,0,33,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,30,4,5,9,3,3,3,6,0,66
POA3487,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,6,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,4,3,0,0,0,0,22
POA3488,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,0,0,0,3,0,4,0,25
