POA_CODE_2016,OPDs_Separate_house_Dwellings,OPDs_Separate_house_Persons,OPDs_SD_r_t_h_th_1_sty_Dwgs,OPDs_SD_r_t_h_th_1_sty_Psns,OPDs_SD_r_t_h_th_2_m_sty_Dwgs,OPDs_SD_r_t_h_th_2_m_sty_Psns,OPDs_SD_r_t_h_th_Tot_Dwgs,OPDs_SD_r_t_h_th_Tot_Psns,OPDs_F_ap_I_1or2_sty_blk_Ds,OPDs_F_ap_I_1or2_sty_blk_Ps,OPDs_F_ap_I_3_sty_blk_Dwgs,OPDs_F_ap_I_3_sty_blk_Psns,OPDs_F_ap_I_4_m_sty_blk_Ds,OPDs_F_ap_I_4_m_sty_blk_Ps,OPDs_Flt_apt_Att_house_Ds,OPDs_Flt_apt_Att_house_Ps,OPDs_Flt_apart_Tot_Dwgs,OPDs_Flt_apart_Tot_Psns,OPDs_Oth_dwg_Cvn_Ds,OPDs_Oth_dw_Cvn_Ps,OPDs_Oth_dwg_cab_hboat_Ds,OPDs_Oth_dwg_cab_hboat_Ps,OPDs_Ot_dwg_Im_hm_tnt_SO_Ds,OPDs_Ot_dwg_Im_hm_tnt_SO_Ps,OPDs_Ot_dwg_Hs_f_att_sh_of_Ds,OPDs_Ot_dwg_Hs_f_att_sh_of_Ps,OPDs_Other_dwelling_Tot_Dwgs,OPDs_Other_dwelling_Tot_Psns,OPDs_Dwlling_structur_NS_Dwgs,OPDs_Dwlling_structur_NS_Psns,OPDs_Tot_OPDs_Dwellings,OPDs_Tot_OPDs_Persons,Unoccupied_PDs_Dwgs,Unoccupied_PDs_Psns,Total_PDs_Dwellings,Total_PDs_Persons
POA3649,160,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,4,8,0,0,166,385,27,..,192,385
POA3658,2133,5555,34,52,0,3,36,56,59,96,0,0,0,0,0,0,59,96,8,7,3,5,4,3,3,10,17,24,11,17,2254,5752,305,..,2560,5752
POA3659,255,633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,3,0,3,5,11,3,3,268,649,74,..,340,649
POA3660,2572,6192,27,39,3,3,34,42,215,297,0,0,0,4,0,0,217,302,16,17,6,8,0,0,4,4,28,32,17,58,2862,6615,391,..,3259,6615
POA3662,223,730,0,0,14,20,14,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,753,23,..,259,753
POA3663,56,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,57,158,24,..,82,158
POA3664,397,947,3,4,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,3,3,6,406,960,63,..,468,960
POA3665,125,307,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,313,34,..,160,313
POA3666,1786,3958,92,112,0,3,90,114,48,67,0,0,0,0,0,0,48,67,8,18,0,4,5,8,5,7,19,41,8,20,1959,4196,460,..,2420,4196
POA3669,519,1121,6,5,0,0,6,5,0,3,0,0,0,0,0,0,0,3,7,4,0,0,0,0,0,0,11,7,3,3,539,1138,147,..,690,1138
POA3670,215,509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,215,510,46,..,260,510
POA3672,3833,8491,65,95,0,4,61,103,303,414,38,48,41,54,0,0,373,513,4,0,17,21,0,8,8,17,27,43,29,56,4325,9203,530,..,4852,9203
POA3673,605,1476,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,10,18,611,1492,121,..,735,1492
POA3675,645,1618,3,11,0,0,3,11,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0,0,3,8,4,15,4,20,660,1659,107,..,762,1659
POA3677,6129,14696,1008,1428,49,75,1054,1502,59,87,0,0,4,3,0,0,64,92,6,14,3,3,0,0,10,28,28,40,20,35,7287,16368,872,..,8162,16368
POA3678,2190,5618,4,10,0,0,4,10,5,11,0,0,0,0,0,10,12,21,17,21,11,24,3,10,4,7,29,52,15,34,2253,5733,307,..,2554,5733
POA3682,203,562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,563,31,..,238,563
POA3683,622,1514,4,7,0,0,4,7,22,29,0,0,0,0,0,0,22,29,8,10,7,8,0,0,4,13,23,33,9,22,675,1603,66,..,739,1603
POA3685,975,2286,22,38,0,0,22,38,74,88,0,0,0,0,0,0,74,88,3,0,3,6,0,0,8,13,12,23,4,3,1085,2441,142,..,1229,2441
POA3687,371,945,0,0,0,0,0,0,46,81,0,0,0,0,0,0,46,81,0,0,0,0,0,0,0,0,0,0,3,3,421,1033,43,..,464,1033
POA3688,431,1113,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,3,3,8,434,1129,26,..,463,1129
POA3690,10736,27682,1372,2185,101,207,1476,2388,329,504,0,0,0,0,0,0,329,504,15,30,7,10,0,0,17,44,43,81,26,58,12613,30714,1220,..,13835,30714
POA3691,2968,8208,10,25,0,4,16,32,7,8,0,0,0,0,0,3,5,9,4,9,17,35,0,3,7,16,29,59,56,147,3074,8450,356,..,3429,8450
POA3694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
POA3695,160,437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,160,443,15,..,179,443
POA3697,215,494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,6,3,13,224,513,58,..,276,513
POA3698,311,704,0,0,0,0,0,0,16,22,0,0,0,0,0,0,16,22,0,0,0,0,0,0,0,0,0,0,23,46,347,770,116,..,465,770
POA3699,363,728,0,6,0,0,0,6,36,76,10,23,12,36,0,0,55,135,0,0,0,0,0,0,0,4,0,4,4,12,431,894,200,..,628,894
POA3700,487,1113,17,26,0,0,17,26,0,0,0,0,0,0,0,0,0,0,7,10,0,0,0,0,0,0,5,6,0,7,517,1152,80,..,594,1152
POA3701,408,931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,6,9,4,4,419,949,167,..,586,949
POA3704,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,5,..,13,16
POA3705,94,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,217,32,..,124,217
POA3707,684,1509,0,0,0,0,0,0,12,17,0,0,0,0,0,0,12,17,3,3,3,5,0,0,5,9,10,22,4,14,709,1558,174,..,882,1558
POA3708,28,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,55,7,..,32,55
POA3709,127,250,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,3,3,0,0,136,257,33,..,167,257
POA3711,174,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4,11,0,0,184,406,107,..,295,406
POA3712,136,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,10,14,0,0,3,7,17,23,3,7,162,311,53,..,213,311
POA3713,359,713,12,11,0,0,12,11,0,0,0,0,0,0,0,0,0,0,13,24,11,14,3,3,0,3,31,46,16,25,410,794,390,..,803,794
POA3714,1228,2811,99,127,0,0,98,128,17,27,0,0,0,0,0,0,17,27,27,34,13,20,3,4,9,17,50,77,7,15,1406,3050,388,..,1796,3050
POA3715,112,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,115,258,112,..,233,258
POA3717,1004,2274,16,32,0,0,16,32,27,37,0,0,0,0,0,0,27,37,9,12,7,13,0,0,3,0,20,33,3,8,1074,2381,315,..,1386,2381
POA3718,25,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,33,63,7,..,44,63
POA3719,142,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,3,10,148,320,71,..,220,320
POA3720,209,438,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,3,0,0,0,0,4,10,3,13,0,0,215,459,403,..,615,459
POA3722,1811,4271,41,53,0,0,41,53,19,21,0,0,0,0,0,0,19,21,10,12,10,13,3,3,3,5,25,37,8,15,1900,4395,444,..,2338,4395
POA3723,980,2078,13,25,0,0,13,25,0,9,0,3,14,36,0,0,16,47,3,4,0,3,0,4,3,14,5,22,12,31,1028,2195,1775,..,2800,2195
POA3725,213,546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,3,3,4,0,0,219,550,33,..,253,550
POA3726,152,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,157,358,34,..,190,358
POA3727,106,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,109,267,26,..,135,267
POA3728,233,551,0,0,0,0,0,0,4,5,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,239,554,47,..,284,554
POA3730,2881,6901,78,120,19,50,101,164,191,288,0,0,0,0,3,3,191,290,3,7,3,3,0,0,3,17,10,24,68,106,3250,7491,942,..,4199,7491
POA3732,230,539,0,0,0,0,0,0,4,5,0,0,0,0,0,0,4,5,0,4,0,0,0,0,0,0,0,4,0,0,239,550,29,..,268,550
POA3733,86,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,196,15,..,105,196
POA3735,229,545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,545,29,..,256,545
POA3737,1625,3715,61,79,6,12,65,91,3,3,0,0,0,0,0,0,3,3,3,9,3,3,0,0,3,7,12,23,15,34,1724,3858,296,..,2024,3858
POA3738,87,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,192,19,..,99,192
POA3739,86,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,188,26,..,112,188
POA3740,373,907,13,31,0,0,13,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,10,393,947,114,..,507,947
POA3741,981,2239,60,79,7,31,61,115,76,131,3,13,16,29,0,0,90,172,0,0,4,3,0,0,3,7,11,16,16,26,1156,2570,676,..,1832,2570
POA3744,168,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,171,407,87,..,260,407
POA3746,141,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,5,10,0,3,146,325,26,..,165,325
POA3747,1545,3618,46,71,0,0,46,71,69,95,0,0,0,0,0,0,69,95,8,8,0,0,0,0,3,11,8,18,18,44,1694,3854,277,..,1968,3854
POA3749,650,1642,24,32,0,0,24,32,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,14,11,21,3,3,687,1699,79,..,766,1699
POA3750,2477,8286,47,126,82,174,128,302,59,123,0,0,0,0,0,0,56,124,0,0,0,0,0,0,0,0,0,0,19,52,2677,8761,206,..,2881,8761
POA3751,90,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,245,18,..,104,245
POA3752,6166,19871,526,1399,626,1655,1154,3056,29,40,29,34,0,3,0,0,59,75,0,0,0,0,0,0,0,0,0,0,6,29,7381,23030,449,..,7839,23030
POA3753,669,2151,3,8,3,10,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,8,683,2180,43,..,725,2180
POA3754,10522,32594,752,1967,530,1304,1285,3275,65,153,43,91,3,4,0,0,114,241,0,0,3,12,0,0,5,9,6,17,19,40,11945,36179,875,..,12823,36179
POA3755,90,237,0,3,0,0,3,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,97,248,8,..,103,248
POA3756,3538,10542,132,256,10,14,138,276,40,78,0,4,0,0,0,0,40,86,0,0,3,5,0,0,0,0,3,5,5,19,3728,10930,290,..,4015,10930
POA3757,2796,7862,95,164,16,28,110,194,33,65,0,0,0,0,0,0,33,65,0,0,3,3,11,26,0,5,12,31,8,11,2963,8162,270,..,3234,8162
POA3758,669,2049,3,4,0,0,3,4,0,0,0,0,0,0,0,0,0,0,5,9,4,9,0,0,0,0,12,15,0,0,686,2072,55,..,742,2072
POA3759,346,968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,349,974,21,..,370,974
POA3760,123,335,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,336,4,..,124,336
POA3761,384,1079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,17,392,1097,30,..,419,1097
POA3762,44,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,103,8,..,55,103
POA3763,540,1358,0,7,0,0,0,7,4,8,0,0,0,0,3,3,3,6,0,0,0,0,6,5,0,0,3,5,3,4,551,1384,84,..,634,1384
POA3764,2808,7651,215,328,19,46,230,379,45,65,0,0,0,0,0,0,45,65,7,6,19,35,0,0,3,0,31,40,18,42,3127,8184,282,..,3412,8184
POA3765,2031,5890,126,183,12,20,135,203,32,65,0,0,0,3,0,0,34,69,0,0,0,0,0,0,0,0,0,0,3,7,2202,6163,174,..,2379,6163
POA3766,455,1129,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,460,1142,73,..,532,1142
POA3767,440,1122,8,11,0,0,11,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,456,1141,57,..,513,1141
POA3770,1022,2963,3,8,0,0,3,8,0,0,0,0,0,4,0,0,3,7,0,3,0,0,0,3,0,3,4,19,5,15,1038,3007,106,..,1149,3007
POA3775,1279,3493,38,65,0,0,38,65,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,0,0,3,9,8,7,1323,3573,119,..,1446,3573
POA3777,3542,9054,284,476,20,40,308,517,10,16,0,3,0,0,0,0,13,20,7,8,39,59,0,0,0,9,51,77,21,41,3932,9709,414,..,4345,9709
POA3778,69,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,3,8,7,12,70,176,21,..,92,176
POA3779,154,309,3,6,0,0,3,6,3,3,0,0,0,0,0,0,3,3,0,8,0,0,0,0,6,10,8,16,0,0,170,334,81,..,246,334
POA3781,1465,4091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,3,8,14,1476,4114,81,..,1554,4114
POA3782,2572,7163,0,0,0,0,0,0,8,8,0,0,0,0,0,0,8,8,0,0,0,6,0,6,0,4,3,14,5,10,2591,7198,253,..,2846,7198
POA3783,731,2160,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,741,2185,76,..,820,2185
POA3785,21,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,26,54,0,..,27,54
POA3786,514,1380,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,516,1385,33,..,550,1385
POA3787,345,940,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,9,351,957,34,..,386,957
POA3788,622,1540,5,11,4,3,11,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,12,34,653,1602,113,..,760,1602
POA3789,102,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,105,248,19,..,122,248
POA3791,507,1351,5,12,0,0,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,6,519,1371,50,..,570,1371
POA3792,343,960,0,3,0,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,345,966,31,..,377,966
POA3793,1212,3285,29,60,3,4,29,63,5,7,0,0,0,0,0,0,5,7,0,0,0,0,0,0,4,12,4,12,4,4,1255,3374,103,..,1351,3374
POA3795,365,1107,3,7,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,3,3,10,370,1132,45,..,414,1132
POA3796,3066,8934,83,123,18,42,104,166,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,9,3,12,8,21,3186,9137,226,..,3413,9137
POA3797,1161,2964,19,27,7,5,26,37,26,49,0,0,0,0,0,0,26,49,34,42,26,31,0,0,3,6,61,81,4,15,1278,3145,132,..,1411,3145
POA3799,2171,5109,16,25,0,0,16,25,14,14,0,0,0,0,3,3,18,22,30,44,0,3,3,5,4,12,45,62,5,17,2255,5242,448,..,2708,5242
POA3800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,30,19,34,0,..,19,34
POA3802,6880,20733,498,1453,333,1076,836,2524,0,7,0,0,0,0,0,0,4,9,0,0,0,0,0,0,3,4,7,6,7,16,7727,23293,517,..,8240,23293
POA3803,2757,8708,434,1113,163,455,596,1565,3,11,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,9,0,9,3,9,3367,10303,222,..,3590,10303
POA3804,2177,7466,19,44,7,16,20,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,14,2203,7545,130,..,2335,7545
POA3805,15767,51548,670,1983,205,709,877,2692,208,387,0,0,3,5,0,0,208,394,26,44,80,113,0,0,3,15,110,170,24,47,16986,54861,877,..,17860,54861
POA3806,13839,42906,1169,1992,516,1215,1686,3209,187,293,0,0,4,7,0,0,191,297,0,0,0,0,0,0,3,17,3,17,13,48,15734,46484,1036,..,16774,46484
POA3807,1952,6233,155,330,65,169,216,500,4,4,0,0,0,0,0,0,4,4,0,0,47,58,0,0,0,0,48,59,0,3,2223,6795,154,..,2373,6795
POA3808,878,2714,0,0,0,0,0,0,3,5,0,0,0,0,0,0,3,5,0,0,0,3,0,0,0,3,0,6,9,21,887,2737,67,..,955,2737
POA3809,2100,6265,152,378,130,292,289,672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,11,16,2393,6955,240,..,2633,6955
POA3810,14109,41509,1338,2550,377,862,1714,3416,73,106,0,0,0,0,0,0,75,113,17,19,28,39,7,12,4,15,57,87,26,59,15979,45179,1172,..,17151,45179
POA3812,731,2092,23,39,0,0,23,39,3,10,0,0,0,0,0,0,3,10,0,0,0,3,0,0,0,3,3,9,4,13,754,2153,49,..,805,2153
POA3813,281,788,3,4,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,3,291,794,15,..,301,794
POA3814,718,2035,3,3,0,4,0,4,13,26,0,0,0,0,0,0,13,26,0,0,0,0,0,0,0,0,0,0,3,9,735,2071,71,..,807,2071
POA3815,884,2597,62,100,0,0,62,100,29,34,0,0,0,0,0,5,28,36,3,0,0,0,0,0,0,0,3,3,3,12,984,2747,110,..,1096,2747
POA3816,892,2409,23,45,0,0,22,46,8,11,0,0,0,0,0,0,8,11,11,18,0,3,0,0,4,5,13,25,4,13,942,2506,74,..,1014,2506
POA3818,4593,12046,222,358,0,0,222,358,201,286,0,0,0,0,0,0,201,286,21,34,50,81,3,9,0,3,83,123,14,29,5108,12840,479,..,5584,12840
POA3820,5066,13182,292,422,36,48,324,467,510,777,0,0,0,0,0,0,510,777,14,21,16,24,0,0,6,8,37,54,19,43,5961,14525,627,..,6586,14525
POA3821,960,2644,0,5,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,19,974,2672,149,..,1125,2672
POA3822,307,901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,3,6,315,912,25,..,336,912
POA3823,682,1685,16,17,3,3,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,705,1710,109,..,810,1710
POA3824,1718,4319,50,68,3,7,57,81,41,55,0,0,0,0,0,0,41,55,0,0,0,0,0,0,0,3,0,4,3,5,1812,4467,191,..,2003,4467
POA3825,7022,16803,804,1115,7,11,809,1124,271,349,0,0,0,0,0,0,271,349,31,40,6,10,3,3,4,3,44,66,36,52,8174,18401,1312,..,9488,18401
POA3831,580,1471,9,15,0,3,11,21,5,11,0,0,0,0,0,0,5,11,0,0,0,3,0,0,0,0,3,4,3,3,600,1506,102,..,698,1506
POA3832,90,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,189,32,..,123,189
POA3833,116,233,0,0,0,0,0,0,5,3,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,3,10,123,249,104,..,227,249
POA3835,172,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,172,452,24,..,198,452
POA3840,5688,13468,304,394,46,73,346,472,456,638,0,0,0,0,0,0,454,638,0,3,0,0,0,0,9,11,8,17,16,39,6516,14625,946,..,7456,14625
POA3842,1673,4003,0,0,9,19,9,19,45,67,0,0,0,0,0,0,45,67,0,0,0,0,0,0,0,0,0,0,25,29,1751,4125,219,..,1968,4125
POA3844,9481,23908,490,752,46,110,536,862,677,971,0,0,0,0,0,0,677,971,3,8,59,79,0,0,7,10,65,95,48,66,10802,25903,1362,..,12162,25903
POA3847,810,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,9,9,18,824,1996,67,..,893,1996
POA3850,4819,11920,391,536,83,119,471,657,291,427,31,68,0,0,0,0,320,502,20,37,14,25,0,3,4,10,43,69,10,20,5660,13173,819,..,6485,13173
POA3851,1825,4244,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,7,17,3,3,0,0,0,0,16,24,6,13,1846,4282,2213,..,4065,4282
POA3852,8,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,24,0,..,9,24
POA3854,475,1309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,481,1308,48,..,523,1308
POA3856,353,941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,353,941,18,..,370,941
POA3857,136,340,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,0,7,136,354,11,..,144,354
POA3858,1103,2651,11,15,0,0,11,15,5,6,0,0,0,0,0,0,5,6,0,7,0,0,0,0,6,11,5,17,8,11,1125,2693,202,..,1326,2693
POA3859,291,736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,3,17,5,7,296,758,55,..,358,758
POA3860,2621,6271,14,24,0,0,14,24,52,71,0,0,0,0,0,0,52,71,3,0,0,0,0,6,14,23,15,35,16,56,2724,6449,558,..,3288,6449
POA3862,1135,2811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,3,5,0,0,0,0,6,13,8,22,1154,2843,175,..,1328,2843
POA3864,78,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,211,14,..,92,211
POA3865,170,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,168,411,3,..,171,411
POA3869,562,1455,6,3,0,0,6,3,12,16,0,0,0,0,0,0,12,16,0,0,0,0,3,3,0,4,3,4,0,3,583,1479,68,..,649,1479
POA3870,485,1148,12,13,0,0,12,13,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,3,0,6,499,1180,92,..,592,1180
POA3871,1003,2471,5,3,0,0,5,3,29,33,0,0,0,0,0,0,29,33,0,0,0,0,0,0,0,0,5,3,4,18,1047,2533,156,..,1199,2533
POA3873,114,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,117,293,13,..,127,293
POA3874,230,495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,0,0,3,0,8,15,0,3,239,512,149,..,388,512
POA3875,6411,15407,302,448,28,56,328,504,107,184,0,0,0,0,0,0,107,184,3,9,22,31,5,6,8,23,35,69,90,136,6973,16296,952,..,7927,16296
POA3878,410,939,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,0,0,420,952,102,..,524,952
POA3880,1453,3061,141,197,10,25,151,220,64,88,0,0,0,0,0,0,64,88,30,43,4,8,0,0,3,0,39,51,8,27,1710,3451,754,..,2458,3451
POA3882,376,924,0,3,0,0,0,3,3,5,0,0,0,0,0,0,3,5,11,11,28,43,0,0,0,0,41,55,3,4,423,993,37,..,463,993
POA3885,702,1644,11,15,0,0,11,15,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,5,9,8,12,8,12,728,1686,122,..,852,1686
POA3886,142,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,7,144,364,32,..,175,364
POA3887,130,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,6,3,10,4,16,141,303,28,..,160,303
POA3888,1305,2826,0,0,4,3,3,5,55,65,0,0,0,0,0,0,55,65,9,11,0,3,0,6,7,5,14,23,12,29,1393,2950,482,..,1876,2950
POA3889,68,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,3,4,5,68,138,88,..,162,138
POA3890,129,247,8,5,0,0,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,137,266,80,..,218,266
POA3891,52,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,53,86,51,..,97,86
POA3892,435,875,25,32,0,0,25,32,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,10,0,0,7,17,0,8,470,923,310,..,783,923
POA3893,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,13,..,17,17
POA3895,89,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,177,31,..,120,177
POA3896,150,331,0,0,0,0,0,0,5,3,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,6,6,157,341,60,..,222,341
POA3898,235,546,0,0,8,26,8,26,5,12,0,3,0,0,0,0,8,16,0,0,0,0,0,0,3,10,3,10,6,10,260,612,255,..,510,612
