POA_CODE_2016,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
POA3054,38,35,8,6,5,10,6,117,42,40,14,7,8,10,0,121,45,28,8,7,11,5,0,115,174,137,88,49,60,32,23,570,6,0,0,0,0,0,0,6,309,238,113,71,92,62,32,926,4,3,8,9,6,0,4,36,12,9,6,0,7,4,4,45,5,5,3,0,0,0,3,23,11,15,14,9,20,10,7,79,0,0,0,0,0,3,0,10,36,38,32,20,31,19,19,189,349,276,144,92,129,85,47,1114
POA3055,180,111,37,38,34,19,15,434,65,52,22,8,20,16,6,189,81,42,18,8,18,6,9,175,328,305,140,94,106,61,36,1064,0,3,0,3,0,0,0,8,655,509,219,149,169,110,60,1876,18,19,19,9,23,11,10,105,9,14,8,3,5,5,0,49,14,3,5,3,3,7,4,41,14,34,31,25,16,15,7,144,3,0,0,0,0,0,0,3,60,74,62,37,43,37,18,340,722,582,287,188,214,143,81,2218
POA3056,178,112,53,31,43,26,14,455,133,98,41,22,18,23,9,346,130,95,36,15,32,15,8,328,503,434,161,82,118,67,42,1413,5,5,0,0,0,0,0,17,945,742,294,153,214,135,77,2554,14,23,16,21,26,12,7,116,6,13,9,4,12,12,6,62,13,6,3,7,6,3,5,46,30,36,33,18,30,30,4,175,3,4,0,0,0,0,0,13,68,86,56,49,71,51,25,404,1015,830,351,201,282,182,101,2956
POA3057,86,67,32,11,14,11,10,235,57,44,25,15,10,17,10,179,54,39,22,10,13,7,0,143,206,166,83,44,74,28,11,609,0,0,0,0,0,0,0,0,405,313,167,84,113,56,30,1162,8,9,10,7,9,3,0,52,3,14,12,3,7,0,7,46,3,5,9,3,3,4,3,32,14,22,21,9,23,9,6,101,0,0,0,0,0,0,0,5,32,50,48,29,45,20,17,230,434,363,210,111,156,75,47,1395
POA3058,410,290,119,78,112,119,70,1203,276,222,111,66,91,50,26,837,217,165,90,50,61,42,12,640,1056,841,436,258,285,128,56,3057,17,6,5,0,0,0,0,27,1971,1522,760,447,548,339,174,5760,17,25,30,19,33,30,23,175,21,27,21,21,20,23,5,127,12,25,9,5,12,11,4,77,56,96,88,43,51,35,16,388,12,6,6,9,4,3,0,41,118,176,153,98,121,93,42,802,2084,1704,911,546,670,427,216,6565
POA3059,260,273,173,118,200,167,111,1308,116,109,76,48,74,40,18,484,59,56,42,31,44,37,22,290,442,393,226,182,260,158,75,1739,3,7,3,3,0,3,0,17,876,838,519,389,585,399,222,3836,14,20,16,9,15,28,14,115,20,24,16,15,17,13,3,113,0,10,3,3,3,4,3,30,28,61,43,29,36,16,13,230,3,6,5,3,0,0,0,11,63,124,82,63,75,59,26,499,943,961,605,451,663,466,255,4331
POA3060,602,548,260,142,167,136,45,1906,97,78,45,28,35,18,4,303,88,58,22,12,16,13,5,221,216,158,85,43,75,20,16,603,4,9,3,3,3,0,0,18,1006,849,417,224,305,189,71,3057,24,47,29,19,38,25,7,197,10,26,9,11,11,14,3,80,6,13,8,3,9,0,3,48,28,47,26,21,23,4,4,159,10,3,3,4,0,0,0,17,80,136,78,52,88,42,23,502,1093,983,491,277,386,234,91,3553
POA3061,144,175,98,68,112,77,35,704,47,59,27,11,10,3,3,162,32,31,14,0,7,0,0,89,38,33,22,7,12,6,3,119,5,5,0,0,0,0,0,14,271,308,157,88,138,92,39,1094,13,18,13,17,17,9,10,98,6,12,7,4,5,4,0,41,0,0,0,0,0,0,0,8,12,19,5,3,6,0,0,49,0,0,4,0,0,0,0,8,37,49,29,27,33,19,14,205,312,359,189,118,169,108,53,1299
POA3062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3063,0,4,0,7,5,0,0,19,0,7,3,0,5,0,0,20,0,3,0,0,0,0,0,7,16,22,24,9,19,10,4,95,0,0,0,0,0,0,0,0,18,31,27,17,27,10,6,141,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,8,0,0,3,0,0,0,0,3,0,3,3,0,0,0,0,18,18,39,34,20,33,8,6,156
POA3064,3666,3382,1757,1027,1502,947,465,12743,526,471,219,134,182,80,37,1653,357,288,150,93,85,53,19,1043,1491,1261,612,386,530,241,110,4628,47,39,19,11,3,0,3,122,6087,5440,2756,1656,2304,1321,636,20191,244,300,213,164,250,156,74,1397,93,101,67,56,75,23,12,429,52,56,41,26,31,15,7,222,342,386,249,163,221,80,38,1472,27,34,16,14,8,10,7,105,755,866,586,422,584,283,133,3618,6844,6306,3339,2072,2891,1598,765,23815
POA3065,138,74,33,27,19,24,9,329,42,31,3,3,3,3,0,92,49,18,7,5,6,4,3,102,129,78,28,20,21,17,8,308,6,3,3,0,3,0,0,12,366,209,80,57,59,53,20,840,61,67,29,34,27,18,7,247,15,3,6,0,3,0,0,25,6,7,3,4,6,3,3,31,14,10,11,9,11,12,6,71,12,11,3,5,0,0,0,33,107,109,47,49,46,32,23,407,464,318,129,107,102,85,41,1246
POA3066,102,59,32,18,11,15,9,248,24,10,8,4,0,3,0,59,14,10,6,0,3,3,0,34,116,59,21,11,14,10,3,220,11,3,3,0,4,0,0,22,271,145,67,29,27,27,13,579,57,68,42,29,43,20,20,282,3,10,0,3,3,0,0,20,12,7,7,0,0,0,0,28,24,25,13,10,6,0,3,76,14,12,3,4,0,0,0,34,107,120,68,43,57,25,25,440,371,268,133,68,86,52,35,1019
POA3067,74,45,25,16,16,17,10,197,28,5,4,3,9,0,3,46,32,13,6,0,7,6,0,58,139,78,37,23,27,15,7,330,0,3,0,0,0,0,0,5,268,144,75,44,48,37,26,635,6,6,3,5,4,3,3,43,4,3,3,0,0,3,0,15,0,0,0,0,3,3,3,9,4,3,0,4,3,8,3,30,0,0,0,0,0,0,0,3,23,16,14,13,18,19,6,101,285,164,87,54,70,57,32,736
POA3068,88,91,36,19,29,21,7,289,104,125,51,23,26,17,8,361,108,101,36,25,19,23,10,335,462,473,229,125,135,87,51,1553,3,3,0,0,0,0,0,10,766,798,356,194,219,145,75,2553,18,26,16,11,26,13,8,119,20,16,8,5,10,11,3,76,11,17,3,6,12,8,5,68,22,39,35,18,28,19,11,176,3,0,3,3,0,0,0,6,73,105,65,46,80,50,30,445,841,901,414,242,296,194,103,2998
POA3070,141,108,54,39,60,36,15,451,192,152,85,48,73,44,26,615,170,138,60,28,46,29,19,484,702,731,439,246,282,162,87,2650,10,3,0,0,0,0,0,17,1201,1139,638,355,457,272,151,4212,14,18,8,12,20,17,6,93,10,32,18,17,17,11,8,118,3,18,8,9,7,3,3,48,36,67,72,34,51,24,22,309,4,3,3,3,0,0,0,16,69,140,110,77,86,55,37,574,1274,1273,749,433,540,325,186,4786
POA3071,132,96,59,32,39,40,23,421,137,132,61,29,37,18,11,433,117,100,38,29,19,13,8,333,567,509,257,146,140,85,39,1737,8,3,0,0,3,0,0,12,960,842,416,234,243,159,77,2935,20,19,11,10,20,11,15,101,9,17,13,8,13,7,3,75,13,11,3,16,10,7,0,61,47,57,34,28,46,21,13,248,0,0,0,0,0,0,0,3,86,108,65,64,88,43,29,487,1041,950,484,300,330,205,109,3423
POA3072,516,378,165,97,161,110,67,1488,187,151,74,40,76,41,22,601,164,145,60,31,35,25,17,482,792,756,406,232,283,135,62,2660,6,11,3,5,0,3,0,28,1670,1442,709,398,561,322,159,5260,44,53,36,38,47,39,36,287,18,31,29,11,18,9,9,130,7,18,10,7,18,12,4,74,84,126,66,45,58,46,19,432,8,4,7,3,3,3,0,34,163,228,147,105,137,104,68,961,1831,1668,856,505,700,425,232,6217
POA3073,1232,725,322,173,252,216,116,3029,241,205,121,58,77,44,30,788,258,163,65,48,52,26,18,626,1030,936,457,267,326,171,71,3263,32,17,9,5,10,4,0,72,2785,2044,977,552,718,461,238,7778,98,100,66,53,85,59,46,514,48,60,52,30,33,27,7,253,22,42,19,20,26,19,7,154,172,209,158,105,148,52,29,886,28,20,10,6,3,3,0,65,362,438,313,211,295,156,93,1863,3151,2486,1286,762,1016,620,333,9648
POA3074,620,507,290,155,253,197,107,2137,96,88,39,26,39,20,9,303,64,49,23,8,14,13,7,174,193,161,83,56,64,26,18,603,11,17,6,5,3,3,0,46,979,822,443,252,376,254,138,3256,62,88,66,68,48,49,41,427,24,17,15,16,14,8,6,97,20,13,5,12,12,3,3,76,73,87,59,43,41,9,4,321,16,14,13,15,3,4,3,60,186,219,155,157,119,75,55,974,1160,1042,600,405,495,330,195,4235
POA3075,714,580,352,193,326,203,110,2478,154,109,46,29,49,22,6,419,110,64,31,21,30,15,3,268,309,240,114,58,81,35,9,854,16,17,9,7,3,4,0,51,1300,1011,556,302,485,281,133,4067,61,101,67,55,81,52,29,448,24,43,15,17,20,9,4,124,10,18,22,8,16,4,7,82,78,95,55,44,49,27,10,356,4,8,3,9,3,0,0,28,188,266,164,126,160,90,48,1038,1481,1274,718,433,645,377,180,5106
POA3076,1304,1056,453,266,365,272,136,3860,183,165,82,38,74,30,16,592,159,132,52,32,54,19,12,455,733,606,309,177,252,111,45,2241,11,19,6,3,7,0,0,46,2395,1977,898,520,746,436,223,7191,73,111,58,56,63,56,30,442,39,31,24,11,27,9,7,148,21,23,25,9,12,8,0,107,151,198,109,69,107,32,15,682,11,12,5,14,8,0,0,60,293,373,223,160,219,109,55,1430,2686,2354,1118,678,964,543,275,8620
POA3078,51,48,19,10,19,25,15,186,63,77,48,22,46,29,18,302,60,61,37,24,28,24,11,247,324,355,218,119,167,99,51,1335,0,0,0,0,3,0,0,3,502,540,330,175,269,173,86,2082,4,0,3,3,8,4,0,25,4,12,6,0,12,4,3,40,8,4,3,0,5,0,3,23,21,30,19,12,38,16,20,151,0,3,0,0,0,0,3,7,37,51,36,14,58,21,29,245,541,590,360,191,325,199,113,2327
POA3079,175,163,65,55,83,55,30,628,76,101,65,43,40,38,29,397,102,101,41,31,45,23,15,355,371,460,303,184,298,222,109,1957,0,3,3,0,0,0,0,4,729,823,478,313,467,338,192,3339,3,7,13,16,19,16,4,81,6,8,10,9,10,3,4,47,4,3,9,4,7,6,0,26,20,39,35,30,40,34,20,207,0,0,0,0,0,0,0,3,28,60,70,56,72,53,27,365,762,881,548,368,537,395,221,3705
POA3081,307,257,115,69,105,68,39,958,83,38,19,7,16,18,6,195,73,36,23,15,10,5,3,160,282,170,85,52,83,38,12,722,8,5,3,0,0,0,0,14,748,505,243,144,210,126,62,2050,56,67,35,23,44,40,21,290,10,18,12,3,12,10,3,67,12,7,6,3,8,9,9,42,61,74,54,47,38,16,9,305,8,9,7,6,0,3,0,40,147,175,119,76,100,75,46,744,895,685,364,223,316,199,106,2786
POA3082,567,471,261,191,278,250,141,2146,114,117,84,55,119,74,36,596,129,90,72,34,67,38,30,444,578,575,393,288,388,242,118,2584,12,5,8,3,3,0,0,30,1401,1257,814,568,846,591,319,5799,31,47,44,31,51,37,27,266,21,27,12,14,22,10,13,117,14,21,14,3,13,8,4,74,105,175,123,66,101,46,32,658,11,8,10,3,3,4,0,42,188,284,209,123,199,96,74,1160,1580,1540,1024,686,1046,690,388,6952
POA3083,678,472,261,150,247,204,125,2137,77,118,56,43,71,45,28,445,102,99,53,20,53,27,11,368,535,578,366,248,285,153,75,2241,5,6,3,4,3,0,3,27,1400,1271,743,468,656,440,241,5217,54,41,25,21,24,32,27,222,4,33,15,12,19,11,7,103,14,12,9,14,17,3,4,71,62,107,72,57,85,54,19,454,4,7,4,0,0,0,0,11,132,185,124,114,149,101,56,865,1531,1456,869,580,805,542,297,6079
POA3084,350,320,171,73,122,84,58,1177,157,158,92,57,56,53,20,591,134,125,60,30,54,26,17,450,748,873,499,282,382,250,147,3179,0,0,0,0,0,0,0,8,1404,1482,821,446,607,410,246,5407,23,36,28,16,20,23,15,155,9,27,23,20,18,16,6,116,9,10,14,0,15,12,8,65,31,75,56,42,55,46,26,333,7,3,3,4,0,3,0,14,76,148,112,77,117,105,55,686,1473,1627,929,521,724,514,298,6089
POA3085,160,124,56,41,68,69,32,555,119,90,33,31,28,22,9,330,83,72,29,13,22,14,9,246,481,540,261,134,200,89,48,1757,0,0,0,0,0,0,0,5,843,822,383,220,320,194,101,2893,9,12,4,8,7,12,6,58,3,20,15,0,11,5,3,59,3,7,6,3,8,9,3,39,36,58,30,31,38,23,16,227,4,3,0,0,0,0,0,8,54,90,57,44,69,45,29,394,899,912,442,269,394,243,124,3283
POA3086,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8
POA3087,78,57,35,21,38,27,19,280,49,44,17,12,20,8,3,160,45,48,17,9,11,6,6,139,359,316,142,91,124,67,33,1124,0,0,3,0,0,0,0,3,532,465,221,133,193,106,66,1712,3,8,4,3,17,3,3,39,5,3,8,3,3,8,0,31,0,0,4,8,3,3,8,21,28,60,47,24,50,17,9,240,0,0,0,0,0,0,0,5,35,78,67,35,67,33,20,338,569,541,285,176,265,140,83,2052
POA3088,235,214,112,84,83,54,38,820,139,160,69,36,58,39,13,511,148,111,42,37,49,28,27,434,1002,980,508,326,457,282,144,3695,15,4,3,0,4,0,0,21,1537,1469,726,475,646,401,226,5487,13,17,10,8,12,10,9,78,14,33,16,10,19,3,7,100,9,15,6,8,12,7,6,67,85,191,112,90,119,67,27,691,3,5,3,3,0,0,0,26,122,260,151,123,170,92,50,962,1655,1725,881,601,820,493,276,6443
POA3089,41,55,41,32,45,36,7,257,51,63,42,24,33,29,8,243,57,57,29,24,31,25,11,229,477,484,313,212,309,173,78,2044,0,5,0,0,0,0,0,3,622,656,431,289,413,259,112,2785,0,6,4,0,10,8,3,29,0,14,9,8,13,8,3,62,0,3,3,0,4,3,0,18,34,58,41,39,55,20,16,276,4,3,0,3,0,0,0,7,40,87,59,55,82,44,28,398,667,744,494,345,497,299,138,3184
POA3090,0,7,0,0,6,4,8,27,13,17,7,5,3,5,7,47,7,17,8,12,11,10,6,77,57,121,102,60,100,51,7,503,0,0,0,0,0,0,0,0,68,163,123,76,124,81,29,658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,3,12,6,0,31,0,0,0,0,0,0,0,0,3,4,7,5,13,6,0,39,72,164,129,84,134,80,24,698
POA3091,0,11,6,0,8,7,0,30,0,7,4,8,0,3,3,20,7,5,6,4,5,3,3,33,43,54,40,31,53,22,16,270,0,0,3,0,0,0,0,7,50,68,62,41,72,34,20,354,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,5,3,0,0,0,19,0,0,0,0,0,0,0,0,5,3,4,8,0,0,0,27,54,72,70,51,76,34,24,382
POA3093,21,19,6,3,10,3,0,67,15,13,8,5,15,6,3,65,16,24,7,6,3,5,0,52,134,128,67,70,81,57,20,555,0,0,0,0,0,0,0,0,189,182,88,82,103,69,23,738,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,10,12,15,12,11,17,5,3,71,0,0,0,0,0,0,0,0,12,23,11,13,17,4,5,86,200,204,106,93,122,73,30,830
POA3094,57,45,15,3,13,7,3,152,55,53,25,10,20,8,6,182,57,41,24,12,12,13,3,162,395,356,174,103,161,83,39,1315,0,0,0,0,0,0,0,4,566,494,238,129,211,113,49,1805,3,4,6,3,4,3,3,29,7,17,9,8,3,5,0,48,6,3,8,3,8,3,3,29,17,51,40,25,40,18,15,209,0,0,0,3,3,0,0,8,26,81,58,42,56,27,22,324,596,577,300,173,269,143,69,2128
POA3095,151,179,102,69,107,65,38,710,199,233,122,68,70,59,27,774,140,117,79,60,70,55,25,546,913,1130,712,483,632,420,212,4501,5,5,3,0,4,0,0,22,1407,1661,1012,679,885,602,302,6547,3,20,21,14,28,9,11,100,11,21,14,12,15,4,8,80,9,21,11,14,14,9,5,81,37,124,84,75,105,72,38,537,0,0,4,0,0,0,0,7,64,188,133,109,168,91,55,813,1467,1847,1149,789,1053,695,358,7357
POA3096,3,7,5,3,11,3,0,32,5,9,5,0,4,8,0,39,3,12,6,4,9,0,0,34,58,59,44,40,67,29,18,324,0,0,0,0,0,0,0,0,69,85,63,50,97,36,21,424,3,0,0,0,0,0,0,3,0,0,4,3,0,0,0,11,0,0,0,0,0,0,0,0,4,18,7,4,6,3,3,54,0,0,0,0,0,0,0,3,7,15,13,11,10,6,6,65,83,108,76,57,106,45,29,490
POA3097,9,4,4,3,5,0,3,21,0,6,6,3,3,7,0,24,0,3,9,11,13,0,0,30,41,60,46,33,48,20,10,271,0,0,0,0,0,0,0,0,51,70,66,49,69,25,20,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,5,3,3,0,0,0,23,0,3,0,0,0,3,0,9,4,12,3,7,0,4,0,36,51,79,71,54,67,37,22,383
POA3099,8,15,10,10,12,8,3,63,23,26,10,11,20,9,3,104,21,30,12,12,11,10,3,95,168,224,130,74,118,65,33,812,0,0,0,0,0,0,0,0,217,294,168,105,167,85,38,1068,0,3,0,0,0,0,0,9,0,3,7,6,0,0,0,18,0,0,0,0,3,3,3,9,7,34,30,24,23,15,6,133,0,0,0,0,0,0,0,0,10,42,35,29,26,21,7,163,224,334,198,133,194,106,46,1231
POA3101,248,273,164,99,157,108,63,1117,102,107,73,49,65,47,31,465,107,113,71,49,62,47,34,483,481,647,445,267,386,272,199,2701,4,3,0,0,0,0,0,6,947,1142,751,463,669,476,332,4778,15,50,42,25,42,38,24,242,11,19,9,7,21,13,11,84,6,17,9,9,15,7,8,70,14,64,45,48,75,46,26,310,0,3,0,0,0,0,0,4,48,148,114,88,149,107,59,711,995,1294,864,556,818,578,393,5489
POA3102,78,70,43,21,44,24,19,307,35,49,31,13,26,19,9,180,48,34,28,16,31,19,3,178,180,247,159,95,138,83,39,929,0,0,0,0,0,0,0,0,336,403,257,153,235,146,75,1596,0,7,8,5,6,5,6,42,6,3,0,0,7,6,4,24,3,14,8,3,8,0,0,32,10,16,23,15,21,16,5,108,0,0,0,0,0,0,0,0,13,45,33,24,41,30,21,208,353,444,286,178,277,173,95,1803
POA3103,248,302,182,157,236,173,91,1379,48,38,35,19,26,31,16,221,58,57,37,22,42,29,29,270,155,245,202,141,214,173,105,1236,3,4,3,0,0,0,0,12,505,641,462,336,522,401,242,3122,45,87,56,44,88,42,27,382,12,5,10,11,11,7,6,56,7,16,7,7,11,8,9,56,9,20,29,24,39,18,16,157,4,3,0,0,0,0,0,11,72,121,99,86,147,71,53,662,577,765,564,421,674,475,294,3781
POA3104,327,437,353,221,360,262,163,2122,56,84,51,45,65,41,29,377,72,111,74,55,59,46,24,442,273,436,333,276,337,248,123,2028,3,5,4,6,3,0,0,19,736,1082,811,601,823,598,343,4987,35,65,78,62,104,73,37,451,3,6,10,7,7,3,5,56,4,8,6,4,11,10,5,48,13,27,35,33,49,26,20,200,0,5,3,4,3,0,0,15,48,111,143,110,172,111,69,771,782,1188,954,709,997,710,408,5763
POA3105,193,133,73,49,92,95,74,699,26,31,31,19,27,22,22,174,48,27,19,16,16,21,9,156,208,253,165,88,104,89,49,964,0,0,0,0,0,0,0,8,476,453,284,164,245,215,145,1996,8,20,13,15,19,18,10,98,3,7,8,3,11,6,0,41,8,10,3,0,5,0,0,22,16,28,20,16,16,10,8,106,0,3,0,0,0,3,3,4,33,61,37,28,51,31,20,278,513,518,328,192,301,249,170,2267
POA3106,302,318,162,105,195,153,112,1342,40,59,43,33,46,37,22,268,35,66,47,30,44,26,23,269,240,333,245,157,190,134,85,1381,5,5,0,0,0,0,0,15,616,778,497,326,467,346,244,3274,16,48,23,25,34,26,25,199,0,10,13,6,11,3,3,46,5,8,5,0,10,3,0,35,24,37,23,20,26,12,15,160,0,0,0,0,0,0,0,0,47,103,58,55,80,53,42,436,667,880,555,374,552,402,282,3709
POA3107,262,187,127,69,125,115,61,951,51,41,28,19,16,18,5,177,83,62,30,18,30,15,7,237,272,365,216,114,149,90,39,1244,0,0,0,0,0,0,0,4,663,655,400,220,316,239,119,2611,18,28,12,11,18,17,12,117,4,9,8,4,6,10,8,43,5,8,4,3,9,5,6,36,16,43,56,26,37,27,7,213,7,5,3,0,0,3,0,16,49,91,75,48,73,62,32,430,716,748,479,264,395,295,149,3043
POA3108,491,413,187,138,251,216,135,1832,62,60,31,22,32,15,14,229,73,56,30,23,28,16,9,230,208,276,163,95,140,87,34,1004,3,0,0,0,0,0,0,13,831,807,415,275,451,332,193,3307,41,64,37,52,65,50,40,341,6,7,3,3,8,8,0,38,3,22,6,4,7,9,4,66,18,33,21,19,35,25,14,171,0,3,0,0,5,0,0,10,64,126,71,84,125,96,62,626,900,933,482,356,575,432,260,3935
POA3109,837,868,409,264,434,386,220,3420,59,72,34,19,47,49,18,304,97,105,45,32,55,36,24,380,330,437,273,170,255,155,80,1701,3,9,0,0,3,0,3,20,1324,1496,757,487,798,623,341,5826,51,92,64,48,96,101,59,517,13,15,13,7,16,11,3,79,6,12,8,11,11,16,3,54,26,54,46,40,38,24,20,254,0,7,5,0,3,0,0,16,103,175,135,105,159,155,90,918,1430,1670,893,591,956,780,431,6751
POA3111,176,174,111,58,104,96,49,768,41,60,47,24,46,29,19,270,49,70,34,26,42,18,6,246,278,285,201,158,199,119,72,1312,0,3,0,0,0,0,0,3,552,586,400,264,385,266,150,2594,4,20,18,4,30,16,9,93,0,14,11,3,7,5,3,48,4,10,0,3,3,3,0,24,28,35,30,15,25,13,20,167,5,3,0,0,0,0,0,12,41,73,63,34,64,42,30,343,584,666,466,298,447,303,180,2937
POA3113,15,27,36,26,39,25,15,187,36,54,38,26,40,21,12,247,42,59,31,25,32,26,12,236,245,387,248,167,207,127,65,1447,3,3,0,0,0,0,0,3,347,531,357,247,318,203,107,2115,0,0,3,7,0,6,0,13,6,7,13,3,4,4,4,45,4,7,0,3,3,0,0,17,12,19,18,21,32,18,11,135,0,0,0,0,0,0,0,0,20,29,36,28,41,28,14,207,367,567,395,281,359,233,125,2320
POA3114,10,18,10,11,20,15,11,96,15,20,20,15,15,10,3,93,20,29,26,12,31,11,10,133,81,182,127,94,137,107,49,784,0,0,0,0,0,0,0,3,119,244,183,140,203,142,77,1108,3,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,5,3,8,12,6,6,10,0,41,0,0,0,0,0,0,0,0,5,13,12,8,13,8,3,61,130,257,193,148,213,150,83,1171
POA3115,5,14,10,12,11,4,7,67,5,20,19,13,21,17,3,101,6,10,12,3,8,9,8,52,120,138,108,80,134,81,33,697,0,0,0,0,0,0,0,4,143,182,152,111,178,108,48,916,0,3,0,3,3,0,0,8,0,3,3,0,5,3,0,14,0,3,0,0,0,0,0,3,3,11,12,17,20,11,0,68,0,0,0,0,0,0,0,0,3,17,12,14,21,13,3,94,142,199,169,127,203,121,57,1016
POA3116,46,54,43,35,44,45,14,272,38,23,16,9,28,18,13,140,28,36,22,13,29,10,7,151,387,363,201,142,175,80,24,1367,4,3,0,0,0,0,0,9,500,469,280,205,267,155,68,1941,4,3,4,4,8,5,6,37,7,10,7,3,11,5,0,36,0,6,4,5,4,4,0,18,37,53,49,31,62,24,10,265,0,3,0,0,0,0,0,3,53,70,63,43,82,37,17,361,553,540,343,246,353,191,85,2300
POA3121,238,159,96,72,69,67,42,745,123,84,36,23,22,11,8,309,150,77,20,12,20,3,8,295,527,368,184,108,132,76,41,1435,8,7,3,0,3,0,0,13,1050,701,336,210,250,160,93,2801,85,87,63,61,69,52,36,455,13,20,11,7,11,9,3,75,16,9,11,3,7,5,0,43,37,42,32,14,36,29,19,215,5,17,6,0,5,3,0,40,156,175,120,88,137,94,65,832,1202,871,458,298,390,250,161,3632
