POA_CODE_2016,Count_home_Census_Nt_0_14_yr,Count_hom_Census_Nt_15_24_yr,Count_hom_Census_Nt_25_34_yr,Count_hom_Census_Nt_35_44_yr,Count_hom_Census_Nt_45_54_yr,Count_hom_Census_Nt_55_64_yr,Count_hom_Census_Nt_65_74_yr,Count_hom_Census_Nt_75_84_yr,Count_hom_Census_Nt_85ov,Counted_home_Census_Night_Tot,VisSame_SA2_0_14_yr,VisSame_SA2_15_24_yr,VisSame_SA2_25_34_yr,VisSame_SA2_35_44_yr,VisSame_SA2_45_54_yr,VisSame_SA2_55_64_yr,VisSame_SA2_65_74_yr,VisSame_SA2_75_84_yr,VisSame_SA2_85ov,VisSame_SA2_Total,VisDiff_SA2_NSW_0_14_yr,VisDiff_SA2_NSW_15_24_yr,VisDiff_SA2_NSW_25_34_yr,VisDiff_SA2_NSW_35_44_yr,VisDiff_SA2_NSW_45_54_yr,VisDiff_SA2_NSW_55_64_yr,VisDiff_SA2_NSW_65_74_yr,VisDiff_SA2_NSW_75_84_yr,VisDiff_SA2_NSW_85ov,VisDiff_SA2_NSW_Total,VisDiff_SA2_VIC_0_14_yr,VisDiff_SA2_VIC_15_24_yr,VisDiff_SA2_VIC_25_34_yr,VisDiff_SA2_VIC_35_44_yr,VisDiff_SA2_VIC_45_54_yr,VisDiff_SA2_VIC_55_64_yr,VisDiff_SA2_VIC_65_74_yr,VisDiff_SA2_VIC_75_84_yr,VisDiff_SA2_VIC_85ov,VisDiff_SA2_VIC_Total,VisDiff_SA2_QLD_0_14_yr,VisDiff_SA2_QLD_15_24_yr,VisDiff_SA2_QLD_25_34_yr,VisDiff_SA2_QLD_35_44_yr,VisDiff_SA2_QLD_45_54_yr,VisDiff_SA2_QLD_55_64_yr,VisDiff_SA2_QLD_65_74_yr,VisDiff_SA2_QLD_75_84_yr,VisDiff_SA2_QLD_85ov,VisDiff_SA2_QLD_Total,VisDiff_SA2_SA_0_14_yr,VisDiff_SA2_SA_15_24_yr,VisDiff_SA2_SA_25_34_yr,VisDiff_SA2_SA_35_44_yr,VisDiff_SA2_SA_45_54_yr,VisDiff_SA2_SA_55_64_yr,VisDiff_SA2_SA_65_74_yr,VisDiff_SA2_SA_75_84_yr,VisDiff_SA2_SA_85ov,VisDiff_SA2_SA_Total,VisDiff_SA2_WA_0_14_yr,VisDiff_SA2_WA_15_24_yr,VisDiff_SA2_WA_25_34_yr,VisDiff_SA2_WA_35_44_yr,VisDiff_SA2_WA_45_54_yr,VisDiff_SA2_WA_55_64_yr,VisDiff_SA2_WA_65_74_yr,VisDiff_SA2_WA_75_84_yr,VisDiff_SA2_WA_85ov,VisDiff_SA2_WA_Total,VisDiff_SA2_TAS_0_14_yr,VisDiff_SA2_TAS_15_24_yr,VisDiff_SA2_TAS_25_34_yr,VisDiff_SA2_TAS_35_44_yr,VisDiff_SA2_TAS_45_54_yr,VisDiff_SA2_TAS_55_64_yr,VisDiff_SA2_TAS_65_74_yr,VisDiff_SA2_TAS_75_84_yr,VisDiff_SA2_TAS_85ov,VisDiff_SA2_TAS_Total,VisDiff_SA2_NT_0_14_yr,VisDiff_SA2_NT_15_24_yr,VisDiff_SA2_NT_25_34_yr,VisDiff_SA2_NT_35_44_yr,VisDiff_SA2_NT_45_54_yr,VisDiff_SA2_NT_55_64_yr,VisDiff_SA2_NT_65_74_yr,VisDiff_SA2_NT_75_84_yr,VisDiff_SA2_NT_85ov,VisDiff_SA2_NT_Total,VisDiff_SA2_ACT_0_14_yr,VisDiff_SA2_ACT_15_24_yr,VisDiff_SA2_ACT_25_34_yr,VisDiff_SA2_ACT_35_44_yr,VisDiff_SA2_ACT_45_54_yr,VisDiff_SA2_ACT_55_64_yr,VisDiff_SA2_ACT_65_74_yr,VisDiff_SA2_ACT_75_84_yr,VisDiff_SA2_ACT_85ov,VisDiff_SA2_ACT_Total,VisDiff_SA2_OT_0_14_yr,VisDiff_SA2_OT_15_24_yr,VisDiff_SA2_OT_25_34_yr,VisDiff_SA2_OT_35_44_yr,VisDiff_SA2_OT_45_54_yr,VisDiff_SA2_OT_55_64_yr,VisDiff_SA2_OT_65_74_yr,VisDiff_SA2_OT_75_84_yr,VisDiff_SA2_OT_85ov,VisDiff_SA2_OT_Total,VisDiff_SA2_Tot_0_14_yr,VisDiff_SA2_Tot_15_24_yr,VisDiff_SA2_Tot_25_34_yr,VisDiff_SA2_Tot_35_44_yr,VisDiff_SA2_Tot_45_54_yr,VisDiff_SA2_Tot_55_64_yr,VisDiff_SA2_Tot_65_74_yr,VisDiff_SA2_Tot_75_84_yr,VisDiff_SA2_Tot_85ov,VisDiff_SA2_Tot_Total,Vis_Tot_Visitrs_0_14_yr,Vis_Tot_Visitrs_15_24_yr,Vis_Tot_Visitrs_25_34_yr,Vis_Tot_Visitrs_35_44_yr,Vis_Tot_Visitrs_45_54_yr,Vis_Tot_Visitrs_55_64_yr,Vis_Tot_Visitrs_65_74_yr,Vis_Tot_Visitrs_75_84_yr,Vis_Tot_Visitrs_85ov,Vis_Tot_Visitrs_Total,Total_0_14_yr,Total_15_24_yr,Total_25_34_yr,Total_35_44_yr,Total_45_54_yr,Total_55_64_yr,Total_65_74_yr,Total_75_84_yr,Total_85ov,Total_Total
POA3781,988,557,518,689,674,538,236,95,33,4327,0,3,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,11,20,19,11,5,3,9,3,3,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,21,17,13,12,7,13,3,3,90,14,24,17,13,8,7,13,3,3,98,999,582,531,695,687,543,246,101,34,4423
POA3782,1438,913,633,1004,1218,1081,721,251,118,7377,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,3,0,0,6,16,31,28,15,15,9,12,4,3,130,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,31,28,15,11,13,13,5,3,136,20,29,28,15,11,14,17,5,3,144,1450,946,666,1019,1231,1102,738,253,116,7523
POA3783,488,293,194,328,369,308,172,64,24,2242,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,9,16,4,14,9,5,5,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,16,6,14,9,5,9,0,0,82,12,16,8,14,9,9,9,0,0,87,501,313,202,341,377,312,182,65,24,2327
POA3785,10,0,15,12,13,13,5,4,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,15,12,13,13,5,4,0,68
POA3786,272,175,122,188,239,240,160,46,18,1458,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,4,0,0,0,3,0,3,15,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,0,3,0,3,26,0,0,13,0,3,0,3,0,3,26,269,175,131,195,243,242,166,51,15,1486
POA3787,193,121,77,147,162,163,91,25,11,990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,17,0,0,7,0,0,7,0,0,0,17,194,124,79,153,162,171,91,25,11,1010
POA3788,309,139,150,237,263,276,193,53,20,1643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,5,9,7,4,3,4,4,3,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,13,3,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,8,11,12,9,4,3,64,4,5,6,8,11,12,9,4,3,68,315,147,158,249,273,295,205,50,20,1708
POA3789,43,34,9,26,45,44,38,17,4,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,4,43,39,12,29,45,44,34,17,4,260
POA3791,263,138,115,192,211,246,153,52,4,1377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,7,3,6,4,9,3,4,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,7,3,6,4,11,3,4,52,8,6,7,3,6,4,11,3,4,50,272,145,127,196,217,246,160,57,11,1426
POA3792,205,91,77,148,158,174,111,24,10,995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,4,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,0,0,0,4,3,0,25,3,5,6,0,0,0,4,3,0,25,211,96,83,146,155,173,111,28,8,1018
POA3793,711,390,326,469,511,459,365,127,58,3412,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,5,8,19,7,3,3,0,3,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,19,7,3,3,0,3,0,55,5,14,18,7,7,3,0,3,0,60,716,405,341,478,520,464,364,125,59,3474
POA3795,216,149,111,158,176,143,124,42,30,1152,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,7,10,3,3,0,3,3,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,3,3,5,3,3,0,0,34,7,15,3,3,5,3,3,3,0,38,220,163,118,164,179,141,125,44,30,1182
POA3796,1906,1305,1198,1257,1389,1108,703,288,84,9243,3,0,3,3,4,0,0,0,0,13,0,0,0,3,0,0,0,0,0,6,25,51,37,15,15,21,13,10,3,189,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,52,41,19,21,25,21,11,3,213,32,52,43,16,19,23,21,11,3,227,1934,1358,1246,1276,1411,1132,724,294,85,9467
POA3797,603,390,343,360,505,451,412,160,88,3308,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,11,13,19,17,9,8,9,7,11,3,98,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,17,25,21,12,12,8,7,11,3,110,17,20,23,12,11,10,7,12,3,118,621,414,361,372,514,464,415,174,92,3421
POA3799,1018,613,491,654,916,863,586,255,92,5494,0,0,0,0,0,0,0,3,0,3,0,5,3,0,3,3,0,0,0,14,13,33,17,23,29,28,14,3,0,165,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,6,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,41,26,25,35,36,29,3,0,206,15,37,26,24,35,36,29,5,0,214,1034,652,515,677,949,895,620,261,92,5705
POA3800,4,1993,151,16,3,3,3,0,0,2170,0,6,0,0,0,0,0,0,0,6,0,18,0,0,0,0,0,0,0,18,0,111,4,0,0,0,3,0,0,114,0,10,0,0,0,0,0,0,0,10,0,4,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,9,0,13,0,0,0,0,0,0,0,13,0,4,0,0,0,0,0,0,0,4,0,7,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,176,4,0,0,0,3,0,0,183,0,181,4,0,0,0,3,0,0,190,4,2179,155,16,3,3,6,0,0,2361
POA3802,4379,3234,3287,3057,3103,3511,1968,813,290,23634,3,0,3,0,0,3,0,0,0,15,3,3,3,3,0,4,0,0,0,22,41,69,102,50,31,50,26,26,14,408,3,0,3,4,3,3,0,0,0,20,3,5,0,0,0,0,0,0,0,7,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,45,75,112,64,41,63,32,26,14,470,50,78,115,60,37,65,32,26,14,480,4428,3312,3401,3123,3140,3573,2000,839,308,24112
POA3803,2079,1457,1580,1362,1364,1252,787,430,208,10514,3,3,7,0,3,0,0,5,0,22,0,0,0,0,0,0,0,0,0,7,39,48,36,26,21,15,20,18,11,226,3,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,48,45,26,27,17,20,23,11,247,44,52,44,25,24,12,25,22,11,266,2123,1507,1626,1390,1387,1266,807,456,219,10778
POA3804,1437,1397,639,881,1362,1127,585,289,161,7872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,21,24,6,11,7,15,17,7,106,3,0,0,3,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,22,22,14,11,7,15,16,7,116,9,22,22,14,11,7,15,16,7,116,1448,1417,660,897,1371,1130,596,301,172,7985
POA3805,12623,8727,7172,8280,8358,5458,3016,1306,435,55376,4,17,11,6,4,9,4,3,0,52,0,4,0,3,0,5,0,0,0,21,155,199,217,125,97,82,73,44,25,1014,0,4,3,3,3,3,3,0,0,24,5,6,0,0,5,3,0,0,0,18,3,4,0,3,0,0,0,0,0,10,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,216,223,143,109,89,82,46,26,1092,172,227,232,146,109,96,79,52,25,1144,12795,8950,7407,8432,8468,5560,3095,1353,458,56525
POA3806,10773,6528,5165,7283,6975,4609,2966,1853,782,46940,0,3,0,0,0,3,6,0,5,21,5,3,7,4,0,3,5,3,0,31,107,163,161,120,63,86,71,52,45,871,0,3,8,0,5,3,3,3,0,22,0,0,3,0,3,0,0,0,0,9,0,3,8,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,175,179,131,77,93,82,57,50,956,107,183,183,131,76,96,88,62,50,977,10883,6709,5345,7409,7056,4707,3056,1915,832,47909
POA3807,1464,1097,575,973,1241,777,456,201,41,6829,3,0,0,0,3,0,0,0,0,6,0,0,0,0,3,3,4,0,0,9,20,25,22,20,10,9,11,9,3,118,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,19,32,24,20,12,16,16,9,5,142,21,32,22,20,13,15,16,9,5,151,1485,1127,597,988,1262,794,471,205,48,6978
POA3808,624,370,216,394,448,413,254,111,40,2863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,8,7,3,7,9,3,5,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,8,7,7,7,9,3,5,55,4,12,8,7,7,7,9,3,5,55,630,381,221,393,449,422,261,114,43,2920
POA3809,1671,953,1517,1121,789,506,295,82,17,6957,4,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,4,0,0,3,21,33,23,20,13,17,5,4,0,137,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,33,23,20,16,19,6,4,0,150,25,33,20,23,17,23,10,4,0,158,1695,985,1542,1147,809,528,304,89,17,7113
POA3810,11765,5711,8037,6663,5205,3729,2962,1515,586,46158,0,14,9,11,0,0,3,9,3,48,4,0,3,4,4,4,3,3,0,33,175,190,220,119,92,92,94,32,25,1035,4,4,0,0,3,6,7,4,0,29,0,3,0,0,0,0,0,0,0,3,0,0,3,0,5,0,0,0,0,13,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,200,225,125,110,104,109,37,28,1121,185,209,230,133,111,106,107,45,26,1162,11952,5922,8262,6798,5318,3837,3071,1556,615,47324
POA3812,402,346,199,253,383,331,190,82,31,2216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,16,5,10,6,4,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,16,10,10,6,4,3,0,69,3,13,16,10,10,6,4,3,0,69,411,359,217,261,391,340,188,81,31,2282
POA3813,157,120,61,83,191,126,78,30,8,854,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,3,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,3,3,0,0,17,0,4,3,0,0,3,3,4,0,17,157,123,61,83,194,131,77,37,8,872
POA3814,479,256,214,282,321,284,226,80,27,2159,0,3,3,0,0,0,3,0,0,9,0,0,3,0,0,0,0,0,0,3,3,7,7,3,3,4,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,12,3,3,4,0,0,0,34,3,9,17,3,3,4,3,0,0,42,481,268,225,284,326,285,230,77,27,2205
POA3815,625,347,254,364,456,370,292,127,64,2886,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,5,12,11,6,6,8,3,5,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,11,3,6,8,3,5,0,55,5,12,11,3,3,4,5,5,0,59,627,355,265,367,462,374,299,124,60,2948
POA3816,572,291,362,317,353,346,242,90,27,2605,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,12,16,3,9,9,9,3,0,63,3,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12,15,3,9,11,11,3,0,82,15,15,15,3,9,11,11,4,0,80,586,304,379,323,367,354,251,94,26,2683
POA3818,2739,1490,1593,1485,1701,1691,1479,877,351,13401,4,5,7,0,3,0,4,0,0,26,0,0,0,0,3,0,9,0,0,9,48,58,52,25,40,43,29,13,8,314,0,3,0,0,0,7,4,0,0,17,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,60,57,27,44,52,40,14,8,351,53,66,61,27,47,55,49,14,11,377,2795,1555,1654,1513,1747,1744,1524,890,362,13780
POA3820,2825,1853,1691,1673,2022,1862,1644,964,397,14949,6,5,3,0,0,3,3,0,0,20,0,0,3,0,0,0,8,0,0,14,49,93,77,28,56,42,40,38,15,448,3,3,3,3,9,0,3,0,0,30,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,95,90,39,75,48,49,36,16,507,63,102,87,39,76,55,52,37,16,529,2890,1961,1779,1709,2099,1911,1698,1007,416,15474
POA3821,572,301,219,310,458,437,304,102,33,2741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,17,11,5,7,6,3,4,5,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,17,11,3,7,7,3,4,5,73,7,17,11,8,7,7,3,4,5,71,573,323,234,316,468,442,309,108,35,2813
POA3822,212,126,79,124,139,132,85,37,11,942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,3,0,0,0,0,17,3,4,3,0,3,0,0,0,0,17,219,134,79,130,143,133,83,37,11,968
POA3823,308,176,201,177,229,319,215,96,17,1744,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,13,10,3,7,6,4,5,5,58,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,15,3,13,4,4,5,5,63,3,9,15,10,13,6,4,4,5,71,309,185,217,190,238,332,218,100,23,1812
POA3824,970,502,494,605,600,638,499,269,136,4703,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,4,16,27,18,17,11,11,7,5,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,27,18,18,11,11,10,5,0,118,16,29,21,18,11,11,13,5,0,116,986,527,510,618,615,652,512,270,133,4823
POA3825,3275,2345,2068,2088,2565,2793,2139,1226,550,19043,0,3,3,0,0,3,11,5,3,25,0,0,6,0,4,0,0,0,0,15,90,167,124,69,68,51,42,20,19,654,4,7,0,0,7,0,0,0,0,24,0,0,3,0,3,4,0,3,0,11,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,93,176,132,72,83,61,51,24,22,716,93,182,132,71,83,68,59,28,21,742,3369,2527,2201,2160,2644,2859,2193,1250,574,19781
POA3831,282,177,104,175,219,278,216,118,44,1614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,4,6,3,4,5,4,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,12,4,6,3,3,5,4,49,5,6,12,4,9,3,3,5,4,47,293,182,116,179,225,284,219,122,43,1659
POA3832,33,24,13,20,31,53,47,10,3,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,3,3,0,0,13,31,20,14,22,35,49,46,10,3,237
