POA_CODE_2016,M_Hbn_in_RM_0_14,M_Hbn_in_RM_15_24,M_Hbn_in_RM_25_34,M_Hbn_in_RM_35_44,M_Hbn_in_RM_45_54,M_Hbn_in_RM_55_64,M_Hbn_in_RM_65_74,M_Hbn_in_RM_75_84,M_Hbn_in_RM_85ov,M_Hbn_in_RM_Tot,M_Ptn_in_DFM_0_14,M_Ptn_in_DFM_15_24,M_Ptn_in_DFM_25_34,M_Ptn_in_DFM_35_44,M_Ptn_in_DFM_45_54,M_Ptn_in_DFM_55_64,M_Ptn_in_DFM_65_74,M_Ptn_in_DFM_75_84,M_Ptn_in_DFM_85ov,M_Ptn_in_DFM_Tot,M_LonePnt_0_14,M_LonePnt_15_24,M_LonePnt_25_34,M_LonePnt_35_44,M_LonePnt_45_54,M_LonePnt_55_64,M_LonePnt_65_74,M_LonePnt_75_84,M_LonePnt_85ov,M_LonePnt_Tot,M_CU15_0_14,M_CU15_15_24,M_CU15_25_34,M_CU15_35_44,M_CU15_45_54,M_CU15_55_64,M_CU15_65_74,M_CU15_75_84,M_CU15_85ov,M_CU15_Tot,M_DpStu_0_14,M_DpStu_15_24,M_DpStu_25_34,M_DpStu_35_44,M_DpStu_45_54,M_DpStu_55_64,M_DpStu_65_74,M_DpStu_75_84,M_DpStu_85ov,M_DpStu_Tot,M_NDpChl_0_14,M_NDpChl_15_24,M_NDpChl_25_34,M_NDpChl_35_44,M_NDpChl_45_54,M_NDpChl_55_64,M_NDpChl_65_74,M_NDpChl_75_84,M_NDpChl_85ov,M_NDpChl_Tot,M_OthRI_0_14,M_OthRI_15_24,M_OthRI_25_34,M_OthRI_35_44,M_OthRI_45_54,M_OthRI_55_64,M_OthRI_65_74,M_OthRI_75_84,M_OthRI_85ov,M_OthRI_Tot,M_URI_in_FH_0_14,M_URI_in_FH_15_24,M_URI_in_FH_25_34,M_URI_in_FH_35_44,M_URI_in_FH_45_54,M_URI_in_FH_55_64,M_URI_in_FH_65_74,M_URI_in_FH_75_84,M_URI_in_FH_85ov,M_URI_in_FH_Tot,M_GrpH_Mem_0_14,M_GrpH_Mem_15_24,M_GrpH_Mem_25_34,M_GrpH_Mem_35_44,M_GrpH_Mem_45_54,M_GrpH_Mem_55_64,M_GrpH_Mem_65_74,M_GrpH_Mem_75_84,M_GrpH_Mem_85ov,M_GrpH_Mem_Tot,M_LonePsn_0_14,M_LonePsn_15_24,M_LonePsn_25_34,M_LonePsn_35_44,M_LonePsn_45_54,M_LonePsn_55_64,M_LonePsn_65_74,M_LonePsn_75_84,M_LonePsn_85ov,M_LonePsn_Tot,M_Vis_within_Aus_0_14,M_Vis_within_Aus_15_24,M_Vis_within_Aus_25_34,M_Vis_within_Aus_35_44,M_Vis_within_Aus_45_54,M_Vis_within_Aus_55_64,M_Vis_within_Aus_65_74,M_Vis_within_Aus_75_84,M_Vis_within_Aus_85ov,M_Vis_within_Aus_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Wife_in_RM_0_14,F_Wife_in_RM_15_24,F_Wife_in_RM_25_34,F_Wife_in_RM_35_44,F_Wife_in_RM_45_54,F_Wife_in_RM_55_64,F_Wife_in_RM_65_74,F_Wife_in_RM_75_84,F_Wife_in_RM_85ov,F_Wife_in_RM_Tot,F_Ptn_in_DFM_0_14,F_Ptn_in_DFM_15_24,F_Ptn_in_DFM_25_34,F_Ptn_in_DFM_35_44,F_Ptn_in_DFM_45_54,F_Ptn_in_DFM_55_64,F_Ptn_in_DFM_65_74,F_Ptn_in_DFM_75_84,F_Ptn_in_DFM_85ov,F_Ptn_in_DFM_Tot,F_LonePnt_0_14,F_LonePnt_15_24,F_LonePnt_25_34,F_LonePnt_35_44,F_LonePnt_45_54,F_LonePnt_55_64,F_LonePnt_65_74,F_LonePnt_75_84,F_LonePnt_85ov,F_LonePnt_Tot,F_CU15_0_14,F_CU15_15_24,F_CU15_25_34,F_CU15_35_44,F_CU15_45_54,F_CU15_55_64,F_CU15_65_74,F_CU15_75_84,F_CU15_85ov,F_CU15_Tot,F_DpStu_0_14,F_DpStu_15_24,F_DpStu_25_34,F_DpStu_35_44,F_DpStu_45_54,F_DpStu_55_64,F_DpStu_65_74,F_DpStu_75_84,F_DpStu_85ov,F_DpStu_Tot,F_NDpChl_0_14,F_NDpChl_15_24,F_NDpChl_25_34,F_NDpChl_35_44,F_NDpChl_45_54,F_NDpChl_55_64,F_NDpChl_65_74,F_NDpChl_75_84,F_NDpChl_85ov,F_NDpChl_Tot,F_OthRI_0_14,F_OthRI_15_24,F_OthRI_25_34,F_OthRI_35_44,F_OthRI_45_54,F_OthRI_55_64,F_OthRI_65_74,F_OthRI_75_84,F_OthRI_85ov,F_OthRI_Tot,F_URI_in_FH_0_14,F_URI_in_FH_15_24,F_URI_in_FH_25_34,F_URI_in_FH_35_44,F_URI_in_FH_45_54,F_URI_in_FH_55_64,F_URI_in_FH_65_74,F_URI_in_FH_75_84,F_URI_in_FH_85ov,F_URI_in_FH_Tot
POA3026,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,3,0,5,14,5,3,0,0,33,0,0,0,0,0,0,0,0,0,0,0,3,0,5,19,10,3,4,0,43,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
POA3027,..,8,453,563,217,118,47,4,3,1406,..,12,71,51,26,5,0,0,0,172,..,3,0,5,11,4,0,0,0,32,867,..,..,..,..,..,..,..,..,867,..,146,..,..,..,..,..,..,..,146,..,55,70,15,3,0,0,0,0,141,..,37,59,13,6,6,3,6,0,121,..,23,46,7,8,0,0,0,0,84,..,33,56,15,6,0,0,0,0,112,..,3,38,29,12,8,0,0,0,89,9,15,7,3,0,3,0,0,0,35,869,329,797,705,286,150,54,12,7,3205,..,29,610,483,172,98,30,5,0,1432,..,16,83,43,16,8,0,0,0,162,..,9,24,61,39,22,6,3,0,153,801,..,..,..,..,..,..,..,..,801,..,132,..,..,..,..,..,..,..,132,..,54,33,3,3,0,0,0,0,94,..,26,32,11,14,28,18,3,3,143,..,9,30,3,3,4,0,0,0,50
POA3028,..,24,871,1143,1065,1045,689,286,50,5176,..,58,329,208,167,99,35,3,0,902,..,0,16,42,81,75,22,18,6,252,2436,..,..,..,..,..,..,..,..,2436,..,730,..,..,..,..,..,..,..,730,..,631,543,166,94,33,8,0,0,1475,..,134,119,46,62,31,30,18,4,448,..,66,87,32,33,18,9,5,0,241,..,152,254,49,52,45,27,16,4,602,..,32,140,181,225,232,119,63,27,1008,26,36,52,46,44,28,18,12,0,261,2462,1864,2415,1903,1814,1610,955,417,92,13534,..,91,1111,1131,1148,1000,536,187,25,5222,..,96,349,215,169,79,26,5,0,942,..,27,145,253,346,208,103,64,37,1189,2412,..,..,..,..,..,..,..,..,2412,..,753,..,..,..,..,..,..,..,753,..,416,360,68,50,30,3,0,0,926,..,87,67,32,36,84,57,48,34,441,..,51,60,15,12,4,3,0,0,152
POA3029,..,106,4410,5536,3399,2496,1520,511,79,18061,..,181,887,541,349,217,54,11,0,2235,..,15,56,109,205,115,46,17,15,573,11524,..,..,..,..,..,..,..,..,11524,..,2406,..,..,..,..,..,..,..,2406,..,1720,1133,298,120,38,4,0,0,3321,..,530,546,139,98,95,88,36,18,1532,..,244,380,131,65,41,12,0,0,868,..,255,396,137,92,91,32,10,0,1016,..,81,414,413,369,284,202,91,35,1893,134,119,181,101,64,51,33,15,4,713,11659,5663,8400,7410,4749,3429,1985,694,148,44135,..,372,6097,4730,3086,2230,1238,331,37,18118,..,268,943,542,319,173,34,10,0,2282,..,86,588,824,837,378,153,88,42,2987,10798,..,..,..,..,..,..,..,..,10798,..,2641,..,..,..,..,..,..,..,2641,..,1201,782,162,63,30,4,0,0,2244,..,328,262,72,139,286,198,115,56,1446,..,167,191,48,31,14,5,4,0,467
POA3030,..,86,3520,6155,4154,2689,1531,648,133,18915,..,217,1031,799,568,262,90,10,3,2978,..,10,69,141,250,153,73,24,11,734,12101,..,..,..,..,..,..,..,..,12101,..,2543,..,..,..,..,..,..,..,2543,..,1713,1162,306,140,46,9,0,0,3375,..,369,366,105,86,84,78,35,16,1152,..,198,240,91,72,37,17,3,0,664,..,210,418,160,148,107,57,13,5,1116,..,104,463,547,538,444,294,142,53,2585,143,137,169,115,90,58,40,29,4,792,12244,5582,7436,8422,6050,3891,2191,905,225,46957,..,228,4939,5934,3746,2503,1246,440,59,19106,..,340,1109,760,482,191,49,9,0,2938,..,109,513,929,945,443,152,100,44,3247,11080,..,..,..,..,..,..,..,..,11080,..,2708,..,..,..,..,..,..,..,2708,..,1197,836,170,92,42,3,0,0,2341,..,286,225,66,128,322,214,136,54,1428,..,193,146,47,32,19,15,3,3,453
POA3031,..,8,485,675,434,290,165,83,24,2155,..,50,562,283,134,78,27,11,0,1144,..,3,14,10,28,22,6,8,3,106,1349,..,..,..,..,..,..,..,..,1349,..,310,..,..,..,..,..,..,..,310,..,124,96,56,27,24,3,0,0,327,..,90,61,20,10,16,12,5,3,217,..,45,59,16,0,6,0,0,0,130,..,287,498,97,34,26,16,4,0,964,..,56,208,224,181,196,133,57,26,1087,15,35,66,12,19,15,15,3,3,190,1366,1007,2048,1395,874,675,367,172,66,7969,..,20,619,663,412,253,136,63,8,2167,..,80,590,239,107,66,15,7,0,1104,..,17,82,139,185,101,34,30,22,611,1302,..,..,..,..,..,..,..,..,1302,..,313,..,..,..,..,..,..,..,313,..,88,84,22,14,12,4,0,0,229,..,93,76,35,28,36,25,15,7,320,..,30,51,9,4,6,0,0,0,105
POA3032,..,22,850,1187,985,825,455,205,66,4599,..,109,607,306,182,116,29,4,0,1346,..,0,7,28,51,42,14,6,16,160,2234,..,..,..,..,..,..,..,..,2234,..,652,..,..,..,..,..,..,..,652,..,285,295,93,72,24,3,0,0,777,..,149,139,33,27,27,26,14,3,422,..,85,125,30,9,8,6,0,0,263,..,481,569,137,70,36,18,4,3,1322,..,68,301,271,270,183,142,53,34,1320,21,52,80,29,18,21,15,10,4,251,2261,1896,2979,2117,1680,1280,712,299,135,13354,..,52,1112,1168,1019,746,368,163,32,4652,..,147,620,269,143,77,19,3,0,1288,..,8,100,199,239,157,53,50,33,838,2088,..,..,..,..,..,..,..,..,2088,..,667,..,..,..,..,..,..,..,667,..,215,235,49,51,17,3,0,0,571,..,141,139,25,30,68,53,35,26,518,..,94,79,12,12,5,3,0,0,208
POA3033,..,9,270,612,594,480,572,421,67,3021,..,9,118,78,74,28,11,6,0,330,..,0,0,13,37,24,13,17,10,119,1205,..,..,..,..,..,..,..,..,1205,..,420,..,..,..,..,..,..,..,420,..,261,248,98,86,14,0,0,0,707,..,33,30,9,20,19,10,5,10,126,..,11,9,8,3,6,3,0,0,46,..,32,42,16,11,8,11,5,0,134,..,11,42,57,77,44,54,57,33,379,12,17,24,15,12,4,8,11,10,115,1218,800,787,902,913,633,685,522,127,6591,..,14,355,650,610,513,604,279,21,3049,..,25,118,85,58,24,14,0,0,324,..,4,31,95,166,78,64,56,24,512,1181,..,..,..,..,..,..,..,..,1181,..,411,..,..,..,..,..,..,..,411,..,172,190,54,48,19,5,0,0,491,..,33,17,18,17,25,33,24,10,177,..,10,15,7,3,3,0,0,0,33
POA3034,..,0,208,456,417,394,500,371,75,2425,..,7,92,45,39,20,11,4,0,218,..,0,3,12,22,25,8,15,10,92,879,..,..,..,..,..,..,..,..,879,..,328,..,..,..,..,..,..,..,328,..,184,214,116,85,32,0,0,0,626,..,22,38,9,19,9,8,10,10,117,..,11,17,10,4,9,4,0,0,52,..,45,42,21,15,9,3,3,3,141,..,8,35,48,52,48,37,45,21,312,12,15,17,17,13,10,11,4,3,107,896,623,664,741,666,546,585,452,121,5296,..,7,306,463,437,445,509,250,21,2442,..,14,94,43,32,16,9,0,0,206,..,0,31,62,116,76,40,65,13,412,826,..,..,..,..,..,..,..,..,826,..,288,..,..,..,..,..,..,..,288,..,112,170,61,42,25,0,0,0,405,..,30,25,10,14,33,34,37,29,218,..,15,18,11,6,3,0,0,0,47
POA3036,..,0,66,216,294,279,265,121,40,1292,..,5,29,27,35,18,10,0,0,127,..,0,3,3,15,10,3,3,3,39,499,..,..,..,..,..,..,..,..,499,..,238,..,..,..,..,..,..,..,238,..,136,101,31,18,10,0,0,0,306,..,14,11,6,3,3,3,0,0,40,..,4,3,0,0,4,0,0,0,16,..,0,3,4,3,0,3,0,0,16,..,6,16,18,26,17,19,20,22,142,9,7,12,7,6,4,6,0,0,46,510,412,248,306,410,347,316,148,62,2756,..,4,87,255,324,289,240,81,21,1302,..,8,39,21,33,20,13,0,0,127,..,0,14,29,56,37,22,8,6,173,448,..,..,..,..,..,..,..,..,448,..,228,..,..,..,..,..,..,..,228,..,89,64,7,13,5,3,0,0,175,..,13,10,0,3,11,6,10,3,49,..,3,0,0,0,0,0,0,0,11
POA3037,..,33,1370,3024,2598,1735,943,301,39,10037,..,58,367,274,196,91,30,0,0,1019,..,6,14,47,115,79,21,13,0,308,5694,..,..,..,..,..,..,..,..,5694,..,1839,..,..,..,..,..,..,..,1839,..,1271,948,191,78,15,0,0,0,2505,..,218,172,40,59,54,38,22,10,613,..,81,99,61,33,22,3,3,0,300,..,76,99,39,31,29,11,3,3,289,..,46,169,198,216,163,111,50,13,960,55,55,84,58,48,12,20,8,0,342,5745,3677,3318,3939,3378,2211,1181,392,71,23901,..,112,1918,3186,2513,1509,710,163,16,10127,..,98,380,271,185,75,20,7,0,1031,..,30,206,451,579,246,79,56,18,1675,5623,..,..,..,..,..,..,..,..,5623,..,1983,..,..,..,..,..,..,..,1983,..,892,611,117,47,22,0,5,0,1694,..,135,125,42,61,132,122,103,50,766,..,72,73,19,13,11,3,0,0,194
POA3038,..,18,410,901,1539,1629,996,347,65,5914,..,22,120,111,89,67,18,12,0,438,..,3,7,22,74,69,21,11,11,212,2095,..,..,..,..,..,..,..,..,2095,..,1120,..,..,..,..,..,..,..,1120,..,795,796,218,68,19,0,0,0,1893,..,99,74,23,28,28,25,25,3,302,..,37,36,12,12,11,4,0,3,112,..,27,65,22,18,15,13,3,0,153,..,28,50,66,117,86,81,42,19,486,18,32,49,26,25,24,16,18,5,216,2116,2165,1615,1410,1974,1944,1178,453,99,12954,..,37,541,1077,1744,1558,740,224,21,5945,..,39,146,114,74,53,11,0,0,444,..,13,59,194,289,187,63,44,22,868,2069,..,..,..,..,..,..,..,..,2069,..,1132,..,..,..,..,..,..,..,1132,..,554,515,92,39,22,0,0,0,1213,..,63,57,18,19,52,33,76,33,343,..,18,26,5,6,7,0,0,3,61
POA3039,..,9,295,580,616,432,281,158,51,2422,..,38,253,119,97,49,26,0,0,580,..,0,3,13,20,18,12,7,11,82,1091,..,..,..,..,..,..,..,..,1091,..,329,..,..,..,..,..,..,..,329,..,149,127,51,34,23,8,0,0,385,..,45,48,13,15,14,14,6,5,150,..,29,47,9,4,7,3,3,0,102,..,164,201,46,13,20,11,3,0,461,..,21,116,87,104,116,116,59,35,649,14,24,29,26,15,7,9,6,0,119,1107,809,1116,931,922,678,472,239,105,6369,..,16,381,657,577,435,248,121,23,2453,..,55,250,135,63,53,5,0,0,560,..,5,19,62,85,70,20,40,24,320,1059,..,..,..,..,..,..,..,..,1059,..,400,..,..,..,..,..,..,..,400,..,129,120,27,27,17,4,0,0,328,..,36,46,10,17,19,19,24,7,180,..,30,48,9,3,0,0,0,0,98
POA3040,..,9,558,994,1228,987,552,281,95,4705,..,49,336,134,124,89,32,9,0,765,..,0,0,23,44,48,15,11,9,156,2055,..,..,..,..,..,..,..,..,2055,..,925,..,..,..,..,..,..,..,925,..,398,290,69,50,31,7,0,0,847,..,78,59,24,16,12,22,7,9,214,..,31,61,16,8,3,0,0,0,120,..,156,212,42,13,14,11,3,0,471,..,35,197,182,209,183,117,70,58,1057,27,34,43,28,24,22,13,3,3,196,2079,1720,1760,1514,1717,1391,765,382,172,11506,..,35,702,1087,1294,921,461,218,48,4764,..,73,358,136,116,68,18,3,0,770,..,0,47,140,217,129,39,37,46,662,1998,..,..,..,..,..,..,..,..,1998,..,989,..,..,..,..,..,..,..,989,..,275,282,47,36,28,7,0,0,669,..,64,65,20,21,33,35,32,21,286,..,29,38,9,0,5,0,0,0,87
POA3041,..,3,224,545,624,518,314,175,78,2474,..,20,115,72,54,36,6,3,0,309,..,0,0,15,24,9,8,8,3,68,1143,..,..,..,..,..,..,..,..,1143,..,422,..,..,..,..,..,..,..,422,..,224,168,47,32,15,0,0,0,483,..,32,23,14,10,3,7,4,0,87,..,21,12,5,3,3,3,0,0,43,..,38,68,7,12,16,13,3,0,156,..,24,60,74,68,83,45,32,33,417,7,19,14,16,16,11,0,0,4,87,1153,801,685,786,839,699,397,224,116,5701,..,5,293,620,614,489,294,144,33,2500,..,35,102,78,60,24,5,0,0,312,..,3,13,61,113,59,21,20,21,316,1005,..,..,..,..,..,..,..,..,1005,..,473,..,..,..,..,..,..,..,473,..,150,124,14,29,12,4,0,0,327,..,37,25,15,10,9,10,10,13,134,..,19,10,3,0,0,0,0,0,35
POA3042,..,5,348,639,600,440,454,333,112,2936,..,21,206,142,85,44,6,4,0,515,..,0,3,14,40,34,15,14,19,135,1299,..,..,..,..,..,..,..,..,1299,..,407,..,..,..,..,..,..,..,407,..,240,216,103,93,35,9,0,0,695,..,44,41,14,20,16,12,9,8,166,..,14,28,6,9,6,3,0,0,68,..,24,79,23,30,20,9,3,0,192,..,21,85,101,122,105,96,59,39,639,14,17,42,29,21,15,12,9,8,157,1313,798,1046,1074,1010,719,616,441,185,7204,..,14,425,710,560,476,471,240,53,2958,..,48,210,134,71,42,9,3,0,515,..,3,38,120,189,94,57,62,38,607,1256,..,..,..,..,..,..,..,..,1256,..,364,..,..,..,..,..,..,..,364,..,195,162,49,38,34,6,0,0,492,..,30,36,23,16,31,44,31,29,231,..,17,17,6,3,3,0,0,0,50
POA3043,..,9,407,640,532,601,672,345,67,3271,..,31,192,118,95,39,16,5,4,503,..,0,12,27,47,47,18,14,5,170,1441,..,..,..,..,..,..,..,..,1441,..,416,..,..,..,..,..,..,..,416,..,343,309,140,73,23,4,0,0,894,..,47,47,26,9,23,15,8,3,180,..,20,20,15,9,10,0,0,0,74,..,40,86,28,29,29,18,3,0,237,..,22,99,116,156,133,127,62,37,747,10,20,39,30,30,20,12,13,0,169,1455,954,1215,1145,980,919,883,453,111,8110,..,24,513,669,568,639,655,211,24,3294,..,46,213,117,78,31,19,3,0,502,..,15,77,168,223,122,68,49,27,747,1344,..,..,..,..,..,..,..,..,1344,..,466,..,..,..,..,..,..,..,466,..,203,233,95,42,28,0,0,0,602,..,40,40,10,23,26,47,41,17,242,..,18,14,9,6,4,0,0,0,55
POA3044,..,11,724,1265,1125,634,448,331,160,4712,..,56,410,243,159,97,16,6,3,992,..,0,3,23,73,47,16,12,12,193,2405,..,..,..,..,..,..,..,..,2405,..,742,..,..,..,..,..,..,..,742,..,381,322,105,77,52,11,0,0,945,..,86,95,35,30,20,20,16,6,302,..,47,75,16,8,11,4,0,0,162,..,150,250,83,29,30,15,7,0,562,..,21,146,163,201,186,124,91,101,1031,38,24,48,34,25,17,12,11,6,214,2437,1514,2078,1957,1730,1089,661,480,293,12249,..,48,927,1321,1047,643,407,274,79,4742,..,90,423,259,153,73,11,3,0,1015,..,16,52,176,228,124,53,80,62,790,2268,..,..,..,..,..,..,..,..,2268,..,716,..,..,..,..,..,..,..,716,..,271,215,57,50,35,0,0,0,632,..,55,68,21,31,46,45,49,39,349,..,37,47,13,5,4,4,0,0,112
POA3045,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
POA3046,..,55,1372,1511,995,728,628,584,178,6049,..,53,383,194,144,64,31,10,3,880,..,3,8,43,69,50,18,13,18,237,2956,..,..,..,..,..,..,..,..,2956,..,733,..,..,..,..,..,..,..,733,..,544,425,172,127,70,12,3,0,1354,..,169,189,63,40,44,36,12,11,565,..,119,182,36,21,11,3,0,0,371,..,284,437,106,66,43,22,11,5,977,..,35,233,185,256,240,166,126,96,1333,40,39,70,39,39,20,12,20,6,285,2998,2034,3312,2342,1762,1284,917,779,318,15738,..,182,1698,1352,1005,707,628,439,69,6080,..,80,396,206,147,55,18,3,0,904,..,24,132,265,333,191,82,132,60,1222,2696,..,..,..,..,..,..,..,..,2696,..,803,..,..,..,..,..,..,..,803,..,397,301,73,73,41,3,0,0,885,..,106,95,37,40,75,62,46,29,500,..,86,120,15,14,3,3,0,0,238
POA3047,..,54,683,683,608,499,338,215,49,3134,..,19,63,55,64,26,3,5,0,236,..,3,18,28,59,36,22,23,10,203,2198,..,..,..,..,..,..,..,..,2198,..,578,..,..,..,..,..,..,..,578,..,475,413,119,122,52,3,0,0,1192,..,114,131,43,43,34,20,12,6,408,..,52,85,25,22,14,6,0,0,202,..,189,286,63,54,36,18,3,0,648,..,31,97,109,157,140,94,57,28,711,28,29,65,44,24,16,9,8,4,227,2221,1542,1835,1173,1159,853,515,323,104,9733,..,189,834,654,585,419,307,143,15,3153,..,25,72,64,49,15,10,3,0,240,..,40,181,208,244,130,88,82,43,1009,2082,..,..,..,..,..,..,..,..,2082,..,633,..,..,..,..,..,..,..,633,..,303,241,68,56,17,3,0,0,692,..,72,53,22,41,56,49,28,16,344,..,43,29,15,10,12,0,0,0,106
POA3048,..,30,460,664,752,584,383,165,14,3048,..,15,49,24,47,25,9,0,0,175,..,3,15,36,50,36,19,14,3,175,1940,..,..,..,..,..,..,..,..,1940,..,654,..,..,..,..,..,..,..,654,..,523,464,155,82,31,0,0,0,1253,..,74,80,29,25,33,16,9,8,271,..,15,29,24,15,10,3,0,0,90,..,27,83,28,32,20,14,3,3,207,..,19,55,60,93,64,56,31,6,378,30,28,41,32,25,15,11,10,0,194,1974,1397,1267,1055,1115,807,518,236,29,8385,..,114,654,707,713,490,282,90,3,3061,..,15,61,26,45,29,5,0,0,180,..,20,121,209,257,158,86,44,20,917,1867,..,..,..,..,..,..,..,..,1867,..,749,..,..,..,..,..,..,..,749,..,347,262,72,47,16,0,0,0,741,..,59,28,19,28,67,63,38,26,316,..,20,14,11,8,6,5,0,0,59
POA3049,..,3,166,308,455,428,259,117,17,1748,..,10,73,51,52,29,10,3,0,225,..,0,3,13,36,16,6,3,3,83,772,..,..,..,..,..,..,..,..,772,..,272,..,..,..,..,..,..,..,272,..,257,226,68,30,4,0,0,0,578,..,23,31,8,14,11,12,5,0,97,..,3,6,3,3,5,0,0,0,24,..,10,19,11,9,12,5,5,0,75,..,16,30,47,74,54,55,24,14,309,19,9,17,5,6,9,4,0,0,75,791,609,575,511,670,567,350,156,37,4270,..,12,222,358,442,428,215,76,4,1766,..,23,71,54,52,29,4,0,0,233,..,8,35,93,125,83,43,16,3,413,730,..,..,..,..,..,..,..,..,730,..,362,..,..,..,..,..,..,..,362,..,183,162,33,11,7,3,0,0,402,..,22,18,3,10,22,21,13,10,121,..,10,3,0,0,0,0,0,0,17
POA3050,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
POA3051,..,8,282,352,236,179,126,54,19,1256,..,108,410,153,80,35,9,9,0,803,..,0,3,10,15,15,3,3,0,54,699,..,..,..,..,..,..,..,..,699,..,230,..,..,..,..,..,..,..,230,..,60,76,22,10,3,0,0,0,174,..,60,61,12,3,3,3,3,0,153,..,34,58,9,3,3,0,0,0,111,..,638,618,83,26,27,14,5,0,1415,..,199,228,151,134,134,92,52,10,994,7,46,52,26,6,9,8,0,0,154,707,1387,1794,818,513,400,256,123,34,6034,..,25,367,352,238,146,108,38,5,1281,..,143,399,119,62,23,9,0,0,756,..,9,52,100,128,55,21,17,4,386,665,..,..,..,..,..,..,..,..,665,..,178,..,..,..,..,..,..,..,178,..,47,35,11,8,8,0,0,0,103,..,109,65,20,7,16,7,13,0,245,..,56,52,4,3,3,0,0,0,110
POA3052,..,0,129,104,91,82,84,35,3,528,..,31,135,48,24,17,14,0,0,264,..,0,0,4,4,4,0,0,0,18,193,..,..,..,..,..,..,..,..,193,..,60,..,..,..,..,..,..,..,60,..,23,22,0,3,0,0,0,0,46,..,28,14,3,0,0,3,3,0,54,..,20,23,0,3,0,0,0,0,50,..,284,253,11,21,5,8,3,0,576,..,29,94,37,37,26,18,6,4,254,0,17,16,3,4,0,0,0,0,44,193,496,689,213,180,138,116,53,15,2096,..,8,144,113,84,94,69,21,4,537,..,47,136,36,19,11,9,0,0,256,..,0,5,17,21,23,10,0,0,76,178,..,..,..,..,..,..,..,..,178,..,63,..,..,..,..,..,..,..,63,..,16,25,11,0,0,0,0,0,54,..,41,27,8,3,3,3,4,3,85,..,40,21,0,0,0,0,0,0,58
POA3053,..,17,261,216,151,132,104,53,13,945,..,187,350,118,58,29,17,4,0,769,..,0,4,9,14,13,0,4,0,50,510,..,..,..,..,..,..,..,..,510,..,142,..,..,..,..,..,..,..,142,..,56,63,29,17,3,0,0,0,164,..,210,72,8,4,7,4,3,0,309,..,68,77,7,0,0,4,0,0,152,..,1238,730,79,22,11,11,0,3,2097,..,823,319,135,119,104,92,45,11,1636,12,65,72,15,10,15,3,0,0,190,523,2808,1943,615,386,315,233,115,29,6977,..,28,325,197,154,134,79,44,3,955,..,222,344,95,37,24,10,3,0,742,..,3,42,79,114,59,36,16,10,361,470,..,..,..,..,..,..,..,..,470,..,168,..,..,..,..,..,..,..,168,..,35,58,16,11,3,0,0,0,112,..,270,79,7,8,17,5,9,3,409,..,78,45,4,0,0,0,0,0,129
