POA_CODE_2016,P_1000_1249_15_19_yrs,P_1000_1249_20_24_yrs,P_1000_1249_25_34_yrs,P_1000_1249_35_44_yrs,P_1000_1249_45_54_yrs,P_1000_1249_55_64_yrs,P_1000_1249_65_74_yrs,P_1000_1249_75_84_yrs,P_1000_1249_85ov,P_1000_1249_Tot,P_1250_1499_15_19_yrs,P_1250_1499_20_24_yrs,P_1250_1499_25_34_yrs,P_1250_1499_35_44_yrs,P_1250_1499_45_54_yrs,P_1250_1499_55_64_yrs,P_1250_1499_65_74_yrs,P_1250_1499_75_84_yrs,P_1250_1499_85ov,P_1250_1499_Tot,P_1500_1749_15_19_yrs,P_1500_1749_20_24_yrs,P_1500_1749_25_34_yrs,P_1500_1749_35_44_yrs,P_1500_1749_45_54_yrs,P_1500_1749_55_64_yrs,P_1500_1749_65_74_yrs,P_1500_1749_75_84_yrs,P_1500_1749_85ov,P_1500_1749_Tot,P_1750_1999_15_19_yrs,P_1750_1999_20_24_yrs,P_1750_1999_25_34_yrs,P_1750_1999_35_44_yrs,P_1750_1999_45_54_yrs,P_1750_1999_55_64_yrs,P_1750_1999_65_74_yrs,P_1750_1999_75_84_yrs,P_1750_1999_85ov,P_1750_1999_Tot,P_2000_2999_15_19_yrs,P_2000_2999_20_24_yrs,P_2000_2999_25_34_yrs,P_2000_2999_35_44_yrs,P_2000_2999_45_54_yrs,P_2000_2999_55_64_yrs,P_2000_2999_65_74_yrs,P_2000_2999_75_84_yrs,P_2000_2999_85ov,P_2000_2999_Tot,P_3000_more_15_19_yrs,P_3000_more_20_24_yrs,P_3000_more_25_34_yrs,P_3000_more_35_44_yrs,P_3000_more_45_54_yrs,P_3000_more_55_64_yrs,P_3000_more_65_74_yrs,P_3000_more_75_84_yrs,P_3000_more_85ov,P_3000_more_Tot,P_PI_NS_15_19_yrs,P_PI_NS_ns_20_24_yrs,P_PI_NS_ns_25_34_yrs,P_PI_NS_ns_35_44_yrs,P_PI_NS_ns_45_54_yrs,P_PI_NS_ns_55_64_yrs,P_PI_NS_ns_65_74_yrs,P_PI_NS_ns_75_84_yrs,P_PI_NS_ns_85_yrs_ovr,P_PI_NS_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
POA3610,0,6,17,14,21,17,8,3,3,85,0,0,4,12,14,10,4,0,0,48,0,3,3,7,10,10,3,0,0,39,0,0,4,3,11,8,0,0,0,19,0,0,3,3,5,3,0,0,0,22,0,0,0,3,5,3,0,0,0,10,20,26,108,98,54,50,38,28,13,424,91,61,188,241,261,254,187,121,58,1452
POA3612,0,3,11,6,25,25,8,6,0,86,0,0,9,11,19,15,3,0,0,53,0,0,8,5,14,3,0,0,0,35,0,0,0,3,10,8,0,0,0,20,0,0,0,4,11,7,0,4,0,20,0,0,0,0,4,3,0,0,0,15,15,4,9,15,29,36,46,24,10,183,93,63,116,126,271,330,286,172,50,1508
POA3614,0,3,14,13,18,13,3,3,0,71,0,0,12,11,10,11,0,0,0,46,0,0,8,12,15,6,3,0,0,40,0,0,3,6,9,14,0,0,0,32,0,0,3,10,12,3,0,0,0,26,0,0,0,0,4,0,0,0,0,12,7,0,4,3,11,11,13,3,0,51,59,31,89,125,145,129,78,19,3,680
POA3616,0,22,103,71,80,68,21,3,3,372,0,8,54,46,68,44,11,5,3,234,0,7,32,43,48,25,4,3,0,164,0,0,17,28,26,19,4,0,0,102,0,0,16,31,41,25,3,3,3,121,0,3,0,4,12,17,7,3,0,48,57,32,49,62,69,81,77,55,34,513,314,261,579,603,731,738,578,372,152,4341
POA3617,0,0,3,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,0,5,0,3,3,3,0,0,14,15,4,16,17,31,30,14,5,0,135
POA3618,0,4,12,10,9,4,3,0,0,42,0,0,3,7,6,5,3,0,0,26,0,0,0,0,4,0,0,0,0,10,0,0,0,3,3,3,0,0,0,11,0,0,0,0,0,4,4,0,0,11,0,0,0,3,0,0,0,0,0,3,10,5,12,3,11,9,7,0,3,55,40,35,62,103,98,109,77,22,7,560
POA3620,3,33,101,124,150,94,33,14,17,566,0,12,66,63,69,69,15,5,0,297,0,5,42,44,60,50,10,3,0,217,0,0,14,29,42,21,3,0,0,121,0,0,26,24,40,30,10,0,0,130,0,0,0,12,9,18,10,7,0,63,82,28,59,83,95,115,118,118,78,777,523,399,821,863,1074,1119,1052,626,311,6784
POA3621,0,5,27,33,46,30,8,3,0,148,0,3,18,13,19,10,4,4,0,71,0,0,11,17,4,8,0,0,0,46,0,0,3,10,9,11,0,0,0,30,0,0,3,9,12,12,0,0,0,35,0,3,3,3,3,12,3,5,0,29,26,5,21,15,22,25,21,20,13,165,159,109,245,263,309,305,260,149,80,1872
POA3622,0,0,5,12,9,8,0,0,0,39,0,0,5,8,5,8,0,0,0,17,0,0,5,3,6,3,0,0,0,16,0,0,3,0,0,0,5,0,0,9,0,0,0,0,0,3,0,0,0,5,0,0,0,0,3,0,0,0,0,3,0,4,0,12,12,10,4,3,0,48,29,11,44,61,72,83,57,18,3,375
POA3623,0,3,4,7,16,15,4,0,0,45,0,4,4,4,12,8,0,0,0,32,0,0,0,3,11,4,0,0,0,17,0,0,0,0,3,0,0,0,0,8,0,0,0,3,6,5,0,0,0,15,0,0,0,0,0,3,3,0,4,8,4,0,6,13,7,18,15,20,3,90,36,43,56,94,130,162,140,69,28,762
POA3624,0,4,10,3,5,8,3,4,0,40,0,0,4,8,0,8,0,0,0,21,0,0,4,4,6,3,0,0,0,16,0,0,3,0,0,3,0,0,0,7,0,0,0,3,0,0,0,0,0,3,0,0,0,0,4,0,3,0,0,3,6,0,3,4,5,3,3,0,0,28,41,27,52,62,64,90,67,27,13,454
POA3629,5,46,124,133,139,132,36,17,6,629,0,16,77,74,74,70,13,6,0,331,0,5,38,55,61,44,15,3,0,208,0,3,20,25,32,25,0,0,0,105,0,0,18,27,38,24,9,4,0,114,0,3,3,6,14,17,12,7,0,59,89,45,107,86,135,156,165,77,30,886,603,515,1052,1092,1152,1249,1052,553,201,7471
POA3630,5,115,494,385,406,326,122,46,21,1931,3,44,363,257,243,152,49,15,5,1135,0,19,170,201,201,148,33,8,4,797,0,9,89,110,129,106,20,4,5,464,0,7,70,148,147,125,38,12,4,547,6,9,30,70,83,70,24,14,5,307,250,206,447,397,436,382,396,335,215,3066,2076,1967,4346,3723,3923,3468,2814,1824,809,24942
POA3631,3,59,168,189,221,162,63,15,4,890,0,21,122,111,179,116,28,4,4,585,0,9,100,122,136,104,16,5,0,492,0,5,43,83,98,59,14,7,4,302,0,4,43,100,124,61,20,7,4,363,0,0,31,41,57,37,14,4,0,193,72,39,101,108,100,114,107,54,23,708,880,566,1276,1477,1731,1488,1026,480,226,9154
POA3633,0,3,0,12,12,6,4,4,0,40,0,0,0,4,11,6,0,0,0,29,0,0,0,3,4,3,0,0,0,13,0,0,0,5,6,3,0,0,0,14,0,0,0,0,3,4,0,0,0,5,0,0,0,0,0,0,0,0,0,3,3,7,7,3,14,4,10,4,0,57,40,33,39,76,110,84,73,21,4,466
POA3634,0,0,20,25,31,40,12,3,0,127,0,4,5,16,30,20,6,0,0,74,0,0,9,16,16,10,0,0,0,54,0,0,5,12,19,8,0,3,0,44,0,0,3,15,11,4,3,3,0,39,0,0,0,0,4,4,0,0,0,18,24,4,21,24,30,26,26,7,0,158,140,67,162,235,287,289,185,65,18,1449
POA3635,3,3,10,5,10,10,3,0,0,47,0,0,0,4,11,8,4,0,0,22,0,3,10,3,3,3,0,0,0,21,0,0,3,0,0,3,0,0,0,5,0,0,3,0,0,0,0,0,0,8,0,0,0,3,3,3,0,0,0,11,9,0,5,4,11,3,7,0,0,41,37,29,66,48,91,93,64,18,3,442
POA3636,0,28,69,52,73,70,24,4,3,326,0,5,42,44,50,40,10,3,0,199,0,0,23,23,45,40,6,0,0,131,0,0,9,20,24,11,5,0,0,62,0,0,12,18,15,21,3,0,0,64,0,0,6,3,12,14,9,3,0,47,34,21,33,34,58,71,93,50,26,412,324,275,503,522,676,729,689,436,180,4331
POA3637,0,4,12,4,10,13,3,3,0,48,0,0,4,9,4,7,0,0,0,26,0,0,3,0,0,0,0,0,0,4,0,0,3,5,0,0,0,0,0,5,0,0,3,3,5,0,0,0,0,14,0,0,0,0,3,0,0,0,0,8,3,3,5,3,3,7,0,0,0,21,54,33,61,64,87,88,53,14,9,464
POA3638,0,4,39,23,19,19,10,0,3,121,0,6,20,10,18,13,5,0,0,75,0,0,6,7,20,15,4,0,0,54,0,0,8,7,5,7,0,0,0,35,0,0,4,4,7,3,0,0,0,26,0,0,0,5,0,15,10,0,0,29,12,6,11,13,25,31,21,28,26,178,146,96,206,205,259,294,233,187,82,1705
POA3639,0,8,3,4,7,11,3,0,0,39,0,0,0,0,5,3,0,0,0,12,0,0,3,3,4,4,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,3,0,3,0,7,15,11,11,0,55,12,21,34,36,97,136,77,37,13,466
POA3640,0,0,19,15,15,7,4,0,0,63,0,3,3,9,11,5,0,0,0,32,0,4,6,8,7,3,0,0,0,37,0,0,0,3,4,0,0,0,0,10,0,0,0,3,5,3,3,0,0,21,0,0,3,0,3,0,0,0,0,8,11,3,9,10,10,7,13,3,0,71,69,53,111,145,141,134,100,23,5,764
POA3641,0,0,21,21,25,21,8,0,0,97,0,0,6,6,11,10,3,0,0,35,0,0,5,8,10,13,3,0,0,39,0,0,3,7,3,0,3,0,0,16,0,0,4,3,0,6,0,0,0,15,0,0,0,0,0,0,0,0,0,3,12,8,8,12,24,22,26,14,0,128,85,56,112,142,180,204,130,54,6,979
POA3644,0,36,101,98,127,100,34,16,3,513,0,17,69,74,70,52,13,7,0,311,0,7,44,42,65,46,13,0,3,221,0,0,23,55,71,44,5,0,0,198,0,0,11,48,34,28,9,9,3,149,0,0,7,15,18,18,12,5,3,87,86,48,101,103,110,143,183,122,45,949,527,446,929,982,1143,1217,1279,787,270,7573
POA3646,0,3,9,9,15,10,3,0,0,50,0,0,3,4,5,3,3,0,0,23,0,0,4,8,3,3,0,0,0,15,0,0,0,0,0,7,0,0,0,13,0,0,0,5,0,0,0,0,0,6,0,0,0,3,3,4,5,0,0,13,3,0,3,7,3,4,3,0,0,28,43,23,48,65,83,99,71,33,6,466
POA3647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,5,15,4,3,9,0,0,0,0,0,40
POA3649,0,5,3,0,4,3,0,0,0,17,0,0,4,0,5,3,0,0,0,19,0,0,0,3,9,3,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,0,0,0,3,0,0,0,3,0,0,0,0,0,3,9,0,4,8,7,3,7,3,0,41,34,23,33,40,72,68,38,24,13,351
POA3658,4,22,101,96,118,75,22,13,5,452,3,17,62,62,80,68,9,0,3,298,0,8,39,43,66,36,6,4,0,198,0,4,24,22,45,36,0,0,0,134,0,0,17,31,36,36,9,0,0,122,0,0,6,10,15,13,8,3,0,49,56,27,64,60,68,81,59,38,19,470,400,372,724,696,979,906,631,247,80,5024
POA3659,0,0,13,5,12,16,3,0,0,57,0,0,11,5,3,15,5,0,0,42,0,0,8,4,3,7,0,0,0,25,0,0,0,3,3,7,0,0,0,17,0,0,0,6,11,12,7,0,0,28,0,0,0,0,3,6,3,3,0,13,8,3,7,17,7,15,8,0,0,67,45,30,69,77,112,133,90,39,11,607
POA3660,0,20,91,79,118,107,46,16,11,492,0,4,46,68,74,84,21,4,3,305,0,4,26,44,53,46,14,7,0,192,0,3,15,26,59,21,7,0,0,125,0,0,9,25,45,34,15,3,0,141,0,0,9,11,15,15,6,0,3,62,72,51,87,110,122,155,136,111,86,928,470,498,749,814,1036,1209,916,496,225,6416
POA3662,0,23,32,11,4,0,0,0,0,73,0,18,43,14,4,0,0,0,0,82,0,3,44,27,10,3,0,0,0,87,0,0,19,25,8,0,0,0,0,57,0,0,15,17,16,8,0,0,0,51,0,0,0,4,0,0,0,0,0,3,7,15,32,5,7,0,0,0,0,63,106,146,307,148,65,14,0,0,0,786
POA3663,0,0,0,0,0,6,0,0,0,13,0,0,0,0,3,7,0,0,0,10,0,0,3,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,3,4,0,0,0,4,3,5,0,0,19,14,4,22,17,13,35,19,7,3,138
POA3664,0,0,11,14,14,6,7,4,0,65,0,3,5,14,6,11,3,0,0,44,0,0,8,6,7,4,4,4,0,34,0,0,7,8,7,3,3,0,0,26,0,0,0,11,3,10,0,0,0,28,0,0,0,0,4,6,8,3,0,16,12,3,9,21,18,20,11,13,5,104,54,46,98,136,133,186,144,63,18,878
POA3665,0,0,0,3,8,9,0,0,0,18,0,0,0,3,0,6,3,0,0,12,0,0,3,3,0,0,0,0,0,8,0,0,0,0,0,5,3,0,0,9,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,3,0,0,0,3,3,0,0,8,10,8,9,3,0,44,21,12,15,38,57,74,63,23,0,309
POA3666,0,6,54,44,56,50,28,15,9,258,0,4,22,37,37,46,20,12,0,176,0,0,5,20,27,29,8,5,4,99,0,0,10,18,22,19,3,5,0,83,0,0,8,24,14,17,11,3,3,77,0,0,3,8,5,13,17,8,0,51,28,20,29,36,57,85,87,71,65,472,212,160,349,435,601,808,783,451,192,3994
POA3669,0,3,14,7,18,26,9,0,0,72,0,0,7,10,14,15,4,0,0,44,0,0,8,0,9,16,3,0,0,40,0,0,0,0,6,21,0,0,0,27,0,0,0,0,4,3,6,0,0,14,0,0,0,3,3,5,5,0,0,20,9,4,4,8,29,29,34,29,29,184,61,33,109,86,183,269,244,115,62,1172
POA3670,0,0,13,8,7,13,5,0,0,44,0,3,5,0,7,12,0,0,0,24,0,0,3,3,7,3,3,0,0,14,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,4,0,0,0,5,3,5,9,7,12,11,13,3,0,57,27,41,48,42,92,142,75,28,4,495
POA3672,5,46,103,104,143,108,53,25,15,615,3,16,70,64,103,75,22,10,6,366,0,7,37,43,66,60,19,7,3,248,0,3,25,38,58,40,16,5,3,180,0,0,19,32,47,53,16,3,0,168,0,0,6,15,18,29,11,11,3,97,83,51,85,74,113,137,150,139,75,912,582,524,935,971,1314,1522,1468,930,485,8735
POA3673,0,4,16,22,33,34,13,0,0,115,0,0,8,8,17,23,4,0,0,66,0,0,6,9,17,12,0,3,0,45,0,0,3,8,6,5,3,0,0,24,0,0,3,10,13,11,0,0,0,36,0,0,4,5,4,11,6,0,0,30,11,11,15,29,33,34,31,5,4,181,97,43,129,175,270,355,274,77,20,1444
POA3675,0,8,13,24,31,43,18,0,3,130,0,0,21,26,18,18,13,0,0,99,0,0,10,14,12,19,3,0,0,61,0,0,9,11,13,9,0,0,0,40,0,0,3,5,22,15,4,4,0,48,0,0,0,6,3,8,0,0,0,13,23,3,8,13,27,37,31,5,3,147,112,56,140,218,268,352,237,84,19,1485
POA3677,4,61,253,243,258,236,80,28,26,1191,0,17,169,158,174,118,25,14,3,676,0,8,95,126,132,89,22,5,3,489,0,3,41,72,91,76,20,8,0,299,0,3,47,63,97,58,16,5,0,295,0,0,17,35,37,32,19,8,7,157,135,77,139,160,156,209,230,258,300,1664,1049,938,1952,2061,2262,2319,2022,1406,845,14853
POA3678,0,15,54,74,111,100,32,5,3,402,0,3,39,46,96,63,26,3,0,275,0,3,25,54,78,61,6,14,0,249,0,0,16,25,47,39,14,5,0,139,0,0,11,33,73,44,19,3,0,183,0,0,0,25,39,35,5,4,0,110,74,19,32,71,83,77,106,45,9,520,374,222,423,758,1040,1064,866,348,86,5183
POA3682,0,0,3,6,14,14,5,0,0,44,0,5,3,3,9,10,4,0,0,34,0,0,0,4,6,3,0,0,0,16,0,0,0,0,0,4,0,0,0,11,0,0,0,3,4,0,0,0,0,13,0,0,0,4,0,3,0,0,0,10,21,3,5,9,12,14,9,3,0,73,38,27,37,73,93,111,70,19,12,476
POA3683,0,5,20,20,42,36,17,3,0,141,0,0,15,17,33,19,3,0,0,94,0,0,3,14,21,8,0,0,0,51,0,0,0,5,10,15,0,0,0,32,0,0,0,4,11,9,0,0,0,30,0,0,0,0,3,0,0,0,0,9,20,3,11,12,23,41,17,20,4,155,113,65,138,194,307,312,210,105,29,1466
POA3685,0,5,43,43,54,48,19,9,4,224,0,0,16,28,31,25,15,0,0,117,0,0,5,29,31,33,11,0,3,113,0,0,3,18,9,16,0,0,0,56,0,0,3,16,13,22,0,0,0,52,0,0,0,3,10,4,6,3,0,28,10,9,16,17,29,38,41,32,28,223,137,100,227,330,394,445,365,167,86,2250
POA3687,0,4,11,27,17,13,8,3,0,76,0,0,10,8,19,6,4,0,0,44,0,0,5,7,13,5,3,0,0,31,0,0,0,11,8,6,0,0,0,23,0,0,0,10,8,4,0,0,0,27,0,0,0,3,3,4,3,0,0,14,12,4,3,6,7,15,17,9,0,69,88,59,88,133,146,143,174,62,17,910
POA3688,0,3,21,17,24,32,4,4,0,98,0,0,14,14,22,19,4,0,0,72,0,3,9,12,14,12,0,0,0,50,0,0,0,12,7,6,3,0,0,30,0,0,3,5,8,11,0,4,0,33,0,0,0,0,3,3,4,0,0,8,10,3,13,8,17,13,10,12,0,83,66,61,132,153,195,198,110,44,12,980
POA3690,8,181,640,497,519,406,145,30,15,2438,0,67,445,403,377,264,95,16,14,1681,3,27,212,272,307,199,40,14,0,1083,0,4,130,195,229,139,24,3,3,727,0,3,113,196,234,148,28,5,0,727,0,3,25,72,89,52,24,5,0,267,230,196,373,316,304,347,288,240,126,2422,2220,2184,4591,4069,4337,4092,3048,1569,610,26726
POA3691,13,79,167,170,167,142,50,13,5,810,3,21,117,157,136,100,25,5,0,563,3,7,94,120,106,94,20,3,4,457,0,3,48,79,74,57,9,0,3,275,0,0,42,88,103,48,10,4,0,304,0,0,7,20,44,31,17,3,0,123,103,48,63,75,92,87,71,43,56,637,717,624,1098,1240,1332,1287,853,324,174,7650
POA3694,0,7,0,0,0,0,0,0,0,10,0,3,3,0,0,0,0,0,0,11,0,3,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,18,21,49,14,4,9,0,0,0,0,90
POA3695,0,0,3,12,13,5,3,0,0,40,0,0,3,3,3,8,4,0,0,23,0,0,0,4,8,10,0,0,0,27,0,0,0,3,11,3,0,0,0,17,0,0,0,0,0,9,3,0,0,13,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,6,5,0,0,20,37,25,23,57,66,96,55,14,5,378
POA3697,0,0,0,3,3,12,3,3,0,30,0,0,3,0,9,9,0,0,0,35,0,0,0,3,6,12,4,0,0,24,0,0,0,3,3,0,0,3,0,15,0,0,0,3,3,6,0,0,0,14,0,0,0,0,0,0,0,0,0,8,4,0,4,3,10,8,10,0,5,36,32,10,33,68,96,130,80,24,16,487
POA3698,0,0,3,10,14,13,8,0,0,59,0,0,3,11,7,7,13,0,0,41,0,0,5,9,14,5,0,0,0,36,0,0,0,11,8,7,0,0,0,23,0,0,0,4,10,6,4,0,0,27,0,0,0,0,4,4,0,0,0,12,3,3,3,4,12,11,17,8,0,61,33,17,51,108,120,154,163,69,17,731
POA3699,3,0,23,18,10,17,4,0,0,83,0,0,8,10,3,12,3,0,0,38,0,0,0,11,3,5,3,0,0,19,0,0,4,6,3,3,0,0,0,18,0,0,0,8,7,5,0,0,0,24,0,0,0,3,4,0,0,3,0,12,3,10,14,21,17,11,23,7,0,118,58,56,131,150,134,150,148,72,27,923
POA3700,0,7,18,6,27,18,10,3,0,87,0,0,15,10,19,9,8,0,0,61,0,0,5,5,12,12,0,0,0,41,0,0,3,3,12,3,3,0,3,31,0,0,0,3,9,10,0,0,0,20,0,0,0,0,0,0,3,0,0,9,5,3,8,13,7,12,24,12,8,85,76,51,116,129,197,206,164,91,57,1090
POA3701,0,3,9,7,16,24,9,4,3,68,0,0,4,11,9,14,9,0,0,48,0,0,3,3,10,8,4,0,0,20,0,0,0,11,3,4,3,0,0,19,0,0,3,3,7,9,5,0,0,22,0,0,3,0,5,4,3,0,0,17,9,3,10,11,18,24,24,11,0,102,53,31,80,101,164,191,196,66,16,893
POA3704,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,0,3,3,0,20
POA3705,0,0,3,3,0,0,4,3,0,12,0,0,0,5,4,5,0,0,0,13,0,0,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,3,6,5,3,0,0,24,21,5,18,22,53,39,32,16,3,206
POA3707,0,8,20,9,24,21,10,3,3,91,0,3,8,11,17,8,0,3,0,49,0,0,8,5,10,9,5,0,0,41,0,0,5,8,4,3,0,0,0,22,0,0,0,6,6,8,0,3,0,26,0,0,3,0,5,10,4,0,0,16,11,12,15,18,18,31,20,33,23,177,87,79,161,170,233,282,259,183,90,1541
POA3708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,3,8,11,13,9,3,52
POA3709,0,3,4,0,5,9,3,0,0,19,0,0,0,0,3,3,0,0,0,5,0,0,0,0,0,9,0,0,0,15,0,0,0,0,0,3,0,0,0,15,0,0,0,3,0,3,4,0,0,11,0,0,0,0,0,0,0,0,0,4,0,3,0,3,0,3,4,4,3,26,16,6,14,21,35,88,58,19,8,264
POA3711,0,0,6,6,7,13,4,0,0,33,0,0,0,3,5,4,3,0,0,17,0,0,0,3,3,3,0,0,0,12,0,0,3,3,3,0,3,0,0,12,0,0,0,6,3,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,15,7,3,0,57,16,15,47,47,68,106,84,34,9,421
POA3712,0,0,7,8,3,3,0,3,0,25,0,0,3,6,3,3,0,0,0,11,0,0,4,3,3,0,0,0,0,10,0,0,3,0,0,0,0,0,0,4,0,0,0,0,6,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,13,3,3,30,17,7,33,32,50,71,77,29,7,312
POA3713,0,0,6,13,16,7,5,0,0,40,0,0,4,3,14,10,0,0,0,33,0,0,0,7,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,4,0,0,0,3,5,4,0,0,0,15,0,0,0,0,0,0,3,0,0,6,5,3,11,13,17,29,38,22,14,153,45,34,74,87,152,181,199,110,53,933
POA3714,0,8,36,40,54,53,22,9,6,229,0,4,24,26,17,23,12,0,0,115,0,3,16,23,17,26,3,0,0,81,0,0,8,16,21,16,9,3,0,68,0,0,9,11,25,14,8,3,3,69,0,0,0,3,8,8,6,4,0,34,21,12,25,38,33,59,63,44,10,318,145,136,294,388,442,557,606,285,140,2994
POA3715,0,0,0,3,0,14,8,0,0,23,0,0,0,3,3,0,0,0,0,13,0,0,0,0,5,0,0,0,0,6,0,0,0,0,4,0,0,0,0,5,0,0,0,3,4,4,0,0,0,8,0,0,0,0,0,3,0,0,0,10,4,0,3,0,5,10,10,0,0,37,17,6,9,25,46,76,68,15,3,266
POA3717,0,6,25,38,33,40,13,5,3,170,0,3,17,16,22,36,18,4,0,115,0,0,7,12,16,18,5,4,0,64,0,0,0,7,9,12,6,3,0,45,0,0,3,10,29,14,7,0,0,66,0,0,0,3,6,12,7,6,4,49,18,8,13,27,25,42,61,31,14,242,129,80,153,273,341,491,471,214,64,2219
POA3718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,7,5,0,4,4,19,14,13,3,6,70
POA3719,0,0,0,5,6,6,3,3,0,29,0,0,0,0,3,0,3,0,0,12,0,0,0,4,7,8,3,0,0,13,0,0,3,3,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,5,0,0,0,3,0,0,0,0,0,6,3,0,0,3,3,6,8,4,0,27,14,13,23,37,45,86,72,33,4,330
POA3720,0,0,0,3,12,10,7,0,0,27,0,0,3,0,7,16,3,0,0,29,0,0,3,3,4,4,0,0,0,19,0,0,0,0,4,6,0,0,0,12,0,0,0,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,3,3,3,4,11,13,13,11,4,0,69,27,19,34,57,86,119,107,31,9,487
POA3722,3,10,47,86,71,78,31,5,12,353,0,0,45,52,40,45,7,0,6,202,0,0,19,39,44,39,9,4,0,156,0,0,7,27,31,29,5,3,0,103,0,0,15,23,23,21,4,8,0,109,0,0,3,7,11,10,3,9,3,48,26,18,55,52,51,68,62,29,18,390,231,201,447,599,645,763,652,338,171,4049
POA3723,5,7,31,35,36,50,19,5,3,201,0,7,15,26,38,31,13,0,0,126,0,0,13,21,18,17,4,0,0,74,0,0,4,10,12,7,8,4,0,46,0,0,11,29,9,13,7,0,0,70,0,0,0,7,19,8,5,0,3,45,39,21,40,51,51,59,50,23,4,334,242,108,244,307,418,502,506,166,29,2520
POA3725,0,0,5,3,11,8,0,3,0,26,0,0,8,3,7,0,0,0,0,22,0,0,4,6,11,3,0,0,0,23,0,0,0,3,3,3,0,0,0,8,0,0,0,0,7,0,5,0,0,15,0,0,0,0,3,5,0,0,0,8,3,3,4,8,9,24,16,4,3,75,31,20,58,58,95,124,86,31,11,517
POA3726,0,0,7,3,6,8,3,0,0,30,0,0,4,0,0,3,6,0,0,9,0,0,0,4,4,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,3,4,4,3,5,10,3,0,40,27,9,23,37,58,78,70,18,10,339
POA3727,0,0,0,3,10,0,3,0,0,15,0,0,3,0,4,3,0,0,0,9,0,0,3,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,3,6,9,9,7,0,42,25,11,30,22,43,56,52,20,3,265
POA3728,0,4,7,8,13,15,6,0,0,46,0,0,4,4,10,3,0,0,0,25,0,0,0,0,3,7,0,0,0,11,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,4,3,3,0,9,3,7,5,3,10,19,14,8,3,72,30,34,61,56,95,108,102,34,12,534
