POA_CODE_2016,M_SE_Europe_nfd_0_4,M_SE_Europe_nfd_5_14,M_SE_Europe_nfd_15_24,M_SE_Europe_nfd_25_44,M_SE_Europe_nfd_45_54,M_SE_Europe_nfd_55_64,M_SE_Europe_nfd_65_74,M_SE_Europe_nfd_75_84,M_SE_Europe_nfd_85ov,M_SE_Europe_nfd_Tot,M_Sri_Lanka_0_4,M_Sri_Lanka_5_14,M_Sri_Lanka_15_24,M_Sri_Lanka_25_44,M_Sri_Lanka_45_54,M_Sri_Lanka_55_64,M_Sri_Lanka_65_74,M_Sri_Lanka_75_84,M_Sri_Lanka_85ov,M_Sri_Lanka_Tot,M_Taiwan_0_4,M_Taiwan_5_14,M_Taiwan_15_24,M_Taiwan_25_44,M_Taiwan_45_54,M_Taiwan_55_64,M_Taiwan_65_74,M_Taiwan_75_84,M_Taiwan_85ov,M_Taiwan_Tot,M_Thailand_0_4,M_Thailand_5_14,M_Thailand_15_24,M_Thailand_25_44,M_Thailand_45_54,M_Thailand_55_64,M_Thailand_65_74,M_Thailand_75_84,M_Thailand_85ov,M_Thailand_Tot,M_FYROM_0_4,M_FYROM_5_14,M_FYROM_15_24,M_FYROM_25_44,M_FYROM_45_54,M_FYROM_55_64,M_FYROM_65_74,M_FYROM_75_84,M_FYROM_85ov,M_FYROM_Tot,M_Turkey_0_4,M_Turkey_5_14,M_Turkey_15_24,M_Turkey_25_44,M_Turkey_45_54,M_Turkey_55_64,M_Turkey_65_74,M_Turkey_75_84,M_Turkey_85ov,M_Turkey_Tot,M_USA_0_4,M_USA_5_14,M_USA_15_24,M_USA_25_44,M_USA_45_54,M_USA_55_64,M_USA_65_74,M_USA_75_84,M_USA_85ov,M_USA_Tot,M_Vietnam_0_4,M_Vietnam_5_14,M_Vietnam_15_24,M_Vietnam_25_44,M_Vietnam_45_54,M_Vietnam_55_64,M_Vietnam_65_74,M_Vietnam_75_84,M_Vietnam_85ov,M_Vietnam_Tot,M_Wales_0_4,M_Wales_5_14,M_Wales_15_24,M_Wales_25_44,M_Wales_45_54,M_Wales_55_64,M_Wales_65_74,M_Wales_75_84,M_Wales_85ov,M_Wales_Tot,M_Zimbabwe_0_4,M_Zimbabwe_5_14,M_Zimbabwe_15_24,M_Zimbabwe_25_44,M_Zimbabwe_45_54,M_Zimbabwe_55_64,M_Zimbabwe_65_74,M_Zimbabwe_75_84,M_Zimbabwe_85ov,M_Zimbabwe_Tot,M_Elsewhere_0_4,M_Elsewhere_5_14,M_Elsewhere_15_24,M_Elsewhere_25_44,M_Elsewhere_45_54,M_Elsewhere_55_64,M_Elsewhere_65_74,M_Elsewhere_75_84,M_Elsewhere_85ov,M_Elsewhere_Tot,M_COB_NS_0_4,M_COB_NS_5_14,M_COB_NS_15_24,M_COB_NS_25_44,M_COB_NS_45_54,M_COB_NS_55_64,M_COB_NS_65_74,M_COB_NS_75_84,M_COB_NS_85ov,M_COB_NS_Tot,M_Tot_0_4,M_Tot_5_14,M_Tot_15_24,M_Tot_25_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Afghanistan_0_4,F_Afghanistan_5_14,F_Afghanistan_15_24,F_Afghanistan_25_44,F_Afghanistan_45_54,F_Afghanistan_55_64,F_Afghanistan_65_74,F_Afghanistan_75_84,F_Afghanistan_85ov,F_Afghanistan_Tot,F_Australia_0_4,F_Australia_5_14,F_Australia_15_24,F_Australia_25_44,F_Australia_45_54,F_Australia_55_64,F_Australia_65_74,F_Australia_75_84,F_Australia_85ov,F_Australia_Tot,F_Bangladesh_0_4,F_Bangladesh_5_14,F_Bangladesh_15_24,F_Bangladesh_25_44,F_Bangladesh_45_54,F_Bangladesh_55_64,F_Bangladesh_65_74,F_Bangladesh_75_84,F_Bangladesh_85ov,F_Bangladesh_Tot,F_Bosnia_Herzegov_0_4,F_Bosnia_Herzegov_5_14,F_Bosnia_Herzegov_15_24,F_Bosnia_Herzegov_25_44,F_Bosnia_Herzegov_45_54,F_Bosnia_Herzegov_55_64,F_Bosnia_Herzegov_65_74,F_Bosnia_Herzegov_75_84,F_Bosnia_Herzegov_85ov,F_Bosnia_Herzegov_Tot,F_Cambodia_0_4,F_Cambodia_5_14,F_Cambodia_15_24,F_Cambodia_25_44,F_Cambodia_45_54,F_Cambodia_55_64,F_Cambodia_65_74,F_Cambodia_75_84,F_Cambodia_85ov,F_Cambodia_Tot,F_Canada_0_4,F_Canada_5_14,F_Canada_15_24,F_Canada_25_44,F_Canada_45_54,F_Canada_55_64,F_Canada_65_74,F_Canada_75_84,F_Canada_85ov,F_Canada_Tot,F_Chile_0_4,F_Chile_5_14,F_Chile_15_24,F_Chile_25_44,F_Chile_45_54,F_Chile_55_64,F_Chile_65_74,F_Chile_75_84,F_Chile_85ov,F_Chile_Tot
POA3777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,0,12,0,0,0,0,0,0,0,0,0,0,0,3,3,9,5,8,12,10,4,51,27,42,33,87,75,63,71,29,10,426,326,682,565,1104,788,740,613,291,84,5203,0,0,0,0,0,0,0,0,0,0,272,616,513,1007,587,592,414,205,100,4295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,4
POA3778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,4,0,14,13,19,17,25,15,8,0,106,0,0,0,0,0,0,0,0,0,0,4,9,14,19,13,13,10,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,9,8,0,0,24,7,12,12,28,27,55,53,16,3,207,0,0,0,0,0,0,0,0,0,0,5,15,9,14,17,24,29,12,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,0,4,0,26,12,21,18,61,32,36,9,7,0,204,176,331,324,609,339,291,117,59,13,2249,0,0,0,0,0,0,0,0,0,0,162,299,233,491,253,177,79,17,12,1718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
POA3782,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,4,0,3,3,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,3,9,7,16,8,3,5,64,13,23,7,47,40,34,33,15,8,214,219,561,501,825,638,575,433,133,59,3945,0,0,0,0,0,0,0,0,0,0,182,469,423,740,496,418,216,68,35,3037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,3,3,0,0,0,0,7
POA3783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,14,8,10,12,27,14,16,7,3,0,91,83,186,180,268,187,175,88,37,9,1207,0,0,0,0,0,0,0,0,0,0,74,139,117,225,140,103,69,20,10,899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
POA3785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,9,3,7,0,14,3,5,3,4,0,44,0,0,0,0,0,0,0,0,0,0,3,0,0,10,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,19,3,10,3,14,8,8,8,3,0,57,40,94,91,157,122,128,96,26,5,763,0,0,0,0,0,0,0,0,0,0,40,79,82,118,98,93,43,12,7,565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,3
POA3787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,8,0,4,3,4,5,6,5,3,0,36,17,82,65,108,81,84,63,21,4,520,0,0,0,0,0,0,0,0,0,0,26,60,51,94,68,63,34,10,4,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3788,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,20,3,4,3,10,11,15,12,0,0,54,46,118,81,198,137,153,113,33,5,885,0,0,0,0,0,0,0,0,0,0,47,91,69,163,100,103,59,12,8,643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
POA3789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,5,12,11,20,17,21,16,21,6,3,132,0,0,0,0,0,0,0,0,0,0,3,15,16,21,17,25,9,3,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,0,14,3,0,9,10,9,11,8,3,0,42,47,90,75,157,106,137,84,29,0,731,0,0,0,0,0,0,0,0,0,0,35,83,63,123,88,84,51,13,4,539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,5,0,3,5,6,6,4,4,0,0,31,31,80,48,115,71,89,67,22,3,519,0,0,0,0,0,0,0,0,0,0,25,69,46,96,64,62,42,11,6,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,5,12,4,0,29,6,8,5,24,16,8,14,8,0,86,111,265,208,404,265,225,199,55,21,1765,0,0,0,0,0,0,0,0,0,0,89,238,187,337,189,171,106,43,16,1368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3
POA3795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,7,0,6,8,10,4,0,8,0,3,41,40,73,91,152,88,84,72,23,17,629,0,0,0,0,0,0,0,0,0,0,37,71,70,117,70,49,38,11,5,470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3796,0,0,0,0,0,4,0,0,0,4,0,0,0,8,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,9,11,3,0,36,8,28,30,66,48,25,23,12,5,245,311,665,715,1283,697,577,380,156,37,4830,0,0,0,0,0,0,0,0,0,0,318,602,589,1104,565,427,261,92,32,3986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,4
POA3797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,12,5,17,23,34,28,26,26,7,0,172,106,240,213,360,267,237,220,83,37,1766,0,0,0,0,0,0,0,0,0,0,75,170,176,319,195,184,133,62,37,1339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
POA3799,0,0,0,0,3,0,3,0,0,6,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,7,3,3,37,11,18,23,65,54,52,28,13,0,271,155,371,348,595,474,454,303,131,41,2863,0,0,0,0,0,0,0,0,0,0,159,317,286,491,348,325,209,88,36,2256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
POA3800,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,11,0,0,15,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,32,4,0,0,0,0,0,42,0,0,60,4,0,0,0,0,0,63,0,0,989,91,0,3,0,0,0,1082,0,0,0,0,0,0,0,0,0,0,0,0,322,16,0,0,0,0,0,340,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
POA3802,0,0,0,16,27,16,16,18,3,96,3,42,46,231,124,134,88,22,3,688,0,0,0,13,0,3,0,0,0,17,0,3,0,13,3,0,5,0,0,23,0,0,0,9,9,12,16,3,0,47,0,0,3,11,26,19,16,12,0,85,0,3,3,5,0,3,0,0,0,18,0,0,7,31,27,37,14,0,0,120,0,0,0,3,3,0,6,0,0,12,0,0,3,3,3,0,0,0,0,6,5,27,69,239,156,201,137,64,6,904,40,65,87,183,77,111,76,31,8,673,774,1503,1756,3258,1521,1745,1072,416,107,12158,0,12,50,131,35,20,13,5,0,270,664,1126,1061,1301,518,588,201,72,54,5573,0,0,4,5,4,0,0,0,0,10,0,0,11,37,27,23,3,3,0,107,0,0,3,18,11,8,3,0,0,48,0,0,3,9,0,0,0,0,0,11,0,0,0,16,8,10,21,7,0,64
POA3803,0,0,0,9,10,8,7,3,0,35,3,7,15,102,42,58,30,9,4,262,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,16,0,0,0,3,5,3,0,3,0,20,0,0,0,0,13,7,3,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,3,18,10,10,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,24,89,63,77,47,21,9,353,22,28,48,84,41,41,23,21,3,308,397,717,773,1540,665,619,413,211,74,5406,3,41,79,194,49,21,9,0,0,399,321,451,433,448,211,172,110,70,67,2274,0,0,0,5,7,0,0,0,0,15,0,0,3,19,3,8,0,3,0,42,0,3,4,28,11,14,6,0,0,71,0,0,0,0,3,0,0,0,0,3,0,0,0,13,4,14,9,0,0,39
POA3804,0,0,0,0,3,9,0,0,0,14,0,0,3,12,16,13,9,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,11,0,0,0,0,6,3,0,0,0,7,0,0,0,0,0,0,3,0,0,6,0,0,0,9,5,0,0,0,0,11,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,13,43,38,44,27,10,7,188,8,18,36,31,37,42,23,8,4,209,168,560,756,752,675,593,330,134,64,4043,0,0,9,21,4,11,3,5,0,56,169,501,576,519,428,289,118,71,51,2718,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,10,0,0,0,4,3,3,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7
POA3805,0,0,0,13,13,22,18,17,0,82,5,51,81,406,217,126,66,23,6,987,0,0,4,7,0,0,0,0,0,16,3,0,0,27,0,0,0,0,0,36,0,6,0,14,11,3,4,3,0,48,0,0,0,10,19,14,3,0,0,56,4,11,15,15,11,5,3,0,0,60,0,0,11,53,27,16,5,0,0,111,0,0,0,0,5,9,0,0,0,18,0,0,3,5,7,0,0,0,0,18,10,60,105,404,310,197,111,61,14,1277,85,181,188,351,194,144,92,39,10,1288,2036,4590,4654,7671,4259,2817,1524,653,172,28381,8,93,287,482,137,62,17,8,4,1094,1759,3502,3084,4007,2045,1239,651,264,121,16670,0,3,5,14,9,4,0,0,0,36,0,0,10,32,23,12,8,3,0,90,0,0,9,71,35,23,3,3,0,150,0,4,0,9,4,0,0,0,0,16,0,0,0,43,39,38,15,0,3,141
POA3806,0,0,0,3,10,7,13,7,0,42,10,71,59,283,169,81,33,18,3,729,0,3,4,25,0,0,0,0,0,32,0,5,3,8,0,0,0,0,0,20,0,0,0,3,4,3,0,0,0,21,0,0,0,3,4,5,5,3,0,24,5,22,12,20,16,10,7,3,0,93,0,3,3,24,13,6,0,0,0,42,0,0,0,8,8,3,3,4,0,23,0,4,10,23,9,4,3,0,0,50,5,37,62,172,151,98,48,40,5,628,54,126,117,257,163,102,84,62,22,987,1738,3838,3456,6040,3525,2330,1457,902,315,23607,3,5,20,78,14,13,4,0,0,132,1560,3028,2522,3914,2043,1412,965,594,295,16324,0,3,0,22,17,3,0,0,0,51,0,0,0,5,9,3,5,0,0,18,0,0,0,11,3,0,0,0,0,16,0,7,0,10,8,3,3,0,0,34,0,0,0,32,12,14,3,0,0,65
POA3807,0,0,0,0,5,0,0,0,0,5,0,0,0,4,3,8,0,0,0,25,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,3,12,10,14,8,8,0,55,9,15,18,29,35,23,17,15,0,160,211,585,576,742,643,420,253,111,19,3561,0,0,0,0,0,0,0,0,0,0,167,500,497,697,466,253,132,62,19,2783,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4
POA3808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,13,3,0,26,4,8,10,13,23,16,12,9,0,96,90,257,216,313,225,240,147,70,13,1567,0,0,0,0,0,0,0,0,0,0,59,213,168,270,187,150,85,25,13,1171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
POA3809,0,0,0,0,0,0,0,0,0,3,0,3,12,65,15,8,6,3,0,103,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,6,0,0,0,0,0,12,0,9,16,40,13,11,3,3,0,104,16,19,24,55,19,15,14,3,0,158,379,485,509,1309,397,254,167,48,10,3554,0,0,0,0,0,0,0,0,0,0,326,409,384,904,266,172,90,22,3,2577,0,0,0,7,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,3,0,0,0,12
POA3810,0,0,0,3,8,8,8,3,0,26,3,33,18,187,34,19,21,3,0,306,0,0,4,33,0,0,0,0,0,35,0,4,3,12,0,0,0,0,0,19,0,0,0,3,0,0,0,0,0,5,0,0,0,9,7,0,3,0,0,14,0,4,4,21,12,3,4,3,0,56,0,3,8,9,8,7,0,0,0,33,0,4,0,5,10,4,3,3,0,26,0,0,7,19,6,3,3,0,0,41,5,48,91,284,114,72,52,22,9,699,114,158,171,412,167,134,99,72,35,1365,2457,3698,2911,7319,2606,1834,1415,755,225,23224,0,0,16,23,4,0,0,0,0,52,2146,3004,2393,5311,1801,1287,979,468,252,17646,0,3,0,28,5,5,0,0,0,34,0,0,0,17,4,3,4,0,0,30,0,0,3,25,10,4,0,0,0,38,0,3,0,21,3,3,3,0,0,30,0,4,0,16,10,6,4,0,0,43
