POA_CODE_2016,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Ag_For_Fshg_15_19,F_Ag_For_Fshg_20_24,F_Ag_For_Fshg_25_34,F_Ag_For_Fshg_35_44,F_Ag_For_Fshg_45_54,F_Ag_For_Fshg_55_64,F_Ag_For_Fshg_65_74,F_Ag_For_Fshg_75_84,F_Ag_For_Fshg_85ov,F_Ag_For_Fshg_Tot,F_Mining_15_19,F_Mining_20_24,F_Mining_25_34,F_Mining_35_44,F_Mining_45_54,F_Mining_55_64,F_Mining_65_74,F_Mining_75_84,F_Mining_85ov,F_Mining_Tot,F_Manufact_15_19,F_Manufact_20_24,F_Manufact_25_34,F_Manufact_35_44,F_Manufact_45_54,F_Manufact_55_64,F_Manufact_65_74,F_Manufact_75_84,F_Manufact_85ov,F_Manufact_Tot,F_El_Gas_Wt_Waste_15_19,F_El_Gas_Wt_Waste_20_24,F_El_Gas_Wt_Waste_25_34,F_El_Gas_Wt_Waste_35_44,F_El_Gas_Wt_Waste_45_54,F_El_Gas_Wt_Waste_55_64,F_El_Gas_Wt_Waste_65_74,F_El_Gas_Wt_Waste_75_84,F_El_Gas_Wt_Waste_85ov,F_El_Gas_Wt_Waste_Tot,F_Constru_15_19,F_Constru_20_24,F_Constru_25_34,F_Constru_35_44,F_Constru_45_54,F_Constru_55_64,F_Constru_65_74,F_Constru_75_84,F_Constru_85ov,F_Constru_Tot,F_WhlesaleTde_15_19,F_WhlesaleTde_20_24,F_WhlesaleTde_25_34,F_WhlesaleTde_35_44,F_WhlesaleTde_45_54,F_WhlesaleTde_55_64,F_WhlesaleTde_65_74,F_WhlesaleTde_75_84,F_WhlesaleTde_85ov,F_WhlesaleTde_Tot,F_RetTde_15_19,F_RetTde_20_24,F_RetTde_25_34,F_RetTde_35_44,F_RetTde_45_54,F_RetTde_55_64,F_RetTde_65_74,F_RetTde_75_84,F_RetTde_85ov,F_RetTde_Tot,F_Accom_food_15_19,F_Accom_food_20_24,F_Accom_food_25_34,F_Accom_food_35_44,F_Accom_food_45_54,F_Accom_food_55_64,F_Accom_food_65_74,F_Accom_food_75_84,F_Accom_food_85ov,F_Accom_food_Tot,F_Trans_post_wrehsg_15_19,F_Trans_post_wrehsg_20_24,F_Trans_post_wrehsg_25_34,F_Trans_post_wrehsg_35_44,F_Trans_post_wrehsg_45_54,F_Trans_post_wrehsg_55_64,F_Trans_post_wrehsg_65_74,F_Trans_post_wrehsg_75_84,F_Trans_post_wrehsg_85ov,F_Trans_post_wrehsg_Tot,F_Info_media_teleco_15_19,F_Info_media_teleco_20_24,F_Info_media_teleco_25_34,F_Info_media_teleco_35_44,F_Info_media_teleco_45_54,F_Info_media_teleco_55_64,F_Info_media_teleco_65_74,F_Info_media_teleco_75_84,F_Info_media_teleco_85ov,F_Info_media_teleco_Tot,F_Fin_Insur_15_19,F_Fin_Insur_20_24,F_Fin_Insur_25_34,F_Fin_Insur_35_44,F_Fin_Insur_45_54,F_Fin_Insur_55_64,F_Fin_Insur_65_74,F_Fin_Insur_75_84,F_Fin_Insur_85ov,F_Fin_Insur_Tot,F_RtnHir_REst_15_19,F_RtnHir_REst_20_24,F_RtnHir_REst_25_34,F_RtnHir_REst_35_44,F_RtnHir_REst_45_54,F_RtnHir_REst_55_64,F_RtnHir_REst_65_74,F_RtnHir_REst_75_84,F_RtnHir_REst_85ov,F_RtnHir_REst_Tot,F_Pro_scien_tec_15_19,F_Pro_scien_tec_20_24,F_Pro_scien_tec_25_34,F_Pro_scien_tec_35_44,F_Pro_scien_tec_45_54,F_Pro_scien_tec_55_64,F_Pro_scien_tec_65_74,F_Pro_scien_tec_75_84,F_Pro_scien_tec_85ov,F_Pro_scien_tec_Tot,F_Admin_supp_15_19,F_Admin_supp_20_24,F_Admin_supp_25_34,F_Admin_supp_35_44,F_Admin_supp_45_54,F_Admin_supp_55_64,F_Admin_supp_65_74,F_Admin_supp_75_84,F_Admin_supp_85ov,F_Admin_supp_Tot,F_Public_admin_sfty_15_19,F_Public_admin_sfty_20_24,F_Public_admin_sfty_25_34,F_Public_admin_sfty_35_44,F_Public_admin_sfty_45_54,F_Public_admin_sfty_55_64,F_Public_admin_sfty_65_74,F_Public_admin_sfty_75_84,F_Public_admin_sfty_85ov,F_Public_admin_sfty_Tot,F_Educ_trng_15_19,F_Educ_trng_20_24,F_Educ_trng_25_34,F_Educ_trng_35_44,F_Educ_trng_45_54,F_Educ_trng_55_64,F_Educ_trng_65_74,F_Educ_trng_75_84,F_Educ_trng_85ov,F_Educ_trng_Tot,F_HlthCare_SocAs_15_19,F_HlthCare_SocAs_20_24,F_HlthCare_SocAs_25_34,F_HlthCare_SocAs_35_44,F_HlthCare_SocAs_45_54,F_HlthCare_SocAs_55_64,F_HlthCare_SocAs_65_74,F_HlthCare_SocAs_75_84,F_HlthCare_SocAs_85ov,F_HlthCare_SocAs_Tot,F_Art_recn_15_19,F_Art_recn_20_24,F_Art_recn_25_34,F_Art_recn_35_44,F_Art_recn_45_54,F_Art_recn_55_64,F_Art_recn_65_74,F_Art_recn_75_84,F_Art_recn_85ov,F_Art_recn_Tot,F_Oth_scs_15_19,F_Oth_scs_20_24,F_Oth_scs_25_34,F_Oth_scs_35_44,F_Oth_scs_45_54,F_Oth_scs_55_64,F_Oth_scs_65_74,F_Oth_scs_75_84,F_Oth_scs_85ov,F_Oth_scs_Tot
POA3135,221,417,1044,1316,1125,742,206,49,0,5118,0,0,0,3,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,4,15,8,33,49,55,19,6,0,0,185,0,0,3,12,3,0,0,0,0,20,0,8,28,18,23,13,3,0,0,95,0,13,33,30,26,18,0,0,0,120,86,92,81,58,104,57,8,0,0,487,86,68,53,33,23,22,3,0,0,295,0,4,15,27,21,4,5,0,0,69,7,7,17,26,19,11,0,0,0,87,0,3,51,54,49,22,3,0,0,186,0,6,24,25,21,11,0,0,0,97,0,27,102,97,74,46,19,0,0,362,0,17,34,38,38,24,4,0,0,161,5,9,45,83,69,42,11,0,0,271,15,26,139,181,221,140,17,0,0,739,13,68,261,252,257,198,47,0,0,1098,8,11,16,21,12,8,0,0,0,84,9,17,33,46,38,15,6,0,0,168
POA3136,534,1007,2506,2523,2317,1724,488,41,12,11146,3,3,3,7,8,3,0,0,0,26,0,0,0,8,0,0,0,0,0,8,37,32,86,116,159,94,21,3,0,556,0,3,24,12,10,4,0,0,0,50,3,20,69,76,76,47,6,0,0,292,11,17,72,79,98,50,7,0,0,340,185,228,252,213,280,167,40,0,0,1375,227,130,90,76,67,35,3,0,0,623,3,12,34,27,43,37,5,0,0,160,16,10,48,30,28,21,4,0,0,152,0,17,111,102,88,54,3,0,3,379,3,16,69,60,40,27,7,0,0,226,5,56,216,202,159,99,29,4,0,776,5,37,94,71,86,54,21,0,0,366,0,21,120,148,132,107,15,5,0,551,24,87,384,322,379,253,43,3,0,1499,26,198,535,487,586,456,91,6,0,2382,12,40,33,32,25,21,9,0,0,170,9,48,112,81,96,62,21,0,0,431
POA3137,180,359,818,731,765,570,138,10,5,3580,0,0,0,0,0,3,3,0,0,10,0,0,0,0,0,0,0,0,0,0,3,16,34,53,67,52,6,0,0,235,0,0,7,10,3,0,0,0,0,22,0,6,26,19,28,23,0,0,0,111,3,8,31,22,27,14,0,0,0,107,61,67,88,58,94,59,4,3,0,438,66,39,23,23,15,14,3,0,0,180,0,3,10,3,16,14,0,0,0,50,3,0,12,6,15,0,0,0,0,35,0,5,26,22,21,13,3,0,0,87,0,10,16,3,13,5,0,0,0,54,0,25,56,39,34,25,4,0,0,181,0,8,26,24,16,26,3,0,0,109,0,7,38,49,27,43,14,0,0,184,7,27,94,90,106,71,4,0,0,408,10,85,155,155,167,133,22,0,0,733,6,12,4,9,7,4,3,0,0,44,6,17,42,41,25,12,0,0,0,153
POA3138,307,597,1407,1262,1152,871,237,22,0,5850,0,4,9,7,8,3,4,0,0,30,0,0,0,0,0,0,0,0,0,0,19,36,59,68,89,68,7,0,0,344,0,3,5,6,4,0,0,0,0,25,3,13,54,48,27,23,4,0,0,160,3,8,33,37,41,23,3,0,0,149,107,115,144,114,139,87,15,0,0,718,126,69,51,34,33,23,0,0,0,341,0,4,15,17,18,20,8,0,0,85,4,12,19,14,10,3,0,0,0,65,0,3,53,32,28,20,3,0,0,141,0,11,21,22,19,15,3,0,0,93,0,25,84,77,75,44,13,0,0,324,0,16,34,36,49,31,8,0,0,179,3,19,47,69,71,30,11,0,0,248,8,47,176,164,166,135,20,0,0,715,12,95,297,227,273,229,40,3,0,1180,13,15,11,16,14,8,3,0,0,78,5,36,76,38,43,23,9,0,0,217
POA3139,182,370,706,784,832,674,193,25,5,3762,6,8,8,37,51,37,15,0,0,163,0,0,0,0,0,0,0,0,0,0,11,15,29,42,46,48,7,3,0,198,0,0,5,3,3,3,0,0,0,10,0,8,38,23,34,24,4,0,0,134,3,3,19,28,17,17,0,0,0,96,65,56,90,87,94,72,12,0,0,464,60,43,37,19,34,14,3,3,0,208,0,5,11,10,14,15,0,0,0,53,0,0,3,3,6,3,0,0,0,21,0,0,13,8,18,10,0,0,0,54,0,5,14,3,8,9,0,0,0,43,3,16,34,51,44,15,10,0,0,164,4,8,19,29,29,14,5,4,0,115,0,6,12,37,37,25,5,0,0,131,5,15,78,82,90,68,16,3,0,353,10,63,107,135,186,151,15,0,0,676,3,4,12,13,11,3,0,0,0,45,7,19,38,34,31,9,3,0,0,144
POA3140,248,431,810,871,1008,684,180,21,3,4262,0,6,9,8,9,11,3,0,0,42,0,0,0,0,0,0,0,0,0,0,15,18,37,66,74,36,7,0,0,253,0,3,3,3,10,3,0,0,0,24,3,12,26,36,50,21,7,0,0,153,4,5,37,28,35,12,0,0,0,130,70,84,95,96,106,85,13,3,0,542,119,54,36,35,28,11,6,0,0,284,0,5,8,13,14,13,7,0,0,58,0,4,11,6,5,5,0,0,0,32,0,7,27,26,35,15,0,0,0,108,3,7,17,10,22,11,0,0,0,75,4,22,51,64,36,25,10,0,0,214,5,11,34,39,41,38,5,0,0,174,3,7,37,43,48,22,8,0,0,179,13,24,105,98,130,72,19,0,0,462,8,67,156,176,227,152,17,3,0,798,9,14,14,18,14,11,0,0,0,77,8,22,33,52,35,25,4,0,0,180
POA3141,90,676,3447,1439,919,566,315,74,9,7537,0,3,6,0,3,3,8,0,0,27,0,0,7,3,3,0,0,0,0,17,10,15,110,37,31,9,0,0,0,212,0,3,34,19,4,3,0,0,0,60,0,12,60,20,12,10,0,0,0,113,0,18,95,52,32,14,6,0,0,211,38,191,360,124,56,38,16,4,0,821,54,152,218,44,33,14,3,0,0,517,0,11,47,24,14,3,5,0,0,116,3,23,138,62,27,17,3,0,0,264,3,45,258,107,68,35,18,0,0,522,0,28,100,25,10,14,15,0,0,193,4,158,716,190,105,70,33,7,0,1285,3,36,143,58,37,30,13,0,0,314,0,20,162,67,55,48,3,0,0,350,8,40,347,142,100,78,29,4,0,760,4,90,515,159,108,103,51,3,3,1037,3,36,109,37,30,13,7,0,0,234,3,35,101,30,21,16,4,0,0,217
POA3142,56,258,800,510,594,562,438,114,25,3365,0,3,0,0,0,3,4,0,0,16,0,0,0,0,3,3,0,0,0,4,4,8,18,8,15,8,7,0,0,63,0,0,9,8,3,5,0,0,0,19,0,3,23,10,17,12,5,0,0,73,0,11,24,18,17,13,18,0,0,99,14,85,103,56,50,44,33,3,0,392,24,55,39,16,18,11,3,0,0,162,0,3,18,9,10,4,0,0,0,45,0,12,40,12,16,10,4,0,0,91,0,12,48,43,30,29,17,5,0,187,0,13,30,20,30,18,16,3,4,128,0,44,154,104,92,61,40,7,3,488,0,10,40,20,11,25,5,3,0,116,0,9,35,31,24,14,3,0,0,119,10,26,87,46,51,47,19,0,0,290,4,37,107,81,103,104,62,11,0,505,3,21,15,14,11,10,3,0,0,72,7,12,25,19,14,8,3,0,0,87
POA3143,52,184,735,509,419,277,173,36,4,2391,0,0,0,0,3,0,0,0,0,12,0,0,0,5,0,0,0,0,0,6,0,6,24,18,11,10,7,0,0,73,0,0,5,3,3,0,0,0,0,16,0,3,5,7,7,4,3,0,0,31,0,3,15,11,14,12,3,0,0,59,13,48,94,41,39,27,8,0,0,275,28,34,50,18,15,7,3,0,0,163,0,7,12,7,5,9,0,0,0,40,0,8,20,33,7,8,3,0,0,80,0,4,46,45,21,12,8,0,0,142,0,6,29,12,13,4,3,0,0,71,0,31,143,93,59,44,7,0,0,375,0,15,33,30,22,10,8,0,0,118,0,8,36,25,18,12,0,0,0,106,3,23,90,46,45,54,15,0,0,273,0,36,163,67,76,69,33,3,0,447,3,3,20,10,7,6,4,0,0,48,8,11,19,9,17,9,0,0,0,69
POA3144,69,214,609,563,560,433,215,49,6,2719,0,0,0,0,3,0,7,0,0,13,0,0,3,0,0,0,0,0,0,5,0,3,12,15,17,12,3,0,0,73,0,0,7,4,8,0,0,0,0,14,0,0,15,9,11,5,3,0,0,49,0,3,23,27,18,9,4,0,3,84,14,45,70,47,45,34,18,4,0,276,28,45,26,15,17,3,0,0,0,133,0,0,9,12,10,6,0,0,0,29,0,3,16,11,9,7,0,0,0,50,0,6,34,55,44,18,8,0,0,170,0,7,18,11,16,13,3,0,0,66,4,26,95,97,73,52,14,0,0,353,0,4,19,33,20,14,8,0,0,95,0,10,18,27,28,15,0,0,0,99,12,17,77,46,72,59,24,0,0,307,5,21,128,92,102,116,50,4,0,521,3,7,6,12,21,5,3,0,0,59,0,13,20,4,19,11,7,0,0,71
POA3145,181,583,1240,1259,1314,827,301,47,7,5761,0,0,3,4,0,0,0,0,0,8,0,0,4,7,0,3,0,0,0,15,18,14,31,49,55,24,3,0,0,187,0,0,15,10,11,3,3,0,0,35,0,0,24,30,22,10,6,0,0,97,3,6,35,36,53,18,3,0,0,150,64,134,119,91,93,66,23,0,0,592,79,108,63,28,33,12,4,0,0,332,0,7,15,17,21,11,4,0,0,70,0,23,18,28,26,10,0,0,0,108,0,12,80,93,90,29,13,0,0,308,0,16,17,38,26,14,5,0,0,124,7,60,177,181,167,98,20,0,0,714,5,17,42,45,44,20,10,0,0,183,3,17,38,44,57,45,8,0,0,208,13,53,143,136,214,177,48,0,0,791,14,70,198,207,264,187,57,0,3,1007,14,27,23,19,16,11,3,0,0,119,6,13,30,31,27,14,6,0,0,132
POA3146,221,600,1487,1430,1569,988,347,44,3,6687,0,0,3,4,6,3,3,0,0,23,0,0,0,7,0,0,0,0,0,6,13,17,44,56,47,25,6,0,0,218,0,3,15,17,18,0,3,0,0,49,0,3,21,27,28,13,3,0,0,93,3,8,31,54,48,17,3,0,0,171,58,150,134,97,125,76,23,0,0,651,117,88,62,45,36,14,4,0,0,368,0,9,16,31,19,16,0,0,0,103,0,18,27,38,22,12,5,0,0,123,3,16,106,121,100,47,15,0,0,402,0,12,32,32,37,19,8,0,0,132,8,70,226,209,181,96,36,0,0,834,3,12,57,36,42,34,12,0,0,195,3,17,57,65,85,55,9,0,0,299,26,58,181,151,247,208,43,5,0,927,6,87,317,241,324,260,69,3,0,1318,19,28,31,16,26,14,9,0,0,143,6,20,36,38,39,30,13,0,0,184
POA3147,141,319,708,835,840,512,147,14,0,3519,0,0,0,3,0,4,0,0,0,7,0,0,0,3,3,0,0,0,0,6,5,9,26,39,38,21,6,0,0,146,0,0,4,11,0,0,0,0,0,20,0,0,21,19,15,5,0,0,0,68,0,10,22,28,20,9,0,0,0,86,45,58,62,59,44,30,7,3,0,306,52,53,39,25,20,9,0,0,0,207,0,3,13,9,18,3,3,0,0,48,0,6,15,25,20,8,3,0,0,74,0,5,55,68,39,12,0,0,0,185,0,8,9,20,18,3,0,0,0,56,9,30,77,103,83,35,13,0,0,350,0,8,29,20,29,19,3,0,0,104,0,3,34,35,52,36,4,0,0,171,7,17,65,97,156,102,18,5,0,475,9,45,142,129,191,130,31,0,0,673,12,16,8,17,13,3,0,0,0,73,3,15,18,21,25,17,4,0,0,102
POA3148,62,236,735,523,344,228,52,9,0,2186,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,29,27,20,13,5,0,0,100,0,0,4,3,0,0,0,0,0,11,0,4,20,10,6,8,0,0,0,39,0,3,21,14,18,5,0,0,0,60,24,53,71,41,33,19,12,0,0,246,15,30,32,23,16,5,5,0,0,121,0,0,8,12,8,4,0,0,0,36,0,6,12,15,7,3,0,0,0,47,0,6,43,46,24,4,0,0,0,126,0,6,19,6,6,0,0,0,0,43,0,14,91,52,34,14,0,0,0,202,0,7,26,15,6,14,6,3,0,72,0,4,26,19,19,12,6,0,0,81,4,8,71,57,51,32,3,0,0,230,0,26,124,78,78,50,8,0,0,368,5,7,6,4,4,6,0,0,0,36,5,3,19,13,16,7,4,0,0,62
POA3149,267,769,1629,1681,1966,1236,331,71,12,7966,0,0,6,3,0,3,0,0,0,15,0,0,0,3,3,0,0,0,0,9,21,22,50,83,104,48,8,0,0,327,0,3,17,17,19,9,0,0,0,63,0,11,22,46,43,17,3,3,0,134,3,12,65,50,64,31,6,0,0,229,116,166,142,130,144,81,26,6,0,813,115,98,67,56,58,24,9,0,0,419,0,10,33,31,33,23,5,0,0,134,6,12,24,40,33,13,0,0,0,127,3,20,90,131,98,49,6,0,0,397,0,7,41,32,33,17,8,0,0,134,8,45,187,209,155,74,27,0,0,708,0,16,64,55,69,27,16,3,0,261,0,15,52,55,121,46,12,0,0,302,36,69,173,200,320,232,48,3,0,1093,8,97,289,282,379,273,70,4,0,1396,21,29,19,19,21,12,0,3,0,131,3,23,36,54,64,32,8,0,0,227
POA3150,498,1300,2609,2924,3298,2333,747,137,22,13868,0,0,3,3,12,7,3,3,0,28,0,0,3,4,0,0,0,0,0,11,25,31,87,160,173,106,29,0,0,606,0,3,15,22,24,8,0,0,0,63,0,15,37,70,55,46,9,0,0,236,8,31,87,131,162,71,25,0,0,513,173,271,224,245,291,189,44,7,0,1450,209,157,146,137,136,69,9,0,0,852,3,12,37,53,71,44,13,0,0,232,6,26,41,49,57,29,9,0,0,218,3,44,154,164,175,80,17,0,0,648,4,20,62,58,61,29,15,0,0,250,13,115,259,315,289,162,51,6,0,1211,3,21,73,89,91,81,27,0,0,388,3,27,84,108,126,100,25,0,0,480,38,118,234,351,444,358,79,11,0,1619,26,164,384,516,646,463,117,10,0,2335,28,30,24,27,22,20,3,0,0,153,9,34,65,75,110,58,21,0,0,374
POA3151,87,253,543,523,477,360,107,20,0,2376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,5,18,18,32,11,3,0,0,92,0,0,5,4,0,3,0,0,0,17,0,3,7,12,4,3,0,0,0,38,0,0,15,20,11,5,3,0,0,62,36,55,58,43,43,24,6,0,0,265,23,57,32,20,29,13,0,0,0,179,0,3,6,7,18,13,3,0,0,56,0,7,9,10,6,3,0,0,0,29,0,10,24,34,15,9,4,0,0,90,0,3,11,15,9,4,0,0,0,41,3,10,55,49,29,26,3,0,0,174,0,5,21,12,14,14,0,0,0,72,0,7,18,18,29,19,7,0,0,90,4,22,60,64,69,54,14,3,0,289,4,33,106,83,84,81,21,0,0,419,3,7,3,6,5,0,0,0,0,24,0,11,14,8,21,15,3,0,0,71
POA3152,340,786,1702,1642,1738,1650,430,28,4,8317,0,0,3,0,0,3,0,0,0,12,0,0,0,0,3,0,0,0,0,3,22,32,71,78,115,94,21,4,0,434,0,0,14,18,3,3,0,0,0,39,3,11,46,31,42,31,7,0,0,170,3,20,66,80,90,54,13,0,0,323,130,217,183,151,165,162,22,0,0,1032,139,89,69,49,63,50,3,0,0,465,0,4,24,21,36,23,7,0,0,116,3,6,28,32,24,12,0,0,0,112,0,33,90,84,79,56,8,0,0,352,4,15,33,28,24,27,4,0,0,136,3,52,137,139,101,97,19,0,0,547,4,27,50,48,69,52,9,0,0,257,0,18,64,57,82,92,16,0,0,331,33,62,186,192,263,235,25,0,0,1000,19,122,340,326,383,381,81,0,0,1662,23,27,28,13,14,15,7,0,0,118,7,23,56,68,70,42,7,0,0,274
POA3153,189,424,1491,1228,1048,736,201,16,3,5333,0,0,3,7,3,4,0,0,0,20,0,0,0,0,0,0,0,0,0,3,7,14,64,72,89,59,16,0,0,323,0,0,14,8,0,5,0,0,0,31,3,17,28,25,28,15,0,0,0,118,3,12,60,53,41,37,3,0,0,202,62,98,138,112,101,67,14,0,0,596,81,48,54,29,35,15,3,0,0,268,0,8,21,18,19,19,0,0,0,89,3,7,25,15,7,7,3,0,0,72,3,12,61,37,40,24,0,0,0,174,3,10,32,14,12,15,0,0,0,79,0,21,106,77,50,27,11,0,0,291,0,10,52,38,46,28,3,0,0,174,0,11,54,49,47,43,3,0,0,217,3,41,162,100,121,66,12,0,0,519,18,68,287,252,238,201,39,0,0,1101,4,13,22,8,8,3,7,0,0,67,3,24,60,30,34,26,3,0,0,182
POA3154,54,84,227,274,270,198,51,0,0,1168,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,3,14,19,26,19,0,0,0,79,0,0,3,3,0,0,0,0,0,6,0,3,9,10,13,6,0,0,0,38,0,3,8,15,8,11,3,0,0,43,25,18,17,22,23,11,5,0,0,127,20,19,7,11,5,0,0,0,0,55,0,3,7,4,11,11,0,0,0,32,0,0,5,7,0,3,0,0,0,12,0,0,8,8,6,4,0,0,0,35,0,0,4,0,3,3,0,0,0,12,3,5,13,15,11,9,3,0,0,53,0,6,3,7,12,8,3,0,0,45,0,0,7,12,14,12,0,0,0,54,3,12,23,42,37,27,5,0,0,139,0,16,52,50,53,53,9,0,0,236,0,0,7,0,5,3,0,0,0,14,0,0,11,14,11,10,0,0,0,46
POA3155,190,483,1483,1294,1029,849,256,27,3,5621,0,0,3,4,3,0,0,0,0,9,0,0,0,3,0,0,0,0,0,6,11,32,67,89,85,80,4,0,0,371,0,4,13,5,5,0,0,0,0,31,0,11,37,29,20,17,7,3,0,136,0,16,45,50,43,30,4,0,0,187,87,116,123,115,121,96,21,4,0,681,69,67,48,36,40,21,0,0,0,277,0,12,23,25,21,24,0,0,0,102,7,4,23,20,11,11,0,0,0,81,0,17,61,44,31,26,4,0,0,177,3,9,21,22,14,16,3,0,0,93,4,25,89,85,69,43,17,0,0,334,3,10,40,37,57,40,9,0,0,205,0,10,68,56,63,41,8,0,0,252,10,31,174,143,144,115,14,0,0,625,14,78,287,244,251,227,44,6,0,1159,5,18,21,14,10,11,4,0,0,82,3,26,72,52,34,20,9,0,0,212
POA3156,531,944,1939,2165,2358,1716,367,37,6,10065,0,0,4,3,7,4,3,0,0,25,0,0,4,0,0,0,0,0,0,7,26,24,83,137,194,113,7,0,0,586,0,8,14,27,10,6,0,0,0,68,10,21,58,61,82,41,4,0,0,269,9,27,79,104,127,79,4,0,0,426,182,233,211,211,243,140,30,4,0,1258,190,123,77,64,52,38,4,0,0,539,3,11,26,28,64,33,4,0,0,175,9,16,41,31,35,19,0,0,0,146,3,16,81,85,90,46,4,0,0,316,3,17,34,41,27,12,3,0,0,135,7,47,134,157,143,60,7,0,0,552,9,24,62,71,92,57,5,4,0,333,0,12,75,108,101,65,16,0,0,378,28,88,225,244,305,225,29,3,0,1145,21,146,428,390,483,394,67,0,3,1934,25,35,29,28,29,8,3,0,0,161,13,48,92,71,92,53,15,0,0,376
POA3158,95,154,313,417,447,340,78,3,0,1841,0,0,0,0,4,0,0,0,0,9,0,0,4,0,0,0,0,0,0,4,4,12,13,20,31,16,0,0,0,95,0,0,0,0,8,0,0,0,0,8,0,5,5,7,9,5,0,0,0,32,5,6,11,18,25,6,0,0,0,68,34,20,27,38,30,23,3,0,0,181,42,24,5,14,10,3,0,0,0,102,0,3,10,6,6,10,3,0,0,45,0,3,3,3,11,5,0,0,0,29,0,3,0,14,14,8,0,0,0,39,3,7,8,8,3,3,0,0,0,34,3,11,19,38,30,20,5,0,0,121,0,6,6,9,11,16,4,0,0,48,0,3,17,36,34,18,3,0,0,112,7,14,41,70,85,82,14,0,0,306,3,18,55,86,106,98,17,0,0,380,7,8,4,4,4,6,0,0,0,34,3,11,7,13,11,6,0,0,0,52
POA3159,21,59,111,149,173,146,28,0,0,690,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,4,3,12,4,0,0,0,23,0,0,0,3,0,0,0,0,0,7,0,0,3,7,8,6,0,0,0,22,0,0,3,9,5,4,0,0,0,25,12,13,12,8,16,6,0,0,0,66,22,11,0,8,5,0,0,0,0,43,0,0,0,3,5,0,0,0,0,13,0,0,7,4,0,3,0,0,0,16,0,0,0,5,0,3,0,0,0,6,0,0,0,0,3,3,0,0,0,12,0,0,4,10,25,7,0,0,0,50,0,0,6,5,5,3,0,0,0,20,0,0,8,13,6,9,0,0,0,42,0,0,14,27,42,30,6,0,0,120,0,15,17,27,32,18,4,0,0,120,7,3,0,7,10,6,0,0,0,26,3,0,4,5,4,10,0,0,0,28
POA3160,115,207,406,574,586,462,100,3,5,2469,0,0,0,0,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,4,8,25,37,31,3,0,0,107,0,0,3,3,0,0,0,0,0,6,0,7,5,19,13,8,0,0,0,51,0,3,11,15,16,11,0,0,0,60,34,27,40,39,40,32,5,3,0,220,56,35,11,23,18,10,3,0,0,156,0,0,9,4,15,7,0,0,0,35,4,8,8,14,11,3,0,0,0,42,0,6,6,15,13,4,0,0,0,44,0,4,5,6,8,3,3,0,0,28,0,11,27,56,50,24,3,0,0,168,4,10,17,16,24,15,7,0,0,82,0,4,18,38,28,33,3,0,0,130,3,8,75,118,107,90,13,0,0,417,4,18,72,95,152,123,26,0,0,482,5,7,8,14,12,8,3,0,0,54,9,17,22,24,22,12,0,0,0,104
POA3161,67,330,1086,811,643,619,350,48,17,3966,0,0,3,0,3,0,0,0,0,4,0,0,3,0,4,0,0,0,0,3,8,6,35,20,21,12,3,4,0,104,0,0,13,16,3,0,0,0,0,37,0,3,12,9,12,10,0,3,0,55,0,8,27,24,24,6,4,3,0,100,25,57,89,35,57,44,19,0,0,329,20,34,49,18,18,14,0,0,0,156,0,3,8,11,8,5,0,0,0,34,0,4,29,23,18,3,3,0,0,87,0,9,54,44,29,21,4,0,0,174,0,9,20,27,14,14,14,4,0,107,4,40,158,115,84,53,19,3,0,468,0,12,36,31,26,29,13,0,0,139,0,7,41,46,43,28,4,0,0,161,14,37,153,118,122,104,38,0,0,578,14,62,215,128,131,151,46,5,0,750,0,14,23,15,21,13,6,0,0,85,8,16,37,21,19,15,3,0,0,124
POA3162,118,325,909,943,945,711,367,47,3,4372,0,4,3,3,0,0,0,0,0,6,0,0,3,3,0,0,0,0,0,9,3,4,21,30,35,15,4,0,0,120,0,0,7,9,3,0,0,0,0,22,0,3,19,27,17,7,5,0,0,74,4,8,26,29,31,10,5,0,0,115,28,73,101,82,77,61,32,7,0,461,36,53,48,27,20,12,0,0,0,190,0,6,19,17,15,11,0,0,0,60,0,8,18,20,22,6,3,0,0,77,5,14,36,59,53,23,12,0,0,196,0,3,18,22,23,9,9,0,0,89,6,37,105,145,111,79,28,3,0,509,0,13,37,41,41,18,10,0,0,153,0,11,26,45,34,32,6,0,0,154,11,25,118,142,180,146,52,0,0,671,13,48,192,195,198,149,49,3,0,844,5,19,16,10,20,11,4,0,0,89,5,25,33,33,45,28,10,0,0,180
