POA_CODE_2016,P_Y8b_15_19_yrs,P_Y8b_20_24_yrs,P_Y8b_25_34_yrs,P_Y8b_35_44_yrs,P_Y8b_45_54_yrs,P_Y8b_55_64_yrs,P_Y8b_65_74_yrs,P_Y8b_75_84_yrs,P_Y8b_85ov,P_Y8b_Tot,P_DNGTS_15_19,P_DNGTS_20_24,P_DNGTS_25_34,P_DNGTS_35_44,P_DNGTS_45_54,P_DNGTS_55_64,P_DNGTS_65_74,P_DNGTS_75_84,P_DNGTS_85_ov,P_DNGTS_Tot,P_Hghst_yr_schl_ns_15_19_yrs,P_Hghst_yr_schl_ns_20_24_yrs,P_Hghst_yr_schl_ns_25_34_yrs,P_Hghst_yr_schl_ns_35_44_yrs,P_Hghst_yr_schl_ns_45_54_yrs,P_Hghst_yr_schl_ns_55_64_yrs,P_Hghst_yr_schl_ns_65_74_yrs,P_Hghst_yr_schl_ns_75_84_yrs,P_Hghst_yr_schl_ns_85_yrs_ovr,P_Hghst_yr_schl_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
POA3847,0,0,7,3,4,17,50,28,11,113,0,0,0,0,0,0,0,0,0,4,14,4,21,31,26,38,35,23,3,199,45,99,281,272,285,360,260,101,24,1732
POA3850,3,13,26,25,50,63,176,203,124,693,0,3,14,9,15,12,7,7,4,71,49,72,156,150,176,185,174,156,92,1197,354,820,1852,1748,1931,1875,1459,897,450,11385
POA3851,0,3,11,14,12,55,96,46,22,267,0,0,0,0,0,3,5,3,0,17,26,99,351,310,195,144,95,72,11,1298,97,229,680,797,836,953,783,281,60,4707
POA3852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,30,33,4,8,4,3,0,0,84
POA3854,0,0,0,0,4,6,19,7,3,45,0,0,0,0,0,0,0,0,0,3,4,3,3,12,13,16,0,4,0,51,23,82,134,186,239,206,109,43,7,1029
POA3856,0,0,3,0,3,5,6,7,0,27,0,0,0,0,0,0,0,0,0,0,3,0,6,8,9,9,6,5,0,40,33,39,159,106,129,159,86,19,3,738
POA3857,0,0,0,0,0,4,3,3,0,13,0,0,3,0,0,0,0,0,0,4,0,0,0,3,4,13,0,0,0,21,8,23,40,36,61,73,36,8,4,286
POA3858,0,0,8,3,15,29,76,51,36,214,0,0,0,3,0,0,0,0,0,10,14,12,23,37,31,47,36,25,15,247,75,167,284,348,391,427,385,183,91,2352
POA3859,0,0,0,3,4,0,17,10,3,44,0,0,0,0,0,0,0,0,0,0,3,3,15,9,3,8,12,10,0,59,34,48,92,83,126,110,98,49,9,643
POA3860,8,3,9,16,39,39,94,97,53,351,0,0,0,0,4,3,5,0,0,10,30,44,58,56,80,97,101,85,33,583,171,378,788,772,888,1110,844,440,167,5568
POA3862,3,0,0,9,3,18,44,40,14,134,0,0,0,0,0,0,0,0,0,4,12,9,18,35,43,30,49,31,9,234,78,120,342,351,397,519,391,178,38,2414
POA3864,0,0,0,0,0,5,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,3,0,16,9,3,25,33,24,45,19,12,3,174
POA3865,0,0,0,0,0,7,7,5,3,20,0,0,0,0,0,0,0,0,0,0,0,3,3,4,7,7,9,0,4,38,12,20,52,43,53,76,63,31,7,362
POA3869,0,0,0,0,3,10,22,17,3,55,0,0,0,0,0,0,0,3,0,4,8,0,9,10,16,23,16,9,3,101,42,91,141,200,247,268,166,69,21,1246
POA3870,3,3,0,0,3,16,16,18,7,71,0,0,0,0,0,0,0,0,0,5,0,3,7,6,15,21,20,9,9,84,27,45,95,127,189,255,195,60,19,1020
POA3871,0,0,6,3,8,15,40,38,16,136,0,0,0,0,0,0,0,6,0,6,18,13,27,29,38,53,43,29,6,261,66,131,258,300,417,483,382,177,64,2287
POA3873,0,0,0,3,0,3,7,6,0,21,0,0,0,0,0,0,0,0,0,0,3,0,0,3,8,3,5,3,0,21,6,10,32,35,54,60,36,20,0,253
POA3874,0,0,3,0,5,8,16,5,3,40,0,0,0,0,0,0,0,0,0,0,3,0,0,9,4,14,13,9,0,53,16,20,24,54,72,152,87,41,10,471
POA3875,10,16,39,38,74,126,294,292,153,1039,0,5,0,3,11,9,20,10,0,56,97,117,211,190,230,274,333,269,190,1906,422,971,1940,1915,2365,2544,2489,1441,597,14687
POA3878,0,0,0,0,4,9,22,12,4,55,0,0,0,0,3,0,3,0,0,9,0,0,3,3,17,26,22,6,9,92,23,34,82,74,152,229,232,84,28,939
POA3880,6,4,8,4,5,20,64,63,36,216,0,0,0,3,3,0,0,0,0,7,10,9,20,25,36,62,101,95,49,407,63,105,230,305,411,671,962,531,205,3496
POA3882,0,0,5,0,5,4,18,25,5,63,0,0,0,0,0,0,0,0,0,0,0,0,4,3,16,24,14,24,8,86,26,34,93,97,148,196,180,95,19,897
POA3885,0,0,6,0,6,21,25,30,3,87,0,0,0,0,0,0,4,0,0,3,8,0,7,22,26,28,22,20,4,135,40,71,130,220,298,351,227,110,20,1476
POA3886,0,0,0,0,0,4,6,9,0,24,0,0,0,0,0,0,0,0,0,3,0,0,3,3,4,3,10,3,0,22,9,8,16,48,52,72,53,23,0,289
POA3887,0,3,0,0,8,8,9,0,3,43,0,0,0,0,0,0,0,0,0,4,0,4,3,0,4,4,15,3,0,37,10,14,38,36,46,64,58,13,3,282
POA3888,0,4,3,7,16,42,85,63,42,261,3,0,3,0,0,3,0,9,0,21,11,13,24,5,58,48,100,55,30,339,68,105,249,272,471,592,598,275,117,2751
POA3889,0,0,0,0,0,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,3,4,0,0,19,0,6,3,15,27,46,31,19,3,160
POA3890,0,0,0,0,3,3,5,3,0,21,0,0,0,0,0,0,0,0,0,0,3,4,0,7,14,9,7,6,0,48,8,15,17,32,59,68,49,20,0,271
POA3891,0,0,0,0,0,0,3,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,3,0,4,13,29,23,18,3,97
POA3892,0,0,0,0,0,8,15,11,7,39,0,0,0,0,0,0,0,0,0,0,0,0,5,6,13,17,23,21,13,90,6,15,60,84,134,210,241,102,39,904
POA3893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,3,9,0,0,17
POA3895,0,0,0,0,0,4,5,5,0,14,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,5,4,0,0,17,9,6,14,7,38,41,29,13,7,163
POA3896,0,0,0,0,0,0,7,3,4,18,0,0,0,0,0,0,0,0,0,0,4,4,5,8,10,5,12,9,0,50,15,17,29,39,70,65,49,25,6,320
POA3898,0,0,0,0,4,4,9,14,3,37,0,0,0,0,0,0,0,0,0,0,6,9,14,23,27,24,17,7,0,123,15,37,85,98,117,126,97,39,7,619
POA3900,0,0,0,0,0,0,9,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,11,3,0,16,3,3,4,9,13,38,39,14,3,126
POA3902,0,0,3,0,0,0,9,10,4,29,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,9,8,0,33,8,7,29,37,47,77,88,36,4,331
POA3903,0,0,5,0,0,0,19,8,5,46,0,0,0,0,0,0,0,0,0,3,0,0,6,0,15,23,26,10,0,79,17,20,62,70,81,144,166,49,12,622
POA3904,0,0,0,0,3,4,16,15,3,45,0,0,0,0,0,3,0,0,0,3,0,0,7,13,12,27,32,8,9,116,16,27,89,134,168,285,363,129,26,1236
POA3909,7,11,24,7,28,52,161,137,60,489,0,0,0,0,0,0,3,10,0,19,33,25,66,93,113,131,189,129,97,873,184,291,589,732,1013,1273,1434,715,270,6506
POA3910,15,10,36,32,68,67,195,141,56,628,0,7,10,7,18,0,13,3,4,53,64,81,161,155,189,150,153,105,40,1093,661,1573,3042,3000,3485,2699,1806,778,214,17260
POA3911,0,10,5,10,7,25,44,25,13,137,0,0,7,3,3,4,5,0,0,20,10,13,31,38,31,29,27,21,5,201,96,247,422,445,536,476,299,135,34,2691
POA3912,12,0,25,16,31,53,171,136,76,516,3,0,0,4,11,4,9,4,0,38,55,57,84,95,136,127,119,75,51,804,479,995,1751,1763,2333,2096,1358,637,305,11698
POA3913,0,0,3,0,0,28,31,21,7,101,0,0,0,0,0,0,0,0,0,5,11,9,26,10,32,31,23,14,5,157,111,223,391,410,487,490,327,145,38,2613
POA3915,12,11,32,36,48,89,135,141,45,554,0,0,4,3,5,10,7,6,0,41,29,62,88,80,97,122,152,127,44,795,250,629,1215,1137,1232,1224,1189,710,199,7786
POA3916,0,0,0,0,0,3,0,3,11,15,0,0,0,0,0,0,0,0,0,0,3,0,9,8,12,24,20,9,20,104,10,30,47,74,130,205,163,81,60,794
POA3918,3,0,5,5,4,23,22,16,12,98,0,0,0,0,0,3,3,0,0,8,14,13,26,28,28,35,35,23,10,206,105,180,384,485,579,522,385,143,47,2827
POA3919,4,3,11,3,9,20,38,26,3,115,0,0,0,0,0,0,3,0,0,11,9,13,29,22,36,49,23,14,7,194,75,183,428,419,451,470,272,109,18,2420
POA3920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,16,0,4,0,0,0,0,33,239,386,221,79,23,11,0,0,0,963
POA3921,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,7,10,13,30,26,5,0,96
POA3922,0,3,14,3,16,34,100,96,73,341,0,0,0,3,3,5,8,9,0,30,19,16,47,76,80,119,136,102,77,672,129,220,643,800,954,1242,1319,632,341,6293
POA3923,0,0,0,0,0,5,8,3,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,5,0,4,31,4,8,20,40,66,123,124,39,12,449
POA3925,3,0,4,0,3,23,39,35,22,133,0,0,3,0,0,0,0,0,3,10,12,6,14,26,42,43,49,31,17,226,46,131,327,401,443,525,481,230,89,2678
POA3926,0,0,3,3,3,9,13,28,14,79,0,0,0,0,0,0,0,0,0,0,13,15,15,35,37,46,36,34,15,251,61,132,244,366,449,509,453,260,75,2559
POA3927,0,0,0,0,4,6,6,3,3,21,0,0,0,0,0,0,0,0,0,0,9,11,4,6,16,27,30,15,8,133,30,62,88,165,237,330,273,110,45,1340
POA3928,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9,3,0,26,5,10,19,37,70,80,75,35,6,335
POA3929,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,12,22,11,4,69,18,31,27,78,113,183,200,98,26,764
POA3930,7,3,9,15,7,22,60,70,45,227,0,0,3,4,3,0,4,3,5,22,38,35,40,87,131,119,137,118,96,800,372,786,937,2232,2880,2312,2056,1129,443,13161
POA3931,5,12,27,30,37,86,246,292,203,943,3,3,4,3,12,8,5,20,3,65,58,52,106,158,170,204,323,309,197,1584,466,999,2159,2890,3039,2959,3536,2314,998,19369
POA3933,0,0,0,0,0,0,8,8,4,22,0,0,0,0,0,0,0,0,0,0,13,9,10,15,25,23,6,6,3,106,35,76,82,134,178,187,113,54,13,879
POA3934,3,9,3,16,22,23,101,103,82,354,0,0,4,4,0,0,6,4,3,28,44,43,68,111,130,114,144,148,127,920,446,740,1226,2532,2891,2166,2072,1175,535,13779
POA3936,3,3,5,13,24,48,174,167,67,502,3,4,0,8,6,8,13,20,3,62,32,24,47,66,66,97,161,157,124,779,221,433,936,1183,1460,1622,1865,1008,374,9102
POA3937,0,0,0,0,0,0,0,6,0,16,0,3,7,5,14,5,0,0,0,40,3,3,5,18,24,20,22,15,5,121,21,65,70,152,270,297,211,83,32,1208
POA3938,0,0,3,0,4,7,17,32,22,85,0,0,0,0,3,0,0,0,3,11,13,3,11,11,19,30,38,40,12,174,55,93,199,300,344,503,528,257,84,2362
POA3939,6,7,22,18,50,79,235,246,176,839,0,0,0,3,5,11,17,14,11,64,37,38,100,96,144,147,243,272,141,1213,284,657,1377,1421,1826,2052,2198,1467,638,11917
POA3940,3,6,8,10,11,43,77,138,148,453,0,0,0,0,0,0,4,3,0,11,9,12,33,43,48,59,95,123,144,554,80,186,391,405,471,553,696,805,642,4242
POA3941,5,5,14,16,25,52,192,174,88,570,0,3,9,4,3,5,12,12,4,54,33,33,80,117,119,152,206,166,68,978,226,480,1137,1521,1569,1707,1814,963,307,9716
POA3942,0,0,3,0,8,0,20,22,17,70,0,0,0,0,0,0,0,0,0,0,12,0,13,24,45,51,52,38,19,254,33,54,115,215,313,384,539,255,85,1989
POA3943,0,0,3,0,0,0,18,20,22,58,0,0,0,0,0,0,0,3,0,3,3,5,9,18,13,20,47,41,13,167,16,29,59,110,141,278,490,259,85,1459
POA3944,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,7,3,36,5,6,10,14,34,105,184,86,26,474
POA3945,0,0,0,0,3,6,8,8,3,36,0,0,0,0,0,0,3,0,0,0,0,3,4,8,4,21,21,7,0,62,8,22,72,106,164,197,144,55,10,781
POA3946,0,0,0,0,3,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,4,3,0,23,4,16,20,18,28,43,31,14,11,174
POA3950,3,3,6,7,22,31,82,84,82,323,0,0,0,0,0,3,3,4,3,13,18,12,45,37,43,60,60,46,29,356,137,206,485,522,618,666,600,324,192,3745
POA3951,0,0,0,0,4,8,11,7,5,40,0,0,0,0,0,0,0,0,0,0,3,0,3,5,10,21,12,7,0,72,20,26,55,106,159,191,133,48,11,765
POA3953,4,5,12,3,17,38,87,110,75,354,0,0,3,3,3,3,3,6,3,22,25,29,71,49,81,94,119,81,41,583,163,343,783,860,1006,1038,1002,545,237,5966
POA3954,0,0,0,0,0,0,0,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,8,0,22,15,14,15,42,87,55,52,23,3,308
POA3956,3,0,0,3,5,13,47,23,10,114,0,0,0,0,0,0,3,0,0,4,8,13,30,43,57,98,89,57,10,409,53,97,226,282,392,539,485,211,43,2323
POA3957,0,0,0,0,8,0,3,3,0,12,0,0,0,0,0,0,0,0,0,0,5,3,0,0,3,3,3,3,0,23,4,10,29,30,51,37,27,12,0,207
POA3958,0,0,0,0,0,0,4,6,0,10,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,7,3,0,23,8,10,20,27,44,43,37,16,3,206
POA3959,0,0,0,0,0,0,17,18,8,47,0,0,0,0,0,0,3,0,0,0,4,7,5,16,10,15,13,8,3,95,12,46,70,130,155,185,189,87,29,891
POA3960,0,0,4,3,3,15,52,51,42,171,0,0,0,0,0,0,0,0,0,0,8,5,13,9,27,27,56,36,30,216,51,82,150,201,304,447,448,237,143,2068
POA3962,0,0,3,3,3,9,24,21,5,61,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,19,15,16,4,67,22,32,72,78,134,178,142,80,19,761
POA3964,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,4,6,18,10,14,31,13,16,0,109
POA3965,0,0,0,0,0,0,8,12,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,8,7,5,36,5,0,10,12,37,37,54,33,9,196
POA3966,0,0,3,0,0,5,11,10,0,34,0,0,0,0,0,0,0,0,0,0,3,0,8,0,9,4,8,0,0,35,15,30,50,54,68,82,100,24,6,425
POA3967,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,10,3,0,12,8,19,15,32,0,3,105
POA3971,0,3,8,6,16,47,98,70,46,292,0,0,0,0,4,4,4,0,0,15,17,16,36,23,50,71,67,57,36,363,75,158,339,329,556,707,653,336,152,3308
POA3975,4,11,33,68,82,88,61,47,47,436,0,6,50,32,42,48,32,12,9,233,44,66,138,157,110,83,48,47,71,753,353,895,2539,2962,1798,1129,502,220,163,10563
POA3976,18,34,131,187,178,226,248,148,49,1220,13,38,134,156,134,96,58,35,15,673,103,127,322,257,272,248,172,106,24,1632,806,2030,3905,3601,3388,2693,1382,617,160,18585
POA3977,65,101,254,264,329,514,711,536,274,3041,11,42,151,178,161,118,94,61,24,836,323,374,893,835,716,641,534,416,240,4967,2473,6021,15936,14694,11329,8159,5246,2430,901,67181
POA3978,7,0,20,14,25,35,52,28,13,201,0,8,5,5,9,8,0,0,0,31,33,47,128,89,73,68,41,19,7,496,254,636,2479,1757,1049,716,458,152,34,7541
POA3979,0,0,0,0,0,3,3,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,3,0,0,20,8,13,23,41,56,55,27,12,3,234
POA3980,3,0,6,6,8,27,36,29,8,130,0,0,0,0,0,3,0,0,0,3,12,9,20,40,62,45,50,23,3,266,98,150,385,487,506,451,317,123,31,2548
POA3981,3,8,13,16,14,38,64,49,36,240,0,0,4,3,7,0,3,9,0,23,30,28,46,62,62,54,60,51,25,422,162,286,644,601,686,550,430,238,105,3691
POA3984,12,7,7,17,34,39,111,66,30,321,0,0,0,4,3,0,0,3,3,15,12,15,43,46,66,87,115,54,26,459,116,219,465,548,738,847,877,349,95,4257
POA3987,0,0,3,4,7,3,13,3,11,51,0,0,0,0,0,0,0,0,0,0,3,6,10,16,20,20,14,13,0,101,35,71,146,226,248,213,147,50,13,1139
POA3988,0,0,4,4,3,9,16,5,9,47,0,0,0,0,0,0,0,0,0,0,0,3,6,9,16,11,13,3,3,65,13,39,106,102,140,189,129,34,22,779
POA3990,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,10,0,5,6,15,14,24,18,4,0,90
POA3991,0,0,0,0,4,5,14,4,0,25,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,7,3,0,26,15,14,27,27,68,69,59,17,3,301
POA3992,0,0,0,0,4,7,15,14,0,44,0,0,0,0,0,0,0,0,0,0,0,0,8,8,6,16,15,7,7,70,15,51,108,121,130,151,110,43,9,750
POA3995,11,13,13,19,42,67,166,177,135,653,0,0,5,12,4,10,4,10,4,50,44,40,87,65,148,156,195,216,109,1047,235,418,994,961,1323,1488,1421,901,391,8131
POA3996,3,0,0,4,5,26,75,76,66,257,0,0,0,0,0,3,6,0,0,7,11,8,39,44,58,61,100,80,43,433,77,118,425,572,650,861,999,518,227,4460
