POA_CODE_2016,Aust_BP_B_OS,Aust_FO_B_OS,Aust_MO_B_OS,Aust_Both_parents_born_Aust,Aust_Birthplace_not_stated,Aust_Tot_Resp,Aust_Abor_BP_B_OS,Aust_Abor_FO_B_OS,Aust_Abor_MO_B_OS,Aust_Abor_BP_B_Aus,Aust_Abor_BP_NS,Aust_Abor_Tot_Resp,Chinese_BP_B_OS,Chinese_FO_B_OS,Chinese_MO_B_OS,Chinese_BP_B_Aus,Chinese_BP_NS,Chinese_Tot_Resp,Croatian_BP_B_OS,Croatian_FO_B_OS,Croatian_MO_B_OS,Croatian_BP_B_Aus,Croatian_BP_NS,Croatian_Tot_Resp,Dutch_BP_B_OS,Dutch_FO_B_OS,Dutch_MO_B_OS,Dutch_BP_B_Aus,Dutch_BP_NS,Dutch_Tot_Resp,English_BP_B_OS,English_FO_B_OS,English_MO_B_OS,English_BP_B_Aus,English_BP_NS,English_Tot_Resp,Filipino_BP_B_OS,Filipino_FO_B_OS,Filipino_MO_B_OS,Filipino_BP_B_Aus,Filipino_BP_NS,Filipino_Tot_Resp,French_BP_B_OS,French_FO_B_OS,French_MO_B_OS,French_BP_B_Aus,French_BP_NS,French_Tot_Resp,German_BP_B_OS,German_FO_B_OS,German_MO_B_OS,German_BP_B_Aus,German_BP_NS,German_Tot_Resp,Greek_BP_B_OS,Greek_FO_B_OS,Greek_MO_B_OS,Greek_BP_B_Aus,Greek_BP_NS,Greek_Tot_Resp,Hungarian_BP_B_OS,Hungarian_FO_B_OS,Hungarian_MO_B_OS,Hungarian_BP_B_Aus,Hungarian_BP_NS,Hungarian_Tot_Resp,Indian_BP_B_OS,Indian_FO_B_OS,Indian_MO_B_OS,Indian_BP_B_Aus,Indian_BP_NS,Indian_Tot_Resp,Irish_BP_B_OS,Irish_FO_B_OS,Irish_MO_B_OS,Irish_BP_B_Aus,Irish_BP_NS,Irish_Tot_Resp,Italian_BP_B_OS,Italian_FO_B_OS,Italian_MO_B_OS,Italian_BP_B_Aus,Italian_BP_NS,Italian_Tot_Resp,Korean_BP_B_OS,Korean_FO_B_OS,Korean_MO_B_OS,Korean_BP_B_Aus,Korean_BP_NS,Korean_Tot_Resp,Lebanese_BP_B_OS,Lebanese_FO_B_OS,Lebanese_MO_B_OS,Lebanese_BP_B_Aus,Lebanese_BP_NS,Lebanese_Tot_Resp,Macedonian_BP_B_OS,Macdonian_FO_B_OS,Macdonian_MO_B_OS,Macdonian_BP_B_Aus,Macdonian_BP_NS,Macedonian_Tot_Resp,Maltese_BP_B_OS,Maltese_FO_B_OS,Maltese_MO_B_OS,Maltese_BP_B_Aus,Maltese_BP_NS,Maltese_Tot_Resp,Maori_BP_B_OS,Maori_FO_B_OS,Maori_MO_B_OS,Maori_BP_B_Aus,Maori_BP_NS,Maori_Tot_Resp,NZ_BP_B_OS,NZ_FO_B_OS,NZ_MO_B_OS,NZ_BP_B_Aus,NZ_BP_NS,NZ_Tot_Resp,Polish_BP_B_OS,Polish_FO_B_OS,Polish_MO_B_OS,Polish_BP_B_Aus,Polish_BP_NS,Polish_Tot_Resp,Russian_BP_B_OS,Russian_FO_B_OS,Russian_MO_B_OS,Russian_BP_B_Aus,Russian_BP_NS,Russian_Tot_Resp,Scottish_BP_B_OS,Scottish_FO_B_OS,Scottish_MO_B_OS,Scottish_BP_B_Aus,Scottish_BP_NS,Scottish_Tot_Resp,Serbian_BP_B_OS,Serbian_FO_B_OS,Serbian_MO_B_OS,Serbian_BP_B_Aus,Serbian_BP_NS,Serbian_Tot_Resp,Sth_African_BP_B_OS,Sth_African_FO_B_OS,Sth_African_MO_B_OS,Sth_Afrcan_BP_B_Aus,Sth_African_BP_NS,Sth_African_Tot_Resp,Spanish_BP_B_OS,Spanish_FO_B_OS,Spanish_MO_B_OS,Spanish_BP_B_Aus,Spanish_BP_NS,Spanish_Tot_Resp,Sri_Lankan_BP_B_OS,Sri_Lankan_FO_B_OS,Sri_Lankan_MO_B_OS,Sri_Lankan_BP_B_Aus,Sri_Lankan_BP_NS,Sri_Lankan_Tot_Resp,Turkish_BP_B_OS,Turkish_FO_B_OS,Turkish_MO_B_OS,Turkish_BP_B_Aus,Turkish_BP_NS,Turkish_Tot_Resp,Vietnamese_BP_B_OS,Vietnamese_FO_B_OS,Vietnamese_MO_B_OS,Vietnamese_BP_B_Aus,Vietnamese_BP_NS,Vietnamese_Tot_Resp,Welsh_BP_B_OS,Welsh_FO_B_OS,Welsh_MO_B_OS,Welsh_BP_B_Aus,Welsh_BP_NS,Welsh_Tot_Resp,Other_BP_B_OS,Other_FO_B_OS,Other_MO_B_OS,Other_BP_B_Aus,Other_BP_NS,Other_Tot_Resp,Ancestry_NS_BP_B_OS,Ancestry_NS_FO_B_OS,Ancestry_NS_MO_B_OS,Ancestry_NS_BP_B_Aus,Ancestry_NS_BP_NS,Ancestry_NS_Tot_Resp,Tot_P_BP_B_OS,Tot_P_FO_B_OS,Tot_P_MO_B_OS,Tot_P_BP_B_Aus,Tot_P_BP_NS,Tot_P_Tot_Resp
POA3441,9,62,49,303,4,436,0,0,0,0,0,3,7,0,7,7,0,13,0,0,0,0,0,0,10,6,3,4,0,30,136,46,43,384,7,616,4,0,0,0,0,4,0,3,0,6,0,12,24,8,4,29,3,65,10,0,0,8,0,11,0,0,0,0,0,3,3,0,0,0,0,5,37,16,18,149,0,224,28,3,8,26,0,64,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,4,0,5,9,3,7,3,0,16,0,0,0,0,0,3,4,0,0,0,0,3,9,0,0,0,0,18,0,0,0,0,0,6,42,15,10,107,0,174,0,0,0,0,0,0,3,0,0,0,0,6,3,0,0,0,0,6,3,0,3,0,0,6,0,0,0,0,0,0,0,3,0,0,0,3,13,0,0,3,0,19,56,11,11,15,0,93,0,3,0,3,55,60,323,113,99,730,76,1335
POA3442,47,350,244,2248,40,2927,0,0,0,4,0,4,17,0,3,22,0,46,22,7,3,10,0,39,81,25,23,23,3,155,583,328,216,1867,42,3033,29,0,0,0,0,27,19,3,3,33,0,56,99,43,21,212,7,384,15,3,9,17,0,44,19,3,0,4,0,28,20,3,0,0,0,21,124,91,35,829,13,1085,114,28,15,121,3,281,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,3,59,18,6,37,3,126,6,3,0,0,0,5,29,10,18,6,0,57,35,7,4,15,3,64,10,0,7,6,0,24,137,79,63,642,15,931,3,3,0,0,0,7,16,3,5,0,0,28,4,8,0,12,0,24,13,0,0,3,0,15,5,0,0,0,0,4,4,0,0,0,0,4,33,10,4,20,0,57,173,54,46,96,6,381,3,4,6,60,594,670,1341,619,417,4395,699,7463
POA3444,34,330,232,2996,52,3637,0,0,0,3,0,3,71,4,0,20,3,100,17,3,7,3,0,35,77,19,19,33,4,150,585,321,218,2612,47,3777,37,0,8,0,0,44,12,5,0,33,0,53,114,45,29,234,13,428,39,7,11,31,5,85,17,9,0,5,0,28,55,3,0,3,0,66,147,100,75,1160,16,1489,82,14,8,104,3,212,3,0,0,0,0,3,0,0,0,10,0,12,3,0,0,0,0,4,55,10,6,16,0,83,17,0,0,0,0,18,36,24,6,0,0,63,38,10,8,12,0,73,5,0,0,3,0,14,164,95,67,799,11,1138,7,0,0,4,0,15,17,7,0,3,0,24,8,4,3,3,0,23,12,3,0,0,0,14,5,0,0,0,0,5,4,0,0,0,0,4,19,4,6,34,0,64,204,58,42,96,0,393,13,4,3,63,637,722,1500,608,442,5886,763,9198
POA3446,0,54,19,354,9,428,0,0,0,3,0,3,3,0,0,0,0,3,0,0,0,0,0,0,12,4,0,3,0,20,75,49,28,304,5,454,0,0,0,0,0,0,0,0,0,0,0,0,5,8,3,29,0,49,4,0,0,3,0,7,3,0,0,0,0,3,0,0,0,0,0,0,21,17,8,96,0,138,16,3,9,19,0,40,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,4,0,4,0,0,0,0,0,0,21,9,8,73,5,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,4,0,0,4,0,8,0,0,0,0,0,0,0,0,0,3,0,4,20,3,3,8,0,31,0,0,0,3,81,90,162,89,41,639,94,1025
POA3447,6,14,14,136,8,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,7,35,15,10,116,3,186,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,11,0,16,3,0,0,0,0,5,0,3,0,0,0,3,0,0,0,0,0,0,3,7,3,53,0,70,0,5,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,9,4,0,0,0,0,4,5,3,0,0,0,9,3,0,0,0,0,8,0,0,0,0,0,0,9,7,3,34,3,52,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,8,0,24,0,3,0,4,37,42,77,39,24,265,47,448
POA3448,8,29,21,249,3,302,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,3,3,0,0,0,8,75,38,29,269,11,415,3,0,3,0,0,3,3,0,3,7,0,12,10,3,3,28,0,42,11,0,0,7,0,14,0,3,0,0,0,3,3,0,0,3,0,8,14,15,3,87,5,126,3,7,0,10,0,21,0,0,0,0,0,0,3,0,0,0,0,6,3,0,0,0,0,3,11,3,0,5,0,19,3,0,0,0,0,3,7,3,3,0,0,8,4,0,0,0,0,8,0,0,0,0,0,0,15,8,9,76,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,0,0,0,0,0,3,3,0,0,0,0,3,4,0,0,4,0,7,20,4,0,13,0,44,0,0,3,11,44,60,156,64,46,541,63,876
POA3450,23,262,128,2093,53,2562,0,0,0,5,0,5,48,9,3,10,0,68,4,0,0,7,0,8,47,20,4,29,0,108,360,249,159,2142,44,2960,16,0,3,0,0,24,14,5,0,18,0,34,57,25,19,218,5,318,18,0,0,5,0,25,17,3,7,5,0,25,23,0,0,0,0,26,84,62,49,861,15,1071,38,22,12,103,11,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,6,0,19,3,0,0,3,0,15,15,3,8,6,0,30,29,3,0,10,0,39,6,0,3,5,0,10,86,68,40,666,11,875,4,0,0,0,0,5,3,0,0,0,0,6,9,4,0,3,0,13,5,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,3,17,12,3,29,0,61,187,51,35,101,4,378,15,3,0,72,563,652,896,467,277,4520,669,6834
POA3451,16,168,100,1751,41,2075,0,0,0,8,0,8,23,3,0,16,0,45,3,0,0,0,0,7,47,9,7,25,0,85,242,156,97,1526,45,2069,11,0,0,0,0,11,6,0,0,15,0,22,46,15,14,149,3,228,13,3,0,5,0,22,11,3,3,0,0,13,11,4,0,0,0,12,75,42,20,547,8,695,34,21,9,111,0,171,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,9,10,0,3,0,23,5,0,0,0,0,5,22,14,11,0,0,38,21,4,5,13,0,38,4,0,0,0,0,12,81,48,32,487,11,651,3,0,0,0,0,3,0,0,3,0,0,3,3,0,0,3,0,10,0,0,0,0,0,0,3,0,0,0,0,3,7,0,0,0,0,7,12,10,3,23,0,50,108,26,26,59,9,231,7,3,0,57,1039,1109,642,321,184,3378,1125,5656
POA3453,3,45,36,633,10,724,0,0,0,0,0,0,12,0,5,10,0,26,0,0,0,0,0,0,14,6,0,3,0,23,74,46,35,617,15,791,3,0,3,0,0,4,0,0,0,0,0,0,12,6,3,50,0,73,10,0,0,3,0,13,3,0,0,0,0,3,4,0,0,0,0,4,12,13,9,199,10,239,7,3,3,29,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,9,0,0,0,11,0,0,4,0,0,6,0,0,0,0,0,3,5,0,0,0,0,5,3,0,0,0,0,7,15,14,10,205,0,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,9,0,14,24,7,6,12,0,56,0,0,0,23,89,121,167,91,72,1279,119,1723
POA3458,6,56,36,551,11,656,0,0,0,3,0,3,8,0,3,9,0,20,8,0,0,0,0,9,19,8,3,3,0,33,164,54,29,503,19,772,7,0,0,0,0,13,4,5,0,11,0,21,18,8,3,61,0,94,7,0,0,6,0,11,6,0,0,0,0,9,0,0,0,0,0,4,39,22,18,276,3,353,19,9,3,18,3,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,8,3,7,8,0,20,3,0,0,0,0,3,11,5,4,0,0,21,11,3,0,0,0,15,3,0,0,0,0,0,46,18,3,173,3,244,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,4,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,8,5,0,10,0,20,44,5,9,23,0,80,0,0,0,12,222,236,354,117,66,1155,255,1945
POA3460,8,93,62,711,15,893,0,0,0,0,0,0,12,3,3,3,0,19,14,0,0,0,0,14,25,11,10,8,0,51,191,97,50,705,21,1068,7,0,3,0,0,9,8,0,0,5,0,17,42,20,8,81,7,155,14,3,0,12,0,29,6,4,0,0,0,10,19,0,0,0,0,24,45,26,12,333,3,417,29,20,6,82,0,128,3,0,0,0,0,3,0,0,0,5,0,4,3,0,4,5,0,8,6,0,0,0,0,7,3,0,0,0,0,3,3,4,6,0,0,11,10,4,0,10,0,25,10,0,0,4,5,17,59,23,11,214,8,308,7,0,0,0,0,8,5,0,0,0,0,6,9,0,3,3,0,13,4,0,0,4,0,8,0,0,0,0,0,4,9,0,0,0,0,9,9,0,0,8,0,19,96,13,15,32,0,158,0,3,0,18,159,182,530,183,114,1529,207,2567
POA3461,15,156,109,1123,22,1426,0,0,0,3,0,6,29,0,3,10,0,44,42,0,0,4,0,52,50,20,18,26,0,117,292,158,87,1078,27,1644,4,0,0,0,0,4,22,0,0,15,0,41,60,18,12,124,3,220,24,0,5,5,0,34,21,4,0,3,0,27,12,4,0,0,0,15,60,55,13,514,5,649,41,31,4,144,3,221,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,3,0,18,23,3,8,5,0,42,5,0,0,0,0,5,14,9,12,0,0,28,24,4,3,7,0,29,7,3,0,0,0,12,65,45,22,423,9,566,23,3,3,0,0,32,0,0,0,0,0,0,7,7,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,5,24,0,45,137,25,17,63,3,248,7,4,3,37,277,328,803,313,194,2504,328,4149
POA3462,4,26,23,381,8,441,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,15,3,0,13,0,34,91,31,35,355,18,530,0,0,0,0,0,0,0,0,0,5,0,4,9,0,5,34,3,48,4,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,13,6,11,139,3,168,5,7,3,26,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,10,4,0,0,0,0,3,0,0,0,0,0,7,16,10,9,109,3,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,16,27,3,0,22,0,60,4,0,0,8,86,100,175,58,59,772,113,1173
POA3463,3,66,51,846,24,996,0,0,0,3,0,4,0,0,0,10,0,11,5,0,0,3,0,6,31,3,4,7,0,53,173,71,52,749,24,1067,0,0,0,0,0,3,9,0,3,3,0,13,18,7,3,57,0,92,5,3,0,3,0,8,9,5,0,0,0,14,0,0,0,0,0,6,28,21,6,312,3,377,12,3,0,32,0,54,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,10,10,0,0,0,17,6,0,0,3,0,17,3,0,0,0,0,3,31,22,10,252,8,325,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,5,0,5,0,0,0,0,0,4,0,0,0,0,0,0,3,0,3,0,0,7,12,3,0,4,0,22,47,10,11,27,0,89,4,0,0,11,158,173,348,138,97,1674,205,2451
POA3464,4,33,23,484,5,557,0,0,0,3,0,3,0,0,0,9,0,11,0,0,0,0,0,0,5,9,3,3,0,18,50,26,18,380,16,490,19,0,0,0,0,19,0,0,0,0,0,4,5,4,4,25,0,33,0,3,0,0,0,9,0,0,0,0,0,3,0,0,0,0,0,0,10,7,0,117,3,141,0,0,0,25,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,5,5,3,121,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,10,0,5,12,0,23,3,0,0,5,27,35,97,46,36,881,47,1115
POA3465,27,206,166,3824,124,4349,0,0,0,12,0,11,24,0,0,55,0,80,11,0,0,4,0,15,81,9,12,30,7,134,446,201,200,3374,112,4343,42,0,9,4,0,55,0,0,0,15,0,26,52,17,15,238,3,328,27,12,3,14,0,51,16,0,0,7,0,20,31,0,0,0,0,33,83,45,27,910,14,1083,37,19,13,187,4,267,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,5,14,13,0,14,0,45,8,5,0,7,0,17,19,10,10,3,0,44,17,3,0,9,0,28,6,0,0,0,0,6,100,53,40,850,21,1063,0,0,0,0,0,5,4,0,0,0,0,9,11,0,5,7,0,18,3,4,0,0,0,9,0,0,0,0,0,0,3,0,0,3,0,8,13,6,3,33,0,63,141,23,18,75,6,269,8,8,4,112,517,642,1019,381,323,7291,759,9776
POA3467,3,16,21,449,20,503,0,0,0,0,0,0,4,0,0,3,0,8,0,0,0,0,0,0,6,0,9,7,0,21,63,17,17,420,3,522,0,0,0,0,0,0,0,0,0,4,0,7,3,0,0,35,3,37,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,6,3,82,3,103,5,0,0,7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,4,0,3,0,0,0,3,0,0,0,0,0,0,15,9,5,125,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,11,13,3,6,3,3,28,0,0,0,15,98,116,105,33,34,890,129,1193
POA3468,0,8,3,117,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,18,3,6,94,0,121,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,8,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,29,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,11,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,6,0,0,20,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,5,0,0,0,3,16,16,38,9,5,214,15,286
POA3469,0,0,3,84,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,7,0,92,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,11,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,7,0,34,0,46,0,4,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,5,0,46,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,11,0,0,0,0,11,0,0,0,6,22,26,38,11,8,198,24,280
POA3472,9,34,14,504,19,575,0,0,0,3,0,5,6,0,0,5,0,11,0,0,0,0,0,0,19,0,3,5,0,24,98,39,27,470,10,642,4,0,0,0,0,6,5,0,0,7,0,8,13,4,3,21,0,42,3,0,0,0,0,3,7,0,0,0,0,12,0,0,0,0,0,0,23,11,4,129,0,171,10,3,0,32,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,13,0,3,0,0,0,4,5,0,5,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,30,18,10,127,3,184,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,12,35,9,0,10,0,49,0,3,0,9,120,139,234,66,46,989,148,1480
POA3475,0,4,3,130,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,3,129,0,152,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,8,0,14,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,28,0,34,0,3,0,5,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,37,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,3,30,31,32,13,4,265,31,345
POA3477,3,11,14,276,12,319,0,0,0,0,5,5,4,0,0,0,0,4,3,0,0,3,0,3,4,3,0,3,0,17,38,10,19,334,10,406,0,0,0,0,0,0,5,0,0,0,0,9,3,3,0,28,0,39,0,0,0,0,0,0,3,0,0,0,0,4,3,0,0,0,0,3,5,0,0,90,3,101,0,0,0,10,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,12,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,9,0,4,71,7,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,11,14,0,0,4,0,18,3,0,0,5,41,48,79,23,25,627,66,829
POA3478,8,54,42,943,23,1063,0,0,0,4,0,4,7,0,0,3,0,11,3,0,0,0,0,6,19,5,3,10,0,37,86,60,47,852,32,1082,8,0,0,0,0,11,5,0,0,11,0,14,16,0,4,71,0,94,9,0,0,0,0,6,10,0,0,0,0,6,3,0,0,0,0,3,13,8,0,275,11,309,6,0,0,25,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,6,0,14,3,0,0,0,0,3,3,3,0,0,0,6,5,3,0,4,0,8,0,0,0,0,0,0,22,23,12,283,6,346,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,12,0,15,24,7,13,15,0,56,4,0,0,41,104,152,209,96,78,1902,166,2456
POA3480,0,31,20,706,21,778,0,0,0,4,0,4,6,0,0,4,0,10,0,0,0,3,0,5,4,0,3,3,0,14,39,20,20,595,23,701,14,0,0,0,3,13,3,0,0,4,3,5,5,4,3,66,8,79,0,4,0,0,0,4,0,0,0,0,0,0,11,0,0,0,0,12,5,5,9,235,5,254,3,3,0,15,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,11,14,6,200,8,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,7,7,4,0,14,0,28,10,0,0,23,186,219,120,54,42,1405,241,1856
POA3482,0,4,0,69,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6,0,3,47,6,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,12,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,3,0,0,0,20,21,18,4,3,112,23,164
POA3483,0,4,16,309,3,342,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,7,0,15,17,10,17,272,11,323,3,0,3,0,0,3,0,0,3,0,0,3,4,0,3,18,0,30,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16,4,4,4,184,3,201,6,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,103,4,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,4,0,3,8,0,6,6,0,29,0,0,0,10,72,77,70,15,32,682,87,889
POA3485,0,3,3,109,3,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,11,8,95,5,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,47,0,59,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,20,0,26,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,10,13,31,29,13,15,219,22,302
POA3487,0,0,0,42,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,24,3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,3,5,3,74,14,93
