POA_CODE_2016,P_Greece_0_4,P_Greece_5_14,P_Greece_15_24,P_Greece_25_44,P_Greece_45_54,P_Greece_55_64,P_Greece_65_74,P_Greece_75_84,P_Greece_85ov,P_Greece_Tot,P_Hong_Kong_0_4,P_Hong_Kong_5_14,P_Hong_Kong_15_24,P_Hong_Kong_25_44,P_Hong_Kong_45_54,P_Hong_Kong_55_64,P_Hong_Kong_65_74,P_Hong_Kong_75_84,P_Hong_Kong_85ov,P_Hong_Kong_Tot,P_India_0_4,P_India_5_14,P_India_15_24,P_India_25_44,P_India_45_54,P_India_55_64,P_India_65_74,P_India_75_84,P_India_85ov,P_India_Tot,P_Indonesia_0_4,P_Indonesia_5_14,P_Indonesia_15_24,P_Indonesia_25_44,P_Indonesia_45_54,P_Indonesia_55_64,P_Indonesia_65_74,P_Indonesia_75_84,P_Indonesia_85ov,P_Indonesia_Tot,P_Iran_0_4,P_Iran_5_14,P_Iran_15_24,P_Iran_25_44,P_Iran_45_54,P_Iran_55_64,P_Iran_65_74,P_Iran_75_84,P_Iran_85ov,P_Iran_Tot,P_Iraq_0_4,P_Iraq_5_14,P_Iraq_15_24,P_Iraq_25_44,P_Iraq_45_54,P_Iraq_55_64,P_Iraq_65_74,P_Iraq_75_84,P_Iraq_85ov,P_Iraq_Tot,P_Ireland_0_4,P_Ireland_5_14,P_Ireland_15_24,P_Ireland_25_44,P_Ireland_45_54,P_Ireland_55_64,P_Ireland_65_74,P_Ireland_75_84,P_Ireland_85ov,P_Ireland_Tot,P_Italy_0_4,P_Italy_5_14,P_Italy_15_24,P_Italy_25_44,P_Italy_45_54,P_Italy_55_64,P_Italy_65_74,P_Italy_75_84,P_Italy_85ov,P_Italy_Tot,P_Japan_0_4,P_Japan_5_14,P_Japan_15_24,P_Japan_25_44,P_Japan_45_54,P_Japan_55_64,P_Japan_65_74,P_Japan_75_84,P_Japan_85ov,P_Japan_Tot,P_Korea_South_0_4,P_Korea_South_5_14,P_Korea_South_15_24,P_Korea_South_25_44,P_Korea_South_45_54,P_Korea_South_55_64,P_Korea_South_65_74,P_Korea_South_75_84,P_Korea_South_85ov,P_Korea_South_Tot,P_Lebanon_0_4,P_Lebanon_5_14,P_Lebanon_15_24,P_Lebanon_25_44,P_Lebanon_45_54,P_Lebanon_55_64,P_Lebanon_65_74,P_Lebanon_75_84,P_Lebanon_85ov,P_Lebanon_Tot,P_Malaysia_0_4,P_Malaysia_5_14,P_Malaysia_15_24,P_Malaysia_25_44,P_Malaysia_45_54,P_Malaysia_55_64,P_Malaysia_65_74,P_Malaysia_75_84,P_Malaysia_85ov,P_Malaysia_Tot,P_Malta_0_4,P_Malta_5_14,P_Malta_15_24,P_Malta_25_44,P_Malta_45_54,P_Malta_55_64,P_Malta_65_74,P_Malta_75_84,P_Malta_85ov,P_Malta_Tot,P_Mauritius_0_4,P_Mauritius_5_14,P_Mauritius_15_24,P_Mauritius_25_44,P_Mauritius_45_54,P_Mauritius_55_64,P_Mauritius_65_74,P_Mauritius_75_84,P_Mauritius_85ov,P_Mauritius_Tot,P_Myanmar_0_4,P_Myanmar_5_14,P_Myanmar_15_24,P_Myanmar_25_44,P_Myanmar_45_54,P_Myanmar_55_64,P_Myanmar_65_74,P_Myanmar_75_84,P_Myanmar_85ov,P_Myanmar_Tot,P_Nepal_0_4,P_Nepal_5_14,P_Nepal_15_24,P_Nepal_25_44,P_Nepal_45_54,P_Nepal_55_64,P_Nepal_65_74,P_Nepal_75_84,P_Nepal_85ov,P_Nepal_Tot,P_Netherlands_0_4,P_Netherlands_5_14,P_Netherlands_15_24,P_Netherlands_25_44,P_Netherlands_45_54,P_Netherlands_55_64,P_Netherlands_65_74,P_Netherlands_75_84,P_Netherlands_85ov,P_Netherlands_Tot,P_New_Zealand_0_4,P_New_Zealand_5_14,P_New_Zealand_15_24,P_New_Zealand_25_44,P_New_Zealand_45_54,P_New_Zealand_55_64,P_New_Zealand_65_74,P_New_Zealand_75_84,P_New_Zealand_85ov,P_New_Zealand_Tot,P_Nthern_Ireland_0_4,P_Nthern_Ireland_5_14,P_Nthern_Ireland_15_24,P_Nthern_Ireland_25_44,P_Nthern_Ireland_45_54,P_Nthern_Ireland_55_64,P_Nthern_Ireland_65_74,P_Nthern_Ireland_75_84,P_Nthern_Ireland_85ov,P_Nthern_Ireland_Tot,P_Pakistan_0_4,P_Pakistan_5_14,P_Pakistan_15_24,P_Pakistan_25_44,P_Pakistan_45_54,P_Pakistan_55_64,P_Pakistan_65_74,P_Pakistan_75_84,P_Pakistan_85ov,P_Pakistan_Tot
POA3140,0,0,0,0,0,7,3,0,0,10,0,0,3,3,0,3,0,0,0,11,0,4,6,54,24,17,6,4,4,126,0,0,3,0,3,3,3,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,5,0,8,5,6,6,6,0,41,0,0,0,5,11,29,69,66,35,214,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,3,4,3,3,0,0,17,0,0,0,0,0,4,0,3,0,13,0,0,0,8,4,3,3,0,0,20,0,0,12,3,0,0,0,0,0,19,0,3,7,14,5,0,0,0,0,28,0,3,0,7,4,22,48,38,17,144,3,15,15,73,45,20,15,5,3,187,0,0,3,3,11,0,6,5,0,24,0,0,3,5,0,0,0,0,0,7
POA3141,0,0,4,32,8,26,34,64,8,172,3,4,29,60,6,8,5,6,0,122,19,34,47,417,18,15,8,10,3,564,0,5,114,90,4,9,7,3,0,237,0,3,4,75,14,3,5,0,0,107,0,0,0,8,0,0,0,0,0,10,0,0,5,208,3,5,7,7,0,241,0,0,23,81,4,15,16,5,0,150,5,4,22,100,26,3,6,0,0,167,0,3,21,72,9,3,0,0,0,109,0,0,4,7,4,0,4,0,0,25,3,8,70,223,34,26,15,8,0,396,0,0,0,3,3,0,4,0,0,10,0,0,6,22,6,7,4,3,0,51,0,0,5,0,0,0,0,0,0,10,0,0,0,13,0,0,0,0,0,13,0,0,3,30,3,9,9,8,0,64,0,6,96,558,90,49,39,18,3,864,0,0,0,19,0,3,3,3,0,20,0,0,3,16,0,0,0,0,0,23
POA3142,0,0,0,0,5,16,12,9,4,51,3,13,17,43,15,26,20,3,3,128,8,9,22,113,17,22,22,5,3,232,0,0,6,18,10,4,6,0,0,46,0,5,0,33,4,3,3,0,0,49,0,3,0,3,0,0,0,0,0,6,0,0,0,32,7,5,8,3,5,57,0,0,3,20,12,14,33,20,14,114,0,0,0,15,5,0,10,0,0,34,0,0,0,13,0,0,0,0,0,19,0,0,0,3,5,0,3,0,0,9,0,6,12,49,27,31,30,5,7,159,0,0,0,0,3,3,3,0,0,12,0,0,0,11,0,0,0,0,0,17,0,0,0,0,5,0,0,0,0,5,0,0,0,7,0,0,0,0,0,8,0,0,0,6,3,0,7,0,3,24,0,8,27,94,42,38,36,15,9,281,0,0,0,9,0,3,0,0,0,17,0,0,0,6,0,3,4,0,0,13
POA3143,0,0,0,6,6,11,24,51,16,105,0,5,4,15,9,3,3,0,0,41,3,8,34,214,3,4,3,3,0,273,0,0,3,7,5,3,0,0,0,24,0,0,3,19,3,4,0,0,0,25,0,0,0,3,0,0,0,0,0,6,0,0,6,27,7,0,3,0,0,39,0,0,3,7,3,11,10,13,6,46,0,9,4,30,10,0,0,0,0,50,0,0,3,11,3,0,0,0,0,22,0,0,0,3,0,0,0,0,0,3,0,0,7,27,11,6,9,3,0,68,0,0,0,0,0,0,0,0,0,7,0,0,0,10,6,3,5,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,3,25,0,0,0,0,0,31,0,0,0,10,7,0,0,6,3,26,0,0,14,90,31,27,8,4,5,178,0,0,0,3,0,3,5,0,0,17,0,0,0,4,0,0,0,0,0,4
POA3144,0,0,0,0,3,14,23,64,25,129,0,11,3,20,5,10,4,0,0,57,6,21,11,166,15,6,17,3,0,243,0,0,10,15,10,3,3,0,0,39,0,0,6,18,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,3,15,6,3,3,0,0,36,0,0,0,3,6,3,24,18,12,71,0,3,0,19,3,0,3,0,0,33,0,0,3,28,3,0,0,0,0,39,0,0,0,0,3,4,0,0,0,8,0,0,5,46,9,10,6,4,0,91,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,10,0,0,3,0,5,0,0,3,0,10,0,0,0,5,0,0,0,0,0,9,0,0,0,0,0,3,3,6,3,22,3,9,16,71,39,23,17,17,3,193,0,0,0,3,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,0
POA3145,0,0,0,13,22,67,119,155,47,428,4,19,45,51,13,17,0,6,0,153,11,28,89,343,39,24,17,16,3,565,0,3,89,69,7,9,3,3,0,188,0,0,3,37,9,0,0,0,0,53,0,0,0,0,3,0,0,0,0,8,0,3,3,37,9,12,8,9,0,75,0,0,0,9,13,32,40,40,19,155,0,3,15,30,9,4,0,0,0,68,0,4,25,36,7,13,3,0,0,86,0,0,0,0,3,4,0,3,0,12,0,9,122,100,41,38,21,8,3,347,0,0,0,0,3,0,0,3,0,12,0,0,0,14,5,0,3,0,0,26,0,0,8,5,3,0,0,0,0,15,3,0,8,16,0,0,0,0,0,24,0,0,0,4,6,0,17,0,3,42,3,20,33,114,56,54,17,6,0,309,0,0,0,3,3,0,4,0,0,20,0,0,9,16,0,0,0,0,0,30
POA3146,0,0,0,6,26,40,73,115,19,277,7,19,21,49,16,22,16,17,0,172,30,31,76,552,51,36,28,7,0,810,0,0,3,43,8,6,0,4,0,65,0,3,0,39,3,3,7,0,0,55,0,0,0,4,0,0,0,0,0,9,0,5,0,41,11,8,8,5,3,89,0,0,5,8,11,11,34,42,8,124,0,3,10,19,18,4,5,0,0,53,0,3,4,33,14,3,0,0,0,57,0,0,0,6,3,3,0,0,0,14,0,4,17,147,56,67,51,14,5,366,0,0,0,0,3,7,8,3,0,15,0,0,3,12,7,8,4,0,0,34,0,0,0,11,3,3,0,0,0,14,0,0,26,43,0,0,0,0,0,72,0,3,3,10,4,7,14,4,3,58,5,27,43,157,76,62,22,13,3,410,0,0,0,5,0,3,5,0,0,22,0,0,3,10,0,3,0,0,0,19
POA3147,0,0,0,3,14,30,44,59,8,169,4,3,9,42,16,20,16,5,0,114,5,13,19,165,50,36,25,13,11,334,0,0,8,17,8,9,3,0,0,41,0,0,0,24,0,5,3,6,0,43,0,0,0,0,0,4,0,0,0,10,0,3,0,16,8,5,3,3,0,41,0,0,3,3,9,11,17,31,11,80,0,0,3,7,6,5,3,0,0,31,0,8,12,40,17,3,4,0,0,84,0,0,0,3,7,3,0,0,0,15,0,10,17,100,35,45,19,9,0,230,0,0,0,3,3,0,4,4,3,14,0,0,0,11,3,4,3,3,0,29,0,0,0,6,0,0,0,0,0,3,0,0,3,10,0,0,0,0,0,9,0,0,3,3,4,0,12,3,3,32,0,17,24,73,34,43,17,3,3,212,0,0,0,3,3,3,0,0,0,11,0,0,6,11,4,0,0,0,0,22
POA3148,0,8,6,13,27,30,79,73,6,245,3,0,13,48,9,18,5,0,0,88,0,13,55,227,42,23,17,3,0,388,0,3,14,59,9,5,4,4,0,99,0,0,0,15,3,0,0,0,0,24,0,0,0,0,0,0,0,0,0,4,0,0,0,14,3,0,3,3,0,19,0,0,0,3,13,18,40,65,18,157,0,0,3,15,7,7,3,0,0,38,0,3,32,68,20,3,3,0,0,134,0,0,0,4,3,5,4,0,0,16,0,3,12,103,20,24,10,9,0,180,0,0,0,0,0,0,0,0,0,4,0,0,5,12,3,6,10,3,0,47,0,0,0,0,3,0,0,0,0,8,0,0,0,7,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,3,3,6,7,54,18,10,3,3,0,105,0,0,0,0,0,3,3,0,0,7,0,4,9,36,0,0,3,0,0,57
POA3149,0,7,10,22,52,84,221,235,41,675,7,18,41,136,71,85,49,16,3,433,22,91,106,653,177,107,57,31,3,1246,0,3,28,129,18,29,20,4,0,225,3,6,8,64,18,11,4,0,0,120,5,5,0,18,5,3,0,0,0,43,0,9,3,14,16,11,8,14,4,87,0,3,3,9,14,51,96,101,46,319,3,24,19,42,42,12,5,3,0,151,9,66,77,175,97,34,5,4,0,462,0,0,0,5,8,3,4,0,0,22,0,80,129,313,152,162,81,28,4,944,0,0,0,0,3,5,10,7,5,32,0,0,3,26,14,13,4,7,0,62,0,0,4,4,5,0,3,0,0,21,0,0,0,10,0,0,0,0,0,16,0,10,0,11,6,12,23,19,19,96,8,49,74,111,61,59,44,26,7,436,0,0,0,9,0,0,3,5,0,27,3,6,10,38,4,0,0,0,0,64
POA3150,0,9,10,22,67,132,239,228,58,770,16,68,136,343,209,284,127,36,0,1221,60,362,283,1428,554,313,175,79,42,3285,0,19,52,195,71,39,41,15,7,434,0,24,29,86,48,29,10,12,0,239,0,5,0,19,9,6,8,6,0,49,0,7,3,11,11,8,15,17,6,85,0,0,6,17,41,129,204,204,81,689,3,23,20,51,24,13,8,9,0,151,4,86,120,259,139,49,24,6,0,687,0,0,0,19,13,18,21,3,4,76,12,153,381,778,479,560,426,129,32,2956,0,0,0,0,3,15,33,14,3,59,0,0,5,32,27,27,22,21,12,149,0,0,3,18,0,5,0,0,3,32,3,3,6,23,3,4,3,0,0,43,0,4,0,8,16,13,51,25,15,139,0,131,146,127,104,88,70,32,15,716,0,0,0,4,7,4,9,10,4,35,6,44,22,108,25,9,3,0,0,210
POA3151,0,0,0,12,16,56,154,142,38,415,0,3,14,49,32,43,10,10,0,161,7,13,67,176,40,34,25,9,0,373,0,0,16,64,18,5,6,3,0,115,0,3,4,28,11,0,0,3,0,46,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,3,3,0,15,0,0,0,5,0,11,51,55,31,155,0,0,3,8,3,3,0,0,0,20,0,11,11,34,16,12,0,0,0,77,0,0,4,0,0,4,0,0,0,16,0,7,31,107,39,55,21,12,4,277,0,0,0,0,0,0,6,4,3,12,0,0,3,3,3,3,4,0,0,16,0,0,0,0,0,0,3,0,0,7,0,0,0,7,0,0,0,0,0,8,0,3,0,3,0,0,3,7,0,17,0,16,9,24,14,13,0,9,6,89,0,0,0,0,0,3,0,0,0,3,0,0,3,13,0,0,0,0,0,18
POA3152,0,3,0,7,23,60,57,42,6,190,7,23,65,171,110,134,43,6,3,561,6,61,107,481,214,188,74,49,19,1206,0,8,22,93,34,11,23,3,3,198,0,6,12,51,15,19,0,0,0,113,0,3,13,14,9,0,6,0,0,51,3,7,3,4,10,15,8,12,8,70,0,0,4,7,22,69,81,56,16,254,0,9,6,11,5,3,0,0,0,43,0,20,17,85,35,18,7,0,0,184,0,0,0,3,8,15,5,7,4,38,11,78,160,385,244,288,164,34,15,1380,0,0,0,0,0,10,16,0,4,32,0,0,0,4,5,20,8,5,0,47,0,3,4,16,3,3,3,0,4,33,0,0,8,17,13,0,0,0,0,34,3,3,0,9,10,18,42,48,31,162,4,58,55,76,79,63,31,13,7,385,0,0,5,0,4,12,15,8,8,51,0,3,10,18,11,9,0,0,0,51
POA3153,0,0,0,0,8,3,14,3,0,35,5,13,16,102,30,31,6,0,0,204,4,24,54,357,55,49,39,9,9,598,0,3,4,40,12,0,5,0,0,63,0,3,8,51,11,8,8,4,0,90,0,0,0,4,3,0,0,0,0,3,0,5,0,16,5,7,16,8,5,53,0,0,0,12,10,18,24,17,3,74,0,0,0,6,4,0,0,4,0,17,0,4,7,29,11,4,3,0,0,59,0,0,0,3,5,0,0,3,0,10,0,18,9,108,37,22,18,12,0,224,0,0,0,0,3,4,11,3,0,20,0,0,3,9,7,8,7,0,0,33,0,3,9,31,8,5,0,0,0,65,0,0,5,25,3,0,0,0,0,39,0,0,0,3,6,21,37,30,8,104,0,25,21,114,46,32,15,12,3,261,0,0,0,0,3,0,7,3,0,15,0,3,3,24,4,3,0,0,0,34
POA3154,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,8,0,0,0,0,5,0,0,3,0,8,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,17,11,0,35,0,0,4,18,15,6,8,0,0,41,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0
POA3155,0,0,0,4,7,10,16,11,4,53,5,6,7,58,18,20,13,5,0,126,0,25,55,329,46,34,12,12,9,517,0,0,5,26,13,8,0,5,0,62,3,0,6,44,15,8,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,8,0,17,8,10,11,11,6,62,0,3,0,5,3,23,34,23,14,110,0,5,0,9,7,0,0,0,0,26,0,4,7,40,8,3,3,0,0,62,0,3,0,6,0,3,0,0,0,15,3,9,12,92,26,24,15,14,0,195,0,0,0,0,0,3,6,0,0,13,0,0,0,12,3,9,7,0,3,31,0,0,0,4,0,0,0,0,0,6,0,0,11,15,4,0,0,0,0,29,0,3,0,8,12,23,55,40,13,154,5,18,20,96,43,45,40,13,0,285,0,0,0,0,3,12,10,6,3,33,0,0,4,15,3,0,0,0,0,23
POA3156,0,0,0,6,14,27,27,31,4,114,0,8,8,55,18,25,8,0,0,122,4,32,36,258,70,51,42,10,3,515,0,6,5,51,20,10,0,3,3,103,0,4,10,51,11,9,3,0,0,97,0,0,0,4,0,0,3,0,0,9,0,0,4,25,27,33,19,22,10,136,0,0,4,13,28,69,68,67,31,275,0,4,3,12,0,3,3,0,0,32,0,7,21,48,20,3,3,0,0,107,0,0,0,6,15,14,0,0,0,27,7,24,32,138,59,60,30,14,0,369,0,0,0,0,3,19,21,9,0,49,0,0,0,18,11,5,11,3,0,50,0,0,3,3,0,0,0,0,0,9,0,0,3,9,0,0,0,0,0,15,0,0,0,11,15,44,60,47,35,207,3,54,45,150,103,78,45,15,5,498,0,0,0,7,11,14,6,14,5,60,0,4,3,12,7,7,0,0,0,28
POA3158,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,3,0,14,5,7,3,0,0,28,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,3,3,0,19,0,0,0,0,4,0,8,0,0,15,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,3,3,0,0,13,0,0,0,0,0,0,4,0,0,8,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,20,10,3,58,0,0,7,44,23,14,9,4,0,105,0,0,0,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0
POA3159,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,0,0,3,0,0,0,0,0,7,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,9,0,0,21,0,4,3,3,4,11,4,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3160,0,0,0,0,3,3,3,0,0,13,0,4,0,3,0,0,0,0,0,13,0,0,3,6,0,3,3,0,0,20,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,10,3,4,0,0,0,24,0,0,0,3,3,5,5,3,0,22,0,0,5,7,7,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,3,0,0,10,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7,21,26,6,4,80,0,6,10,44,40,23,14,4,0,143,0,0,0,3,8,3,4,0,0,12,0,0,0,0,0,0,0,0,0,0
POA3161,0,0,0,0,4,27,21,33,6,91,0,0,9,14,4,8,0,0,0,38,7,13,54,288,22,7,18,7,0,413,0,0,3,26,0,0,0,3,0,32,0,0,0,25,3,0,0,0,0,32,0,0,0,0,0,0,4,0,0,3,0,0,0,57,10,0,3,0,0,72,0,0,8,19,3,11,22,6,3,66,0,0,8,25,5,3,0,0,0,47,0,0,0,18,0,0,0,0,0,23,0,0,0,6,0,3,0,4,0,8,0,0,3,43,10,12,12,0,0,77,0,0,0,0,0,3,3,0,0,9,0,0,0,13,3,3,3,0,3,22,0,0,0,0,0,0,0,0,0,0,0,0,10,25,3,0,0,0,0,40,0,3,0,12,0,5,3,3,3,31,0,3,15,103,35,44,15,9,4,230,0,0,0,10,3,0,3,0,0,16,0,0,7,20,0,0,0,0,0,30
POA3162,0,0,0,3,12,21,53,77,17,192,0,3,0,18,5,11,5,0,0,48,9,9,26,222,18,17,14,6,3,333,0,0,0,24,4,3,5,3,0,41,0,0,3,4,0,0,0,0,0,14,0,0,0,0,0,0,3,0,0,10,0,4,3,46,3,4,0,0,5,76,3,0,0,30,9,15,22,20,25,132,11,25,4,46,19,3,3,0,0,107,0,0,0,4,5,0,0,0,0,12,0,0,0,0,3,4,8,4,0,20,0,0,9,34,22,14,6,4,4,90,0,0,0,0,0,3,8,0,0,12,0,0,4,4,6,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,3,14,0,0,0,0,0,14,0,3,3,3,0,9,4,0,0,23,0,12,39,117,55,50,21,4,0,295,0,0,0,8,0,0,5,0,0,14,0,0,0,5,0,0,0,0,0,8
POA3163,0,5,3,24,37,60,160,199,54,546,3,6,68,91,20,17,5,3,0,207,145,264,283,2222,120,81,36,14,6,3175,0,6,33,123,11,11,7,0,0,187,3,3,8,45,5,0,0,0,0,65,0,3,0,3,6,0,0,0,0,12,0,0,0,95,16,9,10,6,4,147,0,9,0,32,21,20,34,43,28,188,3,15,18,86,29,12,4,3,0,173,6,6,37,167,26,17,6,0,0,268,0,0,0,4,0,0,3,4,0,20,0,9,65,213,37,34,29,6,0,387,0,0,0,0,4,4,3,3,0,17,0,0,6,48,11,13,7,3,0,92,3,3,3,10,5,0,0,0,0,25,0,0,35,87,3,0,0,0,0,123,0,3,3,10,3,15,12,7,3,51,12,14,26,194,66,67,30,3,3,408,0,0,0,8,0,3,3,3,0,20,0,0,13,39,0,3,0,0,0,54
POA3165,0,8,8,22,73,102,184,223,50,667,0,7,3,37,13,15,6,0,0,81,4,46,73,394,112,67,50,32,17,780,0,4,6,53,6,3,5,3,0,77,0,0,4,32,9,3,0,0,0,50,0,0,0,3,0,0,0,0,0,5,0,0,3,29,22,15,9,0,3,88,0,4,0,14,21,49,95,127,45,351,0,8,5,48,7,7,0,3,0,82,0,25,15,60,27,3,0,0,0,131,0,0,0,9,9,12,9,11,3,55,0,8,14,87,27,29,14,10,0,193,0,0,0,3,0,3,4,4,3,17,0,3,0,16,16,3,3,8,3,57,0,0,0,0,0,0,3,0,0,3,0,0,0,5,3,0,0,0,0,6,3,0,0,16,10,5,9,5,0,49,6,38,40,130,67,35,26,6,4,357,0,0,0,3,3,0,5,4,0,24,0,0,0,7,0,0,0,0,0,10
POA3166,3,44,38,107,113,175,369,376,107,1334,4,3,27,78,6,9,5,0,0,146,30,76,132,805,91,58,33,24,4,1268,3,11,41,112,11,9,6,0,0,194,0,0,0,30,7,3,3,0,0,35,0,3,3,9,3,0,0,0,3,17,0,3,0,22,16,11,6,9,5,70,3,7,8,36,36,68,141,185,87,569,4,10,8,47,15,3,3,0,0,92,9,11,53,156,34,18,4,4,0,277,0,0,0,7,3,0,0,4,0,20,0,6,40,184,34,27,13,4,0,305,0,0,0,0,0,10,9,0,0,14,0,3,3,52,26,23,13,14,3,131,0,0,0,3,3,0,0,0,0,9,0,3,18,63,0,3,0,0,0,88,0,0,0,8,0,4,3,3,4,19,0,11,23,122,56,45,20,0,3,272,0,0,0,5,3,0,0,0,0,10,0,0,7,35,3,3,5,0,0,59
POA3167,0,17,18,34,46,88,156,128,27,505,0,0,0,21,0,3,3,0,0,31,10,29,39,273,75,48,23,11,3,521,0,0,7,21,0,4,0,0,0,33,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,3,0,11,4,3,0,15,3,3,3,8,3,35,0,0,0,6,5,31,61,64,29,185,0,6,9,19,7,0,0,0,0,37,0,0,10,33,11,3,0,0,0,62,0,0,0,4,7,13,4,6,0,28,0,3,4,32,5,12,4,3,0,65,0,0,0,0,0,0,0,0,0,6,0,0,4,17,18,9,15,12,4,81,0,0,0,3,3,0,0,3,0,12,0,0,0,8,0,0,0,0,0,6,0,0,0,0,0,3,3,5,0,11,0,9,3,43,18,10,4,3,0,94,0,0,0,0,0,0,3,0,0,6,0,0,5,22,3,3,3,0,0,34
POA3168,3,20,28,37,59,63,132,155,36,520,0,0,135,99,14,6,0,0,0,262,65,106,316,1287,100,74,28,21,11,2013,23,36,149,280,37,13,8,4,0,553,0,4,15,112,9,3,0,0,0,146,4,3,3,18,3,4,0,0,0,42,3,0,0,3,0,0,3,9,10,30,3,0,4,17,13,33,65,128,74,337,3,10,12,46,5,0,5,0,0,79,6,9,54,156,17,6,5,3,0,251,0,0,0,7,5,0,0,4,0,14,0,3,341,240,35,57,40,12,0,727,0,0,0,0,0,0,0,3,0,10,0,0,24,50,12,6,6,3,3,108,0,0,6,19,0,3,3,0,0,32,0,8,12,51,0,0,0,0,0,71,0,0,3,0,4,0,3,3,3,15,3,7,40,44,23,23,5,3,3,149,0,0,0,0,0,0,0,3,0,11,8,12,33,76,3,0,0,0,0,135
POA3169,3,43,45,79,93,143,347,335,77,1167,0,0,15,50,11,20,7,0,0,110,53,114,355,1400,257,154,118,72,7,2538,4,9,17,70,8,11,3,0,0,120,0,0,3,30,0,0,0,0,0,40,0,0,3,17,10,4,7,0,0,45,0,5,0,7,0,4,0,0,0,25,0,4,13,12,10,53,126,128,40,377,0,10,4,26,12,0,0,0,0,53,0,6,23,74,16,10,4,0,0,134,0,0,3,15,20,17,17,7,0,87,3,8,15,89,17,33,14,11,0,191,0,0,0,3,0,3,7,3,0,19,0,9,13,48,28,39,49,36,6,228,0,0,4,22,8,3,0,0,0,36,0,3,11,30,3,0,0,0,0,51,0,0,0,7,0,0,4,10,0,23,0,23,41,79,38,22,5,3,3,220,0,0,0,0,0,0,0,0,0,3,3,3,34,83,15,9,5,0,0,141
