POA_CODE_2016,I_4000more_1AW_OthNW,I_4000more_BNW,I_4000more_LFsta_NS,I_4000more_Tot,Part_inc_stated_BE_WFT,Part_inc_stated_BE_WPT,Part_inc_stated_BE_BAW,Part_inc_stated_1EFT_OthPT,Part_inc_stated_1EFT_OthAW,Part_inc_stated_1EFT_OthNW,Part_inc_stated_1EPT_OthAW,Part_inc_stated_1EPT_OthNW,Part_inc_stated_1AW_OthNW,Part_inc_stated_BNW,Part_inc_stated_LFsta_NS,Part_inc_stated_Tot,All_inc_NS_BE_WFT,All_inc_NS_BE_WPT,All_inc_NS_BE_BAW,All_inc_NS_1EFT_OthPT,All_inc_NS_1EFT_OthAW,All_inc_NS_1EFT_OthNW,All_inc_NS_1EPT_OthAW,All_inc_NS_1EPT_OthNW,All_inc_NS_1AW_OthNW,All_inc_NS_BNW,All_inc_NS_LFsta_NS,All_inc_NS_Tot,Tot_BE_WFT,Tot_BE_WPT,Tot_BE_BAW,Tot_1EFT_OthPT,Tot_1EFT_OthAW,Tot_1EFT_OthNW,Tot_1EPT_OthAW,Tot_1EPT_OthNW,Tot_1AW_OthNW,Tot_BNW,Tot_LFsta_NS,Tot_Tot
POA3029,0,0,0,129,18,3,0,12,3,17,3,11,7,24,268,372,12,0,3,3,0,5,0,0,3,38,31,106,1686,229,51,887,108,984,42,398,77,1686,345,6508
POA3030,3,7,0,359,26,3,3,12,4,24,0,9,4,34,349,466,13,0,5,5,3,3,0,0,4,58,39,129,2121,238,52,986,112,1064,37,404,79,1827,424,7347
POA3031,0,0,0,262,12,0,0,3,5,5,0,0,0,3,108,132,0,0,0,0,0,3,0,0,0,8,6,23,761,76,3,320,40,167,17,69,13,237,119,1822
POA3032,0,3,0,306,7,0,0,0,0,8,0,3,0,3,174,199,7,0,3,0,0,0,0,3,0,6,9,33,999,126,27,413,42,340,16,179,28,501,195,2855
POA3033,0,6,0,63,3,0,4,0,0,3,0,3,0,16,49,81,0,3,3,0,0,0,0,0,0,29,8,47,251,37,14,120,16,119,3,93,13,699,72,1441
POA3034,0,3,0,41,0,0,0,0,0,3,0,0,0,9,47,63,6,0,0,0,0,0,0,0,0,19,15,41,184,32,9,90,12,94,3,75,6,615,73,1192
POA3036,0,3,0,35,5,0,0,0,0,0,0,0,0,9,21,37,0,0,0,0,0,0,0,0,0,9,7,21,99,21,8,62,13,49,3,47,3,267,30,609
POA3037,0,0,0,84,6,6,0,5,0,14,0,8,0,17,93,149,8,0,3,5,0,0,0,0,0,35,17,73,802,75,25,379,52,406,15,177,35,931,132,3026
POA3038,3,4,0,57,0,0,0,6,0,9,0,0,3,18,93,136,5,0,5,7,4,4,0,0,5,27,22,70,390,81,12,251,23,275,9,154,31,902,132,2274
POA3039,0,3,0,155,7,3,0,4,0,3,0,0,0,4,93,116,3,0,0,6,0,3,0,0,0,13,6,29,439,52,6,182,14,149,9,75,9,319,103,1358
POA3040,0,12,0,217,14,0,0,3,0,7,0,6,0,15,113,157,5,0,4,3,0,0,0,0,0,20,15,49,620,91,26,306,24,216,22,172,30,556,133,2201
POA3041,0,10,0,94,0,0,0,0,0,0,0,0,0,12,46,56,0,0,0,0,0,0,0,0,3,7,12,26,244,38,6,133,9,108,11,82,7,391,65,1097
POA3042,0,0,0,58,9,0,0,0,0,8,0,0,0,24,60,96,3,0,0,0,0,3,0,0,0,25,11,44,395,40,10,145,20,124,12,87,14,616,83,1551
POA3043,0,0,0,28,10,0,0,7,0,3,0,0,0,12,54,92,0,0,5,0,0,0,0,0,0,24,16,51,362,45,20,170,19,176,8,116,19,725,85,1737
POA3044,0,5,0,150,10,0,0,5,0,5,0,0,5,13,100,135,3,0,0,3,7,3,0,3,0,25,18,62,748,78,23,307,31,227,11,116,19,659,125,2342
POA3045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3046,0,9,0,82,7,3,0,3,3,3,0,3,0,24,119,164,3,0,5,3,0,0,0,0,4,39,34,89,773,116,21,375,41,317,13,180,40,1056,168,3113
POA3047,0,0,0,5,3,0,0,7,0,8,0,0,0,11,40,68,0,0,0,0,0,0,0,0,0,31,14,53,115,31,5,101,8,162,10,79,13,497,69,1085
POA3048,0,0,0,6,0,0,0,3,0,5,0,0,3,6,40,67,0,0,0,0,0,0,0,0,5,10,14,32,96,28,4,75,8,118,12,59,26,415,67,895
POA3049,0,3,0,27,0,0,0,0,0,0,0,0,0,3,35,42,0,0,0,0,0,0,0,0,0,7,5,17,206,20,11,98,12,77,5,60,14,254,50,798
POA3050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3051,0,6,0,173,6,0,0,0,0,0,0,0,0,5,97,111,3,0,0,0,0,0,0,0,0,4,6,14,473,74,11,190,23,155,8,80,11,204,105,1343
POA3052,0,5,0,88,3,0,0,0,0,0,0,0,0,0,32,32,0,0,0,0,0,0,0,0,0,0,0,3,166,23,3,94,4,78,3,41,0,78,32,519
POA3053,0,10,0,163,3,0,0,0,0,3,0,3,0,0,103,108,0,0,0,0,0,0,0,0,0,0,6,8,373,67,7,137,14,133,6,101,12,311,110,1273
POA3054,0,3,0,177,0,0,0,0,0,0,0,0,0,3,74,85,3,0,0,0,0,0,0,0,0,3,3,7,331,52,10,160,13,73,3,59,10,144,74,932
POA3055,0,8,0,127,7,0,0,0,0,0,0,3,0,3,81,103,0,0,0,0,0,3,0,0,0,6,3,16,490,79,10,232,24,166,10,71,10,272,90,1450
POA3056,4,3,0,295,9,0,0,6,4,3,0,3,0,10,156,185,8,0,0,3,0,0,0,0,3,6,11,30,1108,162,17,456,48,265,16,131,15,406,178,2812
POA3057,0,3,0,152,8,0,0,0,0,0,0,0,0,3,80,92,0,0,0,0,0,0,0,0,0,3,9,14,583,72,12,240,20,133,4,68,10,195,89,1418
POA3058,0,0,0,205,8,0,0,7,0,3,0,0,3,18,174,217,3,4,0,0,3,4,0,0,0,14,22,49,888,131,22,470,40,290,13,142,34,827,215,3080
POA3059,0,3,0,53,3,0,0,0,0,3,0,3,0,5,40,62,11,0,0,3,0,0,0,0,0,7,5,30,282,21,4,157,20,131,0,73,13,344,51,1098
POA3060,0,0,0,17,0,0,0,0,0,0,0,3,3,13,33,54,0,0,0,0,0,0,0,0,0,18,15,41,144,22,8,88,6,91,6,62,13,493,48,986
POA3061,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,23,0,0,0,0,0,0,0,0,0,6,6,8,29,9,0,12,3,36,0,24,3,229,14,361
POA3062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3063,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,11,0,0,0,3,0,9,0,42
POA3064,3,3,0,78,17,3,0,6,0,5,4,13,3,28,152,233,8,3,0,4,0,7,0,3,0,32,30,80,1121,127,29,593,69,583,29,273,59,1071,199,4155
POA3065,0,9,0,246,5,0,0,0,0,0,0,0,0,0,97,106,0,0,0,0,0,0,0,0,0,4,3,17,467,52,13,158,15,101,5,61,14,165,100,1160
POA3066,3,4,0,164,4,0,0,5,0,0,0,0,0,0,76,84,0,3,0,0,0,0,0,0,0,3,3,13,520,48,19,165,16,100,10,34,10,75,82,1077
POA3067,0,9,0,185,3,0,0,0,0,4,0,0,0,0,69,79,0,3,0,0,0,0,0,0,0,4,6,9,568,50,10,164,15,117,0,47,5,109,75,1164
POA3068,0,9,0,382,11,0,0,7,0,0,0,0,0,3,146,170,3,0,0,0,0,0,0,0,0,4,8,17,801,97,13,330,27,164,13,129,20,320,152,2063
POA3070,0,0,0,291,9,0,0,8,0,3,0,4,0,11,147,181,3,0,0,0,0,0,0,0,0,11,6,28,821,115,12,343,36,186,13,127,19,455,157,2282
POA3071,0,4,0,167,4,3,0,3,0,0,0,7,0,8,99,120,0,0,0,0,0,0,0,0,0,6,7,20,574,98,14,300,28,134,10,80,19,382,114,1756
POA3072,0,5,0,147,16,3,0,4,0,3,0,0,4,22,138,187,3,0,0,0,0,0,0,0,0,27,19,50,859,161,23,444,37,284,26,142,30,767,174,2940
POA3073,0,9,0,115,9,0,3,3,0,10,3,9,3,41,197,266,6,0,5,8,0,4,0,0,0,68,43,131,1046,180,34,565,54,466,27,227,36,1704,267,4606
POA3074,0,0,0,14,3,0,0,3,0,3,0,0,0,26,62,103,0,0,0,3,0,0,0,3,0,36,20,67,199,47,5,157,23,184,15,118,23,1037,108,1920
POA3075,0,3,0,28,5,3,0,9,0,11,0,3,4,31,75,129,3,0,0,0,0,4,0,0,3,32,17,64,278,66,18,201,22,190,8,108,29,1027,102,2043
POA3076,0,0,0,35,8,0,0,4,0,6,0,7,0,12,90,125,4,0,3,0,0,3,0,3,5,17,23,56,490,82,18,305,24,291,9,164,31,737,120,2263
POA3078,0,6,0,144,3,0,0,4,0,4,0,0,0,4,58,78,0,0,0,0,0,0,0,0,0,3,5,13,356,76,8,153,23,111,7,61,8,226,69,1101
POA3079,3,25,0,222,3,0,0,0,0,3,0,0,0,4,76,94,3,0,0,0,0,0,0,0,0,3,9,16,363,63,11,199,18,163,13,137,11,390,86,1457
POA3081,0,3,0,49,3,0,0,0,0,0,0,5,0,3,52,72,0,0,0,0,0,0,0,0,0,12,9,22,309,38,8,161,15,114,3,56,7,250,67,1025
POA3082,3,0,0,37,6,0,0,3,0,8,0,0,0,16,84,124,7,0,3,3,0,0,0,0,0,16,17,43,493,71,15,317,33,293,17,152,22,811,110,2326
POA3083,0,3,0,65,4,0,0,4,0,6,0,9,0,29,107,163,0,0,3,4,0,0,0,3,4,37,17,68,456,138,23,300,26,321,16,214,25,1199,137,2850
POA3084,0,23,0,192,3,0,0,0,0,4,0,4,0,22,117,151,8,0,0,0,0,0,0,0,0,28,15,49,463,110,17,272,26,230,12,188,17,967,143,2441
POA3085,0,8,0,89,11,0,0,3,0,0,0,3,0,6,43,58,3,0,0,0,0,0,0,0,0,12,11,23,329,46,6,158,18,116,12,79,9,443,63,1263
POA3086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3087,0,0,0,27,3,0,0,3,0,0,0,0,0,7,30,55,3,0,0,0,0,0,0,0,0,14,8,19,219,25,6,106,18,80,3,57,9,326,42,887
POA3088,0,3,0,123,6,0,0,8,0,8,0,0,0,19,91,130,3,0,0,0,0,0,0,0,0,24,10,38,592,99,23,320,32,274,22,182,30,910,120,2594
POA3089,0,5,0,66,3,0,0,0,0,3,0,0,0,4,48,60,3,0,3,0,0,0,0,3,0,8,0,16,226,32,8,153,7,93,3,63,17,266,49,923
POA3090,0,0,0,27,0,0,0,0,0,0,0,0,0,0,7,15,0,0,0,0,0,0,0,0,0,0,0,3,40,9,5,32,0,17,0,16,5,50,9,176
POA3091,0,3,0,9,0,0,0,0,0,0,0,0,0,0,11,7,0,0,0,0,0,0,0,0,0,0,0,3,15,10,0,19,0,6,0,12,3,54,9,134
POA3093,0,3,0,37,0,0,0,0,0,0,0,0,0,4,28,32,0,0,0,0,0,0,0,0,0,3,0,4,76,12,3,41,10,47,0,31,3,156,29,413
POA3094,0,3,0,44,4,0,0,0,0,3,0,0,0,13,35,59,0,0,0,0,0,0,0,0,0,10,0,13,210,46,3,125,16,78,3,72,9,315,43,918
POA3095,3,20,0,221,3,0,0,7,3,13,0,0,0,13,112,154,0,0,0,4,0,0,0,0,0,19,6,33,446,127,13,386,29,258,12,208,25,788,128,2418
POA3096,0,0,0,4,0,0,0,0,0,0,0,0,0,0,13,16,0,0,0,0,0,0,0,0,0,3,0,3,30,3,0,16,0,24,0,17,0,50,13,157
POA3097,0,3,0,25,0,0,0,0,0,0,0,0,0,0,7,12,0,0,0,0,0,0,0,0,0,0,0,0,18,19,3,23,0,13,0,12,0,43,12,148
POA3099,0,0,0,29,3,0,0,0,0,0,0,0,0,0,20,28,0,0,0,0,0,0,0,0,0,4,4,10,86,39,0,84,7,53,3,55,7,107,26,461
POA3101,0,65,0,443,3,4,0,0,0,6,0,3,0,19,131,166,4,3,4,0,0,3,0,3,0,6,8,31,567,105,16,292,26,246,14,166,16,587,150,2190
POA3102,0,9,0,64,0,3,0,0,0,0,0,0,0,3,25,35,0,0,0,0,0,0,0,0,0,12,0,17,113,28,3,57,4,60,4,32,3,193,31,526
POA3103,0,44,3,180,0,0,0,4,0,0,0,3,0,9,76,93,0,0,0,0,0,0,0,0,0,10,8,17,182,59,5,150,11,110,3,133,21,531,89,1300
POA3104,3,32,0,176,0,5,0,0,3,0,0,4,0,8,78,99,3,0,0,3,0,0,0,0,0,21,11,38,192,73,7,131,19,130,4,147,19,643,92,1465
POA3105,0,8,0,85,3,0,0,0,0,3,0,3,0,10,50,62,4,0,0,0,0,0,0,0,0,22,7,48,191,46,4,92,14,102,3,87,12,577,66,1193
POA3106,4,11,0,158,6,0,0,0,0,4,0,3,0,16,71,106,3,0,0,0,0,0,0,0,0,17,10,34,237,81,5,165,15,178,10,175,17,706,93,1681
POA3107,3,10,0,80,0,0,0,0,0,8,0,0,0,13,60,77,0,0,3,0,0,0,0,0,0,21,6,33,195,47,12,129,12,108,8,102,14,656,73,1358
POA3108,0,25,0,131,3,0,0,3,0,3,0,5,0,21,116,150,0,0,0,0,0,0,0,0,3,24,14,41,331,103,12,180,16,241,15,181,19,1130,139,2373
POA3109,0,14,0,167,3,0,0,0,0,3,0,0,0,33,133,172,5,0,0,0,0,0,0,0,0,25,18,56,419,100,10,253,20,245,18,219,24,1234,177,2720
POA3111,0,8,0,87,0,0,0,0,0,0,0,0,0,16,52,73,5,0,0,3,0,0,0,0,0,13,8,35,196,50,8,137,7,100,5,97,10,470,68,1150
POA3113,0,6,0,88,3,0,0,0,0,5,0,3,0,7,41,65,0,0,0,0,0,0,0,0,0,0,3,4,128,44,8,103,9,74,0,84,3,224,45,723
POA3114,0,10,0,44,0,0,0,0,0,0,0,0,0,0,17,20,0,0,0,0,0,0,0,0,0,5,3,13,42,17,3,28,0,32,3,23,0,131,17,290
POA3115,0,7,0,39,0,0,0,0,0,0,0,0,0,3,15,17,3,0,0,0,0,0,0,0,0,0,0,7,57,19,0,54,6,43,0,29,9,109,14,346
POA3116,0,3,0,34,0,0,0,0,0,5,0,0,0,14,40,66,0,0,0,0,0,0,0,0,0,25,9,35,208,40,8,143,21,100,9,70,11,377,55,1044
POA3121,0,12,0,787,22,3,0,3,3,3,0,0,0,10,252,295,7,0,4,0,0,0,0,0,0,5,6,26,1881,117,19,513,57,292,20,153,15,440,271,3782
POA3122,4,43,0,379,12,4,0,3,0,5,0,0,0,14,147,185,5,3,0,0,0,0,0,0,0,7,7,29,928,139,16,325,38,252,8,176,24,444,159,2508
POA3123,4,29,0,264,7,0,0,3,0,0,0,0,0,4,94,120,7,0,0,3,0,0,0,0,0,9,8,21,505,82,12,193,20,147,8,111,13,299,101,1489
POA3124,3,58,0,311,4,0,0,0,0,4,0,3,0,7,83,105,6,0,0,3,0,0,0,7,0,11,8,33,414,85,12,208,13,199,13,176,25,678,98,1915
POA3125,0,3,0,74,3,0,0,0,0,4,0,0,0,8,60,72,0,0,0,0,0,0,0,0,0,11,13,20,212,53,6,121,6,116,5,96,7,451,72,1146
POA3126,3,42,0,176,0,0,0,0,0,0,0,0,0,3,30,38,0,0,0,0,0,0,0,3,0,9,5,15,138,50,4,76,3,58,6,98,10,254,41,737
POA3127,3,32,5,221,3,0,0,4,0,0,0,0,0,4,73,84,0,0,0,0,0,0,0,0,0,9,3,16,351,76,7,180,20,158,5,145,7,505,77,1540
POA3128,0,8,0,92,0,0,0,5,0,6,0,3,0,12,110,138,0,0,0,0,3,0,0,0,0,3,6,14,317,104,5,185,20,189,11,164,15,582,128,1729
POA3129,0,13,0,95,0,0,0,3,0,4,0,0,0,13,70,98,0,0,0,0,0,0,0,0,0,10,7,17,270,67,3,169,16,160,8,110,22,578,81,1496
POA3130,0,11,0,196,4,4,0,3,0,3,0,7,3,20,134,172,0,0,0,0,0,0,0,0,3,32,5,41,513,117,17,295,22,299,14,227,33,1101,159,2796
POA3131,0,13,0,102,3,0,0,3,0,3,0,3,0,13,97,129,0,0,4,3,0,0,0,0,0,19,15,42,412,91,13,249,26,222,13,128,27,791,131,2090
POA3132,0,6,0,116,7,0,0,0,0,7,0,0,0,4,72,101,6,0,0,0,0,0,4,0,0,12,8,26,445,68,11,203,26,194,10,106,19,479,85,1635
POA3133,0,17,0,105,0,3,0,5,3,4,0,3,0,15,79,112,4,0,0,0,0,0,0,8,0,19,12,40,293,76,9,200,14,199,6,200,21,1025,104,2149
POA3134,0,10,0,178,8,4,0,3,0,11,0,0,0,22,128,181,4,0,0,0,0,0,0,0,0,26,16,51,741,129,19,384,35,300,13,225,33,975,154,2999
POA3135,0,11,0,97,3,0,0,3,0,0,0,0,0,15,89,117,3,0,0,0,0,0,0,0,0,11,11,32,467,71,5,274,21,170,8,119,22,617,109,1897
POA3136,4,12,0,150,8,6,4,3,6,3,0,6,0,34,158,233,9,0,4,0,0,4,0,3,0,33,20,81,1086,155,32,527,63,399,26,303,48,1418,203,4252
POA3137,0,3,0,39,3,0,0,3,0,0,0,0,0,8,55,72,4,3,0,0,0,4,0,0,0,20,11,37,327,46,10,191,19,130,9,78,13,433,68,1322
POA3138,0,0,0,50,5,3,0,0,0,0,0,0,3,10,75,94,0,0,3,0,0,3,0,0,0,15,23,48,514,68,19,270,34,188,15,150,24,575,104,1952
POA3139,0,3,0,35,11,0,0,5,0,7,0,0,0,13,57,89,4,3,3,6,0,0,0,0,0,12,6,40,294,74,13,227,24,152,15,80,20,370,75,1348
POA3140,0,0,0,37,4,0,0,0,0,3,0,4,0,12,56,83,7,0,0,3,0,0,0,0,0,29,12,54,368,63,10,231,23,151,6,112,15,567,73,1621
POA3141,3,69,0,709,20,0,0,9,7,8,0,4,0,7,237,291,5,0,0,3,0,0,0,0,0,3,5,24,1486,163,28,479,48,390,21,178,28,463,247,3519
POA3142,9,128,0,550,3,0,0,6,0,0,0,3,0,10,103,126,0,0,0,0,0,3,0,0,0,10,4,25,367,108,15,199,18,213,12,177,12,437,123,1675
POA3143,3,33,0,212,3,3,0,0,0,3,0,0,0,9,51,67,0,0,0,0,0,0,0,0,0,4,3,9,364,61,3,137,12,109,9,79,5,194,60,1025
POA3144,3,60,0,260,3,0,0,4,0,0,0,0,0,10,74,93,0,0,0,0,0,0,0,0,0,15,8,22,257,61,3,147,14,93,10,98,10,347,80,1115
POA3145,0,26,0,252,3,0,0,4,0,4,0,3,0,6,111,132,0,0,0,0,0,3,0,0,0,7,7,25,482,101,8,235,19,196,11,193,16,604,125,1986
POA3146,4,32,0,345,10,4,0,8,0,0,0,3,0,20,127,173,0,0,0,0,0,0,0,0,0,10,6,25,641,122,7,315,27,207,12,192,21,619,140,2300
POA3147,0,8,0,111,3,0,0,0,0,4,0,3,0,8,63,77,0,0,0,0,0,0,0,0,0,11,7,15,289,34,4,142,7,104,3,89,8,367,72,1131
POA3148,0,3,0,55,3,0,0,0,0,0,0,0,0,3,37,50,0,0,0,0,0,0,0,0,0,10,4,15,268,33,8,97,9,83,0,39,7,227,45,811
POA3149,0,25,0,208,3,0,0,0,0,3,0,3,0,22,159,190,3,0,3,4,0,0,0,0,0,22,26,60,516,111,12,277,27,252,12,229,31,1466,194,3118
POA3150,0,54,0,327,8,0,3,8,0,13,0,4,0,47,259,346,4,3,3,0,0,4,0,3,10,59,33,115,689,199,25,449,33,480,21,486,58,2835,333,5598
POA3151,0,8,0,41,0,0,0,0,0,4,0,0,0,11,43,59,0,0,0,0,0,0,0,0,0,17,9,24,138,37,3,74,3,86,5,86,14,505,53,1000
POA3152,0,3,0,143,7,0,0,0,0,0,0,7,3,14,130,164,0,3,3,0,3,0,0,0,0,16,20,50,595,132,17,397,34,318,11,237,29,1220,167,3160
POA3153,0,3,0,36,6,3,0,4,0,0,0,3,0,7,75,99,3,0,3,0,0,0,0,0,0,22,16,44,479,60,9,282,31,189,16,104,16,567,92,1854
POA3154,0,0,0,20,3,0,0,0,0,3,0,0,0,3,15,26,0,0,0,0,0,0,0,0,0,0,0,3,117,19,4,65,11,34,4,25,11,107,25,418
POA3155,0,3,0,41,6,0,0,0,0,4,0,3,7,12,93,128,0,0,0,0,0,7,0,0,0,21,11,45,580,84,18,299,27,228,12,144,31,706,122,2253
POA3156,3,8,0,124,4,3,0,3,4,12,0,9,0,22,136,188,4,0,6,3,3,8,0,4,0,27,19,69,826,112,23,517,47,354,11,243,28,1018,168,3348
POA3158,0,0,0,38,0,0,0,0,0,0,0,0,0,0,31,40,0,0,0,0,0,0,0,0,0,4,0,4,152,31,3,121,10,62,9,40,7,150,32,607
POA3159,0,0,0,7,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,3,0,0,0,0,0,0,0,5,52,10,0,27,3,25,3,29,0,56,13,230
POA3160,0,4,0,50,3,0,0,0,0,0,0,0,0,5,35,44,0,0,0,0,0,0,0,0,0,10,3,16,209,45,5,169,11,96,9,74,11,188,47,858
POA3161,3,44,0,274,3,3,0,3,0,7,0,5,0,3,84,104,0,0,4,3,0,4,0,4,0,14,11,38,431,115,7,249,24,183,10,137,13,341,96,1615
POA3162,0,23,0,217,3,0,0,0,0,3,0,0,0,13,84,110,3,3,0,0,0,3,0,0,0,21,14,52,365,109,9,262,14,175,12,151,16,473,105,1686
POA3163,0,5,0,222,5,3,0,4,0,5,0,3,0,14,145,184,3,0,3,3,0,0,0,0,0,14,12,31,969,151,21,487,58,430,26,238,29,750,171,3325
POA3165,3,5,0,159,3,0,0,0,0,4,0,7,0,17,80,121,5,3,0,0,0,0,0,0,0,35,14,64,513,102,11,269,23,208,8,148,21,841,113,2263
POA3166,0,4,0,121,4,0,0,0,0,3,0,3,0,8,94,118,0,0,0,0,0,0,0,0,0,24,6,33,568,104,16,244,30,214,15,131,20,607,106,2048
POA3167,5,0,0,47,3,0,0,3,0,0,0,0,0,5,35,48,0,3,0,0,0,0,0,0,0,14,12,32,186,32,3,78,18,70,4,64,12,342,50,854
