POA_CODE_2016,NegNil_inc_Emp_WFT,NegNil_inc_Emp_WPT,NegNil_inc_Emp_AW,NegNil_inc_E_T,NegNil_inc_UnE_lfw_FTW,NegNil_inc_UnE_lfw_PTW,NegNil_inc_UnE_lfw_Tot,NegNil_inc_T_LF,NegNil_inc_Notin_LF,NegNil_inc_LF_sta_NS,NegNil_inc_Tot,I_1_149_Emp_WFT,I_1_149_Emp_WPT,I_1_149_Emp_AW,I_1_149_E_T,I_1_149_UnE_lfw_FTW,I_1_149_UnE_lfw_PTW,I_1_149_UnE_lfw_Tot,I_1_149_T_LF,I_1_149_Notin_LF,I_1_149_LF_sta_NS,I_1_149_Tot,I_150_299_Emp_WFT,I_150_299_Emp_WPT,I_150_299_Emp_AW,I_150_299_E_T,I_150_299_UnE_lfw_FTW,I_150_299_UnE_lfw_PTW,I_150_299_UnE_lfw_Tot,I_150_299_T_LF,I_150_299_Notin_LF,I_150_299_LF_sta_NS,I_150_299_Tot,I_300_399_Emp_WFT,I_300_399_Emp_WPT,I_300_399_Emp_AW,I_300_399_E_T,I_300_399_UnE_lfw_FTW,I_300_399_UnE_lfw_PTW,I_300_399_UnE_lfw_Tot,I_300_399_T_LF,I_300_399_Notin_LF,I_300_399_LF_sta_NS,I_300_399_Tot,I_400_499_Emp_WFT,I_400_499_Emp_WPT,I_400_499_Emp_AW,I_400_499_E_T,I_400_499_UnE_lfw_FTW,I_400_499_UnE_lfw_PTW,I_400_499_UnE_lfw_Tot,I_400_499_T_LF,I_400_499_Notin_LF,I_400_499_LF_sta_NS,I_400_499_Tot,I_500_649_Emp_WFT,I_500_649_Emp_WPT,I_500_649_Emp_AW,I_500_649_E_T,I_500_649_UnE_lfw_FTW,I_500_649_UnE_lfw_PTW,I_500_649_UnE_lfw_Tot,I_500_649_T_LF,I_500_649_Notin_LF,I_500_649_LF_sta_NS,I_500_649_Tot,I_650_799_Emp_WFT,I_650_799_Emp_WPT,I_650_799_Emp_AW,I_650_799_E_T,I_650_799_UnE_lfw_FTW,I_650_799_UnE_lfw_PTW,I_650_799_UnE_lfw_Tot,I_650_799_T_LF,I_650_799_Notin_LF,I_650_799_LF_sta_NS,I_650_799_Tot,I_800_999_Emp_WFT,I_800_999_Emp_WPT,I_800_999_Emp_AW,I_800_999_E_T,I_800_999_UnE_lfw_FTW,I_800_999_UnE_lfw_PTW,I_800_999_UnE_lfw_Tot,I_800_999_T_LF,I_800_999_Notin_LF,I_800_999_LF_sta_NS,I_800_999_Tot,I_1000_1249_Emp_WFT,I_1000_1249_Emp_WPT,I_1000_1249_Emp_AW,I_1000_1249_E_T,I_1000_1249_UnE_lfw_FTW,I_1000_1249_UnE_lfw_PTW,I_1000_1249_UnE_lfw_Tot,I_1000_1249_T_LF,I_1000_1249_Notin_LF,I_1000_1249_LF_sta_NS,I_1000_1249_Tot,I_1250_1499_Emp_WFT,I_1250_1499_Emp_WPT,I_1250_1499_Emp_AW,I_1250_1499_E_T,I_1250_1499_UnE_lfw_FTW,I_1250_1499_UnE_lfw_PTW,I_1250_1499_UnE_lfw_Tot,I_1250_1499_T_LF,I_1250_1499_Notin_LF,I_1250_1499_LF_sta_NS,I_1250_1499_Tot,I_1500_1749_Emp_WFT,I_1500_1749_Emp_WPT,I_1500_1749_Emp_AW,I_1500_1749_E_T,I_1500_1749_UnE_lfw_FTW,I_1500_1749_UnE_lfw_PTW,I_1500_1749_UnE_lfw_Tot,I_1500_1749_T_LF,I_1500_1749_Notin_LF,I_1500_1749_LF_sta_NS,I_1500_1749_Tot,I_1750_1999_Emp_WFT,I_1750_1999_Emp_WPT,I_1750_1999_Emp_AW,I_1750_1999_E_T,I_1750_1999_UnE_lfw_FTW,I_1750_1999_UnE_lfw_PTW,I_1750_1999_UnE_lfw_Tot,I_1750_1999_T_LF,I_1750_1999_Notin_LF,I_1750_1999_LF_sta_NS,I_1750_1999_Tot,I_2000_2499_Emp_WFT,I_2000_2499_Emp_WPT,I_2000_2499_Emp_AW,I_2000_2499_E_T,I_2000_2499_UnE_lfw_FTW,I_2000_2499_UnE_lfw_PTW,I_2000_2499_UnE_lfw_Tot,I_2000_2499_T_LF,I_2000_2499_Notin_LF,I_2000_2499_LF_sta_NS,I_2000_2499_Tot,I_2500_2999_Emp_WFT,I_2500_2999_Emp_WPT,I_2500_2999_Emp_AW,I_2500_2999_E_T,I_2500_2999_UnE_lfw_FTW,I_2500_2999_UnE_lfw_PTW,I_2500_2999_UnE_lfw_Tot,I_2500_2999_T_LF,I_2500_2999_Notin_LF,I_2500_2999_LF_sta_NS,I_2500_2999_Tot,I_3000_3499_Emp_WFT,I_3000_3499_Emp_WPT,I_3000_3499_Emp_AW,I_3000_3499_E_T,I_3000_3499_UnE_lfw_FTW,I_3000_3499_UnE_lfw_PTW,I_3000_3499_UnE_lfw_Tot,I_3000_3499_T_LF,I_3000_3499_Notin_LF,I_3000_3499_LF_sta_NS,I_3000_3499_Tot,I_3500_3999_Emp_WFT,I_3500_3999_Emp_WPT,I_3500_3999_Emp_AW,I_3500_3999_E_T,I_3500_3999_UnE_lfw_FTW,I_3500_3999_UnE_lfw_PTW,I_3500_3999_UnE_lfw_Tot,I_3500_3999_T_LF,I_3500_3999_Notin_LF,I_3500_3999_LF_sta_NS,I_3500_3999_Tot,I_4000more_Emp_WFT,I_4000more_Emp_WPT,I_4000more_Emp_AW,I_4000more_E_T,I_4000more_UnE_lfw_FTW,I_4000more_UnE_lfw_PTW,I_4000more_UnE_lfw_Tot,I_4000more_T_LF,I_4000more_Notin_LF,I_4000more_LF_sta_NS,I_4000more_Tot,Part_inc_sta_Emp_WFT,Part_inc_sta_Emp_WPT,Part_inc_sta_Emp_AW,Part_inc_sta_E_T,Part_inc_sta_UnE_lfw_FTW,Part_inc_sta_UnE_lfw_PTW,Part_inc_sta_UnE_lfw_Tot,Part_inc_sta_T_LF,Part_inc_sta_Notin_LF,Part_inc_sta_LF_sta_NS,Part_inc_sta_Tot,All_inc_NS_Emp_WFT,All_inc_NS_Emp_WPT
POA3113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,3,3,0,9,0,3,0,3,0,0,0,4,3,0,6,0,10,0,8,0,0,3,15,10,0,20,0,9,0,12,0,0,0,12,4,0,13,3,12,0,17,0,0,0,17,7,0,19,3,11,0,11,0,0,0,11,4,0,18,8,3,0,10,0,0,0,10,0,0,12,5,4,0,8,0,0,0,8,6,0,12,18,3,0,20,0,0,0,20,4,0,20,16,4,0,19,0,0,0,19,6,0,23,6,3,0,7,0,0,0,7,0,0,7,8,3,0,4,0,0,0,4,0,0,4,3,0,0,3,0,0,0,3,0,0,4,3,3,0,6,0,0,0,6,0,0,6,21,10,0,30,0,0,0,31,10,0,43,0,0
POA3114,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,5,0,0,0,5,3,0,7,0,0,0,0,0,0,0,0,3,0,3,3,6,0,4,0,0,0,4,3,0,8,4,0,0,3,0,0,0,3,4,0,5,3,0,0,4,0,0,0,4,0,0,4,3,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4,0,0,0,3,0,0,0,3,0,0,4,7,0,0,7,0,0,0,7,3,0,5,0,0
POA3115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,4,0,7,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,5,0,0,10,3,9,0,8,0,0,0,8,0,0,10,0,0,0,0,0,0,0,3,0,0,6,0,7,0,7,0,0,0,7,3,0,11,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,8,0,0,6,11,0,0,13,0,0,0,13,0,0,12,3,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,6,0,9,0,0,0,9,0,0,15,0,0
POA3116,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,0,0,0,4,0,0,4,0,3,0,3,0,0,0,6,8,0,10,0,3,0,3,0,0,3,3,4,0,7,0,4,0,8,0,0,0,5,4,0,17,3,12,0,16,0,0,0,17,12,0,25,3,17,0,21,0,0,0,24,12,0,33,12,10,0,26,0,0,0,27,15,0,39,15,15,0,26,0,0,0,26,16,0,41,13,11,3,31,0,0,0,31,8,0,42,16,0,0,13,0,0,0,17,4,0,25,6,3,0,9,0,0,0,9,4,0,16,24,12,0,31,0,0,0,31,12,0,44,6,3,0,5,0,0,0,5,7,0,10,4,0,0,4,0,0,0,4,0,0,5,4,0,0,6,0,0,0,6,0,0,6,0,0,0,3,0,0,0,3,0,0,3,18,19,3,34,3,0,3,38,8,0,45,0,0
POA3121,0,0,0,0,0,0,5,5,31,0,33,0,3,0,3,0,0,0,4,15,0,20,0,13,3,14,0,9,12,23,47,0,68,0,4,0,4,3,3,4,13,35,0,43,0,10,0,7,0,3,3,14,57,0,66,9,24,0,31,5,3,4,36,37,0,71,7,13,0,23,0,3,3,25,55,0,79,14,17,0,30,7,0,8,33,46,0,82,17,18,0,33,0,0,0,31,39,0,73,21,13,0,37,0,0,3,37,27,0,68,27,11,5,35,0,0,0,35,21,0,61,22,11,0,29,0,0,0,32,19,0,53,34,6,3,45,0,0,3,46,17,0,62,15,3,0,22,0,0,0,22,11,0,28,3,3,0,5,0,0,0,5,3,0,9,15,5,0,20,0,0,0,20,6,0,24,20,0,0,18,0,0,0,18,5,0,23,27,8,0,36,8,0,8,40,49,0,95,0,0
POA3122,0,3,0,3,0,4,4,5,16,0,24,0,0,0,4,0,0,0,4,3,0,6,0,3,0,3,0,0,0,3,4,0,13,0,0,0,3,0,0,0,3,0,0,5,4,3,0,7,0,0,0,15,8,0,23,0,13,0,11,0,0,0,19,4,0,21,3,12,0,16,0,0,3,20,8,0,26,3,20,0,18,0,3,3,25,9,0,31,12,12,0,16,0,0,0,18,15,0,33,9,12,0,23,0,3,4,22,16,0,38,15,6,0,20,0,0,0,20,7,0,31,11,3,0,15,0,0,0,15,5,0,19,44,7,3,51,0,0,0,52,6,0,57,9,3,0,8,0,0,0,8,6,0,21,7,0,0,9,0,0,0,9,0,0,9,17,0,0,17,0,0,0,17,7,0,23,19,7,0,25,0,0,0,25,5,0,29,25,9,3,41,0,0,0,44,16,0,56,0,0
POA3123,0,3,0,3,0,0,0,3,23,0,25,0,0,0,0,0,0,0,0,6,0,9,0,0,0,3,0,0,0,4,7,0,10,0,3,0,5,0,0,0,5,12,0,18,0,0,0,0,0,0,0,4,6,0,6,3,0,0,4,0,0,0,4,11,0,18,8,3,0,10,0,0,0,10,3,0,13,7,6,0,10,0,0,0,10,18,0,28,18,6,3,24,0,4,4,29,11,0,43,12,8,0,19,0,0,0,20,12,0,25,7,6,0,13,0,0,0,15,0,0,23,17,0,0,21,0,0,0,21,7,0,29,15,5,0,28,0,0,0,23,12,0,37,4,0,3,8,0,0,0,8,4,0,14,4,3,0,6,0,0,0,6,3,0,8,14,3,0,18,0,0,0,18,3,0,18,13,3,0,14,0,0,0,15,8,0,24,18,13,3,31,3,0,3,32,11,0,41,0,0
POA3124,0,3,0,3,5,0,3,9,28,0,33,0,6,0,6,0,3,3,4,6,0,11,3,8,0,10,0,0,0,12,4,0,21,0,8,0,12,0,0,0,9,11,0,20,3,5,0,8,0,0,0,11,8,0,15,5,16,0,17,0,0,0,19,15,0,30,7,10,0,21,0,0,3,23,15,0,36,7,17,0,24,0,0,0,27,24,0,51,9,19,0,32,0,3,3,36,23,0,56,12,15,0,31,0,0,0,31,16,0,43,16,14,0,29,0,3,3,30,7,0,43,17,10,0,25,0,0,0,27,6,0,36,38,14,0,54,0,0,0,55,16,0,74,15,3,0,20,0,0,0,20,12,0,36,10,0,0,10,0,0,0,10,3,0,11,20,5,0,23,0,0,0,29,3,0,32,15,6,0,26,0,0,0,26,3,0,25,29,18,3,58,0,0,3,60,22,0,78,3,0
POA3125,3,0,0,3,0,4,4,4,21,0,30,0,0,0,0,0,0,0,0,13,0,11,0,4,0,3,0,0,0,3,9,0,17,0,0,0,3,0,0,3,7,8,0,19,3,11,0,15,3,0,3,15,23,0,37,0,10,0,10,0,0,0,10,18,0,25,3,14,0,18,0,0,0,20,13,0,40,11,10,0,21,0,0,3,22,21,0,40,11,15,0,25,0,0,0,25,15,0,35,17,3,0,21,0,0,0,21,3,0,25,15,4,0,19,0,0,0,21,10,0,39,17,7,0,25,0,0,0,23,13,0,35,23,11,0,34,0,0,0,35,9,0,43,5,3,0,11,0,0,0,13,3,0,15,6,0,0,6,0,0,0,6,3,0,10,13,0,0,13,0,0,0,13,0,0,15,4,0,0,4,0,0,0,4,6,0,7,17,16,0,35,0,0,0,37,21,0,57,0,0
POA3126,0,0,0,0,0,0,0,0,18,0,19,0,0,0,0,0,0,0,3,4,0,8,0,0,0,0,0,0,0,3,3,0,5,0,0,0,0,0,0,0,0,3,0,0,0,3,0,8,0,0,0,8,0,0,10,0,3,0,3,0,0,0,8,3,0,10,5,3,0,11,0,0,0,11,3,0,8,3,6,0,8,0,0,0,8,3,0,12,9,3,3,9,0,0,0,12,5,0,19,11,8,0,13,0,0,0,13,4,0,24,10,6,0,15,0,0,0,20,0,0,19,5,3,0,8,0,0,0,8,4,0,8,11,6,0,16,3,0,3,17,4,0,17,0,0,0,4,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7,3,0,6,0,0,0,6,0,0,5,4,3,0,10,0,0,0,10,0,0,10,4,3,0,11,0,0,0,11,5,0,18,0,0
POA3127,0,0,0,0,0,0,0,0,17,0,16,0,4,0,7,0,0,0,7,4,0,13,0,3,0,3,0,0,0,3,5,0,11,4,7,0,6,0,3,3,10,4,0,17,0,3,0,3,0,0,3,8,4,0,12,0,15,0,17,3,0,3,17,10,0,23,3,10,0,16,0,0,3,19,15,0,31,4,12,0,24,0,0,0,24,13,0,36,14,11,0,28,0,0,0,24,17,0,40,13,11,0,19,0,0,0,24,14,0,39,16,7,0,23,0,0,0,29,13,0,39,22,12,0,35,3,0,3,37,7,0,39,39,13,3,56,0,0,0,56,12,0,65,15,5,0,22,0,0,0,22,0,0,22,10,0,0,9,0,0,0,9,5,0,9,24,4,3,26,0,0,0,29,3,0,32,16,0,0,15,0,0,0,13,7,0,23,18,11,0,28,3,0,3,27,16,0,45,0,0
POA3128,3,0,0,3,0,3,6,12,59,0,67,0,5,0,5,0,0,0,5,9,0,11,0,14,0,17,5,3,5,21,14,0,34,0,8,0,10,3,0,3,8,13,0,20,0,9,0,9,3,0,3,11,21,0,30,12,14,0,25,4,0,4,29,27,0,58,7,22,0,25,0,0,0,29,26,0,53,12,19,0,26,0,0,0,28,30,0,63,26,18,0,49,0,0,0,49,18,0,66,23,8,3,31,0,0,0,38,15,0,51,23,3,3,31,0,0,0,31,18,0,49,21,3,0,27,0,0,0,27,9,0,33,29,7,5,46,0,0,0,42,23,0,66,14,4,0,21,0,0,0,21,7,0,28,12,0,0,13,0,0,0,13,0,0,11,12,5,0,19,0,0,0,19,3,0,21,11,3,0,15,0,0,0,15,0,0,17,20,24,3,44,0,3,0,44,11,0,60,0,0
POA3129,5,0,0,5,4,3,6,12,32,0,44,0,0,0,0,0,0,0,3,6,0,11,0,0,0,3,0,3,0,7,16,0,22,0,6,0,6,0,3,3,9,8,0,20,3,6,0,15,3,0,3,15,17,0,31,4,13,4,18,5,0,3,26,15,0,40,4,25,0,28,0,0,0,28,17,0,49,12,19,0,31,0,0,4,37,29,0,69,24,18,0,42,0,0,0,43,38,0,82,20,12,6,39,0,0,0,36,21,0,58,20,12,0,29,0,0,0,29,12,0,42,11,16,0,31,0,0,0,33,10,0,44,28,17,3,46,0,0,0,53,11,0,66,9,5,0,15,0,0,0,15,11,0,20,3,0,0,3,0,0,0,3,0,0,4,11,5,0,11,0,0,0,11,3,0,13,4,4,0,11,0,0,0,11,9,0,20,28,12,0,41,0,0,0,41,23,0,67,0,0
POA3130,0,3,0,0,4,0,3,4,39,0,45,3,5,0,4,0,0,0,5,12,0,16,0,11,0,10,3,3,6,15,15,0,31,0,3,3,11,0,0,0,9,13,0,26,3,8,0,12,3,0,7,18,20,0,38,3,17,0,21,0,3,7,26,33,0,59,20,34,0,59,0,0,0,55,47,0,107,25,33,3,52,0,0,3,61,45,0,109,34,51,0,79,0,0,0,83,58,0,135,38,34,0,75,0,0,0,73,26,0,107,33,15,5,54,0,0,0,52,27,0,76,27,12,0,41,0,0,0,39,21,0,59,55,13,0,75,3,0,3,74,25,0,105,27,7,0,32,0,0,0,32,19,0,57,14,0,0,16,0,0,0,20,0,0,19,16,5,0,27,0,0,0,27,0,0,26,20,4,0,20,0,0,0,20,0,0,19,38,20,0,64,0,0,0,66,45,3,113,5,0
POA3131,3,0,0,3,0,0,0,3,20,0,22,0,0,0,0,0,0,0,0,6,0,7,3,5,0,3,0,3,4,6,15,0,27,3,6,0,9,0,0,0,8,11,0,19,3,11,4,17,0,0,3,18,17,0,39,5,20,0,32,0,4,4,36,27,0,61,9,19,3,31,0,3,3,36,37,0,72,17,34,0,53,0,0,0,59,44,0,97,33,27,0,60,0,0,0,66,44,0,111,24,22,0,47,0,0,0,53,27,0,81,22,11,0,35,0,3,3,38,10,0,51,21,8,0,30,0,0,3,27,22,0,52,33,5,0,43,0,0,0,43,19,0,61,18,8,0,23,0,0,3,25,9,0,31,4,4,0,10,0,0,0,10,4,0,15,7,0,0,10,0,0,0,10,0,0,10,6,0,0,7,0,0,0,7,3,0,13,28,16,0,41,0,0,0,44,32,3,78,4,0
POA3132,0,0,0,0,0,0,0,0,17,0,12,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,6,9,0,9,0,8,0,10,0,0,0,10,7,0,16,0,4,0,11,0,0,0,6,11,0,21,4,9,0,10,0,0,0,13,14,0,26,5,7,0,15,0,0,0,15,20,0,40,15,14,0,36,0,0,3,39,21,0,53,21,19,0,38,0,0,3,44,29,0,69,17,16,0,36,0,0,0,39,20,0,59,21,8,0,32,0,4,4,37,17,0,51,22,12,0,32,0,0,0,32,6,0,38,35,6,0,41,0,0,0,42,15,0,56,9,3,0,17,0,0,0,17,8,0,20,7,0,0,9,0,0,0,9,4,0,16,9,0,0,11,0,0,0,11,0,0,9,9,0,0,11,0,0,0,11,0,0,14,19,16,3,37,0,0,0,39,19,0,59,0,0
POA3133,0,0,0,0,0,6,6,6,24,0,29,0,0,0,0,0,0,0,3,14,0,13,0,8,0,7,0,0,0,8,11,0,22,3,10,0,8,0,3,3,13,11,0,19,4,9,0,15,4,0,6,19,8,0,28,3,22,0,29,0,0,0,30,23,0,47,16,12,3,26,0,0,0,26,27,0,58,13,19,4,36,3,0,7,37,17,0,57,36,24,0,57,0,3,3,60,45,0,102,21,10,0,29,0,0,0,35,21,0,49,33,13,0,48,0,0,0,48,11,0,60,25,8,0,37,0,0,0,37,18,0,50,42,14,3,58,0,0,0,58,16,0,68,17,6,0,27,0,0,0,28,9,0,31,10,0,0,9,0,0,0,9,3,0,15,18,0,0,18,0,0,0,18,3,0,17,5,0,0,5,0,0,0,5,3,0,6,24,18,3,40,0,0,3,42,31,0,73,0,0
POA3134,3,0,0,3,3,3,4,8,27,0,35,0,0,0,3,0,0,0,3,5,0,7,0,7,0,7,0,6,9,13,26,0,35,0,6,0,7,3,5,4,17,17,0,35,0,12,0,13,6,8,14,28,27,0,57,3,29,0,34,3,0,3,36,32,0,69,16,37,3,61,3,4,5,61,43,3,109,30,33,3,68,0,0,0,73,51,0,118,57,41,3,98,0,0,0,99,44,0,143,40,34,0,75,0,4,8,76,30,0,111,46,21,3,69,0,0,0,69,25,0,94,34,17,0,54,3,0,3,57,11,0,67,53,9,3,65,0,0,0,65,18,0,83,25,12,3,42,0,0,0,42,8,0,47,12,3,0,16,0,0,0,16,0,0,18,20,0,3,18,0,0,0,18,0,0,18,16,0,0,20,0,0,0,20,3,0,23,44,29,4,78,3,0,3,84,31,0,115,5,3
POA3135,0,0,0,0,0,3,3,3,13,0,16,0,0,0,3,0,0,3,7,6,0,12,0,0,0,0,3,0,3,4,12,0,17,0,4,0,4,3,0,5,8,8,0,21,0,11,0,11,0,3,3,17,18,0,30,7,18,0,30,3,3,5,35,27,0,60,8,22,0,29,0,3,6,31,39,0,74,16,26,0,46,0,0,3,48,29,0,70,26,26,3,57,0,0,3,56,24,0,84,31,22,0,53,0,3,3,57,24,0,78,19,11,0,29,0,0,0,32,21,0,51,18,8,4,29,0,0,0,29,9,0,35,53,16,0,70,0,0,0,70,9,0,82,26,3,0,29,0,0,0,29,9,0,38,9,0,0,6,0,0,0,6,3,0,16,9,0,0,9,0,0,0,9,0,0,9,7,0,0,7,0,0,0,7,3,0,6,43,17,3,58,0,3,5,66,35,0,99,0,4
POA3136,0,3,0,3,7,3,5,11,23,0,31,0,0,0,3,0,0,0,3,4,0,8,4,8,0,13,3,5,11,23,25,0,45,3,11,0,17,0,3,3,21,42,0,55,0,29,4,36,4,9,11,46,53,0,99,12,52,6,75,7,8,13,91,81,0,174,22,67,3,87,0,5,5,97,68,0,170,53,87,0,138,4,0,3,143,88,0,236,80,62,8,149,0,0,0,148,62,0,209,88,56,4,150,3,3,8,153,32,4,190,80,29,6,115,0,0,0,115,20,0,137,74,21,0,96,0,0,0,96,17,0,112,94,40,3,131,0,0,3,132,23,0,155,47,11,3,59,0,0,0,59,7,0,70,19,3,0,23,0,0,0,23,3,0,26,9,3,0,13,0,0,0,13,0,0,13,21,0,0,20,0,0,0,24,3,0,28,101,45,9,150,4,3,6,159,43,3,202,5,3
POA3137,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,4,0,0,3,0,7,0,7,0,0,0,3,10,0,16,0,6,0,6,0,0,0,6,7,0,12,0,16,3,21,0,3,3,26,21,0,45,3,15,7,22,3,0,3,30,28,0,60,0,22,0,25,0,0,0,24,30,0,55,22,19,0,42,0,0,0,46,27,0,72,18,17,3,36,0,3,3,41,35,0,71,22,20,0,40,0,0,0,43,9,0,52,26,6,0,35,0,0,0,34,3,0,43,23,6,0,30,0,0,0,31,6,0,36,33,6,0,42,0,0,0,42,8,0,51,18,0,0,22,0,0,0,22,0,0,22,10,0,0,10,0,0,0,10,0,0,10,0,3,0,3,0,0,0,3,0,0,3,4,0,0,3,0,0,0,3,0,0,3,19,13,0,35,0,0,0,35,19,0,59,6,0
POA3138,0,0,0,3,0,0,0,3,9,0,15,0,0,0,3,0,0,0,0,0,0,0,3,11,4,17,3,3,3,18,11,0,33,0,3,0,5,0,0,0,5,19,0,21,0,17,0,18,0,5,3,20,14,0,36,6,35,0,48,4,0,9,51,38,0,90,8,37,0,48,3,3,6,53,26,0,78,47,36,7,88,0,3,3,88,40,0,130,38,33,0,74,0,0,0,80,45,0,124,43,21,3,70,0,3,3,66,29,0,95,38,16,0,57,0,0,0,57,22,0,78,33,9,5,47,0,0,0,47,8,0,56,48,13,3,59,0,0,3,62,7,0,69,19,8,0,30,0,0,0,30,3,0,33,3,0,0,4,0,0,0,4,5,0,7,0,0,0,6,0,0,0,6,0,0,6,5,4,0,5,0,0,0,5,7,0,12,43,22,3,69,0,0,0,70,32,0,108,0,3
POA3139,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,0,3,3,6,6,0,16,0,0,0,0,0,0,0,0,8,0,12,0,8,0,11,0,3,3,13,19,0,28,6,33,4,37,0,3,3,38,19,0,60,5,23,0,29,0,0,0,29,15,0,49,20,30,3,52,0,3,4,52,11,0,68,18,22,0,36,0,0,0,40,14,0,56,18,9,3,26,0,0,0,24,11,0,39,21,7,3,30,0,0,0,32,8,0,39,18,10,0,28,0,0,0,28,4,0,35,25,7,0,32,0,0,0,32,3,0,36,3,3,0,8,0,0,0,8,0,0,8,3,0,0,3,0,0,0,3,0,0,3,0,0,0,3,0,0,0,3,0,0,3,5,0,0,4,0,0,0,4,0,0,5,23,17,0,42,3,0,3,43,16,3,62,0,3
POA3140,0,0,0,0,0,0,4,4,13,0,12,0,0,0,0,0,0,0,3,3,0,6,0,4,0,4,0,3,3,4,11,0,17,0,11,0,7,0,0,0,14,8,0,24,0,16,0,16,0,0,5,18,11,0,31,8,26,4,37,4,0,8,41,30,0,76,11,33,0,48,0,3,5,52,25,0,71,21,23,3,40,3,0,4,42,23,0,69,38,29,0,66,0,0,0,67,18,0,88,33,22,0,55,0,0,0,51,17,0,72,29,9,0,45,0,0,0,45,8,0,55,23,8,3,39,0,0,0,39,6,0,40,33,10,3,47,0,0,0,47,10,0,58,11,0,0,16,0,0,0,16,6,0,18,3,0,0,7,0,0,0,9,0,0,9,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,3,0,0,3,33,18,0,53,0,0,0,55,13,3,71,5,6
POA3141,0,0,0,0,0,0,0,3,23,0,26,0,3,0,3,0,0,3,3,11,0,15,0,0,0,3,0,0,7,5,21,0,29,0,4,0,4,0,0,3,4,17,0,19,3,7,0,6,0,0,0,7,18,0,31,0,4,0,4,6,0,7,12,13,0,23,3,7,3,14,0,0,4,18,22,0,38,12,11,0,16,0,0,0,16,15,0,34,11,12,0,27,0,0,0,27,20,0,49,20,10,0,33,0,0,0,36,14,0,46,12,8,0,18,0,0,0,18,9,0,28,6,3,0,7,0,0,0,9,7,0,15,26,5,0,31,0,0,0,31,11,0,42,3,0,0,3,0,0,0,3,3,0,9,5,0,3,7,0,0,0,7,0,0,9,39,3,0,42,0,0,0,41,3,0,48,19,9,0,22,0,0,0,22,5,0,31,18,8,0,27,0,0,3,31,23,0,56,0,0
POA3142,0,0,0,0,0,0,3,0,15,0,18,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,0,0,0,8,3,0,11,0,0,0,3,0,0,0,3,7,0,7,3,3,0,8,0,0,3,6,8,0,13,0,3,0,6,0,0,0,8,9,0,14,6,11,0,18,0,0,0,13,9,0,23,8,10,0,18,0,0,0,18,8,0,25,8,3,0,8,0,0,0,8,10,0,23,4,3,0,14,0,0,0,14,4,0,19,4,4,0,13,0,0,0,13,5,0,12,14,3,0,15,0,0,4,17,4,0,26,11,7,0,16,0,0,0,16,14,0,35,6,9,0,11,0,0,0,11,3,0,16,4,4,0,6,0,0,0,6,3,0,12,16,3,0,23,0,0,0,20,3,0,26,21,6,0,24,0,0,0,24,8,0,33,12,17,0,32,0,0,0,32,18,0,47,0,3
POA3143,3,0,0,3,0,3,3,3,3,0,8,0,0,0,0,0,0,0,0,6,0,6,0,0,0,3,0,0,0,3,3,0,6,0,0,0,0,0,0,0,3,3,0,8,0,3,0,3,0,0,0,3,9,0,5,0,3,0,3,0,0,0,3,8,0,9,0,10,0,11,0,0,0,11,3,0,13,7,11,0,16,0,0,0,16,4,0,20,5,10,0,11,0,0,0,11,13,0,25,8,5,0,10,0,0,0,15,13,0,24,6,0,0,11,0,0,0,11,3,0,17,8,0,0,10,0,0,0,10,4,0,9,18,8,0,26,0,0,0,26,5,0,33,6,0,0,4,0,0,0,4,0,0,7,6,0,0,6,0,0,0,6,0,0,6,7,0,0,5,0,0,0,5,3,0,13,7,0,0,9,0,0,0,9,5,0,10,10,4,0,12,0,0,0,12,9,0,24,0,0
