POA_CODE_2016,M_AgriForestFish_PD,M_AgriForestFish_GD_GC,M_AgriForestFish_BD,M_AgriForestFish_AdD_D,M_AgriForestFish_Cert,M_AgriForestFish_ID_NS,M_AgriForestFish_ToT,M_Min_PD,M_Min_GD_GC,M_Min_BD,M_Min_AdD_D,M_Min_Cert,M_Min_ID_NS,M_Min_ToT,M_Mnfg_PD,M_Mnfg_GD_GC,M_Mnfg_BD,M_Mnfg_AdD_D,M_Mnfg_Cert,M_Mnfg_ID_NS,M_Mnfg_ToT,M_EGW_WS_PD,M_EGW_WS_GD_GC,M_EGW_WS_BD,M_EGW_WS_AdD_D,M_EGW_WS_Cert,M_EGW_WS_ID_NS,M_EGW_WS_ToT,M_Cnstn_PD,M_Cnstn_GD_GC,M_Cnstn_BD,M_Cnstn_AdD_D,M_Cnstn_Cert,M_Cnstn_ID_NS,M_Cnstn_ToT,M_WTrade_PD,M_WTrade_GD_GC,M_WTrade_BD,M_WTrade_AdD_D,M_WTrade_Cert,M_WTrade_ID_NS,M_WTrade_ToT,M_RTrade_PD,M_RTrade_GD_GC,M_RTrade_BD,M_RTrade_AdD_D,M_RTrade_Cert,M_RTrade_ID_NS,M_RTrade_ToT,M_AccomFoodS_PD,M_AccomFoodS_GD_GC,M_AccomFoodS_BD,M_AccomFoodS_AdD_D,M_AccomFoodS_Cert,M_AccomFoodS_ID_NS,M_AccomFoodS_ToT,M_TransPostWhse_PD,M_TransPostWhse_GD_GC,M_TransPostWhse_BD,M_TransPostWhse_AdD_D,M_TransPostWhse_Cert,M_TransPostWhse_ID_NS,M_TransPostWhse_ToT,M_InfoMedTelecom_PD,M_InfoMedTelecom_GD_GC,M_InfoMedTelecom_BD,M_InfoMedTelecom_AdD_D,M_InfoMedTelecom_Cert,M_InfoMedTelecom_ID_NS,M_InfoMedTelecom_ToT,M_FinInsurS_PD,M_FinInsurS_GD_GC,M_FinInsurS_BD,M_FinInsurS_AdD_D,M_FinInsurS_Cert,M_FinInsurS_ID_NS,M_FinInsurS_ToT,M_RentHirREserv_PD,M_RentHirREserv_GD_GC,M_RentHirREserv_BD,M_RentHirREserv_AdD_D,M_RentHirREserv_Cert,M_RentHirREserv_ID_NS,M_RentHirREserv_ToT,M_ProScieTechServ_PD,M_ProScieTechServ_GD_GC,M_ProScieTechServ_BD,M_ProScieTechServ_AdD_D,M_ProScieTechServ_Cert,M_ProScieTechServ_ID_NS,M_ProScieTechServ_ToT,M_AdminSupServ_PD,M_AdminSupServ_GD_GC,M_AdminSupServ_BD,M_AdminSupServ_AdD_D,M_AdminSupServ_Cert,M_AdminSupServ_ID_NS,M_AdminSupServ_ToT,M_PubAdmiSafety_PD,M_PubAdmiSafety_GD_GC,M_PubAdmiSafety_BD,M_PubAdmiSafety_AdD_D,M_PubAdmiSafety_Cert,M_PubAdmiSafety_ID_NS,M_PubAdmiSafety_ToT,M_EducTrain_PD,M_EducTrain_GD_GC,M_EducTrain_BD,M_EducTrain_AdD_D,M_EducTrain_Cert,M_EducTrain_ID_NS,M_EducTrain_ToT,M_HealthCareSocA_PD,M_HealthCareSocA_GD_GC,M_HealthCareSocA_BD,M_HealthCareSocA_AdD_D,M_HealthCareSocA_Cert,M_HealthCareSocA_ID_NS,M_HealthCareSocA_ToT,M_ArtRecServ_PD,M_ArtRecServ_GD_GC,M_ArtRecServ_BD,M_ArtRecServ_AdD_D,M_ArtRecServ_Cert,M_ArtRecServ_ID_NS,M_ArtRecServ_ToT,M_OthServ_PD,M_OthServ_GD_GC,M_OthServ_BD,M_OthServ_AdD_D,M_OthServ_Cert,M_OthServ_ID_NS,M_OthServ_ToT,M_ID_NS_PD,M_ID_NS_GD_GC,M_ID_NS_BD,M_ID_NS_AdD_D,M_ID_NS_Cert,M_ID_NS_ID_NS,M_ID_NS_ToT,M_ToT_PD,M_ToT_GD_GC,M_ToT_BD,M_ToT_AdD_D,M_ToT_Cert,M_ToT_ID_NS,M_ToT_ToT,F_AgriForestFish_PD,F_AgriForestFish_GD_GC,F_AgriForestFish_BD,F_AgriForestFish_AdD_D,F_AgriForestFish_Cert,F_AgriForestFish_ID_NS,F_AgriForestFish_ToT,F_Min_PD,F_Min_GD_GC,F_Min_BD,F_Min_AdD_D,F_Min_Cert,F_Min_ID_NS,F_Min_ToT,F_Mnfg_PD,F_Mnfg_GD_GC,F_Mnfg_BD,F_Mnfg_AdD_D,F_Mnfg_Cert,F_Mnfg_ID_NS,F_Mnfg_ToT,F_EGW_WS_PD,F_EGW_WS_GD_GC,F_EGW_WS_BD,F_EGW_WS_AdD_D,F_EGW_WS_Cert,F_EGW_WS_ID_NS,F_EGW_WS_ToT,F_Cnstn_PD,F_Cnstn_GD_GC,F_Cnstn_BD,F_Cnstn_AdD_D,F_Cnstn_Cert,F_Cnstn_ID_NS,F_Cnstn_ToT,F_WTrade_PD,F_WTrade_GD_GC,F_WTrade_BD,F_WTrade_AdD_D,F_WTrade_Cert,F_WTrade_ID_NS,F_WTrade_ToT,F_RTrade_PD,F_RTrade_GD_GC,F_RTrade_BD,F_RTrade_AdD_D,F_RTrade_Cert,F_RTrade_ID_NS,F_RTrade_ToT,F_AccomFoodS_PD,F_AccomFoodS_GD_GC,F_AccomFoodS_BD,F_AccomFoodS_AdD_D
POA3151,0,0,0,0,0,0,3,0,0,0,0,0,0,4,13,8,50,23,42,4,130,4,0,11,8,5,0,27,10,0,40,16,82,3,160,12,0,44,10,9,0,72,15,3,53,17,28,8,128,9,3,37,32,18,3,100,5,0,41,14,15,3,73,12,0,26,6,9,0,51,26,6,52,8,9,3,100,4,0,15,8,0,0,28,59,7,114,22,19,3,231,12,3,24,13,13,0,70,15,3,27,19,10,0,73,39,10,45,16,12,6,119,30,8,41,26,17,7,127,3,3,5,3,8,0,26,13,0,14,15,47,4,93,7,0,31,13,29,6,89,299,58,661,257,368,47,1692,0,0,0,0,0,0,0,0,0,3,0,0,0,3,17,0,26,11,4,0,56,8,0,8,0,0,0,15,3,0,8,11,3,0,27,13,0,20,7,4,3,50,14,5,57,30,25,4,135,7,3,39,13
POA3152,0,0,5,3,4,3,18,4,0,16,4,6,0,28,65,11,172,92,267,18,627,15,3,27,13,26,0,86,19,6,99,70,516,12,733,50,15,112,42,83,15,316,55,7,167,74,152,28,478,15,0,60,66,56,10,208,25,10,101,48,74,13,269,42,5,84,33,27,3,211,58,12,153,56,34,9,320,18,4,38,15,34,3,103,148,30,363,83,60,14,696,9,9,57,28,52,0,158,44,22,91,60,73,7,301,99,36,125,37,31,8,327,58,20,185,47,52,11,376,8,3,30,20,28,0,87,26,3,44,29,141,6,255,28,9,87,45,95,20,280,775,198,2010,882,1825,174,5864,0,0,4,0,0,0,9,0,0,0,3,0,0,3,25,3,85,46,56,5,226,6,3,10,7,8,0,26,6,0,35,32,20,0,93,26,3,84,46,27,5,193,35,14,183,96,118,24,467,18,5,46,39
POA3153,0,0,6,6,6,0,13,0,0,0,0,3,0,4,28,12,87,69,279,16,488,6,0,6,8,30,0,52,9,5,46,57,545,28,676,9,6,49,26,72,6,167,16,3,73,50,118,11,264,5,3,21,32,37,6,105,5,0,33,30,92,10,180,11,0,30,23,31,5,98,24,5,51,28,13,3,134,9,0,11,12,21,0,47,39,13,144,40,43,10,294,8,3,27,24,42,3,117,14,6,56,47,55,3,184,30,27,71,20,16,9,169,16,8,62,23,40,10,166,3,0,13,20,21,6,65,9,5,16,27,115,0,177,7,7,35,26,94,26,196,260,107,837,571,1670,152,3598,0,0,3,8,3,0,8,0,0,0,0,3,0,3,7,8,29,40,52,9,149,0,0,10,0,8,0,24,0,3,15,22,23,5,76,10,3,40,32,30,3,116,28,8,69,82,89,10,284,0,0,30,24
POA3154,0,0,0,0,4,0,5,0,0,0,0,0,0,0,3,3,16,11,58,3,97,0,0,0,3,6,0,16,3,0,11,15,182,5,216,0,0,3,13,10,0,27,0,0,8,10,19,0,35,0,0,3,3,3,3,10,0,0,4,3,21,0,31,3,0,3,3,3,0,16,3,0,10,5,3,0,21,0,0,0,0,3,0,8,6,3,26,13,12,3,62,3,0,3,6,6,3,18,3,3,6,8,15,0,38,6,7,17,3,12,0,43,3,5,17,3,9,0,37,0,0,5,3,5,0,20,0,0,0,3,35,0,39,0,0,3,5,25,9,57,33,26,140,113,432,34,779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,12,14,0,39,0,0,3,0,0,0,9,0,0,3,7,12,0,19,0,0,4,9,12,3,26,0,3,20,18,19,5,61,0,0,5,7
POA3155,0,0,7,0,17,0,24,0,0,3,0,6,0,8,19,6,97,59,292,10,486,3,0,13,7,25,0,54,4,5,46,59,611,15,738,12,0,51,27,76,3,171,16,0,43,58,123,17,263,4,0,27,28,53,0,116,14,3,42,14,89,4,168,10,3,28,17,30,5,91,9,0,50,15,20,4,108,3,3,13,7,19,0,49,52,10,147,60,50,17,330,8,0,26,23,58,10,118,12,13,45,57,67,11,199,35,33,71,21,34,14,208,28,6,50,40,51,3,182,0,0,20,21,26,3,66,8,3,18,31,130,8,202,12,0,29,31,119,28,221,256,87,816,580,1899,152,3803,0,0,0,0,0,0,8,0,0,5,0,0,0,4,9,3,54,33,62,6,177,0,0,8,9,4,0,17,3,3,14,26,28,3,73,11,0,27,24,33,3,97,14,3,79,80,120,14,307,3,0,23,26
POA3156,0,0,8,6,11,0,26,0,0,3,3,7,0,13,45,13,184,119,490,28,884,5,0,21,21,45,3,94,23,4,98,94,1211,24,1458,18,10,86,49,141,9,319,28,3,130,113,239,18,531,3,0,27,25,71,8,132,8,5,49,52,158,15,283,15,3,59,28,38,3,146,29,8,98,57,36,3,232,6,0,31,14,33,3,84,89,17,275,120,85,14,598,10,8,38,32,98,6,191,21,13,75,97,107,11,328,84,50,125,42,46,7,348,44,19,100,62,65,8,294,9,0,29,27,23,5,90,6,4,38,26,263,11,353,15,3,60,60,179,37,349,439,168,1519,1059,3351,217,6760,0,0,0,3,5,0,11,0,0,0,0,0,0,3,15,8,98,52,88,19,280,0,0,19,9,3,3,44,9,3,31,45,54,7,156,18,5,77,50,67,13,226,19,6,143,141,186,32,520,7,3,50,50
POA3158,0,0,0,3,5,0,12,0,0,0,0,0,0,0,7,0,22,23,87,0,142,0,3,6,6,4,0,14,0,0,12,12,219,7,257,0,3,19,18,29,0,59,0,0,20,8,34,3,71,0,0,7,6,11,0,20,4,0,6,3,28,0,40,3,3,13,8,3,3,29,3,4,12,8,3,0,34,0,0,6,9,10,3,25,20,7,56,29,27,0,138,0,0,4,8,20,0,32,4,7,23,21,26,3,87,30,20,47,10,11,3,117,3,0,17,16,20,0,67,0,0,6,9,12,0,26,3,0,7,9,47,0,65,0,0,12,7,31,3,53,86,55,285,211,631,32,1303,0,0,0,3,0,0,4,0,0,0,0,0,0,3,4,0,16,14,15,4,50,0,0,3,0,0,0,7,0,0,5,8,3,0,14,3,0,18,14,8,3,41,3,0,22,22,41,7,88,4,0,10,11
POA3159,3,0,3,3,3,0,12,0,0,0,0,0,0,4,0,0,16,11,35,0,59,3,0,5,3,7,0,15,0,0,0,12,79,0,84,0,0,0,3,11,0,19,0,0,3,4,8,0,20,0,0,3,3,5,0,8,0,0,4,5,12,0,23,0,0,5,0,3,0,12,0,0,5,6,0,0,8,0,0,3,0,0,0,3,8,3,23,5,13,0,54,0,0,0,0,9,3,12,0,0,15,13,10,0,35,13,9,18,4,8,0,57,3,3,3,3,10,0,21,0,0,4,0,8,0,9,0,0,0,4,9,3,16,3,0,3,4,11,4,28,38,19,110,81,238,22,506,0,0,3,3,3,0,10,0,0,0,0,0,0,0,0,4,9,0,3,0,15,0,0,3,0,0,0,7,0,0,4,0,5,0,11,0,0,12,3,3,0,16,0,3,7,10,12,0,33,0,0,0,7
POA3160,0,3,4,4,4,0,22,0,0,0,0,0,0,0,14,7,38,31,110,3,200,3,0,3,3,18,0,23,3,0,17,25,283,13,334,0,4,17,13,21,0,59,3,3,27,17,53,6,108,0,0,5,13,26,3,44,0,0,12,18,31,3,64,3,4,21,11,13,0,58,5,0,13,13,13,0,42,0,0,3,0,7,3,11,21,11,85,32,29,8,183,0,0,11,14,25,3,55,6,11,15,17,30,4,95,45,25,68,21,15,0,173,13,6,29,27,23,0,102,0,0,8,6,6,0,21,5,3,9,10,63,4,86,8,0,13,16,37,14,83,134,71,399,284,810,56,1756,0,0,0,3,0,0,3,0,0,0,0,0,0,0,8,3,10,15,15,3,52,0,0,0,3,0,0,7,0,3,7,10,14,0,33,3,0,11,11,10,0,35,3,3,25,18,31,7,87,3,0,11,16
POA3161,0,0,4,3,0,0,11,3,0,3,0,0,0,9,37,6,75,17,22,3,162,6,0,9,7,3,0,24,12,3,71,23,100,0,198,14,3,76,10,14,9,127,31,5,131,38,47,7,260,14,6,50,28,43,6,152,5,3,43,12,12,4,84,14,5,64,14,8,3,111,48,16,134,21,10,3,229,22,0,46,19,12,4,107,140,26,399,41,18,26,648,12,3,42,13,13,3,85,18,3,49,9,15,0,106,75,23,94,8,12,8,222,109,17,194,19,12,16,366,11,9,25,8,17,3,70,10,3,25,6,28,3,78,24,3,74,19,18,9,150,622,135,1603,311,405,108,3191,3,0,0,0,0,0,9,0,0,0,0,0,0,3,12,4,55,6,5,4,86,5,6,10,3,7,0,30,6,6,13,17,3,0,43,14,3,42,12,6,4,79,19,10,93,41,30,14,206,11,0,38,19
POA3162,3,0,5,0,0,0,12,4,0,4,3,0,0,12,34,3,84,25,29,3,176,3,3,14,3,8,0,32,7,7,67,43,128,8,261,23,3,78,21,20,4,150,26,9,132,47,43,17,268,10,3,49,26,35,6,125,16,4,38,13,26,5,102,14,5,70,17,19,4,127,51,20,156,26,19,7,278,11,3,39,11,17,0,76,133,30,392,50,27,18,648,8,3,51,22,22,3,111,17,6,60,24,19,8,133,79,30,84,20,11,0,229,90,10,166,32,21,10,329,5,4,21,7,6,0,54,9,0,30,12,54,11,124,15,13,62,28,37,13,162,556,166,1607,427,531,123,3408,0,3,3,3,0,0,5,3,0,4,0,0,0,4,13,6,42,22,15,3,92,4,0,7,0,0,0,14,7,0,20,16,13,4,60,12,8,40,15,9,3,89,27,16,148,67,23,18,297,9,0,25,19
POA3163,3,3,5,0,0,0,16,4,0,11,0,0,0,24,84,12,171,53,112,9,441,18,8,39,21,15,0,98,29,9,114,67,310,17,545,50,6,114,34,31,7,242,83,15,254,90,87,16,543,45,4,131,117,89,17,412,36,9,102,44,56,15,267,83,13,116,28,25,0,266,119,33,249,49,37,7,490,15,7,55,27,23,0,133,336,66,675,89,47,31,1238,40,6,98,43,45,9,246,75,31,123,54,53,3,332,204,55,203,37,28,3,529,73,28,184,56,47,6,401,21,8,51,16,26,0,113,28,3,60,32,90,7,214,61,7,103,29,60,31,285,1398,318,2867,890,1172,182,6837,0,0,9,0,0,0,9,0,0,3,0,0,0,4,34,6,121,28,16,3,213,13,0,27,7,3,4,56,18,3,36,23,9,0,87,40,6,74,26,19,8,167,65,21,232,104,84,16,519,33,3,117,65
POA3165,3,0,3,4,3,0,9,3,0,4,0,4,0,16,37,7,128,61,158,12,395,14,0,24,6,9,0,54,15,3,97,83,450,24,670,30,11,113,47,51,0,248,27,3,128,53,112,16,344,8,5,33,60,62,3,174,17,10,66,33,58,19,204,30,8,69,17,35,10,166,50,31,161,60,19,5,333,13,4,33,19,18,0,91,120,25,404,94,44,21,708,10,7,65,31,38,4,162,30,8,89,37,51,3,227,100,30,117,31,28,6,309,66,25,119,46,36,9,287,12,0,39,24,24,3,104,7,4,39,26,125,4,199,22,6,51,32,66,23,205,611,190,1783,744,1410,173,4913,0,0,5,3,0,0,10,0,0,0,0,0,0,6,26,7,81,34,30,7,179,4,0,24,8,3,0,35,4,3,29,24,24,3,92,17,11,85,33,16,3,158,23,12,149,87,66,24,356,6,0,38,35
POA3166,3,0,6,3,0,0,12,0,0,3,0,0,0,9,45,10,128,51,142,16,391,19,5,35,6,9,5,80,10,5,75,54,328,13,491,29,8,60,23,40,5,167,48,8,131,44,88,16,325,23,4,75,64,74,3,244,29,10,57,35,54,16,197,28,3,55,28,13,0,129,61,17,139,32,10,5,269,8,3,29,8,13,4,68,159,24,357,72,36,21,666,19,0,63,30,38,9,162,36,18,95,37,21,4,210,123,47,138,20,18,5,355,53,18,118,31,44,3,281,9,4,33,11,15,0,73,13,3,28,26,90,10,166,27,3,78,26,45,25,198,755,193,1694,610,1082,150,4475,0,0,3,0,0,0,3,3,0,0,0,0,0,3,35,3,61,30,24,3,157,4,3,15,0,0,0,26,3,0,25,9,19,3,65,21,3,48,21,16,3,111,33,4,133,82,63,9,331,14,0,54,40
POA3167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,40,32,76,3,161,5,0,11,0,3,0,25,4,0,29,17,143,7,204,6,0,18,11,24,3,63,20,0,53,20,27,8,134,3,0,10,18,26,3,63,9,8,32,29,30,7,109,9,0,30,9,11,0,56,20,6,39,15,7,0,91,0,0,8,0,5,0,19,50,9,86,22,10,5,178,0,0,21,13,20,0,50,8,7,26,9,17,0,65,35,11,35,14,7,0,98,15,5,39,15,20,0,94,4,3,14,3,21,0,40,0,3,6,6,37,4,56,6,0,24,19,33,11,91,214,54,507,256,510,59,1599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,37,10,12,3,70,4,0,7,0,0,0,15,0,0,15,8,4,0,27,10,0,22,8,7,0,50,7,6,41,32,26,3,117,3,0,14,16
POA3168,0,0,3,0,0,0,5,0,0,0,0,0,0,3,58,7,119,45,70,13,310,8,0,8,5,6,0,27,16,4,59,29,83,5,195,37,5,53,23,21,0,136,80,0,91,32,46,0,256,27,8,90,66,56,5,251,26,7,63,45,24,12,180,27,3,47,15,8,0,100,46,9,59,11,6,3,132,14,0,21,5,10,0,52,164,22,172,22,15,9,397,20,3,58,29,15,7,136,22,10,41,22,12,6,106,217,13,135,12,3,4,377,44,8,113,34,27,7,237,3,0,16,7,7,0,38,9,0,34,23,43,3,112,34,3,62,30,18,21,181,853,102,1248,444,480,105,3244,4,0,0,0,0,0,7,0,0,3,0,0,0,3,24,0,59,20,13,3,116,4,0,7,0,3,0,21,5,0,11,6,4,0,33,30,0,44,15,8,0,97,41,3,83,50,31,8,219,19,0,72,45
POA3169,0,0,6,3,0,0,11,0,0,0,0,0,0,3,30,10,106,71,167,16,395,3,0,19,7,13,0,43,9,0,31,46,208,18,320,20,3,56,25,37,11,152,44,5,86,39,65,11,257,18,3,62,62,55,4,210,31,10,70,61,56,14,246,25,3,33,9,8,0,78,34,5,66,22,7,6,150,15,0,17,5,5,0,41,85,12,153,38,16,10,307,13,5,41,21,42,4,133,10,9,38,15,35,3,111,54,13,57,14,7,3,147,31,9,87,29,39,10,203,4,0,15,12,18,0,45,14,3,23,30,96,10,175,25,0,40,48,63,31,202,482,83,1003,558,952,152,3237,0,0,3,3,0,0,9,0,0,0,0,0,0,0,12,0,67,31,30,10,147,0,0,5,5,0,0,14,8,0,15,6,3,0,33,16,0,34,20,15,3,83,24,0,94,42,66,6,236,17,3,53,36
POA3170,0,0,0,0,0,0,4,3,0,3,0,0,0,3,40,4,107,64,172,13,394,4,0,25,3,10,0,44,16,0,57,42,218,15,351,28,5,68,22,40,9,167,14,3,97,46,73,7,242,4,0,38,44,35,14,140,18,3,65,37,59,17,197,16,3,49,25,15,3,99,40,8,101,31,24,10,213,9,0,22,9,18,0,62,110,13,198,51,40,4,419,17,3,33,21,42,0,116,25,9,61,32,31,3,157,65,29,53,21,17,3,187,30,11,93,31,27,14,211,8,0,19,7,18,0,55,16,0,27,13,94,3,150,16,0,55,28,63,16,185,464,91,1192,531,989,131,3395,0,0,0,0,0,0,3,0,0,0,0,0,0,0,23,3,72,23,33,10,162,4,0,12,0,0,0,13,3,4,21,18,17,5,70,10,3,42,17,20,3,101,8,7,118,67,58,10,273,10,0,26,32
POA3171,3,0,10,4,4,0,27,0,0,0,0,3,3,4,26,4,107,75,145,28,377,0,0,11,4,3,0,20,3,0,40,31,129,12,220,11,0,38,17,26,5,104,28,4,77,47,58,14,227,14,0,71,67,61,16,225,23,0,73,82,47,13,233,5,0,30,5,10,0,52,15,0,49,17,12,3,91,0,0,19,4,20,3,47,36,9,124,32,11,4,220,13,3,27,34,26,7,112,15,3,28,18,11,4,84,31,7,48,12,6,3,106,16,4,61,27,27,3,138,3,0,6,5,6,3,29,5,5,27,28,71,4,146,16,0,55,43,58,41,214,268,45,900,556,741,177,2693,0,3,8,4,7,3,28,0,0,0,0,0,0,5,8,0,43,22,44,12,133,0,0,9,0,0,0,11,6,0,6,6,4,3,22,0,0,18,8,13,0,51,22,5,104,55,26,9,221,16,0,57,45
POA3172,0,0,3,0,9,0,15,0,0,3,0,3,0,5,21,3,122,113,234,23,509,0,0,17,3,20,0,42,11,0,35,48,319,22,435,4,4,39,35,62,7,161,15,4,71,44,107,11,262,7,0,31,31,46,7,126,9,9,42,57,72,8,196,0,0,21,22,16,4,58,10,6,58,32,13,8,130,3,0,14,8,18,4,46,39,9,128,42,33,9,268,3,5,30,18,31,4,91,11,8,37,33,29,3,119,24,24,69,25,20,3,160,22,8,57,33,33,5,159,3,0,15,6,31,4,63,10,0,17,21,116,5,174,6,3,33,31,82,35,190,217,86,865,599,1281,159,3206,0,0,3,3,0,3,15,0,0,0,0,0,0,0,8,3,47,35,48,12,150,5,0,8,3,3,0,22,0,0,15,22,16,3,55,7,3,31,21,31,0,96,12,4,97,83,60,14,266,3,0,29,26
POA3173,5,0,7,7,11,0,20,0,0,3,0,4,0,14,38,9,169,113,270,28,634,8,0,12,8,27,0,55,15,3,56,62,240,14,381,37,7,58,35,50,7,186,35,7,113,50,90,12,303,5,0,37,36,57,9,148,14,0,66,63,84,19,238,21,0,44,19,15,8,105,25,7,115,46,23,9,211,3,0,21,6,16,0,45,64,14,187,62,31,17,366,11,3,29,18,42,3,112,11,7,33,39,30,3,129,37,21,64,16,14,4,157,40,11,108,25,40,7,236,0,0,20,5,17,3,46,11,4,27,27,113,5,187,14,3,52,41,105,35,247,394,98,1213,672,1272,167,3824,0,0,5,0,7,0,11,0,0,4,0,0,0,4,17,0,95,45,63,21,246,8,0,9,7,4,0,23,9,0,28,19,16,4,76,21,3,55,26,29,5,137,24,7,130,76,64,16,322,7,3,34,34
POA3174,0,0,13,6,10,3,34,0,0,4,3,6,0,16,47,13,184,162,338,47,786,15,0,21,8,21,0,61,7,0,47,62,352,36,508,22,3,78,36,72,13,225,53,4,139,92,147,19,453,12,0,89,105,107,14,321,40,5,115,144,138,32,482,17,3,40,21,14,0,103,36,3,97,31,16,6,189,13,3,20,11,14,9,64,92,13,173,48,37,14,376,25,0,67,59,57,7,214,30,10,64,51,52,4,212,76,20,94,29,27,10,263,41,14,116,83,85,15,350,3,0,20,12,20,4,64,12,3,47,75,141,6,280,36,0,63,69,154,64,396,568,107,1484,1126,1802,308,5394,0,0,3,5,3,3,11,0,0,0,0,0,0,0,24,11,81,58,93,17,288,5,0,14,4,4,3,26,3,0,17,23,21,0,66,11,8,57,20,23,4,119,27,4,133,79,79,26,343,16,0,61,82
POA3175,3,0,7,14,15,3,41,0,0,4,3,9,0,13,74,13,234,256,572,77,1233,6,0,18,16,27,0,73,16,0,83,98,612,53,860,25,3,79,59,100,27,291,50,11,135,126,153,31,506,18,0,91,97,93,16,318,43,8,117,133,173,27,504,31,3,45,20,36,3,133,31,3,77,40,17,8,167,3,0,12,17,29,3,66,81,14,212,65,49,11,439,18,3,71,62,79,13,246,29,8,64,61,63,15,239,42,23,89,45,29,10,237,42,12,165,93,105,16,432,4,0,13,12,29,4,65,23,3,49,71,213,21,372,34,8,93,105,232,123,580,580,109,1644,1400,2617,461,6815,0,0,7,3,6,0,14,0,0,3,0,0,0,3,25,0,93,86,77,24,311,3,0,7,10,8,3,29,11,4,28,19,18,3,79,11,5,45,29,38,9,126,29,7,138,113,119,28,438,16,4,54,86
POA3177,0,0,0,0,4,0,8,0,0,0,0,0,0,0,10,0,31,43,127,23,241,0,0,0,0,3,0,4,4,0,11,18,155,14,207,3,0,13,9,27,0,59,6,0,21,21,30,10,80,0,0,8,13,13,3,39,7,0,19,20,48,7,97,3,0,6,3,6,0,21,0,0,12,0,7,0,20,0,0,0,3,6,0,14,3,4,30,8,3,3,47,7,0,8,12,15,3,46,8,3,7,13,23,0,62,9,3,5,7,9,3,31,3,0,20,23,34,3,89,0,0,0,0,7,0,4,0,0,5,9,47,3,67,4,0,11,28,44,30,121,70,17,212,249,616,99,1268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13,17,11,7,54,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,7,8,3,3,25,5,3,21,18,32,5,83,3,0,10,15
POA3178,0,0,3,3,8,0,17,0,0,3,0,4,0,6,72,17,199,123,400,27,841,10,0,16,12,40,4,79,19,5,88,92,781,31,1018,30,14,117,75,97,11,349,36,9,149,103,210,26,530,20,3,47,39,67,3,181,25,9,70,52,105,14,276,24,6,51,38,29,7,160,40,12,119,74,35,14,286,4,0,32,15,32,0,79,110,25,294,110,70,12,619,8,3,38,34,63,8,158,32,20,67,78,96,10,288,97,30,121,30,27,3,316,51,23,148,42,49,8,314,8,3,20,21,32,0,84,10,10,41,29,226,9,327,34,3,65,49,138,35,313,633,175,1693,1025,2507,220,6247,0,0,4,3,8,0,21,0,0,3,0,0,0,4,22,6,121,64,70,14,295,3,0,15,10,16,0,42,4,0,33,34,38,8,118,23,3,85,56,50,9,229,28,15,164,138,160,28,540,10,5,57,42
POA3179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4,33,25,65,3,133,4,0,4,0,8,0,16,0,0,15,10,110,0,144,4,0,16,16,26,4,70,3,0,23,15,31,3,82,0,0,5,8,7,0,27,5,6,11,14,26,0,65,0,0,16,7,7,3,31,13,0,18,9,9,0,39,0,0,6,0,8,0,18,22,10,36,8,8,6,91,5,0,10,8,18,0,41,3,0,17,16,14,0,51,11,11,22,9,4,0,57,5,7,23,9,15,3,66,0,0,9,3,9,0,21,4,0,4,5,36,0,53,8,0,11,4,34,10,66,111,34,278,168,437,31,1064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,9,15,0,39,0,0,3,0,3,0,5,0,0,9,5,11,0,21,4,0,16,6,8,0,27,0,0,38,26,25,5,91,0,0,10,7
POA3180,0,0,0,0,6,0,9,0,0,0,0,0,0,3,13,3,49,29,85,3,175,0,0,8,3,8,0,21,3,5,15,17,163,3,206,13,0,17,11,30,3,72,3,3,38,20,31,4,99,0,0,6,10,15,0,39,3,0,10,17,17,3,51,4,0,11,6,6,0,34,11,8,25,9,9,0,55,3,0,3,5,5,0,16,29,4,66,22,17,0,141,3,3,12,6,13,3,37,3,0,23,16,17,3,64,25,6,37,3,14,0,91,3,3,31,5,9,0,53,0,0,9,6,4,0,20,3,4,12,12,36,0,65,4,0,14,8,28,8,68,129,45,386,201,523,39,1313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,13,14,4,58,0,0,0,0,0,0,7,0,0,12,6,3,0,30,0,0,19,20,10,0,57,0,0,26,20,32,5,87,0,0,15,9
