POA_CODE_2016,Separate_house_NofB_0_i_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Se_d_r_or_t_h_t_1_s_NofB_0_ib,Se_d_r_or_t_h_t_1_st_NofB_1,Se_d_r_or_t_h_t_1_st_NofB_2,Se_d_r_or_t_h_t_1_st_NofB_3,Se_d_r_or_t_h_t_1_st_NofB_4,Se_d_r_or_t_h_t_1_st_NofB_5,Se_d_r_or_t_h_t_1_st_NofB_6_m,Se_d_r_or_t_h_t_1_st_NofB_NS,Se_d_r_or_t_h_t_1_st_Total,Se_d_r_or_t_h_t_2_s_NofB_0_ib,Se_d_r_or_t_h_t_2_sts_NofB_1,Se_d_r_or_t_h_t_2_sts_NofB_2,Se_d_r_or_t_h_t_2_sts_NofB_3,Se_d_r_or_t_h_t_2_sts_NofB_4,Se_d_r_or_t_h_t_2_sts_NofB_5,Se_d_r_or_t_h_t_2_st_NofB_6_m,Se_d_r_or_t_h_t_2_sts_NofB_NS,Se_d_r_or_t_h_t_2_sts_Total,Se_d_r_or_t_h_t_Tot_NofB_0_ib,Se_d_r_or_t_h_t_Tot_NofB_1,Se_d_r_or_t_h_t_Tot_NofB_2,Se_d_r_or_t_h_t_Tot_NofB_3,Se_d_r_or_t_h_t_Tot_NofB_4,Se_d_r_or_t_h_t_Tot_NofB_5,Se_d_r_or_t_h_t_Tot_NofB_6_m,Se_d_r_or_t_h_t_Tot_NofB_NS,Se_d_r_or_t_h_t_Tot_Total,Flt_at_1_or2_st_bl_NofB_0_ib,Flt_at_In_1_or2_s_b_NofB_1,Flt_at_In_1_or2_s_b_NofB_2,Flt_at_In_1_or2_s_b_NofB_3,Flt_at_In_1_or2_s_b_NofB_4,Flt_at_In_1_or2_s_b_NofB_5,Flt_at_In_1_or2_s_b_NoB_6_m,Flt_at_In_1_or2_s_b_NoB_NS,Flt_at_In_1_or2_s_b_Total,Flt_apt_3_st_bl_NoB_0_ib,Flt_apt_In_3_st_bl_NofB_1,Flt_apt_In_3_st_bl_NofB_2,Flt_apt_In_3_st_bl_NofB_3,Flt_apt_In_3_st_bl_NofB_4,Flt_apt_In_3_st_bl_NofB_5,Flt_apt_In_3_s_bl_NofB_6_m,Flt_apt_In_3_st_bl_NofB_NS,Flt_apt_In_3_st_bl_Total,Flt_apt_4_or_m_s_b_NofB_0_ib,Flt_apt_4_or_m_s_b_NofB_1,Flt_apt_4_or_m_s_b_NofB_2,Flt_apt_4_or_m_s_b_NofB_3,Flt_apt_4_or_m_s_b_NofB_4,Flt_apt_4_or_m_s_b_NofB_5,Flt_apt_4_or_m_s_b_NofB_6_m,Flt_apt_4_or_m_s_b_NofB_NS,Flt_apt_4_or_m_s_b_Total,Flt_apt_At_to_a_h_NofB_0_ib,Flt_apt_At_to_a_hse_NofB_1,Flt_apt_At_to_a_hse_NofB_2,Flt_apt_At_to_a_hse_NofB_3,Flt_apt_At_to_a_hse_NofB_4,Flt_apt_At_to_a_hse_NofB_5,Flt_apt_At_to_a_hs_NofB_6_m,Flt_apt_At_to_a_hs_NofB_NS,Flt_apt_At_to_a_hse_Total,Flt_apart_Tot_NofB_0_i_b,Flt_apart_Tot_NofB_1,Flt_apart_Tot_NofB_2,Flt_apart_Tot_NofB_3,Flt_apart_Tot_NofB_4,Flt_apart_Tot_NofB_5,Flt_apart_Tot_NofB_6_or_m,Flt_apart_Tot_NofB_NS,Flt_apart_Tot_Total,Other_dwelling_NofB_0_i_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dweling_structu_NS_NofB_0_i_b,Dweling_structur_NS_NofB_1,Dweling_structur_NS_NofB_2,Dweling_structur_NS_NofB_3,Dweling_structur_NS_NofB_4,Dweling_structur_NS_NofB_5,Dwelig_struct_NS_NofB_6_or_m,Dweling_structur_NS_NofB_NS,Dweling_structur_NS_Total,Total_NofB_0_i_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total
POA3048,4,20,167,3173,720,96,23,157,4372,0,9,112,372,24,3,0,26,547,0,0,34,82,7,0,0,8,125,0,9,141,456,29,3,3,30,670,0,4,16,24,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,16,24,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,3,22,7,38,325,3669,748,101,28,195,5111
POA3049,4,12,68,1424,907,140,25,65,2654,0,0,91,101,0,0,0,3,203,0,7,45,138,17,0,0,9,222,0,7,137,239,20,0,3,12,425,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,32,37,12,4,0,0,10,79,0,0,0,3,4,0,0,0,11,4,52,245,1685,931,148,22,87,3172
POA3050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3051,0,13,104,158,56,18,6,10,369,0,77,285,174,36,5,0,17,599,6,38,350,432,121,24,10,24,998,7,112,634,607,161,37,7,33,1597,5,81,142,61,15,0,4,4,317,10,286,594,115,7,0,3,21,1042,96,915,1201,196,3,3,4,88,2507,0,0,0,0,0,0,0,0,3,113,1280,1937,380,28,3,13,110,3871,0,3,12,4,0,0,0,0,24,0,13,17,6,3,0,0,7,43,129,1426,2702,1155,252,53,27,165,5904
POA3052,0,0,11,38,35,4,13,3,100,0,6,46,44,22,3,0,4,134,6,26,97,150,137,71,4,11,508,6,36,144,194,158,74,5,16,637,4,43,115,59,3,0,0,11,238,0,70,206,12,0,0,0,3,299,0,189,435,59,0,0,0,9,689,0,0,0,0,0,0,0,0,0,7,308,758,132,0,0,0,20,1226,0,4,0,4,0,0,0,0,3,0,3,0,4,0,0,0,5,16,11,346,911,367,199,79,16,52,1985
POA3053,0,14,25,31,9,4,0,7,87,3,60,242,109,14,5,3,19,446,0,22,186,307,114,54,19,30,727,3,76,422,418,133,54,19,45,1181,7,61,97,54,13,0,9,9,250,61,207,298,93,4,4,3,20,692,482,2332,2258,410,32,0,11,193,5715,0,3,0,0,0,0,0,0,3,553,2600,2651,555,46,5,18,227,6658,0,6,10,8,4,0,0,3,31,0,11,23,5,9,0,0,4,49,559,2707,3135,1015,196,67,35,289,8006
POA3054,0,9,57,130,66,18,6,10,292,0,77,855,599,139,25,3,28,1728,0,10,133,289,95,23,6,14,580,0,87,991,891,234,45,10,50,2309,0,36,116,21,0,0,10,3,192,5,133,265,48,0,0,0,13,457,4,30,90,23,0,0,0,5,153,0,0,0,0,0,0,0,0,3,5,199,471,86,0,0,6,25,804,0,3,15,15,5,0,0,3,42,0,5,5,3,0,0,0,0,14,12,306,1533,1127,308,75,23,87,3460
POA3055,4,23,457,1206,516,79,20,54,2360,0,46,368,113,24,0,0,14,568,0,41,321,250,22,3,0,9,652,0,88,691,365,45,0,0,24,1215,22,741,991,82,4,0,6,55,1896,14,76,157,18,0,0,0,6,270,0,13,91,21,0,0,0,0,123,0,0,0,0,0,0,0,0,0,35,823,1245,119,3,0,6,58,2292,0,5,23,6,0,0,0,0,38,0,7,7,0,7,0,0,3,18,35,945,2419,1702,573,87,24,137,5923
POA3056,5,52,919,1835,672,108,19,100,3698,5,115,1035,409,58,10,4,39,1675,7,60,571,577,87,15,4,28,1350,14,175,1609,989,150,26,12,66,3034,12,349,467,63,6,0,0,26,920,23,260,391,24,3,0,0,18,719,62,580,824,84,4,5,3,44,1605,0,0,0,0,0,0,0,0,3,105,1184,1685,166,18,5,3,87,3253,4,19,27,18,10,3,3,0,86,0,6,12,9,3,0,0,5,46,122,1436,4254,3020,850,140,36,260,10121
POA3057,0,27,313,698,226,38,21,38,1359,3,76,390,135,21,0,3,17,640,4,22,323,497,63,7,5,19,936,6,102,710,629,81,8,10,30,1580,3,154,171,33,0,0,0,7,366,9,49,80,13,5,0,0,3,151,8,619,825,37,0,0,0,20,1513,0,0,0,0,0,0,0,0,0,24,819,1072,84,3,0,0,33,2037,0,6,17,14,0,0,0,5,43,0,4,7,4,0,0,0,4,20,27,965,2113,1428,313,41,25,108,5033
POA3058,6,79,1661,4432,1540,239,55,184,8189,6,131,763,311,31,7,13,41,1297,14,107,741,644,164,9,6,31,1720,13,236,1508,952,193,18,15,71,3017,21,82,210,33,5,0,0,13,352,0,24,109,7,0,0,0,5,149,4,259,235,10,0,0,0,3,516,0,0,0,3,0,0,0,0,3,25,366,553,48,6,0,3,17,1019,0,10,23,10,5,0,0,0,40,0,13,15,13,4,0,0,3,57,52,696,3761,5451,1746,261,73,285,12321
POA3059,3,0,48,1204,2466,410,82,62,4276,0,0,16,45,13,0,0,0,79,0,0,6,74,8,0,0,0,90,0,3,14,124,21,3,0,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,3,4,67,1331,2490,412,85,67,4458
POA3060,5,25,430,2568,577,105,25,114,3856,0,23,208,61,5,0,0,15,300,3,3,152,99,5,0,0,10,272,3,26,357,165,10,0,0,20,577,0,14,30,6,0,0,0,4,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,33,6,0,0,0,4,53,0,0,6,0,0,0,0,0,11,0,0,4,4,3,0,0,0,12,7,67,828,2746,594,105,25,139,4511
POA3061,0,11,39,955,211,33,8,50,1309,0,8,23,12,0,0,0,3,52,0,0,13,21,3,0,0,3,32,0,8,35,31,0,0,0,4,83,0,20,19,5,0,0,0,3,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,19,5,0,0,0,3,44,13,75,12,5,0,0,0,6,103,0,7,4,0,0,0,0,0,8,12,120,106,994,210,33,8,68,1552
POA3062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3063,0,4,9,48,86,15,3,3,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,48,86,15,3,3,165
POA3064,50,63,536,8795,7567,903,149,391,18454,4,19,331,677,226,8,0,32,1305,0,13,319,465,88,6,0,22,909,8,34,643,1141,312,11,4,57,2210,0,0,123,91,10,0,0,4,233,0,0,0,0,0,0,0,0,0,0,3,18,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,4,142,91,11,0,0,4,255,0,0,0,0,3,0,0,3,9,0,0,3,14,4,0,0,7,29,56,98,1326,10046,7894,916,150,465,20954
POA3065,3,35,234,185,86,15,5,14,584,0,40,241,125,18,0,0,11,438,0,47,260,298,99,26,3,12,748,5,88,500,417,121,26,4,23,1182,33,147,216,71,9,0,0,17,495,28,179,185,42,0,0,0,13,440,45,248,735,275,3,0,0,52,1362,0,0,0,0,0,0,0,0,0,106,582,1132,388,18,3,0,79,2302,0,3,14,8,0,0,0,0,23,0,13,11,3,0,0,0,4,28,116,720,1889,999,226,50,12,119,4129
POA3066,0,42,221,186,32,7,0,17,501,0,35,195,79,9,3,0,13,332,0,24,108,134,26,8,0,12,305,0,53,308,215,29,6,3,26,645,7,142,230,51,8,0,3,14,452,9,180,259,58,0,0,0,14,527,36,486,794,158,0,0,0,64,1541,0,3,0,0,0,0,0,0,3,54,816,1283,273,8,0,3,87,2528,0,10,9,19,8,0,0,0,46,0,3,9,3,0,0,0,3,13,58,918,1832,690,79,13,6,137,3729
POA3067,0,13,121,219,81,8,3,15,462,0,34,301,146,23,3,0,8,518,0,9,145,198,33,13,4,8,413,0,44,450,344,61,14,5,24,933,0,111,114,23,3,0,0,10,268,4,100,124,66,3,0,0,9,306,17,604,826,62,7,0,0,25,1545,0,0,0,0,0,0,0,0,0,25,812,1066,152,13,0,0,50,2120,0,3,3,12,0,0,0,0,22,3,6,4,3,0,0,0,0,24,27,880,1647,728,154,23,12,87,3562
POA3068,0,115,273,563,256,59,10,32,1314,0,107,1272,857,250,29,9,47,2571,3,30,336,669,198,33,7,43,1310,3,135,1609,1527,451,61,15,94,3885,16,284,431,131,34,0,5,40,936,17,278,362,108,6,0,0,36,809,7,168,271,50,3,0,0,14,507,0,0,0,0,0,0,0,0,0,30,737,1067,292,40,0,6,87,2259,0,3,12,11,4,0,0,0,33,0,5,8,9,0,0,0,3,35,36,1005,2972,2398,753,118,30,214,7523
POA3070,3,41,900,2347,929,178,30,91,4524,3,98,797,574,88,9,3,28,1592,13,237,457,421,89,7,0,16,1244,17,328,1253,996,175,18,3,45,2837,0,348,389,64,4,0,0,16,835,3,118,230,63,3,0,0,7,423,14,286,286,37,0,0,0,33,656,0,0,0,0,0,0,0,0,0,21,755,910,165,12,0,0,51,1909,0,16,40,12,5,0,0,0,72,0,8,10,7,3,0,0,0,29,41,1151,3113,3527,1124,200,37,194,9379
POA3071,6,31,890,2034,678,107,19,95,3870,0,66,442,184,23,0,0,11,728,3,167,374,254,34,3,3,9,846,3,229,815,438,57,4,4,21,1571,8,789,831,64,3,4,0,55,1756,8,66,48,9,0,0,0,6,136,0,10,31,0,0,0,0,0,46,0,0,0,0,0,0,0,0,3,8,867,915,74,3,4,0,64,1941,0,3,14,12,0,0,0,0,42,0,5,8,11,0,0,0,0,35,15,1140,2652,2573,741,117,22,191,7455
POA3072,9,86,1547,3915,1218,223,57,191,7256,4,181,1052,552,52,5,3,70,1929,3,58,445,504,58,0,0,32,1100,6,242,1496,1052,108,4,3,101,3027,14,178,207,26,5,4,0,17,462,40,113,116,11,0,0,0,6,293,19,249,702,26,3,0,0,19,1020,0,0,0,0,0,0,0,0,0,71,546,1029,73,10,4,0,45,1770,0,19,62,31,11,0,0,0,123,3,8,17,4,3,0,0,11,45,94,895,4155,5075,1345,238,64,349,12219
POA3073,21,200,2402,7026,2134,365,90,394,12633,6,579,2308,594,29,12,0,129,3653,6,113,864,623,42,7,3,49,1702,16,691,3172,1213,73,18,3,169,5359,3,167,426,62,9,0,0,30,700,0,58,34,3,0,0,0,0,100,0,0,9,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,231,470,65,9,0,0,32,808,3,4,35,15,0,0,0,3,62,0,3,21,17,5,0,0,3,51,46,1129,6098,8345,2226,385,95,596,18918
POA3074,23,46,277,4191,1120,131,36,186,6007,3,49,246,78,9,0,0,23,400,0,8,75,95,11,0,0,4,198,0,59,324,173,12,0,0,24,598,3,35,231,126,4,0,0,14,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,35,229,125,4,0,0,14,409,0,0,0,3,0,0,0,0,4,0,0,5,8,0,0,0,4,21,25,134,844,4500,1138,127,36,227,7037
POA3075,17,44,285,4312,1539,199,46,184,6616,0,10,90,88,4,3,0,11,207,0,3,80,78,7,0,0,4,171,4,12,169,169,10,3,0,12,377,4,49,261,128,3,0,0,9,453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,49,259,128,3,3,0,9,452,0,0,0,6,0,0,0,0,6,0,0,3,3,0,0,0,3,18,25,103,715,4619,1552,203,46,212,7469
POA3076,11,43,390,4142,2723,322,45,164,7846,3,29,480,583,182,4,3,22,1311,6,3,128,519,94,19,0,12,781,10,31,606,1102,275,22,3,41,2089,0,7,11,3,0,0,0,5,27,3,66,57,3,0,0,0,11,146,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,76,71,3,3,0,0,12,177,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,13,25,157,1070,5251,2997,349,45,220,10117
POA3078,0,14,356,1106,584,106,21,37,2233,0,42,185,128,21,4,0,13,383,0,71,206,230,41,7,0,14,571,0,104,396,359,60,8,0,22,952,5,481,420,52,4,0,5,30,998,0,46,71,9,0,0,0,0,131,0,28,45,7,0,0,0,0,83,0,0,0,0,0,0,0,0,0,5,554,534,75,6,0,5,30,1204,0,5,0,3,0,3,0,0,10,0,0,10,3,3,0,0,3,20,10,681,1295,1539,659,117,31,93,4422
POA3079,3,30,451,1647,1201,272,55,51,3703,0,64,331,107,8,0,0,10,528,0,4,150,312,39,10,0,0,524,0,73,483,418,51,8,0,16,1048,3,192,529,166,17,0,0,14,936,0,0,40,8,0,0,0,0,55,0,34,62,7,4,0,0,3,107,0,0,0,0,0,0,0,0,0,3,229,632,181,18,0,0,19,1096,0,0,5,8,0,0,0,0,13,0,0,3,11,3,0,0,5,28,13,329,1579,2261,1276,281,56,89,5886
POA3081,3,53,856,1515,399,92,14,115,3052,3,171,450,375,28,6,0,49,1096,3,10,163,264,35,6,4,14,495,5,185,612,642,62,14,3,66,1590,0,28,221,12,3,0,0,10,278,0,0,0,0,0,0,0,0,3,0,0,14,0,0,0,0,0,20,0,0,0,0,0,0,0,0,3,0,36,229,13,5,0,0,11,302,0,0,0,0,0,0,0,0,0,0,5,14,9,0,0,0,3,30,5,274,1720,2183,465,106,21,204,4979
POA3082,9,22,339,4528,2591,356,57,177,8075,0,8,213,578,211,18,0,23,1055,0,0,42,185,134,22,3,4,399,0,6,258,757,353,37,3,28,1448,0,0,19,23,0,0,0,0,45,0,0,28,17,0,0,0,0,46,0,3,24,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,11,70,34,0,0,0,0,120,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,3,8,36,671,5329,2942,400,63,207,9651
POA3083,13,36,299,4205,2597,544,136,175,7999,3,49,264,226,25,3,0,9,580,0,24,307,435,157,16,4,24,976,4,80,568,656,184,22,7,38,1557,0,48,296,85,17,3,0,15,456,6,119,187,17,0,0,0,14,345,25,137,87,9,38,0,0,6,295,0,0,0,0,0,0,0,0,0,31,299,571,112,56,3,0,33,1098,0,6,0,0,0,0,0,0,4,0,0,0,4,4,0,0,0,14,43,417,1440,4985,2845,565,145,241,10673
POA3084,0,28,632,3465,2202,437,68,126,6960,0,36,441,188,13,3,0,18,701,0,9,150,324,47,3,0,7,547,3,50,589,513,58,8,0,30,1251,0,102,459,135,14,0,4,13,730,0,23,121,6,0,0,0,6,154,0,69,107,3,0,0,0,8,194,0,0,0,0,0,0,0,0,0,3,190,682,149,14,0,3,26,1074,0,5,5,6,3,0,0,0,12,0,3,8,9,7,0,0,6,32,5,273,1921,4144,2286,444,72,184,9326
POA3085,0,10,346,2156,1167,169,24,61,3940,0,24,378,162,22,0,0,24,616,0,5,71,155,35,3,0,5,276,0,32,454,314,55,5,0,29,894,0,0,7,9,0,0,0,0,17,12,75,4,0,0,0,0,3,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,75,11,9,0,0,0,3,110,0,4,3,0,0,0,0,0,12,0,0,3,3,0,0,0,0,6,17,122,812,2484,1221,175,25,100,4959
POA3086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,0,0,4,0,3,0,0,9,18
POA3087,4,21,245,1902,712,111,20,43,3059,0,40,141,48,3,0,0,5,234,0,0,20,29,0,3,0,3,56,0,40,159,80,3,0,0,5,291,0,0,9,0,0,0,0,0,14,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,63,425,1989,713,111,22,49,3379
POA3088,6,25,563,4350,2647,441,65,106,8199,4,82,416,157,23,0,0,24,707,0,28,155,237,39,0,0,14,473,4,114,575,397,60,7,0,38,1188,0,7,115,33,0,0,0,9,170,0,0,13,0,0,0,0,0,13,0,15,8,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,16,141,39,0,0,0,9,206,0,0,0,3,3,0,0,0,4,0,0,3,5,0,0,0,0,17,13,158,1280,4793,2703,443,65,152,9608
POA3089,0,12,167,1547,1441,293,41,56,3560,7,4,63,31,8,0,0,3,115,0,0,5,70,9,0,0,0,88,7,4,68,102,16,0,0,6,205,0,0,0,8,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,8,9,23,233,1662,1464,293,41,59,3787
POA3090,0,4,14,138,360,112,27,7,667,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,3,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,14,142,367,112,32,7,678
POA3091,0,3,22,131,223,71,13,5,465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,20,127,225,73,13,7,471
POA3093,0,4,73,410,375,128,16,19,1027,0,11,137,34,0,0,0,5,189,0,0,36,59,3,0,0,0,101,0,12,176,91,3,0,0,5,294,0,21,36,11,0,0,0,3,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,36,11,0,0,0,3,72,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,45,287,512,381,128,16,26,1391
POA3094,0,20,324,1619,689,145,18,39,2855,0,26,211,101,4,0,0,3,346,0,0,21,70,7,0,0,0,100,0,27,228,173,11,0,0,6,442,0,0,10,11,0,0,0,0,20,0,3,8,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,11,0,0,0,3,25,0,3,7,0,0,0,0,0,7,0,0,0,0,4,0,0,0,11,0,56,571,1803,703,146,18,49,3344
POA3095,9,48,407,3556,3413,719,100,100,8349,0,37,87,57,3,0,0,7,196,0,0,74,113,19,4,0,3,210,0,42,157,170,17,4,0,12,403,0,18,157,188,18,0,0,3,386,0,3,13,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,169,188,18,0,0,3,402,0,0,0,3,3,0,0,0,7,0,0,3,5,7,0,0,0,14,9,113,735,3920,3463,726,101,112,9181
POA3096,0,3,30,240,234,42,19,8,573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,32,237,234,42,19,4,577
POA3097,0,5,45,117,166,56,15,8,422,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,46,123,166,56,15,8,430
POA3099,0,35,126,730,507,113,23,12,1553,0,22,0,0,0,0,0,0,28,0,0,3,3,0,0,0,0,4,0,25,3,0,0,0,0,0,33,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,7,0,61,139,738,513,108,23,11,1600
POA3101,0,28,413,1519,1685,564,145,72,4427,0,37,432,421,57,4,0,11,976,3,18,235,682,199,24,4,19,1187,3,61,666,1104,257,31,6,35,2158,4,105,728,158,20,0,0,26,1044,0,61,473,89,0,0,0,11,637,0,58,223,56,0,0,3,10,352,0,0,0,0,0,0,0,0,0,4,222,1429,303,21,3,5,47,2027,0,3,10,8,0,0,0,3,22,0,3,7,8,10,0,0,0,28,10,317,2518,2934,1973,606,154,156,8668
POA3102,0,5,166,664,513,139,19,23,1523,0,6,160,141,8,0,0,3,323,0,0,43,111,27,0,0,0,191,0,10,207,256,34,7,0,0,509,0,7,172,23,7,0,0,0,216,0,0,18,4,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,194,33,7,0,0,4,247,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,3,21,564,952,554,141,19,31,2288
POA3103,0,11,286,1127,1333,501,90,67,3408,0,51,570,365,9,0,0,20,1022,0,3,82,229,87,12,4,3,421,0,54,658,591,96,17,4,21,1439,0,42,323,23,0,0,0,10,401,0,26,84,15,0,0,0,3,130,0,46,53,13,0,0,0,6,119,0,0,0,0,0,0,0,0,0,0,118,460,56,0,0,0,20,653,0,4,6,7,3,0,0,0,16,0,3,3,5,0,0,0,0,14,3,193,1401,1785,1432,520,91,109,5532
POA3104,3,30,338,2148,2268,643,123,98,5653,0,6,229,190,14,0,0,7,445,0,4,39,274,97,6,0,7,419,0,5,263,466,111,7,0,12,864,0,5,54,10,3,0,0,3,72,0,8,25,3,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,75,15,3,0,0,3,111,0,0,10,6,3,0,0,0,19,0,4,0,3,3,3,0,3,13,6,48,697,2634,2383,652,124,120,6662
POA3105,5,4,155,1587,1118,192,41,70,3177,0,0,45,47,12,0,0,0,104,0,0,27,183,141,17,0,3,376,0,4,74,233,149,24,0,6,483,7,9,64,107,12,0,0,3,197,0,8,49,0,0,0,0,0,54,0,0,7,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,7,21,121,110,9,0,0,3,269,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,3,7,23,346,1927,1279,214,47,76,3935
