POA_CODE_2016,Pre_school_M,Pre_school_F,Pre_school_P,Infants_Primary_Government_M,Infants_Primary_Government_F,Infants_Primary_Government_P,Infants_Primary_Catholic_M,Infants_Primary_Catholic_F,Infants_Primary_Catholic_P,Infnts_Primry_Othr_Non_Govt_M,Infnts_Primry_Othr_Non_Govt_F,Infnts_Primry_Othr_Non_Govt_P,Infants_Primary_Tot_M,Infants_Primary_Tot_F,Infants_Primary_Tot_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_Non_Govt_M,Secondary_Other_Non_Govt_F,Secondary_Other_Non_Govt_P,Secondary_Tot_M,Secondary_Tot_F,Secondary_Tot_P,Tec_Furt_Educ_inst_Ft_15_24_M,Tec_Furt_Educ_inst_Ft_15_24_F,Tec_Furt_Educ_inst_Ft_15_24_P,Tec_Furt_Educ_inst_Ft_25_ov_M,Tec_Furt_Educ_inst_Ft_25_ov_F,Tec_Furt_Educ_inst_Ft_25_ov_P,Tec_Furt_Educ_inst_Pt_15_24_M,Tec_Furt_Educ_inst_Pt_15_24_F,Tec_Furt_Educ_inst_Pt_15_24_P,Tec_Furt_Educ_inst_Pt_25_ov_M,Tec_Furt_Educ_inst_Pt_25_ov_F,Tec_Furt_Educ_inst_Pt_25_ov_P,Tec_Furt_Educ_inst_F_Pt_ns_M,Tec_Furt_Educ_inst_F_Pt_ns_F,Tec_Furt_Educ_inst_F_Pt_ns_P,Tec_Furt_Educ_inst_Tot_M,Tec_Furt_Educ_inst_Tot_F,Tec_Furt_Educ_inst_Tot_P,Uni_othr_Tert_Inst_Ft_15_24_M,Uni_othr_Tert_Inst_Ft_15_24_F,Uni_othr_Tert_Inst_Ft_15_24_P,Uni_othr_Tert_Inst_Ft_25_ov_M,Uni_othr_Tert_Inst_Ft_25_ov_F,Uni_othr_Tert_Inst_Ft_25_ov_P,Uni_othr_Tert_Inst_Pt_15_24_M,Uni_othr_Tert_Inst_Pt_15_24_F,Uni_othr_Tert_Inst_Pt_15_24_P,Uni_othr_Tert_Inst_Pt_25_ov_M,Uni_othr_Tert_Inst_Pt_25_ov_F,Uni_othr_Tert_Inst_Pt_25_ov_P,Uni_othr_Tert_Inst_F_Pt_ns_M,Uni_othr_Tert_Inst_F_Pt_ns_F,Uni_othr_Tert_Inst_F_Pt_ns_P,Uni_other_Tert_Instit_Tot_M,Uni_other_Tert_Instit_Tot_F,Uni_other_Tert_Instit_Tot_P,Othr_typ_educ_inst_Ft_stud_M,Othr_typ_educ_inst_Ft_stud_F,Othr_typ_educ_inst_Ft_stud_P,Othr_typ_educ_inst_Pt_stud_M,Othr_typ_educ_inst_Pt_stud_F,Othr_typ_educ_inst_Pt_stud_P,Oth_typ_ed_instit_F_Pt_ns_M,Oth_typ_ed_instit_F_Pt_ns_F,Oth_typ_ed_instit_F_Pt_ns_P,Other_type_educ_instit_Tot_M,Other_type_educ_instit_Tot_F,Other_type_educ_instit_Tot_P,Type_educanl_institution_ns_M,Type_educanl_institution_ns_F,Type_educanl_institution_ns_P,Tot_M,Tot_F,Tot_P
POA3460,17,11,35,43,54,98,15,11,28,14,12,19,68,76,146,42,43,80,3,6,11,10,0,12,51,52,104,3,0,3,0,0,3,5,4,8,3,4,13,0,0,0,12,15,29,4,9,15,3,12,11,0,0,3,0,18,25,0,0,0,5,42,48,0,4,4,4,13,16,0,0,0,4,12,19,105,117,219,267,333,601
POA3461,35,39,70,116,111,229,27,28,51,23,16,35,163,158,317,90,66,161,7,10,18,12,12,19,111,89,199,3,3,10,4,0,7,8,0,9,14,13,27,0,0,0,31,21,49,11,10,21,4,11,15,5,3,5,8,37,46,0,0,0,27,59,86,0,0,0,4,8,11,0,0,0,4,14,16,194,177,372,560,558,1113
POA3462,6,11,16,44,33,75,0,0,0,11,3,13,48,41,92,27,21,50,0,0,0,8,16,23,31,42,74,3,0,3,0,0,0,0,0,0,4,3,9,0,0,0,3,10,14,3,3,10,3,4,3,0,3,3,0,6,3,0,0,0,5,13,21,5,0,5,4,7,6,0,0,0,3,7,6,58,54,111,166,170,341
POA3463,10,11,22,61,52,109,9,4,14,8,6,14,77,62,145,32,24,56,3,4,10,17,12,29,59,40,98,0,0,0,0,0,0,0,3,5,0,9,11,0,0,0,7,8,17,0,7,9,0,3,7,0,0,0,10,18,32,0,0,0,10,36,48,0,0,0,3,6,6,0,0,0,3,6,11,103,133,233,263,298,570
POA3464,8,16,22,60,38,96,3,3,4,0,0,0,65,37,102,23,19,47,5,13,19,14,15,25,45,41,89,0,0,0,0,3,3,3,3,3,3,3,6,0,0,0,3,9,19,4,3,8,0,3,3,0,0,0,0,0,0,0,0,0,4,9,10,0,3,3,0,3,7,0,0,0,0,8,9,28,35,66,155,163,322
POA3465,57,58,119,254,233,487,93,101,191,12,0,12,357,337,692,191,192,382,36,22,57,57,56,113,280,270,553,10,13,31,3,8,15,20,13,26,13,16,27,5,0,5,50,53,104,22,22,45,4,16,23,5,14,19,13,28,45,0,0,4,49,76,131,9,10,22,7,21,28,0,0,0,15,32,49,378,436,814,1193,1270,2461
POA3467,10,8,20,44,40,85,4,3,9,0,4,4,51,41,98,15,17,33,9,4,11,0,8,7,26,31,56,0,0,0,0,0,0,3,3,7,3,0,4,0,0,0,5,0,8,0,4,3,0,3,3,0,0,0,0,5,5,0,0,0,0,6,10,3,0,4,0,4,8,0,0,0,0,7,14,50,51,97,150,148,293
POA3468,0,3,3,10,3,9,0,0,0,0,0,0,10,3,9,7,5,14,0,0,0,0,3,6,10,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,3,3,0,0,0,0,3,3,11,7,17,32,28,62
POA3469,0,0,0,9,6,13,0,3,6,0,0,0,7,8,20,10,4,8,4,4,7,3,0,3,13,8,19,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,19,16,31,41,31,79
POA3472,9,7,17,44,41,83,0,3,7,3,3,5,43,46,94,22,20,39,4,3,9,3,3,9,32,29,58,0,0,0,0,0,0,5,0,5,0,3,3,0,0,0,5,4,5,0,3,3,0,0,0,0,3,3,0,3,6,0,0,0,0,4,12,0,4,3,5,3,6,0,0,0,5,8,12,87,61,146,181,161,345
POA3475,0,3,3,6,5,10,0,3,3,0,0,0,7,11,16,3,0,3,0,0,3,0,3,3,4,3,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,4,13,17,32,33,37,67
POA3477,3,8,7,18,20,34,5,4,13,0,0,0,21,30,51,29,23,46,3,0,3,0,4,9,34,28,57,0,0,0,0,0,0,4,0,4,0,5,5,0,0,0,6,6,10,0,3,4,0,3,3,0,0,0,0,5,8,0,0,0,3,13,18,0,0,0,0,0,0,0,0,0,0,0,0,32,29,57,97,105,202
POA3478,9,17,25,59,48,106,13,22,36,3,4,6,76,66,142,59,70,136,3,5,6,0,0,4,62,81,144,0,0,0,0,0,3,11,5,14,0,3,4,0,0,0,11,6,18,0,13,13,0,3,4,0,0,0,3,5,4,0,0,0,3,21,25,3,0,10,0,3,6,0,0,0,4,9,13,80,84,164,256,282,535
POA3480,15,6,19,63,46,113,24,19,43,0,0,0,88,63,154,74,55,136,0,0,0,0,0,0,77,61,134,0,0,0,0,0,0,3,0,4,0,3,3,0,0,0,3,3,3,3,3,8,0,0,0,0,0,0,3,9,10,0,0,0,8,15,22,0,0,0,0,0,0,0,0,0,0,0,4,115,110,230,310,263,572
POA3482,0,0,0,7,4,9,4,0,4,0,0,0,8,4,11,9,7,18,0,0,0,0,0,0,9,7,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,12,22,27,21,56
POA3483,0,5,7,36,36,74,0,0,0,0,0,0,36,36,74,34,34,76,0,0,0,0,0,0,34,41,71,0,0,0,0,0,0,4,0,4,3,0,5,0,0,0,9,0,5,3,0,4,0,0,0,0,0,0,4,11,16,0,0,0,3,14,24,0,0,0,0,0,0,0,0,0,0,0,0,42,45,89,133,147,276
POA3485,0,0,0,15,10,21,0,0,0,0,0,0,11,10,21,13,6,17,0,0,0,0,0,0,13,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,3,9,12,25,41,38,74
POA3487,0,0,4,3,3,5,3,7,7,0,0,0,8,11,17,0,4,5,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,13,12,17,36
POA3488,0,0,0,5,6,9,0,0,0,0,0,0,5,6,9,8,4,15,0,0,0,0,0,0,8,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,13,19,31
POA3489,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,7,0,6
POA3490,9,10,13,45,42,82,0,0,0,0,0,0,45,42,82,48,33,78,0,0,0,0,0,0,48,33,78,0,0,0,0,0,0,3,0,6,0,3,3,0,0,0,3,4,11,3,4,4,0,0,0,0,0,0,0,7,6,0,0,0,0,9,15,0,0,0,0,4,4,0,0,0,0,4,4,70,58,123,175,155,324
POA3491,0,4,4,7,10,14,0,0,0,0,0,0,7,10,14,8,7,11,0,0,0,0,0,0,8,7,11,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,4,3,12,17,23,43
POA3494,9,3,11,22,9,32,3,8,6,0,0,0,25,19,39,21,19,40,0,4,4,0,0,0,21,26,41,0,0,0,0,0,0,0,0,0,5,4,6,0,0,0,3,8,12,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,4,3,10,0,0,0,0,3,3,0,0,0,0,3,3,55,35,87,111,96,200
POA3496,50,43,94,197,212,412,46,31,81,12,22,38,257,265,524,176,173,348,13,23,41,16,9,32,202,208,415,10,8,13,0,6,6,16,13,26,19,34,53,0,3,3,42,63,108,9,25,33,7,4,9,3,7,13,5,25,33,0,0,0,25,63,88,0,5,7,3,9,15,0,0,0,10,16,23,354,335,690,942,996,1941
POA3498,55,44,106,220,180,399,21,25,38,12,9,23,250,212,464,162,146,307,50,52,102,7,8,14,220,205,426,5,13,24,3,3,9,12,12,26,16,17,29,0,0,0,41,49,93,18,29,44,6,12,16,0,7,8,10,13,22,0,0,0,31,64,94,3,3,9,5,9,18,0,0,4,9,17,28,214,207,417,827,793,1621
POA3500,314,268,585,934,860,1790,246,236,481,138,127,264,1312,1222,2535,716,704,1417,219,239,459,59,51,115,996,994,1993,76,66,142,37,63,99,88,81,168,125,139,264,3,3,10,330,355,689,73,164,234,33,93,123,21,38,55,69,152,217,0,5,4,189,452,637,45,51,88,41,99,140,3,4,9,91,150,234,1586,1654,3242,4825,5099,9918
POA3501,17,31,46,101,81,182,11,6,17,3,8,12,108,101,211,54,56,109,21,26,43,0,3,6,75,88,166,0,0,3,0,0,0,10,4,10,3,7,13,0,0,0,17,13,25,3,7,13,0,7,7,0,3,6,3,9,10,0,0,0,5,30,38,0,0,3,0,5,6,0,0,0,3,4,6,61,52,118,289,321,608
POA3505,48,30,77,162,125,285,52,58,107,8,9,19,224,189,416,113,125,234,32,39,74,0,10,9,147,176,320,7,7,19,3,3,5,6,4,13,6,13,21,0,0,0,24,34,62,6,17,29,4,8,13,0,3,3,6,17,21,0,0,0,15,46,58,0,3,8,5,13,19,0,0,0,7,16,26,234,209,441,696,705,1397
POA3506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,5,11
POA3507,4,0,4,12,9,18,0,0,0,0,0,0,12,9,18,0,3,5,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,11,5,12,23,18,43
POA3509,3,0,3,3,11,13,0,0,0,0,0,0,3,11,13,3,5,9,0,0,0,0,0,0,3,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,23,19,33,50
POA3512,0,3,5,22,11,32,0,0,0,0,0,0,22,11,32,14,14,22,0,0,0,0,0,0,14,14,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,12,15,29,47,51,97
POA3515,24,17,44,82,79,163,11,9,16,3,7,9,98,92,190,32,32,71,10,23,31,3,6,11,46,64,112,6,3,6,0,4,4,7,3,11,7,10,15,0,0,0,14,22,36,0,7,13,0,8,7,0,3,6,0,8,10,0,0,0,4,27,33,3,0,0,0,0,3,0,0,0,4,3,9,88,83,166,288,309,593
POA3516,5,7,6,20,20,45,4,8,12,0,0,0,31,25,60,14,17,26,13,4,14,4,7,15,32,32,59,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,5,4,8,12,0,0,0,0,0,0,0,0,0,0,0,0,4,10,13,0,0,0,0,0,0,0,0,0,0,0,0,33,24,57,102,106,205
POA3517,12,0,11,30,30,60,5,18,30,5,0,7,46,53,97,25,25,49,3,7,13,0,3,3,32,38,62,3,0,4,0,0,0,0,0,0,0,4,3,0,0,0,8,4,8,0,4,4,0,0,3,0,0,0,0,5,6,0,0,0,4,6,10,0,0,0,0,3,3,0,0,0,3,3,8,97,88,189,191,198,386
POA3518,7,3,7,26,33,63,0,0,0,0,0,0,28,33,67,41,50,88,0,0,0,0,0,0,37,50,87,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,5,8,3,0,7,0,7,7,0,0,0,0,3,3,0,0,0,8,11,18,3,0,9,0,0,3,0,0,0,3,3,6,107,86,193,196,197,389
POA3520,0,0,0,3,7,9,0,0,0,0,0,0,3,7,9,4,3,9,0,0,0,0,0,0,4,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,17,26,20,25,48
POA3521,7,13,15,23,14,42,7,8,10,0,0,0,26,20,53,11,9,19,7,20,25,0,0,3,20,26,52,0,0,3,0,0,0,6,3,4,3,0,3,0,0,0,10,7,12,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,3,0,0,0,0,0,3,22,33,57,97,106,197
POA3522,3,3,5,9,7,14,0,3,3,0,0,0,9,13,17,8,6,10,0,3,3,0,0,0,11,4,16,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,3,0,3,18,15,36,43,43,85
POA3523,22,13,33,54,47,108,38,61,103,9,3,13,106,119,220,45,44,90,7,7,15,8,9,10,57,58,118,4,3,9,5,3,7,5,4,12,12,5,18,0,0,0,21,19,42,3,12,17,0,0,0,0,3,3,6,14,15,0,0,0,7,30,37,3,4,8,0,8,15,0,0,0,5,9,16,209,208,417,432,459,892
POA3525,16,9,19,19,26,44,19,20,38,0,0,0,39,46,85,37,35,65,0,0,0,0,3,3,37,35,69,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,9,3,9,0,0,3,0,0,0,0,0,0,0,3,5,0,0,0,4,3,9,0,0,0,0,0,3,0,0,0,0,0,7,61,47,105,159,150,309
POA3527,0,3,3,22,37,59,0,0,0,0,0,0,22,37,59,17,21,43,0,0,0,0,0,0,17,21,43,0,0,0,0,4,3,0,0,3,0,0,0,0,0,0,3,8,7,3,0,3,0,0,0,0,0,0,0,5,5,0,0,0,3,10,12,0,3,3,0,5,5,0,0,0,0,4,4,37,51,87,84,132,215
POA3529,0,0,0,5,12,18,0,0,0,0,0,0,5,12,18,9,0,14,0,0,0,0,0,0,9,0,14,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,10,28,18,43
POA3530,0,0,0,11,5,12,0,0,0,0,0,0,11,3,13,3,0,4,0,0,3,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,4,17,26,13,34
POA3531,4,0,3,3,4,10,5,0,8,0,0,0,6,9,15,4,5,10,0,0,0,0,0,0,10,5,14,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,4,16,27,24,53
POA3533,4,0,4,20,13,34,15,15,24,0,0,0,34,26,59,25,22,45,0,0,0,3,0,3,30,22,46,0,0,0,0,0,0,0,0,0,3,4,10,0,0,0,3,11,12,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,4,6,12,0,0,0,0,0,0,0,0,0,0,0,0,50,54,97,124,110,235
POA3537,5,8,12,40,49,85,0,0,0,0,0,0,38,49,86,27,24,53,0,0,0,3,3,5,29,28,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,0,0,0,0,0,0,3,0,3,0,0,0,6,3,8,0,0,0,0,3,3,0,0,0,0,3,3,45,54,101,125,141,268
POA3540,0,0,0,6,5,13,0,0,3,3,0,3,11,8,16,0,13,9,0,0,0,0,3,3,0,13,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,15,18,31,29,38,69
POA3542,4,0,4,4,3,9,0,0,0,0,0,0,4,5,9,6,4,11,0,3,3,0,0,0,6,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,21,17,41
POA3544,0,3,3,4,5,13,0,0,7,0,0,3,7,12,21,10,7,10,7,0,7,0,0,0,12,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,3,0,0,0,3,4,10,0,0,0,0,0,0,0,0,0,0,0,0,16,19,33,42,34,80
POA3546,0,6,6,21,15,29,0,0,0,0,0,0,21,15,29,10,10,25,0,0,0,0,0,0,10,10,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,28,25,51,62,59,126
POA3549,45,30,76,71,81,153,68,77,149,0,0,0,140,160,298,94,82,181,14,10,26,3,0,3,115,90,206,0,4,4,3,3,5,6,4,12,8,23,24,0,0,0,15,26,50,3,7,12,0,3,3,4,3,7,0,7,6,0,0,0,9,19,26,4,7,13,3,11,11,0,0,0,7,18,21,303,277,575,630,619,1255
POA3550,286,250,540,982,877,1860,400,387,792,150,133,275,1535,1394,2927,764,726,1491,292,266,556,203,189,393,1260,1179,2440,93,104,199,66,77,141,104,71,169,94,132,224,3,0,4,356,384,744,563,898,1459,138,213,347,32,74,109,141,233,372,3,4,10,876,1424,2299,36,33,67,66,107,177,5,4,9,110,144,250,1481,1626,3108,5910,6402,12316
POA3551,345,310,651,969,900,1866,505,460,965,139,162,301,1613,1518,3130,620,626,1244,380,362,742,187,178,370,1182,1171,2352,55,56,115,13,31,48,84,46,132,59,120,176,3,0,0,214,259,475,105,228,335,27,71,99,24,35,57,81,152,232,3,3,6,244,493,733,18,23,47,39,88,131,0,0,3,62,116,175,991,902,1893,4646,4765,9414
POA3555,141,124,263,513,522,1033,154,128,285,44,38,83,714,689,1404,367,346,713,126,96,227,55,55,103,540,497,1043,25,37,68,21,47,66,50,32,80,35,84,119,0,3,3,139,193,337,73,154,227,33,61,99,12,15,21,44,98,145,0,0,0,169,330,490,17,28,39,34,51,89,0,0,0,46,80,132,747,874,1626,2501,2794,5289
POA3556,103,93,198,419,367,781,123,111,235,19,27,50,563,503,1065,310,276,585,74,72,146,18,19,42,402,370,771,24,46,71,16,37,47,34,37,71,29,48,79,3,0,3,104,172,282,48,91,137,21,33,57,4,15,21,20,50,69,0,0,0,94,191,288,17,28,40,26,41,65,0,0,4,41,67,109,642,651,1289,1946,2045,3992
POA3557,6,7,10,24,34,60,11,3,16,0,0,3,35,38,78,18,18,40,14,0,12,0,4,7,28,30,60,0,0,0,0,3,3,0,0,0,3,3,3,0,0,0,4,8,12,0,3,5,0,0,0,0,0,0,0,3,3,0,0,0,0,9,9,0,0,0,0,0,3,0,0,0,3,0,3,35,34,69,119,122,242
POA3558,5,8,9,11,11,20,19,12,28,0,0,6,38,19,54,12,14,24,0,3,5,0,3,3,16,18,38,3,0,0,0,0,0,4,3,5,0,3,3,0,0,0,9,4,13,3,0,3,0,0,0,3,0,5,0,3,4,0,0,0,3,7,15,0,0,0,0,3,7,0,0,0,0,3,7,47,42,94,119,103,224
POA3559,3,4,8,14,6,22,7,8,16,0,0,0,28,11,38,20,9,29,0,3,6,3,4,3,22,15,37,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,6,7,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,4,24,19,37,79,64,141
POA3561,33,28,66,100,95,201,53,50,104,11,6,17,167,154,320,132,137,270,7,11,26,14,7,22,155,158,315,3,3,4,0,3,3,14,10,21,8,17,22,0,0,0,27,30,57,12,13,22,3,4,7,0,5,5,5,21,29,0,0,0,20,45,61,3,0,4,4,15,20,0,0,0,4,15,22,175,183,353,574,615,1190
POA3562,6,0,6,8,4,11,0,3,3,0,0,0,12,3,21,0,5,4,6,0,9,0,0,0,6,4,13,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,23,22,40,51,40,86
POA3563,3,3,12,40,36,78,3,4,9,0,3,6,50,40,88,24,22,41,5,10,13,4,0,4,30,28,57,0,0,0,0,3,3,3,0,3,3,4,8,0,0,0,4,9,9,3,0,3,0,3,3,0,0,0,0,0,0,0,0,0,3,4,5,0,0,0,0,5,3,0,0,0,0,5,4,27,23,48,121,106,229
POA3564,97,93,191,432,392,823,155,178,340,64,63,126,648,631,1285,217,173,388,247,238,485,78,81,162,544,499,1042,10,21,38,9,15,26,53,38,96,32,58,92,0,7,3,107,144,252,35,50,78,9,33,45,9,11,15,23,62,84,0,0,0,70,163,232,9,18,26,19,50,64,0,0,0,28,70,92,676,749,1426,2173,2345,4517
POA3565,0,0,3,8,5,15,0,0,3,0,0,0,7,4,14,0,0,0,0,5,5,0,0,0,0,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,10,15,21,44
POA3566,4,9,10,13,15,32,10,3,15,7,0,3,27,20,51,3,3,12,13,9,23,0,3,3,18,16,31,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,30,26,59,87,81,167
POA3567,0,3,4,23,15,38,6,10,23,0,0,0,35,24,57,19,21,39,4,4,11,0,0,0,28,22,55,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,7,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,27,27,49,98,80,184
POA3568,19,26,38,74,55,125,32,28,59,0,5,5,104,93,191,80,86,168,3,5,10,4,3,6,91,90,178,4,3,9,0,0,0,9,4,7,0,7,6,0,0,0,19,11,27,5,10,18,0,0,0,0,0,0,0,11,11,0,0,0,5,26,30,0,3,3,0,3,3,0,0,0,0,8,6,106,110,212,334,357,694
POA3570,7,4,7,24,28,46,10,6,22,3,0,3,35,33,66,21,24,44,8,6,18,3,3,10,33,38,73,0,0,0,0,3,3,0,0,3,3,3,5,0,0,0,3,4,7,0,4,0,0,0,0,0,0,0,0,3,3,0,0,0,0,5,5,0,0,0,0,4,4,0,0,0,0,3,3,23,36,58,109,121,232
POA3571,0,4,4,5,3,11,0,0,0,0,0,0,12,7,19,5,17,23,3,0,0,0,0,0,12,18,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,24,22,47,47,57,98
POA3572,3,0,6,8,6,14,0,0,0,0,0,0,9,6,16,4,0,10,0,0,0,0,3,3,4,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,8,10,21,30,52
POA3573,5,3,10,22,17,40,0,0,0,0,0,0,22,21,40,4,6,14,0,3,4,3,0,3,8,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,20,20,43,51,55,112
POA3575,3,6,11,21,26,49,6,10,19,7,0,8,34,34,72,25,31,53,0,0,0,0,4,3,26,34,57,3,0,3,0,0,0,0,0,0,0,9,9,0,0,0,3,9,6,0,3,3,0,0,0,0,0,0,0,6,6,0,0,0,3,7,12,0,3,3,0,0,5,0,0,0,0,5,7,32,27,59,104,124,229
POA3576,6,0,6,0,7,3,0,0,0,0,0,0,0,7,3,3,0,4,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,10,10,26
