POA_CODE_2016,M_0_299_DS_DS_Sept_house,M_0_299_DS_DS_sd_row_tce_hs_t,M_0_299_DS_DS_Flat_apart,M_0_299_DS_DS_Other_dwg,M_0_299_DS_ns,M_0_299_Tot,M_300_449_DS_Separate_hse,M_300_449_DS_sd_row_tc_hse_th,M_300_449_DS_Flat_apart,M_300_449_DS_Other_dwg,M_300_449_DS_ns,M_300_449_Tot,M_450_599_DS_Separate_hse,M_450_599_DS_sd_row_tce_hs_th,M_450_599_DS_Flat_apart,M_450_599_DS_Other_dwg,M_450_599_DS_ns,M_450_599_Tot,M_600_799_DS_Separate_hse,M_600_799_DS_sd_row_tc_hs_th,M_600_799_DS_Flat_apart,M_600_799_DS_Other_dwg,M_600_799_DS_ns,M_600_799_Tot,M_800_999_DS_Separate_hse,M_800_999_DS_sd_row_tc_hs_th,M_800_999_DS_Flat_apart,M_800_999_DS_Other_dwg,M_800_999_DS_ns,M_800_999_Tot,M_1000_1399_DS_Separate_hse,M_1000_1399_DS_sd_rw_tc_h_th,M_1000_1399_DS_Flat_apart,M_1000_1399_DS_Other_dwg,M_1000_1399_DS_ns,M_1000_1399_Tot,M_1400_1799_DS_Separate_hse,M_1400_1799_DS_sd_rw_tc_h_th,M_1400_1799_DS_Flat_apart,M_1400_1799_DS_Other_dwg,M_1400_1799_DS_ns,M_1400_1799_Tot,M_1800_2399_DS_Separate_hse,M_1800_2399_DS_sd_rw_tc_h_th,M_1800_2399_DS_Flat_apart,M_1800_2399_DS_Other_dwg,M_1800_2399_DS_ns,M_1800_2399_Tot,M_2400_2999_DS_Separate_hse,M_2400_2999_DS_sd_rw_tc_h_th,M_2400_2999_DS_Flat_apart,M_2400_2999_DS_Other_dwg,M_2400_2999_DS_ns,M_2400_2999_Tot,M_3000_3999_DS_Separate_hse,M_3000_3999_DS_sd_rw_tc_h_th,M_3000_3999_DS_Flt_apart,M_3000_3999_DS_Other_dwg,M_3000_3999_DS_ns,M_3000_3999_Tot,M_4000_over_DS_Separate_hse,M_4000_ov_DS_sd_rw_tce_hs_th,M_4000_over_DS_Flat_apart,M_4000_over_DS_Other_dwg,M_4000_DS_over_ns,M_4000_over_Tot,Mort_Rpmnt_ns_DS_Separat_hs,Mrt_Rpmt_ns_DS_sd_rw_tc_hs_th,Mrt_Rpmt_ns_DS_Flat_apart,Mort_Rpmnt_ns_DS_Other_dwg,Mort_Rpmnt_ns_DS_ns,Mort_Rpmnt_ns_Total,Tot_DS_Separate_hse,Tot_DS_sd_row_tce_hse_thse,Tot_DS_Flat_apartment,Tot_DS_Other_dwg,Tot_DS_ns,Tot_Tot
POA3379,13,0,0,0,0,13,7,0,0,0,0,7,4,0,0,0,0,4,3,0,0,0,0,3,6,0,0,0,0,6,7,0,0,0,0,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,51,0,0,0,0,48
POA3380,26,0,0,0,0,26,37,0,0,0,0,37,35,0,0,0,0,42,108,0,0,0,0,109,120,0,0,0,3,119,169,0,0,0,0,166,80,0,0,0,0,81,34,0,0,0,0,34,11,0,0,0,0,10,9,0,0,0,0,12,8,0,0,0,0,8,35,0,0,0,0,35,663,0,0,3,6,674
POA3381,10,0,0,0,0,14,5,0,0,0,0,5,3,0,0,0,0,3,6,0,0,0,0,6,15,0,0,0,0,15,27,0,0,0,0,24,19,0,0,0,0,26,19,0,0,0,0,19,14,0,0,0,0,14,0,0,0,0,0,0,3,0,0,0,0,4,5,0,0,0,0,5,132,0,0,0,7,140
POA3384,13,0,0,0,0,13,9,0,0,0,0,9,9,0,0,0,0,9,0,0,0,0,0,0,6,0,0,0,0,6,12,0,0,0,0,18,9,0,0,0,0,9,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,60
POA3385,12,0,0,0,0,12,9,0,0,0,0,9,0,0,0,0,0,0,4,0,0,0,0,4,8,0,0,0,0,8,14,0,0,3,0,13,9,0,0,0,0,9,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,3,0,64
POA3387,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,4,3,0,0,0,0,4,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,23,0,0,0,0,27
POA3388,10,0,0,0,0,10,10,0,0,0,0,10,3,0,0,0,0,3,13,0,0,0,0,13,4,0,0,0,0,4,12,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,55,0,0,0,0,55
POA3390,11,0,0,0,0,11,8,0,0,0,0,12,9,0,0,0,0,9,24,0,0,0,0,23,11,0,0,0,0,11,18,0,0,0,0,18,7,0,0,0,0,7,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,8,0,0,0,0,8,102,0,0,3,0,104
POA3391,6,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15
POA3392,8,0,0,0,0,8,10,0,0,0,0,9,7,0,0,0,0,7,11,0,0,0,0,11,7,0,0,0,0,7,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,55,0,0,0,0,53
POA3393,27,0,0,0,3,28,32,0,0,0,0,32,23,0,0,0,0,23,53,0,0,0,0,55,31,0,0,0,0,35,57,0,0,0,0,57,13,0,0,0,0,13,10,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,13,0,0,0,0,9,275,0,0,0,3,282
POA3395,13,0,0,0,0,13,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,34,0,0,0,0,34
POA3396,6,0,0,0,0,6,5,0,0,0,0,5,6,0,0,0,0,6,13,0,0,0,0,13,10,0,0,0,0,10,7,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,55,0,0,0,0,55
POA3400,77,3,0,0,0,83,60,0,0,0,0,62,66,4,0,0,0,71,182,0,3,0,0,190,235,6,7,0,0,248,550,10,7,0,0,570,337,3,0,0,0,342,173,0,0,0,0,177,47,0,0,0,0,47,28,0,0,0,0,28,21,0,0,0,0,21,56,0,3,0,0,53,1826,31,23,0,0,1889
POA3401,49,0,0,0,0,49,17,0,0,0,0,16,13,0,0,0,0,17,31,0,0,0,0,31,46,0,0,0,0,47,129,0,0,0,0,129,112,0,0,0,0,112,80,0,0,0,0,80,41,0,0,0,0,41,21,0,0,0,0,21,12,0,0,0,0,15,34,0,0,0,0,34,586,0,0,4,3,595
POA3407,9,4,0,0,0,14,6,0,0,0,0,6,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,3,10,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,4,0,0,0,0,4,40,7,0,0,0,49
POA3409,10,0,0,0,0,10,14,0,0,0,0,14,4,0,0,0,0,4,9,0,0,0,0,9,10,0,0,0,0,10,10,0,0,0,0,10,11,0,0,0,0,11,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,88,0,0,0,0,88
POA3412,4,0,0,0,0,4,10,0,0,0,0,10,7,0,0,0,0,7,3,0,0,0,0,3,3,0,0,0,0,3,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,24
POA3413,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,14,0,0,0,0,14
POA3414,16,0,0,0,0,19,26,0,0,0,0,31,24,0,0,0,0,24,26,0,0,0,0,26,33,0,0,0,3,31,32,0,0,0,0,39,15,0,0,0,0,15,6,0,0,0,0,8,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,199,0,0,0,4,210
POA3415,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
POA3418,31,0,0,0,0,31,19,0,0,0,0,19,20,0,0,0,0,20,54,0,0,0,0,55,52,0,0,0,0,52,48,0,0,0,0,48,11,0,0,0,0,11,20,0,0,0,0,20,7,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,13,0,0,0,0,10,273,0,0,0,0,275
POA3419,6,0,0,0,0,6,10,0,0,0,0,10,15,0,0,0,0,15,21,0,0,0,0,21,7,0,0,0,0,7,10,0,0,0,0,10,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,73,0,0,0,0,78
POA3420,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
POA3423,12,3,0,0,0,15,3,0,0,0,0,7,4,3,0,0,0,7,3,0,0,0,0,4,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,16,0,0,0,35
POA3424,10,0,0,0,0,10,11,0,0,0,0,11,7,0,0,0,0,7,17,0,0,0,0,17,9,0,0,0,0,9,13,0,0,0,0,13,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,74,0,0,0,0,79
POA3427,21,0,0,0,0,21,13,0,0,0,0,13,17,0,0,0,0,17,23,0,0,0,0,23,32,0,0,0,0,35,96,0,0,0,3,97,116,0,0,0,0,116,79,0,0,0,0,79,31,0,0,0,0,32,8,0,0,0,0,10,11,0,0,0,0,11,33,0,0,0,0,33,483,0,0,0,3,492
POA3428,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,0,6,4,0,0,0,0,4,12,0,0,0,0,12,7,0,0,0,0,7,17,0,0,0,0,17,8,0,0,0,0,8,3,0,0,0,0,3,6,0,0,0,0,6,5,0,0,0,0,5,80,0,0,0,0,80
POA3429,240,3,7,0,0,249,130,3,0,0,0,130,98,0,3,0,0,107,210,7,12,0,0,226,298,3,7,0,0,308,1007,20,43,0,0,1077,1253,22,53,0,0,1332,1246,8,21,0,0,1272,433,0,0,0,0,435,291,3,0,0,0,296,131,0,0,0,0,135,227,3,3,0,0,234,5560,83,157,0,3,5801
POA3430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,6,3,0,0,0,0,3,5,0,0,0,0,5,7,0,0,0,0,7,7,0,0,0,0,7,3,0,0,0,0,3,3,0,0,0,0,3,39,0,0,0,0,39
POA3431,35,0,0,0,0,35,14,0,0,0,0,15,13,3,0,0,0,10,17,0,0,0,0,17,27,0,0,0,0,27,91,0,0,0,0,93,114,3,0,0,0,120,149,6,0,0,0,150,75,0,0,0,0,75,58,0,0,0,0,58,29,0,0,0,0,29,32,0,0,0,0,32,657,14,0,0,0,667
POA3432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,7,0,0,0,0,7,3,0,0,0,0,3,3,0,0,0,0,3,7,0,0,0,0,7,5,0,0,0,0,5,3,0,0,0,0,3,3,0,0,0,0,3,27,0,0,0,0,27
POA3433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,5,9,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,38,0,0,0,0,38
POA3434,37,0,0,0,0,37,28,0,0,0,0,28,13,0,0,0,0,14,34,0,0,0,0,36,39,0,0,0,0,43,139,0,0,0,0,140,171,0,0,0,0,174,200,0,3,0,0,204,76,0,0,0,0,76,42,0,0,0,0,42,26,0,0,0,0,31,48,0,0,0,0,48,856,5,13,0,3,877
POA3435,13,0,0,0,0,13,15,0,0,0,0,15,8,0,0,0,0,8,26,0,0,0,0,26,28,0,0,0,3,28,85,0,0,0,3,89,85,3,0,0,0,88,108,0,0,0,0,108,34,0,0,0,0,40,38,0,0,0,0,38,19,0,0,0,0,19,17,0,0,0,0,17,466,3,0,0,9,473
POA3437,54,4,0,0,0,53,24,0,0,0,0,24,28,0,0,0,0,28,43,6,0,0,0,49,63,4,0,0,0,65,159,17,0,0,0,179,240,18,0,0,0,259,402,10,0,0,0,407,219,10,0,0,0,230,174,3,0,0,0,176,93,0,0,0,0,93,89,0,0,0,0,92,1580,68,0,0,0,1655
POA3438,15,0,0,0,0,15,10,0,0,0,0,10,7,0,0,0,0,7,10,0,0,0,0,14,17,0,0,0,0,17,48,0,0,0,0,53,63,0,0,0,0,67,96,0,0,0,0,96,43,0,0,0,0,43,37,0,0,0,0,37,19,0,0,0,0,19,17,0,0,0,0,15,382,3,0,0,0,386
POA3440,22,0,0,0,0,22,6,0,0,0,0,6,6,0,0,0,0,6,7,0,0,0,0,7,8,0,0,0,0,8,38,0,0,0,0,38,41,0,0,0,0,41,51,0,0,0,0,51,36,0,0,0,0,36,36,0,0,0,0,36,26,0,0,0,0,26,16,0,0,0,0,16,306,0,0,0,0,306
POA3441,18,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,22,0,0,0,0,22,23,0,0,0,0,23,44,0,0,0,0,39,22,0,0,0,0,22,36,0,0,0,0,36,38,0,0,0,0,38,15,0,0,0,0,15,222,0,0,0,0,224
POA3442,59,0,0,0,0,61,27,0,0,0,0,27,30,0,0,0,0,30,38,0,0,0,0,38,58,0,0,0,0,58,160,3,3,0,0,165,173,0,0,0,0,173,234,3,0,0,3,239,134,0,0,0,0,134,95,0,0,0,0,95,53,0,0,0,0,53,48,0,0,0,0,48,1121,3,3,0,0,1131
POA3444,62,0,0,0,0,64,34,0,0,0,0,34,28,0,0,0,0,28,43,0,0,0,0,47,72,0,0,0,0,72,225,6,3,0,0,231,250,0,0,0,0,258,246,3,0,0,0,251,85,0,0,0,0,83,77,0,0,0,0,77,38,0,0,0,0,40,65,0,0,3,0,71,1232,10,10,5,0,1255
POA3446,5,0,0,0,0,5,6,0,0,0,0,6,3,0,0,0,0,3,3,0,0,0,0,3,12,0,0,0,0,13,56,0,0,0,0,60,42,0,0,0,0,42,26,0,0,0,0,26,6,0,0,0,0,6,8,0,0,0,0,6,3,0,0,0,0,3,6,0,0,0,0,6,179,0,0,4,0,183
POA3447,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,14,0,0,0,0,14,4,0,0,0,0,4,18,0,0,0,0,18,15,0,0,0,0,15,11,0,0,0,0,11,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,8,82,0,0,0,0,82
POA3448,3,0,0,0,0,3,3,0,0,0,3,7,10,0,0,0,0,10,11,0,0,0,0,11,19,0,0,0,0,19,35,0,0,0,0,35,30,0,0,0,0,29,23,0,0,0,0,23,8,0,0,0,0,8,5,0,0,0,0,5,3,0,0,0,0,3,7,0,0,0,0,7,153,0,0,0,3,150
POA3450,64,3,0,0,3,68,35,0,0,0,0,39,35,0,0,0,0,35,58,0,0,0,0,62,79,3,0,0,0,77,187,3,0,0,3,189,136,0,0,0,0,135,104,0,0,0,0,104,32,0,0,0,0,29,18,0,0,0,0,13,11,0,0,0,0,11,27,3,0,0,0,25,764,15,6,0,7,789
POA3451,49,0,0,0,0,49,34,0,0,0,0,34,21,0,0,0,0,21,55,0,0,0,0,54,60,0,0,0,0,60,181,0,0,0,3,184,142,0,0,0,0,147,106,0,0,0,0,108,30,0,0,0,0,30,29,0,0,0,0,28,9,0,0,0,0,13,40,0,0,0,0,40,757,3,0,3,8,770
POA3453,15,0,0,0,0,15,11,0,0,0,0,11,4,0,0,0,0,4,14,0,0,0,0,14,24,0,0,0,0,24,48,0,0,0,3,53,50,0,0,0,0,50,50,0,0,0,0,54,16,0,0,0,0,16,7,0,0,0,0,7,3,0,0,0,0,3,12,0,0,0,0,12,263,0,0,0,3,264
POA3458,16,0,0,3,0,20,14,0,0,0,0,14,15,0,0,0,0,14,21,0,0,0,0,22,17,0,0,0,0,20,45,0,0,0,0,45,41,0,0,0,0,41,37,0,0,0,0,35,21,0,0,0,0,21,19,0,0,0,0,19,8,0,0,0,0,8,11,0,0,0,0,11,268,0,0,5,0,273
POA3460,14,0,0,0,0,17,13,0,0,0,0,13,13,0,0,0,0,13,18,0,0,0,0,18,24,0,0,0,0,29,46,0,0,0,0,47,50,0,0,0,0,50,50,0,0,0,0,50,14,0,0,0,0,14,5,0,0,0,0,5,11,0,0,0,0,11,19,0,0,0,0,19,273,0,0,0,3,275
POA3461,38,0,0,0,0,38,19,0,0,0,0,19,30,0,0,0,0,30,41,0,0,0,0,40,50,0,0,0,0,50,123,0,0,0,6,126,100,0,0,0,0,100,100,0,0,3,0,107,28,0,0,0,0,31,20,0,0,0,0,20,8,0,0,0,0,8,46,0,0,0,0,50,601,0,0,9,6,618
POA3462,17,0,0,0,0,16,7,0,0,0,0,7,12,0,0,0,0,12,16,0,0,0,0,16,19,0,0,0,0,17,42,0,0,0,0,44,32,0,0,0,0,32,19,0,0,0,0,19,9,0,0,0,0,9,7,0,0,0,0,7,5,0,0,0,0,5,8,0,0,0,0,8,183,0,0,0,0,184
POA3463,25,0,0,0,0,23,18,0,0,0,0,18,16,0,0,0,0,16,29,0,0,0,0,29,33,0,0,0,0,30,70,0,0,0,0,70,50,0,0,0,0,48,43,0,0,0,0,44,12,0,0,0,0,12,5,0,0,0,0,5,4,0,0,0,0,4,17,0,0,0,0,17,320,0,0,0,0,324
POA3464,15,0,0,0,0,15,10,0,0,0,0,10,7,0,0,0,0,7,18,0,0,0,0,18,22,0,0,0,0,22,33,0,0,0,0,35,34,0,0,0,0,34,10,0,0,0,0,10,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,7,166,0,0,0,0,164
POA3465,64,0,0,0,0,60,79,0,0,0,0,80,64,5,0,0,0,67,116,0,0,0,0,114,176,0,0,0,3,180,271,6,0,0,0,274,132,0,0,0,0,134,78,0,0,0,0,78,14,0,0,0,0,14,9,0,0,0,0,9,12,0,0,0,0,12,57,3,0,3,0,66,1069,17,3,4,7,1095
POA3467,11,0,0,0,0,11,10,0,0,0,0,10,8,0,0,0,0,8,21,0,0,0,0,21,23,0,0,0,0,23,26,0,0,0,0,26,22,0,0,0,0,22,3,0,0,0,0,3,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,9,140,0,0,0,0,140
POA3468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,32,0,0,0,0,32
POA3469,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,25,0,0,0,0,26
POA3472,19,0,0,0,0,21,17,0,0,4,0,22,18,0,0,0,0,18,20,0,0,0,0,20,27,0,0,3,0,30,26,0,0,0,0,26,8,0,0,0,0,8,13,0,0,0,0,13,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,3,0,14,168,0,0,11,0,179
POA3475,9,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,29,0,0,0,0,29
POA3477,7,0,0,0,0,7,3,0,0,0,0,3,4,0,0,0,0,4,11,0,0,0,0,11,12,0,0,0,0,12,13,0,0,0,0,13,11,0,0,0,0,11,5,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,8,76,0,0,0,0,75
POA3478,24,0,0,0,0,28,28,0,0,0,0,28,30,0,0,0,0,30,44,0,0,0,0,48,54,0,0,0,0,54,66,0,0,0,0,66,26,0,0,0,0,26,13,0,0,0,0,13,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,15,0,0,0,0,15,308,0,0,0,3,312
POA3480,12,0,0,0,0,12,16,0,0,0,0,22,15,0,0,0,0,15,31,0,0,0,0,31,18,0,0,0,0,18,35,0,0,0,0,35,11,0,0,0,0,11,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,7,0,0,0,0,7,160,0,0,0,0,164
POA3482,3,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,15,0,0,0,0,16
POA3483,5,0,0,0,0,5,12,0,0,0,0,12,13,0,0,0,0,13,19,0,0,0,0,19,8,0,0,0,0,8,9,0,0,0,0,9,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,81,0,0,0,0,79
POA3485,8,0,0,0,0,8,5,0,0,0,0,5,7,0,0,0,0,7,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,38,0,0,0,0,38
POA3487,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
POA3488,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
POA3489,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
POA3490,13,0,0,0,0,13,18,0,0,0,0,18,9,0,0,0,0,9,19,0,0,0,0,19,16,0,0,0,0,16,20,0,0,0,0,20,13,0,0,0,0,13,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,0,6,123,0,0,0,0,123
POA3491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
POA3494,10,0,0,0,0,10,3,0,0,0,0,3,3,0,0,0,0,3,8,0,0,0,0,8,3,0,0,0,0,3,11,0,0,0,0,11,8,0,0,0,0,8,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,55,0,0,0,0,55
POA3496,49,0,0,0,0,47,31,0,0,0,0,31,33,0,0,0,0,39,84,0,0,0,0,86,113,0,0,0,0,116,219,0,0,0,3,224,112,0,0,0,0,112,60,0,0,0,0,63,20,0,0,0,0,20,10,0,0,0,0,12,10,0,0,0,0,10,46,0,0,0,0,47,799,0,3,3,6,810
POA3498,27,0,0,0,0,29,17,0,0,0,0,17,21,0,0,0,0,21,58,0,0,0,0,61,69,0,4,0,0,72,214,0,0,0,0,209,128,0,0,0,0,134,118,0,0,0,0,123,29,0,0,0,0,29,29,0,0,0,0,29,15,0,0,0,0,15,54,0,0,0,0,54,777,0,6,0,0,788
POA3500,131,10,4,0,0,151,103,6,3,0,0,110,103,6,0,0,0,107,242,19,7,0,0,272,381,24,11,0,0,423,1029,60,9,0,0,1102,687,17,4,0,0,712,389,3,0,0,0,390,106,0,0,0,0,110,52,0,0,0,0,56,34,0,0,0,0,37,132,10,0,0,0,142,3396,156,45,8,9,3601
POA3501,8,0,0,0,0,8,14,0,0,0,0,14,12,0,0,0,0,12,10,0,0,0,0,10,16,0,0,0,0,20,63,0,0,0,0,63,55,0,0,0,0,55,59,0,0,0,0,59,32,0,0,0,0,32,14,0,0,0,0,14,0,0,0,0,0,0,14,0,0,0,0,14,301,0,0,0,0,300
POA3505,36,0,0,0,0,36,27,0,0,0,0,26,22,0,0,0,0,22,69,3,0,0,3,73,122,0,0,0,0,122,184,0,0,0,3,187,112,0,0,0,0,117,63,0,0,0,0,71,17,0,0,0,0,17,15,0,0,0,0,15,5,0,0,0,0,5,31,0,0,0,0,31,710,8,4,0,8,730
POA3506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
POA3507,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
