POA_CODE_2016,Canada_Before_1946,Canada_1946_1955,Canada_1956_1965,Canada_1966_1975,Canada_1976_1985,Canada_1986_1995,Canada_1996_2005,Canada_2006_2010,Canada_2011,Canada_2012,Canada_2013,Canada_2014,Canada_2015,Canada_2016,Canada_Yr_arrival_NS,Canada_Tot,China_exc_SARs_Taiw_Bef_1946,China_exc_SARs_Taiwan_46_55,China_exc_SARs_Taiwan_56_65,China_exc_SARs_Taiwan_66_75,China_exc_SARs_Taiwan_76_85,China_exc_SARs_Taiwan_86_95,China_exc_SARs_Taiwan_96_05,China_exc_SARs_Taiwan_06_10,China_exc_SARs_Taiwan_2011,China_exc_SARs_Taiwan_2012,China_exc_SARs_Taiwan_2013,China_exc_SARs_Taiwan_2014,China_exc_SARs_Taiwan_2015,China_exc_SARs_Taiwan_2016,China_exc_SARs_Tawan_arr_ns,China_exc_SARs_Taiwan_Tot,Croatia_Before_1946,Croatia_1946_1955,Croatia_1956_1965,Croatia_1966_1975,Croatia_1976_1985,Croatia_1986_1995,Croatia_1996_2005,Croatia_2006_2010,Croatia_2011,Croatia_2012,Croatia_2013,Croatia_2014,Croatia_2015,Croatia_2016,Croatia_Yr_arrival_NS,Croatia_Tot,Egypt_Before_1946,Egypt_1946_1955,Egypt_1956_1965,Egypt_1966_1975,Egypt_1976_1985,Egypt_1986_1995,Egypt_1996_2005,Egypt_2006_2010,Egypt_2011,Egypt_2012,Egypt_2013,Egypt_2014,Egypt_2015,Egypt_2016,Egypt_Yr_arrival_NS,Egypt_Tot,Fiji_Before_1946,Fiji_1946_1955,Fiji_1956_1965,Fiji_1966_1975,Fiji_1976_1985,Fiji_1986_1995,Fiji_1996_2005,Fiji_2006_2010,Fiji_2011,Fiji_2012,Fiji_2013,Fiji_2014,Fiji_2015,Fiji_2016,Fiji_Yr_arrival_NS,Fiji_Tot,Germany_Before_1946,Germany_1946_1955,Germany_1956_1965,Germany_1966_1975,Germany_1976_1985,Germany_1986_1995,Germany_1996_2005,Germany_2006_2010,Germany_2011,Germany_2012,Germany_2013,Germany_2014,Germany_2015,Germany_2016,Germany_Yr_arrival_NS,Germany_Tot,Greece_Before_1946,Greece_1946_1955,Greece_1956_1965,Greece_1966_1975,Greece_1976_1985,Greece_1986_1995,Greece_1996_2005,Greece_2006_2010,Greece_2011,Greece_2012,Greece_2013,Greece_2014,Greece_2015,Greece_2016,Greece_Yr_arrival_NS,Greece_Tot,Hng_Kng_SAR_China_Bfre_1946,Hng_Kng_SAR_China_1946_1955,Hng_Kng_SAR_China_1956_1965,Hng_Kng_SAR_China_1966_1975,Hng_Kng_SAR_China_1976_1985,Hng_Kng_SAR_China_1986_1995,Hng_Kng_SAR_China_1996_2005,Hng_Kng_SAR_China_2006_2010,Hong_Kong_SAR_China_2011,Hong_Kong_SAR_China_2012,Hong_Kong_SAR_China_2013,Hong_Kong_SAR_China_2014,Hong_Kong_SAR_China_2015,Hong_Kong_SAR_China_2016,Hng_Kng_SAR_Chna_arrival_ns,Hong_Kong_SAR_China_Tot,India_Before_1946,India_1946_1955,India_1956_1965,India_1966_1975,India_1976_1985,India_1986_1995,India_1996_2005,India_2006_2010,India_2011,India_2012,India_2013,India_2014,India_2015,India_2016,India_Yr_arrival_NS,India_Tot,Indonesia_Before_1946,Indonesia_1946_1955,Indonesia_1956_1965,Indonesia_1966_1975,Indonesia_1976_1985,Indonesia_1986_1995,Indonesia_1996_2005,Indonesia_2006_2010,Indonesia_2011,Indonesia_2012,Indonesia_2013,Indonesia_2014,Indonesia_2015,Indonesia_2016,Indonesia_Yr_arrival_ns,Indonesia_Tot,Iran_Before_1946,Iran_1946_1955,Iran_1956_1965,Iran_1966_1975,Iran_1976_1985,Iran_1986_1995,Iran_1996_2005,Iran_2006_2010,Iran_2011,Iran_2012,Iran_2013,Iran_2014,Iran_2015,Iran_2016,Iran_Yr_arrival_NS,Iran_Tot,Iraq_Before_1946,Iraq_1946_1955,Iraq_1956_1965,Iraq_1966_1975,Iraq_1976_1985,Iraq_1986_1995,Iraq_1996_2005,Iraq_2006_2010,Iraq_2011,Iraq_2012,Iraq_2013,Iraq_2014,Iraq_2015,Iraq_2016,Iraq_Yr_arrival_NS,Iraq_Tot,Ireland_Before_1946,Ireland_1946_1955,Ireland_1956_1965,Ireland_1966_1975,Ireland_1976_1985,Ireland_1986_1995,Ireland_1996_2005,Ireland_2006_2010
POA3153,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,12,0,4,0,0,4,62,142,238,30,29,32,21,26,13,17,625,0,0,4,13,0,4,3,0,0,0,0,0,0,0,3,25,0,3,4,9,0,3,8,3,0,6,0,0,0,0,0,37,0,0,0,5,0,9,5,3,0,0,0,0,0,0,0,29,0,65,72,23,24,4,10,9,0,0,0,0,0,5,12,226,0,0,12,16,3,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,12,52,72,27,4,6,0,4,10,0,3,204,0,3,3,26,12,49,107,233,25,29,18,29,30,20,10,598,0,0,0,3,3,6,25,14,0,0,0,7,3,0,0,63,0,0,0,0,4,10,22,6,12,6,19,0,3,8,0,90,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,18,9,12,4,3
POA3154,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,4,3,0,0,0,3,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,18,35,10,5,3,3,3,0,0,0,0,0,0,30,114,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,5,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
POA3155,0,0,0,0,7,3,7,3,0,0,0,0,0,0,0,29,0,0,3,0,4,50,125,185,25,8,24,29,11,20,17,509,0,0,0,11,0,4,0,0,0,0,0,0,0,0,0,22,0,3,9,3,7,3,0,0,0,5,4,0,0,0,3,33,0,0,3,0,0,7,5,0,0,0,0,0,3,3,4,29,3,31,64,23,15,3,13,3,3,0,0,0,0,0,8,170,0,4,17,16,3,0,0,0,0,0,0,0,0,0,0,53,0,0,3,3,4,29,32,30,3,3,5,3,3,3,3,126,0,4,3,17,4,34,103,187,29,36,21,29,23,14,25,517,0,5,0,4,0,7,23,14,0,0,3,5,4,0,0,62,0,0,0,0,3,16,12,14,3,9,9,0,6,7,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,7,9,11,5,4
POA3156,0,3,0,9,3,13,12,11,0,0,0,0,0,0,0,45,0,0,3,0,7,51,144,195,58,51,31,32,31,11,11,638,0,0,15,14,3,3,3,0,0,0,0,0,0,0,5,48,0,3,16,12,9,25,14,3,3,3,9,0,0,0,0,97,0,0,0,3,3,9,3,6,0,0,0,0,0,0,0,33,0,63,99,52,22,9,16,10,4,0,3,4,0,3,10,291,0,8,55,38,3,0,0,3,3,0,0,0,0,0,0,114,0,0,0,3,13,43,38,12,3,0,3,3,0,0,3,122,0,6,4,49,16,38,110,196,14,16,15,17,13,3,12,515,0,4,5,5,3,12,31,29,7,4,6,0,0,0,0,103,0,0,0,0,7,9,20,34,6,10,9,0,3,0,0,97,0,0,0,3,3,0,0,3,0,0,0,0,0,0,0,9,0,3,23,38,22,22,13,3
POA3158,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,17,0,0,0,3,0,3,3,5,0,3,0,4,3,0,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,19,17,4,4,12,9,0,0,0,3,0,0,0,0,64,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,3,7,0,0,3,8,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,5,3
POA3159,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,0,4,0,0,8,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3160,0,0,0,5,4,0,10,3,0,0,0,0,0,0,0,30,0,0,0,0,0,0,7,3,0,3,3,0,0,0,0,18,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,4,8,12,8,6,0,0,0,0,0,0,0,66,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,13,0,0,0,10,0,0,3,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,5,3
POA3161,0,0,3,8,3,5,4,0,3,0,0,0,0,0,3,45,0,6,6,4,3,50,58,62,18,33,24,54,75,40,14,455,0,3,0,11,0,5,6,0,0,0,0,0,0,0,0,22,0,6,12,8,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,18,20,76,14,8,6,3,3,3,0,0,0,0,0,0,3,141,0,4,52,32,0,0,0,0,0,0,0,0,3,0,3,91,0,0,0,3,6,10,8,5,0,0,0,0,3,3,0,38,0,0,0,13,8,12,32,118,14,17,21,57,47,39,23,413,3,0,0,0,4,6,10,0,4,0,0,3,0,0,0,32,0,0,0,0,5,4,0,4,0,0,3,4,3,0,3,32,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,5,7,5,8,20
POA3162,0,0,0,0,3,6,9,5,0,0,0,3,0,0,4,39,0,3,7,6,11,74,77,69,18,27,21,36,60,33,27,465,0,0,9,4,0,0,0,0,0,0,0,0,0,0,0,17,0,8,11,16,3,0,0,0,0,0,0,0,0,0,6,45,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,4,18,70,25,11,10,11,9,0,0,0,0,0,0,0,11,163,0,24,95,53,3,0,6,0,0,0,0,0,0,0,11,192,0,0,0,7,10,16,7,5,0,0,0,0,0,0,0,48,0,6,3,13,10,13,28,85,18,25,33,33,26,33,14,333,0,3,0,0,0,12,11,9,3,0,0,0,0,0,0,41,0,0,0,0,0,3,0,4,0,0,0,3,3,0,0,14,0,3,0,0,0,3,0,4,0,0,0,0,0,0,0,10,0,0,4,4,3,7,11,17
POA3163,0,0,0,9,12,6,9,21,5,4,0,3,0,3,0,69,0,3,7,11,6,176,290,504,131,182,218,386,457,199,110,2683,0,0,11,17,4,4,7,0,0,0,3,0,0,0,3,49,0,3,19,15,4,4,0,0,0,0,0,4,6,0,3,49,0,0,3,0,3,8,7,0,0,0,0,0,0,0,0,29,3,28,23,11,8,10,15,13,0,4,3,6,0,3,4,130,0,30,255,200,7,7,0,5,0,8,11,4,3,0,20,546,0,0,4,4,17,36,38,39,13,13,11,15,5,4,3,207,0,5,3,50,29,71,216,919,182,212,297,425,427,277,64,3175,0,0,0,3,8,17,72,34,10,6,5,11,10,5,3,187,0,0,0,0,0,3,4,6,3,13,17,9,12,6,0,65,0,0,0,0,0,0,3,0,3,0,0,0,0,4,0,12,0,0,5,11,7,20,21,38
POA3165,0,0,0,5,4,3,13,3,0,7,0,0,0,0,0,40,0,7,10,3,19,122,256,299,59,45,59,74,69,36,30,1083,0,4,12,16,0,3,3,0,0,0,0,0,0,0,0,44,0,8,23,26,3,7,3,9,0,0,0,0,5,0,4,79,0,3,0,4,4,9,8,3,0,0,0,0,0,0,0,33,0,31,17,8,12,5,13,4,3,3,0,0,0,0,5,112,0,36,300,235,27,9,8,3,0,9,3,11,0,0,23,667,0,0,5,10,6,22,12,12,0,0,0,4,0,0,0,81,0,12,10,64,42,84,155,235,29,25,30,28,28,19,25,780,0,0,0,0,3,13,42,12,0,0,0,0,0,0,0,77,0,0,0,0,4,3,4,12,14,0,0,3,4,0,0,50,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,5,6,9,10,16,13,19
POA3166,0,0,0,6,0,3,8,7,0,7,0,0,3,0,0,37,0,0,3,3,11,137,276,411,95,129,155,183,222,135,97,1849,0,0,4,15,0,5,0,0,0,0,0,0,0,0,3,28,0,3,11,14,8,14,13,7,4,0,10,0,3,3,0,86,0,0,0,0,0,3,8,4,0,0,0,0,0,0,0,21,0,10,13,3,7,10,15,14,3,3,0,3,4,0,0,76,3,47,465,482,65,16,17,14,21,56,30,30,28,9,59,1334,0,0,0,6,23,32,26,22,3,3,3,17,7,3,5,146,0,8,0,35,31,94,188,390,45,87,76,116,101,74,35,1268,0,0,0,0,3,18,71,29,3,8,13,14,25,6,3,194,0,0,0,0,0,8,0,7,6,6,5,3,4,0,0,35,0,0,0,0,0,0,0,10,0,0,3,0,0,0,0,17,0,3,3,15,3,15,5,15
POA3167,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,68,94,135,18,18,35,40,27,13,18,477,0,0,9,13,3,0,0,0,0,0,0,0,0,0,0,20,0,0,14,12,3,3,0,0,0,0,3,0,0,0,3,38,0,0,0,0,3,14,5,5,3,0,0,0,0,3,3,39,0,6,8,4,4,5,3,3,0,0,0,0,0,0,0,42,0,17,150,213,25,6,5,3,3,11,6,20,8,0,28,505,0,0,0,3,3,8,7,3,0,0,0,0,0,0,0,31,0,0,0,30,24,56,85,140,24,28,31,29,36,15,13,521,0,0,0,0,3,0,14,6,0,3,0,0,0,0,0,33,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,8,0,0,0,3,0,0,0,0,11,0,3,3,3,3,8,0,3
POA3168,0,0,0,0,0,0,4,3,0,3,3,3,0,0,0,24,0,0,0,0,11,100,374,773,214,305,400,857,1202,701,302,5238,0,0,16,3,0,4,0,0,0,0,0,0,0,0,0,26,0,0,11,7,0,4,4,0,0,0,0,0,6,0,0,30,0,0,0,0,9,16,7,10,0,0,0,0,0,0,0,43,0,10,13,4,0,6,6,3,0,3,0,3,4,0,0,58,0,17,173,171,27,17,4,4,4,29,17,7,0,3,31,520,0,0,0,0,8,34,39,39,7,19,25,31,36,14,3,262,0,0,3,24,12,47,192,601,87,111,178,244,256,209,57,2013,0,0,0,3,6,19,110,74,17,20,28,46,127,100,4,553,0,0,0,0,0,3,12,24,4,15,27,26,20,18,3,146,0,0,0,0,3,0,5,9,0,0,14,7,4,0,0,42,0,0,12,3,0,0,0,0
POA3169,0,0,0,4,4,0,0,4,0,0,0,3,0,0,0,16,0,3,3,3,25,102,231,325,57,50,74,84,156,57,72,1249,0,0,11,47,3,3,0,3,0,0,0,0,0,0,0,75,0,4,22,46,12,13,3,3,0,3,4,0,0,0,0,118,0,0,0,0,6,19,26,3,3,0,0,7,0,6,0,73,0,8,8,6,3,3,4,3,0,0,0,0,4,0,0,49,0,38,389,452,37,24,13,6,22,52,29,34,19,4,38,1167,0,0,0,3,18,28,30,10,3,0,5,7,7,0,0,110,0,0,0,108,62,187,369,832,54,94,149,261,194,151,86,2538,0,0,0,3,6,13,37,19,0,9,16,3,11,7,3,120,0,0,0,0,0,0,3,0,3,9,5,3,4,3,0,40,0,0,0,0,0,15,13,10,0,0,5,0,6,0,0,45,0,0,0,4,3,4,4,7
POA3170,0,0,0,3,3,5,3,4,0,0,0,0,0,0,0,21,0,0,5,5,25,128,307,377,61,65,60,77,76,51,41,1273,0,0,20,59,7,11,5,0,0,0,0,0,0,0,3,105,0,5,29,31,4,12,11,4,0,0,0,0,3,0,0,101,0,0,0,0,6,17,7,4,0,3,0,0,0,0,0,42,0,22,47,21,4,4,7,0,0,0,0,0,3,0,0,114,0,18,185,228,21,16,16,3,3,7,10,3,0,0,12,528,0,0,0,3,18,33,33,24,3,6,3,7,4,0,0,144,0,3,5,50,27,115,188,232,24,21,39,53,30,19,19,821,0,0,0,4,14,17,63,26,3,3,9,8,4,4,3,164,0,0,0,0,0,5,11,10,10,7,11,0,3,0,0,51,0,0,0,0,0,9,3,9,0,0,4,0,0,0,0,19,0,0,4,3,10,5,0,3
POA3171,0,0,0,0,0,4,3,3,0,0,0,0,0,0,0,10,0,0,3,3,45,203,277,266,40,49,64,69,49,28,39,1141,0,0,18,39,0,3,0,0,0,0,0,0,0,0,0,67,0,3,7,3,0,0,3,8,0,0,0,0,3,0,0,25,0,0,0,0,0,16,9,6,0,0,0,0,0,0,4,37,0,18,28,9,3,0,4,0,0,0,0,0,0,0,0,61,0,3,109,183,10,3,6,0,0,4,6,6,0,0,8,345,0,0,0,0,12,28,20,6,3,7,3,6,0,3,0,97,0,0,5,44,24,50,117,796,42,77,144,254,185,173,79,1988,0,0,0,5,3,17,37,28,3,4,11,3,7,5,13,134,0,0,0,0,0,3,9,3,3,0,3,0,4,0,0,29,0,0,0,0,0,0,0,0,5,3,0,3,0,0,0,20,0,3,0,0,0,0,0,0
POA3172,0,0,0,4,0,4,6,0,0,0,0,0,0,0,0,17,0,0,7,0,20,73,97,91,24,17,16,21,22,20,39,447,0,0,19,28,3,0,3,0,0,0,0,0,0,0,3,56,0,3,10,12,3,7,5,0,0,0,0,0,0,0,0,49,0,0,0,0,5,14,14,4,0,0,0,0,0,0,3,42,0,31,27,9,3,3,3,0,0,0,0,3,0,0,5,90,0,10,78,129,19,8,0,7,0,4,0,0,0,0,10,261,0,0,0,0,12,30,10,10,0,0,4,0,3,0,0,73,0,0,0,57,36,69,111,309,27,35,38,81,46,48,30,879,0,3,0,0,7,14,12,16,3,4,4,4,0,3,3,80,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,10,0,0,0,0,3,5,4,0,0,5,3,4,0,0,0,21,0,3,10,22,6,6,3,0
POA3173,0,0,0,0,4,0,4,0,0,3,0,0,0,0,3,13,0,0,3,4,48,128,266,296,63,54,60,59,59,49,48,1138,0,0,13,42,5,22,27,0,0,0,0,0,0,0,11,115,0,3,10,8,0,3,5,4,0,0,3,3,0,0,0,44,0,0,0,0,8,51,31,7,3,6,16,3,0,0,0,129,0,25,9,8,5,0,5,0,0,0,5,0,0,3,0,77,0,9,55,117,10,9,0,0,3,7,0,0,0,0,7,221,0,0,0,0,10,46,41,5,0,0,0,0,0,0,4,106,0,0,3,121,58,228,425,452,30,51,27,45,52,38,27,1563,0,0,0,3,7,12,39,19,0,0,3,0,0,0,5,94,0,0,0,0,0,0,5,7,0,4,5,5,0,0,0,24,0,0,0,0,0,6,7,15,0,0,6,0,0,3,0,44,0,0,3,16,4,3,5,0
POA3174,0,0,3,5,6,0,12,0,0,0,3,0,0,0,0,23,0,0,15,0,29,130,182,216,31,33,37,31,48,31,27,806,0,0,21,80,10,21,41,0,0,0,0,0,0,0,3,187,0,3,18,39,17,21,24,5,0,3,0,0,3,0,6,142,0,0,0,3,11,46,27,25,3,7,0,4,0,0,4,135,0,21,53,20,15,7,17,0,0,0,0,0,0,0,6,143,0,13,155,193,26,20,14,10,6,26,17,15,11,7,14,512,0,0,0,0,9,23,24,7,3,8,0,3,0,0,3,85,0,3,4,149,84,199,361,1401,94,143,244,383,320,218,153,3764,0,0,0,5,4,17,48,47,4,13,9,3,9,0,4,172,0,0,0,0,11,3,16,12,16,22,28,14,5,0,4,127,0,0,0,0,0,9,19,8,4,0,0,3,4,0,0,42,0,0,6,11,8,7,0,3
POA3175,0,0,0,0,0,5,5,0,3,0,0,0,0,0,0,14,0,4,69,10,106,214,278,246,41,42,54,46,49,28,58,1244,0,0,15,109,14,44,263,4,0,0,0,0,0,0,14,465,0,3,12,23,13,32,39,24,4,4,12,3,6,5,9,189,0,0,0,6,14,97,94,48,9,9,14,11,10,0,6,324,0,60,50,19,11,15,23,3,0,3,0,3,3,0,15,202,0,31,180,189,51,18,16,6,5,13,3,7,0,0,18,539,0,0,0,0,9,28,14,14,0,0,3,0,0,0,3,84,0,7,3,77,49,197,522,1859,143,252,263,374,330,219,130,4443,0,0,0,3,20,14,52,38,0,11,15,3,3,4,7,171,0,0,0,0,7,14,50,70,53,156,219,65,57,21,14,719,0,0,0,4,8,26,39,45,11,17,35,7,12,5,13,217,0,5,3,23,5,17,0,0
POA3177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,33,24,43,0,5,3,4,8,0,4,138,0,0,4,22,10,3,99,7,0,0,0,0,0,0,0,145,0,3,0,6,6,10,11,10,0,4,0,4,0,0,5,53,0,0,0,0,4,21,11,4,3,0,0,0,0,0,3,56,0,17,20,3,7,0,6,3,0,0,0,0,0,0,0,63,0,0,15,14,4,0,3,0,0,0,3,3,0,0,3,45,0,0,0,0,0,10,5,5,0,0,0,0,0,0,0,23,0,0,0,23,7,27,89,268,22,32,29,45,23,15,14,601,0,0,0,3,3,7,9,6,4,0,5,0,0,0,0,34,0,0,0,0,0,0,11,14,8,23,38,10,13,3,0,121,0,0,0,0,3,7,11,12,0,0,5,0,3,4,0,45,0,0,3,8,0,3,0,0
POA3178,0,0,0,0,9,0,12,5,3,0,0,0,3,0,3,36,0,0,0,10,32,133,323,363,44,48,61,79,57,20,38,1225,0,0,14,60,7,3,3,0,0,0,0,0,0,0,0,83,0,3,20,61,17,85,38,21,0,4,5,0,0,0,0,265,0,0,0,0,8,37,30,9,0,6,0,0,0,0,0,101,0,34,35,13,16,9,9,13,3,3,4,4,0,0,3,154,0,16,59,83,4,5,4,0,0,9,0,0,0,3,7,187,0,0,0,3,22,80,46,17,3,3,6,6,4,0,4,196,0,0,7,65,47,185,276,198,22,16,12,15,16,10,14,897,0,3,0,11,10,15,40,12,3,0,5,0,0,0,7,111,0,0,0,0,10,14,43,36,7,17,13,3,3,0,12,157,0,0,0,0,0,9,15,12,0,0,0,0,0,0,0,41,0,0,5,13,16,11,4,0
POA3179,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,3,31,66,107,27,6,11,17,8,3,6,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,5,0,4,3,0,0,0,0,0,0,0,0,14,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,10,0,6,8,3,0,0,3,0,0,0,0,0,0,0,0,28,0,0,7,10,0,3,0,0,0,0,0,0,0,0,0,21,0,0,0,0,4,27,20,10,0,0,0,6,0,0,0,71,0,0,0,12,7,22,93,51,8,8,3,10,5,4,0,224,0,0,0,3,0,9,7,4,0,0,0,0,0,0,0,24,0,0,0,0,0,0,4,10,4,3,0,0,3,0,0,35,0,0,0,0,0,0,3,5,3,5,0,0,0,0,0,19,0,0,0,5,0,3,0,0
POA3180,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,8,27,80,124,18,30,17,38,17,5,15,390,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,3,0,0,3,9,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,16,28,0,4,0,0,0,0,0,0,0,0,0,0,55,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,16,0,0,3,4,10,40,14,20,3,0,0,0,0,0,0,98,0,3,0,10,10,19,41,64,9,3,6,0,4,0,3,184,0,0,0,0,0,15,16,8,0,0,0,0,0,0,0,39,0,0,0,0,0,0,10,13,3,3,0,3,0,0,0,38,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,9,0,0,3,7,4,5,0,0
POA3181,0,0,0,4,9,7,10,11,4,6,10,8,10,6,0,82,0,0,0,3,9,68,51,80,8,16,8,33,36,19,12,354,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,21,0,3,9,5,0,0,6,0,0,0,0,0,0,0,3,38,0,0,0,0,4,8,3,4,0,0,0,0,0,0,0,30,0,15,19,6,4,3,11,15,5,0,7,8,7,4,4,109,0,21,322,214,23,6,4,0,6,3,11,0,4,0,14,628,0,3,0,7,11,17,15,6,7,0,3,5,0,0,0,80,0,0,3,3,7,16,32,73,11,12,20,31,38,33,5,296,0,0,0,3,3,7,16,12,6,8,5,3,4,3,7,70,0,0,0,0,0,4,0,7,3,0,5,0,10,0,3,35,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,9,0,3,3,3,3,6,14,56
POA3182,0,0,3,6,11,6,14,15,8,7,5,8,11,13,0,105,0,0,3,6,6,20,45,78,23,15,22,24,30,18,19,304,0,0,4,16,0,3,4,0,0,0,0,0,0,0,0,35,0,0,4,4,0,3,7,0,0,0,0,0,0,3,0,22,0,0,0,3,3,9,5,0,0,0,0,0,0,0,0,22,0,24,13,7,13,14,14,23,9,5,18,14,16,6,3,182,4,13,52,38,3,3,0,0,0,5,0,0,0,3,3,123,0,0,0,3,3,7,8,8,0,3,3,3,8,0,0,53,0,3,3,14,9,17,63,148,20,16,39,61,89,48,14,545,0,0,3,0,0,3,15,15,0,8,3,0,5,3,4,66,0,0,0,0,4,4,3,11,3,14,11,3,9,0,0,65,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,14,0,4,9,9,14,16,23,97
POA3183,0,0,0,10,7,11,16,15,5,3,12,15,18,4,7,114,0,0,4,0,5,27,30,30,6,8,15,8,26,11,12,190,0,0,0,7,0,3,3,0,0,0,0,0,0,0,0,26,0,6,6,3,0,0,0,0,0,0,3,0,0,0,0,21,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,12,7,23,13,3,4,11,24,16,0,3,0,4,3,0,3,124,0,5,46,43,7,4,3,0,0,0,0,0,0,0,8,122,0,0,0,8,8,8,10,5,0,0,0,5,0,3,0,49,0,0,0,20,11,16,47,187,18,26,43,45,59,38,19,536,0,0,0,0,4,4,9,3,0,0,0,0,9,0,0,32,0,0,0,0,0,7,6,8,0,3,7,5,0,3,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,9,20,50
POA3184,0,0,0,4,12,6,12,19,4,0,4,7,8,0,3,80,0,0,5,0,0,12,17,28,0,0,0,17,16,12,3,103,0,0,3,7,0,3,7,4,0,0,0,0,0,0,0,24,0,6,10,11,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,12,0,17,8,6,14,11,20,16,6,8,3,4,9,3,3,135,0,8,37,25,3,0,0,0,0,0,0,0,0,0,4,85,0,0,0,9,3,3,3,7,4,0,0,6,0,0,0,36,0,0,0,12,6,8,11,54,4,12,14,30,9,6,9,166,0,0,0,3,5,0,3,6,0,0,0,0,0,0,0,26,0,0,0,0,3,0,3,4,3,4,3,0,0,0,0,27,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,9,0,0,0,6,3,13,19,52
