POA_CODE_2016,Canada_Before_1946,Canada_1946_1955,Canada_1956_1965,Canada_1966_1975,Canada_1976_1985,Canada_1986_1995,Canada_1996_2005,Canada_2006_2010,Canada_2011,Canada_2012,Canada_2013,Canada_2014,Canada_2015,Canada_2016,Canada_Yr_arrival_NS,Canada_Tot,China_exc_SARs_Taiw_Bef_1946,China_exc_SARs_Taiwan_46_55,China_exc_SARs_Taiwan_56_65,China_exc_SARs_Taiwan_66_75,China_exc_SARs_Taiwan_76_85,China_exc_SARs_Taiwan_86_95,China_exc_SARs_Taiwan_96_05,China_exc_SARs_Taiwan_06_10,China_exc_SARs_Taiwan_2011,China_exc_SARs_Taiwan_2012,China_exc_SARs_Taiwan_2013,China_exc_SARs_Taiwan_2014,China_exc_SARs_Taiwan_2015,China_exc_SARs_Taiwan_2016,China_exc_SARs_Tawan_arr_ns,China_exc_SARs_Taiwan_Tot,Croatia_Before_1946,Croatia_1946_1955,Croatia_1956_1965,Croatia_1966_1975,Croatia_1976_1985,Croatia_1986_1995,Croatia_1996_2005,Croatia_2006_2010,Croatia_2011,Croatia_2012,Croatia_2013,Croatia_2014,Croatia_2015,Croatia_2016,Croatia_Yr_arrival_NS,Croatia_Tot,Egypt_Before_1946,Egypt_1946_1955,Egypt_1956_1965,Egypt_1966_1975,Egypt_1976_1985,Egypt_1986_1995,Egypt_1996_2005,Egypt_2006_2010,Egypt_2011,Egypt_2012,Egypt_2013,Egypt_2014,Egypt_2015,Egypt_2016,Egypt_Yr_arrival_NS,Egypt_Tot,Fiji_Before_1946,Fiji_1946_1955,Fiji_1956_1965,Fiji_1966_1975,Fiji_1976_1985,Fiji_1986_1995,Fiji_1996_2005,Fiji_2006_2010,Fiji_2011,Fiji_2012,Fiji_2013,Fiji_2014,Fiji_2015,Fiji_2016,Fiji_Yr_arrival_NS,Fiji_Tot,Germany_Before_1946,Germany_1946_1955,Germany_1956_1965,Germany_1966_1975,Germany_1976_1985,Germany_1986_1995,Germany_1996_2005,Germany_2006_2010,Germany_2011,Germany_2012,Germany_2013,Germany_2014,Germany_2015,Germany_2016,Germany_Yr_arrival_NS,Germany_Tot,Greece_Before_1946,Greece_1946_1955,Greece_1956_1965,Greece_1966_1975,Greece_1976_1985,Greece_1986_1995,Greece_1996_2005,Greece_2006_2010,Greece_2011,Greece_2012,Greece_2013,Greece_2014,Greece_2015,Greece_2016,Greece_Yr_arrival_NS,Greece_Tot,Hng_Kng_SAR_China_Bfre_1946,Hng_Kng_SAR_China_1946_1955,Hng_Kng_SAR_China_1956_1965,Hng_Kng_SAR_China_1966_1975,Hng_Kng_SAR_China_1976_1985,Hng_Kng_SAR_China_1986_1995,Hng_Kng_SAR_China_1996_2005,Hng_Kng_SAR_China_2006_2010,Hong_Kong_SAR_China_2011,Hong_Kong_SAR_China_2012,Hong_Kong_SAR_China_2013,Hong_Kong_SAR_China_2014,Hong_Kong_SAR_China_2015,Hong_Kong_SAR_China_2016,Hng_Kng_SAR_Chna_arrival_ns,Hong_Kong_SAR_China_Tot,India_Before_1946,India_1946_1955,India_1956_1965,India_1966_1975,India_1976_1985,India_1986_1995,India_1996_2005,India_2006_2010,India_2011,India_2012,India_2013,India_2014,India_2015,India_2016,India_Yr_arrival_NS,India_Tot,Indonesia_Before_1946,Indonesia_1946_1955,Indonesia_1956_1965,Indonesia_1966_1975,Indonesia_1976_1985,Indonesia_1986_1995,Indonesia_1996_2005,Indonesia_2006_2010,Indonesia_2011,Indonesia_2012,Indonesia_2013,Indonesia_2014,Indonesia_2015,Indonesia_2016,Indonesia_Yr_arrival_ns,Indonesia_Tot,Iran_Before_1946,Iran_1946_1955,Iran_1956_1965,Iran_1966_1975,Iran_1976_1985,Iran_1986_1995,Iran_1996_2005,Iran_2006_2010,Iran_2011,Iran_2012,Iran_2013,Iran_2014,Iran_2015,Iran_2016,Iran_Yr_arrival_NS,Iran_Tot,Iraq_Before_1946,Iraq_1946_1955,Iraq_1956_1965,Iraq_1966_1975,Iraq_1976_1985,Iraq_1986_1995,Iraq_1996_2005,Iraq_2006_2010,Iraq_2011,Iraq_2012,Iraq_2013,Iraq_2014,Iraq_2015,Iraq_2016,Iraq_Yr_arrival_NS,Iraq_Tot,Ireland_Before_1946,Ireland_1946_1955,Ireland_1956_1965,Ireland_1966_1975,Ireland_1976_1985,Ireland_1986_1995,Ireland_1996_2005,Ireland_2006_2010
POA3000,0,0,0,6,3,7,12,9,3,3,6,12,20,24,9,119,0,0,13,5,12,103,498,1375,492,718,1060,1530,1974,1044,612,9431,0,0,5,4,0,3,6,3,0,0,0,0,3,0,0,20,0,0,3,0,3,3,3,3,0,0,0,0,7,6,0,28,0,0,0,3,4,3,3,0,3,3,3,0,3,6,0,34,0,14,3,3,5,5,3,9,6,3,8,11,15,11,10,97,0,3,4,10,3,3,0,0,0,3,0,6,10,0,0,43,0,0,3,7,22,82,103,106,37,66,83,85,93,64,62,816,0,0,0,4,7,25,58,249,102,134,226,336,609,482,90,2326,0,0,0,3,8,17,194,206,94,169,210,262,283,213,31,1687,0,0,0,0,0,3,7,23,5,12,18,8,12,9,0,100,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,10,0,0,3,0,0,4,7,8
POA3002,0,0,0,0,6,4,0,6,0,0,0,0,3,3,0,27,0,0,0,0,0,7,10,6,0,7,3,3,3,7,18,65,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,0,3,3,0,3,0,0,3,0,5,0,3,32,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,3,3,12,3,4,0,0,3,0,3,0,0,27,0,0,0,3,6,3,4,3,4,0,0,0,0,4,0,31,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,11,0,0,0,0,4,3,7,5,0,4,4,3,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,7
POA3003,0,0,0,0,0,0,3,0,3,0,0,4,3,5,0,19,0,0,0,0,15,33,29,75,28,32,28,51,72,29,20,407,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,3,11,20,10,3,11,8,5,10,3,3,77,0,0,0,3,5,6,11,37,20,25,9,35,57,53,10,271,0,0,0,0,0,0,21,12,3,10,8,3,8,3,0,70,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7
POA3004,0,0,0,3,3,3,10,6,0,3,0,8,11,5,0,45,0,3,3,0,0,46,111,200,45,43,44,64,68,39,52,714,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,12,0,3,3,3,0,0,3,0,3,3,0,0,0,0,0,25,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,11,3,15,9,4,3,3,4,8,0,3,3,4,4,0,3,72,0,0,3,3,0,3,0,0,0,3,0,0,0,0,0,19,0,0,0,4,5,24,19,17,7,4,3,5,0,0,0,98,0,0,4,10,7,15,42,74,14,27,40,37,62,39,7,371,0,0,0,0,0,6,45,24,3,4,6,9,9,10,3,131,0,0,0,0,7,3,6,13,5,3,5,3,12,3,0,64,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,3,3,6,3,6,18
POA3005,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,6,4,9,3,0,3,0,13,0,5,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,4,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,4,8,0,0,0,0,3,3,0,15,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3006,0,0,0,3,5,3,9,5,6,6,16,14,13,6,5,83,0,0,0,4,10,91,279,537,149,172,245,342,350,172,124,2472,0,0,4,6,0,3,4,0,0,0,0,6,0,0,0,23,0,3,4,0,0,4,3,0,0,0,0,0,0,0,0,15,0,0,0,4,8,7,6,9,0,0,3,3,0,0,0,36,0,3,5,4,5,10,13,22,0,9,4,3,6,5,0,87,0,0,11,6,0,3,0,0,0,3,8,3,0,0,0,36,0,0,0,0,11,46,54,47,18,14,14,10,13,13,7,252,0,0,0,11,4,31,96,182,44,59,61,105,146,105,19,862,0,0,0,0,3,17,181,117,34,40,40,60,42,30,6,572,0,0,0,0,7,0,7,40,16,15,14,8,4,0,3,119,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,6,0,0,0,0,0,3,5,22
POA3008,0,0,0,0,0,3,3,3,0,0,0,3,6,3,4,29,0,0,0,0,0,52,198,396,106,160,178,222,235,129,81,1755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,3,0,8,0,0,0,0,0,0,6,4,0,23,0,0,0,0,3,7,0,3,0,0,0,0,0,0,0,14,0,4,8,8,0,3,4,15,3,3,5,4,3,0,3,50,0,0,6,6,4,0,6,0,0,0,0,0,0,0,0,23,0,0,0,0,9,23,26,18,0,3,17,3,5,8,7,129,0,0,0,4,3,8,56,157,92,102,133,232,303,223,55,1368,0,0,0,0,0,6,27,29,12,6,5,11,7,21,4,134,0,0,0,0,3,3,4,14,7,9,6,0,7,5,4,64,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,3,7
POA3010,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,9,8,0,4,4,11,9,13,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,3,5,3,24,0,0,0,0,0,0,3,0,0,3,0,0,4,5,0,20,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
POA3011,0,0,0,5,10,8,15,7,3,8,5,3,5,0,0,66,0,0,0,0,16,84,97,103,29,45,52,79,101,51,23,686,0,0,21,54,0,4,11,0,0,0,0,0,0,0,5,95,0,0,6,7,3,4,0,0,0,0,0,0,0,0,0,24,0,0,0,0,4,9,3,3,0,0,0,3,0,0,0,21,0,14,14,8,7,0,11,10,3,0,3,5,4,3,3,75,0,12,109,69,7,3,0,0,0,0,0,0,0,0,8,213,0,0,0,3,13,22,13,13,3,3,3,0,0,6,0,85,0,0,0,7,4,28,75,359,23,67,143,160,161,102,35,1164,0,0,0,0,0,13,35,27,7,8,12,9,20,7,3,145,0,0,0,0,0,0,4,13,10,11,20,3,4,3,0,62,0,0,0,0,0,0,10,12,0,3,0,0,0,0,0,32,0,4,0,12,3,12,13,15
POA3012,0,0,0,0,4,5,3,6,3,3,0,4,3,0,3,40,0,0,0,0,14,65,99,152,33,33,29,32,67,40,18,588,0,3,25,56,3,4,18,0,0,3,0,3,0,0,3,119,0,3,6,3,3,3,9,0,0,0,6,3,0,0,4,42,0,0,0,3,7,13,8,4,0,4,0,8,3,0,3,51,0,35,16,9,9,3,15,3,0,0,0,0,0,0,5,97,0,10,88,100,10,3,3,0,0,0,3,0,0,0,9,234,0,0,0,0,18,45,30,14,0,0,3,4,3,0,0,120,0,0,0,23,4,18,95,361,40,76,114,124,133,115,32,1127,0,0,3,0,5,16,34,28,0,0,3,3,0,4,4,106,0,0,0,0,0,0,11,9,5,23,13,0,0,0,5,77,0,0,0,0,0,0,0,5,3,0,0,0,0,0,4,14,0,8,3,8,5,4,10,19
POA3013,0,0,0,3,3,4,9,5,0,0,3,0,0,0,0,49,0,0,0,0,5,20,25,21,10,3,11,3,13,3,7,118,0,0,10,23,0,8,0,0,0,0,0,0,0,0,0,46,0,0,3,4,3,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,17,0,6,7,3,4,7,10,8,3,0,0,0,0,3,3,55,0,23,128,131,21,4,3,0,0,0,8,0,0,0,8,325,0,0,0,3,3,3,8,0,0,5,0,0,0,0,0,23,0,0,0,6,0,7,7,32,0,9,7,10,5,3,3,95,0,0,0,0,0,9,7,3,0,0,0,0,0,0,0,23,0,0,0,3,0,3,0,0,6,0,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,9,22,12
POA3015,0,0,0,0,3,4,10,11,4,4,3,0,3,4,0,49,0,0,3,0,7,20,25,20,3,4,12,4,7,6,6,115,0,0,12,28,3,7,3,0,0,0,0,0,0,0,7,64,0,0,3,5,0,3,3,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,16,0,30,3,4,6,10,7,14,0,3,5,0,0,0,0,85,0,16,98,60,7,0,0,0,0,0,0,0,0,0,15,200,0,0,0,3,10,0,11,10,0,0,0,0,3,0,0,25,0,0,0,10,12,6,33,60,10,7,12,15,20,16,9,219,0,0,0,0,0,0,13,3,4,0,0,7,0,0,0,25,0,0,0,0,0,0,3,3,3,3,5,0,0,0,0,22,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,13,6,8,6,26,26
POA3016,0,0,3,3,9,10,3,9,0,0,0,5,0,0,0,43,0,0,0,0,0,18,14,13,0,3,7,8,3,0,4,72,0,0,24,40,3,5,0,0,0,0,0,3,0,0,0,75,0,3,11,6,8,0,0,3,0,0,0,0,0,3,0,28,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,13,0,28,8,9,5,5,11,19,3,0,0,0,0,4,0,84,0,21,43,27,3,0,0,3,0,0,0,0,0,0,0,95,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,10,0,0,4,12,8,4,11,21,4,4,0,5,6,8,0,85,0,0,0,0,0,5,7,3,5,0,0,0,0,0,0,22,0,0,0,0,3,5,4,3,0,0,4,7,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,12,13,7,16,11
POA3018,0,0,0,0,6,3,8,5,3,0,0,0,0,0,0,26,0,0,4,0,0,22,41,38,8,5,3,10,8,3,4,159,0,3,18,22,0,6,6,0,0,0,0,0,3,0,0,71,0,3,7,0,0,3,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,14,0,50,23,4,3,3,8,17,0,5,10,3,0,0,3,131,0,9,22,24,3,3,0,3,0,0,0,0,0,0,3,72,0,0,0,3,4,4,5,0,0,0,0,0,0,0,0,24,0,0,4,11,12,13,19,83,6,3,20,16,19,5,3,210,0,0,0,0,0,3,4,5,3,0,0,0,5,3,3,29,0,0,0,0,0,3,0,0,0,3,0,0,0,5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,8,16,4,11,3,20
POA3019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,20,50,69,62,10,9,18,15,10,4,19,277,0,0,7,11,4,0,9,0,0,0,3,0,0,0,0,28,0,0,0,4,3,0,3,0,0,3,0,0,0,0,0,14,0,0,3,0,0,15,6,3,0,0,0,0,3,0,0,33,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,5,8,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,4,12,9,6,0,3,0,3,0,0,0,42,0,0,0,3,3,3,42,173,23,22,41,82,67,45,23,530,0,0,0,0,4,8,19,3,0,3,0,0,4,3,0,46,0,0,0,0,0,0,3,0,7,11,9,0,0,0,0,32,0,0,0,0,0,0,3,5,11,4,4,0,0,0,0,21,0,0,0,3,0,0,0,6
POA3020,0,0,0,3,0,4,7,3,0,6,0,0,0,3,0,28,0,0,0,0,27,124,183,201,31,22,28,32,48,21,14,733,0,3,40,163,11,37,22,0,5,0,0,0,0,0,16,300,0,6,27,22,0,6,13,6,4,0,3,0,0,0,11,103,0,0,0,0,14,43,33,15,0,0,8,3,3,6,5,131,0,80,31,7,4,5,13,7,3,0,0,0,3,3,7,155,0,72,291,207,31,4,4,0,3,10,4,6,3,3,19,657,0,0,0,5,15,68,17,14,3,3,3,0,3,0,5,143,0,0,3,50,23,50,129,702,57,68,166,205,161,131,68,1807,0,0,0,3,16,21,32,17,3,0,9,0,3,3,3,106,0,0,0,0,0,0,3,17,48,82,104,0,14,3,13,288,0,0,0,0,0,8,4,17,21,6,3,0,0,4,0,65,0,0,7,13,0,7,4,11
POA3021,0,0,0,0,0,6,4,4,0,0,0,0,0,0,0,19,0,3,7,0,19,114,145,175,14,13,30,11,14,16,21,578,0,22,140,475,36,56,59,0,0,0,6,0,0,0,28,826,0,14,39,74,18,38,29,41,14,8,21,4,9,4,9,320,0,0,0,3,12,37,29,34,3,5,3,0,7,0,7,148,0,202,77,32,17,6,24,5,0,0,0,0,0,0,16,375,0,60,301,223,23,15,6,0,0,4,3,0,3,0,20,665,0,0,0,0,17,63,31,14,3,0,4,0,0,0,3,142,0,0,0,67,27,78,207,1260,71,92,206,469,324,218,110,3124,0,0,0,0,6,32,13,6,3,0,3,3,4,0,0,78,0,0,0,0,0,5,13,7,37,21,57,4,0,4,3,160,0,0,0,0,3,6,15,10,3,0,19,7,18,32,13,132,0,0,10,8,5,3,0,3
POA3022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,6,12,0,0,3,0,0,0,0,28,0,0,8,8,3,0,0,0,0,0,0,0,0,0,0,20,0,0,5,3,0,0,4,0,0,0,0,0,0,0,3,12,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,13,0,33,10,0,0,0,0,0,0,0,0,0,0,0,3,51,0,3,13,11,3,0,0,0,0,0,0,0,0,0,3,33,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,12,0,0,0,4,0,3,15,35,4,8,13,6,9,4,3,107,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,10,0,0,0,0,0,3,0,4,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0
POA3023,0,0,0,4,0,3,10,7,0,0,0,0,0,0,0,30,0,0,0,3,14,93,264,297,43,41,30,29,26,19,50,899,0,6,28,185,16,63,56,7,0,4,0,6,4,0,13,398,0,7,16,37,6,72,73,81,20,21,26,16,12,3,13,406,0,0,0,0,9,113,77,69,8,7,4,3,3,0,14,306,0,63,28,16,11,10,30,0,0,0,0,0,3,0,12,172,0,13,73,86,21,3,4,0,0,0,10,7,0,0,13,229,0,0,0,7,21,74,35,18,0,0,0,0,4,0,18,175,0,4,0,69,51,142,753,1166,98,105,152,169,151,114,95,3078,0,0,0,0,12,43,90,39,0,0,6,3,6,7,6,209,0,0,0,0,3,12,13,15,24,19,19,3,12,4,7,130,0,0,0,0,3,18,36,49,14,10,55,25,38,73,33,357,0,3,12,12,10,9,6,10
POA3024,0,0,3,0,3,0,9,3,5,0,0,0,3,0,0,19,0,0,0,0,0,5,27,42,6,3,0,0,3,7,0,102,0,0,7,17,0,0,12,0,0,0,0,0,0,0,0,47,0,0,7,0,0,0,24,6,6,3,0,0,0,0,3,47,0,0,0,0,8,21,28,33,10,5,16,4,0,9,0,126,0,11,6,3,7,3,3,9,0,0,0,0,3,3,0,51,0,3,10,14,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,6,6,11,4,0,0,0,0,0,3,30,0,0,0,9,5,21,341,893,95,94,115,86,102,62,66,1882,0,0,0,0,0,9,18,11,0,3,0,0,0,0,0,49,0,0,0,0,4,0,0,7,0,6,5,0,0,0,0,25,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,16,0,3,4,4,6,8,0,0
POA3025,0,0,0,0,0,0,3,4,0,3,0,0,0,0,0,15,0,0,0,0,4,10,22,23,7,5,0,0,8,4,4,82,0,3,52,54,0,0,6,0,0,0,0,0,0,0,0,119,0,0,3,8,0,0,3,0,0,0,0,0,3,0,0,21,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,7,0,32,14,3,0,0,3,3,3,0,0,8,0,0,5,77,3,33,221,118,3,4,4,0,0,0,0,4,0,0,16,408,0,0,4,0,0,13,15,0,0,0,0,0,0,0,0,36,0,0,0,13,0,3,15,52,9,10,19,27,21,7,0,186,0,0,0,0,0,4,11,16,0,3,5,5,0,0,5,57,0,0,0,0,0,0,0,0,3,7,10,0,5,0,5,24,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,16,0,0,0,6,0,0,4,24
POA3026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3027,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,13,0,0,0,0,0,25,134,167,23,40,16,18,38,18,23,507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,13,0,0,0,0,0,3,5,11,3,0,0,0,0,0,0,27,0,3,0,0,3,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,9,12,7,0,3,0,3,3,3,0,38,0,0,0,0,0,18,331,418,59,66,53,75,75,43,36,1183,0,0,0,0,0,10,74,33,0,4,0,0,3,0,3,135,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
POA3028,0,0,0,4,3,5,3,3,0,0,0,0,0,0,0,21,0,0,0,7,7,65,159,167,27,32,24,31,19,25,20,581,0,3,49,78,9,20,16,0,0,0,0,0,6,0,6,196,0,0,14,20,12,10,9,3,0,0,0,0,5,0,4,71,0,0,0,3,6,19,19,16,0,0,4,3,0,0,0,68,0,34,25,5,0,6,8,5,0,0,0,0,0,3,0,96,0,21,88,124,19,10,4,3,3,7,3,0,0,0,9,283,0,0,0,0,3,18,20,4,0,0,0,3,6,0,0,50,0,0,0,19,7,49,193,669,60,84,133,245,183,116,49,1818,0,0,0,3,3,17,50,17,8,5,7,3,0,3,5,119,0,0,0,0,3,5,4,19,0,19,33,7,3,0,3,97,0,0,0,0,3,3,20,6,3,0,0,0,0,0,0,36,0,8,9,22,4,17,4,9
POA3029,0,0,0,12,8,7,16,11,0,0,3,3,4,0,5,74,0,0,6,0,16,99,330,529,72,97,52,88,62,25,58,1424,0,5,37,71,18,8,42,6,0,0,0,0,3,0,6,199,0,3,13,11,6,30,44,34,9,0,3,0,3,0,8,171,0,0,0,8,23,126,132,105,30,16,19,23,15,5,10,511,0,80,30,18,18,12,16,17,0,0,7,0,0,0,5,205,0,24,60,91,21,7,3,12,4,3,0,3,0,0,5,240,0,0,0,0,13,70,69,24,3,9,0,3,5,3,7,203,0,0,0,54,39,205,2204,5950,560,618,673,822,813,590,389,12928,0,0,0,0,17,43,164,84,26,18,19,4,8,5,12,403,0,0,0,4,5,12,14,34,8,15,55,7,0,0,7,161,0,0,0,0,0,11,40,21,24,18,4,3,7,8,12,156,0,0,18,21,9,14,9,15
POA3030,0,0,0,9,5,19,27,30,7,6,3,8,4,0,3,127,0,0,8,5,21,179,970,1147,245,255,243,174,151,84,151,3632,0,7,38,102,6,32,47,3,3,5,4,0,3,0,3,244,0,0,18,34,10,26,47,42,16,0,13,3,3,7,3,214,0,0,0,0,23,82,93,72,14,14,25,11,16,11,4,367,0,94,60,34,18,21,37,36,3,9,0,0,12,0,13,333,5,58,79,72,17,16,5,4,7,17,10,3,3,3,4,297,0,0,0,13,16,74,104,55,22,18,9,18,21,3,14,355,0,3,8,70,56,153,1565,2703,323,368,371,434,390,247,157,6857,0,0,0,0,14,63,422,197,22,25,21,20,33,10,13,848,0,0,0,0,3,16,29,50,30,38,98,11,18,0,3,297,0,0,0,0,3,12,32,19,3,15,14,3,7,20,0,127,0,5,18,20,15,20,28,57
POA3031,0,0,0,11,7,4,7,9,3,4,10,9,11,0,0,64,0,0,3,0,22,113,128,102,16,12,21,25,47,21,18,540,0,0,0,14,0,3,0,0,0,0,0,0,0,0,0,19,0,0,3,18,8,6,14,8,0,0,4,3,0,0,0,68,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,10,0,16,3,5,10,3,12,8,4,6,7,3,3,0,0,74,0,3,28,30,0,0,0,0,0,0,0,0,0,0,3,65,0,0,0,3,23,27,19,3,3,0,0,3,0,0,3,83,0,0,0,12,16,10,30,71,9,24,11,25,26,28,3,259,0,0,0,0,0,11,25,9,0,0,3,0,0,0,0,63,0,0,0,0,0,3,8,9,3,3,0,3,3,3,0,37,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,3,8,0,13,11,20
POA3032,0,0,4,9,3,4,5,11,4,0,4,4,10,4,0,67,0,9,10,10,47,193,179,245,48,70,73,109,141,91,41,1254,0,0,20,52,4,6,10,4,0,0,0,0,0,0,3,101,0,3,13,14,3,12,13,12,0,0,3,10,0,0,4,84,0,0,0,0,11,8,10,6,0,0,0,0,0,0,0,39,0,24,5,10,9,3,11,6,3,3,4,4,3,0,3,84,0,17,105,77,8,8,0,0,0,0,3,4,0,0,3,231,0,0,0,5,15,49,36,25,3,3,9,4,0,4,0,164,0,0,3,27,6,12,63,219,40,53,70,122,97,46,17,782,0,0,3,3,8,10,43,23,10,9,3,9,9,16,3,148,0,0,0,0,3,5,11,18,23,25,28,15,13,6,8,152,0,0,0,0,0,7,15,3,0,0,0,0,6,0,3,40,0,0,8,12,7,7,25,22
POA3033,0,0,3,3,0,3,5,0,0,0,0,0,3,0,3,23,0,0,0,0,9,50,44,24,0,7,5,0,16,5,0,164,3,0,29,57,3,5,0,0,0,3,0,0,3,0,3,113,0,18,27,25,5,25,3,11,5,3,0,0,0,0,3,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,35,17,6,0,0,8,3,0,0,0,0,0,0,0,70,0,33,123,82,9,3,0,0,3,3,3,5,0,0,20,290,0,0,0,0,8,17,6,4,0,0,0,0,0,0,0,35,0,0,0,24,15,31,56,80,6,10,7,13,14,9,11,268,0,0,0,0,0,4,4,3,0,0,0,0,0,0,0,20,0,0,0,16,3,9,8,3,0,10,24,3,0,0,0,72,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,13,0,0,0,3,0,3,13,4
