POA_CODE_2016,P_PGrad_Deg_35_44,P_PGrad_Deg_45_54,P_PGrad_Deg_55_64,P_PGrad_Deg_65_74,P_PGrad_Deg_75_84,P_PGrad_Deg_85ov,P_PGrad_Deg_Total,P_GradDip_and_GradCert_15_24,P_GradDip_and_GradCert_25_34,P_GradDip_and_GradCert_35_44,P_GradDip_and_GradCert_45_54,P_GradDip_and_GradCert_55_64,P_GradDip_and_GradCert_65_74,P_GradDip_and_GradCert_75_84,P_GradDip_and_GradCert_85ov,P_GradDip_and_GradCert_Total,P_BachDeg_15_24,P_BachDeg_25_34,P_BachDeg_35_44,P_BachDeg_45_54,P_BachDeg_55_64,P_BachDeg_65_74,P_BachDeg_75_84,P_BachDeg_85ov,P_BachDeg_Total,P_AdvDip_and_Dip_15_24,P_AdvDip_and_Dip_25_34,P_AdvDip_and_Dip_35_44,P_AdvDip_and_Dip_45_54,P_AdvDip_and_Dip_55_64,P_AdvDip_and_Dip_65_74,P_AdvDip_and_Dip_75_84,P_AdvDip_and_Dip_85ov,P_AdvDip_and_Dip_Total,P_Cert_III_IV_15_24,P_Cert_III_IV_25_34,P_Cert_III_IV_35_44,P_Cert_III_IV_45_54,P_Cert_III_IV_55_64,P_Cert_III_IV_65_74,P_Cert_III_IV_75_84,P_Cert_III_IV_85ov,P_Cert_III_IV_Total,P_Cert_I_II_15_24,P_Cert_I_II_25_34,P_Cert_I_II_35_44,P_Cert_I_II_45_54,P_Cert_I_II_55_64,P_Cert_I_II_65_74,P_Cert_I_II_75_84,P_Cert_I_II_85ov,P_Cert_I_II_Total,P_Cert_Levl_nfd_15_24,P_Cert_Levl_nfd_25_34,P_Cert_Levl_nfd_35_44,P_Cert_Levl_nfd_45_54,P_Cert_Levl_nfd_55_64,P_Cert_Levl_nfd_65_74,P_Cert_Levl_nfd_75_84,P_Cert_Levl_nfd_85ov,P_Cert_Levl_nfd_Total,P_Cert_Lev_Tot_15_24,P_Cert_Lev_Tot_25_34,P_Cert_Lev_Tot_35_44,P_Cert_Lev_Tot_45_54,P_Cert_Lev_Tot_55_64,P_Cert_Lev_Tot_65_74,P_Cert_Lev_Tot_75_84,P_Cert_Lev_Tot_85ov,P_Cert_Lev_Tot_Total,P_Lev_Edu_IDes_15_24,P_Lev_Edu_IDes_25_34,P_Lev_Edu_IDes_35_44,P_Lev_Edu_IDes_45_54,P_Lev_Edu_IDes_55_64,P_Lev_Edu_IDes_65_74,P_Lev_Edu_IDes_75_84,P_Lev_Edu_IDes_85ov,P_Lev_Edu_IDes_Total,P_Lev_Edu_NS_15_24,P_Lev_Edu_NS_25_34,P_Lev_Edu_NS_35_44,P_Lev_Edu_NS_45_54,P_Lev_Edu_NS_55_64,P_Lev_Edu_NS_65_74,P_Lev_Edu_NS_75_84,P_Lev_Edu_NS_85ov,P_Lev_Edu_NS_Total,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Total
POA3231,3,12,18,15,3,0,60,0,3,6,8,10,4,0,0,34,5,17,34,56,71,33,20,5,238,8,14,14,21,32,37,23,0,145,10,18,25,34,45,21,8,6,159,3,0,0,0,0,0,0,0,10,0,0,0,10,7,4,7,0,27,9,17,25,46,56,26,14,6,196,0,0,0,0,0,0,0,0,3,15,7,17,19,18,22,16,0,111,38,57,100,160,213,136,75,12,793
POA3232,3,9,8,6,3,0,36,0,4,4,3,7,8,3,0,26,3,26,34,19,33,33,8,3,167,0,16,11,12,19,21,8,0,93,6,20,19,28,38,18,3,3,144,0,0,0,0,4,0,0,0,9,0,3,0,0,5,3,3,0,14,6,27,20,30,47,23,10,5,171,0,0,3,0,0,3,0,0,9,9,25,15,13,31,22,24,8,138,22,104,88,83,146,123,61,27,647
POA3233,8,3,13,12,6,0,52,0,7,5,13,11,9,3,3,50,5,35,31,37,45,48,10,9,218,8,24,30,26,43,42,12,3,190,20,57,51,49,69,57,16,4,322,4,3,0,4,0,0,0,0,16,0,8,5,9,11,9,0,0,38,21,62,60,57,87,64,16,4,376,0,3,0,0,0,5,0,0,15,31,24,19,31,49,46,19,14,232,68,161,153,172,254,224,72,26,1128
POA3234,0,0,3,5,0,0,7,0,0,0,0,0,0,0,0,4,0,4,12,8,3,7,0,0,29,0,0,3,0,5,0,0,0,12,0,8,0,6,7,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,10,0,0,0,30,0,0,0,0,3,0,0,0,0,0,4,3,6,7,5,0,0,17,0,22,16,20,36,10,3,0,101
POA3235,3,0,5,3,0,0,14,0,0,4,3,3,0,0,0,7,0,3,9,3,13,6,0,0,40,0,0,10,12,21,6,0,0,48,11,7,14,11,8,3,0,0,57,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,15,7,13,13,12,3,0,0,68,0,0,3,0,3,0,0,0,5,3,8,8,4,10,3,0,0,28,19,19,47,40,68,23,4,0,218
POA3236,0,7,4,3,0,0,14,0,0,0,0,0,0,0,0,6,0,0,6,6,5,3,0,0,24,3,0,3,7,7,0,0,0,24,5,3,4,8,8,7,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,4,8,8,5,0,0,41,0,0,0,0,0,0,0,0,0,5,0,3,3,13,4,0,0,30,16,4,15,32,44,19,3,0,136
POA3237,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,4,0,4,3,0,6,7,3,0,22,0,0,4,3,4,0,0,0,13,4,3,10,12,17,5,0,0,50,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,4,3,7,14,17,5,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,0,20,7,14,16,28,28,26,7,0,129
POA3238,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,3,0,3,5,15,6,4,0,0,43,0,3,3,3,3,0,0,0,17,0,0,4,6,8,9,0,0,24,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,4,10,9,0,0,35,0,0,0,0,0,0,0,0,3,3,3,3,9,0,4,9,0,24,3,10,19,39,26,25,10,0,128
POA3239,0,0,3,0,0,0,4,0,0,0,0,4,0,0,0,3,0,6,4,11,10,8,4,0,45,3,4,4,10,11,8,0,0,39,5,13,11,16,15,4,0,0,69,0,0,0,0,0,3,0,0,7,0,0,0,3,0,0,0,0,3,8,9,16,20,15,10,0,0,75,0,0,0,0,0,0,0,0,0,8,3,4,6,6,11,6,3,56,20,26,38,48,46,34,16,4,217
POA3240,18,14,13,6,0,0,56,0,3,9,7,9,0,0,0,36,6,33,66,53,50,24,0,0,222,0,17,30,59,32,18,13,0,170,23,45,79,88,71,29,13,0,349,3,5,0,0,0,0,0,0,11,4,4,11,9,3,3,0,4,42,34,55,96,105,75,26,9,5,397,0,0,0,0,7,0,0,0,5,27,8,10,27,22,9,15,0,122,67,121,223,261,202,93,34,7,1014
POA3241,4,8,7,7,4,0,35,0,0,3,9,6,3,6,0,22,5,32,52,42,41,17,3,7,200,14,21,28,40,31,26,11,4,178,49,69,76,102,68,47,15,8,434,5,3,4,3,4,3,0,0,25,3,3,5,8,3,12,3,0,34,51,79,81,113,85,58,21,8,496,0,4,0,0,3,3,4,3,17,25,28,30,32,54,46,28,23,267,93,174,200,246,228,168,69,35,1214
POA3242,0,4,3,3,0,0,18,0,0,3,0,7,3,0,0,18,4,14,20,15,13,15,0,0,87,0,7,13,17,20,10,3,0,71,9,28,28,31,20,11,4,0,130,0,0,0,0,0,4,0,0,7,3,3,3,0,0,4,0,0,12,11,29,30,31,20,18,4,0,147,0,0,0,0,0,4,0,0,3,14,3,3,8,11,16,12,0,71,25,67,68,78,74,74,23,3,424
POA3243,3,0,0,0,0,0,8,0,0,0,3,0,0,0,0,3,3,6,3,11,6,8,0,0,36,0,4,11,9,13,7,0,0,37,3,4,9,8,8,6,0,0,47,0,0,0,3,0,0,0,0,3,0,0,3,0,3,0,0,0,8,3,4,15,13,11,6,0,0,57,0,0,0,0,0,0,0,0,3,6,3,0,3,3,5,0,3,29,10,19,29,35,42,25,4,3,171
POA3249,7,12,17,9,0,0,50,0,5,4,10,12,9,0,0,36,4,25,51,46,47,47,13,0,231,9,23,29,56,63,35,4,3,231,36,94,98,127,103,40,12,9,522,4,8,3,4,6,3,0,0,36,3,11,6,10,13,5,0,0,51,42,113,107,145,121,57,12,9,606,0,0,3,3,3,3,0,0,11,30,24,40,48,60,49,31,12,295,89,197,247,313,330,207,62,27,1462
POA3250,14,26,21,19,8,3,113,3,13,21,22,27,21,6,0,121,36,169,152,85,122,81,29,12,685,34,116,128,150,156,89,42,14,737,243,450,356,343,299,162,83,25,1953,27,30,22,16,16,4,0,0,118,24,36,38,31,28,16,8,8,186,294,512,412,388,348,180,92,25,2257,4,9,7,14,9,7,4,0,47,129,123,82,157,168,180,170,101,1115,508,962,830,833,855,571,342,162,5069
POA3251,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,7,6,0,3,3,0,28,4,0,3,3,7,3,0,0,21,7,18,12,21,9,6,9,0,82,0,0,0,3,0,0,0,0,4,0,3,0,3,4,0,0,0,13,5,26,14,22,17,6,9,0,101,0,0,0,0,3,0,0,0,6,6,3,4,9,10,13,10,0,59,20,35,36,47,35,32,19,0,217
POA3254,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,7,0,0,0,4,3,3,0,0,12,3,12,14,10,14,3,0,0,63,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,19,14,10,14,3,0,0,65,0,0,0,0,0,0,0,0,3,6,3,3,8,3,3,0,0,28,16,26,17,24,25,11,0,0,114
POA3260,14,10,12,13,0,0,51,0,8,10,9,19,3,3,0,52,19,65,67,55,44,36,8,4,305,15,27,39,63,63,57,17,6,288,79,130,135,152,104,72,31,5,717,14,10,9,5,12,3,0,0,52,3,10,10,10,15,19,7,3,78,96,143,155,172,133,100,44,10,847,0,3,3,0,0,9,3,0,15,39,33,39,66,86,104,82,36,495,164,291,326,382,348,322,163,52,2053
POA3264,5,3,3,0,0,0,21,0,6,4,8,9,0,0,0,31,7,19,25,24,27,16,0,0,121,4,19,27,12,27,19,3,3,112,43,62,66,62,55,23,17,0,333,3,3,8,0,5,0,0,0,22,0,3,4,4,5,6,0,0,29,48,66,72,69,70,32,19,7,384,0,0,0,3,3,3,0,0,7,37,23,24,35,42,56,52,23,307,96,142,164,159,181,120,86,36,984
POA3265,0,9,4,0,0,0,16,0,9,12,7,15,3,0,0,44,6,38,45,47,30,3,3,0,180,3,31,38,44,42,14,0,0,183,46,84,75,94,61,23,4,0,391,3,3,10,7,4,0,0,0,33,3,4,5,13,11,3,0,0,40,54,96,89,112,80,26,4,0,461,0,0,0,0,0,0,0,0,3,42,22,22,36,49,35,20,5,227,110,191,211,259,217,79,29,8,1105
POA3266,4,0,0,3,0,0,10,0,7,9,11,6,12,3,0,37,6,34,31,37,34,11,3,0,157,12,14,29,40,34,21,8,5,159,63,79,91,119,78,22,18,4,474,8,10,3,4,0,0,0,0,24,3,8,15,7,4,0,0,0,35,77,91,106,131,80,23,15,4,543,0,3,0,0,0,3,5,0,10,36,27,27,37,26,49,45,18,259,127,184,206,254,173,123,82,29,1177
POA3267,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,4,0,0,4,3,3,0,0,0,11,0,0,0,3,3,0,0,0,6,3,11,0,8,3,0,0,0,27,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,7,14,0,5,3,3,0,0,38,0,0,0,0,0,0,0,0,0,0,0,5,6,8,0,0,0,25,7,19,13,22,21,6,0,0,88
POA3268,6,3,4,0,3,0,23,3,0,9,3,8,0,0,0,24,6,45,43,33,35,17,0,0,186,10,27,31,29,27,13,10,3,151,32,76,82,84,72,19,7,4,382,3,3,6,0,3,3,0,0,22,4,3,8,13,7,0,3,0,30,42,77,93,100,79,19,14,4,429,0,0,3,0,3,0,0,0,9,42,23,29,35,41,46,24,12,255,108,180,210,209,203,101,49,19,1082
POA3269,0,5,7,0,0,0,14,0,3,0,0,3,0,0,0,7,0,12,12,14,11,7,0,0,58,0,12,6,8,5,8,0,0,41,7,23,23,26,11,8,0,0,100,0,0,0,4,3,0,0,0,10,0,0,0,3,3,4,0,0,10,7,25,27,32,19,13,0,0,122,0,0,0,0,0,0,0,0,0,16,17,13,23,23,9,8,0,98,23,72,61,77,70,34,6,0,347
POA3270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,7,3,3,4,0,0,20,3,0,0,7,9,5,0,0,28,0,9,9,9,8,3,0,0,34,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,5,12,9,9,8,9,3,0,47,0,0,0,0,0,0,0,0,0,3,0,3,3,5,3,0,7,34,8,24,18,25,29,26,10,7,131
POA3271,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,12,0,0,3,6,6,0,0,0,26,4,0,3,5,6,4,0,0,23,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,4,4,3,10,7,4,0,0,30,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3,3,0,19,13,9,7,20,26,7,0,0,84
POA3272,3,3,6,0,0,0,15,0,0,0,3,4,0,0,0,15,5,15,26,11,13,14,7,0,90,3,15,18,23,27,13,7,3,113,25,45,39,44,41,26,7,0,237,3,0,0,3,0,0,0,0,13,0,0,3,11,3,4,0,0,25,30,53,42,58,51,30,12,0,277,0,0,0,0,4,3,3,0,14,14,5,9,23,12,29,25,17,130,54,90,102,122,116,88,49,23,649
POA3273,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,12,0,0,0,3,0,3,0,0,13,0,0,3,3,7,0,0,0,15,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,3,0,0,3,6,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,6,7,3,0,0,22,10,12,7,18,19,14,4,0,72
POA3274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,11,3,3,3,0,0,18,8,3,3,8,0,3,0,0,25,3,9,8,6,13,4,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,8,9,8,8,13,4,0,0,37,0,0,0,0,0,0,0,0,0,3,0,0,5,7,3,3,0,26,12,17,23,23,25,11,4,4,121
POA3275,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,3,4,13,10,0,0,0,0,25,3,6,5,10,3,3,0,0,27,10,21,13,25,13,5,0,0,89,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,13,21,18,25,13,5,0,0,90,0,0,0,0,0,0,0,0,3,6,0,6,9,4,3,3,0,37,23,32,45,53,24,7,3,0,189
POA3276,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,13,5,7,0,5,0,0,33,0,6,5,15,11,4,0,0,38,3,5,20,21,13,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,3,4,6,0,0,0,12,9,5,20,27,22,0,0,0,81,0,0,0,0,0,0,0,0,0,7,0,3,4,15,0,10,3,44,16,20,41,53,43,14,9,3,212
POA3277,4,5,8,0,0,0,25,0,7,3,0,4,3,0,0,16,7,32,35,24,23,9,0,0,136,5,27,23,15,27,11,3,0,114,49,77,73,60,43,19,7,0,322,9,3,5,3,0,0,0,0,15,4,3,8,3,4,4,0,0,26,58,80,89,71,45,25,7,0,369,0,0,0,0,3,0,0,0,5,36,22,30,36,24,23,11,8,188,101,164,189,156,132,75,27,12,859
POA3278,3,0,0,0,0,0,3,0,0,7,3,0,0,0,0,4,0,3,4,0,3,0,0,0,13,0,6,3,6,3,3,0,0,19,6,11,12,10,3,4,0,0,43,3,0,0,0,0,0,0,0,3,4,0,0,0,0,3,0,0,9,11,10,12,11,5,8,0,0,57,0,0,0,0,0,0,0,0,0,6,4,8,7,7,6,0,0,34,14,22,34,27,20,15,0,3,132
POA3279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,7,5,0,4,0,0,18,0,6,5,5,0,0,0,0,18,4,3,16,9,10,0,3,0,46,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,4,6,3,14,9,9,4,3,0,53,0,0,0,0,4,0,0,0,3,12,3,3,4,0,3,3,0,35,17,19,29,27,16,16,3,0,131
POA3280,135,112,99,69,12,0,531,0,111,130,143,118,48,9,7,569,194,772,667,523,446,225,90,29,2944,131,396,370,448,392,265,105,31,2134,589,1002,931,839,685,410,177,57,4702,61,89,56,43,48,24,3,0,329,49,68,85,67,79,47,16,13,413,702,1168,1069,955,810,475,197,74,5448,13,20,17,22,27,27,14,7,150,375,280,275,388,431,452,428,245,2880,1421,2836,2670,2586,2327,1564,858,398,14648
POA3281,5,5,8,4,4,0,33,0,6,13,7,5,3,0,0,30,13,24,50,37,20,17,0,0,162,4,7,37,31,29,11,4,0,122,27,52,81,68,31,15,3,0,282,4,3,0,4,3,3,0,0,17,0,3,4,6,3,3,0,0,27,27,62,85,79,46,22,5,0,322,0,0,0,0,3,0,0,0,8,20,10,17,13,29,24,6,0,123,65,112,206,174,135,82,16,8,803
POA3282,6,11,6,8,0,0,32,0,8,19,7,4,0,0,0,37,3,40,46,38,43,15,4,0,191,7,29,36,29,30,26,7,0,166,39,89,99,91,52,31,11,3,420,0,5,5,6,7,0,0,0,23,3,0,6,3,7,6,3,0,32,45,92,118,100,68,41,15,3,478,0,0,0,0,5,3,0,0,8,33,17,31,28,39,29,19,3,205,87,190,248,221,197,121,52,8,1119
POA3283,7,4,5,4,0,0,30,0,0,4,9,11,4,0,0,26,4,15,36,28,27,12,0,0,119,0,13,21,31,18,14,0,0,97,21,26,37,44,51,13,3,0,195,0,3,0,3,0,0,0,0,10,3,3,8,6,4,3,0,0,26,27,34,40,52,52,15,3,0,227,0,0,0,0,0,0,0,0,3,23,9,21,24,15,12,8,4,120,51,78,121,154,130,65,13,4,620
POA3284,21,22,27,19,4,0,99,0,8,13,13,24,20,3,0,83,9,62,118,59,83,60,16,3,418,0,30,35,49,58,57,21,8,263,27,95,84,82,85,56,22,10,460,10,4,5,5,4,8,0,0,31,0,6,7,7,15,11,4,0,49,36,106,94,94,107,72,27,14,539,0,0,0,0,4,6,6,4,15,28,23,30,34,63,66,61,40,354,69,245,317,274,365,301,131,73,1772
POA3285,10,11,12,4,0,0,38,0,0,3,10,4,0,0,0,24,0,13,19,18,29,8,0,0,97,3,12,17,27,17,16,0,0,84,18,17,37,61,42,23,4,0,209,0,3,0,0,0,0,0,0,9,0,3,8,0,0,0,0,0,13,18,22,47,68,48,21,4,0,230,0,0,0,0,0,0,0,0,3,16,4,15,21,23,27,14,3,130,43,54,126,155,128,80,20,9,603
POA3286,0,4,0,3,0,0,5,0,0,3,0,0,0,0,0,3,0,6,8,4,3,3,0,0,31,0,5,8,14,10,3,3,0,48,3,11,10,20,19,7,0,0,71,3,0,0,0,0,0,0,0,4,0,3,0,0,0,4,0,0,8,5,14,12,24,22,11,0,0,91,0,0,0,0,0,0,0,0,0,0,0,9,8,9,19,6,4,51,5,23,41,58,37,36,12,8,226
POA3287,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,4,0,7,15,4,5,0,0,0,34,0,3,6,11,0,4,7,0,27,11,16,11,13,4,0,0,0,61,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,14,14,12,20,8,0,0,0,72,0,3,0,0,0,0,0,0,6,3,3,4,12,7,3,0,0,31,17,34,39,46,24,11,10,0,175
POA3289,0,0,6,0,4,0,13,0,3,0,0,5,3,0,0,10,7,17,9,12,11,3,0,7,54,0,9,9,10,16,9,3,0,54,18,9,17,27,25,10,4,8,117,0,0,3,4,0,0,0,0,12,0,0,0,3,8,6,0,0,15,17,16,19,33,29,14,6,8,144,0,0,0,0,3,0,0,0,8,7,4,9,14,14,10,3,3,60,33,44,45,65,82,51,12,12,347
POA3292,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,0,0,12,0,0,0,0,8,12,3,0,20,0,0,4,8,9,11,0,3,31,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,7,0,0,4,10,14,15,4,3,41,0,0,0,0,0,0,0,0,0,3,3,3,0,0,3,0,0,12,3,3,16,8,23,32,6,3,91
POA3293,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,3,0,4,5,0,5,3,0,0,23,0,0,3,3,9,0,3,0,22,3,4,4,8,13,3,0,0,39,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,3,5,11,6,17,3,0,0,47,0,0,0,0,0,0,0,0,0,0,0,4,10,9,7,10,0,41,5,15,29,25,42,13,15,0,140
POA3294,10,0,7,6,0,0,22,3,0,8,5,0,0,0,0,25,3,21,31,15,13,16,0,4,105,0,6,18,16,22,7,5,0,86,13,16,22,37,28,13,4,3,135,0,0,3,0,0,3,0,0,11,5,0,0,5,0,0,0,0,10,19,17,27,41,30,14,4,3,153,0,0,0,3,0,0,0,0,10,16,11,12,13,20,17,9,3,102,36,60,101,98,102,60,15,15,492
POA3300,32,34,19,23,11,0,144,3,23,32,47,37,13,0,0,148,42,178,159,126,156,96,28,16,796,29,81,112,120,127,84,51,14,622,202,312,254,317,287,200,51,22,1646,46,27,19,22,18,3,4,0,138,8,21,15,25,27,28,9,4,138,253,356,296,363,334,227,63,25,1923,3,0,9,6,9,5,7,0,43,106,66,70,88,133,153,157,107,883,433,729,698,785,816,604,318,171,4549
POA3301,5,7,3,4,0,0,17,0,0,5,3,8,0,0,0,19,3,23,34,37,25,15,3,0,135,3,13,14,33,27,10,4,0,102,17,19,38,50,26,17,7,0,176,3,0,0,0,0,3,0,0,9,0,3,0,3,11,3,0,0,17,19,22,41,54,33,25,7,0,204,0,0,0,0,0,0,0,0,7,14,9,3,10,24,14,9,3,84,41,69,108,142,115,73,22,7,573
POA3302,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,5,9,11,4,0,3,0,32,0,3,6,3,3,3,0,0,25,4,3,8,12,6,3,0,0,42,0,0,0,0,0,0,0,0,3,3,0,0,4,4,0,0,0,11,8,8,8,16,11,5,0,0,53,0,0,0,0,0,0,0,0,0,3,0,4,12,7,8,0,0,39,12,17,29,41,24,17,4,3,158
POA3303,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,8,3,3,0,0,0,0,19,0,3,3,7,7,0,0,0,18,5,5,11,19,4,3,3,0,51,3,3,0,0,0,0,0,0,7,0,0,3,3,0,0,0,0,6,6,7,12,24,4,4,3,0,64,0,0,0,0,0,0,0,0,0,4,5,8,9,3,3,6,3,37,14,25,25,40,20,13,12,3,143
POA3304,4,3,7,0,0,0,12,3,0,4,4,3,0,0,0,17,3,22,19,19,26,20,4,0,114,9,16,26,36,26,24,7,0,145,44,82,87,100,63,42,10,5,439,14,8,4,6,4,3,0,0,44,0,6,9,8,8,3,0,0,36,60,100,105,119,79,54,13,5,519,0,0,0,3,5,3,0,0,13,42,28,27,37,64,59,24,13,287,109,166,181,224,209,157,41,20,1110
POA3305,14,27,21,11,11,0,100,3,20,36,41,40,21,6,0,169,27,160,177,137,154,86,29,9,766,41,81,142,158,178,104,39,12,749,189,382,421,485,425,217,77,16,2222,39,27,26,28,23,9,0,0,160,17,25,29,36,40,28,13,6,191,248,441,473,551,491,256,90,19,2570,5,0,6,12,6,13,9,3,59,162,115,141,172,238,230,154,83,1287,490,826,988,1096,1130,717,331,132,5707
POA3309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,6,0,0,0,0,7,3,0,0,12,0,0,3,7,0,7,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,3,5,0,9,0,0,20,0,0,0,0,0,0,0,0,0,4,0,0,4,3,0,0,0,11,4,3,6,17,13,12,0,0,48
POA3310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,0,0,0,0,10,0,3,3,5,6,0,0,0,17,0,3,7,12,14,9,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,3,7,16,14,10,0,0,50,0,0,0,0,0,0,0,0,0,6,8,0,12,5,3,5,4,40,5,15,17,36,27,17,10,4,123
POA3311,3,0,4,0,0,0,10,0,3,3,4,3,0,0,0,13,7,12,18,13,9,13,3,4,80,8,7,8,17,19,20,6,3,95,21,32,32,61,41,28,17,3,245,0,7,5,5,0,4,0,0,20,0,3,3,3,6,3,3,0,27,25,42,42,67,46,35,23,3,292,0,0,0,3,0,3,0,0,15,19,13,13,25,26,42,42,19,197,58,85,88,130,109,119,76,41,697
POA3312,0,3,0,0,0,0,4,0,0,0,0,7,0,0,0,9,0,15,18,4,15,9,4,0,64,3,7,10,9,16,15,0,0,62,12,15,22,52,28,16,3,0,152,0,0,0,3,3,3,0,0,14,3,3,4,7,7,8,0,0,26,21,19,32,58,35,26,3,0,188,0,0,0,0,0,3,0,0,3,13,5,16,17,26,19,20,0,106,32,48,69,98,92,64,29,5,440
POA3314,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,6,3,6,10,9,10,9,0,0,40,0,11,19,13,12,3,0,0,61,14,20,15,15,17,8,3,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,10,14,20,16,20,20,15,3,0,101,0,0,0,0,0,0,0,0,6,3,8,3,4,14,6,0,0,38,21,50,51,45,60,38,7,0,263
POA3315,4,0,0,3,0,0,17,0,3,0,10,0,0,0,0,14,3,29,27,20,25,11,3,0,112,4,10,11,15,23,16,0,3,83,28,39,32,63,53,25,10,7,257,3,7,3,0,3,3,0,0,20,3,4,6,8,12,4,3,3,38,30,46,40,77,67,34,14,7,314,0,0,0,0,3,0,0,0,9,18,7,12,21,38,29,29,20,181,61,103,96,145,158,90,51,30,737
POA3317,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,9,0,3,11,3,7,3,0,0,23,0,5,3,3,0,5,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,11,6,3,0,9,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,3,0,11,5,18,12,16,19,15,3,0,81
POA3318,5,3,0,6,0,0,6,0,4,4,0,0,0,0,0,8,7,18,15,10,19,14,0,0,92,3,5,10,19,22,8,8,4,89,27,38,23,38,35,19,7,4,185,3,3,3,8,0,6,0,0,26,3,0,4,3,3,3,0,0,19,33,43,32,44,34,27,5,3,226,0,0,0,3,0,0,0,0,9,11,4,10,19,15,38,22,26,137,52,73,68,101,98,98,42,33,574
POA3319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,8,0,0,0,18,0,3,8,3,4,3,0,0,26,0,3,10,10,16,6,3,0,56,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,4,3,3,10,15,15,6,3,0,58,0,0,0,0,0,0,0,0,0,0,0,7,3,8,0,0,0,19,4,16,25,25,33,11,4,3,128
POA3321,9,7,5,3,3,0,23,0,3,18,11,5,3,0,0,46,7,44,40,31,16,18,4,0,163,3,24,39,37,20,12,4,0,132,12,61,68,62,44,22,10,0,278,0,0,5,0,6,0,0,0,10,0,4,3,3,6,5,0,0,29,14,62,80,70,51,23,10,0,319,0,0,3,0,0,0,0,0,5,14,9,15,14,10,13,3,3,82,36,146,198,175,120,70,27,7,770
