POA_CODE_2016,NegNil_Inc_BE_WFT,NegNil_Inc_BE_WPT,NegNil_Inc_BE_BAW,NegNil_Inc_1EFT_OthPT,NegNil_Inc_1EFT_OthAW,NegNil_Inc_1EFT_OthNW,NegNil_Inc_1EPT_OthAW,NegNil_Inc_1EPT_OthNW,NegNil_Inc_1AW_OthNW,NegNil_Inc_BNW,NegNil_Inc_LFsta_NS,NegNil_Inc_Tot,I_1_149_BE_WFT,I_1_149_BE_WPT,I_1_149_BE_BAW,I_1_149_1EFT_OthPT,I_1_149_1EFT_OthAW,I_1_149_1EFT_OthNW,I_1_149_1EPT_OthAW,I_1_149_1EPT_OthNW,I_1_149_1AW_OthNW,I_1_149_BNW,I_1_149_LFsta_NS,I_1_149_Tot,I_150_299_BE_WFT,I_150_299_BE_WPT,I_150_299_BE_BAW,I_150_299_1EFT_OthPT,I_150_299_1EFT_OthAW,I_150_299_1EFT_OthNW,I_150_299_1EPT_OthAW,I_150_299_1EPT_OthNW,I_150_299_1AW_OthNW,I_150_299_BNW,I_150_299_LFsta_NS,I_150_299_Tot,I_300_399_BE_WFT,I_300_399_BE_WPT,I_300_399_BE_BAW,I_300_399_1EFT_OthPT,I_300_399_1EFT_OthAW,I_300_399_1EFT_OthNW,I_300_399_1EPT_OthAW,I_300_399_1EPT_OthNW,I_300_399_1AW_OthNW,I_300_399_BNW,I_300_399_LFsta_NS,I_300_399_Tot,I_400_499_BE_WFT,I_400_499_BE_WPT,I_400_499_BE_BAW,I_400_499_1EFT_OthPT,I_400_499_1EFT_OthAW,I_400_499_1EFT_OthNW,I_400_499_1EPT_OthAW,I_400_499_1EPT_OthNW,I_400_499_1AW_OthNW,I_400_499_BNW,I_400_499_LFsta_NS,I_400_499_Tot,I_500_649_BE_WFT,I_500_649_BE_WPT,I_500_649_BE_BAW,I_500_649_1EFT_OthPT,I_500_649_1EFT_OthAW,I_500_649_1EFT_OthNW,I_500_649_1EPT_OthAW,I_500_649_1EPT_OthNW,I_500_649_1AW_OthNW,I_500_649_BNW,I_500_649_LFsta_NS,I_500_649_Tot,I_650_799_BE_WFT,I_650_799_BE_WPT,I_650_799_BE_BAW,I_650_799_1EFT_OthPT,I_650_799_1EFT_OthAW,I_650_799_1EFT_OthNW,I_650_799_1EPT_OthAW,I_650_799_1EPT_OthNW,I_650_799_1AW_OthNW,I_650_799_BNW,I_650_799_LFsta_NS,I_650_799_Tot,I_800_999_BE_WFT,I_800_999_BE_WPT,I_800_999_BE_BAW,I_800_999_1EFT_OthPT,I_800_999_1EFT_OthAW,I_800_999_1EFT_OthNW,I_800_999_1EPT_OthAW,I_800_999_1EPT_OthNW,I_800_999_1AW_OthNW,I_800_999_BNW,I_800_999_LFsta_NS,I_800_999_Tot,I_1000_1249_BE_WFT,I_1000_1249_BE_WPT,I_1000_1249_BE_BAW,I_1000_1249_1EFT_OthPT,I_1000_1249_1EFT_OthAW,I_1000_1249_1EFT_OthNW,I_1000_1249_1EPT_OthAW,I_1000_1249_1EPT_OthNW,I_1000_1249_1AW_OthNW,I_1000_1249_BNW,I_1000_1249_LFsta_NS,I_1000_1249_Tot,I_1250_1499_BE_WFT,I_1250_1499_BE_WPT,I_1250_1499_BE_BAW,I_1250_1499_1EFT_OthPT,I_1250_1499_1EFT_OthAW,I_1250_1499_1EFT_OthNW,I_1250_1499_1EPT_OthAW,I_1250_1499_1EPT_OthNW,I_1250_1499_1AW_OthNW,I_1250_1499_BNW,I_1250_1499_LFsta_NS,I_1250_1499_Tot,I_1500_1749_BE_WFT,I_1500_1749_BE_WPT,I_1500_1749_BE_BAW,I_1500_1749_1EFT_OthPT,I_1500_1749_1EFT_OthAW,I_1500_1749_1EFT_OthNW,I_1500_1749_1EPT_OthAW,I_1500_1749_1EPT_OthNW,I_1500_1749_1AW_OthNW,I_1500_1749_BNW,I_1500_1749_LFsta_NS,I_1500_1749_Tot,I_1750_1999_BE_WFT,I_1750_1999_BE_WPT,I_1750_1999_BE_BAW,I_1750_1999_1EFT_OthPT,I_1750_1999_1EFT_OthAW,I_1750_1999_1EFT_OthNW,I_1750_1999_1EPT_OthAW,I_1750_1999_1EPT_OthNW,I_1750_1999_1AW_OthNW,I_1750_1999_BNW,I_1750_1999_LFsta_NS,I_1750_1999_Tot,I_2000_2499_BE_WFT,I_2000_2499_BE_WPT,I_2000_2499_BE_BAW,I_2000_2499_1EFT_OthPT,I_2000_2499_1EFT_OthAW,I_2000_2499_1EFT_OthNW,I_2000_2499_1EPT_OthAW,I_2000_2499_1EPT_OthNW,I_2000_2499_1AW_OthNW,I_2000_2499_BNW,I_2000_2499_LFsta_NS,I_2000_2499_Tot,I_2500_2999_BE_WFT,I_2500_2999_BE_WPT,I_2500_2999_BE_BAW,I_2500_2999_1EFT_OthPT,I_2500_2999_1EFT_OthAW,I_2500_2999_1EFT_OthNW,I_2500_2999_1EPT_OthAW,I_2500_2999_1EPT_OthNW,I_2500_2999_1AW_OthNW,I_2500_2999_BNW,I_2500_2999_LFsta_NS,I_2500_2999_Tot,I_3000_3499_BE_WFT,I_3000_3499_BE_WPT,I_3000_3499_BE_BAW,I_3000_3499_1EFT_OthPT,I_3000_3499_1EFT_OthAW,I_3000_3499_1EFT_OthNW,I_3000_3499_1EPT_OthAW,I_3000_3499_1EPT_OthNW,I_3000_3499_1AW_OthNW,I_3000_3499_BNW,I_3000_3499_LFsta_NS,I_3000_3499_Tot,I_3500_3999_BE_WFT,I_3500_3999_BE_WPT,I_3500_3999_BE_BAW,I_3500_3999_1EFT_OthPT,I_3500_3999_1EFT_OthAW,I_3500_3999_1EFT_OthNW,I_3500_3999_1EPT_OthAW,I_3500_3999_1EPT_OthNW,I_3500_3999_1AW_OthNW,I_3500_3999_BNW,I_3500_3999_LFsta_NS,I_3500_3999_Tot,I_4000more_BE_WFT,I_4000more_BE_WPT,I_4000more_BE_BAW,I_4000more_1EFT_OthPT,I_4000more_1EFT_OthAW,I_4000more_1EFT_OthNW,I_4000more_1EPT_OthAW,I_4000more_1EPT_OthNW
POA3000,0,0,0,0,0,5,0,0,0,6,0,16,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,4,0,3,0,14,0,3,0,0,0,4,0,7,0,0,0,19,0,0,0,0,0,5,0,7,0,8,0,19,0,4,0,3,0,17,0,4,0,3,0,35,0,0,0,3,0,22,0,4,0,8,0,36,4,3,0,4,3,33,0,5,3,19,0,80,0,3,0,4,0,75,0,3,0,6,0,98,6,0,0,6,0,37,0,0,0,6,0,55,20,0,0,18,7,76,0,0,0,3,0,129,11,0,0,21,0,10,0,3,0,3,0,51,14,0,0,9,13,0,0,0,0,0,0,40,19,0,0,10,4,24,0,3,0,0,0,53,48,3,0,26,4,15,0,0
POA3002,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,5,7,0,0,3,0,11,0,0,0,0,0,27,0,0,0,6,3,3,0,3,0,3,0,23,4,0,3,7,4,3,0,0,0,0,0,29,0,0,0,4,3,8,0,0,0,0,0,20,36,3,0,36,6,17,0,3
POA3003,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,4,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,4,0,0,0,14,0,3,0,3,0,10,0,0,3,0,0,14,0,0,0,3,0,6,0,0,0,3,0,17,0,0,0,3,0,5,0,0,0,0,0,11,9,0,0,10,0,7,0,4,0,0,0,28,7,0,0,9,3,3,0,0,0,0,0,19,9,0,0,5,0,0,0,0,0,0,0,21,6,0,0,9,0,9,0,0,0,0,0,31,31,8,0,18,5,6,0,0
POA3004,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,5,0,3,0,0,0,6,0,0,0,3,0,5,0,0,0,3,0,16,0,0,0,7,0,6,0,3,0,0,0,19,0,0,0,0,0,4,0,0,0,0,0,14,4,0,0,3,0,5,0,0,0,0,0,9,9,0,0,6,0,27,0,3,0,3,0,53,19,0,0,6,6,5,3,0,0,0,0,43,9,0,0,12,3,0,0,0,0,3,0,32,5,0,0,14,3,21,0,0,0,0,0,44,34,4,0,26,6,22,5,10
POA3005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,3,0,0,0
POA3006,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,3,0,10,0,0,0,0,0,4,0,3,0,9,0,21,4,0,0,4,0,14,3,4,0,7,0,45,3,0,0,3,3,13,0,0,0,12,0,39,0,3,0,4,0,16,0,0,0,7,0,35,0,0,0,3,0,23,0,0,0,0,0,41,16,6,4,17,4,47,0,0,5,5,0,101,11,3,0,22,3,12,0,0,0,5,0,47,19,0,0,14,10,8,0,0,0,6,0,51,16,0,0,10,4,33,0,0,0,0,0,61,54,5,5,35,15,27,4,4
POA3008,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,9,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,8,0,0,0,3,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,4,0,5,0,0,0,3,0,14,0,3,0,3,0,23,3,0,0,0,0,16,0,3,0,5,0,27,3,0,0,3,0,43,0,4,0,0,0,55,7,0,0,6,0,30,0,0,0,3,0,50,11,0,0,15,0,54,0,3,0,5,0,101,21,0,0,10,0,13,0,0,0,3,0,44,21,3,0,6,3,5,0,0,0,0,0,51,10,0,0,3,3,16,0,3,0,0,0,39,51,0,7,27,8,12,0,0
POA3010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3011,0,0,0,0,0,3,0,0,0,14,0,16,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,0,0,0,0,0,0,7,0,13,0,0,0,0,0,0,0,4,0,11,0,15,0,0,0,0,0,4,0,3,0,15,0,27,0,3,0,0,0,5,0,9,0,11,0,34,0,9,0,0,0,20,0,15,3,12,0,57,4,4,0,8,0,35,0,13,0,26,0,90,5,13,0,14,3,44,0,18,7,17,0,120,8,12,0,21,0,43,3,11,0,21,0,119,11,7,0,33,0,35,0,6,0,20,0,115,15,5,3,33,3,24,0,4,0,9,0,105,45,22,0,79,11,41,3,6,0,12,0,222,48,10,0,89,16,24,7,3,0,6,0,197,31,0,3,67,14,12,3,3,0,6,0,143,31,0,0,26,11,16,3,0,0,0,0,100,100,6,0,72,22,28,3,5
POA3012,0,0,0,0,0,5,0,0,0,17,0,21,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,0,3,0,9,0,0,0,0,0,0,0,6,0,6,0,17,0,0,0,0,0,0,0,10,0,19,0,28,0,3,0,3,0,9,0,21,3,10,0,47,0,3,0,3,0,24,0,27,3,21,0,92,5,12,0,11,0,41,3,27,6,18,0,120,3,14,0,28,0,74,0,20,8,30,0,181,18,13,0,43,3,48,4,17,0,25,0,174,18,11,4,39,6,65,3,12,0,22,0,175,27,5,0,68,9,52,0,15,0,17,0,190,91,22,0,137,19,92,3,20,5,21,0,406,58,13,3,138,30,41,3,6,0,14,0,307,71,15,3,113,22,21,3,4,0,9,3,256,61,3,0,48,13,45,4,0,0,3,0,175,131,10,4,119,27,33,0,3
