SA1_7DIGITCODE_2016,P_85y_ov_DNUDW,P_85y_ov_UDW_NS,P_85y_ov_Total,P_Tot_DUDW_LT_5_h,P_Tot_DUDW_5_14_h,P_Tot_DUDW_15_29_h,P_Tot_DUDW_30_h_mo,P_Tot_DNUDW,P_Tot_UDW_NS,P_Tot_Total
2128814,3,0,9,82,96,43,49,63,45,382
2128815,0,0,0,67,79,39,26,65,49,326
2128816,0,3,3,110,102,56,46,99,38,457
2128817,3,9,17,54,54,33,18,39,35,239
2128818,0,0,0,58,73,37,27,46,23,269
2128819,30,0,38,40,52,24,24,87,22,262
2128820,0,0,3,56,65,31,36,49,38,262
2128821,0,0,0,52,64,30,32,27,18,229
2128822,0,0,6,48,72,35,28,37,20,231
2128823,3,0,8,33,48,17,16,43,8,166
2128901,0,0,0,3,7,0,0,0,0,13
2128902,0,0,3,77,100,53,46,46,23,348
2128903,0,0,3,28,55,26,14,36,11,167
2128904,23,0,35,92,106,52,41,94,28,419
2128905,6,0,8,102,123,66,63,57,28,436
2128906,0,0,3,54,85,39,16,40,12,248
2128907,0,0,3,44,62,26,18,17,16,194
2128908,0,0,3,64,85,41,26,42,33,285
2128909,0,3,7,94,129,71,51,64,25,432
2128910,3,0,8,88,133,60,49,62,31,422
2128911,3,0,3,68,74,56,28,37,9,266
2128912,0,0,0,85,103,53,28,32,28,330
2128913,3,0,3,35,60,20,17,29,9,169
2128914,4,0,6,90,116,61,52,70,33,419
2128915,0,0,0,17,12,12,7,5,7,64
2128916,0,0,5,62,75,36,16,41,24,263
2128917,0,0,0,66,88,32,40,32,9,269
2128918,0,0,3,97,118,54,47,64,28,403
2128919,0,0,0,31,32,32,6,25,16,145
2128920,0,0,0,54,83,45,36,43,21,281
2128921,0,0,4,79,78,38,25,70,15,316
2128922,3,0,3,52,65,26,28,42,36,245
2128923,3,0,3,42,61,36,29,38,21,223
2128924,0,0,3,46,51,30,17,29,13,179
2128925,0,3,5,89,129,51,34,60,22,392
2128926,3,4,5,66,108,32,26,50,30,316
2128927,0,0,3,86,87,39,30,49,21,317
2128928,0,0,0,87,85,61,28,67,39,361
2128929,3,0,5,71,106,65,37,68,32,368
2128930,17,0,22,39,60,13,17,79,12,227
2128931,0,0,0,45,63,32,23,46,20,225
2128932,0,0,3,82,85,43,37,29,15,303
2128933,3,0,8,30,49,25,16,19,5,146
2128934,0,0,3,96,140,47,41,53,37,406
2128935,0,0,4,79,94,45,46,63,42,373
2128936,3,0,6,99,121,48,43,57,40,416
2128937,0,0,3,77,96,57,35,60,48,382
2128938,3,0,11,71,104,51,27,60,23,350
2128939,0,0,0,6,0,3,0,0,0,15
2128940,0,0,0,41,52,23,14,18,14,158
2128941,0,0,0,26,47,22,12,21,11,140
2128942,0,0,0,48,69,31,28,30,37,248
2128943,0,0,0,56,69,29,37,52,35,280
2128944,0,0,0,44,72,34,19,51,16,227
2128945,0,0,0,54,104,58,32,62,34,348
2128946,0,0,0,0,0,0,0,0,0,0
2128947,0,0,0,35,56,40,27,34,22,210
2128948,0,0,0,57,75,50,26,19,29,256
2128949,0,0,0,39,54,37,14,22,12,175
2128950,3,0,3,44,50,31,20,35,21,200
2128951,3,0,3,55,86,30,30,40,30,282
2128952,4,0,4,48,58,34,17,41,6,205
2128953,3,0,9,94,139,77,54,66,46,472
2129001,12,3,21,116,152,63,68,134,55,591
2129002,0,0,0,119,125,53,41,84,37,463
2129003,0,3,3,49,51,21,21,28,20,196
2129004,4,0,8,153,165,91,64,115,62,655
2129005,23,3,30,91,114,49,54,134,86,536
2129006,0,0,3,56,45,17,19,42,35,219
2129007,0,0,4,66,97,54,45,63,56,374
2129008,0,3,3,32,54,23,20,39,35,206
2129009,9,7,22,50,62,30,33,74,42,292
2129010,0,0,8,43,59,36,26,57,36,266
2129011,4,0,7,111,123,79,42,105,27,486
2129012,4,0,10,59,64,48,38,67,33,301
2129013,0,0,0,37,73,36,17,55,23,239
2129014,0,0,3,33,48,27,30,31,13,181
2129015,3,6,14,94,114,59,31,79,39,415
2129016,0,0,10,55,39,25,10,37,6,166
2129017,3,0,8,85,85,45,26,79,48,368
2129103,0,0,0,170,189,68,60,131,62,684
2129104,0,0,0,119,129,52,54,102,56,512
2129105,3,3,9,132,125,38,55,93,33,476
2129109,0,0,3,95,112,33,40,81,33,403
2129110,5,0,9,93,107,49,38,122,24,435
2129111,3,0,3,85,77,37,24,80,16,328
2129112,0,0,0,0,3,0,0,0,0,8
2129113,0,3,4,52,65,20,28,48,25,239
2129114,52,0,56,69,74,30,37,162,23,400
2129115,31,23,85,76,79,51,32,115,56,415
2129116,0,0,0,76,89,51,32,73,34,359
2129117,3,0,11,113,117,53,35,94,27,437
2129118,3,0,3,112,134,55,46,105,19,477
2129119,0,0,3,53,69,23,16,58,17,241
2129121,0,0,3,82,103,44,39,79,27,378
2129122,0,0,0,103,157,47,44,81,61,491
2129123,0,0,3,79,80,28,30,52,23,298
2129124,0,0,0,90,99,33,40,72,26,360
2129125,0,0,0,108,145,44,40,87,23,442
2129126,0,0,0,74,95,31,45,79,47,373
2129127,0,0,0,61,89,46,31,42,20,285
2129128,0,0,0,51,57,17,10,43,10,199
2129129,0,3,4,86,91,45,39,70,32,365
2129130,0,0,0,95,129,44,50,94,27,441
2129131,0,0,0,74,74,30,20,53,18,267
2129132,0,0,0,80,109,44,42,106,27,400
2129133,0,0,0,153,188,68,63,130,32,633
2129134,0,0,0,140,158,59,49,118,31,560
2129135,0,0,3,145,141,54,48,106,23,515
2129136,0,0,0,74,64,23,26,62,21,270
2129137,0,0,0,73,75,36,22,80,14,308
2129138,0,0,0,90,105,39,42,87,22,385
2129139,0,0,3,163,171,70,46,103,42,601
2129140,0,6,9,112,95,62,39,89,45,440
2129141,0,0,3,54,57,39,32,50,13,244
2129142,0,0,0,83,70,27,24,69,37,297
2129206,0,0,4,66,71,39,33,62,14,277
2129207,51,21,81,71,72,26,35,189,82,475
2129208,8,3,19,69,84,35,20,105,53,368
2129209,6,4,15,59,99,45,22,98,38,365
2129210,0,0,3,103,120,36,42,111,26,453
2129211,12,3,20,92,113,48,47,136,47,489
2129212,0,0,4,99,106,50,44,117,43,461
2129214,3,3,5,82,94,25,24,62,33,323
2129215,3,0,0,95,121,48,45,115,25,447
2129216,0,0,3,162,186,66,56,112,47,624
2129217,0,3,6,89,97,45,37,76,35,383
2129218,4,4,7,65,76,26,35,71,49,322
2129219,0,0,3,104,107,42,56,117,42,467
2129220,3,0,5,97,90,34,31,79,31,361
2129221,3,0,8,69,90,29,28,75,27,326
2129222,0,0,0,84,81,35,48,100,40,388
2129223,0,0,3,80,60,48,29,51,16,276
2129225,3,0,8,81,72,34,33,74,11,307
2129227,7,3,17,101,98,43,52,139,58,493
2129229,0,0,0,66,71,34,15,50,10,243
2129230,3,3,13,38,82,31,21,56,26,259
2129231,0,0,4,110,77,47,29,47,32,353
2129232,7,0,8,26,43,26,15,36,19,161
2129233,0,0,0,91,81,40,36,85,24,348
2129235,0,0,4,62,64,37,27,54,8,254
2129236,0,0,0,44,56,26,21,32,17,196
2129237,0,0,0,76,81,22,28,71,15,298
2129238,0,0,0,73,103,50,43,49,14,333
2129239,0,0,0,68,92,46,41,60,34,340
2129240,0,0,0,77,98,52,42,69,12,353
2129241,17,6,44,51,98,89,52,150,74,520
2129242,0,0,0,95,124,52,46,84,38,437
2129243,0,0,0,3,0,0,0,0,0,3
2129244,0,0,0,52,67,19,26,75,21,269
2129245,0,5,8,60,63,29,25,56,34,269
2129246,0,0,0,84,107,45,33,89,16,368
2129247,0,0,0,105,133,53,42,78,14,426
2129248,0,0,0,79,76,30,29,38,8,255
2129249,55,12,75,115,129,63,52,190,40,584
2129250,0,0,0,51,73,36,35,50,21,269
2129251,0,5,5,57,70,30,27,54,16,250
2129252,3,0,3,84,98,34,19,80,11,332
2129253,0,0,0,57,43,32,39,48,26,250
2129254,0,0,0,111,73,48,46,85,30,394
2129255,0,0,0,103,110,39,37,67,29,385
2129256,0,0,0,139,154,56,60,138,24,566
2129257,0,0,0,105,120,48,38,66,17,391
2129258,0,0,0,110,117,66,42,97,13,443
2129259,0,0,0,153,146,62,61,92,19,534
2129260,0,0,0,165,150,74,63,124,30,609
2129261,0,0,0,88,78,38,41,60,13,309
2129262,0,0,0,85,76,27,37,57,12,291
2129263,0,0,3,64,73,22,21,68,25,278
2129264,3,0,0,44,62,21,21,54,12,212
2129265,0,0,7,27,30,26,22,24,26,159
2129266,0,0,0,63,76,40,25,59,15,274
2129267,0,0,0,92,126,50,43,132,25,472
2129268,0,0,0,64,90,40,20,75,26,312
2129269,0,0,0,163,183,59,61,173,54,690
2129301,0,0,3,115,139,67,43,101,13,468
2129302,4,0,5,81,101,36,51,71,15,358
2129303,4,0,5,60,62,33,22,59,15,240
2129304,0,0,3,77,92,40,27,70,8,315
2129305,0,0,3,68,65,26,6,40,3,214
2129306,0,0,0,102,106,42,29,70,16,368
2129308,3,0,3,102,89,53,36,81,18,378
2129309,34,18,105,93,126,61,36,132,58,505
2129310,0,0,6,88,90,34,30,59,15,310
2129311,6,3,26,103,127,48,36,96,16,423
2129312,3,3,3,103,111,47,43,121,33,457
2129313,3,0,5,74,54,33,22,65,11,260
2129314,3,3,10,172,176,84,58,141,12,647
2129315,4,0,5,79,86,51,27,63,42,346
2129316,3,3,9,105,104,42,42,72,16,382
2129317,4,0,3,98,96,48,37,74,31,386
2129318,8,3,15,109,147,52,46,84,32,465
2129319,3,0,10,116,121,42,39,98,27,443
2129320,0,0,0,120,103,46,35,57,7,370
2129321,0,0,0,69,97,28,25,59,13,291
2129322,3,0,8,57,45,32,20,33,20,204
2129323,3,0,6,73,94,51,29,42,15,300
2129324,35,16,78,91,107,76,49,115,51,496
2129325,40,0,37,80,88,37,25,140,13,391
2129326,0,0,3,91,92,53,19,70,10,332
2129327,3,0,8,120,127,54,32,89,28,453
2129328,0,4,15,78,91,54,25,51,43,342
2129329,3,0,3,119,116,57,33,90,28,444
2129331,0,0,0,97,121,43,41,67,9,375
2129332,7,0,9,111,119,69,52,97,35,483
2129333,3,3,10,56,80,37,36,48,23,282
2129334,11,3,36,106,111,58,42,93,41,456
2129335,3,0,8,160,171,70,35,112,30,567
2129336,3,0,3,72,76,42,21,59,10,276
2129337,0,0,0,25,37,16,16,33,20,155
2129338,0,0,3,79,91,27,22,48,14,282
2129339,0,0,0,51,57,30,17,38,13,211
2129340,72,8,91,80,89,32,14,187,35,434
2129341,0,0,3,61,77,43,26,84,8,296
2129342,0,0,5,102,115,56,60,95,28,463
2129343,3,0,9,106,111,58,33,67,8,381
2129344,4,3,14,63,71,28,27,62,16,268
2129345,10,4,19,43,48,14,11,57,20,191
2129346,0,0,12,68,78,47,26,53,13,292
2129347,0,0,3,79,62,28,18,43,13,236
2129348,0,3,14,47,61,34,25,40,6,208
2129349,0,3,3,39,50,25,12,26,6,160
2129350,5,0,5,58,60,25,21,44,18,235
2129351,53,9,84,91,130,59,38,176,60,551
2129352,0,3,3,34,47,32,19,42,10,193
2129353,0,0,4,55,66,35,19,34,20,236
2129354,0,0,0,0,0,0,0,0,0,0
2129355,0,0,0,97,95,37,23,75,10,340
2129356,0,0,3,114,91,50,42,54,14,368
2129357,0,0,0,110,79,45,25,82,4,355
2129401,0,0,0,98,127,52,48,121,20,468
2129404,3,0,3,60,71,28,26,72,14,273
2129405,0,0,0,112,130,35,41,106,16,438
2129408,8,3,8,106,107,31,40,86,19,393
2129409,0,0,0,145,158,73,89,91,30,578
2129411,0,0,0,101,123,54,46,94,42,464
2129412,0,0,0,65,72,17,32,44,22,245
2129413,0,0,0,41,48,27,23,29,11,187
2129414,0,0,3,121,139,51,47,105,27,490
2129415,0,0,0,69,66,26,24,48,3,233
2129416,0,0,0,66,83,47,23,68,14,296
2129417,3,0,3,98,108,46,43,90,27,417
2129418,0,0,0,108,122,43,34,79,18,408
2129419,0,0,0,82,95,38,27,81,13,343
2129420,0,0,3,108,87,40,28,69,5,343
2129421,3,0,3,87,79,36,36,75,8,322
2129422,0,0,0,136,155,45,58,101,15,503
2129424,0,0,4,59,67,23,26,50,11,241
2129425,0,0,4,68,60,28,25,48,18,243
2129426,3,0,9,90,136,46,35,77,30,414
2129427,0,0,3,79,69,31,24,58,17,275
2129428,0,3,8,75,57,36,23,57,10,254
2129429,0,0,3,51,58,26,17,21,3,178
2129432,0,0,0,97,103,52,40,129,29,445
2129433,0,0,0,60,54,27,20,48,10,215
2129434,0,0,3,60,53,44,25,52,5,234
2129435,0,0,0,51,45,17,13,48,4,179
2129437,0,0,0,0,0,0,0,0,3,3
2129438,0,0,3,151,156,61,44,138,22,586
2129439,0,0,0,62,79,29,24,53,8,254
2129440,0,0,0,0,0,0,0,0,0,0
2129441,0,0,0,130,111,44,47,101,12,444
2129442,0,0,0,38,64,24,20,52,11,212
2129443,0,0,0,68,63,43,28,68,9,286
2129444,0,0,0,0,0,0,0,0,0,0
2129445,0,0,3,102,115,33,26,95,34,401
2129446,0,0,0,76,77,44,32,74,22,331
2129447,0,0,0,85,89,40,20,73,11,317
2129448,0,0,0,146,129,60,51,111,20,514
2129449,0,0,0,78,79,30,33,57,11,298
2129450,0,0,0,84,128,27,35,101,27,401
2129451,0,0,0,47,68,31,32,62,15,256
2129452,0,0,0,7,3,0,0,4,0,18
2129453,5,0,5,53,52,30,31,64,9,242
2129454,0,0,0,84,89,44,22,82,9,340
2129455,0,0,0,66,72,30,29,54,9,266
2129456,0,0,3,68,66,32,35,59,23,284
2129457,0,0,0,53,83,36,34,49,17,278
2129458,0,0,0,63,84,30,22,62,11,269
2129459,0,0,0,67,58,39,27,36,19,244
2129460,0,0,0,70,103,25,34,68,10,313
2129461,0,0,0,120,130,54,62,122,25,507
2129462,3,0,3,70,75,43,40,82,17,326
2129463,3,0,3,120,127,68,54,117,19,504
2129464,0,0,0,107,99,43,44,74,22,395
2129465,0,0,4,90,107,38,24,55,20,335
2129466,0,0,3,69,69,46,25,81,9,296
2129467,0,0,0,59,67,34,28,77,17,277
2129468,0,0,0,56,82,34,26,49,18,259
2129469,0,0,0,104,97,45,30,82,5,360
2129501,0,0,4,36,42,12,18,59,60,224
2129502,0,0,0,0,0,0,0,0,0,0
2129503,0,0,0,0,0,0,0,0,0,0
2129504,0,0,3,47,40,25,24,98,27,255
2129505,0,0,3,81,64,32,21,134,32,371
2129506,3,0,3,122,111,46,43,213,25,563
2129507,3,0,4,60,38,22,18,105,21,262
2129508,0,3,11,73,86,36,43,153,57,451
2129509,0,0,0,0,3,0,0,0,0,5
2129510,0,3,7,102,105,56,40,237,52,600
2129511,8,3,16,37,37,29,23,149,50,332
2129512,23,3,24,58,80,28,37,243,72,520
2129513,0,3,7,74,85,34,34,172,34,433
2129514,0,0,0,66,42,15,17,95,22,255
2129515,0,3,3,94,97,45,32,173,51,497
2129516,3,0,6,39,50,19,23,112,14,262
2129517,3,6,14,68,60,29,21,125,86,388
2129518,9,7,11,86,68,24,36,163,63,442
2129519,3,0,6,61,69,28,35,158,39,385
2129520,3,0,9,68,69,25,41,133,25,368
2129521,3,3,3,60,83,24,39,166,67,436
2129522,6,3,13,48,60,22,26,122,56,323
2129523,7,3,15,55,69,35,25,121,38,345
2129524,3,0,4,61,71,40,32,117,51,379
2129525,6,3,11,129,96,39,53,217,64,597
2129526,5,4,21,88,76,35,26,156,59,438
2129701,0,0,6,84,69,34,31,124,16,360
2129702,0,0,0,63,54,27,21,68,15,243
2129703,3,0,4,71,84,32,25,124,22,353
2129704,3,0,3,83,93,48,28,131,17,404
2129705,0,0,0,96,90,49,47,193,49,532
2129706,15,0,15,71,54,30,19,154,26,348
2129707,0,0,0,57,40,19,19,67,11,219
2129708,67,0,72,65,73,25,20,185,21,394
2129709,9,0,18,91,136,53,49,210,42,584
2129710,0,3,3,68,74,38,30,81,32,320
2129711,4,0,5,55,66,17,21,95,22,263
2129712,3,0,3,75,67,23,21,99,17,297
2129713,26,3,25,84,110,49,29,163,37,468
2129714,3,0,9,80,71,36,21,120,26,359
2129715,0,0,6,52,78,48,24,114,38,346
2129716,3,0,8,79,75,41,36,120,41,391
2129717,4,3,8,71,93,25,21,126,23,365
2129718,3,0,12,72,83,34,38,105,27,357
2129719,0,0,0,82,65,37,20,130,14,360
2129720,0,0,0,0,0,0,0,0,0,0
2129721,3,0,3,86,80,41,41,120,37,403
2129722,3,0,9,56,73,31,32,151,31,377
2129723,4,0,8,53,49,23,13,88,13,238
2129724,3,0,3,41,57,11,18,101,16,247
2129725,3,0,5,48,51,14,25,77,8,222
2129726,4,0,4,56,52,19,16,52,9,210
2129901,3,0,4,82,82,47,28,41,10,289
2129902,0,0,3,46,59,13,24,62,20,225
2129903,0,0,3,61,82,31,27,59,32,299
2129904,0,0,6,74,77,32,48,72,33,341
2129905,0,0,4,42,53,21,17,65,20,219
2129906,0,0,3,74,63,46,29,71,24,320
2129908,4,3,13,62,76,35,34,61,40,304
2129909,3,0,5,74,57,41,25,64,20,284
2129910,0,0,0,119,116,57,52,79,14,435
2129911,3,0,3,133,151,64,44,131,22,554
2129912,4,0,5,86,77,35,26,85,7,319
2129913,0,0,0,123,96,46,32,96,7,395
2129914,0,0,3,133,158,70,49,91,33,533
2129915,101,5,107,81,54,45,26,203,29,434
2129916,0,3,3,52,51,19,14,75,15,230
2129917,0,0,0,62,55,23,18,57,15,232
2129918,3,0,3,87,82,38,29,90,14,347
2129919,0,0,5,73,62,33,20,40,10,229
2129920,0,0,3,99,101,47,30,66,24,369
2130001,0,0,0,54,56,15,22,59,11,218
2130002,0,0,0,70,94,33,21,95,28,341
2130003,0,0,6,86,70,35,35,110,15,359
2130004,3,0,3,85,88,38,37,133,57,432
2130005,0,0,0,84,73,32,48,91,24,343
2130006,0,0,0,58,68,20,23,76,14,258
2130007,0,0,8,84,79,32,32,84,31,327
2130008,0,0,3,73,87,37,28,114,50,388
2130009,4,3,12,79,67,38,28,91,36,341
2130010,3,0,3,110,133,63,43,119,51,515
2130013,0,0,0,67,61,29,19,54,17,243
2130016,3,4,9,49,42,17,12,48,16,188
2130017,6,3,13,75,54,35,33,92,39,328
2130018,0,0,3,79,84,53,39,101,45,403
2130019,0,0,3,72,62,27,33,93,32,319
2130021,5,8,27,77,89,44,36,103,49,400
2130022,0,4,11,39,60,21,24,57,42,243
2130023,4,0,7,65,59,28,47,81,35,314
2130024,3,3,3,78,80,34,29,114,48,384
2130025,0,0,3,73,96,46,35,98,46,395
2130026,4,5,12,67,86,33,32,100,54,375
2130027,3,0,5,58,60,35,28,85,26,296
2130028,3,4,11,75,98,46,50,93,50,409
2130029,3,0,3,52,83,29,28,62,31,296
2130030,6,0,3,32,33,10,13,66,33,192
2130031,3,0,3,45,62,18,17,62,44,249
2130032,4,5,8,69,71,39,27,77,43,313
2130033,0,0,7,89,88,40,46,138,40,443
2130034,3,0,7,71,98,25,37,98,38,359
2130035,0,0,0,29,37,11,11,58,11,151
2130036,0,0,0,0,0,0,0,0,3,3
2130037,0,0,3,31,33,23,18,34,15,162
2130038,0,0,3,65,75,36,29,92,44,341
2130039,0,0,7,63,65,32,24,95,22,305
2130040,0,3,6,54,57,26,18,94,44,298
2130041,0,0,0,93,90,34,46,139,42,443
2130042,0,0,0,57,63,18,21,73,27,270
2130043,0,0,0,36,32,12,21,60,28,190
2130044,0,0,0,73,64,13,20,61,14,246
2130045,7,3,23,61,64,33,11,109,42,323
2130046,0,0,0,89,94,38,39,140,30,437
2130047,0,0,0,74,60,33,22,87,17,288
2130048,0,0,0,87,89,46,22,85,26,353
2130049,0,0,0,68,79,32,27,116,33,359
2130050,0,0,7,113,108,45,32,99,18,408
2130051,0,0,0,0,0,0,0,0,0,0
2130052,0,0,0,68,45,25,20,51,17,227
2130053,0,0,0,93,122,56,31,121,17,446
2130054,0,0,0,56,56,22,26,90,22,271
2130055,0,0,0,88,93,32,33,107,38,392
2130056,9,0,13,41,37,18,18,60,20,203
2130101,0,0,0,57,47,24,12,61,18,208
2130102,0,0,0,77,111,32,46,103,24,391
2130103,0,0,4,88,103,31,48,91,14,374
2130104,3,0,5,112,125,43,37,122,19,467
2130105,0,0,3,65,53,23,29,70,15,255
2130108,3,0,3,66,56,30,27,87,52,314
2130109,3,0,3,92,80,43,44,90,19,360
2130110,7,9,27,73,120,39,51,97,29,408
2130111,0,0,0,133,113,69,48,136,28,523
2130113,0,0,0,155,148,63,57,133,30,584
2130114,0,0,0,120,138,47,40,80,19,445
2130115,4,0,8,153,222,95,77,194,64,810
2130116,0,0,3,165,183,72,57,163,29,669
2130117,0,0,0,176,191,77,55,137,27,664
2130118,3,0,3,246,298,101,91,208,63,1014
2130119,0,0,0,111,120,48,41,65,8,397
2130120,107,16,168,32,66,35,36,210,44,409
2130121,0,0,0,146,134,59,52,124,31,549
2130122,0,0,0,104,134,67,27,78,26,439
2130123,0,0,0,78,78,33,23,64,11,288
2130124,0,0,0,147,162,81,58,154,44,646
2130125,0,0,0,82,79,34,15,41,13,266
2130126,0,0,0,91,121,41,52,88,25,419
2130127,0,0,0,87,87,40,28,101,31,380
2130128,3,0,3,168,214,87,88,198,34,799
2130129,0,0,0,106,101,33,40,95,31,403
2130130,0,0,0,179,204,66,76,179,42,743
2130131,5,3,20,119,158,77,65,206,71,699
2130132,0,0,0,112,133,59,41,144,33,521
2130133,3,0,3,103,127,55,43,113,37,477
2130134,0,0,0,89,99,37,35,116,35,413
2130135,4,0,7,39,53,37,22,70,14,237
2130136,0,0,3,88,107,40,31,90,35,390
2130137,14,9,23,606,715,261,229,610,226,2646
2130201,0,0,3,58,88,37,40,78,24,320
2130202,0,0,0,52,53,20,28,79,32,265
2130203,6,3,7,112,114,52,39,125,76,517
2130204,3,0,7,84,97,31,47,122,27,409
2130205,0,0,4,54,66,33,18,75,25,272
2130206,0,0,3,47,62,25,19,71,23,260
2130207,4,0,4,54,59,33,31,110,42,321
2130208,0,0,3,55,55,24,17,84,22,265
2130209,0,0,0,69,74,38,28,99,39,349
2130210,3,0,4,24,43,23,14,40,19,160
2130211,0,0,0,76,83,32,37,100,17,349
2130212,0,0,0,87,113,43,48,127,26,440
2130214,0,0,3,74,69,35,32,80,19,308
2130215,0,0,0,63,70,27,19,73,20,282
2130216,0,0,0,115,110,49,30,119,29,448
2130217,0,0,3,58,87,36,27,91,31,323
2130218,0,0,0,0,0,0,0,0,0,0
2130219,0,0,0,79,89,44,36,85,18,341
2130220,3,0,3,93,81,28,41,97,17,360
2130221,0,3,4,50,43,13,11,76,23,223
2130222,0,0,0,54,70,39,33,62,16,267
2130223,3,4,10,83,86,42,28,96,40,373
2130224,0,0,0,62,60,37,21,64,17,253
2130225,0,0,3,78,91,54,23,76,38,358
2130228,0,0,0,83,95,28,24,108,23,365
2130229,0,0,0,54,76,32,25,68,5,262
2130230,0,0,3,256,335,126,111,296,94,1214
2130231,0,0,4,83,106,40,24,102,30,388
2130232,0,0,0,35,38,12,19,25,3,122
2130233,0,0,0,56,58,24,26,72,13,252
2130234,3,0,3,74,83,44,27,69,21,312
2130235,0,0,0,125,125,39,65,115,19,491
2130236,0,0,0,131,153,52,42,118,27,521
2130237,0,0,0,100,100,43,30,88,38,396
2130238,0,0,0,157,170,76,54,176,49,684
2130239,3,0,6,149,161,60,65,175,38,645
2130240,0,0,3,119,133,62,47,135,23,519
2130241,0,0,0,122,137,54,59,131,53,551
2130242,0,0,0,87,99,36,42,127,14,400
2130243,0,0,0,82,87,32,39,84,25,341
2130301,3,0,3,56,62,39,34,67,33,294
2130302,7,0,9,79,98,47,51,101,29,404
2130303,0,0,0,56,54,33,28,60,23,253
2130305,3,0,6,22,33,19,18,61,17,170
2130306,3,0,3,96,101,62,48,103,26,431
2130307,3,3,13,67,84,27,44,82,26,340
2130308,4,4,12,92,103,53,41,104,41,442
2130309,0,0,4,101,115,51,47,89,40,450
2130310,0,0,0,42,53,33,14,41,19,208
2130311,0,0,0,48,60,22,32,40,33,234
2130312,0,0,3,39,52,18,13,41,12,167
2130313,0,3,3,76,63,24,30,61,26,274
2130314,23,82,115,72,78,40,35,126,164,515
2130315,0,0,0,229,233,90,75,110,45,778
2130316,0,0,0,164,189,76,55,113,44,635
2130317,0,0,0,148,117,60,35,69,15,453
2130318,0,0,0,116,150,50,47,74,22,464
2130319,0,0,0,154,152,72,33,75,16,501
2130401,0,0,0,104,90,48,23,111,18,398
2130402,0,0,3,55,36,19,28,72,24,235
2130403,0,0,0,50,70,20,20,65,28,254
2130404,0,0,3,84,93,31,35,118,37,396
2130405,0,0,0,105,88,45,40,112,19,406
2130406,3,0,5,75,64,30,36,81,24,307
2130407,0,0,0,69,73,22,27,91,34,308
2130408,0,0,3,93,84,49,37,145,33,441
2130412,0,0,4,76,82,40,27,97,32,353
2130413,0,0,4,48,41,25,18,75,14,227
2130414,39,3,36,60,65,31,26,146,11,338
2130416,0,0,0,65,49,21,21,54,16,226
2130417,0,0,0,26,35,14,13,30,21,136
2130418,0,0,0,54,38,19,10,42,16,177
2130419,0,0,0,33,33,17,21,62,24,183
2130420,0,0,0,43,50,24,14,50,12,199
2130421,0,0,0,119,142,66,49,129,26,522
2130422,0,0,0,122,122,38,31,149,18,479
2130423,4,0,6,148,153,43,47,145,24,559
2130424,7,0,7,346,421,133,124,355,78,1458
2130425,3,0,3,168,194,70,53,164,39,691
2130426,0,0,0,52,67,26,17,103,18,286
2130427,0,0,0,77,82,24,28,94,21,325
2130428,0,0,0,81,65,43,34,89,22,330
2130429,0,0,0,56,56,32,28,96,25,293
2130430,0,0,0,104,139,62,40,102,28,465
2130431,0,0,0,3,8,0,0,3,4,16
2130432,0,0,0,72,67,26,30,65,17,272
2130433,0,0,0,44,67,23,17,61,31,241
2130434,0,0,4,75,62,18,21,80,24,274
2130445,0,0,0,82,97,31,34,104,15,356
2130501,4,0,4,63,64,26,15,101,28,296
2130502,0,0,5,84,72,35,35,130,30,385
2130503,0,0,7,106,94,41,37,191,33,503
2130504,0,0,0,52,42,26,18,79,10,226
2130505,3,3,8,95,103,46,59,168,54,524
2130506,5,0,13,75,91,35,38,130,41,407
2130507,0,0,4,57,70,21,24,110,23,305
2130508,0,0,0,56,52,33,25,77,30,266
2130509,0,0,0,110,137,45,54,193,74,610
2130510,3,0,0,66,67,38,26,139,25,361
2130511,0,0,4,132,117,52,50,198,42,590
2130512,4,0,9,56,49,28,33,118,35,311
2130513,3,0,3,97,83,40,44,147,37,444
2130514,0,0,0,42,43,20,20,50,16,191
2130515,0,0,5,137,110,59,53,183,57,604
2130516,0,0,0,64,80,52,40,155,30,416
2130517,0,0,5,87,74,29,32,144,59,427
2130518,0,0,0,82,74,36,25,157,57,427
2130519,0,0,3,69,76,29,29,142,53,393
2130520,0,0,0,96,94,34,40,149,51,459
2130521,0,0,3,95,109,52,40,166,55,520
2130522,0,0,0,36,50,20,13,93,4,211
2130523,3,3,9,87,83,40,26,139,41,418
2130524,0,0,0,64,96,37,32,112,49,395
2130525,0,0,0,59,73,34,37,91,36,334
2130526,0,0,0,0,0,0,0,0,3,3
2130527,3,0,3,107,99,43,46,198,46,539
2130528,0,0,0,75,59,29,26,118,14,321
2130529,0,0,0,125,114,38,60,248,43,625
2130530,4,0,5,84,81,31,23,130,62,414
2130531,5,4,14,83,92,44,30,162,77,491
2130532,3,0,0,88,90,38,34,109,35,403
2130533,0,0,0,63,47,14,21,96,23,267
2130534,0,0,0,49,46,20,23,48,16,196
2130535,3,0,3,80,85,23,35,142,18,381
2130536,5,0,17,82,102,29,49,191,65,518
2130537,3,0,5,105,119,45,40,162,31,494
2130538,0,0,0,123,100,44,40,167,49,516
2130539,3,0,3,85,96,40,31,125,36,409
2130540,4,0,4,62,75,44,31,104,27,342
2130541,3,0,3,58,96,21,28,114,26,345
