SA1_7DIGITCODE_2016,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_149_cpl_fam_no_child,FI_1_149_cpl_fam_with_child,FI_1_149_One_parent_fam,FI_1_149_Other_fam,FI_1_149_Tot,FI_150_299_cpl_fam_no_child,FI_150_299_cpl_fam_with_child,FI_150_299_One_parent_fam,FI_150_299_Other_fam,FI_150_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_499_cpl_fam_no_child,FI_400_499_cpl_fam_with_child,FI_400_499_One_parent_fam,FI_400_499_Other_fam,FI_400_499_Tot,FI_500_649_cpl_fam_no_child,FI_500_649_cpl_fam_with_child,FI_500_649_One_parent_fam,FI_500_649_Other_fam,FI_500_649_Tot,FI_650_799_cpl_fam_no_child,FI_650_799_cpl_fam_with_child,FI_650_799_One_parent_fam,FI_650_799_Other_fam,FI_650_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_wth_chld,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1749_cpl_fam_no_child,FI_1500_1749_cpl_fam_wth_chld,FI_1500_1749_One_parent_fam,FI_1500_1749_Other_fam,FI_1500_1749_Tot,FI_1750_1999_cpl_fam_no_child,FI_1750_1999_cpl_fam_wth_chld,FI_1750_1999_One_parent_fam,FI_1750_1999_Other_fam,FI_1750_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cpl_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cpl_fam_no_child,All_inc_ns_cpl_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cpl_fam_no_child,Tot_cpl_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
2104319,0,0,0,0,3,3,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,4,3,0,6,6,0,0,0,7,7,6,0,0,15,6,3,0,0,12,3,6,0,0,9,3,0,4,0,5,5,19,0,0,29,6,3,0,0,6,4,10,0,0,8,6,9,0,0,13,4,6,0,0,18,9,9,0,0,21,0,0,0,0,0,68,86,10,0,163
2104320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,6,0,0,3,0,3,14,0,0,0,15,8,3,0,0,14,9,3,3,0,20,12,5,8,0,22,7,4,3,0,10,3,3,0,0,6,8,15,3,0,25,5,4,0,0,9,6,0,0,0,7,3,3,0,0,3,0,4,0,0,6,3,5,3,0,13,3,0,0,0,3,87,60,26,3,173
2104321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,8,0,0,0,0,4,10,0,3,0,9,3,6,0,0,8,3,3,0,0,11,3,3,3,0,12,3,7,0,0,12,4,10,4,0,18,3,7,4,0,10,0,11,0,0,8,0,10,0,0,11,0,0,0,0,0,0,0,0,0,0,6,8,0,0,13,0,0,0,0,0,50,57,23,6,133
2104322,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,3,0,5,0,0,0,0,3,0,5,0,0,8,4,3,0,0,6,3,4,0,0,8,0,3,0,0,3,6,15,0,0,19,3,3,0,0,5,0,3,3,0,3,0,3,0,0,3,3,13,0,0,15,0,8,0,0,10,0,4,0,0,4,35,57,11,0,104
2104324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,3,3,0,0,0,6,3,3,0,0,11,3,3,3,0,10,0,9,0,0,7,3,3,0,0,5,0,4,0,0,10,8,7,0,0,20,0,7,0,0,4,0,3,0,0,6,0,0,0,0,0,0,0,0,0,3,0,9,0,0,10,0,0,0,0,0,28,51,12,0,95
2104325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,4
2104326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,3,0,0,0,3,0,0,3,0,8,3,0,0,0,3,3,3,0,0,10,0,0,0,0,3,3,3,0,0,9,0,8,0,0,8,3,3,0,0,7,4,8,3,0,20,0,4,0,0,8,0,0,0,0,5,0,0,0,0,0,0,3,0,0,8,0,10,0,0,8,0,0,0,0,0,34,44,17,0,93
2104327,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,8,0,3,0,13,4,0,0,0,3,10,0,0,0,7,3,3,0,0,7,6,4,3,0,8,7,5,0,0,11,4,8,0,0,14,8,8,0,0,11,4,0,0,0,8,0,0,0,0,3,0,11,0,0,12,7,8,0,0,13,0,0,0,0,0,53,48,13,0,120
2104329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,3,4,0,6,3,3,0,0,11,0,3,0,0,6,0,7,0,0,5,3,14,0,0,12,3,15,0,0,23,3,4,0,0,7,0,4,0,0,4,3,11,0,0,11,5,9,0,0,11,0,0,0,0,0,30,71,10,0,112
2104330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,7,0,0,3,0,3,3,0,3,0,4,0,0,3,0,9,0,0,0,0,4,8,3,3,0,14,0,3,0,0,6,0,15,0,0,17,4,5,3,0,9,0,9,0,0,13,0,3,0,0,5,0,7,0,0,9,0,3,0,0,3,5,8,0,0,13,0,0,0,0,0,26,61,15,0,109
2104331,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,0,5,0,0,4,0,12,6,0,3,0,11,4,0,11,0,9,3,3,4,0,15,0,3,4,0,9,0,13,0,0,10,5,10,0,0,10,9,20,0,0,30,4,13,0,0,15,3,6,0,0,9,4,10,0,0,7,0,4,0,0,10,3,11,0,0,16,0,0,0,0,7,51,90,42,0,183
2104332,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,3,3,0,0,0,3,0,0,7,0,5,4,3,4,0,7,7,0,5,0,19,3,4,0,0,11,8,3,3,0,15,3,3,0,0,5,3,11,0,0,18,10,17,0,0,30,8,16,0,0,21,3,11,0,0,10,0,0,0,0,0,0,11,0,0,12,0,9,0,0,16,0,0,0,0,0,59,89,32,3,185
2104333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,4,13,0,0,0,13,5,0,0,0,6,3,0,3,0,8,3,0,3,0,7,0,3,0,0,3,0,3,3,0,11,3,5,4,0,11,0,4,0,0,5,0,3,0,0,8,0,0,0,0,0,0,0,0,0,3,0,5,0,0,10,0,0,0,0,0,40,32,19,3,94
2104334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,3,0,3,0,4,3,0,0,0,3,3,0,4,0,8,0,3,0,0,7,0,3,3,0,8,0,7,3,0,15,0,4,0,0,6,3,4,0,0,11,10,19,3,0,26,3,4,0,0,8,0,7,0,0,8,0,4,0,0,4,0,8,0,0,4,0,9,0,0,6,4,3,0,0,4,33,74,20,6,131
2104335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,9,0,0,0,0,3,0,3,4,0,5,3,8,4,0,17,3,9,3,0,13,8,10,3,0,13,3,7,3,0,15,8,13,0,0,18,0,3,0,0,5,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,0,0,10,0,0,3,0,3,29,55,30,3,117
2104337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,3,0,3,7,0,3,0,8,3,3,4,0,12,0,5,0,0,5,0,8,0,0,17,3,0,0,0,7,8,3,0,0,10,4,11,0,0,16,3,12,0,0,9,0,0,0,0,0,3,0,0,0,3,0,3,0,0,3,6,10,0,0,14,0,0,0,0,0,44,63,16,3,123
2104338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,6,0,0,3,0,3,3,3,0,0,11,6,0,3,0,10,4,3,3,0,8,7,7,3,0,12,4,10,0,0,17,3,8,0,0,13,9,12,3,0,23,3,11,0,0,21,0,10,0,0,10,0,0,0,0,0,0,8,0,0,11,3,8,0,0,8,0,0,0,0,0,53,77,22,4,151
2104339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,6,7,4,0,0,9,6,4,3,0,17,8,3,7,0,18,3,9,3,0,16,5,9,4,0,18,9,17,0,0,29,20,31,0,0,55,21,31,0,0,53,8,10,0,0,15,3,3,0,0,8,3,9,0,0,12,8,16,6,0,27,0,0,0,0,3,102,155,28,3,292
2104340,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,3,0,3,8,5,3,0,16,3,0,0,0,3,8,9,0,0,13,3,9,3,0,10,0,6,3,0,3,5,8,0,0,11,4,9,0,0,11,0,10,0,0,5,0,4,0,0,3,0,4,0,0,3,0,3,0,0,9,6,12,0,0,13,0,0,0,0,0,50,54,18,0,129
2104341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,0,0,0,4,5,0,0,0,5,4,0,4,0,8,3,3,0,0,7,3,7,0,0,5,0,0,0,0,3,3,4,0,0,10,0,4,0,0,5,0,0,0,0,3,0,0,3,0,3,5,4,0,0,8,0,3,3,0,7,0,0,0,0,3,36,29,14,0,77
2104342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,5,0,0,4,3,4,0,0,3,0,3,0,0,3,0,0,0,0,3,3,0,0,0,3,3,4,0,0,6,3,0,0,0,3,21,18,8,0,44
2104343,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,11,0,0,5,0,9,9,0,10,0,14,0,5,4,0,11,9,11,7,0,27,6,12,3,0,26,3,24,3,0,32,5,24,0,0,33,13,62,4,0,83,19,35,0,0,57,3,23,0,0,24,3,20,0,0,24,7,18,0,0,24,10,27,3,0,36,3,0,3,0,5,99,262,50,4,419
2104344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,4,3,0,0,6,5,3,4,0,13,7,3,0,0,10,0,3,0,0,5,4,4,0,0,11,3,11,0,0,17,0,11,0,0,11,4,4,0,0,12,0,0,0,0,0,0,13,0,0,13,0,5,0,0,5,0,0,0,0,0,42,59,14,0,113
2104401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,4,0,0,0,11,5,0,0,0,5,3,0,0,0,9,0,4,0,0,8,0,4,3,0,4,0,4,0,0,3,3,7,0,0,14,0,6,0,0,7,3,3,0,0,6,0,0,0,0,0,0,0,0,0,0,3,9,3,0,16,0,0,0,0,0,33,37,13,0,86
2104402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,0,0,6,0,6,9,0,5,0,13,10,0,3,0,9,11,7,0,0,13,3,3,0,0,3,0,9,0,0,7,3,0,3,0,7,4,7,0,0,13,4,4,0,0,11,0,3,0,0,3,0,3,0,0,4,0,0,0,0,0,3,6,0,0,9,0,0,0,0,0,49,41,22,0,107
2104403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,3,0,0,0,6,7,0,4,0,6,0,3,3,0,6,0,3,0,0,5,3,0,0,0,5,3,8,0,0,11,0,4,0,0,4,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,18,31,13,3,69
2104404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,7,0,8,9,4,6,0,21,6,0,3,0,9,3,3,0,0,10,4,4,0,0,12,4,3,0,0,5,3,6,4,0,12,6,6,0,0,13,8,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,7,3,0,0,0,3,53,38,30,0,127
2104405,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,6,0,6,10,0,5,0,10,9,0,5,0,10,8,0,0,0,8,10,3,0,0,12,6,5,0,0,15,3,0,3,0,7,6,10,0,0,19,6,3,0,0,11,0,4,0,0,4,0,0,0,0,0,0,3,0,0,3,0,0,0,0,5,0,0,0,0,3,68,47,26,0,139
2104406,0,0,0,0,0,0,0,3,0,3,0,0,0,0,5,0,0,0,0,3,0,0,4,0,4,0,3,3,0,6,11,0,3,0,14,5,0,3,0,6,12,3,5,0,21,9,11,0,0,13,4,7,0,0,13,7,8,0,0,11,6,23,3,0,36,3,15,0,0,16,0,6,0,0,4,0,3,0,0,10,3,4,0,0,9,3,3,3,0,10,0,4,0,0,5,66,88,25,0,179
2104407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,3,0,3,8,0,6,0,16,4,0,3,0,13,10,3,3,0,15,0,3,3,0,11,0,4,3,0,8,3,11,3,0,15,9,13,0,0,19,3,11,0,0,13,0,6,0,0,8,0,3,0,0,5,0,0,0,0,0,3,12,0,0,13,0,0,3,0,6,44,59,30,0,140
2104408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,4,0,0,0,0,0,0,0,3,0,3,8,3,3,0,8,3,3,0,0,3,5,0,3,0,3,3,0,0,0,4,4,0,3,0,3,3,4,0,0,7,0,7,0,0,7,0,0,0,0,3,0,3,0,0,3,0,0,0,0,3,0,10,4,0,14,0,0,0,0,0,33,25,18,0,76
2104409,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,3,3,0,0,0,8,0,0,0,0,0,10,0,0,0,10,12,0,0,0,18,4,0,0,0,11,7,5,0,0,18,0,7,0,0,10,0,6,0,0,13,3,12,3,0,18,3,14,0,0,13,0,3,0,0,3,0,0,0,0,0,4,4,0,0,11,4,7,0,0,13,0,0,0,0,0,53,66,14,0,143
2104410,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,8,0,3,0,15,8,3,3,0,17,9,0,0,0,7,8,9,0,0,21,3,0,0,0,5,3,6,0,0,13,5,9,3,0,11,3,6,0,0,5,0,0,0,0,0,3,3,0,0,5,0,0,0,0,0,4,3,0,0,8,6,0,0,0,3,60,46,21,3,128
2104411,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,3,0,0,0,3,3,0,0,0,3,0,8,3,0,10,3,4,0,0,7,0,3,0,0,6,5,8,0,0,13,9,9,0,0,14,0,3,0,0,9,3,10,0,0,11,0,5,0,0,5,0,4,0,0,4,3,6,4,0,13,3,0,0,0,3,38,55,17,0,106
2104412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,12,0,3,0,15,6,3,3,0,13,7,0,5,0,16,4,7,9,0,21,3,11,3,0,15,6,10,0,0,15,3,11,0,0,19,6,6,3,0,12,3,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,5,0,8,0,0,0,0,0,55,49,32,3,136
2104413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,0,4,9,0,0,0,9,6,3,0,0,7,6,3,0,0,14,10,3,0,0,12,0,3,0,0,3,4,3,0,0,9,6,13,0,0,19,4,13,0,0,16,3,6,0,0,9,4,8,0,0,5,0,10,0,0,9,3,3,3,0,14,3,0,0,0,7,65,69,9,0,138
2104414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,4,0,3,8,0,5,0,14,13,3,3,0,15,4,3,4,0,12,5,7,0,0,12,0,13,0,0,10,3,9,4,0,15,0,11,0,0,11,5,14,0,0,16,3,3,0,0,6,0,3,0,0,3,0,3,0,0,5,4,10,0,0,14,3,3,0,0,3,56,68,24,0,147
2104415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,4,0,0,0,3,19,0,0,0,22,7,0,0,0,7,4,0,0,0,9,7,0,0,0,7,0,0,0,0,4,0,5,0,0,8,4,9,0,0,11,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,7,7,3,0,0,7,3,0,0,0,3,69,23,10,0,93
2104416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,7,0,0,3,0,5,3,0,0,0,3,0,0,0,0,5,3,3,3,0,8,0,0,0,0,4,4,9,0,0,11,0,8,0,0,8,3,6,3,0,15,0,0,0,0,5,3,0,0,0,4,0,3,0,0,3,0,3,0,0,3,0,0,4,0,7,3,0,0,0,3,30,40,13,0,84
2104417,0,0,0,0,4,0,0,3,0,3,0,0,0,0,0,0,0,6,0,3,0,0,3,0,3,0,0,9,0,5,6,4,5,0,17,8,3,4,0,20,10,8,7,0,21,5,18,4,0,28,5,20,0,0,23,7,23,0,0,30,16,36,7,0,61,11,29,3,0,38,6,8,0,0,10,0,6,0,0,8,4,7,0,0,6,9,11,0,0,22,0,4,0,0,4,98,170,40,6,313
2104418,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,7,0,0,3,0,3,12,3,0,0,11,4,0,0,0,4,5,0,0,0,7,3,6,0,0,12,3,5,0,0,9,0,3,0,0,4,3,5,0,0,11,5,8,0,0,9,0,4,0,0,4,0,0,0,0,0,3,0,0,0,3,0,5,0,0,6,3,3,0,0,5,53,38,12,0,100
2104420,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,3,0,0,0,3,7,0,0,0,4,3,0,0,0,3,4,0,0,0,4,3,3,0,0,5,0,0,0,0,4,4,6,0,0,10,0,4,0,0,6,0,6,0,0,6,0,3,0,0,3,0,3,0,0,3,0,3,0,0,3,3,0,0,0,3,27,37,8,0,66
2104422,4,0,0,0,4,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,4,0,5,9,0,0,0,9,3,0,0,0,7,3,10,4,0,17,5,3,3,0,13,0,9,3,0,7,6,5,3,0,11,10,6,0,0,16,0,6,0,0,9,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,6,4,0,9,4,0,0,0,3,43,48,25,0,117
2104423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,3,0,10,0,11,8,0,3,0,12,7,0,3,0,7,3,10,6,0,14,8,4,4,0,15,0,6,0,0,3,3,10,0,0,19,7,14,0,0,23,4,8,0,0,7,3,6,0,0,11,0,5,0,0,3,0,3,0,0,3,4,11,4,0,14,0,3,0,0,3,55,75,29,0,159
2104424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,3,0,0,10,5,0,0,0,10,0,3,0,0,3,0,0,0,0,3,0,3,0,0,3,0,8,0,0,10,0,4,0,0,5,0,7,0,0,4,0,5,0,0,4,0,0,0,0,7,0,4,0,0,8,0,0,0,0,0,25,36,9,0,69
2104425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,8,0,8,10,3,5,0,17,4,3,3,0,8,0,5,4,0,12,8,10,3,0,21,3,9,0,0,19,0,8,0,0,10,14,25,3,0,43,11,19,0,0,30,5,14,0,0,15,0,3,0,0,4,0,7,0,0,6,7,8,0,0,15,0,3,0,0,3,57,119,30,0,208
2104426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,4,4,0,0,0,4,5,0,0,0,14,3,4,3,0,18,3,6,3,0,14,9,5,3,0,17,7,6,4,0,14,5,9,0,0,17,0,0,0,0,6,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,3,0,12,0,0,0,0,0,46,40,26,0,116
2104427,0,0,0,0,0,4,0,0,0,4,0,0,3,0,3,0,0,0,0,0,0,0,3,0,4,3,0,4,0,6,9,3,3,0,13,0,0,4,0,7,4,12,8,0,26,5,15,6,0,26,3,26,0,0,30,12,21,4,0,36,24,35,0,0,64,15,14,0,0,31,0,8,0,0,6,0,0,0,0,3,0,0,0,0,3,3,14,3,0,21,0,0,0,0,0,92,159,37,6,292
2104428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,3,0,3,0,9,8,0,0,0,10,9,4,9,0,17,12,4,7,0,20,5,7,3,0,19,7,3,0,0,11,4,0,0,0,3,12,17,0,0,27,0,7,0,0,5,3,0,0,0,3,0,3,0,0,3,0,0,0,0,0,4,12,0,0,20,0,0,0,0,0,68,60,29,3,156
2104429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,6,0,0,0,0,0,3,5,0,0,5,0,0,0,0,0,0,0,0,0,0,7,7,0,0,13,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,7,0,0,7,3,7,0,0,10,5,0,0,0,8,28,29,9,0,62
2104501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,9,0,5,7,0,3,0,8,5,5,6,0,19,9,7,4,4,14,5,3,0,0,14,3,5,3,0,12,3,4,0,0,5,7,4,0,0,6,0,0,0,0,3,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,5,4,0,0,6,0,0,5,0,7,34,37,38,3,120
2104502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,0,4,6,0,0,0,8,7,3,0,0,8,3,8,3,0,15,0,0,4,0,6,0,8,0,0,11,0,4,0,0,3,3,14,0,0,17,4,7,0,0,13,0,3,0,0,6,0,3,0,0,3,0,3,0,0,3,4,11,0,0,14,0,0,0,0,3,31,61,20,0,112
2104503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,5,0,5,3,0,3,0,5,9,4,13,0,20,4,7,0,0,12,7,3,0,0,16,3,0,0,0,10,3,3,4,0,9,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,3,40,22,32,4,102
2104504,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,10,0,0,0,0,3,14,0,3,0,17,8,3,0,0,17,13,0,3,0,20,4,0,0,0,6,0,7,0,0,9,0,0,0,0,0,3,5,0,0,10,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,8,0,12,3,0,0,0,3,71,19,19,3,111
2104505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,9,3,0,6,0,7,13,0,10,0,19,3,3,3,0,14,3,3,3,0,11,4,3,0,0,12,3,3,0,6,13,3,5,4,0,9,4,7,3,0,11,0,8,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,5,3,0,14,0,0,0,0,0,47,49,31,3,135
2104506,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,6,0,0,4,0,4,11,0,6,0,10,4,3,3,0,16,8,4,3,0,14,8,4,3,0,14,3,12,0,0,16,3,13,0,0,11,8,11,0,0,21,4,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,3,0,10,0,0,0,0,6,50,61,32,0,144
2104507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,7,0,0,4,0,9,3,3,4,0,8,3,3,0,0,5,6,3,4,0,11,0,3,4,0,5,4,14,0,0,21,5,0,0,0,9,7,3,3,0,15,0,3,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,6,0,0,0,0,0,35,41,27,3,109
2104508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,3,12,0,0,0,17,3,3,0,0,7,7,9,0,0,15,6,3,3,0,10,5,9,0,0,15,3,11,0,0,11,0,13,0,0,17,8,4,0,0,9,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,3,4,0,0,9,0,0,0,0,3,55,64,14,0,133
2104509,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,3,0,0,0,5,3,3,0,0,10,10,0,4,0,10,3,3,0,0,6,0,5,0,0,6,4,4,0,0,7,9,13,0,0,16,3,3,0,0,7,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,3,0,0,0,3,42,36,15,0,91
2104510,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,12,0,0,0,12,6,0,0,0,3,15,0,0,0,13,14,6,0,0,16,9,4,0,0,14,16,3,0,0,16,0,0,0,0,3,3,3,0,0,9,6,5,0,0,9,0,7,0,0,5,3,0,0,0,3,0,4,0,0,3,0,3,0,0,3,6,4,0,0,13,4,0,0,0,4,89,34,7,0,133
