SA1_7DIGITCODE_2016,Pre_school_M,Pre_school_F,Pre_school_P,Infants_Primary_Government_M,Infants_Primary_Government_F,Infants_Primary_Government_P,Infants_Primary_Catholic_M,Infants_Primary_Catholic_F,Infants_Primary_Catholic_P,Infnts_Primry_Othr_Non_Govt_M,Infnts_Primry_Othr_Non_Govt_F,Infnts_Primry_Othr_Non_Govt_P,Infants_Primary_Tot_M,Infants_Primary_Tot_F,Infants_Primary_Tot_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_Non_Govt_M,Secondary_Other_Non_Govt_F,Secondary_Other_Non_Govt_P,Secondary_Tot_M,Secondary_Tot_F,Secondary_Tot_P,Tec_Furt_Educ_inst_Ft_15_24_M,Tec_Furt_Educ_inst_Ft_15_24_F,Tec_Furt_Educ_inst_Ft_15_24_P,Tec_Furt_Educ_inst_Ft_25_ov_M,Tec_Furt_Educ_inst_Ft_25_ov_F,Tec_Furt_Educ_inst_Ft_25_ov_P,Tec_Furt_Educ_inst_Pt_15_24_M,Tec_Furt_Educ_inst_Pt_15_24_F,Tec_Furt_Educ_inst_Pt_15_24_P,Tec_Furt_Educ_inst_Pt_25_ov_M,Tec_Furt_Educ_inst_Pt_25_ov_F,Tec_Furt_Educ_inst_Pt_25_ov_P,Tec_Furt_Educ_inst_F_Pt_ns_M,Tec_Furt_Educ_inst_F_Pt_ns_F,Tec_Furt_Educ_inst_F_Pt_ns_P,Tec_Furt_Educ_inst_Tot_M,Tec_Furt_Educ_inst_Tot_F,Tec_Furt_Educ_inst_Tot_P,Uni_othr_Tert_Inst_Ft_15_24_M,Uni_othr_Tert_Inst_Ft_15_24_F,Uni_othr_Tert_Inst_Ft_15_24_P,Uni_othr_Tert_Inst_Ft_25_ov_M,Uni_othr_Tert_Inst_Ft_25_ov_F,Uni_othr_Tert_Inst_Ft_25_ov_P,Uni_othr_Tert_Inst_Pt_15_24_M,Uni_othr_Tert_Inst_Pt_15_24_F,Uni_othr_Tert_Inst_Pt_15_24_P,Uni_othr_Tert_Inst_Pt_25_ov_M,Uni_othr_Tert_Inst_Pt_25_ov_F,Uni_othr_Tert_Inst_Pt_25_ov_P,Uni_othr_Tert_Inst_F_Pt_ns_M,Uni_othr_Tert_Inst_F_Pt_ns_F,Uni_othr_Tert_Inst_F_Pt_ns_P,Uni_other_Tert_Instit_Tot_M,Uni_other_Tert_Instit_Tot_F,Uni_other_Tert_Instit_Tot_P,Othr_typ_educ_inst_Ft_stud_M,Othr_typ_educ_inst_Ft_stud_F,Othr_typ_educ_inst_Ft_stud_P,Othr_typ_educ_inst_Pt_stud_M,Othr_typ_educ_inst_Pt_stud_F,Othr_typ_educ_inst_Pt_stud_P,Oth_typ_ed_instit_F_Pt_ns_M,Oth_typ_ed_instit_F_Pt_ns_F,Oth_typ_ed_instit_F_Pt_ns_P,Other_type_educ_instit_Tot_M,Other_type_educ_instit_Tot_F,Other_type_educ_instit_Tot_P,Type_educanl_institution_ns_M,Type_educanl_institution_ns_F,Type_educanl_institution_ns_P,Tot_M,Tot_F,Tot_P
2100311,12,17,22,9,7,18,25,20,45,3,4,10,38,32,70,3,3,9,10,8,22,4,4,14,22,18,35,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,4,6,0,4,0,4,4,0,3,3,3,8,10,0,0,0,8,10,17,0,0,0,0,3,3,0,0,0,0,3,3,20,20,36,91,99,195
2100312,3,0,4,19,10,28,14,10,27,6,4,13,39,28,64,3,9,10,12,19,33,10,3,12,25,29,53,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,3,3,5,3,10,12,0,0,0,4,3,6,0,0,3,0,0,0,6,10,21,0,0,0,0,0,0,0,0,0,0,0,0,27,25,59,108,104,205
2100313,3,0,4,6,14,24,12,14,30,3,3,6,29,35,59,3,3,6,22,16,35,3,3,6,28,21,52,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,7,0,3,3,4,10,0,3,3,0,0,0,4,5,9,0,0,0,6,15,22,0,0,0,0,0,3,0,0,0,0,0,3,6,16,28,72,88,161
2100314,8,0,10,5,4,3,4,3,11,3,0,3,8,11,20,3,3,3,6,3,9,7,3,9,22,6,24,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,8,3,4,9,0,0,3,3,0,3,0,0,3,0,0,0,9,7,10,0,4,4,0,0,0,0,0,0,0,3,5,15,13,31,64,46,107
2100315,3,3,9,12,9,28,10,4,10,0,0,3,25,21,41,8,5,15,14,8,23,7,3,7,23,16,46,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,3,3,5,4,11,10,3,0,4,0,0,0,0,7,5,0,0,0,8,16,23,0,0,0,0,0,0,0,0,0,0,0,0,6,4,7,67,66,129
2100316,0,0,0,9,3,12,0,0,3,0,0,4,10,5,18,4,0,3,3,0,3,0,3,3,6,4,8,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,7,0,7,0,3,4,0,0,0,3,4,6,0,0,0,14,9,17,0,0,0,0,0,3,0,0,0,0,0,4,10,27,41,40,45,91
2100317,11,3,13,12,14,31,5,6,13,3,0,4,24,23,43,8,7,13,6,7,11,3,5,7,13,20,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,3,4,11,0,0,0,4,4,6,0,0,0,14,12,27,0,3,3,3,0,4,0,0,0,3,4,8,6,11,23,70,75,147
2100318,3,11,15,25,15,38,3,7,8,0,6,6,26,29,57,8,3,10,8,15,25,3,5,8,17,23,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,8,11,3,4,5,0,0,0,3,3,12,0,0,0,14,17,31,0,0,0,0,0,4,0,0,0,0,0,4,18,15,30,89,96,179
2100319,6,0,5,10,15,29,3,3,5,0,0,0,17,14,31,3,10,7,4,0,4,3,4,9,8,12,24,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,0,8,8,3,3,8,0,0,0,0,3,4,0,0,0,3,15,17,0,0,0,0,0,0,0,0,0,0,0,0,16,19,35,48,65,112
2100320,5,4,6,9,9,23,0,3,6,0,0,0,15,13,31,6,9,20,3,6,9,3,0,3,13,18,31,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,7,4,5,8,0,0,0,0,4,4,0,0,0,8,11,20,0,0,0,0,0,0,0,0,0,0,0,0,18,15,32,57,62,125
2100321,3,8,11,11,11,16,3,3,10,0,3,6,13,14,29,8,4,6,4,3,9,6,6,11,17,14,29,0,0,3,0,0,0,0,0,3,4,0,3,0,0,0,4,4,10,3,10,8,3,3,8,0,0,0,0,10,5,0,0,0,5,16,23,0,0,0,0,0,0,0,0,0,0,0,0,10,14,24,52,69,123
2100322,9,8,16,15,21,44,3,3,4,5,4,5,21,28,54,0,0,0,3,7,6,0,0,5,9,11,17,0,3,3,5,0,5,0,3,4,5,0,4,0,0,0,4,4,14,14,17,31,3,10,11,3,3,7,9,9,17,0,0,0,21,38,65,0,0,0,0,5,9,0,0,0,0,5,4,31,24,52,100,124,228
2100323,3,0,6,10,7,16,9,3,15,3,0,3,20,15,36,0,3,3,4,3,6,0,0,3,4,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,6,0,0,0,0,0,0,0,0,3,0,0,0,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,12,13,24,39,46,92
2100324,0,0,0,3,16,21,3,0,5,0,3,3,7,17,29,3,3,11,8,5,17,5,3,7,22,15,32,3,0,3,0,0,0,0,3,3,0,0,0,0,0,0,5,4,4,7,0,8,3,0,4,0,0,0,0,3,3,0,0,0,8,5,12,0,0,0,0,0,0,0,0,0,0,0,0,7,6,15,51,54,101
2100325,4,5,11,4,8,15,0,3,3,0,0,4,8,11,23,4,4,5,4,7,11,3,3,10,9,7,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,6,4,0,0,0,0,0,3,0,0,0,0,0,0,5,8,18,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,41,40,83
2100326,13,10,18,14,9,28,26,32,54,9,14,18,55,50,108,3,0,9,26,14,39,7,11,18,39,27,61,0,3,3,0,0,0,3,0,3,0,4,4,0,0,0,4,7,14,4,12,14,0,5,5,3,0,3,8,9,14,0,0,0,11,25,39,0,0,0,0,5,5,0,0,0,0,5,5,13,17,30,134,136,273
2100327,0,11,10,16,19,35,15,10,25,8,16,24,37,49,83,11,3,12,34,16,49,14,8,27,54,30,91,0,0,0,0,0,0,3,0,3,0,3,3,0,0,0,3,0,6,4,19,21,0,3,3,0,0,0,3,9,9,0,0,0,12,27,32,0,0,0,0,0,0,0,0,0,0,0,0,23,26,53,134,142,282
2100328,3,3,9,14,11,30,0,6,6,0,5,7,17,19,39,3,5,14,4,3,11,3,4,4,11,19,26,3,0,3,0,0,0,0,0,0,0,4,4,0,0,0,3,4,5,3,8,15,3,3,6,0,0,0,0,6,13,0,0,0,15,24,35,0,0,0,4,0,3,0,0,0,4,0,3,12,18,33,64,88,150
2100329,6,8,11,17,11,31,17,9,23,6,3,15,36,26,62,8,8,11,8,12,16,3,5,8,16,23,39,4,0,3,0,0,0,0,0,0,0,0,3,0,0,0,6,3,13,9,7,11,3,3,5,0,4,5,0,4,4,0,0,0,14,13,29,0,0,0,0,0,3,0,0,0,0,6,9,15,13,23,92,88,186
2100330,3,10,10,12,5,19,3,7,15,3,5,5,25,19,43,3,3,3,3,6,11,8,4,11,12,13,25,0,3,4,0,0,0,3,0,3,0,0,3,0,0,0,5,3,9,11,15,27,0,6,7,0,3,3,6,9,15,0,0,0,16,32,50,0,0,0,0,0,3,0,0,0,0,0,4,16,16,35,83,97,181
2100331,3,3,7,13,13,21,3,5,9,0,6,6,16,21,36,3,10,10,4,8,15,3,0,3,14,16,25,3,3,3,0,0,0,3,0,4,0,0,0,0,0,0,9,4,10,4,17,28,3,0,7,0,0,0,4,6,8,0,0,0,13,33,47,0,0,0,0,0,3,0,0,0,0,3,4,19,31,49,67,106,173
2100332,5,4,8,13,7,22,4,4,8,5,3,9,24,17,38,0,5,5,12,3,13,5,8,12,14,11,30,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,3,5,8,8,9,3,0,5,0,0,0,3,7,8,0,0,0,7,17,24,0,0,0,3,0,4,0,0,0,3,0,4,6,14,18,67,60,127
2100333,4,7,14,16,12,28,17,9,20,0,0,0,33,19,47,10,9,16,9,7,14,3,3,6,20,23,42,3,0,4,3,0,3,3,0,6,0,3,3,0,0,0,6,5,15,3,11,9,5,5,12,3,0,5,0,4,3,0,0,0,11,22,27,0,0,0,3,3,10,0,0,0,0,3,8,20,7,28,97,80,181
2100334,7,3,9,11,12,23,6,7,8,0,0,0,17,16,34,3,0,5,3,0,5,0,0,0,3,4,12,0,0,0,0,0,0,0,0,0,8,0,6,0,0,0,3,0,6,3,0,3,0,3,3,0,0,0,0,5,7,0,0,0,7,10,14,3,0,6,0,0,0,0,0,0,3,0,4,17,19,32,58,61,112
2100335,6,9,14,16,11,27,0,3,3,3,0,3,23,12,37,3,9,6,8,4,12,0,0,3,8,12,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,7,0,3,3,0,0,0,0,5,6,0,0,0,6,10,22,0,0,0,0,0,0,0,0,0,0,0,0,9,10,23,55,58,116
2100336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100337,3,0,5,3,10,16,8,5,16,8,10,12,17,29,48,3,7,10,6,4,15,7,13,16,14,25,39,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,3,8,3,6,8,0,0,0,0,0,0,3,4,6,0,0,0,5,8,18,0,0,0,0,0,0,0,0,0,0,0,0,11,10,18,59,75,133
2100338,4,4,4,4,0,8,0,0,0,0,0,0,6,5,11,5,4,5,0,0,0,0,0,3,5,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,4,3,0,0,0,3,3,11,0,0,0,0,0,0,0,0,0,0,3,3,9,15,19,31,36,61
2100339,3,0,8,9,3,14,3,3,9,3,3,3,12,10,26,5,3,5,3,8,4,0,0,0,7,5,15,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,3,3,5,0,10,5,0,0,0,0,3,3,5,5,6,0,0,0,4,14,20,0,0,0,0,0,0,0,0,0,0,0,0,11,22,38,45,66,108
2100340,3,3,9,15,16,32,3,3,10,0,0,0,24,18,40,9,13,22,0,5,4,0,0,5,15,18,32,3,0,3,0,0,0,0,0,3,0,7,3,0,0,0,3,8,10,3,3,7,8,6,12,0,0,0,0,3,3,0,0,0,11,13,22,0,0,0,0,0,0,0,0,0,3,0,3,18,17,32,75,71,152
2100341,4,4,10,8,6,18,3,4,3,3,0,5,11,7,21,9,10,15,0,3,0,0,0,3,9,12,22,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,4,3,7,3,5,11,3,0,3,0,4,5,3,3,4,0,0,0,11,12,19,0,0,0,3,0,4,0,0,0,3,3,7,11,10,19,53,48,106
2100342,16,12,25,18,15,32,18,25,42,0,7,8,42,44,88,3,5,9,7,13,19,3,10,10,17,24,42,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,7,5,10,0,9,9,0,0,0,0,3,3,3,6,12,0,0,0,3,18,24,0,0,0,0,6,5,0,0,0,0,5,6,24,27,50,108,135,241
2100343,3,3,6,12,9,19,0,0,0,0,0,7,13,9,21,3,3,9,0,7,9,0,0,0,7,13,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,3,0,0,0,0,3,6,13,0,0,0,0,3,3,0,0,0,0,3,3,8,4,12,23,40,69
2100344,0,0,0,3,4,4,0,0,0,0,0,0,3,4,7,4,0,3,0,0,3,0,0,0,5,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,4,0,0,0,0,3,4,0,0,0,0,3,3,0,0,0,0,3,3,13,26,40,30,36,71
2100345,3,3,5,14,10,22,8,4,18,3,0,3,23,19,43,8,0,10,18,14,25,0,10,6,21,21,43,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,6,0,6,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,7,10,14,61,54,119
2100346,0,6,9,15,8,16,8,4,14,0,0,0,22,11,32,10,3,11,4,6,7,0,3,3,14,11,22,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,8,0,3,6,0,0,3,0,0,0,0,0,3,0,0,0,3,3,9,0,0,0,0,0,0,0,0,0,0,3,3,10,10,19,52,48,102
2100347,3,7,6,0,0,4,7,9,16,15,11,24,24,25,46,0,0,7,8,10,14,13,13,21,15,20,37,0,0,0,0,0,0,4,0,4,0,3,3,0,0,0,4,4,5,3,3,3,0,0,0,0,0,0,0,0,3,0,0,0,3,4,11,0,0,0,0,0,0,0,0,0,0,0,0,3,11,8,56,64,121
2100348,3,0,3,11,8,15,0,4,9,0,0,0,9,13,24,3,4,11,0,0,0,0,0,0,3,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0,0,0,0,3,4,0,0,0,0,3,3,8,16,21,39,48,84
2100349,3,3,9,7,14,22,4,0,7,0,0,3,10,14,24,8,11,16,0,3,3,0,0,0,11,12,20,3,0,0,0,0,0,0,4,3,0,0,3,0,0,0,4,4,9,7,8,20,5,6,6,0,0,3,4,3,8,0,0,0,16,20,36,0,3,4,3,3,4,0,0,0,3,9,6,13,20,35,66,76,147
2100350,0,0,3,7,4,10,0,3,3,0,0,0,7,5,12,5,7,7,3,4,6,0,0,0,6,10,16,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,3,10,9,0,0,3,0,0,0,0,0,0,0,0,3,6,6,11,29,31,64
2100351,0,0,3,9,14,25,0,4,4,0,0,0,10,13,31,5,10,15,3,3,8,0,0,0,12,13,23,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,4,5,0,0,0,3,5,3,0,0,0,3,4,4,15,10,30,48,55,96
2100401,7,3,10,16,9,23,10,8,11,0,0,0,22,15,41,14,20,35,3,0,4,0,0,0,14,23,39,0,3,3,0,3,3,3,0,0,0,0,0,0,0,0,6,8,11,6,7,11,0,3,4,0,0,0,0,3,5,0,0,0,12,11,22,0,0,0,0,0,3,0,0,0,0,0,3,23,25,43,85,86,174
2100402,3,0,4,14,5,20,0,0,3,0,0,0,13,8,24,12,3,12,0,0,4,0,0,3,13,12,18,3,3,7,0,3,3,0,0,0,0,0,0,0,0,0,3,4,12,5,14,22,0,5,5,0,0,0,4,3,4,0,0,0,9,21,34,0,0,0,0,0,3,0,0,0,0,3,3,42,53,93,90,94,186
2100404,0,0,4,11,8,14,3,3,8,4,0,7,11,13,25,0,3,3,5,0,8,4,6,10,13,13,20,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,9,3,0,3,0,0,0,0,4,3,0,0,0,12,9,18,0,0,0,0,0,0,0,0,0,0,0,0,24,18,43,63,54,114
2100405,3,0,3,27,21,48,6,6,14,3,4,3,37,24,63,20,16,31,4,10,15,3,3,6,28,27,55,4,3,3,0,0,3,0,0,0,0,3,3,0,0,0,5,8,12,8,9,19,3,3,10,0,0,0,0,0,0,0,0,0,15,18,27,0,0,0,4,0,3,0,0,0,4,0,3,32,27,52,119,105,226
2100406,0,5,4,3,9,11,3,0,3,5,0,5,10,9,20,3,4,10,0,3,3,0,0,3,0,12,13,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,8,8,19,11,32,5,4,8,0,0,0,0,3,4,0,0,0,24,27,48,0,0,0,0,3,3,0,0,0,0,3,3,13,15,25,51,66,121
2100407,5,3,4,12,4,16,13,6,14,0,0,3,22,12,37,3,0,3,3,10,12,0,3,3,7,10,19,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,3,7,10,7,7,14,0,4,4,0,0,4,0,0,4,0,0,0,11,20,24,0,0,0,0,0,7,0,0,0,0,0,7,11,14,31,61,72,129
2100408,3,3,9,11,11,25,5,3,7,0,4,7,19,16,35,0,5,10,4,0,3,6,3,7,11,8,26,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,3,4,5,8,11,16,0,3,7,0,0,0,4,0,4,0,0,0,10,13,26,0,0,0,0,3,3,0,0,0,0,3,3,15,22,30,66,65,135
2100409,0,4,3,11,7,18,0,4,4,0,0,0,13,18,25,3,0,5,3,0,7,0,0,0,6,3,16,0,7,7,0,0,0,0,0,0,3,0,0,0,0,0,3,3,6,5,11,13,4,8,12,0,0,0,3,3,7,0,0,0,15,19,35,0,0,0,0,3,0,0,0,0,3,3,5,8,11,25,52,60,109
2100410,0,0,3,6,4,11,4,0,4,0,0,0,8,3,17,0,5,5,7,3,8,0,0,0,7,9,14,0,3,3,0,0,0,0,5,8,3,0,3,0,0,0,6,8,14,3,4,4,0,3,7,0,0,0,0,3,3,0,0,0,6,11,17,0,0,0,0,0,0,0,0,0,0,0,0,19,11,26,45,43,87
2100411,5,3,4,7,7,20,4,8,11,0,0,3,18,15,30,5,9,10,5,4,5,0,3,0,9,11,15,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,4,7,8,4,13,0,3,3,0,3,3,3,8,7,0,0,0,8,16,30,0,0,0,0,0,0,0,0,0,0,0,0,11,14,23,48,72,116
2100412,3,5,10,22,15,41,5,6,11,3,0,4,29,27,52,13,9,18,0,6,4,0,3,4,13,13,32,0,0,0,0,0,0,0,0,0,5,3,9,0,0,0,7,3,6,25,43,73,0,3,9,4,6,6,0,5,7,0,0,0,33,66,103,0,0,3,3,0,7,0,0,0,5,3,5,28,44,74,119,161,286
2100413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100414,3,4,3,10,8,17,3,4,12,0,3,3,13,15,28,8,0,12,7,6,18,0,3,5,21,12,37,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,3,4,0,0,0,0,0,0,3,5,7,0,0,0,9,5,13,0,0,0,0,0,0,0,0,0,0,0,0,6,5,14,55,46,99
2100415,0,0,0,4,12,14,0,3,7,0,0,0,3,13,20,5,4,3,3,0,3,0,0,0,4,4,4,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,3,4,9,13,20,0,4,5,0,0,0,0,7,9,0,0,0,8,17,31,0,0,0,0,0,0,0,0,0,0,0,0,17,16,33,33,59,97
2100416,3,3,6,14,13,22,11,0,11,0,0,0,22,8,32,10,4,18,8,0,5,0,0,0,16,8,21,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,4,7,6,13,15,0,6,5,0,3,3,0,4,6,0,0,0,7,20,24,0,0,3,0,0,0,0,0,0,0,3,3,15,23,35,67,70,140
2100417,3,0,4,12,16,32,3,10,9,6,0,6,17,29,48,8,13,17,8,7,21,0,0,0,17,21,43,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,8,6,13,23,39,3,3,4,0,0,0,3,9,12,0,0,0,23,34,55,0,0,0,3,0,3,0,0,0,3,0,3,25,22,39,99,109,203
2100418,3,3,4,9,5,16,0,3,3,0,0,0,12,5,17,3,3,7,4,0,4,0,0,0,5,7,10,0,0,3,0,0,0,0,0,3,0,4,4,0,0,0,3,4,9,4,0,4,4,0,4,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,3,3,4,19,25,34,40,76
2100419,0,5,7,33,28,60,10,13,25,7,3,3,53,37,95,12,8,28,15,14,27,0,0,0,32,23,54,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,35,25,64,6,4,10,3,0,3,3,4,10,0,0,0,51,41,85,0,0,0,0,5,4,0,0,0,0,3,5,19,17,38,158,129,287
2100420,3,3,3,16,15,32,14,8,21,0,0,0,28,20,48,9,8,16,0,5,3,0,0,4,13,15,28,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,6,7,9,18,22,42,10,3,11,0,0,0,6,5,9,0,0,0,29,28,61,0,0,0,0,0,4,0,0,0,0,0,4,13,18,37,89,89,180
2100421,0,5,7,11,17,23,3,4,10,0,3,4,17,17,34,3,6,7,0,3,4,3,3,3,7,9,17,0,0,3,0,0,0,0,3,4,3,3,4,0,0,0,6,5,13,11,8,21,3,3,9,0,0,0,3,3,6,0,0,0,20,21,36,0,0,0,0,0,0,0,0,0,0,3,3,9,13,19,59,74,130
2100422,11,8,18,21,14,34,15,13,31,3,8,9,38,38,80,7,12,16,8,12,21,0,3,5,19,24,44,0,0,0,0,0,0,0,4,4,0,3,3,0,0,0,0,7,7,16,18,30,3,6,7,0,3,3,3,7,13,0,0,0,22,29,56,0,0,0,0,5,4,0,0,0,0,3,6,16,18,35,112,135,244
2100423,0,0,0,0,7,13,8,7,14,0,0,0,10,16,23,3,3,3,3,3,5,0,0,0,3,4,11,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,5,9,19,13,39,3,5,11,0,0,3,0,0,0,0,0,0,28,20,49,0,0,0,0,0,0,0,0,0,0,0,0,18,18,38,62,67,132
2100424,3,3,12,13,10,25,6,3,7,0,0,0,18,16,30,8,10,16,3,0,7,0,0,0,13,10,25,0,0,0,0,0,0,0,0,4,3,0,4,0,0,0,3,3,8,0,7,7,3,0,3,0,0,0,0,0,0,0,0,0,9,5,10,0,0,0,0,0,3,0,0,0,0,0,3,17,17,40,62,66,127
2100425,3,0,8,6,8,12,3,5,5,0,3,3,13,12,24,8,9,15,6,3,4,0,0,3,11,11,25,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,7,7,3,7,10,3,0,5,0,0,0,0,3,3,0,0,0,6,17,18,0,0,0,0,0,3,0,0,0,0,4,6,31,36,61,60,88,146
2100426,5,3,6,9,7,22,8,3,12,0,0,0,22,10,33,4,9,13,0,3,3,0,4,3,8,9,20,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,3,4,3,4,6,4,0,3,0,0,0,3,3,9,0,0,0,7,9,20,0,0,0,0,5,3,0,0,0,0,3,6,7,11,15,47,56,106
2100427,4,3,4,3,0,8,4,5,9,0,0,0,11,6,14,11,3,15,3,0,3,0,0,4,16,8,21,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,3,3,0,3,4,8,0,6,0,6,3,3,0,6,0,0,0,9,12,25,0,0,0,0,0,3,0,0,0,0,3,4,16,10,31,50,41,97
2100428,0,3,3,4,14,16,3,4,10,0,0,0,8,17,24,6,4,9,3,5,3,0,0,0,14,7,20,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,4,3,0,4,7,9,0,9,0,4,4,3,0,3,0,0,0,9,6,20,0,0,0,0,4,4,0,0,0,0,4,4,14,15,27,48,52,103
2100429,5,4,9,7,7,11,4,0,4,0,0,0,13,8,20,3,3,10,0,4,4,0,0,0,3,7,13,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,6,8,6,12,4,0,3,0,0,0,3,0,3,0,0,0,12,13,22,0,0,0,0,3,3,0,0,0,0,3,3,8,18,29,40,59,97
2100430,4,3,4,5,10,21,9,9,10,0,0,0,14,13,28,7,10,16,3,3,4,0,0,3,7,16,28,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,3,6,0,6,0,0,0,3,10,8,0,0,0,10,15,25,0,0,0,0,0,0,0,0,0,0,0,0,41,40,79,82,90,167
2100431,10,0,10,6,14,23,3,3,6,0,3,3,13,18,28,16,7,22,3,0,9,0,0,0,19,12,27,0,0,0,0,3,3,0,0,0,3,3,5,0,0,0,3,10,7,3,6,8,0,0,0,0,0,0,3,6,7,0,0,0,5,11,16,0,0,0,0,0,0,0,0,0,0,0,0,18,9,24,59,61,125
2100432,3,5,4,5,5,14,3,3,3,5,3,4,8,10,20,3,7,12,0,0,3,0,3,3,5,10,16,0,0,0,0,3,3,0,0,0,3,3,3,0,0,0,5,5,10,0,7,7,3,0,4,3,0,3,0,0,3,0,0,0,10,5,15,0,0,0,0,0,0,0,0,0,0,0,4,19,15,32,47,59,106
2100433,0,3,4,3,3,8,0,0,3,0,0,3,8,3,15,6,7,9,0,0,3,0,0,0,4,6,16,0,3,0,0,0,0,3,0,3,0,0,3,0,0,0,3,5,6,0,5,7,0,3,5,0,0,0,3,3,3,0,0,0,5,11,16,0,0,0,0,0,0,0,0,0,0,0,0,13,17,27,42,40,81
2100434,0,3,9,17,5,16,3,11,11,0,0,3,19,16,35,9,15,24,3,0,6,0,0,0,15,15,33,0,0,4,0,0,0,0,0,0,0,3,5,0,0,0,0,3,7,0,7,7,0,0,3,0,0,0,0,0,0,0,0,0,3,8,8,0,0,0,0,0,4,0,0,0,0,3,0,21,26,52,63,74,136
