SA1_7DIGITCODE_2016,All_inc_NS_Emp_AW,All_inc_NS_E_T,All_inc_NS_UnE_lfw_FTW,All_inc_NS_UnE_lfw_PTW,All_inc_NS_UnE_lfw_Tot,All_inc_NS_T_LF,All_inc_NS_Notin_LF,All_inc_NS_LF_sta_NS,All_inc_NS_Tot,Tot_Emp_WFT,Tot_Emp_WPT,Tot_Emp_AW,Tot_E_T,Tot_UnE_lfw_FTW,Tot_UnE_lfw_PTW,Tot_UnE_lfw_Tot,Tot_T_LF,Tot_Notin_LF,Tot_LF_sta_NS,Tot_Tot
2120953,0,0,0,0,0,0,0,0,0,3,5,0,12,0,0,0,12,3,0,16
2120954,0,0,0,0,0,0,0,0,0,9,3,0,7,0,0,0,6,5,0,10
2120955,0,0,0,0,0,0,0,0,0,7,4,0,11,0,0,0,11,7,0,17
2120956,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,6,3,0,11
2120957,0,0,0,0,0,0,0,0,0,3,3,0,10,0,0,0,8,0,0,12
2120958,0,0,0,0,0,0,0,0,0,10,3,0,13,0,0,0,13,3,0,15
2120959,0,0,0,0,0,0,0,0,0,8,5,0,13,0,0,0,13,9,0,17
2120960,0,0,0,0,0,0,0,0,0,6,13,0,20,0,0,0,20,10,0,22
2121001,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,5,3,0,9
2121002,0,0,0,0,0,0,0,0,0,7,7,0,12,0,0,0,12,9,0,18
2121003,0,0,0,0,0,0,0,0,0,3,4,0,6,0,0,0,7,6,0,13
2121004,0,0,0,0,0,0,0,0,0,5,4,0,9,0,0,0,13,3,0,16
2121005,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,4
2121006,0,0,0,0,0,0,0,0,0,3,3,4,7,0,0,0,7,0,0,11
2121007,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,3,0,0,5
2121008,0,0,0,0,0,0,0,0,0,3,3,0,9,0,0,0,9,7,0,8
2121009,0,0,0,0,0,0,0,0,0,9,12,4,19,0,0,0,19,3,0,23
2121010,0,0,0,0,0,0,0,0,0,8,7,0,17,0,0,0,17,4,0,18
2121101,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,5,0,0,5
2121102,0,0,0,0,0,0,0,0,0,6,3,0,12,0,0,0,10,0,0,16
2121103,0,0,0,0,0,0,0,0,0,4,8,0,12,0,0,3,18,5,0,22
2121104,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,3,0,9
2121105,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,4,3,0,8
2121106,0,0,0,0,0,0,0,0,0,7,3,0,9,0,0,0,10,6,0,19
2121107,0,0,0,0,0,0,0,0,0,5,3,0,10,0,0,0,10,3,0,10
2121108,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,5
2121109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
2121110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,5
2121111,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3
2121112,0,0,0,0,0,0,0,0,0,3,5,0,6,0,0,0,11,4,0,12
2121201,0,0,0,0,0,0,0,0,0,4,9,0,12,0,0,0,16,6,0,16
2121202,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,4,3,0,6
2121203,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,3,0,10
2121204,0,0,0,0,0,0,0,0,0,3,3,3,10,0,0,0,10,3,0,12
2121205,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,6
2121206,0,0,0,0,0,0,0,0,0,3,3,0,10,0,0,0,10,0,0,10
2121207,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,3,5,0,12
2121208,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,3
2121209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2121210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2121211,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,6,3,0,10
2121212,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,4,0,0,9
2121213,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,3,4,0,8
2121214,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,5,5,0,11
2121215,0,0,0,0,0,0,0,0,0,7,3,0,8,0,0,0,8,0,0,14
2121216,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,7
2121217,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,4,0,0,5
2121218,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,6,0,0,6
2121219,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,5
2121220,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,8
2121301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2121302,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,0,6,5,0,10
2121303,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3
2121304,0,0,0,0,0,0,0,0,0,9,4,0,15,0,0,0,15,0,0,15
2121305,0,0,0,0,0,0,0,0,0,4,8,0,14,0,3,3,16,9,0,23
2121306,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,6
2121307,0,0,0,0,0,0,0,0,0,10,9,0,10,0,0,0,17,5,0,18
2121308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2121309,0,0,0,0,0,0,0,0,0,7,5,0,10,0,0,0,10,4,0,14
2121310,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,3
2121311,0,0,0,0,0,0,0,0,0,3,7,0,14,0,0,0,14,9,0,18
2121312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2121313,0,0,0,0,0,0,0,0,0,3,5,0,12,0,0,0,12,0,0,13
2121314,0,0,0,0,0,0,0,0,0,9,5,0,14,0,0,3,17,3,0,21
2121315,0,0,0,0,0,0,0,0,0,3,5,0,7,0,0,0,7,4,0,10
2121316,0,0,0,0,0,0,0,0,0,3,3,0,11,0,0,0,11,0,0,9
2121317,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,4,0,0,9
2121318,0,0,0,0,0,0,0,0,0,3,5,0,11,0,0,0,11,0,0,14
2121319,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,3,0,0,4
2121320,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4
2121321,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,3,0,0,4
2121322,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,4
2121323,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,6
2121324,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,6
2121325,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,0,7
2121401,0,0,0,0,0,0,0,0,0,7,3,0,9,0,0,0,10,0,0,12
2121402,0,0,0,0,0,0,0,0,0,3,3,0,6,0,0,0,6,5,0,16
2121403,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0
2121404,0,0,0,0,0,0,0,0,0,3,4,0,6,0,0,0,12,9,0,13
2121405,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,5,0,0,6
2121406,0,0,0,0,0,0,0,0,0,3,7,0,6,0,0,0,6,0,0,13
2121407,0,0,0,0,0,0,0,0,0,6,6,0,15,0,0,0,13,0,0,14
2121408,0,0,0,0,0,0,0,0,0,5,3,0,9,0,0,0,9,6,0,13
2121409,0,0,0,0,0,0,0,0,0,3,3,0,9,0,0,0,10,0,0,11
2121410,0,0,0,0,0,0,0,0,0,7,4,0,9,0,0,0,9,0,0,13
2121411,0,0,0,0,0,0,0,0,0,9,0,0,6,0,0,0,9,3,0,15
2121412,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3
2121413,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,7
2121414,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,4,0,0,10
2121415,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,6,3,0,9
2121416,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,9
2121417,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0,5,0,0,5
2121501,0,0,0,0,0,0,0,0,0,7,0,0,9,0,0,3,9,0,0,14
2121502,0,0,0,0,0,0,0,0,0,8,14,0,22,0,0,0,20,3,0,28
2121503,0,0,0,0,0,0,0,0,0,6,3,0,8,0,0,0,7,0,0,9
2121504,0,0,0,0,0,0,0,0,0,5,0,0,7,0,0,0,7,0,0,5
2121505,0,0,0,0,0,0,0,0,0,5,0,0,9,0,0,0,9,5,0,14
2121506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2121507,0,0,0,0,0,0,0,0,0,4,6,0,16,0,0,0,16,3,0,15
2121508,0,0,0,0,0,0,0,0,0,4,3,0,12,0,0,0,13,0,0,13
2121509,0,0,0,0,0,0,0,0,0,11,4,0,15,0,0,0,11,4,0,22
2121510,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,5,0,0,5
2121511,0,0,0,0,0,0,0,0,0,8,4,0,13,0,0,0,11,0,0,11
2121513,0,0,0,0,0,0,0,0,0,3,6,0,11,0,0,0,11,6,0,15
2121514,0,0,0,0,0,0,0,0,0,6,3,0,13,0,0,0,13,0,0,12
2121515,0,0,0,0,0,0,0,0,0,3,8,0,12,0,0,0,11,3,0,13
2121516,0,0,0,0,0,0,0,0,0,5,3,0,10,0,0,0,10,0,0,8
2121517,0,0,0,0,0,0,0,0,0,9,12,3,23,0,0,0,23,9,0,31
2121518,0,0,0,0,0,0,0,0,0,11,8,0,16,0,0,0,16,9,0,25
2121519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,11
2121520,0,0,0,0,0,0,0,0,0,10,5,0,12,0,0,0,12,0,0,12
2121521,0,0,0,0,0,0,0,0,0,3,10,0,9,0,0,0,9,4,0,20
2121522,0,0,0,0,0,0,0,0,0,12,0,3,14,0,0,0,14,0,0,13
2121523,0,0,0,0,0,0,0,0,3,11,4,0,15,0,0,0,15,6,0,22
2121524,0,0,0,0,0,0,0,0,0,11,3,0,16,0,0,0,16,6,0,26
2121525,0,0,0,0,0,0,0,0,0,14,4,0,20,0,0,0,25,5,0,31
2121526,0,0,0,0,0,0,0,0,0,3,6,0,13,0,0,0,13,4,0,16
2121527,0,0,0,0,0,0,0,0,0,3,3,0,8,0,0,0,8,3,0,13
2121528,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,8
2121529,0,0,0,0,0,0,0,0,0,20,9,3,33,0,0,0,33,7,0,36
2121530,0,0,0,0,0,0,0,0,0,3,3,0,6,0,0,0,6,3,0,12
2121531,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,3,0,6
2121532,0,0,0,0,0,0,0,0,0,8,4,0,7,0,0,0,7,5,0,17
2121533,0,0,0,0,0,0,0,0,0,3,4,3,13,0,0,0,11,3,0,18
2121534,0,0,0,0,0,0,0,0,0,3,3,0,6,0,0,0,6,0,0,4
2121535,0,0,0,0,0,0,0,0,0,3,3,0,7,0,0,0,7,3,0,9
2121536,0,0,0,0,0,0,0,0,0,5,3,0,13,0,0,0,13,0,0,13
2121601,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,8,5,0,16
2121603,0,0,0,0,0,0,0,0,0,3,10,0,11,0,0,0,11,7,0,14
2121604,0,0,0,0,0,0,0,0,0,3,11,0,9,0,0,0,9,5,0,15
2121605,0,0,0,0,0,0,0,0,0,8,3,0,10,0,0,0,10,3,0,14
2121606,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,8,0,0,13
2121607,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,3,0,0,5
2121608,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,3,0,8
2121609,0,0,0,0,0,0,0,0,0,9,4,0,14,0,0,0,11,12,0,23
2121610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2121611,0,0,0,0,0,0,0,0,0,8,0,0,4,0,0,0,4,3,0,8
2121612,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,4,4,0,10
2121613,0,0,0,0,0,0,0,0,0,4,0,0,9,0,0,0,9,7,0,11
2121614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2121615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2121616,0,0,0,0,0,0,0,0,0,14,6,4,27,0,0,0,25,10,0,42
2121701,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,3,0,5
2121702,0,0,0,0,0,0,0,0,0,3,3,0,10,0,0,0,10,8,0,12
2121703,0,0,0,0,0,0,0,0,0,0,3,3,10,0,0,0,8,9,0,15
2121704,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,5,5,0,9
2121705,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,3,12,0,18
2121706,0,0,0,0,0,0,0,0,0,5,4,0,9,0,0,0,12,3,0,13
2121707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
2121708,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,4,0,9
2121709,0,0,0,0,0,0,0,0,0,5,8,3,18,0,0,0,18,7,0,23
2121710,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,8,0,0,8
2121711,0,0,0,0,0,0,0,0,0,10,3,0,15,0,0,0,15,11,0,29
2121712,0,0,0,0,0,0,0,0,0,3,3,0,7,0,0,0,7,3,0,11
2121713,0,0,0,0,0,0,3,0,3,8,5,0,16,0,0,0,16,9,0,24
2121714,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,5,7,0,12
2121715,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,6,5,0,12
2121716,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,6,0,4
2121717,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,11,4,0,14
2121718,0,0,0,0,0,0,0,0,0,5,3,3,11,0,0,0,11,8,0,17
2121901,0,0,0,0,0,0,0,0,3,8,3,0,14,0,0,0,11,13,0,32
2121902,0,0,0,0,0,0,0,0,0,0,6,0,9,0,0,0,11,11,0,24
2121903,0,3,0,0,0,3,0,0,3,4,3,0,12,0,0,0,8,11,0,23
2121904,0,0,0,0,0,0,0,0,0,8,0,0,6,3,0,4,12,14,0,21
2121905,0,0,0,0,0,0,0,0,0,3,3,0,6,0,0,0,6,6,0,18
2121906,0,0,0,0,0,0,0,0,0,4,4,0,9,0,0,3,14,19,0,28
2121907,0,0,0,0,0,0,0,0,0,9,4,0,14,0,0,0,14,16,0,31
2121908,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,5,11,0,13
2121909,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,5,0,9
2121910,0,0,0,0,0,0,0,0,0,5,7,0,10,0,0,0,10,8,0,22
2121911,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,5,12,17,0,24
2121912,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,14,0,19
2121913,0,0,0,0,0,0,0,0,0,4,3,0,6,0,0,0,6,9,0,15
2121914,0,0,0,0,0,0,0,0,0,3,3,0,11,0,0,0,11,19,0,27
2121915,0,0,0,0,0,0,0,0,0,3,5,0,5,0,0,0,8,26,0,33
2121916,0,0,0,0,0,0,0,0,0,11,3,3,16,0,0,0,16,21,0,35
2121917,0,0,0,0,0,0,0,0,0,7,5,0,14,0,3,3,15,23,0,35
2121918,0,0,0,0,0,0,0,0,0,7,5,0,13,0,0,3,14,18,0,34
2121919,0,0,0,0,0,0,3,0,3,9,6,0,16,0,0,3,17,17,0,34
2121920,0,0,0,0,0,0,0,0,0,8,7,0,11,0,3,3,15,10,0,27
2121921,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,5,9,0,16
2121922,0,0,0,0,0,0,0,0,0,3,4,0,13,0,0,0,11,10,0,25
2121923,0,0,0,0,0,0,0,0,0,3,4,0,5,0,3,3,7,5,0,14
2121924,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,5,12,0,12
2121925,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,0,7,9,0,20
2121926,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,10,7,0,16
2121927,0,0,0,0,0,0,0,0,0,3,3,0,7,3,0,3,12,8,0,18
2121928,0,0,0,0,0,0,0,0,0,13,4,0,15,0,0,3,23,7,0,26
2121929,0,0,0,0,0,0,0,0,0,9,12,3,24,0,4,4,22,11,0,41
2121930,0,0,0,0,0,0,0,0,3,22,13,3,43,3,0,3,48,36,0,88
2121931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2121932,0,0,0,0,0,0,0,0,0,3,0,0,4,0,3,5,10,9,0,19
2121933,0,0,0,0,0,0,0,0,0,5,3,0,11,0,0,0,11,10,0,15
2121934,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,4,13,0,16
2121935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,15
2121936,0,0,0,0,0,0,0,0,0,4,4,0,7,0,0,0,7,6,0,17
2121937,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,6,0,14
2121938,0,0,0,0,0,0,0,0,0,5,4,0,7,0,0,0,7,4,0,15
2121939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,19
2121940,0,0,0,0,0,0,0,0,0,3,3,0,8,0,0,0,8,21,0,26
2121941,0,0,0,0,0,0,0,0,0,6,8,0,8,0,0,0,8,12,0,19
2121942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,7,0,14
2121943,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,5,13,0,17
2121944,0,0,0,0,0,0,0,0,0,5,3,0,9,0,0,0,9,9,0,20
2121945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,11
2121946,0,0,0,0,0,0,0,0,0,3,7,0,5,3,3,3,14,12,3,26
2121947,0,0,0,0,0,0,0,0,0,3,3,0,7,0,0,0,11,7,0,16
2121948,0,0,0,0,0,0,3,0,4,3,0,0,6,0,0,0,3,16,0,24
2121949,0,0,0,0,0,0,3,0,3,7,0,0,9,0,0,0,12,19,0,33
2121950,0,0,0,0,0,0,0,0,3,7,6,3,15,0,0,0,15,25,0,45
2121951,0,0,0,0,0,0,0,0,0,3,8,0,11,0,0,0,13,13,0,25
2122001,0,0,0,0,0,0,0,0,0,4,3,0,12,0,0,0,12,5,0,18
2122002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2122003,0,0,0,0,0,0,0,0,0,8,3,0,13,0,0,0,13,7,0,20
2122004,0,0,0,0,0,0,0,0,0,3,3,0,6,0,0,0,6,10,0,17
2122005,0,0,0,0,0,0,0,0,0,6,6,0,13,0,0,0,13,6,0,15
2122006,0,0,0,0,0,0,0,0,0,14,3,0,18,0,0,0,18,4,0,26
2122007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
2122008,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,6
2122009,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,0,3,0,0,3
2122010,0,0,0,0,0,0,0,0,0,3,3,0,8,0,0,0,8,4,0,12
2122011,0,0,0,0,0,0,0,0,4,3,5,0,5,0,0,0,5,3,0,12
2122012,0,0,0,0,0,0,0,0,0,6,10,0,14,0,0,0,14,7,0,18
2122013,0,0,0,0,0,0,0,0,0,9,6,0,11,0,0,0,16,4,0,21
2122014,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,6,8,0,15
2122015,0,0,0,0,0,0,0,0,0,7,3,0,8,0,0,0,11,9,0,17
2122016,0,0,0,0,0,0,0,0,0,8,5,0,11,0,0,0,12,9,0,22
2122017,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,4,3,0,12
2122018,0,0,0,0,0,0,0,0,0,3,4,0,10,0,0,0,10,6,0,18
2122019,0,0,0,0,0,0,0,0,0,6,3,0,4,0,0,0,4,0,0,7
2122020,0,0,0,0,0,0,0,0,0,5,4,0,13,0,0,0,11,0,0,11
2122021,0,0,0,0,0,0,0,0,0,10,6,0,19,0,0,0,16,4,0,20
2122022,0,0,0,0,0,0,3,0,3,4,3,0,10,0,0,0,10,10,0,20
2122023,0,0,0,0,0,0,0,0,0,9,4,0,8,0,0,0,9,8,0,24
2122024,0,0,0,0,0,0,0,0,0,8,5,0,9,0,0,0,10,13,0,25
2122025,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,5,0,5
2122026,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,11,0,16
2122027,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,6,0,4
2122028,0,0,0,0,0,0,0,0,0,4,5,0,12,0,0,0,16,5,0,20
2122029,0,0,0,0,0,0,0,0,0,7,4,0,7,0,0,0,10,3,0,15
2122030,0,0,0,0,0,0,0,0,0,10,7,0,17,0,0,0,17,14,0,33
2122031,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,7,3,0,9
2122032,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,5,0,13
2122033,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,7,0,0,7
2122034,0,0,0,0,0,0,0,0,0,5,3,0,8,0,0,0,8,6,0,19
2122035,0,0,0,0,0,0,0,0,0,15,4,0,20,0,0,0,20,3,0,26
2122036,0,0,0,0,0,0,0,0,0,5,3,0,13,0,0,0,13,5,0,15
2122037,0,0,0,0,0,0,0,0,0,16,3,0,18,0,0,4,22,8,5,34
2122038,0,0,0,0,0,0,0,0,0,3,7,0,14,0,0,0,14,3,0,11
2122039,0,0,0,0,0,0,0,0,0,6,3,0,11,0,0,0,11,6,0,16
2122040,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,4,8,0,10
2122041,0,0,0,0,0,0,0,0,0,8,3,0,11,0,0,0,6,4,0,15
2122042,0,0,0,0,0,0,0,0,0,7,5,0,15,0,0,0,15,11,0,26
2122043,0,0,0,0,0,0,0,0,0,4,3,0,9,0,0,0,11,3,0,16
2122044,0,0,0,0,0,0,0,0,0,3,8,0,15,0,0,0,13,6,0,22
2122045,0,0,0,0,0,0,0,0,0,4,3,0,7,0,0,0,11,7,0,16
2122046,0,0,0,0,0,0,0,0,0,5,0,0,8,0,0,0,8,9,0,12
2122101,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,6,10,0,14
2122102,0,0,0,0,0,0,0,0,0,3,6,0,7,0,0,0,7,3,0,14
2122103,0,0,0,0,0,0,0,0,0,3,3,0,11,0,3,3,14,8,0,18
2122104,0,0,0,0,0,0,0,0,0,4,4,0,8,0,0,0,11,3,0,14
2122105,0,0,0,0,0,0,0,0,0,3,4,0,9,0,0,0,9,6,0,16
2122106,0,0,0,0,0,0,0,0,0,11,12,0,21,0,4,3,23,17,0,46
2122107,0,0,0,0,0,0,0,0,0,4,9,0,9,0,0,0,9,15,0,25
2122108,0,0,0,0,0,0,0,0,0,5,9,3,17,0,0,0,19,6,0,30
2122109,0,0,0,0,0,0,0,0,0,10,0,0,8,0,0,0,8,3,0,17
2122110,0,0,0,0,0,0,0,0,0,13,9,0,22,0,3,0,23,10,0,33
2122111,0,0,0,0,0,0,0,0,0,5,3,0,10,0,0,0,12,14,0,26
2122112,0,0,0,0,0,0,3,0,3,6,4,0,11,0,0,0,10,6,0,18
2122113,0,0,0,0,0,0,0,0,0,10,9,0,18,0,0,0,18,9,0,30
2122114,0,0,0,0,0,0,0,0,0,5,6,0,11,0,0,0,12,6,0,22
2122115,0,0,0,0,0,0,0,0,0,3,8,0,15,3,0,3,19,11,0,30
2122116,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,7
2122117,0,0,0,0,0,0,0,0,0,0,8,3,9,0,0,0,16,12,0,26
2122118,0,0,0,0,0,0,0,0,0,4,3,0,9,3,0,3,9,11,0,24
2122119,0,0,0,0,0,0,0,0,0,8,6,0,13,0,0,0,12,8,0,13
2122120,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,7,11,0,13
2122121,0,0,0,0,0,0,0,0,0,8,10,0,15,0,0,0,18,8,0,28
2122122,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,5,4,7,0,10
2122123,0,0,0,0,0,0,0,0,0,9,3,3,11,0,0,0,11,9,0,19
2122124,0,0,0,0,0,0,0,0,0,9,3,0,13,3,0,3,13,6,0,20
2122125,0,0,0,0,0,0,0,0,0,5,10,3,20,0,0,0,20,13,0,29
2122126,0,0,0,0,0,0,0,0,0,6,0,0,10,0,0,3,8,3,0,16
2122127,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,4,0,12
2122128,0,0,0,0,0,0,0,0,0,5,0,0,9,0,0,0,9,3,0,10
2122129,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,9,9,0,18
2122301,0,0,0,0,0,0,0,0,0,4,4,0,7,0,0,0,7,15,0,20
2122302,0,0,0,0,0,0,0,0,0,8,13,0,15,0,0,0,20,12,0,36
2122303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,22
2122304,0,0,0,0,0,0,0,0,0,13,7,0,17,0,0,0,17,14,0,35
2122305,0,0,0,0,0,0,0,0,0,10,10,0,15,0,0,0,15,26,0,44
2122306,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,3,16,0,19
2122307,0,0,0,0,0,0,0,0,3,4,3,0,12,3,0,3,16,16,0,25
2122308,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,7,18,0,18
2122309,0,0,0,0,0,0,0,0,0,5,3,0,8,0,0,0,9,19,0,29
2122310,0,0,0,0,0,0,0,0,0,9,3,0,6,0,0,0,7,3,0,15
2122311,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,10,4,0,16
2122312,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,4,8,16,0,25
2122313,0,0,0,0,0,0,0,0,0,5,4,0,5,0,0,3,11,9,0,20
2122314,0,0,0,0,0,0,3,0,3,3,3,0,5,0,3,3,10,17,0,23
2122315,0,0,0,0,0,0,0,0,0,5,0,0,5,0,3,3,4,12,0,20
2122316,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,4,9,0,17
2122317,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,8,0,14
2122318,0,0,0,0,0,0,0,0,0,0,6,0,8,0,0,0,10,11,0,22
2122319,0,0,0,0,0,0,0,0,0,11,7,0,13,0,0,0,13,12,0,28
2122320,0,0,0,0,0,0,0,0,0,3,8,0,12,0,0,0,12,9,0,18
2122321,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,12,10,0,19
2122322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,15
2122323,0,0,0,0,0,0,0,0,0,5,3,0,9,0,3,3,10,20,0,27
2122324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2122325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
