SOS_CODE_2016,FOL_Korean_NS,FOL_Korean_Tot,FOL_Macedonian_SEO,FOL_Macedonian_SOLSE_VWorW,FOL_Macedonian_SOLSE_NWorNAA,FOL_Macedonian_SOLSE_Tot,FOL_Macedonian_NS,FOL_Macedonian_Tot,FOL_Maltese_SEO,FOL_Maltese_SOLSE_VWorW,FOL_Maltese_SOLSE_NWorNAA,FOL_Maltese_SOLSE_Tot,FOL_Maltese_NS,FOL_Maltese_Tot,FOL_Persian_ED_SEO,FOL_Persian_ED_SOLSE_VWorW,FOL_Persian_ED_SOLSE_NWorNAA,FOL_Persian_ED_SOLSE_Tot,FOL_Persian_ED_NS,FOL_Persian_ED_Tot,FOL_Polish_SEO,FOL_Polish_SOLSE_VWorW,FOL_Polish_SOLSE_NWorNAA,FOL_Polish_SOLSE_Tot,FOL_Polish_NS,FOL_Polish_Tot,FOL_Russian_SEO,FOL_Russian_SOLSE_VWorW,FOL_Russian_SOLSE_NWorNAA,FOL_Russian_SOLSE_Tot,FOL_Russian_NS,FOL_Russian_Tot,FOL_Samoan_SEO,FOL_Samoan_SOLSE_VWorW,FOL_Samoan_SOLSE_NWorNAA,FOL_Samoan_SOLSE_Tot,FOL_Samoan_NS,FOL_Samoan_Tot,FOL_Serbian_SEO,FOL_Serbian_SOLSE_VWorW,FOL_Serbian_SOLSE_NWorNAA,FOL_Serbian_SOLSE_Tot,FOL_Serbian_NS,FOL_Serbian_Tot,FOL_SAL_Filipino_SEO,FOL_SAL_Filipino_SOLSE_VWorW,FOL_SAL_Filipin_SOLSE_NWorNAA,FOL_SAL_Filipino_SOLSE_Tot,FOL_SAL_Filipino_NS,FOL_SAL_Filipino_Tot,FOL_SAL_Indonesian_SEO,FOL_SAL_Indonesia_SOLSE_VWorW,FOL_SAL_Indones_SOLSE_NWorNAA,FOL_SAL_Indonesian_SOLSE_Tot,FOL_SAL_Indonesian_NS,FOL_SAL_Indonesian_Tot,FOL_SAL_Tagalog_SEO,FOL_SAL_Tagalog_SOLSE_VWorW,FOL_SAL_Tagalog_SOLSE_NWorNAA,FOL_SAL_Tagalog_SOLSE_Tot,FOL_SAL_Tagalog_NS,FOL_SAL_Tagalog_Tot,FOL_SAL_Oth_SEO,FOL_SAL_Oth_SOLSE_VWorW,FOL_SAL_Oth_SOLSE_NWorNAA,FOL_SAL_Oth_SOLSE_Tot,FOL_SAL_Oth_NS,FOL_SAL_Oth_Tot,FOL_SAL_Tot_SEO,FOL_SAL_Tot_SOLSE_VWorW,FOL_SAL_Tot_SOLSE_NWorNAA,FOL_SAL_Tot_SOLSE_Tot,FOL_SAL_Tot_NS,FOL_SAL_Tot_Tot,FOL_Spanish_SEO,FOL_Spanish_SOLSE_VWorW,FOL_Spanish_SOLSE_NWorNAA,FOL_Spanish_SOLSE_Tot,FOL_Spanish_NS,FOL_Spanish_Tot,FOL_Tamil_SEO,FOL_Tamil_SOLSE_VWorW,FOL_Tamil_SOLSE_NWorNAA,FOL_Tamil_SOLSE_Tot,FOL_Tamil_NS,FOL_Tamil_Tot,FOL_Thai_SEO,FOL_Thai_SOLSE_VWorW,FOL_Thai_SOLSE_NWorNAA,FOL_Thai_SOLSE_Tot,FOL_Thai_NS,FOL_Thai_Tot,FOL_Turkish_SEO,FOL_Turkish_SOLSE_VWorW,FOL_Turkish_SOLSE_NWorNAA,FOL_Turkish_SOLSE_Tot,FOL_Turkish_NS,FOL_Turkish_Tot,FOL_Vietnamese_SEO,FOL_Vietnamese_SOLSE_VWorW,FOL_Vietnamese_SOLSE_NWorNAA,FOL_Vietnamese_SOLSE_Tot,FOL_Vietnamese_NS,FOL_Vietnamese_Tot,FOL_Oth_SEO,FOL_Oth_SOLSE_VWorW,FOL_Oth_SOLSE_NWorNAA,FOL_Oth_SOLSE_Tot,FOL_Oth_NS,FOL_Oth_Tot,FOL_Tot_SEO,FOL_Tot_SOLSE_VWorW,FOL_Tot_SOLSE_NWorNAA,FOL_Tot_SOLSE_Tot,FOL_Tot_NS,FOL_Tot_Tot,F_LSatH_NS_SEO,F_LSatH_NS_SOLSE_VWorW,F_LSatH_NS_SOLSE_NWorNAA,F_LSatH_NS_SOLSE_Tot,F_LSatH_NS_NS,F_LSatH_NS_Tot,F_Tot_SEO,F_Tot_SOLSE_VWorW,F_Tot_SOLSE_NWorNAA,F_Tot_SOLSE_Tot,F_Tot_NS,F_Tot_Tot,PSEO_SEO,PSEO_SOLSE_VWorW,PSEO_SOLSE_NWorNAA,PSEO_SOLSE_Tot,PSEO_NS,PSEO_Tot,POL_Afrikaans_SEO,POL_Afrikaans_SOLSE_VWorW,POL_Afrikaans_SOLSE_NWorNAA,POL_Afrikaans_SOLSE_Tot,POL_Afrikaans_NS,POL_Afrikaans_Tot,POL_Arabic_SEO,POL_Arabic_SOLSE_VWorW,POL_Arabic_SOLSE_NWorNAA,POL_Arabic_SOLSE_Tot,POL_Arabic_NS,POL_Arabic_Tot,POL_AIndLng_SEO,POL_AIndLng_SOLSE_VWorW,POL_AIndLng_SOLSE_NWorNAA,POL_AIndLng_SOLSE_Tot,POL_AIndLng_NS,POL_AIndLng_Tot,POL_CL_Cantones_SEO,POL_CL_Cantones_SOLSE_VWorW,POL_CL_Cantones_SOLSE_NWorNAA,POL_CL_Cantones_SOLSE_Tot,POL_CL_Cantones_NS,POL_CL_Cantones_Tot,POL_CL_Mandarin_SEO,POL_CL_Mandarin_SOLSE_VWorW,POL_CL_Mandarin_SOLSE_NWorNAA,POL_CL_Mandarin_SOLSE_Tot,POL_CL_Mandarin_NS,POL_CL_Mandarin_Tot,POL_CL_Oth_SEO,POL_CL_Oth_SOLSE_VWorW,POL_CL_Oth_SOLSE_NWorNAA,POL_CL_Oth_SOLSE_Tot,POL_CL_Oth_NS,POL_CL_Oth_Tot,POL_CL_Tot_SEO,POL_CL_Tot_SOLSE_VWorW,POL_CL_Tot_SOLSE_NWorNAA,POL_CL_Tot_SOLSE_Tot,POL_CL_Tot_NS,POL_CL_Tot_Tot,POL_Croatian_SEO,POL_Croatian_SOLSE_VWorW,POL_Croatian_SOLSE_NWorNAA,POL_Croatian_SOLSE_Tot,POL_Croatian_NS,POL_Croatian_Tot,POL_Dutch_SEO,POL_Dutch_SOLSE_VWorW,POL_Dutch_SOLSE_NWorNAA,POL_Dutch_SOLSE_Tot,POL_Dutch_NS,POL_Dutch_Tot,POL_French_SEO,POL_French_SOLSE_VWorW,POL_French_SOLSE_NWorNAA,POL_French_SOLSE_Tot,POL_French_NS,POL_French_Tot,POL_German_SEO,POL_German_SOLSE_VWorW,POL_German_SOLSE_NWorNAA,POL_German_SOLSE_Tot,POL_German_NS,POL_German_Tot
SOS20,64,7886,..,11580,2718,14303,145,14445,..,7017,615,7624,113,7733,..,5906,1465,7370,65,7435,..,6764,1105,7869,77,7942,..,7637,1785,9426,82,9510,..,4960,336,5298,101,5400,..,6591,1512,8103,84,8184,..,8673,245,8924,81,9003,..,7996,594,8591,57,8647,..,11383,336,11722,135,11854,..,3527,204,3732,29,3760,..,31586,1382,32961,300,33264,..,14979,2068,17049,147,17194,..,10330,1066,11399,100,11496,..,5469,1247,6717,55,6773,..,11660,3278,14946,151,15091,..,34720,19103,53827,404,54228,..,81362,24044,105402,1978,107388,..,595670,141934,737601,7464,745057,..,5431,1374,6808,115519,122324,1354180,601097,143304,744405,122984,2221565,2665680,..,..,..,..,2665680,..,4357,59,4410,24,4438,..,63093,11972,75066,816,75877,..,249,9,260,3,263,..,57673,18235,75909,444,76356,..,137891,46674,184566,1022,185587,..,13520,5165,18685,106,18791,..,209085,70075,279157,1568,280727,..,15786,2597,18384,223,18602,..,5916,170,6080,80,6159,..,16643,659,17304,150,17453,..,15157,439,15598,183,15783
SOS21,4,257,..,291,41,331,7,343,..,795,54,849,9,857,..,148,32,183,0,183,..,447,60,505,4,515,..,222,27,253,0,255,..,474,28,498,9,514,..,355,52,406,5,409,..,1063,38,1101,9,1112,..,338,21,357,9,366,..,1310,37,1342,8,1353,..,336,37,378,3,381,..,3046,134,3175,33,3207,..,851,96,945,11,953,..,271,24,295,3,299,..,517,124,643,16,652,..,523,166,689,5,693,..,543,327,872,13,887,..,5897,1779,7673,202,7877,..,30451,5985,36431,580,37007,..,1437,134,1570,35710,37281,469836,31890,6120,38006,36286,544123,908417,..,..,..,..,908417,..,763,14,781,5,784,..,2516,585,3104,43,3150,..,171,4,173,11,186,..,1012,371,1379,15,1393,..,3143,1641,4786,48,4837,..,328,136,465,0,463,..,4476,2149,6629,63,6697,..,1124,143,1267,6,1275,..,1446,26,1475,20,1493,..,1168,50,1216,23,1237,..,2350,60,2412,29,2445
SOS22,0,13,..,19,3,21,0,21,..,36,0,36,0,39,..,3,0,3,0,3,..,23,3,26,0,23,..,19,0,22,0,24,..,8,0,13,0,13,..,23,3,21,0,21,..,64,3,72,4,74,..,22,4,28,0,28,..,51,3,56,0,56,..,23,0,29,0,29,..,164,16,174,4,184,..,80,8,89,3,91,..,5,0,5,0,5,..,64,7,70,0,70,..,15,6,18,0,18,..,9,9,19,0,19,..,286,35,323,12,329,..,1533,188,1726,38,1757,..,141,7,142,3721,3867,43801,1672,194,1869,3758,49424,87699,..,..,..,..,87699,..,42,0,44,0,44,..,56,3,65,3,63,..,8,0,8,0,8,..,41,8,46,0,46,..,159,54,215,4,218,..,7,10,15,0,15,..,208,69,274,4,281,..,76,8,80,0,81,..,135,3,138,3,141,..,109,3,112,0,112,..,253,12,259,3,265
SOS23,0,34,..,180,25,207,3,206,..,322,12,340,6,345,..,12,0,12,0,12,..,170,7,180,0,186,..,76,13,90,0,93,..,50,3,54,0,54,..,107,13,113,0,117,..,240,10,248,0,253,..,67,3,71,0,70,..,212,4,217,3,224,..,63,0,63,0,63,..,580,20,603,3,612,..,215,22,242,5,245,..,55,8,64,0,64,..,161,24,184,0,184,..,120,28,149,0,148,..,115,63,175,4,179,..,1195,191,1384,32,1417,..,8402,1029,9424,144,9565,..,430,30,454,14353,14809,175812,8827,1054,9882,14496,200186,360793,..,..,..,..,360793,..,286,3,291,0,295,..,351,30,382,18,397,..,61,4,68,0,63,..,175,45,214,3,218,..,659,266,922,15,944,..,32,11,44,0,46,..,865,316,1181,22,1201,..,476,66,539,3,542,..,756,23,782,4,785,..,456,21,478,0,480,..,1147,26,1172,11,1187
SOS27,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,4,0,4,..,0,0,0,0,0,0,0,0,4,0,4,18,..,..,..,..,18,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0
SOS29,0,17,..,4,0,4,0,4,..,0,0,4,0,4,..,4,3,9,0,9,..,3,0,3,0,3,..,9,3,15,0,15,..,4,0,8,0,8,..,3,0,3,0,3,..,6,0,6,0,10,..,5,0,5,0,5,..,9,0,9,0,9,..,0,0,0,0,0,..,20,0,20,0,24,..,22,4,27,0,27,..,3,0,4,0,4,..,6,0,5,0,5,..,11,3,13,0,13,..,39,16,50,3,53,..,100,46,146,3,147,..,507,178,686,9,692,..,11,0,17,699,709,1835,519,181,699,704,3238,4201,..,..,..,..,4201,..,3,0,3,0,3,..,50,47,98,0,98,..,0,4,7,0,7,..,47,16,62,0,62,..,136,76,211,3,213,..,11,9,14,0,14,..,191,98,290,3,292,..,5,0,5,0,5,..,17,0,17,0,17,..,25,0,25,0,25,..,28,4,32,0,32
