SOS_CODE_2016,SH_FHs_CF_no_C,SH_FHs_CF_C,SH_FHs_OnePF,SH_FHs_Oth_fam,SH_FHs_Tot,SH_Lone_P_H,SH_Group_H,SH_Tot,SDRTHT_1_S_FHs_CF_no_C,SDRTHT_1_S_FHs_CF_C,SDRTHT_1_S_FHs_OnePF,SDRTHT_1_S_FHs_Oth_fam,SDRTHT_1_S_FHs_Tot,SDRTHT_1_S_Lone_P_H,SDRTHT_1_S_Group_H,SDRTHT_1_S_Tot,SDRTHT_2more_S_FHs_CF_no_C,SDRTHT_2more_S_FHs_CF_C,SDRTHT_2more_S_FHs_OnePF,SDRTHT_2more_S_FHs_Oth_fam,SDRTHT_2more_S_FHs_Tot,SDRTHT_2more_S_Lone_P_H,SDRTHT_2more_S_Group_H,SDRTHT_2more_S_Tot,SDRTHT_Tot_FHs_CF_no_C,SDRTHT_Tot_FHs_CF_C,SDRTHT_Tot_FHs_OnePF,SDRTHT_Tot_FHs_Oth_fam,SDRTHT_Tot_FHs_Tot,SDRTHT_Tot_Lone_P_H,SDRTHT_Tot_Group_H,SDRTHT_Tot_Tot,FoA_1_or_2_SB_FHs_CF_no_C,FoA_1_or_2_SB_FHs_CF_C,FoA_1_or_2_SB_FHs_OnePF,FoA_1_or_2_SB_FHs_Oth_fam,FoA_1_or_2_SB_FHs_Tot,FoA_1_or_2_SB_Lone_P_H,FoA_1_or_2_SB_Group_H,FoA_1_or_2_SB_Tot,FoA_3SB_FHs_CF_no_C,FoA_3SB_FHs_CF_C,FoA_3SB_FHs_OnePF,FoA_3SB_FHs_Oth_fam,FoA_3SB_FHs_Tot,FoA_3SB_Lone_P_H,FoA_3SB_Group_H,FoA_3SB_Tot,FoA_4moSB_FHs_CF_no_C,FoA_4moSB_FHs_CF_C,FoA_4moSB_FHs_OnePF,FoA_4moSB_FHs_Oth_fam,FoA_4moSB_FHs_Tot,FoA_4moSB_Lone_P_H,FoA_4moSB_Group_H,FoA_4moSB_Tot,FoA_Att_to_hous_FHs_CF_no_C,FoA_Att_to_hous_FHs_CF_C,FoA_Att_to_hous_FHs_OnePF,FoA_Att_to_hous_FHs_Oth_fam,FoA_Att_to_hous_FHs_Tot,FoA_Att_to_hous_Lone_P_H,FoA_Att_to_hous_Group_H,FoA_Att_to_hous_Tot,FoA_Tot_FHs_CF_no_C,FoA_Tot_FHs_CF_C,FoA_Tot_FHs_OnePF,FoA_Tot_FHs_Oth_fam,FoA_Tot_FHs_Tot,FoA_Tot_Lone_P_H,FoA_Tot_Group_H,FoA_Tot_Tot,OD_C_FHs_CF_no_C,OD_C_FHs_CF_C,OD_C_FHs_OnePF,OD_C_FHs_Oth_fam,OD_C_FHs_Tot,OD_C_Lone_P_H,OD_C_Group_H,OD_C_Tot,OD_CH_FHs_CF_no_C,OD_CH_FHs_CF_C,OD_CH_FHs_OnePF,OD_CH_FHs_Oth_fam,OD_CH_FHs_Tot,OD_CH_Lone_P_H,OD_CH_Group_H,OD_CH_Tot,OD_Imp_home_T_SO_FHs_CF_no_C,OD_Imp_home_T_SO_FHs_CF_C,OD_Imp_home_T_SO_FHs_OnePF,OD_Imp_home_T_SO_FHs_Oth_fam,OD_Imp_home_T_SO_FHs_Tot,OD_Imp_home_T_SO_Lone_P_H,OD_Imp_home_T_SO_Group_H,OD_Imp_home_T_SO_Tot,OD_HorF_at_to_S_O_FHs_CF_no_C,OD_HorF_at_to_S_O_FHs_CF_C,OD_HorF_at_to_S_O_FHs_OnePF,OD_HorF_at_to_S_O_FHs_Oth_fam,OD_HorF_at_to_S_O_FHs_Tot,OD_HorF_at_to_S_O_Lone_P_H,OD_HorF_at_to_S_O_Group_H,OD_HorF_at_to_S_O_Tot,OD_Tot_FHs_CF_no_C,OD_Tot_FHs_CF_C,OD_Tot_FHs_OnePF,OD_Tot_FHs_Oth_fam,OD_Tot_FHs_Tot,OD_Tot_Lone_P_H,OD_Tot_Group_H,OD_Tot_Tot,DS_NS_FHs_CF_no_C,DS_NS_FHs_CF_C,DS_NS_FHs_OnePF,DS_NS_FHs_Oth_fam,DS_NS_FHs_Tot,DS_NS_Lone_P_H,DS_NS_Group_H,DS_NS_Tot,Tot_FHs_CF_no_C,Tot_FHs_CF_C,Tot_FHs_OnePF,Tot_FHs_Oth_fam,Tot_FHs_Tot,Tot_Lone_P_H,Tot_Group_H,Tot_Tot
SOS20,243214,444567,120313,13177,821274,174627,31947,1027846,37726,34712,16350,2280,91066,61294,9318,161688,28157,32334,11717,1898,74107,22199,9019,105322,65884,67046,28068,4176,165175,83495,18336,267012,20714,12365,6987,1583,41647,39966,7638,89253,12987,3856,2532,1006,20378,22785,6091,49250,25376,6925,4746,2777,39828,38950,14460,93238,71,50,32,3,157,152,26,333,59156,23195,14289,5367,102004,101850,28219,232072,89,25,30,3,152,425,17,594,198,55,82,12,346,1155,22,1522,7,15,0,0,25,89,0,115,905,808,385,83,2179,1263,465,3903,1198,902,494,101,2699,2922,512,6133,987,967,356,72,2383,1814,379,4581,370441,536679,163521,22892,1093532,364713,79398,1537642
SOS21,98077,103588,43674,3219,248563,86716,10289,345566,5108,2452,2892,301,10760,17536,1262,29555,781,481,490,37,1792,1305,245,3342,5888,2942,3385,338,12553,18842,1504,32896,1854,624,1055,96,3641,8461,521,12615,69,20,17,4,107,222,28,352,8,5,6,0,22,70,0,89,5,6,0,0,9,15,0,25,1938,660,1077,102,3778,8765,540,13088,145,27,29,5,207,573,18,796,158,19,27,5,217,502,21,740,9,13,3,0,19,18,0,43,236,196,83,6,528,305,37,865,552,259,143,14,972,1402,73,2442,420,285,134,17,857,705,61,1617,106878,107723,48415,3695,266717,116429,12465,395606
SOS22,11236,9611,3516,276,24639,10224,905,35767,99,39,30,3,173,277,10,466,17,15,3,0,37,26,7,71,123,56,34,3,210,308,16,535,52,9,28,0,89,299,16,406,0,3,4,0,6,4,3,18,6,12,3,0,20,16,3,43,0,0,0,0,0,4,0,7,62,20,29,0,122,325,26,465,57,8,10,3,80,232,3,311,12,6,3,0,23,90,5,121,10,6,3,0,18,14,0,33,71,50,28,0,150,88,11,244,146,69,47,4,270,428,19,710,72,56,22,3,159,112,13,278,11646,9816,3652,284,25400,11383,975,37758
SOS23,48038,48584,10107,902,107634,27508,2630,137775,109,83,29,3,220,123,18,361,48,31,10,0,84,37,3,119,153,110,39,3,302,160,20,480,60,30,32,3,128,184,14,330,0,0,0,0,3,0,0,5,22,5,4,0,32,33,0,66,4,3,3,0,9,8,0,21,93,44,38,3,181,227,14,419,101,33,20,7,160,360,15,536,190,40,43,3,279,492,33,807,34,36,13,0,86,88,4,174,95,79,17,0,195,85,5,289,422,186,93,9,712,1029,63,1802,399,323,88,5,820,375,31,1224,49103,49245,10367,927,109645,29303,2751,141696
SOS27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOS29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
