SOS_CODE_2016,M_Emp_FullT_15_19,M_Emp_FullT_20_24,M_Emp_FullT_25_34,M_Emp_FullT_35_44,M_Emp_FullT_45_54,M_Emp_FullT_55_64,M_Emp_FullT_65_74,M_Emp_FullT_75_84,M_Emp_FullT_85ov,M_Emp_FullT_Tot,M_Emp_PartT_15_19,M_Emp_PartT_20_24,M_Emp_PartT_25_34,M_Emp_PartT_35_44,M_Emp_PartT_45_54,M_Emp_PartT_55_64,M_Emp_PartT_65_74,M_Emp_PartT_75_84,M_Emp_PartT_85ov,M_Emp_PartT_Tot,M_Emp_awy_f_wrk_15_19,M_Emp_awy_f_wrk_20_24,M_Emp_awy_f_wrk_25_34,M_Emp_awy_f_wrk_35_44,M_Emp_awy_f_wrk_45_54,M_Emp_awy_f_wrk_55_64,M_Emp_awy_f_wrk_65_74,M_Emp_awy_f_wrk_75_84,M_Emp_awy_f_wrk_85ov,M_Emp_awy_f_wrk_Tot,M_Hours_wkd_NS_15_19,M_Hours_wkd_NS_20_24,M_Hours_wkd_NS_25_34,M_Hours_wkd_NS_35_44,M_Hours_wkd_NS_45_54,M_Hours_wkd_NS_55_64,M_Hours_wkd_NS_65_74,M_Hours_wkd_NS_75_84,M_Hours_wkd_NS_85ov,M_Hours_wkd_NS_Tot,M_Tot_Emp_15_19,M_Tot_Emp_20_24,M_Tot_Emp_25_34,M_Tot_Emp_35_44,M_Tot_Emp_45_54,M_Tot_Emp_55_64,M_Tot_Emp_65_74,M_Tot_Emp_75_84,M_Tot_Emp_85ov,M_Tot_Emp_Tot,M_Unem_look_FTW_15_19,M_Unem_look_FTW_20_24,M_Unem_look_FTW_25_34,M_Unem_look_FTW_35_44,M_Unem_look_FTW_45_54,M_Unem_look_FTW_55_64,M_Unem_look_FTW_65_74,M_Unem_look_FTW_75_84,M_Unem_look_FTW_85ov,M_Unem_look_FTW_Tot,M_Unem_look_PTW_15_19,M_Unem_look_PTW_20_24,M_Unem_look_PTW_25_34,M_Unem_look_PTW_35_44,M_Unem_look_PTW_45_54,M_Unem_look_PTW_55_64,M_Unem_look_PTW_65_74,M_Unem_look_PTW_75_84,M_Unem_look_PTW_85ov,M_Unem_look_PTW_Tot,M_Tot_Unemp_15_19,M_Tot_Unemp_20_24,M_Tot_Unemp_25_34,M_Tot_Unemp_35_44,M_Tot_Unemp_45_54,M_Tot_Unemp_55_64,M_Tot_Unemp_65_74,M_Tot_Unemp_75_84,M_Tot_Unemp_85ov,M_Tot_Unemp_Tot,M_Tot_LF_15_19,M_Tot_LF_20_24,M_Tot_LF_25_34,M_Tot_LF_35_44,M_Tot_LF_45_54,M_Tot_LF_55_64,M_Tot_LF_65_74,M_Tot_LF_75_84,M_Tot_LF_85ov,M_Tot_LF_Tot,M_Not_in_LF_15_19,M_Not_in_LF_20_24,M_Not_in_LF_25_34,M_Not_in_LF_35_44,M_Not_in_LF_45_54,M_Not_in_LF_55_64,M_Not_in_LF_65_74,M_Not_in_LF_75_84,M_Not_in_LF_85ov,M_Not_in_LF_Tot,M_LFS_NS_15_19,M_LFS_NS_20_24,M_LFS_NS_25_34,M_LFS_NS_35_44,M_LFS_NS_45_54,M_LFS_NS_55_64,M_LFS_NS_65_74,M_LFS_NS_75_84,M_LFS_NS_85ov,M_LFS_NS_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Emp_FullT_15_19,F_Emp_FullT_20_24,F_Emp_FullT_25_34,F_Emp_FullT_35_44,F_Emp_FullT_45_54,F_Emp_FullT_55_64,F_Emp_FullT_65_74,F_Emp_FullT_75_84,F_Emp_FullT_85ov,F_Emp_FullT_Tot,F_Emp_PartT_15_19,F_Emp_PartT_20_24,F_Emp_PartT_25_34,F_Emp_PartT_35_44,F_Emp_PartT_45_54,F_Emp_PartT_55_64,F_Emp_PartT_65_74,F_Emp_PartT_75_84,F_Emp_PartT_85ov,F_Emp_PartT_Tot,F_Emp_awy_f_wrk_15_19,F_Emp_awy_f_wrk_20_24,F_Emp_awy_f_wrk_25_34,F_Emp_awy_f_wrk_35_44,F_Emp_awy_f_wrk_45_54,F_Emp_awy_f_wrk_55_64,F_Emp_awy_f_wrk_65_74,F_Emp_awy_f_wrk_75_84,F_Emp_awy_f_wrk_85ov,F_Emp_awy_f_wrk_Tot,F_Hours_wkd_NS_15_19,F_Hours_wkd_NS_20_24,F_Hours_wkd_NS_25_34,F_Hours_wkd_NS_35_44,F_Hours_wkd_NS_45_54,F_Hours_wkd_NS_55_64,F_Hours_wkd_NS_65_74,F_Hours_wkd_NS_75_84,F_Hours_wkd_NS_85ov,F_Hours_wkd_NS_Tot,F_Tot_Emp_15_19,F_Tot_Emp_20_24,F_Tot_Emp_25_34,F_Tot_Emp_35_44,F_Tot_Emp_45_54,F_Tot_Emp_55_64,F_Tot_Emp_65_74,F_Tot_Emp_75_84,F_Tot_Emp_85ov,F_Tot_Emp_Tot,F_Unem_look_FTW_15_19,F_Unem_look_FTW_20_24,F_Unem_look_FTW_25_34,F_Unem_look_FTW_35_44,F_Unem_look_FTW_45_54,F_Unem_look_FTW_55_64,F_Unem_look_FTW_65_74,F_Unem_look_FTW_75_84,F_Unem_look_FTW_85ov,F_Unem_look_FTW_Tot,F_Unem_look_PTW_15_19,F_Unem_look_PTW_20_24,F_Unem_look_PTW_25_34,F_Unem_look_PTW_35_44,F_Unem_look_PTW_45_54,F_Unem_look_PTW_55_64,F_Unem_look_PTW_65_74,F_Unem_look_PTW_75_84,F_Unem_look_PTW_85ov,F_Unem_look_PTW_Tot,F_Tot_Unemp_15_19,F_Tot_Unemp_20_24,F_Tot_Unemp_25_34,F_Tot_Unemp_35_44,F_Tot_Unemp_45_54,F_Tot_Unemp_55_64,F_Tot_Unemp_65_74,F_Tot_Unemp_75_84,F_Tot_Unemp_85ov,F_Tot_Unemp_Tot
SOS20,8103,48900,219276,213036,182872,109720,19360,1398,247,802924,29121,46339,48091,30189,28157,29324,17543,2926,350,232049,1278,2133,5150,4545,4154,4280,1552,229,37,23358,1091,2916,6361,4516,3819,2407,794,225,94,22222,39594,100287,278882,252288,218999,145737,39254,4793,718,1080552,2564,7483,12997,9404,8706,6170,529,36,16,47895,9867,8475,4570,2018,1856,2396,832,93,7,30100,12424,15956,17564,11421,10559,8569,1364,126,22,77993,52023,116238,296445,263702,229560,154303,40614,4916,743,1158547,74085,39861,34001,25187,30399,53419,105843,74395,28849,466032,5714,9522,22717,17132,14881,12093,9812,7162,3670,102710,131821,165623,353161,306022,274841,219820,156263,86471,33259,1727287,3012,37732,151747,105435,106258,58706,7327,360,100,470678,39106,54850,80376,99119,90462,61410,17016,1459,181,443973,1537,2892,13823,9389,4895,4765,1383,135,41,38865,1216,2296,4199,3032,2948,1729,597,227,94,16331,44871,97775,250151,216973,204562,126611,26320,2176,414,969850,1675,4874,9229,6098,5282,2749,127,30,11,30076,10514,8433,7662,6934,5330,3302,459,57,18,42712,12183,13309,16893,13035,10607,6052,590,87,31,72785
SOS21,3872,14208,39011,39309,39745,28180,4501,379,93,169303,8116,6019,6568,5917,6495,8643,4802,796,89,47455,444,532,1181,1259,1455,1973,653,93,18,7603,430,654,1011,883,861,676,230,96,41,4883,12861,21419,47782,47363,48559,39471,10189,1369,233,229245,1145,2190,2648,2062,1937,1651,90,8,6,11742,1735,873,604,436,430,646,191,17,4,4942,2886,3063,3251,2497,2369,2296,281,26,6,16684,15747,24477,51036,49861,50922,41769,10466,1403,244,245930,15364,4608,5578,6295,8539,17302,39028,25014,9125,130860,1724,2145,4100,3816,4288,4452,4378,3017,1447,29366,32838,31234,60709,59972,63752,63525,53877,29427,10823,406154,1552,8527,20292,17855,23105,14547,1619,109,37,87647,11261,9946,18588,23980,23987,19633,4502,386,87,112362,555,863,3334,1964,1723,2054,518,56,11,11086,445,494,624,637,664,607,214,90,35,3798,13820,19830,42841,44430,49483,36835,6857,632,162,214891,742,1189,1352,1217,1213,706,29,11,8,6471,1911,1011,1365,1400,1094,902,122,17,4,7816,2654,2202,2717,2619,2310,1606,152,22,13,14286
SOS22,384,1012,2778,3320,3961,3200,557,72,14,15300,588,348,458,568,783,1139,608,86,12,4590,44,48,91,129,213,277,90,13,0,899,36,54,81,91,110,83,37,17,7,510,1047,1462,3408,4104,5069,4697,1285,189,36,21299,90,155,179,169,216,233,7,0,0,1043,92,39,29,43,55,84,24,0,0,370,185,195,209,211,271,318,27,0,0,1413,1228,1660,3613,4319,5337,5018,1312,193,36,22711,1420,243,380,578,998,2397,5078,2560,788,14444,173,160,329,380,527,633,610,309,153,3288,2826,2060,4325,5280,6869,8048,6999,3069,972,40448,115,584,1250,1467,2186,1477,187,15,9,7298,816,599,1355,2175,2492,2246,519,46,11,10265,51,54,257,172,238,248,68,8,0,1093,33,31,69,61,74,63,18,13,4,370,1013,1279,2935,3873,4984,4045,790,81,30,19026,50,77,100,92,128,95,4,0,0,546,116,42,87,103,99,108,14,0,0,572,166,124,189,194,226,202,14,0,0,1118
SOS23,2169,5448,11207,15765,21410,17203,5055,994,162,79411,3194,1764,1696,2135,3419,5216,3275,824,149,21672,161,178,378,515,833,1186,537,113,28,3922,250,260,344,406,565,470,277,142,35,2749,5774,7645,13626,18833,26225,24072,9145,2068,375,107756,310,453,526,486,666,711,49,5,0,3208,490,137,119,96,163,294,95,10,0,1413,803,591,647,582,829,1007,142,11,0,4618,6574,8231,14275,19415,27060,25075,9285,2080,376,112378,6706,1437,2356,2760,3743,7929,15813,7261,1816,49817,903,694,1281,1719,2468,2700,2306,1071,309,13458,14188,10371,17911,23893,33275,35706,27407,10409,2499,175653,676,2739,5387,6843,11112,7935,1751,299,50,36785,4412,3035,5149,9417,12174,10044,3111,451,63,47859,213,248,951,736,932,1138,410,64,14,4699,246,199,246,306,416,372,223,87,18,2104,5555,6209,11737,17297,24636,19491,5490,899,146,91453,158,274,295,287,392,313,10,4,0,1741,545,237,274,365,377,373,33,0,8,2215,706,512,570,656,767,686,41,7,7,3949
SOS27,0,0,4,3,8,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,3,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,3,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,4,3,11,5,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOS29,22,78,302,181,125,89,12,3,0,811,17,61,84,55,47,47,11,3,0,317,3,4,18,13,16,5,3,0,0,64,0,0,15,18,10,0,0,0,0,53,42,145,420,264,195,140,24,3,0,1242,12,33,94,56,54,22,6,0,0,274,12,26,32,13,10,6,3,0,0,91,27,56,123,68,63,24,10,0,0,367,68,202,545,333,260,169,35,3,0,1610,72,124,212,144,134,164,200,59,9,1119,41,121,296,337,236,133,45,13,0,1218,180,447,1052,813,628,460,283,72,9,3942,8,58,175,69,53,21,3,0,0,384,20,72,102,43,47,44,7,0,0,326,0,6,16,10,5,13,3,0,0,50,3,11,11,3,4,0,0,0,0,35,25,142,304,121,102,80,16,0,0,786,3,22,56,27,16,7,0,0,0,136,15,29,23,21,6,12,0,0,0,115,20,55,76,44,23,20,0,0,0,251
