SOS_CODE_2016,NegNil_Inc_BE_WFT,NegNil_Inc_BE_WPT,NegNil_Inc_BE_BAW,NegNil_Inc_1EFT_OthPT,NegNil_Inc_1EFT_OthAW,NegNil_Inc_1EFT_OthNW,NegNil_Inc_1EPT_OthAW,NegNil_Inc_1EPT_OthNW,NegNil_Inc_1AW_OthNW,NegNil_Inc_BNW,NegNil_Inc_LFsta_NS,NegNil_Inc_Tot,I_1_149_BE_WFT,I_1_149_BE_WPT,I_1_149_BE_BAW,I_1_149_1EFT_OthPT,I_1_149_1EFT_OthAW,I_1_149_1EFT_OthNW,I_1_149_1EPT_OthAW,I_1_149_1EPT_OthNW,I_1_149_1AW_OthNW,I_1_149_BNW,I_1_149_LFsta_NS,I_1_149_Tot,I_150_299_BE_WFT,I_150_299_BE_WPT,I_150_299_BE_BAW,I_150_299_1EFT_OthPT,I_150_299_1EFT_OthAW,I_150_299_1EFT_OthNW,I_150_299_1EPT_OthAW,I_150_299_1EPT_OthNW,I_150_299_1AW_OthNW,I_150_299_BNW,I_150_299_LFsta_NS,I_150_299_Tot,I_300_399_BE_WFT,I_300_399_BE_WPT,I_300_399_BE_BAW,I_300_399_1EFT_OthPT,I_300_399_1EFT_OthAW,I_300_399_1EFT_OthNW,I_300_399_1EPT_OthAW,I_300_399_1EPT_OthNW,I_300_399_1AW_OthNW,I_300_399_BNW,I_300_399_LFsta_NS,I_300_399_Tot,I_400_499_BE_WFT,I_400_499_BE_WPT,I_400_499_BE_BAW,I_400_499_1EFT_OthPT,I_400_499_1EFT_OthAW,I_400_499_1EFT_OthNW,I_400_499_1EPT_OthAW,I_400_499_1EPT_OthNW,I_400_499_1AW_OthNW,I_400_499_BNW,I_400_499_LFsta_NS,I_400_499_Tot,I_500_649_BE_WFT,I_500_649_BE_WPT,I_500_649_BE_BAW,I_500_649_1EFT_OthPT,I_500_649_1EFT_OthAW,I_500_649_1EFT_OthNW,I_500_649_1EPT_OthAW,I_500_649_1EPT_OthNW,I_500_649_1AW_OthNW,I_500_649_BNW,I_500_649_LFsta_NS,I_500_649_Tot,I_650_799_BE_WFT,I_650_799_BE_WPT,I_650_799_BE_BAW,I_650_799_1EFT_OthPT,I_650_799_1EFT_OthAW,I_650_799_1EFT_OthNW,I_650_799_1EPT_OthAW,I_650_799_1EPT_OthNW,I_650_799_1AW_OthNW,I_650_799_BNW,I_650_799_LFsta_NS,I_650_799_Tot,I_800_999_BE_WFT,I_800_999_BE_WPT,I_800_999_BE_BAW,I_800_999_1EFT_OthPT,I_800_999_1EFT_OthAW,I_800_999_1EFT_OthNW,I_800_999_1EPT_OthAW,I_800_999_1EPT_OthNW,I_800_999_1AW_OthNW,I_800_999_BNW,I_800_999_LFsta_NS,I_800_999_Tot,I_1000_1249_BE_WFT,I_1000_1249_BE_WPT,I_1000_1249_BE_BAW,I_1000_1249_1EFT_OthPT,I_1000_1249_1EFT_OthAW,I_1000_1249_1EFT_OthNW,I_1000_1249_1EPT_OthAW,I_1000_1249_1EPT_OthNW,I_1000_1249_1AW_OthNW,I_1000_1249_BNW,I_1000_1249_LFsta_NS,I_1000_1249_Tot,I_1250_1499_BE_WFT,I_1250_1499_BE_WPT,I_1250_1499_BE_BAW,I_1250_1499_1EFT_OthPT,I_1250_1499_1EFT_OthAW,I_1250_1499_1EFT_OthNW,I_1250_1499_1EPT_OthAW,I_1250_1499_1EPT_OthNW,I_1250_1499_1AW_OthNW,I_1250_1499_BNW,I_1250_1499_LFsta_NS,I_1250_1499_Tot,I_1500_1749_BE_WFT,I_1500_1749_BE_WPT,I_1500_1749_BE_BAW,I_1500_1749_1EFT_OthPT,I_1500_1749_1EFT_OthAW,I_1500_1749_1EFT_OthNW,I_1500_1749_1EPT_OthAW,I_1500_1749_1EPT_OthNW,I_1500_1749_1AW_OthNW,I_1500_1749_BNW,I_1500_1749_LFsta_NS,I_1500_1749_Tot,I_1750_1999_BE_WFT,I_1750_1999_BE_WPT,I_1750_1999_BE_BAW,I_1750_1999_1EFT_OthPT,I_1750_1999_1EFT_OthAW,I_1750_1999_1EFT_OthNW,I_1750_1999_1EPT_OthAW,I_1750_1999_1EPT_OthNW,I_1750_1999_1AW_OthNW,I_1750_1999_BNW,I_1750_1999_LFsta_NS,I_1750_1999_Tot,I_2000_2499_BE_WFT,I_2000_2499_BE_WPT,I_2000_2499_BE_BAW,I_2000_2499_1EFT_OthPT,I_2000_2499_1EFT_OthAW,I_2000_2499_1EFT_OthNW,I_2000_2499_1EPT_OthAW,I_2000_2499_1EPT_OthNW,I_2000_2499_1AW_OthNW,I_2000_2499_BNW,I_2000_2499_LFsta_NS,I_2000_2499_Tot,I_2500_2999_BE_WFT,I_2500_2999_BE_WPT,I_2500_2999_BE_BAW,I_2500_2999_1EFT_OthPT,I_2500_2999_1EFT_OthAW,I_2500_2999_1EFT_OthNW,I_2500_2999_1EPT_OthAW,I_2500_2999_1EPT_OthNW,I_2500_2999_1AW_OthNW,I_2500_2999_BNW,I_2500_2999_LFsta_NS,I_2500_2999_Tot,I_3000_3499_BE_WFT,I_3000_3499_BE_WPT,I_3000_3499_BE_BAW,I_3000_3499_1EFT_OthPT,I_3000_3499_1EFT_OthAW,I_3000_3499_1EFT_OthNW,I_3000_3499_1EPT_OthAW,I_3000_3499_1EPT_OthNW,I_3000_3499_1AW_OthNW,I_3000_3499_BNW,I_3000_3499_LFsta_NS,I_3000_3499_Tot,I_3500_3999_BE_WFT,I_3500_3999_BE_WPT,I_3500_3999_BE_BAW,I_3500_3999_1EFT_OthPT,I_3500_3999_1EFT_OthAW,I_3500_3999_1EFT_OthNW,I_3500_3999_1EPT_OthAW,I_3500_3999_1EPT_OthNW,I_3500_3999_1AW_OthNW,I_3500_3999_BNW,I_3500_3999_LFsta_NS,I_3500_3999_Tot,I_4000more_BE_WFT,I_4000more_BE_WPT,I_4000more_BE_BAW,I_4000more_1EFT_OthPT,I_4000more_1EFT_OthAW,I_4000more_1EFT_OthNW,I_4000more_1EPT_OthAW,I_4000more_1EPT_OthNW
SOS20,161,39,38,136,20,246,12,136,74,2583,30,3467,46,34,12,57,3,107,6,211,44,745,5,1263,41,74,6,78,11,203,9,550,66,1207,18,2256,17,23,0,29,3,194,0,512,52,701,8,1542,70,171,18,171,15,481,21,1116,117,2932,34,5135,120,362,22,339,32,1535,45,2126,240,2526,48,7380,288,794,52,751,66,3505,93,2646,366,3922,100,12583,497,1301,95,1995,182,7434,160,3514,542,4345,123,20190,1319,2268,150,5563,417,12049,307,3781,664,5639,151,32315,2845,2391,234,9866,798,11952,456,2806,566,4668,139,36707,3606,1854,257,11727,973,11449,430,2217,425,3609,108,36656,5447,1671,298,13051,1153,10265,356,1691,410,3122,104,37568,16622,2931,568,27967,3060,18160,740,2526,687,4357,179,77793,16050,1895,472,25569,2888,6569,655,1419,346,2085,86,58029,13501,1130,328,16195,2210,3361,367,801,167,1242,47,39340,10216,562,235,7482,1429,8291,189,639,279,754,41,30108,27118,1706,555,29001,3253,10145,575,1294
SOS21,36,3,15,26,4,17,4,17,6,231,8,364,22,10,4,12,3,15,0,27,0,73,5,171,4,12,3,30,0,16,6,76,12,153,10,318,7,0,0,3,0,20,6,55,3,83,0,180,36,25,4,36,4,63,3,162,26,519,8,879,22,83,3,72,5,206,18,324,50,431,11,1219,86,151,11,175,23,528,25,490,64,963,10,2523,132,314,15,622,68,1501,51,755,137,1024,29,4650,336,565,63,1876,163,2744,111,875,201,1196,48,8173,734,634,81,3486,309,2789,160,644,178,848,32,9897,895,521,94,4077,353,2537,146,477,154,596,29,9869,1410,432,71,4230,397,2120,136,310,101,420,32,9652,3855,672,195,7705,890,2769,253,390,127,517,43,17407,3420,364,134,5477,681,1007,175,175,44,203,26,11703,2415,155,84,2789,408,432,94,79,32,95,6,6599,1533,63,46,1121,169,787,30,49,36,46,3,3892,2441,175,64,2572,270,802,97,125
SOS22,4,0,3,5,0,0,0,0,0,15,0,32,0,0,0,0,0,4,0,4,3,10,0,25,0,0,0,3,0,0,0,7,3,15,0,29,0,0,0,0,0,3,0,3,0,7,0,15,0,10,0,10,0,8,0,17,0,45,0,91,4,6,0,13,0,19,0,23,8,40,0,117,13,19,3,26,4,46,3,46,6,100,0,267,14,43,4,77,5,154,9,82,7,110,5,515,50,60,4,206,11,248,14,97,24,104,3,815,84,63,8,360,47,239,14,65,14,81,4,975,99,61,6,386,43,206,13,36,21,60,3,932,114,54,14,404,40,144,16,27,9,38,4,859,327,54,20,611,79,250,33,36,21,39,3,1468,292,33,12,441,62,82,13,21,12,17,9,981,201,11,5,207,27,36,5,6,0,7,3,520,119,7,0,76,15,51,3,4,5,3,0,285,153,4,7,180,30,46,13,14
SOS23,77,8,11,44,0,35,0,17,9,72,11,282,22,5,4,22,0,29,0,6,10,38,7,146,35,13,0,45,3,31,3,16,4,65,3,217,9,0,0,12,0,12,3,31,3,36,0,109,60,21,6,60,5,49,3,67,9,148,0,432,59,49,3,94,9,136,10,109,12,140,7,627,143,78,12,192,23,220,25,196,27,255,18,1180,189,177,23,414,45,490,23,253,51,333,10,2005,358,277,33,998,98,957,58,282,67,383,25,3529,501,274,51,1496,124,925,60,258,73,310,32,4093,502,194,38,1516,110,828,54,146,55,234,23,3692,668,210,46,1748,143,686,54,132,34,191,17,3927,1639,304,87,2970,305,1073,123,195,77,243,22,7040,1482,199,66,2247,234,426,64,99,34,99,13,4966,1123,114,44,1218,121,212,37,45,21,57,9,2997,746,47,20,559,78,361,14,29,22,32,5,1922,1543,124,63,1595,136,466,61,59
SOS27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOS29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
