SOS_CODE_2016,F_Tot_LF_15_19,F_Tot_LF_20_24,F_Tot_LF_25_34,F_Tot_LF_35_44,F_Tot_LF_45_54,F_Tot_LF_55_64,F_Tot_LF_65_74,F_Tot_LF_75_84,F_Tot_LF_85ov,F_Tot_LF_Tot,F_Not_in_LF_15_19,F_Not_in_LF_20_24,F_Not_in_LF_25_34,F_Not_in_LF_35_44,F_Not_in_LF_45_54,F_Not_in_LF_55_64,F_Not_in_LF_65_74,F_Not_in_LF_75_84,F_Not_in_LF_85ov,F_Not_in_LF_Tot,F_LFS_NS_15_19,F_LFS_NS_20_24,F_LFS_NS_25_34,F_LFS_NS_35_44,F_LFS_NS_45_54,F_LFS_NS_55_64,F_LFS_NS_65_74,F_LFS_NS_75_84,F_LFS_NS_85ov,F_LFS_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Emp_FullT_15_19,P_Emp_FullT_20_24,P_Emp_FullT_25_34,P_Emp_FullT_35_44,P_Emp_FullT_45_54,P_Emp_FullT_55_64,P_Emp_FullT_65_74,P_Emp_FullT_75_84,P_Emp_FullT_85ov,P_Emp_FullT_Tot,P_Emp_PartT_15_19,P_Emp_PartT_20_24,P_Emp_PartT_25_34,P_Emp_PartT_35_44,P_Emp_PartT_45_54,P_Emp_PartT_55_64,P_Emp_PartT_65_74,P_Emp_PartT_75_84,P_Emp_PartT_85ov,P_Emp_PartT_Tot,P_Emp_awy_f_wrk_15_19,P_Emp_awy_f_wrk_20_24,P_Emp_awy_f_wrk_25_34,P_Emp_awy_f_wrk_35_44,P_Emp_awy_f_wrk_45_54,P_Emp_awy_f_wrk_55_64,P_Emp_awy_f_wrk_65_74,P_Emp_awy_f_wrk_75_84,P_Emp_awy_f_wrk_85ov,P_Emp_awy_f_wrk_Tot,P_Hours_wkd_NS_15_19,P_Hours_wkd_NS_20_24,P_Hours_wkd_NS_25_34,P_Hours_wkd_NS_35_44,P_Hours_wkd_NS_45_54,P_Hours_wkd_NS_55_64,P_Hours_wkd_NS_65_74,P_Hours_wkd_NS_75_84,P_Hours_wkd_NS_85ov,P_Hours_wkd_NS_Tot,P_Tot_Emp_15_19,P_Tot_Emp_20_24,P_Tot_Emp_25_34,P_Tot_Emp_35_44,P_Tot_Emp_45_54,P_Tot_Emp_55_64,P_Tot_Emp_65_74,P_Tot_Emp_75_84,P_Tot_Emp_85ov,P_Tot_Emp_Tot,P_Unem_look_FTW_15_19,P_Unem_look_FTW_20_24,P_Unem_look_FTW_25_34,P_Unem_look_FTW_35_44,P_Unem_look_FTW_45_54,P_Unem_look_FTW_55_64,P_Unem_look_FTW_65_74,P_Unem_look_FTW_75_84,P_Unem_look_FTW_85ov,P_Unem_look_FTW_Tot,P_Unem_look_PTW_15_19,P_Unem_look_PTW_20_24,P_Unem_look_PTW_25_34,P_Unem_look_PTW_35_44,P_Unem_look_PTW_45_54,P_Unem_look_PTW_55_64,P_Unem_look_PTW_65_74,P_Unem_look_PTW_75_84,P_Unem_look_PTW_85ov,P_Unem_look_PTW_Tot,P_Tot_Unemp_15_19,P_Tot_Unemp_20_24,P_Tot_Unemp_25_34,P_Tot_Unemp_35_44,P_Tot_Unemp_45_54,P_Tot_Unemp_55_64,P_Tot_Unemp_65_74,P_Tot_Unemp_75_84,P_Tot_Unemp_85ov,P_Tot_Unemp_Tot,P_Tot_LF_15_19,P_Tot_LF_20_24,P_Tot_LF_25_34,P_Tot_LF_35_44,P_Tot_LF_45_54,P_Tot_LF_55_64,P_Tot_LF_65_74,P_Tot_LF_75_84,P_Tot_LF_85ov,P_Tot_LF_Tot,P_Not_in_LF_15_19,P_Not_in_LF_20_24,P_Not_in_LF_25_34,P_Not_in_LF_35_44,P_Not_in_LF_45_54,P_Not_in_LF_55_64,P_Not_in_LF_65_74,P_Not_in_LF_75_84,P_Not_in_LF_85ov,P_Not_in_LF_Tot,P_LFS_NS_15_19,P_LFS_NS_20_24,P_LFS_NS_25_34,P_LFS_NS_35_44,P_LFS_NS_45_54,P_LFS_NS_55_64,P_LFS_NS_65_74,P_LFS_NS_75_84,P_LFS_NS_85ov,P_LFS_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
SOS20,57054,111083,267039,230011,215165,132655,26907,2267,450,1042635,65466,42232,74846,68675,61149,92730,137657,95886,48796,687435,5554,9125,22336,15984,14315,12433,11083,9312,7343,107491,128075,162436,364222,314671,290627,237818,175652,107472,56588,1837560,11111,86633,371020,318475,289130,168424,26691,1764,349,1273597,68230,101186,128476,129302,118620,90736,34558,4388,530,676019,2822,5027,18976,13932,9041,9052,2933,370,78,62221,2303,5213,10558,7554,6767,4135,1390,451,183,38557,84467,198063,529035,469257,423557,272347,65569,6966,1135,2050402,4239,12356,22226,15507,13984,8923,654,66,22,77973,20380,16906,12227,8953,7182,5693,1291,152,25,72813,24611,29261,34455,24453,21166,14612,1948,211,49,150779,109075,227325,563483,493719,444730,286966,67520,7182,1190,2201186,139552,82087,108846,93866,91547,146147,243498,170284,77645,1153469,11269,18645,45052,33115,29195,24531,20894,16476,11014,210198,259900,328057,717381,620699,565475,457642,331909,193940,89845,3564851
SOS21,16471,22029,45555,47051,51790,38442,7006,661,176,229176,12621,6416,15520,14128,13818,27265,47755,31631,16440,185596,1740,2002,4047,3767,4147,4638,4730,4115,2949,32135,30827,30455,65121,64952,69755,70339,59492,36406,19567,446912,5421,22740,59308,57169,62847,42729,6125,487,129,256949,19380,15969,25159,29896,30485,28271,9306,1181,174,159819,1005,1395,4513,3221,3183,4024,1169,151,26,18685,871,1148,1638,1516,1526,1276,444,186,69,8683,26680,41244,90619,91798,98033,76306,17048,2005,400,444140,1893,3384,3997,3282,3151,2358,117,19,16,18215,3648,1879,1969,1833,1525,1544,319,34,5,12757,5536,5258,5970,5120,4677,3906,432,50,19,30970,32218,46510,96586,96913,102712,80207,17476,2056,420,475104,27980,11030,21094,20424,22355,44565,86784,56647,25567,316454,3467,4142,8151,7584,8433,9090,9101,7133,4395,61504,63665,61683,125830,124918,133503,133862,113365,65842,30387,853064
SOS22,1174,1399,3122,4064,5210,4254,807,81,31,20147,1217,388,1105,1244,1453,3137,5101,2724,1213,17582,160,123,331,425,501,597,575,364,240,3313,2552,1913,4555,5736,7166,7991,6484,3165,1475,41044,499,1604,4032,4783,6148,4678,742,85,29,22593,1398,951,1807,2742,3281,3384,1132,130,21,14861,86,103,344,294,450,525,156,25,0,1990,66,89,149,148,182,152,53,33,12,880,2054,2744,6343,7974,10056,8745,2078,269,65,40321,139,230,278,261,343,331,7,0,0,1590,211,88,113,147,154,196,32,0,0,946,347,319,396,411,492,523,47,0,0,2533,2407,3060,6736,8385,10550,9268,2124,270,67,42856,2636,630,1488,1822,2454,5543,10180,5288,1999,32029,339,288,664,809,1030,1226,1188,675,390,6602,5379,3976,8880,11016,14036,16033,13490,6229,2449,81486
SOS23,6258,6720,12311,17955,25404,20173,5530,902,147,95403,5819,1447,3783,4493,5401,10766,15441,6622,2296,56075,776,638,1243,1652,2340,2442,1974,941,322,12328,12860,8809,17334,24097,33153,33382,22945,8465,2766,163808,2846,8189,16597,22606,32522,25140,6805,1290,207,116196,7611,4795,6844,11556,15599,15252,6385,1277,217,69533,376,422,1326,1257,1762,2321,942,172,42,8622,497,452,588,710,979,848,494,226,56,4861,11331,13855,25363,36129,50857,43557,14633,2963,520,199216,465,728,821,775,1059,1028,55,10,3,4945,1037,373,395,463,545,670,130,8,8,3619,1507,1102,1215,1239,1600,1691,183,15,10,8566,12839,14959,26581,37367,52458,45249,14816,2981,523,207778,12525,2884,6137,7257,9152,18692,31251,13883,4110,105890,1682,1336,2530,3370,4809,5146,4276,2007,632,25788,27043,19177,35251,47992,66424,69088,50347,18869,5266,339459
SOS27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,8,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,3,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,3,0,0,0,23,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,4,3,11,5,0,0,0,25
SOS29,52,191,377,169,132,102,19,0,0,1038,90,157,230,172,129,178,157,40,23,1175,38,102,182,144,89,73,32,7,5,669,178,453,795,479,347,352,204,49,28,2883,27,136,482,250,171,109,19,0,0,1194,32,136,187,94,91,86,17,3,0,641,3,5,35,21,22,20,3,3,0,111,6,12,22,20,16,3,0,0,0,84,64,289,726,386,300,215,42,7,0,2033,21,52,148,83,72,30,5,0,0,410,29,59,54,29,13,20,3,0,0,204,47,111,202,111,90,48,10,0,0,613,117,397,921,499,388,268,51,7,0,2647,165,284,449,311,262,338,355,95,28,2291,74,215,474,477,328,210,80,16,5,1886,357,898,1848,1295,975,816,482,121,38,6825
