SOS_CODE_2016,M_Neg_Nil_income_15_19_yrs,M_Neg_Nil_income_20_24_yrs,M_Neg_Nil_income_25_34_yrs,M_Neg_Nil_income_35_44_yrs,M_Neg_Nil_income_45_54_yrs,M_Neg_Nil_income_55_64_yrs,M_Neg_Nil_income_65_74_yrs,M_Neg_Nil_income_75_84_yrs,M_Negtve_Nil_incme_85_yrs_ovr,M_Neg_Nil_income_Tot,M_1_149_15_19_yrs,M_1_149_20_24_yrs,M_1_149_25_34_yrs,M_1_149_35_44_yrs,M_1_149_45_54_yrs,M_1_149_55_64_yrs,M_1_149_65_74_yrs,M_1_149_75_84_yrs,M_1_149_85ov,M_1_149_Tot,M_150_299_15_19_yrs,M_150_299_20_24_yrs,M_150_299_25_34_yrs,M_150_299_35_44_yrs,M_150_299_45_54_yrs,M_150_299_55_64_yrs,M_150_299_65_74_yrs,M_150_299_75_84_yrs,M_150_299_85ov,M_150_299_Tot,M_300_399_15_19_yrs,M_300_399_20_24_yrs,M_300_399_25_34_yrs,M_300_399_35_44_yrs,M_300_399_45_54_yrs,M_300_399_55_64_yrs,M_300_399_65_74_yrs,M_300_399_75_84_yrs,M_300_399_85ov,M_300_399_Tot,M_400_499_15_19_yrs,M_400_499_20_24_yrs,M_400_499_25_34_yrs,M_400_499_35_44_yrs,M_400_499_45_54_yrs,M_400_499_55_64_yrs,M_400_499_65_74_yrs,M_400_499_75_84_yrs,M_400_499_85ov,M_400_499_Tot,M_500_649_15_19_yrs,M_500_649_20_24_yrs,M_500_649_25_34_yrs,M_500_649_35_44_yrs,M_500_649_45_54_yrs,M_500_649_55_64_yrs,M_500_649_65_74_yrs,M_500_649_75_84_yrs,M_500_649_85ov,M_500_649_Tot,M_650_799_15_19_yrs,M_650_799_20_24_yrs,M_650_799_25_34_yrs,M_650_799_35_44_yrs,M_650_799_45_54_yrs,M_650_799_55_64_yrs,M_650_799_65_74_yrs,M_650_799_75_84_yrs,M_650_799_85ov,M_650_799_Tot,M_800_999_15_19_yrs,M_800_999_20_24_yrs,M_800_999_25_34_yrs,M_800_999_35_44_yrs,M_800_999_45_54_yrs,M_800_999_55_64_yrs,M_800_999_65_74_yrs,M_800_999_75_84_yrs,M_800_999_85ov,M_800_999_Tot,M_1000_1249_15_19_yrs,M_1000_1249_20_24_yrs,M_1000_1249_25_34_yrs,M_1000_1249_35_44_yrs,M_1000_1249_45_54_yrs,M_1000_1249_55_64_yrs,M_1000_1249_65_74_yrs,M_1000_1249_75_84_yrs,M_1000_1249_85ov,M_1000_1249_Tot,M_1250_1499_15_19_yrs,M_1250_1499_20_24_yrs,M_1250_1499_25_34_yrs,M_1250_1499_35_44_yrs,M_1250_1499_45_54_yrs,M_1250_1499_55_64_yrs,M_1250_1499_65_74_yrs,M_1250_1499_75_84_yrs,M_1250_1499_85ov,M_1250_1499_Tot,M_1500_1749_15_19_yrs,M_1500_1749_20_24_yrs,M_1500_1749_25_34_yrs,M_1500_1749_35_44_yrs,M_1500_1749_45_54_yrs,M_1500_1749_55_64_yrs,M_1500_1749_65_74_yrs,M_1500_1749_75_84_yrs,M_1500_1749_85ov,M_1500_1749_Tot,M_1750_1999_15_19_yrs,M_1750_1999_20_24_yrs,M_1750_1999_25_34_yrs,M_1750_1999_35_44_yrs,M_1750_1999_45_54_yrs,M_1750_1999_55_64_yrs,M_1750_1999_65_74_yrs,M_1750_1999_75_84_yrs,M_1750_1999_85ov,M_1750_1999_Tot,M_2000_2999_15_19_yrs,M_2000_2999_20_24_yrs,M_2000_2999_25_34_yrs,M_2000_2999_35_44_yrs,M_2000_2999_45_54_yrs,M_2000_2999_55_64_yrs,M_2000_2999_65_74_yrs,M_2000_2999_75_84_yrs,M_2000_2999_85ov,M_2000_2999_Tot,M_3000_more_15_19_yrs,M_3000_more_20_24_yrs,M_3000_more_25_34_yrs,M_3000_more_35_44_yrs,M_3000_more_45_54_yrs,M_3000_more_55_64_yrs,M_3000_more_65_74_yrs,M_3000_more_75_84_yrs,M_3000_more_85ov,M_3000_more_Tot,M_PI_NS_15_19_yrs,M_PI_NS_ns_20_24_yrs,M_PI_NS_ns_25_34_yrs,M_PI_NS_ns_35_44_yrs,M_PI_NS_ns_45_54_yrs,M_PI_NS_ns_55_64_yrs,M_PI_NS_ns_65_74_yrs,M_PI_NS_ns_75_84_yrs,M_PI_NS_ns_85_yrs_ovr,M_PI_NS_ns_Tot,M_Tot_15_19_yrs,M_Tot_20_24_yrs,M_Tot_25_34_yrs,M_Tot_35_44_yrs,M_Tot_45_54_yrs,M_Tot_55_64_yrs,M_Tot_65_74_yrs,M_Tot_75_84_yrs,M_Tot_85ov,M_Tot_Tot,F_Neg_Nil_income_15_19_yrs,F_Neg_Nil_income_20_24_yrs,F_Neg_Nil_income_25_34_yrs,F_Neg_Nil_income_35_44_yrs,F_Neg_Nil_income_45_54_yrs,F_Neg_Nil_income_55_64_yrs,F_Neg_Nil_income_65_74_yrs,F_Neg_Nil_income_75_84_yrs,F_Neg_Nil_incme_85_yrs_ovr,F_Neg_Nil_income_Tot,F_1_149_15_19_yrs,F_1_149_20_24_yrs,F_1_149_25_34_yrs,F_1_149_35_44_yrs,F_1_149_45_54_yrs,F_1_149_55_64_yrs,F_1_149_65_74_yrs,F_1_149_75_84_yrs,F_1_149_85ov,F_1_149_Tot,F_150_299_15_19_yrs,F_150_299_20_24_yrs,F_150_299_25_34_yrs,F_150_299_35_44_yrs,F_150_299_45_54_yrs,F_150_299_55_64_yrs,F_150_299_65_74_yrs,F_150_299_75_84_yrs,F_150_299_85ov,F_150_299_Tot,F_300_399_15_19_yrs,F_300_399_20_24_yrs,F_300_399_25_34_yrs,F_300_399_35_44_yrs,F_300_399_45_54_yrs,F_300_399_55_64_yrs,F_300_399_65_74_yrs,F_300_399_75_84_yrs,F_300_399_85ov,F_300_399_Tot
SOS20,67888,28515,18833,9742,9714,12193,8577,3743,1348,160554,27331,13151,4392,2880,3288,4330,4235,2096,680,62379,10477,19771,14328,9389,9876,12465,13714,9245,2905,102172,4152,13394,12285,8086,9769,12964,26377,21706,6985,115716,4084,13344,14090,9231,10373,11781,18473,12846,5834,100049,3156,15392,19333,11659,11660,12249,14763,8210,2813,99233,1807,15724,29922,18490,17057,15320,11472,5642,1984,117421,1032,14898,44180,28347,25669,20404,10691,3627,1420,150269,451,10416,50749,35329,30394,23277,10006,2988,1079,164696,142,4313,36829,29153,23605,16525,6016,1536,526,118643,118,1897,28877,28419,23098,15266,4727,1154,400,103960,48,845,18000,23211,18389,11539,3151,733,291,76207,90,715,24691,41598,32759,19045,4977,1187,433,125503,132,507,8357,28368,29319,16448,5347,1430,577,90489,10904,12736,28311,22128,19860,16014,13740,10326,5985,140009,131821,165623,353161,306022,274841,219820,156263,86471,33259,1727287,60373,28578,41203,32660,25825,28455,12900,5476,2460,237933,33343,14498,10732,11860,9647,9644,6208,2709,1120,99765,13057,22301,21679,20284,18324,21358,17982,11037,3561,149590,4100,14648,18157,17873,18276,21738,34558,23771,8497,161615
SOS21,13624,2273,1719,1502,1584,2471,1589,677,265,25712,7225,1662,615,617,720,1194,1128,442,178,13774,2779,3581,3005,2476,2786,4040,4526,2477,790,26464,1226,1935,2101,2277,2966,4602,10933,8000,2353,36401,1650,2477,2395,2434,3254,4606,8318,5172,2115,32423,1284,3488,3230,2726,3099,4282,6140,3126,1055,28433,648,4351,6068,4424,4697,5187,4272,2089,690,32429,344,4218,9074,6910,7075,6800,3591,1196,435,39635,121,2535,9583,8065,8150,7143,3045,873,328,39842,38,975,6603,6340,5926,4613,1508,331,116,26455,14,472,4393,5608,5309,4065,927,217,86,21096,6,169,2727,3999,4147,2829,562,124,46,14614,15,166,2978,5395,5651,3870,802,188,72,19143,31,95,904,2214,2773,2025,669,241,78,9036,3823,2826,5307,4987,5616,5795,5859,4273,2218,40703,32838,31234,60709,59972,63752,63525,53877,29427,10823,406154,11148,1869,4227,4211,4005,6482,2436,900,536,35818,8734,1897,2385,2394,2183,2846,1549,606,311,22897,3645,4226,5118,4813,4757,6990,5773,2884,1133,39326,1323,3003,4724,4927,5402,7776,13813,8403,2963,52337
SOS22,1213,129,113,147,201,366,221,89,13,2498,532,102,57,68,90,191,145,38,12,1234,192,224,206,245,367,609,620,275,76,2814,94,138,159,206,343,692,1531,851,213,4224,142,179,155,242,416,682,1185,603,209,3811,131,205,237,276,376,569,748,291,75,2919,68,304,437,431,559,660,521,181,53,3221,31,280,655,606,793,857,419,105,32,3770,18,162,693,764,847,861,320,81,26,3760,3,69,462,538,588,484,153,39,10,2349,0,37,323,409,544,416,103,9,10,1850,0,11,169,319,358,290,74,14,5,1235,0,12,194,385,492,351,67,20,3,1522,3,8,55,155,219,212,68,32,15,774,396,215,409,482,678,809,825,441,213,4462,2826,2060,4325,5280,6869,8048,6999,3069,972,40448,1056,125,313,346,467,783,258,78,27,3452,648,118,193,257,261,327,160,43,11,2024,232,220,443,475,515,867,671,283,64,3771,89,192,341,513,594,947,1636,764,232,5316
SOS23,5560,700,553,713,1154,1814,1098,356,102,12048,2914,499,213,275,480,849,744,255,67,6309,921,849,686,780,1299,2195,2398,941,226,10307,557,581,552,806,1342,2360,4644,2337,499,13679,747,744,715,902,1507,2361,3704,1611,392,12674,675,1200,927,1137,1823,2641,2865,1021,244,12531,365,1513,1553,1696,2414,2832,2096,737,158,13364,196,1424,2326,2459,3513,3650,1818,470,106,15958,79,937,2785,3031,3922,3720,1633,391,96,16593,31,405,1773,2287,2911,2491,938,210,33,11072,5,187,1279,2015,2643,2066,639,164,41,9034,7,54,740,1459,1869,1462,428,88,35,6137,9,49,809,2052,2818,2035,614,158,26,8582,27,59,340,1184,1878,1544,668,199,50,5946,2092,1174,2669,3094,3696,3688,3122,1455,408,21404,14188,10371,17911,23893,33275,35706,27407,10409,2499,175653,5018,658,1352,1748,2398,3353,1301,325,135,16291,3607,688,739,1038,1151,1489,830,225,51,9825,1123,1194,1423,1917,2187,3125,2436,860,238,14510,466,823,1280,1814,2383,3156,4700,1825,466,16905
SOS27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,4,0,4,6,0,0,0,13,0,0,0,0,3,3,0,0,0,6,0,0,4,3,11,5,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOS29,51,69,109,72,39,37,18,5,0,397,25,34,36,32,21,13,5,0,0,160,36,76,153,143,105,50,27,0,3,593,3,40,58,79,61,65,58,15,5,370,8,30,73,57,64,57,67,27,0,387,6,30,49,27,34,30,16,5,0,196,10,38,69,44,33,20,7,0,0,218,3,16,77,52,41,27,11,0,0,224,3,27,78,48,32,23,8,0,0,210,0,3,48,25,18,17,7,0,0,124,0,0,25,22,9,10,3,0,0,83,0,0,19,16,15,8,0,0,0,59,0,0,44,29,18,14,3,0,0,95,0,0,9,12,8,15,0,0,0,52,33,82,214,156,121,79,53,14,3,757,180,447,1052,813,628,460,283,72,9,3942,46,89,85,45,25,57,16,3,0,359,24,29,39,12,16,15,7,0,0,145,47,80,98,68,56,54,23,3,0,426,13,36,54,44,44,49,62,7,5,317
