SOS_CODE_2016,P_15_19_Num_chld_evr_brn_Nne,P_15_19_Num_chld_evr_brn_1,P_15_19_Num_chld_evr_brn_2,P_15_19_Num_chld_evr_brn_3,P_15_19_Num_chld_evr_brn_4,P_15_19_Num_chld_evr_brn_5,P_15_19_Num_chd_evr_brn_6_mr,P_15_19_Num_chld_evr_brn_ns,P_15_19_yrs_Total,P_20_24_Num_chld_evr_brn_Nne,P_20_24_Num_chld_evr_brn_1,P_20_24_Num_chld_evr_brn_2,P_20_24_Num_chld_evr_brn_3,P_20_24_Num_chld_evr_brn_4,P_20_24_Num_chld_evr_brn_5,P_20_24_Num_chd_evr_brn_6_mr,P_20_24_Num_chld_evr_brn_ns,P_20_24_yrs_Total,P_25_29_Num_chld_evr_brn_Nne,P_25_29_Num_chld_evr_brn_1,P_25_29_Num_chld_evr_brn_2,P_25_29_Num_chld_evr_brn_3,P_25_29_Num_chld_evr_brn_4,P_25_29_Num_chld_evr_brn_5,P_25_29_Num_chd_evr_brn_6_mr,P_25_29_Num_chld_evr_brn_ns,P_25_29_yrs_Total,P_30_34_Num_chld_evr_brn_Nne,P_30_34_Num_chld_evr_brn_1,P_30_34_Num_chld_evr_brn_2,P_30_34_Num_chld_evr_brn_3,P_30_34_Num_chld_evr_brn_4,P_30_34_Num_chld_evr_brn_5,P_30_34_Num_chd_evr_brn_6_mr,P_30_34_Num_chld_evr_brn_ns,P_30_34_yrs_Total,P_35_39_Num_chld_evr_brn_Nne,P_35_39_Num_chld_evr_brn_1,P_35_39_Num_chld_evr_brn_2,P_35_39_Num_chld_evr_brn_3,P_35_39_Num_chld_evr_brn_4,P_35_39_Num_chld_evr_brn_5,P_35_39_Num_chd_evr_brn_6_mr,P_35_39_Num_chld_evr_brn_ns,P_35_39_yrs_Total,P_40_44_Num_chld_evr_brn_Nne,P_40_44_Num_chld_evr_brn_1,P_40_44_Num_chld_evr_brn_2,P_40_44_Num_chld_evr_brn_3,P_40_44_Num_chld_evr_brn_4,P_40_44_Num_chld_evr_brn_5,P_40_44_Num_chd_evr_brn_6_mr,P_40_44_Num_chld_evr_brn_ns,P_40_44_yrs_Total,P_45_49_Num_chld_evr_brn_Nne,P_45_49_Num_chld_evr_brn_1,P_45_49_Num_chld_evr_brn_2,P_45_49_Num_chld_evr_brn_3,P_45_49_Num_chld_evr_brn_4,P_45_49_Num_chld_evr_brn_5,P_45_49_Num_chd_evr_brn_6_mr,P_45_49_Num_chld_evr_brn_ns,P_45_49_yrs_Total,P_50_54_Num_chld_evr_brn_Nne,P_50_54_Num_chld_evr_brn_1,P_50_54_Num_chld_evr_brn_2,P_50_54_Num_chld_evr_brn_3,P_50_54_Num_chld_evr_brn_4,P_50_54_Num_chld_evr_brn_5,P_50_54_Num_chd_evr_brn_6_mr,P_50_54_Num_chld_evr_brn_ns,P_50_54_yrs_Total,P_55_59_Num_chld_evr_brn_Nne,P_55_59_Num_chld_evr_brn_1,P_55_59_Num_chld_evr_brn_2,P_55_59_Num_chld_evr_brn_3,P_55_59_Num_chld_evr_brn_4,P_55_59_Num_chld_evr_brn_5,P_55_59_Num_chd_evr_brn_6_mr,P_55_59_Num_chld_evr_brn_ns,P_55_59_yrs_Total,P_60_64_Num_chld_evr_brn_Nne,P_60_64_Num_chld_evr_brn_1,P_60_64_Num_chld_evr_brn_2,P_60_64_Num_chld_evr_brn_3,P_60_64_Num_chld_evr_brn_4,P_60_64_Num_chld_evr_brn_5,P_60_64_Num_chd_evr_brn_6_mr,P_60_64_Num_chld_evr_brn_ns,P_60_64_yrs_Total,P_65_69_Num_chld_evr_brn_Nne,P_65_69_Num_chld_evr_brn_1,P_65_69_Num_chld_evr_brn_2,P_65_69_Num_chld_evr_brn_3,P_65_69_Num_chld_evr_brn_4,P_65_69_Num_chld_evr_brn_5,P_65_69_Num_chd_evr_brn_6_mr,P_65_69_Num_chld_evr_brn_ns,P_65_69_yrs_Total,P_70_74_Num_chld_evr_brn_Nne,P_70_74_Num_chld_evr_brn_1,P_70_74_Num_chld_evr_brn_2,P_70_74_Num_chld_evr_brn_3,P_70_74_Num_chld_evr_brn_4,P_70_74_Num_chld_evr_brn_5,P_70_74_Num_chd_evr_brn_6_mr,P_70_74_Num_chld_evr_brn_ns,P_70_74_yrs_Total,P_75_79_Num_chld_evr_brn_Nne,P_75_79_Num_chld_evr_brn_1,P_75_79_Num_chld_evr_brn_2,P_75_79_Num_chld_evr_brn_3,P_75_79_Num_chld_evr_brn_4,P_75_79_Num_chld_evr_brn_5,P_75_79_Num_chd_evr_brn_6_mr,P_75_79_Num_chld_evr_brn_ns,P_75_79_yrs_Total,P_80_84_Num_chld_evr_brn_Nne,P_80_84_Num_chld_evr_brn_1,P_80_84_Num_chld_evr_brn_2,P_80_84_Num_chld_evr_brn_3,P_80_84_Num_chld_evr_brn_4,P_80_84_Num_chld_evr_brn_5,P_80_84_Num_chd_evr_brn_6_mr,P_80_84_Num_chld_evr_brn_ns,P_80_84_yrs_Total,P_85_ov_Num_chld_evr_brn_Nne,P_85_ov_Num_chld_evr_brn_1,P_85_ov_Num_chld_evr_brn_2,P_85_ov_Num_chld_evr_brn_3,P_85_ov_Num_chld_evr_brn_4,P_85_ov_Num_chld_evr_brn_5,P_85_ov_Num_chd_evr_brn_6_mr,P_85_ov_Num_chld_evr_brn_ns,P_85ov_Total,Tot_Nmbr_child_ever_born_None,Tot_Nmbr_children_ever_born_1,Tot_Nmbr_children_ever_born_2,Tot_Nmbr_children_ever_born_3,Tot_Nmbr_children_ever_born_4,Tot_Nmbr_children_ever_born_5,Tot_Nmbr_chidrn_ever_brn_6_mr,Tot_Nmbr_childrn_ever_born_Ns,Total_Total
SOS20,112438,558,99,15,5,7,31,14925,128075,137694,6261,2140,435,85,20,46,15762,162436,127794,22230,10662,3036,778,190,116,16117,180931,80866,41685,33991,9514,2644,800,462,13325,183288,40601,30137,52810,18661,4956,1428,1022,9692,159303,29008,24075,57943,25048,6904,2022,1504,8850,155371,25432,22115,58462,26715,7706,2173,1579,8648,152833,21170,19147,51647,26321,7993,2097,1486,7935,137798,17797,16489,46482,26180,8707,2320,1550,7606,127127,13810,13767,40474,23714,8329,2334,1459,6806,110694,10074,10147,37537,23076,8400,2489,1576,6738,100030,6381,6248,26664,18699,7782,2548,1846,5459,75620,4445,4488,18189,14900,7757,2929,2605,5066,60386,3251,3497,12538,11003,6298,2732,2925,4844,47084,4441,5246,13694,11405,6672,3254,3703,8160,56588,635197,226105,463332,238719,85020,27351,21902,139938,1837560
SOS21,26399,386,56,11,9,3,8,3957,30827,22855,2991,1395,292,55,17,23,2823,30455,16991,5880,4643,1650,459,93,53,2479,32244,9126,6646,9129,3936,1256,351,199,2245,32872,5215,4695,10458,5917,1980,616,440,2004,31326,4506,4129,11636,7269,2544,819,562,2159,33619,4403,3935,12163,7543,2890,868,640,2235,34686,4326,3502,12023,8196,3117,939,583,2374,35069,4090,3277,11768,8826,3641,1029,581,2500,35719,3465,2812,11710,8812,3675,1013,512,2627,34626,2816,2346,11164,8727,3917,1187,647,2715,33517,1950,1548,7341,6889,3586,1349,928,2393,25974,1398,995,4374,5123,3512,1529,1348,2217,20495,944,814,2840,3507,2802,1413,1495,2104,15918,1344,1239,3713,3856,2894,1509,1754,3270,19567,109827,45196,114407,80553,36342,12732,9766,38093,446912
SOS22,2133,25,6,3,0,0,0,392,2552,1429,202,77,28,5,0,0,173,1913,1065,381,357,112,30,0,3,205,2150,593,465,692,336,102,22,13,180,2404,434,349,886,528,214,43,31,215,2715,446,334,1021,636,228,70,50,236,3019,493,359,1112,774,310,93,47,270,3462,533,369,1196,843,331,93,60,275,3705,511,373,1288,948,389,129,66,326,4033,441,328,1338,948,392,106,72,325,3951,346,260,1227,952,402,147,75,359,3764,221,184,769,655,397,134,100,263,2724,157,100,400,478,315,144,116,207,1914,86,51,206,269,241,120,128,148,1250,91,100,272,272,213,109,133,287,1475,8979,3886,10852,7778,3571,1210,895,3868,41044
SOS23,10927,45,10,4,5,0,0,1864,12860,7091,549,213,61,11,0,4,887,8809,4370,1325,1041,378,94,21,10,679,7927,2481,1709,2577,1340,377,85,51,783,9407,1599,1283,3531,2217,808,185,95,794,10508,1744,1352,4657,3211,1196,315,161,969,13589,1935,1527,5506,3898,1433,368,223,1226,16115,2114,1460,5585,4136,1669,474,270,1334,17036,2043,1368,5481,4458,1860,517,271,1385,17379,1626,1245,5082,4179,1803,520,283,1264,16001,1196,939,4393,3646,1686,530,281,1191,13857,653,517,2569,2377,1332,479,296,866,9088,325,266,1092,1394,911,440,372,574,5374,179,153,622,688,578,291,251,327,3092,163,169,544,580,490,226,295,310,2766,38442,13902,42892,32578,14236,4442,2863,14454,163808
SOS27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SOS29,120,13,0,0,0,0,0,50,178,297,29,13,3,0,0,0,112,453,279,43,15,5,3,3,0,104,450,161,32,28,20,3,0,3,92,345,78,23,27,17,7,7,4,78,253,69,23,27,22,11,4,7,67,229,43,14,23,27,11,5,3,48,170,47,21,36,15,10,3,0,47,177,31,9,47,32,15,9,3,41,188,24,13,35,32,8,3,3,35,169,22,11,34,32,18,0,3,17,141,6,0,18,9,10,10,0,17,62,5,3,6,8,4,0,0,4,32,0,0,4,3,0,0,3,3,16,3,0,6,6,0,4,5,9,28,1190,232,328,236,96,44,38,716,2883
