SOS_CODE_2016,M_Mng_0,M_Mng_1_15,M_Mng_16_24,M_Mng_25_34,M_Mng_35_39,M_Mng_40,M_Mng_41_48,M_Mng_49over,M_Mng_hours_NS,M_Mng_Tot,M_Pro_0,M_Pro_1_15,M_Pro_16_24,M_Pro_25_34,M_Pro_35_39,M_Pro_40,M_Pro_41_48,M_Pro_49over,M_Pro_hours_NS,M_Pro_Tot,M_TTW_0,M_TTW_1_15,M_TTW_16_24,M_TTW_25_34,M_TTW_35_39,M_TTW_40,M_TTW_41_48,M_TTW_49over,M_TTW_hours_NS,M_TTW_Tot,M_CPS_0,M_CPS_1_15,M_CPS_16_24,M_CPS_25_34,M_CPS_35_39,M_CPS_40,M_CPS_41_48,M_CPS_49over,M_CPS_hours_NS,M_CPS_Tot,M_CA_0,M_CA_1_15,M_CA_16_24,M_CA_25_34,M_CA_35_39,M_CA_40,M_CA_41_48,M_CA_49over,M_CA_hours_NS,M_CA_Tot,M_Sal_0,M_Sal_1_15,M_Sal_16_24,M_Sal_25_34,M_Sal_35_39,M_Sal_40,M_Sal_41_48,M_Sal_49over,M_Sal_hours_NS,M_Sal_Tot,M_MOD_0,M_MOD_1_15,M_MOD_16_24,M_MOD_25_34,M_MOD_35_39,M_MOD_40,M_MOD_41_48,M_MOD_49over,M_MOD_hours_NS,M_MOD_Tot,M_Lab_0,M_Lab_1_15,M_Lab_16_24,M_Lab_25_34,M_Lab_35_39,M_Lab_40,M_Lab_41_48,M_Lab_49over,M_Lab_hours_NS,M_Lab_Tot,M_ID_NS_0,M_ID_NS_1_15,M_ID_NS_16_24,M_ID_NS_25_34,M_ID_NS_35_39,M_ID_NS_40,M_ID_NS_41_48,M_ID_NS_49over,M_ID_NS_hours_NS,M_ID_NS_Tot,M_Tot_0,M_Tot_1_15,M_Tot_16_24,M_Tot_25_34,M_Tot_35_39,M_Tot_40,M_Tot_41_48,M_Tot_49over,M_Tot_hours_NS,M_Tot_Tot,F_Mng_0,F_Mng_1_15,F_Mng_16_24,F_Mng_25_34,F_Mng_35_39,F_Mng_40,F_Mng_41_48,F_Mng_49over,F_Mng_hours_NS,F_Mng_Tot,F_Pro_0,F_Pro_1_15,F_Pro_16_24,F_Pro_25_34,F_Pro_35_39,F_Pro_40,F_Pro_41_48,F_Pro_49over,F_Pro_hours_NS,F_Pro_Tot,F_TTW_0,F_TTW_1_15,F_TTW_16_24,F_TTW_25_34,F_TTW_35_39,F_TTW_40,F_TTW_41_48,F_TTW_49over,F_TTW_hours_NS,F_TTW_Tot,F_CPS_0,F_CPS_1_15,F_CPS_16_24,F_CPS_25_34,F_CPS_35_39,F_CPS_40,F_CPS_41_48,F_CPS_49over,F_CPS_hours_NS,F_CPS_Tot,F_CA_0,F_CA_1_15,F_CA_16_24,F_CA_25_34,F_CA_35_39,F_CA_40,F_CA_41_48,F_CA_49over,F_CA_hours_NS,F_CA_Tot,F_Sal_0,F_Sal_1_15,F_Sal_16_24,F_Sal_25_34,F_Sal_35_39,F_Sal_40,F_Sal_41_48,F_Sal_49over,F_Sal_hours_NS,F_Sal_Tot,F_MOD_0,F_MOD_1_15,F_MOD_16_24,F_MOD_25_34,F_MOD_35_39,F_MOD_40,F_MOD_41_48,F_MOD_49over,F_MOD_hours_NS,F_MOD_Tot,F_Lab_0,F_Lab_1_15,F_Lab_16_24,F_Lab_25_34,F_Lab_35_39,F_Lab_40,F_Lab_41_48,F_Lab_49over,F_Lab_hours_NS,F_Lab_Tot,F_ID_NS_0,F_ID_NS_1_15,F_ID_NS_16_24,F_ID_NS_25_34,F_ID_NS_35_39,F_ID_NS_40,F_ID_NS_41_48,F_ID_NS_49over,F_ID_NS_hours_NS,F_ID_NS_Tot,F_Tot_0,F_Tot_1_15,F_Tot_16_24,F_Tot_25_34,F_Tot_35_39,F_Tot_40,F_Tot_41_48,F_Tot_49over,F_Tot_hours_NS,F_Tot_Tot
SOS20,2830,3903,4325,6425,22492,42457,25265,60756,1773,170216,4550,13109,10434,14401,45713,72880,31681,49035,2301,244117,4373,8188,10863,13544,48859,63365,26563,32361,3860,211981,2240,12656,8306,8512,9397,10978,5898,6424,1210,65624,1763,4879,4405,4811,21698,20483,9083,10611,882,78616,1770,16226,9202,7141,13487,14156,7117,11408,1185,81695,2420,5415,6914,7982,24969,21546,11473,15216,2230,98154,2761,20447,15197,11289,22608,18288,7515,8829,2514,109452,656,1403,995,1073,3141,3623,1216,2326,6261,20693,23358,86231,70649,75167,212364,267778,125817,196965,22222,1080552,3735,4743,7215,10568,18699,21255,12523,19528,828,99097,13343,27053,35912,40777,49076,54120,25015,30899,2308,278508,1385,5856,5961,6412,9488,6212,2721,2494,630,41157,5856,33385,28550,28462,22444,12143,5481,6253,2509,145086,7389,25191,30465,30941,51308,36075,12088,8315,2003,203780,4281,40595,21460,16985,15170,9655,4258,4257,1822,118478,469,1484,1528,1992,4477,2249,795,530,228,13748,1677,15215,10726,8861,10108,4799,1529,1445,1123,55484,721,1370,1120,1145,2126,1813,499,835,4879,14509,38865,154890,142937,146146,182892,148319,64908,74563,16331,969850
SOS21,828,873,852,1383,4021,6863,4867,11279,371,31343,841,1577,1416,2273,6049,7514,4136,5866,242,29926,1708,1987,1996,3267,13252,17354,7930,9864,957,58317,761,2122,1260,1806,2318,2905,1545,1652,249,14623,352,703,596,808,3087,2625,1484,1715,107,11475,502,3504,1429,1439,2815,2548,1676,2251,257,16427,1082,1325,1400,1801,5606,5650,4125,6621,583,28194,1285,6097,3068,3725,7011,6073,3273,3165,751,34462,239,306,188,247,601,708,301,532,1370,4489,7603,18500,12200,16753,44761,52243,29350,42950,4883,229245,744,1154,1254,2017,3210,3007,1999,3427,163,16977,2891,4491,7513,8697,7994,7189,3658,4731,382,47543,476,1743,1654,1859,2333,1340,700,674,165,10942,2287,8618,7791,9237,6103,3102,1447,1646,674,40908,1996,5657,6873,7677,10377,6301,2228,1511,419,43047,1411,10546,5512,5060,3854,1800,883,771,478,30309,124,331,327,354,617,371,173,168,41,2500,911,6309,3483,3444,2553,1403,662,595,386,19746,245,281,204,263,331,274,83,144,1085,2916,11086,39139,34612,38614,37371,24782,11828,13667,3798,214891
SOS22,110,122,105,182,304,691,414,1330,55,3325,90,150,154,187,377,478,288,417,24,2160,190,260,258,397,1211,1651,705,1014,92,5792,90,157,96,124,172,224,108,181,26,1192,42,50,51,83,173,183,79,142,7,822,37,246,119,118,198,175,127,159,22,1212,141,111,140,191,558,588,386,758,61,2945,149,558,301,324,597,704,316,393,78,3423,38,30,23,26,54,58,28,50,132,439,899,1699,1249,1648,3648,4762,2452,4443,510,21299,88,137,157,215,273,305,167,485,19,1851,273,421,664,767,562,496,318,400,31,3939,58,216,195,191,188,117,65,75,16,1129,242,743,763,803,441,253,123,157,85,3611,170,588,658,621,761,457,164,137,39,3595,111,792,439,376,292,143,77,90,30,2354,18,39,25,31,45,38,17,22,7,247,110,659,344,337,231,162,87,83,39,2051,24,28,22,21,32,21,4,12,105,263,1093,3634,3263,3373,2825,1980,1015,1469,370,19026
SOS23,939,1220,1077,1652,2040,5145,2952,15833,654,31510,372,770,661,930,1661,2361,1207,2486,136,10589,783,1103,1107,1566,4442,6991,2836,4888,510,24237,290,645,381,471,605,957,535,619,92,4590,101,259,214,255,763,756,407,600,31,3396,150,1154,382,373,664,791,478,848,83,4910,571,615,668,828,1905,2366,1515,3352,270,12073,586,2336,1268,1414,2329,2728,1236,2091,347,14322,133,145,69,116,207,335,121,348,633,2121,3922,8249,5827,7602,14623,22433,11286,31071,2749,107756,678,1624,1501,1931,1447,2448,1116,4360,329,15419,1162,2091,3493,3652,2493,2662,1352,1904,221,19033,202,793,757,872,881,597,276,434,78,4887,768,3027,2795,2846,1614,1012,498,605,267,13438,856,3098,3298,3374,3331,2467,815,827,241,18308,427,3403,1725,1535,1100,591,313,348,190,9630,61,144,167,185,213,168,64,105,20,1129,418,2537,1401,1227,954,653,318,468,210,8177,127,136,118,137,142,118,25,76,552,1428,4699,16850,15252,15752,12173,10715,4783,9122,2104,91453
SOS27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,8,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOS29,0,4,3,7,21,30,13,36,7,123,15,18,16,11,22,65,18,38,4,203,6,12,24,16,45,69,31,49,6,249,3,21,11,22,19,17,5,14,0,120,3,0,10,5,10,14,6,9,0,56,0,7,9,3,18,3,3,8,0,53,13,10,9,16,38,33,15,38,13,183,3,23,30,33,36,41,20,23,14,214,8,3,4,0,0,3,3,3,19,41,64,96,107,108,210,272,113,215,53,1242,3,0,5,8,9,8,3,10,0,54,15,19,21,28,33,40,20,24,6,202,3,3,4,3,14,6,6,7,3,44,11,32,28,39,9,18,7,6,8,161,4,15,17,10,36,25,8,3,3,126,3,18,5,12,8,7,6,11,6,74,0,3,3,0,4,5,0,6,0,17,4,18,11,10,19,6,6,4,6,86,3,3,0,0,0,0,0,0,9,16,50,112,99,114,136,117,58,77,35,786
