SOS_CODE_2016,NegNil_Inc_BE_WFT,NegNil_Inc_BE_WPT,NegNil_Inc_BE_BAW,NegNil_Inc_1EFT_OthPT,NegNil_Inc_1EFT_OthAW,NegNil_Inc_1EFT_OthNW,NegNil_Inc_1EPT_OthAW,NegNil_Inc_1EPT_OthNW,NegNil_Inc_1AW_OthNW,NegNil_Inc_BNW,NegNil_Inc_LFsta_NS,NegNil_Inc_Tot,I_1_149_BE_WFT,I_1_149_BE_WPT,I_1_149_BE_BAW,I_1_149_1EFT_OthPT,I_1_149_1EFT_OthAW,I_1_149_1EFT_OthNW,I_1_149_1EPT_OthAW,I_1_149_1EPT_OthNW,I_1_149_1AW_OthNW,I_1_149_BNW,I_1_149_LFsta_NS,I_1_149_Tot,I_150_299_BE_WFT,I_150_299_BE_WPT,I_150_299_BE_BAW,I_150_299_1EFT_OthPT,I_150_299_1EFT_OthAW,I_150_299_1EFT_OthNW,I_150_299_1EPT_OthAW,I_150_299_1EPT_OthNW,I_150_299_1AW_OthNW,I_150_299_BNW,I_150_299_LFsta_NS,I_150_299_Tot,I_300_399_BE_WFT,I_300_399_BE_WPT,I_300_399_BE_BAW,I_300_399_1EFT_OthPT,I_300_399_1EFT_OthAW,I_300_399_1EFT_OthNW,I_300_399_1EPT_OthAW,I_300_399_1EPT_OthNW,I_300_399_1AW_OthNW,I_300_399_BNW,I_300_399_LFsta_NS,I_300_399_Tot,I_400_499_BE_WFT,I_400_499_BE_WPT,I_400_499_BE_BAW,I_400_499_1EFT_OthPT,I_400_499_1EFT_OthAW,I_400_499_1EFT_OthNW,I_400_499_1EPT_OthAW,I_400_499_1EPT_OthNW,I_400_499_1AW_OthNW,I_400_499_BNW,I_400_499_LFsta_NS,I_400_499_Tot,I_500_649_BE_WFT,I_500_649_BE_WPT,I_500_649_BE_BAW,I_500_649_1EFT_OthPT,I_500_649_1EFT_OthAW,I_500_649_1EFT_OthNW,I_500_649_1EPT_OthAW,I_500_649_1EPT_OthNW,I_500_649_1AW_OthNW,I_500_649_BNW,I_500_649_LFsta_NS,I_500_649_Tot,I_650_799_BE_WFT,I_650_799_BE_WPT,I_650_799_BE_BAW,I_650_799_1EFT_OthPT,I_650_799_1EFT_OthAW,I_650_799_1EFT_OthNW,I_650_799_1EPT_OthAW,I_650_799_1EPT_OthNW,I_650_799_1AW_OthNW,I_650_799_BNW,I_650_799_LFsta_NS,I_650_799_Tot,I_800_999_BE_WFT,I_800_999_BE_WPT,I_800_999_BE_BAW,I_800_999_1EFT_OthPT,I_800_999_1EFT_OthAW,I_800_999_1EFT_OthNW,I_800_999_1EPT_OthAW,I_800_999_1EPT_OthNW,I_800_999_1AW_OthNW,I_800_999_BNW,I_800_999_LFsta_NS,I_800_999_Tot,I_1000_1249_BE_WFT,I_1000_1249_BE_WPT,I_1000_1249_BE_BAW,I_1000_1249_1EFT_OthPT,I_1000_1249_1EFT_OthAW,I_1000_1249_1EFT_OthNW,I_1000_1249_1EPT_OthAW,I_1000_1249_1EPT_OthNW,I_1000_1249_1AW_OthNW,I_1000_1249_BNW,I_1000_1249_LFsta_NS,I_1000_1249_Tot,I_1250_1499_BE_WFT,I_1250_1499_BE_WPT,I_1250_1499_BE_BAW,I_1250_1499_1EFT_OthPT,I_1250_1499_1EFT_OthAW,I_1250_1499_1EFT_OthNW,I_1250_1499_1EPT_OthAW,I_1250_1499_1EPT_OthNW,I_1250_1499_1AW_OthNW,I_1250_1499_BNW,I_1250_1499_LFsta_NS,I_1250_1499_Tot,I_1500_1749_BE_WFT,I_1500_1749_BE_WPT,I_1500_1749_BE_BAW,I_1500_1749_1EFT_OthPT,I_1500_1749_1EFT_OthAW,I_1500_1749_1EFT_OthNW,I_1500_1749_1EPT_OthAW,I_1500_1749_1EPT_OthNW,I_1500_1749_1AW_OthNW,I_1500_1749_BNW,I_1500_1749_LFsta_NS,I_1500_1749_Tot,I_1750_1999_BE_WFT,I_1750_1999_BE_WPT,I_1750_1999_BE_BAW,I_1750_1999_1EFT_OthPT,I_1750_1999_1EFT_OthAW,I_1750_1999_1EFT_OthNW,I_1750_1999_1EPT_OthAW,I_1750_1999_1EPT_OthNW,I_1750_1999_1AW_OthNW,I_1750_1999_BNW,I_1750_1999_LFsta_NS,I_1750_1999_Tot,I_2000_2499_BE_WFT,I_2000_2499_BE_WPT,I_2000_2499_BE_BAW,I_2000_2499_1EFT_OthPT,I_2000_2499_1EFT_OthAW,I_2000_2499_1EFT_OthNW,I_2000_2499_1EPT_OthAW,I_2000_2499_1EPT_OthNW,I_2000_2499_1AW_OthNW,I_2000_2499_BNW,I_2000_2499_LFsta_NS,I_2000_2499_Tot,I_2500_2999_BE_WFT,I_2500_2999_BE_WPT,I_2500_2999_BE_BAW,I_2500_2999_1EFT_OthPT,I_2500_2999_1EFT_OthAW,I_2500_2999_1EFT_OthNW,I_2500_2999_1EPT_OthAW,I_2500_2999_1EPT_OthNW,I_2500_2999_1AW_OthNW,I_2500_2999_BNW,I_2500_2999_LFsta_NS,I_2500_2999_Tot,I_3000_3499_BE_WFT,I_3000_3499_BE_WPT,I_3000_3499_BE_BAW,I_3000_3499_1EFT_OthPT,I_3000_3499_1EFT_OthAW,I_3000_3499_1EFT_OthNW,I_3000_3499_1EPT_OthAW,I_3000_3499_1EPT_OthNW,I_3000_3499_1AW_OthNW,I_3000_3499_BNW,I_3000_3499_LFsta_NS,I_3000_3499_Tot,I_3500_3999_BE_WFT,I_3500_3999_BE_WPT,I_3500_3999_BE_BAW,I_3500_3999_1EFT_OthPT,I_3500_3999_1EFT_OthAW,I_3500_3999_1EFT_OthNW,I_3500_3999_1EPT_OthAW,I_3500_3999_1EPT_OthNW,I_3500_3999_1AW_OthNW,I_3500_3999_BNW,I_3500_3999_LFsta_NS,I_3500_3999_Tot,I_4000more_BE_WFT,I_4000more_BE_WPT,I_4000more_BE_BAW,I_4000more_1EFT_OthPT,I_4000more_1EFT_OthAW,I_4000more_1EFT_OthNW,I_4000more_1EPT_OthAW,I_4000more_1EPT_OthNW
SOS20,112,43,22,40,11,125,0,127,55,8644,107,9287,28,78,14,32,0,58,12,356,55,2959,46,3638,15,118,3,37,4,103,13,807,63,1784,27,2964,11,14,0,11,0,110,3,656,48,912,6,1780,66,399,30,96,4,327,42,1444,146,13118,187,15861,72,455,21,196,13,964,44,2291,210,4237,68,8567,245,1355,93,506,40,2401,124,3251,309,32499,533,41353,378,1733,90,1235,91,4520,143,3830,420,12513,185,25128,1130,2707,143,3711,214,5998,235,3468,494,13535,212,31840,3685,2388,215,6448,389,4845,264,2510,379,8900,197,30215,4129,1174,138,5668,318,4263,182,1428,259,2865,67,20488,7093,1138,196,5581,459,3553,209,1121,223,3134,83,22786,23288,1648,442,9715,1034,5585,346,1607,350,4039,121,48180,19006,846,314,6622,819,2036,198,846,164,1868,53,32779,12829,455,209,3276,525,912,97,377,66,1059,30,19828,8354,210,125,1226,307,2013,49,353,90,726,18,13474,15250,996,310,4451,599,2660,155,1193
SOS21,47,20,7,20,5,24,0,28,16,1081,30,1270,20,34,5,16,3,17,3,76,12,629,20,825,9,28,0,21,0,25,7,174,9,388,5,670,3,3,0,3,0,20,0,105,12,242,3,399,55,131,17,37,0,76,11,481,55,4183,90,5136,29,132,10,73,4,240,21,703,71,1554,22,2857,100,380,36,222,13,595,48,1327,156,14039,252,17172,183,551,41,515,35,1214,61,1427,173,5380,85,9672,465,876,63,1448,93,1559,115,1281,181,5591,96,11775,1491,728,79,2377,158,1262,116,830,161,3281,74,10541,1388,358,65,1912,117,1012,79,392,113,760,17,6210,2094,369,97,1746,171,803,80,277,87,933,18,6668,5242,438,136,2804,334,1194,126,344,132,1037,59,11847,3249,212,108,1630,217,378,70,152,33,375,26,6449,1840,89,55,705,104,133,28,60,3,171,6,3202,799,34,25,205,53,262,13,50,18,96,3,1572,1116,122,50,678,55,296,34,134
SOS22,12,4,4,3,0,5,0,3,0,117,7,148,3,7,3,6,0,6,0,11,3,82,0,106,3,0,0,10,0,4,0,19,0,47,0,87,0,0,0,3,0,0,0,17,0,41,5,66,11,24,3,11,0,9,3,74,9,514,11,661,6,37,0,9,0,26,3,110,7,191,4,392,29,61,11,30,3,85,9,184,17,1676,31,2143,30,65,4,54,5,118,13,183,31,542,6,1057,70,99,19,169,24,186,15,131,28,563,8,1310,142,87,17,251,17,160,12,77,13,349,13,1128,125,30,6,190,13,105,8,49,12,84,3,625,171,40,7,174,17,96,9,33,6,106,4,656,433,48,10,266,37,101,18,33,17,97,7,1068,272,20,16,153,21,40,6,13,10,36,0,574,141,9,4,56,7,18,0,10,0,14,0,263,58,3,3,16,3,29,0,8,5,10,0,141,74,10,6,59,16,22,4,15
SOS23,132,30,22,61,7,42,6,25,12,542,16,890,91,47,12,40,8,37,0,54,4,353,12,650,31,24,4,35,5,23,3,100,14,209,7,454,13,12,0,5,3,24,3,43,3,123,6,224,160,100,28,126,6,86,6,231,40,1653,32,2469,71,72,7,95,11,134,7,335,44,591,18,1388,264,312,40,238,22,305,33,592,102,4342,76,6318,327,372,41,423,36,529,53,641,103,1694,40,4253,567,535,78,785,48,683,53,541,87,1792,56,5236,767,455,72,1144,76,582,72,363,66,1139,48,4788,517,188,23,792,57,422,41,206,36,292,11,2570,956,245,46,852,65,392,37,146,52,362,28,3186,2030,312,103,1370,153,565,71,216,64,450,46,5367,1282,159,43,819,117,196,38,83,19,190,19,2959,831,87,37,422,59,95,30,35,14,108,8,1734,418,37,17,138,28,173,7,34,19,67,9,941,846,179,62,555,65,221,28,82
SOS27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOS29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
