SOS_CODE_2016,M_15_19_yr_Marrd_reg_marrge,M_15_19_yr_Married_de_facto,M_15_19_yr_Not_married,M_15_19_yr_Total,M_20_24_yr_Marrd_reg_marrge,M_20_24_yr_Married_de_facto,M_20_24_yr_Not_married,M_20_24_yr_Total,M_25_34_yr_Marrd_reg_marrge,M_25_34_yr_Married_de_facto,M_25_34_yr_Not_married,M_25_34_yr_Total,M_35_44_yr_Marrd_reg_marrge,M_35_44_yr_Married_de_facto,M_35_44_yr_Not_married,M_35_44_yr_Total,M_45_54_yr_Marrd_reg_marrge,M_45_54_yr_Married_de_facto,M_45_54_yr_Not_married,M_45_54_yr_Total,M_55_64_yr_Marrd_reg_marrge,M_55_64_yr_Married_de_facto,M_55_64_yr_Not_married,M_55_64_yr_Total,M_65_74_yr_Marrd_reg_marrge,M_65_74_yr_Married_de_facto,M_65_74_yr_Not_married,M_65_74_yr_Total,M_75_84_yr_Marrd_reg_marrge,M_75_84_yr_Married_de_facto,M_75_84_yr_Not_married,M_75_84_yr_Total,M_85ov_Marrd_reg_marrge,M_85ov_Married_de_facto,M_85ov_Not_married,M_85ov_Total,M_Tot_Marrd_reg_marrge,M_Tot_Married_de_facto,M_Tot_Not_married,M_Tot_Total,F_15_19_yr_Marrd_reg_marrge,F_15_19_yr_Married_de_facto,F_15_19_yr_Not_married,F_15_19_yr_Total,F_20_24_yr_Marrd_reg_marrge,F_20_24_yr_Married_de_facto,F_20_24_yr_Not_married,F_20_24_yr_Total,F_25_34_yr_Marrd_reg_marrge,F_25_34_yr_Married_de_facto,F_25_34_yr_Not_married,F_25_34_yr_Total,F_35_44_yr_Marrd_reg_marrge,F_35_44_yr_Married_de_facto,F_35_44_yr_Not_married,F_35_44_yr_Total,F_45_54_yr_Marrd_reg_marrge,F_45_54_yr_Married_de_facto,F_45_54_yr_Not_married,F_45_54_yr_Total,F_55_64_yr_Marrd_reg_marrge,F_55_64_yr_Married_de_facto,F_55_64_yr_Not_married,F_55_64_yr_Total,F_65_74_yr_Marrd_reg_marrge,F_65_74_yr_Married_de_facto,F_65_74_yr_Not_married,F_65_74_yr_Total,F_75_84_yr_Marrd_reg_marrge,F_75_84_yr_Married_de_facto,F_75_84_yr_Not_married,F_75_84_yr_Total,F_85ov_Marrd_reg_marrge,F_85ov_Married_de_facto,F_85ov_Not_married,F_85ov_Total,F_Tot_Marrd_reg_marrge,F_Tot_Married_de_facto,F_Tot_Not_married,F_Tot_Total,P_15_19_yr_Marrd_reg_marrge,P_15_19_yr_Married_de_facto,P_15_19_yr_Not_married,P_15_19_yr_Total,P_20_24_yr_Marrd_reg_marrge,P_20_24_yr_Married_de_facto,P_20_24_yr_Not_married,P_20_24_yr_Total,P_25_34_yr_Marrd_reg_marrge,P_25_34_yr_Married_de_facto,P_25_34_yr_Not_married,P_25_34_yr_Total,P_35_44_yr_Marrd_reg_marrge,P_35_44_yr_Married_de_facto,P_35_44_yr_Not_married,P_35_44_yr_Total,P_45_54_yr_Marrd_reg_marrge,P_45_54_yr_Married_de_facto,P_45_54_yr_Not_married,P_45_54_yr_Total,P_55_64_yr_Marrd_reg_marrge,P_55_64_yr_Married_de_facto,P_55_64_yr_Not_married,P_55_64_yr_Total,P_65_74_yr_Marrd_reg_marrge,P_65_74_yr_Married_de_facto,P_65_74_yr_Not_married,P_65_74_yr_Total,P_75_84_yr_Marrd_reg_marrge,P_75_84_yr_Married_de_facto,P_75_84_yr_Not_married,P_75_84_yr_Total,P_85ov_Marrd_reg_marrge,P_85ov_Married_de_facto,P_85ov_Not_married,P_85ov_Total,P_Tot_Marrd_reg_marrge,P_Tot_Married_de_facto,P_Tot_Not_married,P_Tot_Total
SOS20,81,585,121107,121773,2943,9908,135264,148117,107313,57128,153115,317559,177313,34498,67609,279413,163554,25265,62944,251762,135595,15026,49331,199955,100950,6417,30921,138291,54139,1782,17979,73898,14288,367,9950,24610,756179,150975,648226,1555375,248,1013,115850,117114,8453,14754,121570,144774,142186,59335,129557,331081,183029,33314,76143,292485,164515,23739,82747,271006,129612,12626,75282,217520,89855,4672,61311,155847,38549,1052,51238,90836,6458,191,29641,36292,762917,150697,743335,1656951,332,1593,236966,238887,11391,24658,256838,292889,249504,116466,282670,648641,360342,67809,143751,571897,328077,49004,145688,522769,265212,27656,124613,417475,190811,11089,92236,294133,92683,2835,69216,164736,20748,556,39593,60896,1519098,301669,1391559,3212325
SOS21,15,276,29366,29660,706,4186,21848,26736,18635,13077,21480,53192,30944,8299,14316,53562,33153,6655,16909,56713,35190,4433,15763,55390,30895,2175,11454,44523,16786,665,6429,23879,4313,116,3095,7529,170632,39892,140665,351185,40,684,26657,27380,1438,5982,18768,26185,24230,13383,20979,58594,33379,8341,17932,59652,35037,6663,21854,63554,35698,4002,21887,61590,28571,1694,19586,49849,12382,418,16772,29573,2112,72,9542,11731,172885,41241,173986,388112,58,964,56027,57042,2136,10173,40617,52923,42868,26462,42457,111786,64318,16646,32248,113211,68190,13320,38769,120275,70885,8436,37656,116981,59459,3861,31043,94369,29166,1085,23207,53456,6427,188,12637,19260,343513,81133,314643,739292
SOS22,0,12,2518,2527,32,252,1421,1703,1251,922,1485,3657,2613,839,1188,4644,3370,858,1788,6013,3991,678,2206,6876,3735,354,1695,5789,1665,69,812,2548,348,11,336,701,17017,3990,13444,34459,3,18,2253,2277,72,403,1110,1582,1706,962,1336,4009,2972,898,1268,5142,3682,884,1822,6389,4143,622,2039,6806,3278,247,1840,5372,1160,48,1392,2602,159,11,705,881,17182,4104,13762,35049,3,29,4768,4802,105,648,2524,3286,2961,1886,2816,7664,5590,1740,2453,9780,7047,1741,3608,12399,8142,1298,4244,13681,7019,605,3538,11159,2832,119,2200,5148,513,28,1046,1585,34203,8097,27201,69503
SOS23,8,60,12462,12532,150,798,7391,8333,5170,3148,6023,14340,12658,3211,4298,20174,18856,3765,6284,28907,20979,2893,6949,30818,16378,1328,5272,22974,6163,290,2389,8842,1164,35,872,2070,81527,15530,51938,148993,16,143,11146,11295,342,1201,5741,7290,7236,3439,4573,15245,14801,3496,3518,21809,20839,3927,5050,29810,20864,2546,5570,28976,13826,925,4570,19325,4004,141,3055,7198,499,22,1651,2172,82419,15832,44875,143133,19,200,23610,23828,489,1997,13131,15624,12403,6588,10597,29586,27462,6707,7813,41986,39695,7684,11336,58722,41843,5435,12519,59797,30197,2258,9843,42294,10166,431,5440,16045,1666,63,2520,4245,163945,31362,96816,292125
SOS27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOS29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
