SOS_CODE_2016,F_Vietnam_0_4,F_Vietnam_5_14,F_Vietnam_15_24,F_Vietnam_25_44,F_Vietnam_45_54,F_Vietnam_55_64,F_Vietnam_65_74,F_Vietnam_75_84,F_Vietnam_85ov,F_Vietnam_Tot,F_Wales_0_4,F_Wales_5_14,F_Wales_15_24,F_Wales_25_44,F_Wales_45_54,F_Wales_55_64,F_Wales_65_74,F_Wales_75_84,F_Wales_85ov,F_Wales_Tot,F_Zimbabwe_0_4,F_Zimbabwe_5_14,F_Zimbabwe_15_24,F_Zimbabwe_25_44,F_Zimbabwe_45_54,F_Zimbabwe_55_64,F_Zimbabwe_65_74,F_Zimbabwe_75_84,F_Zimbabwe_85ov,F_Zimbabwe_Tot,F_Elsewhere_0_4,F_Elsewhere_5_14,F_Elsewhere_15_24,F_Elsewhere_25_44,F_Elsewhere_45_54,F_Elsewhere_55_64,F_Elsewhere_65_74,F_Elsewhere_75_84,F_Elsewhere_85ov,F_Elsewhere_Tot,F_COB_NS_0_4,F_COB_NS_5_14,F_COB_NS_15_24,F_COB_NS_25_44,F_COB_NS_45_54,F_COB_NS_55_64,F_COB_NS_65_74,F_COB_NS_75_84,F_COB_NS_85ov,F_COB_NS_Tot,F_Tot_0_4,F_Tot_5_14,F_Tot_15_24,F_Tot_25_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Afghanistan_0_4,P_Afghanistan_5_14,P_Afghanistan_15_24,P_Afghanistan_25_44,P_Afghanistan_45_54,P_Afghanistan_55_64,P_Afghanistan_65_74,P_Afghanistan_75_84,P_Afghanistan_85ov,P_Afghanistan_Tot,P_Australia_0_4,P_Australia_5_14,P_Australia_15_24,P_Australia_25_44,P_Australia_45_54,P_Australia_55_64,P_Australia_65_74,P_Australia_75_84,P_Australia_85ov,P_Australia_Tot,P_Bangladesh_0_4,P_Bangladesh_5_14,P_Bangladesh_15_24,P_Bangladesh_25_44,P_Bangladesh_45_54,P_Bangladesh_55_64,P_Bangladesh_65_74,P_Bangladesh_75_84,P_Bangladesh_85ov,P_Bangladesh_Tot,P_Bosnia_Herzegov_0_4,P_Bosnia_Herzegov_5_14,P_Bosnia_Herzegov_15_24,P_Bosnia_Herzegov_25_44,P_Bosnia_Herzegov_45_54,P_Bosnia_Herzegov_55_64,P_Bosnia_Herzegov_65_74,P_Bosnia_Herzegov_75_84,P_Bosnia_Herzegov_85ov,P_Bosnia_Herzegov_Tot,P_Cambodia_0_4,P_Cambodia_5_14,P_Cambodia_15_24,P_Cambodia_25_44,P_Cambodia_45_54,P_Cambodia_55_64,P_Cambodia_65_74,P_Cambodia_75_84,P_Cambodia_85ov,P_Cambodia_Tot,P_Canada_0_4,P_Canada_5_14,P_Canada_15_24,P_Canada_25_44,P_Canada_45_54,P_Canada_55_64,P_Canada_65_74,P_Canada_75_84,P_Canada_85ov,P_Canada_Tot,P_Chile_0_4,P_Chile_5_14,P_Chile_15_24,P_Chile_25_44,P_Chile_45_54,P_Chile_55_64,P_Chile_65_74,P_Chile_75_84,P_Chile_85ov,P_Chile_Tot,P_China_0_4,P_China_5_14,P_China_15_24,P_China_25_44,P_China_45_54,P_China_55_64,P_China_65_74,P_China_75_84,P_China_85ov,P_China_Tot,P_Croatia_0_4,P_Croatia_5_14,P_Croatia_15_24,P_Croatia_25_44,P_Croatia_45_54,P_Croatia_55_64,P_Croatia_65_74,P_Croatia_75_84,P_Croatia_85ov,P_Croatia_Tot,P_Egypt_0_4,P_Egypt_5_14,P_Egypt_15_24,P_Egypt_25_44,P_Egypt_45_54,P_Egypt_55_64,P_Egypt_65_74,P_Egypt_75_84,P_Egypt_85ov,P_Egypt_Tot,P_England_0_4,P_England_5_14,P_England_15_24,P_England_25_44,P_England_45_54,P_England_55_64,P_England_65_74,P_England_75_84,P_England_85ov,P_England_Tot,P_Fiji_0_4,P_Fiji_5_14,P_Fiji_15_24,P_Fiji_25_44,P_Fiji_45_54,P_Fiji_55_64,P_Fiji_65_74,P_Fiji_75_84,P_Fiji_85ov,P_Fiji_Tot,P_France_0_4,P_France_5_14,P_France_15_24,P_France_25_44,P_France_45_54,P_France_55_64,P_France_65_74,P_France_75_84,P_France_85ov,P_France_Tot,P_Germany_0_4,P_Germany_5_14,P_Germany_15_24,P_Germany_25_44,P_Germany_45_54,P_Germany_55_64,P_Germany_65_74,P_Germany_75_84,P_Germany_85ov,P_Germany_Tot
SOS20,188,742,4161,17586,9077,7585,2677,1244,537,43795,5,49,79,391,308,302,258,164,90,1642,5,101,286,1057,282,201,85,22,8,2049,991,4270,8098,31623,12885,10417,8438,5801,2950,85474,6925,10978,15719,42078,17365,15325,13003,9558,6282,137227,135220,248790,290513,678893,290627,237818,175652,107472,56588,2221565,148,1168,4148,8075,1904,840,343,96,31,16759,248098,416108,389024,694112,317827,240131,153651,79818,42715,2581483,109,451,803,4795,717,345,98,14,6,7340,6,40,496,2859,1759,1559,767,535,82,8106,57,280,1246,5266,2719,2130,1024,364,134,13228,153,504,732,3540,1195,742,339,114,69,7387,37,93,170,2285,1470,1216,1218,352,85,6929,1267,5924,39761,63368,19757,14719,6498,3934,1442,156677,10,41,217,1615,2280,2858,3323,2857,574,13771,108,862,665,2489,1526,2355,2455,1422,601,12479,1036,6340,6738,28319,23996,21414,21200,12507,5422,126969,22,261,719,4093,2096,1469,733,326,81,9804,62,319,638,2913,909,542,556,267,121,6324,84,368,1000,3606,2173,2051,5680,3134,1492,19582
SOS21,8,27,58,423,109,85,21,9,3,745,0,7,17,51,76,73,96,61,28,407,0,17,32,119,43,37,21,10,3,282,68,437,591,2025,882,777,735,535,271,6335,1878,3438,4094,9590,5699,6068,5764,4302,2531,43371,32682,64531,61277,130071,69755,70339,59492,36406,19567,544123,4,122,351,556,199,72,27,3,0,1333,62347,119231,108706,199594,105108,103620,80609,45533,21476,846226,5,65,19,256,59,25,10,0,0,438,0,0,20,97,54,46,42,22,4,287,4,15,35,118,44,31,7,3,0,252,19,65,58,386,185,158,86,34,23,1023,0,5,12,94,75,50,64,20,5,335,31,145,738,1333,462,257,131,59,12,3162,0,3,8,75,200,211,304,254,64,1111,0,84,41,137,51,105,130,59,24,629,94,744,732,3168,4597,5524,7198,4496,1715,28264,5,43,81,334,157,101,46,27,3,795,5,20,36,140,92,83,72,40,11,511,5,36,68,333,332,622,1754,728,376,4261
SOS22,0,0,0,12,6,3,0,0,0,17,0,0,0,4,7,8,9,4,0,32,0,0,0,0,7,3,0,0,0,12,0,22,14,93,81,86,70,42,21,422,139,372,317,912,720,791,740,366,225,4583,2500,5886,4465,10291,7166,7991,6484,3165,1475,49424,0,0,0,0,0,0,0,0,0,0,4859,11050,8420,16413,11040,12086,9297,4342,1735,79249,0,0,0,6,0,0,0,0,0,6,0,0,0,3,5,5,4,0,0,20,0,0,0,13,3,0,0,0,0,24,0,0,3,36,18,18,13,0,0,94,0,0,0,8,3,5,6,3,0,30,0,11,3,56,12,8,12,3,0,112,0,0,0,4,11,18,14,22,0,75,0,0,0,6,3,6,14,3,0,38,8,64,56,311,615,908,1127,517,139,3746,0,0,0,8,4,10,3,0,0,26,0,4,4,24,12,9,10,4,3,73,0,6,4,41,46,93,193,108,36,528
SOS23,0,3,8,91,32,21,4,0,0,154,0,3,0,20,29,37,37,10,0,143,0,3,3,26,27,20,9,0,0,96,6,52,76,431,314,330,302,133,53,1702,691,1691,1516,3637,3206,3369,2520,1032,321,17988,10062,26317,21669,41434,33153,33382,22945,8465,2766,200186,0,3,4,14,0,0,0,0,0,25,19065,49220,41160,67856,52438,52730,35321,12724,3634,334150,0,0,4,27,9,0,0,0,0,39,0,0,3,24,11,14,9,16,0,71,0,9,9,38,15,6,0,0,0,82,8,25,22,138,94,82,49,15,0,435,0,4,3,31,25,23,17,0,0,108,6,48,89,178,107,75,45,21,3,568,0,0,0,31,72,132,156,105,18,524,0,0,0,22,7,33,45,15,0,125,15,264,334,1164,2520,3239,3155,1204,314,12204,0,13,9,75,31,42,11,3,3,183,0,11,22,59,33,26,49,15,0,214,3,14,48,173,219,352,721,310,68,1907
SOS27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOS29,0,0,15,19,3,7,0,0,0,47,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,10,48,76,14,11,11,3,3,178,23,26,82,201,49,57,30,9,5,476,163,197,631,1271,347,352,204,49,28,3238,0,0,3,8,0,0,0,0,0,6,295,255,654,1734,591,504,271,66,26,4389,0,0,3,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,8,0,0,7,16,3,0,4,0,0,31,0,0,0,11,3,0,0,0,0,16,0,4,71,51,3,11,0,0,0,140,0,0,0,0,4,0,4,0,0,3,0,0,0,7,3,0,0,0,0,16,3,0,35,83,39,39,46,17,0,259,0,0,0,0,3,0,0,0,0,7,0,0,6,16,0,0,0,0,0,20,0,0,7,5,3,3,7,3,0,33
