SOS_CODE_2016,South_Africa_Before_1946,South_Africa_1946_1955,South_Africa_1956_1965,South_Africa_1966_1975,South_Africa_1976_1985,South_Africa_1986_1995,South_Africa_1996_2005,South_Africa_2006_2010,South_Africa_2011,South_Africa_2012,South_Africa_2013,South_Africa_2014,South_Africa_2015,South_Africa_2016,South_Africa_Yr_arrival_ns,South_Africa_Tot,Sri_Lanka_Before_1946,Sri_Lanka_1946_1955,Sri_Lanka_1956_1965,Sri_Lanka_1966_1975,Sri_Lanka_1976_1985,Sri_Lanka_1986_1995,Sri_Lanka_1996_2005,Sri_Lanka_2006_2010,Sri_Lanka_2011,Sri_Lanka_2012,Sri_Lanka_2013,Sri_Lanka_2014,Sri_Lanka_2015,Sri_Lanka_2016,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Thailand_Before_1946,Thailand_1946_1955,Thailand_1956_1965,Thailand_1966_1975,Thailand_1976_1985,Thailand_1986_1995,Thailand_1996_2005,Thailand_2006_2010,Thailand_2011,Thailand_2012,Thailand_2013,Thailand_2014,Thailand_2015,Thailand_2016,Thailand_Yr_arrival_ns,Thailand_Tot,FYROM_Before_1946,FYROM_1946_1955,FYROM_1956_1965,FYROM_1966_1975,FYROM_1976_1985,FYROM_1986_1995,FYROM_1996_2005,FYROM_2006_2010,FYROM_2011,FYROM_2012,FYROM_2013,FYROM_2014,FYROM_2015,FYROM_2016,FYROM_arrival_ns,FYROM_Tot,Turkey_Before_1946,Turkey_1946_1955,Turkey_1956_1965,Turkey_1966_1975,Turkey_1976_1985,Turkey_1986_1995,Turkey_1996_2005,Turkey_2006_2010,Turkey_2011,Turkey_2012,Turkey_2013,Turkey_2014,Turkey_2015,Turkey_2016,Turkey_Yr_arrival_ns,Turkey_Tot,United_Kingdom_Before_1946,United_Kingdom_1946_1955,United_Kingdom_1956_1965,United_Kingdom_1966_1975,United_Kingdom_1976_1985,United_Kingdom_1986_1995,United_Kingdom_1996_2005,United_Kingdom_2006_2010,United_Kingdom_2011,United_Kingdom_2012,United_Kingdom_2013,United_Kingdom_2014,United_Kingdom_2015,United_Kingdom_2016,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1946,USA_1946_1955,USA_1956_1965,USA_1966_1975,USA_1976_1985,USA_1986_1995,USA_1996_2005,USA_2006_2010,United_States_America_2011,United_States_America_2012,United_States_America_2013,United_States_America_2014,United_States_America_2015,United_States_America_2016,USA_year_of_arrival_ns,USA_Total,Vietnam_Before_1946,Vietnam_1946_1955,Vietnam_1956_1965,Vietnam_1966_1975,Vietnam_1976_1985,Vietnam_1986_1995,Vietnam_1996_2005,Vietnam_2006_2010,Vietnam_2011,Vietnam_2012,Vietnam_2013,Vietnam_2014,Vietnam_2015,Vietnam_2016,Vietnam_Yr_arrival_NS,Vietnam_Tot,Zimbabwe_Before_1946,Zimbabwe_1946_1955,Zimbabwe_1956_1965,Zimbabwe_1966_1975,Zimbabwe_1976_1985,Zimbabwe_1986_1995,Zimbabwe_1996_2005,Zimbabwe_2006_2010,Zimbabwe_2011,Zimbabwe_2012,Zimbabwe_2013,Zimbabwe_2014,Zimbabwe_2015,Zimbabwe_2016,Zimbabwe_Yr_arrival_NS,Zimbabwe_Tot,Born_elsewhere_Before_1946,Born_elsewhere_1946_1955,Born_elsewhere_1956_1965,Born_elsewhere_1966_1975,Born_elsewhere_1976_1985,Born_elsewhere_1986_1995,Born_elsewhere_1996_2005,Born_elsewhere_2006_2010,Born_elsewhere_2011,Born_elsewhere_2012,Born_elsewhere_2013,Born_elsewhere_2014,Born_elsewhere_2015,Born_elsewhere_2016,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1946,Tot_1946_1955,Tot_1956_1965,Tot_1966_1975,Tot_1976_1985,Tot_1986_1995,Tot_1996_2005,Tot_2006_2010,Tot_2011,Tot_2012,Tot_2013,Tot_2014,Tot_2015,Tot_2016,Tot_Yr_arrival_NS,Tot_Tot
SOS20,23,58,362,992,3333,3663,6745,4374,687,697,568,633,686,426,401,23650,17,184,834,3508,2749,9858,9757,12486,1889,3193,2313,1982,2213,1552,1147,53676,0,4,18,130,837,1525,2524,3354,581,667,796,917,1180,749,723,14017,15,226,1115,7599,1986,2684,1536,608,112,99,154,116,120,47,561,16967,3,42,113,4429,2404,3089,2139,982,223,161,202,160,197,138,508,14792,818,10252,23698,33795,16953,13806,17425,15745,3815,3669,3270,3054,3122,1721,4556,155701,16,120,300,1261,1291,1879,3329,2663,782,789,807,966,1080,651,577,16512,4,16,46,388,21461,23292,9684,8767,1612,1951,2498,2425,2442,1504,2850,78945,0,7,48,71,326,244,1001,1299,143,163,133,160,177,116,62,3952,392,6477,9914,24779,25105,41935,48619,40486,8209,10084,11799,11890,12871,8443,8526,269543,2643,51525,105298,140595,123647,190494,233504,247539,48574,57950,64641,67511,72341,46266,49544,1502067
SOS21,5,13,48,178,270,181,663,631,101,83,45,73,62,35,49,2434,0,22,53,104,78,152,232,483,76,146,94,75,76,47,49,1684,0,0,0,10,30,117,220,491,74,100,103,111,94,52,94,1496,3,11,45,168,33,51,34,23,0,3,3,0,3,0,17,392,0,0,10,225,99,138,138,64,17,0,5,6,6,4,27,734,254,4074,7902,9485,3435,2330,2370,2053,412,342,301,243,231,110,1392,34931,0,30,59,330,200,179,418,304,90,75,86,76,102,29,63,2039,0,0,7,18,177,222,200,273,49,42,70,58,43,28,119,1313,0,3,11,7,45,38,135,163,18,21,18,20,13,14,11,513,67,991,1386,2194,1310,1523,3127,3592,625,641,813,720,869,490,868,19208,531,11854,16701,17899,10058,9524,14903,17475,3112,3355,3472,3191,3369,2074,5494,123008
SOS22,0,0,11,20,38,25,33,32,7,0,3,3,0,0,0,184,0,3,9,19,3,0,6,6,0,3,0,0,0,0,3,54,0,0,0,0,7,14,16,27,6,3,7,3,8,4,3,106,0,0,3,13,0,0,7,0,0,0,0,0,0,0,0,18,0,0,0,9,5,5,0,3,0,0,0,0,0,0,0,29,27,459,1086,1356,494,270,264,187,33,21,19,26,15,3,196,4446,0,4,5,40,32,33,41,33,0,9,5,18,0,0,11,233,0,0,0,4,5,13,3,3,0,0,3,0,0,4,0,32,0,0,0,3,3,8,7,0,0,0,0,0,0,0,0,18,0,67,149,255,143,132,83,79,26,22,25,30,31,24,73,1141,45,1153,1948,2249,1268,912,832,693,136,137,172,150,126,101,479,10389
SOS23,0,4,36,64,121,82,238,196,48,12,15,27,21,10,24,897,0,7,20,61,28,33,47,101,21,21,6,8,9,8,22,389,0,0,0,8,12,30,63,80,24,18,15,28,20,9,44,344,0,9,41,106,28,18,8,3,0,0,0,0,0,0,25,241,0,0,0,65,22,31,22,3,4,0,0,0,0,0,32,172,42,1381,3104,4041,1535,1120,1254,801,115,109,67,66,69,28,646,14386,0,20,27,191,105,122,178,95,25,11,13,23,20,11,22,869,0,0,0,9,52,52,44,40,4,8,5,4,16,8,174,420,0,0,13,5,17,29,36,69,5,4,7,0,3,0,7,200,17,350,639,1065,534,448,499,428,90,95,71,93,117,57,422,4924,135,4379,7192,8074,4619,3663,4610,3824,676,629,592,562,671,438,2697,42766
SOS27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SOS29,0,0,0,3,6,0,7,0,0,0,0,0,0,3,0,25,0,0,0,4,0,0,0,5,0,0,0,0,0,3,6,28,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,17,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,6,5,3,0,0,0,0,0,0,3,26,0,11,27,47,32,15,11,8,5,7,3,8,46,49,39,306,0,0,0,3,0,3,3,3,0,0,0,0,3,17,5,47,0,0,0,0,11,16,9,8,7,4,0,8,7,0,5,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,13,24,32,52,60,11,24,16,41,63,80,89,519,3,35,61,104,113,130,178,195,49,54,81,109,221,375,305,2011
