SOS_CODE_2016,F_Mgnt_Com_35_44,F_Mgnt_Com_45_54,F_Mgnt_Com_55_64,F_Mgnt_Com_65_74,F_Mgnt_Com_75_84,F_Mgnt_Com_85ov,F_Mgnt_Com_Tot,F_Society_Cult_15_24,F_Society_Cult_25_34,F_Society_Cult_35_44,F_Society_Cult_45_54,F_Society_Cult_55_64,F_Society_Cult_65_74,F_Society_Cult_75_84,F_Society_Cult_85ov,F_Society_Cult_Tot,F_Creative_Arts_15_24,F_Creative_Arts_25_34,F_Creative_Arts_35_44,F_Creative_Arts_45_54,F_Creative_Arts_55_64,F_Creative_Arts_65_74,F_Creative_Arts_75_84,F_Creative_Arts_85ov,F_Creative_Arts_Tot,F_Fd_Hosp_Psnl_Svcs_15_24,F_Fd_Hosp_Psnl_Svcs_25_34,F_Fd_Hosp_Psnl_Svcs_35_44,F_Fd_Hosp_Psnl_Svcs_45_54,F_Fd_Hosp_Psnl_Svcs_55_64,F_Fd_Hosp_Psnl_Svcs_65_74,F_Fd_Hosp_Psnl_Svcs_75_84,F_Fd_Hosp_Psnl_Svcs_85ov,F_Fd_Hosp_Psnl_Svcs_Tot,F_MixFld_Prgm_15_24,F_MixFld_Prgm_25_34,F_MixFld_Prgm_35_44,F_MixFld_Prgm_45_54,F_MixFld_Prgm_55_64,F_MixFld_Prgm_65_74,F_MixFld_Prgm_75_84,F_MixFld_Prgm_85ov,F_MixFld_Prgm_Tot,F_FldStd_InadDes_15_24,F_FldStd_InadDes_25_34,F_FldStd_InadDes_35_44,F_FldStd_InadDes_45_54,F_FldStd_InadDes_55_64,F_FldStd_InadDes_65_74,F_FldStd_InadDes_75_84,F_FldStd_InadDes_85ov,F_FldStd_InadDes_Tot,F_FldStd_NS_15_24,F_FldStd_NS_25_34,F_FldStd_NS_35_44,F_FldStd_NS_45_54,F_FldStd_NS_55_64,F_FldStd_NS_65_74,F_FldStd_NS_75_84,F_FldStd_NS_85ov,F_FldStd_NS_Tot,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_NatPhyl_Scn_15_24,P_NatPhyl_Scn_25_34,P_NatPhyl_Scn_35_44,P_NatPhyl_Scn_45_54,P_NatPhyl_Scn_55_64,P_NatPhyl_Scn_65_74,P_NatPhyl_Scn_75_84,P_NatPhyl_Scn_85ov,P_NatPhyl_Scn_Tot,P_InfoTech_15_24,P_InfoTech_25_34,P_InfoTech_35_44,P_InfoTech_45_54,P_InfoTech_55_64,P_InfoTech_65_74,P_InfoTech_75_84,P_InfoTech_85ov,P_InfoTech_Tot,P_Eng_RelTec_15_24,P_Eng_RelTec_25_34,P_Eng_RelTec_35_44,P_Eng_RelTec_45_54,P_Eng_RelTec_55_64,P_Eng_RelTec_65_74,P_Eng_RelTec_75_84,P_Eng_RelTec_85ov,P_Eng_RelTec_Tot,P_ArchtBldng_15_24,P_ArchtBldng_25_34,P_ArchtBldng_35_44,P_ArchtBldng_45_54,P_ArchtBldng_55_64,P_ArchtBldng_65_74,P_ArchtBldng_75_84,P_ArchtBldng_85ov,P_ArchtBldng_Tot,P_Ag_Envir_Rltd_Sts_15_24,P_Ag_Envir_Rltd_Sts_25_34,P_Ag_Envir_Rltd_Sts_35_44,P_Ag_Envir_Rltd_Sts_45_54,P_Ag_Envir_Rltd_Sts_55_64,P_Ag_Envir_Rltd_Sts_65_74,P_Ag_Envir_Rltd_Sts_75_84,P_Ag_Envir_Rltd_Sts_85ov,P_Ag_Envir_Rltd_Sts_Tot,P_Health_15_24,P_Health_25_34,P_Health_35_44,P_Health_45_54,P_Health_55_64,P_Health_65_74,P_Health_75_84,P_Health_85ov,P_Health_Tot,P_Educ_15_24,P_Educ_25_34,P_Educ_35_44,P_Educ_45_54,P_Educ_55_64,P_Educ_65_74,P_Educ_75_84,P_Educ_85ov,P_Educ_Tot,P_Mgnt_Com_15_24,P_Mgnt_Com_25_34,P_Mgnt_Com_35_44,P_Mgnt_Com_45_54,P_Mgnt_Com_55_64,P_Mgnt_Com_65_74,P_Mgnt_Com_75_84,P_Mgnt_Com_85ov,P_Mgnt_Com_Tot,P_Society_Cult_15_24,P_Society_Cult_25_34,P_Society_Cult_35_44,P_Society_Cult_45_54,P_Society_Cult_55_64,P_Society_Cult_65_74,P_Society_Cult_75_84,P_Society_Cult_85ov,P_Society_Cult_Tot,P_Creative_Arts_15_24,P_Creative_Arts_25_34,P_Creative_Arts_35_44,P_Creative_Arts_45_54,P_Creative_Arts_55_64,P_Creative_Arts_65_74,P_Creative_Arts_75_84,P_Creative_Arts_85ov,P_Creative_Arts_Tot,P_Fd_Hosp_Psnl_Svcs_15_24,P_Fd_Hosp_Psnl_Svcs_25_34,P_Fd_Hosp_Psnl_Svcs_35_44,P_Fd_Hosp_Psnl_Svcs_45_54,P_Fd_Hosp_Psnl_Svcs_55_64,P_Fd_Hosp_Psnl_Svcs_65_74,P_Fd_Hosp_Psnl_Svcs_75_84,P_Fd_Hosp_Psnl_Svcs_85ov,P_Fd_Hosp_Psnl_Svcs_Tot,P_MixFld_Prgm_15_24,P_MixFld_Prgm_25_34,P_MixFld_Prgm_35_44,P_MixFld_Prgm_45_54,P_MixFld_Prgm_55_64,P_MixFld_Prgm_65_74,P_MixFld_Prgm_75_84,P_MixFld_Prgm_85ov,P_MixFld_Prgm_Tot,P_FldStd_InadDes_15_24,P_FldStd_InadDes_25_34,P_FldStd_InadDes_35_44,P_FldStd_InadDes_45_54,P_FldStd_InadDes_55_64,P_FldStd_InadDes_65_74,P_FldStd_InadDes_75_84,P_FldStd_InadDes_85ov,P_FldStd_InadDes_Tot,P_FldStd_NS_15_24,P_FldStd_NS_25_34,P_FldStd_NS_35_44,P_FldStd_NS_45_54,P_FldStd_NS_55_64,P_FldStd_NS_65_74,P_FldStd_NS_75_84,P_FldStd_NS_85ov,P_FldStd_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54
SOS20,64447,44639,25078,12260,4432,2380,248816,15819,46351,42495,34684,24360,11380,3023,921,179035,8493,20941,12998,7605,4148,2105,935,441,57669,9318,19201,13271,10467,5568,4089,1201,525,63645,770,341,257,336,376,500,411,153,3151,1806,4843,4896,3619,2314,1257,487,242,19468,19855,26444,20052,18295,16170,15625,14362,11354,142152,103371,294888,242433,188263,132457,78561,39305,21015,1100304,8846,19907,17921,13964,9910,5822,2096,732,79200,6625,34924,32329,14698,6809,1874,234,49,97525,16078,57589,54087,55065,45396,31984,17372,6149,283719,11538,31704,22772,19331,13179,8154,4770,1393,112841,2400,6831,6290,4809,2968,1451,638,224,25606,13320,53957,41042,34890,27845,15581,7815,2866,197311,6081,30468,29145,29255,29916,19816,7899,2283,154868,37016,131925,113534,81329,49558,25886,9288,3951,452494,23800,66851,60017,49656,36554,18977,5637,1641,263127,14842,36301,22558,12938,7509,3904,1602,661,100314,13309,32457,21512,16373,8954,5981,2163,797,101540,1548,801,534,614,678,797,690,236,5897,3020,8553,8683,6882,4600,2601,1119,527,35991,41254,55261,42729,38195,32360,29406,25161,17057,281424,199682,567529,473151,377997
SOS21,9610,7553,5327,2843,1028,509,39572,3952,8386,8711,8363,7131,3458,680,187,40870,832,1782,1647,1101,787,526,233,99,7003,3396,5639,3649,2751,1842,1384,459,159,19281,107,80,56,83,83,148,128,46,724,125,443,619,507,379,208,107,46,2438,5649,4979,4937,5486,6205,6999,6606,4479,45347,22320,48472,45946,41497,37577,26160,14016,7248,243239,615,1643,2017,1515,1340,959,296,105,8486,676,2134,1974,1174,867,369,49,7,7245,4176,11686,11622,13255,12657,10518,5010,1650,70569,3434,7885,5670,5041,4647,3064,1669,487,31891,976,2839,3043,2434,1686,1084,547,179,12780,3102,10418,8892,9472,9748,6026,2872,1015,51553,1701,7489,7881,7245,8929,7068,2752,796,43858,4702,14163,14974,12267,9612,5572,1949,777,64019,5340,10792,11288,10860,9487,5073,1289,309,54435,1638,2986,2685,1741,1441,1008,390,146,12044,4488,8084,5758,4499,3104,2235,838,270,29274,208,157,101,147,158,240,209,81,1303,271,956,1377,1175,970,615,314,152,5835,11831,10552,10351,11553,12417,13301,11472,6822,88287,43150,91770,87633,82371
SOS22,772,702,621,359,103,41,3423,275,582,737,834,839,405,65,26,3756,39,143,166,165,136,105,20,6,776,237,414,354,296,232,177,49,12,1768,8,0,3,3,8,12,4,7,54,4,25,45,49,44,29,11,4,215,535,412,527,701,781,801,577,364,4701,1634,3426,4090,4407,4524,3107,1291,604,23085,38,86,178,145,162,141,32,14,799,34,100,97,101,104,51,7,0,496,320,1025,1154,1548,1668,1303,583,123,7735,254,602,564,630,638,438,203,54,3375,122,365,454,400,292,158,65,16,1877,166,605,703,892,1117,640,254,84,4466,135,527,657,732,1005,814,258,60,4190,257,860,1084,1040,1018,665,169,68,5168,360,703,916,1071,1128,652,125,27,4977,76,208,248,236,219,178,32,9,1216,306,576,531,487,383,294,80,18,2677,13,9,9,6,21,21,18,13,101,21,64,95,130,110,97,25,12,555,1125,839,1049,1445,1661,1688,1065,594,9467,3229,6572,7736,8858
SOS23,3543,3654,2551,1231,270,103,14670,1053,1966,2604,3233,3146,1395,222,49,13674,238,471,608,594,556,290,67,28,2849,842,1363,1237,1264,809,489,103,41,6143,26,17,19,23,32,33,28,4,177,55,126,265,269,225,122,23,11,1088,2472,1517,2117,3006,3131,2650,1335,475,16711,7326,13213,17672,20637,19520,11318,3356,1002,94049,191,488,944,859,979,636,160,30,4290,144,351,538,506,385,178,9,3,2110,1782,3750,5183,7589,7178,4995,1593,359,32428,1226,2279,2428,2851,2645,1553,532,106,13618,1161,2285,3213,3562,2632,1284,390,81,14622,886,2567,3440,4708,5071,2684,792,171,20323,431,1781,2526,3264,4799,3351,770,147,17074,1192,3447,5041,5553,4406,2496,569,157,22854,1392,2450,3265,4133,4250,2222,431,92,18233,463,771,897,885,886,540,125,33,4596,1051,1770,1803,1909,1374,800,207,59,8973,36,35,25,49,54,86,54,16,359,106,288,533,588,544,332,91,12,2498,5571,4289,5376,6958,6982,5924,2958,908,38964,15639,26558,35211,43412
SOS27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,7,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,3,5
SOS29,37,27,36,12,3,0,259,42,101,52,30,25,11,0,0,264,19,51,21,11,4,0,0,0,101,25,35,23,13,8,0,0,0,101,3,0,0,0,0,0,0,0,3,4,7,3,6,8,3,0,0,27,139,200,151,89,76,40,13,11,711,348,640,356,230,211,95,23,16,1920,19,43,19,12,9,6,3,0,118,8,41,18,5,4,3,0,0,80,32,123,61,59,50,46,10,0,387,22,68,37,27,24,6,4,0,196,12,28,14,13,8,3,0,0,78,31,91,39,30,32,13,0,0,247,16,38,28,18,35,18,3,0,154,83,182,85,54,53,21,3,0,481,50,147,71,50,48,21,3,0,391,25,79,35,19,11,0,0,0,170,29,54,39,26,18,3,0,0,171,3,0,0,0,0,0,0,0,5,13,10,15,9,8,3,0,0,63,318,513,501,337,227,113,32,9,2040,650,1413,971,670
