"NRM_REGION","CATCHMENT","MMP_SITE_NAME","DEPTH","SITE_NO","LATITUDE","LONGITUDE","P_CODE","VISIT_NO","YEAR_CODE","SAMPLE_DATE","GROUP_CODE","COVER"
"Burdekin","Burdekin","Havannah","2","1","-18.847217","146.542833","IN","1","2005","2005-08-23","Algae","75.75"
"Burdekin","Burdekin","Havannah","2","1","-18.847217","146.542833","IN","1","2005","2005-08-23","Hard Coral","11.25"
"Burdekin","Burdekin","Havannah","2","1","-18.847217","146.542833","IN","1","2005","2005-08-23","Other","11.25"
"Burdekin","Burdekin","Havannah","2","1","-18.847217","146.542833","IN","1","2005","2005-08-23","Soft Coral","1.75"
"Burdekin","Burdekin","Havannah","2","2","-18.846367","146.540683","IN","1","2005","2005-08-23","Algae","76.63"
"Burdekin","Burdekin","Havannah","2","2","-18.846367","146.540683","IN","1","2005","2005-08-23","Hard Coral","13.88"
"Burdekin","Burdekin","Havannah","2","2","-18.846367","146.540683","IN","1","2005","2005-08-23","Other","7.88"
"Burdekin","Burdekin","Havannah","2","2","-18.846367","146.540683","IN","1","2005","2005-08-23","Soft Coral","1.63"
"Burdekin","Burdekin","Havannah","2","1","-18.847217","146.542833","IN","2","2006","2006-08-24","Algae","78.83"
"Burdekin","Burdekin","Havannah","2","1","-18.847217","146.542833","IN","2","2006","2006-08-24","Hard Coral","14.18"
"Burdekin","Burdekin","Havannah","2","1","-18.847217","146.542833","IN","2","2006","2006-08-24","Other","4.37"
"Burdekin","Burdekin","Havannah","2","1","-18.847217","146.542833","IN","2","2006","2006-08-24","Soft Coral","2.62"
"Burdekin","Burdekin","Havannah","2","2","-18.846367","146.540683","IN","2","2006","2006-08-24","Algae","71.7"
"Burdekin","Burdekin","Havannah","2","2","-18.846367","146.540683","IN","2","2006","2006-08-24","Hard Coral","17.15"
"Burdekin","Burdekin","Havannah","2","2","-18.846367","146.540683","IN","2","2006","2006-08-24","Other","8.38"
"Burdekin","Burdekin","Havannah","2","2","-18.846367","146.540683","IN","2","2006","2006-08-24","Soft Coral","2.76"
"Burdekin","Burdekin","Havannah","2","1","-18.847217","146.542833","IN","3","2007","2007-07-03","Algae","66.85"
"Burdekin","Burdekin","Havannah","2","1","-18.847217","146.542833","IN","3","2007","2007-07-03","Hard Coral","17.76"
"Burdekin","Burdekin","Havannah","2","1","-18.847217","146.542833","IN","3","2007","2007-07-03","Other","13.39"
"Burdekin","Burdekin","Havannah","2","1","-18.847217","146.542833","IN","3","2007","2007-07-03","Soft Coral","2"
"Burdekin","Burdekin","Havannah","2","2","-18.846367","146.540683","IN","3","2007","2007-07-03","Algae","73.85"
"Burdekin","Burdekin","Havannah","2","2","-18.846367","146.540683","IN","3","2007","2007-07-03","Hard Coral","16.14"
"Burdekin","Burdekin","Havannah","2","2","-18.846367","146.540683","IN","3","2007","2007-07-03","Other","5"
"Burdekin","Burdekin","Havannah","2","2","-18.846367","146.540683","IN","3","2007","2007-07-03","Soft Coral","5"
"Burdekin","Burdekin","Havannah","2","1","-18.847217","146.542833","IN","5","2009","2009-06-19","Algae","66.38"
"Burdekin","Burdekin","Havannah","2","1","-18.847217","146.542833","IN","5","2009","2009-06-19","Hard Coral","20.5"
"Burdekin","Burdekin","Havannah","2","1","-18.847217","146.542833","IN","5","2009","2009-06-19","Other","10.88"
"Burdekin","Burdekin","Havannah","2","1","-18.847217","146.542833","IN","5","2009","2009-06-19","Soft Coral","2.25"
"Burdekin","Burdekin","Havannah","2","2","-18.846367","146.540683","IN","5","2009","2009-06-20","Algae","69.63"
"Burdekin","Burdekin","Havannah","2","2","-18.846367","146.540683","IN","5","2009","2009-06-20","Hard Coral","17.88"
"Burdekin","Burdekin","Havannah","2","2","-18.846367","146.540683","IN","5","2009","2009-06-20","Other","9"
"Burdekin","Burdekin","Havannah","2","2","-18.846367","146.540683","IN","5","2009","2009-06-20","Soft Coral","3.5"
"Burdekin","Burdekin","Havannah","2","1","-18.847217","146.542833","IN","7","2011","2011-08-17","Algae","65.13"
"Burdekin","Burdekin","Havannah","2","1","-18.847217","146.542833","IN","7","2011","2011-08-17","Hard Coral","14.13"
"Burdekin","Burdekin","Havannah","2","1","-18.847217","146.542833","IN","7","2011","2011-08-17","Other","17.88"
"Burdekin","Burdekin","Havannah","2","1","-18.847217","146.542833","IN","7","2011","2011-08-17","Soft Coral","2.88"
"Burdekin","Burdekin","Havannah","2","2","-18.846367","146.540683","IN","7","2011","2011-08-17","Algae","62.63"
"Burdekin","Burdekin","Havannah","2","2","-18.846367","146.540683","IN","7","2011","2011-08-17","Hard Coral","16.25"
"Burdekin","Burdekin","Havannah","2","2","-18.846367","146.540683","IN","7","2011","2011-08-17","Other","17.25"
"Burdekin","Burdekin","Havannah","2","2","-18.846367","146.540683","IN","7","2011","2011-08-17","Soft Coral","3.88"
"Burdekin","Burdekin","Havannah","2","1","-18.847217","146.542833","IN","9","2013","2013-06-24","Algae","56.88"
"Burdekin","Burdekin","Havannah","2","1","-18.847217","146.542833","IN","9","2013","2013-06-24","Hard Coral","29.13"
"Burdekin","Burdekin","Havannah","2","1","-18.847217","146.542833","IN","9","2013","2013-06-24","Other","13.25"
"Burdekin","Burdekin","Havannah","2","1","-18.847217","146.542833","IN","9","2013","2013-06-24","Soft Coral","0.75"
"Burdekin","Burdekin","Havannah","2","2","-18.846367","146.540683","IN","9","2013","2013-06-24","Algae","56.75"
"Burdekin","Burdekin","Havannah","2","2","-18.846367","146.540683","IN","9","2013","2013-06-24","Hard Coral","28.88"
"Burdekin","Burdekin","Havannah","2","2","-18.846367","146.540683","IN","9","2013","2013-06-24","Other","9.38"
"Burdekin","Burdekin","Havannah","2","2","-18.846367","146.540683","IN","9","2013","2013-06-24","Soft Coral","5"
"Burdekin","Burdekin","Havannah","2","1","-18.847217","146.542833","IN","11","2015","2015-06-17","Algae","36"
"Burdekin","Burdekin","Havannah","2","1","-18.847217","146.542833","IN","11","2015","2015-06-17","Hard Coral","57.38"
"Burdekin","Burdekin","Havannah","2","1","-18.847217","146.542833","IN","11","2015","2015-06-17","Other","4.75"
"Burdekin","Burdekin","Havannah","2","1","-18.847217","146.542833","IN","11","2015","2015-06-17","Soft Coral","1.88"
"Burdekin","Burdekin","Havannah","2","2","-18.846367","146.540683","IN","11","2015","2015-06-17","Algae","37.38"
"Burdekin","Burdekin","Havannah","2","2","-18.846367","146.540683","IN","11","2015","2015-06-17","Hard Coral","48.88"
"Burdekin","Burdekin","Havannah","2","2","-18.846367","146.540683","IN","11","2015","2015-06-17","Other","8.25"
"Burdekin","Burdekin","Havannah","2","2","-18.846367","146.540683","IN","11","2015","2015-06-17","Soft Coral","5.5"
"Burdekin","Burdekin","Havannah","2","1","-18.847217","146.542833","IN","12","2016","2016-06-07","Algae","42.63"
"Burdekin","Burdekin","Havannah","2","1","-18.847217","146.542833","IN","12","2016","2016-06-07","Hard Coral","47"
"Burdekin","Burdekin","Havannah","2","1","-18.847217","146.542833","IN","12","2016","2016-06-07","Other","8.63"
"Burdekin","Burdekin","Havannah","2","1","-18.847217","146.542833","IN","12","2016","2016-06-07","Soft Coral","1.75"
"Burdekin","Burdekin","Havannah","2","2","-18.846367","146.540683","IN","12","2016","2016-06-08","Algae","32.63"
"Burdekin","Burdekin","Havannah","2","2","-18.846367","146.540683","IN","12","2016","2016-06-08","Hard Coral","58.63"
"Burdekin","Burdekin","Havannah","2","2","-18.846367","146.540683","IN","12","2016","2016-06-08","Other","5"
"Burdekin","Burdekin","Havannah","2","2","-18.846367","146.540683","IN","12","2016","2016-06-08","Soft Coral","3.75"
"Burdekin","Burdekin","Havannah","2","1","-18.847217","146.542833","IN","13","2017","2017-05-09","Algae","68.13"
"Burdekin","Burdekin","Havannah","2","1","-18.847217","146.542833","IN","13","2017","2017-05-09","Hard Coral","23.63"
"Burdekin","Burdekin","Havannah","2","1","-18.847217","146.542833","IN","13","2017","2017-05-09","Other","7.25"
"Burdekin","Burdekin","Havannah","2","1","-18.847217","146.542833","IN","13","2017","2017-05-09","Soft Coral","1"
"Burdekin","Burdekin","Havannah","2","2","-18.846367","146.540683","IN","13","2017","2017-05-09","Algae","43.13"
"Burdekin","Burdekin","Havannah","2","2","-18.846367","146.540683","IN","13","2017","2017-05-09","Hard Coral","48.88"
"Burdekin","Burdekin","Havannah","2","2","-18.846367","146.540683","IN","13","2017","2017-05-09","Other","3.88"
"Burdekin","Burdekin","Havannah","2","2","-18.846367","146.540683","IN","13","2017","2017-05-09","Soft Coral","4.13"
"Burdekin","Burdekin","Havannah","2","1","-18.847217","146.542833","IN","14","2018","2018-05-10","Algae","69.75"
"Burdekin","Burdekin","Havannah","2","1","-18.847217","146.542833","IN","14","2018","2018-05-10","Hard Coral","19.75"
"Burdekin","Burdekin","Havannah","2","1","-18.847217","146.542833","IN","14","2018","2018-05-10","Other","8.63"
"Burdekin","Burdekin","Havannah","2","1","-18.847217","146.542833","IN","14","2018","2018-05-10","Soft Coral","1.88"
"Burdekin","Burdekin","Havannah","2","2","-18.846367","146.540683","IN","14","2018","2018-05-10","Algae","42.38"
"Burdekin","Burdekin","Havannah","2","2","-18.846367","146.540683","IN","14","2018","2018-05-10","Hard Coral","43.38"
"Burdekin","Burdekin","Havannah","2","2","-18.846367","146.540683","IN","14","2018","2018-05-10","Other","7.63"
"Burdekin","Burdekin","Havannah","2","2","-18.846367","146.540683","IN","14","2018","2018-05-10","Soft Coral","6.63"
"Burdekin","Burdekin","Havannah","5","1","-18.84755","146.5427","IN","1","2005","2005-08-23","Algae","79.38"
"Burdekin","Burdekin","Havannah","5","1","-18.84755","146.5427","IN","1","2005","2005-08-23","Hard Coral","11.38"
"Burdekin","Burdekin","Havannah","5","1","-18.84755","146.5427","IN","1","2005","2005-08-23","Other","2.5"
"Burdekin","Burdekin","Havannah","5","1","-18.84755","146.5427","IN","1","2005","2005-08-23","Soft Coral","6.75"
"Burdekin","Burdekin","Havannah","5","2","-18.846683","146.540583","IN","1","2005","2005-08-23","Algae","85"
"Burdekin","Burdekin","Havannah","5","2","-18.846683","146.540583","IN","1","2005","2005-08-23","Hard Coral","9.88"
"Burdekin","Burdekin","Havannah","5","2","-18.846683","146.540583","IN","1","2005","2005-08-23","Other","2.13"
"Burdekin","Burdekin","Havannah","5","2","-18.846683","146.540583","IN","1","2005","2005-08-23","Soft Coral","3"
"Burdekin","Burdekin","Havannah","5","1","-18.84755","146.5427","IN","2","2006","2006-08-24","Algae","80.54"
"Burdekin","Burdekin","Havannah","5","1","-18.84755","146.5427","IN","2","2006","2006-08-24","Hard Coral","9.16"
"Burdekin","Burdekin","Havannah","5","1","-18.84755","146.5427","IN","2","2006","2006-08-24","Other","3.25"
"Burdekin","Burdekin","Havannah","5","1","-18.84755","146.5427","IN","2","2006","2006-08-24","Soft Coral","7.05"
"Burdekin","Burdekin","Havannah","5","2","-18.846683","146.540583","IN","2","2006","2006-08-24","Algae","87.37"
"Burdekin","Burdekin","Havannah","5","2","-18.846683","146.540583","IN","2","2006","2006-08-24","Hard Coral","10.88"
