"NRM_REGION","CATCHMENT","MMP_SITE_NAME","DEPTH","SITE_NO","LATITUDE","LONGITUDE","P_CODE","VISIT_NO","YEAR_CODE","SAMPLE_DATE","GROUP_CODE","COVER"
"Burdekin","Burdekin","Havannah","5","2","-18.846683","146.540583","IN","2","2006","2006-08-24","Other","0.5"
"Burdekin","Burdekin","Havannah","5","2","-18.846683","146.540583","IN","2","2006","2006-08-24","Soft Coral","1.25"
"Burdekin","Burdekin","Havannah","5","1","-18.84755","146.5427","IN","3","2007","2007-07-03","Algae","76"
"Burdekin","Burdekin","Havannah","5","1","-18.84755","146.5427","IN","3","2007","2007-07-03","Hard Coral","12.5"
"Burdekin","Burdekin","Havannah","5","1","-18.84755","146.5427","IN","3","2007","2007-07-03","Other","4.13"
"Burdekin","Burdekin","Havannah","5","1","-18.84755","146.5427","IN","3","2007","2007-07-03","Soft Coral","7.38"
"Burdekin","Burdekin","Havannah","5","2","-18.846683","146.540583","IN","3","2007","2007-07-03","Algae","83.83"
"Burdekin","Burdekin","Havannah","5","2","-18.846683","146.540583","IN","3","2007","2007-07-03","Hard Coral","12.29"
"Burdekin","Burdekin","Havannah","5","2","-18.846683","146.540583","IN","3","2007","2007-07-03","Other","1.75"
"Burdekin","Burdekin","Havannah","5","2","-18.846683","146.540583","IN","3","2007","2007-07-03","Soft Coral","2.13"
"Burdekin","Burdekin","Havannah","5","1","-18.84755","146.5427","IN","5","2009","2009-06-19","Algae","76.88"
"Burdekin","Burdekin","Havannah","5","1","-18.84755","146.5427","IN","5","2009","2009-06-19","Hard Coral","12.38"
"Burdekin","Burdekin","Havannah","5","1","-18.84755","146.5427","IN","5","2009","2009-06-19","Other","3.88"
"Burdekin","Burdekin","Havannah","5","1","-18.84755","146.5427","IN","5","2009","2009-06-19","Soft Coral","6.88"
"Burdekin","Burdekin","Havannah","5","2","-18.846683","146.540583","IN","5","2009","2009-06-20","Algae","83"
"Burdekin","Burdekin","Havannah","5","2","-18.846683","146.540583","IN","5","2009","2009-06-20","Hard Coral","13.88"
"Burdekin","Burdekin","Havannah","5","2","-18.846683","146.540583","IN","5","2009","2009-06-20","Other","0.88"
"Burdekin","Burdekin","Havannah","5","2","-18.846683","146.540583","IN","5","2009","2009-06-20","Soft Coral","2.25"
"Burdekin","Burdekin","Havannah","5","1","-18.84755","146.5427","IN","7","2011","2011-06-25","Algae","77.63"
"Burdekin","Burdekin","Havannah","5","1","-18.84755","146.5427","IN","7","2011","2011-06-25","Hard Coral","10.38"
"Burdekin","Burdekin","Havannah","5","1","-18.84755","146.5427","IN","7","2011","2011-06-25","Other","6.38"
"Burdekin","Burdekin","Havannah","5","1","-18.84755","146.5427","IN","7","2011","2011-06-25","Soft Coral","5.63"
"Burdekin","Burdekin","Havannah","5","2","-18.846683","146.540583","IN","7","2011","2011-06-25","Algae","85.38"
"Burdekin","Burdekin","Havannah","5","2","-18.846683","146.540583","IN","7","2011","2011-06-25","Hard Coral","8.75"
"Burdekin","Burdekin","Havannah","5","2","-18.846683","146.540583","IN","7","2011","2011-06-25","Other","3.25"
"Burdekin","Burdekin","Havannah","5","2","-18.846683","146.540583","IN","7","2011","2011-06-25","Soft Coral","2.63"
"Burdekin","Burdekin","Havannah","5","1","-18.84755","146.5427","IN","9","2013","2013-06-24","Algae","71.13"
"Burdekin","Burdekin","Havannah","5","1","-18.84755","146.5427","IN","9","2013","2013-06-24","Hard Coral","14.38"
"Burdekin","Burdekin","Havannah","5","1","-18.84755","146.5427","IN","9","2013","2013-06-24","Other","5"
"Burdekin","Burdekin","Havannah","5","1","-18.84755","146.5427","IN","9","2013","2013-06-24","Soft Coral","9.5"
"Burdekin","Burdekin","Havannah","5","2","-18.846683","146.540583","IN","9","2013","2013-06-24","Algae","79.75"
"Burdekin","Burdekin","Havannah","5","2","-18.846683","146.540583","IN","9","2013","2013-06-24","Hard Coral","13.25"
"Burdekin","Burdekin","Havannah","5","2","-18.846683","146.540583","IN","9","2013","2013-06-24","Other","5.13"
"Burdekin","Burdekin","Havannah","5","2","-18.846683","146.540583","IN","9","2013","2013-06-24","Soft Coral","1.88"
"Burdekin","Burdekin","Havannah","5","1","-18.84755","146.5427","IN","11","2015","2015-06-17","Algae","61.63"
"Burdekin","Burdekin","Havannah","5","1","-18.84755","146.5427","IN","11","2015","2015-06-17","Hard Coral","21.38"
"Burdekin","Burdekin","Havannah","5","1","-18.84755","146.5427","IN","11","2015","2015-06-17","Other","7.13"
"Burdekin","Burdekin","Havannah","5","1","-18.84755","146.5427","IN","11","2015","2015-06-17","Soft Coral","9.88"
"Burdekin","Burdekin","Havannah","5","2","-18.846683","146.540583","IN","11","2015","2015-06-17","Algae","66.88"
"Burdekin","Burdekin","Havannah","5","2","-18.846683","146.540583","IN","11","2015","2015-06-17","Hard Coral","22.25"
"Burdekin","Burdekin","Havannah","5","2","-18.846683","146.540583","IN","11","2015","2015-06-17","Other","7.5"
"Burdekin","Burdekin","Havannah","5","2","-18.846683","146.540583","IN","11","2015","2015-06-17","Soft Coral","3.38"
"Burdekin","Burdekin","Havannah","5","1","-18.84755","146.5427","IN","12","2016","2016-06-07","Algae","50"
"Burdekin","Burdekin","Havannah","5","1","-18.84755","146.5427","IN","12","2016","2016-06-07","Hard Coral","33.13"
"Burdekin","Burdekin","Havannah","5","1","-18.84755","146.5427","IN","12","2016","2016-06-07","Other","8.5"
"Burdekin","Burdekin","Havannah","5","1","-18.84755","146.5427","IN","12","2016","2016-06-07","Soft Coral","8.38"
"Burdekin","Burdekin","Havannah","5","2","-18.846683","146.540583","IN","12","2016","2016-06-08","Algae","68.5"
"Burdekin","Burdekin","Havannah","5","2","-18.846683","146.540583","IN","12","2016","2016-06-08","Hard Coral","24.63"
"Burdekin","Burdekin","Havannah","5","2","-18.846683","146.540583","IN","12","2016","2016-06-08","Other","5.25"
"Burdekin","Burdekin","Havannah","5","2","-18.846683","146.540583","IN","12","2016","2016-06-08","Soft Coral","1.63"
"Burdekin","Burdekin","Havannah","5","1","-18.84755","146.5427","IN","13","2017","2017-05-09","Algae","52.5"
"Burdekin","Burdekin","Havannah","5","1","-18.84755","146.5427","IN","13","2017","2017-05-09","Hard Coral","33.38"
"Burdekin","Burdekin","Havannah","5","1","-18.84755","146.5427","IN","13","2017","2017-05-09","Other","3.63"
"Burdekin","Burdekin","Havannah","5","1","-18.84755","146.5427","IN","13","2017","2017-05-09","Soft Coral","10.5"
"Burdekin","Burdekin","Havannah","5","2","-18.846683","146.540583","IN","13","2017","2017-05-09","Algae","69.63"
"Burdekin","Burdekin","Havannah","5","2","-18.846683","146.540583","IN","13","2017","2017-05-09","Hard Coral","22.75"
"Burdekin","Burdekin","Havannah","5","2","-18.846683","146.540583","IN","13","2017","2017-05-09","Other","3.75"
"Burdekin","Burdekin","Havannah","5","2","-18.846683","146.540583","IN","13","2017","2017-05-09","Soft Coral","3.88"
"Burdekin","Burdekin","Havannah","5","1","-18.84755","146.5427","IN","14","2018","2018-05-10","Algae","54.38"
"Burdekin","Burdekin","Havannah","5","1","-18.84755","146.5427","IN","14","2018","2018-05-10","Hard Coral","25.25"
"Burdekin","Burdekin","Havannah","5","1","-18.84755","146.5427","IN","14","2018","2018-05-10","Other","6.88"
"Burdekin","Burdekin","Havannah","5","1","-18.84755","146.5427","IN","14","2018","2018-05-10","Soft Coral","13.5"
"Burdekin","Burdekin","Havannah","5","2","-18.846683","146.540583","IN","14","2018","2018-05-10","Algae","64"
"Burdekin","Burdekin","Havannah","5","2","-18.846683","146.540583","IN","14","2018","2018-05-10","Hard Coral","26.88"
"Burdekin","Burdekin","Havannah","5","2","-18.846683","146.540583","IN","14","2018","2018-05-10","Other","5.25"
"Burdekin","Burdekin","Havannah","5","2","-18.846683","146.540583","IN","14","2018","2018-05-10","Soft Coral","3.88"
"Burdekin","Burdekin","Lady Elliot","2","1","-18.67985","146.332467","IN","1","2005","2005-05-20","Algae","62.5"
"Burdekin","Burdekin","Lady Elliot","2","1","-18.67985","146.332467","IN","1","2005","2005-05-20","Hard Coral","30.75"
"Burdekin","Burdekin","Lady Elliot","2","1","-18.67985","146.332467","IN","1","2005","2005-05-20","Other","6.63"
"Burdekin","Burdekin","Lady Elliot","2","1","-18.67985","146.332467","IN","1","2005","2005-05-20","Soft Coral","0.13"
"Burdekin","Burdekin","Lady Elliot","2","2","-18.681833","146.331767","IN","1","2005","2005-05-20","Algae","81.63"
"Burdekin","Burdekin","Lady Elliot","2","2","-18.681833","146.331767","IN","1","2005","2005-05-20","Hard Coral","9.75"
"Burdekin","Burdekin","Lady Elliot","2","2","-18.681833","146.331767","IN","1","2005","2005-05-20","Other","8.25"
"Burdekin","Burdekin","Lady Elliot","2","2","-18.681833","146.331767","IN","1","2005","2005-05-20","Soft Coral","0.38"
"Burdekin","Burdekin","Lady Elliot","2","1","-18.67985","146.332467","IN","2","2006","2006-08-23","Algae","59.38"
"Burdekin","Burdekin","Lady Elliot","2","1","-18.67985","146.332467","IN","2","2006","2006-08-23","Hard Coral","33.5"
"Burdekin","Burdekin","Lady Elliot","2","1","-18.67985","146.332467","IN","2","2006","2006-08-23","Other","7.13"
"Burdekin","Burdekin","Lady Elliot","2","1","-18.67985","146.332467","IN","2","2006","2006-08-23","Soft Coral","0"
"Burdekin","Burdekin","Lady Elliot","2","2","-18.681833","146.331767","IN","2","2006","2006-08-23","Algae","77.42"
"Burdekin","Burdekin","Lady Elliot","2","2","-18.681833","146.331767","IN","2","2006","2006-08-23","Hard Coral","16.56"
"Burdekin","Burdekin","Lady Elliot","2","2","-18.681833","146.331767","IN","2","2006","2006-08-23","Other","5.27"
"Burdekin","Burdekin","Lady Elliot","2","2","-18.681833","146.331767","IN","2","2006","2006-08-23","Soft Coral","0.75"
"Burdekin","Burdekin","Lady Elliot","2","1","-18.67985","146.332467","IN","4","2008","2008-09-16","Algae","45.13"
"Burdekin","Burdekin","Lady Elliot","2","1","-18.67985","146.332467","IN","4","2008","2008-09-16","Hard Coral","50.5"
"Burdekin","Burdekin","Lady Elliot","2","1","-18.67985","146.332467","IN","4","2008","2008-09-16","Other","4.25"
"Burdekin","Burdekin","Lady Elliot","2","1","-18.67985","146.332467","IN","4","2008","2008-09-16","Soft Coral","0.13"
"Burdekin","Burdekin","Lady Elliot","2","2","-18.681833","146.331767","IN","4","2008","2008-09-16","Algae","69.75"
"Burdekin","Burdekin","Lady Elliot","2","2","-18.681833","146.331767","IN","4","2008","2008-09-16","Hard Coral","24.25"
"Burdekin","Burdekin","Lady Elliot","2","2","-18.681833","146.331767","IN","4","2008","2008-09-16","Other","5.88"
"Burdekin","Burdekin","Lady Elliot","2","2","-18.681833","146.331767","IN","4","2008","2008-09-16","Soft Coral","0.13"
"Burdekin","Burdekin","Lady Elliot","2","1","-18.67985","146.332467","IN","6","2010","2010-07-15","Algae","55.75"
"Burdekin","Burdekin","Lady Elliot","2","1","-18.67985","146.332467","IN","6","2010","2010-07-15","Hard Coral","33.63"
"Burdekin","Burdekin","Lady Elliot","2","1","-18.67985","146.332467","IN","6","2010","2010-07-15","Other","10.63"
"Burdekin","Burdekin","Lady Elliot","2","1","-18.67985","146.332467","IN","6","2010","2010-07-15","Soft Coral","0"
"Burdekin","Burdekin","Lady Elliot","2","2","-18.681833","146.331767","IN","6","2010","2010-07-15","Algae","63.75"
"Burdekin","Burdekin","Lady Elliot","2","2","-18.681833","146.331767","IN","6","2010","2010-07-15","Hard Coral","18.63"
"Burdekin","Burdekin","Lady Elliot","2","2","-18.681833","146.331767","IN","6","2010","2010-07-15","Other","17.63"
"Burdekin","Burdekin","Lady Elliot","2","2","-18.681833","146.331767","IN","6","2010","2010-07-15","Soft Coral","0"
"Burdekin","Burdekin","Lady Elliot","2","1","-18.67985","146.332467","IN","8","2012","2012-06-22","Algae","87.63"
"Burdekin","Burdekin","Lady Elliot","2","1","-18.67985","146.332467","IN","8","2012","2012-06-22","Hard Coral","6.13"
"Burdekin","Burdekin","Lady Elliot","2","1","-18.67985","146.332467","IN","8","2012","2012-06-22","Other","6.25"
"Burdekin","Burdekin","Lady Elliot","2","1","-18.67985","146.332467","IN","8","2012","2012-06-22","Soft Coral","0"
"Burdekin","Burdekin","Lady Elliot","2","2","-18.681833","146.331767","IN","8","2012","2012-06-22","Algae","89.13"
"Burdekin","Burdekin","Lady Elliot","2","2","-18.681833","146.331767","IN","8","2012","2012-06-22","Hard Coral","2.63"
"Burdekin","Burdekin","Lady Elliot","2","2","-18.681833","146.331767","IN","8","2012","2012-06-22","Other","8.25"
"Burdekin","Burdekin","Lady Elliot","2","2","-18.681833","146.331767","IN","8","2012","2012-06-22","Soft Coral","0"
"Burdekin","Burdekin","Lady Elliot","2","1","-18.67985","146.332467","IN","10","2014","2014-05-25","Algae","72.63"
"Burdekin","Burdekin","Lady Elliot","2","1","-18.67985","146.332467","IN","10","2014","2014-05-25","Hard Coral","10.75"
"Burdekin","Burdekin","Lady Elliot","2","1","-18.67985","146.332467","IN","10","2014","2014-05-25","Other","15.88"
"Burdekin","Burdekin","Lady Elliot","2","1","-18.67985","146.332467","IN","10","2014","2014-05-25","Soft Coral","0.75"
"Burdekin","Burdekin","Lady Elliot","2","2","-18.681833","146.331767","IN","10","2014","2014-05-25","Algae","72.88"
"Burdekin","Burdekin","Lady Elliot","2","2","-18.681833","146.331767","IN","10","2014","2014-05-25","Hard Coral","6.13"
"Burdekin","Burdekin","Lady Elliot","2","2","-18.681833","146.331767","IN","10","2014","2014-05-25","Other","21"
"Burdekin","Burdekin","Lady Elliot","2","2","-18.681833","146.331767","IN","10","2014","2014-05-25","Soft Coral","0"
"Burdekin","Burdekin","Lady Elliot","2","1","-18.67985","146.332467","IN","12","2016","2016-05-10","Algae","57.38"
"Burdekin","Burdekin","Lady Elliot","2","1","-18.67985","146.332467","IN","12","2016","2016-05-10","Hard Coral","25"
"Burdekin","Burdekin","Lady Elliot","2","1","-18.67985","146.332467","IN","12","2016","2016-05-10","Other","17.25"
"Burdekin","Burdekin","Lady Elliot","2","1","-18.67985","146.332467","IN","12","2016","2016-05-10","Soft Coral","0.38"
"Burdekin","Burdekin","Lady Elliot","2","2","-18.681833","146.331767","IN","12","2016","2016-05-10","Algae","58.63"
"Burdekin","Burdekin","Lady Elliot","2","2","-18.681833","146.331767","IN","12","2016","2016-05-10","Hard Coral","13.63"
"Burdekin","Burdekin","Lady Elliot","2","2","-18.681833","146.331767","IN","12","2016","2016-05-10","Other","27.75"
"Burdekin","Burdekin","Lady Elliot","2","2","-18.681833","146.331767","IN","12","2016","2016-05-10","Soft Coral","0"
"Burdekin","Burdekin","Lady Elliot","2","1","-18.67985","146.332467","IN","14","2018","2018-06-13","Algae","43.5"
"Burdekin","Burdekin","Lady Elliot","2","1","-18.67985","146.332467","IN","14","2018","2018-06-13","Hard Coral","38.63"
"Burdekin","Burdekin","Lady Elliot","2","1","-18.67985","146.332467","IN","14","2018","2018-06-13","Other","17.75"
"Burdekin","Burdekin","Lady Elliot","2","1","-18.67985","146.332467","IN","14","2018","2018-06-13","Soft Coral","0.13"
"Burdekin","Burdekin","Lady Elliot","2","2","-18.681833","146.331767","IN","14","2018","2018-06-13","Algae","53.13"
"Burdekin","Burdekin","Lady Elliot","2","2","-18.681833","146.331767","IN","14","2018","2018-06-13","Hard Coral","11.5"
"Burdekin","Burdekin","Lady Elliot","2","2","-18.681833","146.331767","IN","14","2018","2018-06-13","Other","34.5"
"Burdekin","Burdekin","Lady Elliot","2","2","-18.681833","146.331767","IN","14","2018","2018-06-13","Soft Coral","0.88"
"Burdekin","Burdekin","Lady Elliot","5","1","-18.680167","146.333033","IN","1","2005","2005-05-20","Algae","28"
"Burdekin","Burdekin","Lady Elliot","5","1","-18.680167","146.333033","IN","1","2005","2005-05-20","Hard Coral","56.75"
"Burdekin","Burdekin","Lady Elliot","5","1","-18.680167","146.333033","IN","1","2005","2005-05-20","Other","15.25"
"Burdekin","Burdekin","Lady Elliot","5","1","-18.680167","146.333033","IN","1","2005","2005-05-20","Soft Coral","0"
"Burdekin","Burdekin","Lady Elliot","5","2","-18.68235","146.332067","IN","1","2005","2005-05-20","Algae","38.75"
"Burdekin","Burdekin","Lady Elliot","5","2","-18.68235","146.332067","IN","1","2005","2005-05-20","Hard Coral","33.63"
"Burdekin","Burdekin","Lady Elliot","5","2","-18.68235","146.332067","IN","1","2005","2005-05-20","Other","27.63"
"Burdekin","Burdekin","Lady Elliot","5","2","-18.68235","146.332067","IN","1","2005","2005-05-20","Soft Coral","0"
"Burdekin","Burdekin","Lady Elliot","5","1","-18.680167","146.333033","IN","2","2006","2006-08-23","Algae","42.23"
