SA4_CODE_2016,F_Tot_LF_15_19,F_Tot_LF_20_24,F_Tot_LF_25_34,F_Tot_LF_35_44,F_Tot_LF_45_54,F_Tot_LF_55_64,F_Tot_LF_65_74,F_Tot_LF_75_84,F_Tot_LF_85ov,F_Tot_LF_Tot,F_Not_in_LF_15_19,F_Not_in_LF_20_24,F_Not_in_LF_25_34,F_Not_in_LF_35_44,F_Not_in_LF_45_54,F_Not_in_LF_55_64,F_Not_in_LF_65_74,F_Not_in_LF_75_84,F_Not_in_LF_85ov,F_Not_in_LF_Tot,F_LFS_NS_15_19,F_LFS_NS_20_24,F_LFS_NS_25_34,F_LFS_NS_35_44,F_LFS_NS_45_54,F_LFS_NS_55_64,F_LFS_NS_65_74,F_LFS_NS_75_84,F_LFS_NS_85ov,F_LFS_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Emp_FullT_15_19,P_Emp_FullT_20_24,P_Emp_FullT_25_34,P_Emp_FullT_35_44,P_Emp_FullT_45_54,P_Emp_FullT_55_64,P_Emp_FullT_65_74,P_Emp_FullT_75_84,P_Emp_FullT_85ov,P_Emp_FullT_Tot,P_Emp_PartT_15_19,P_Emp_PartT_20_24,P_Emp_PartT_25_34,P_Emp_PartT_35_44,P_Emp_PartT_45_54,P_Emp_PartT_55_64,P_Emp_PartT_65_74,P_Emp_PartT_75_84,P_Emp_PartT_85ov,P_Emp_PartT_Tot,P_Emp_awy_f_wrk_15_19,P_Emp_awy_f_wrk_20_24,P_Emp_awy_f_wrk_25_34,P_Emp_awy_f_wrk_35_44,P_Emp_awy_f_wrk_45_54,P_Emp_awy_f_wrk_55_64,P_Emp_awy_f_wrk_65_74,P_Emp_awy_f_wrk_75_84,P_Emp_awy_f_wrk_85ov,P_Emp_awy_f_wrk_Tot,P_Hours_wkd_NS_15_19,P_Hours_wkd_NS_20_24,P_Hours_wkd_NS_25_34,P_Hours_wkd_NS_35_44,P_Hours_wkd_NS_45_54,P_Hours_wkd_NS_55_64,P_Hours_wkd_NS_65_74,P_Hours_wkd_NS_75_84,P_Hours_wkd_NS_85ov,P_Hours_wkd_NS_Tot,P_Tot_Emp_15_19,P_Tot_Emp_20_24,P_Tot_Emp_25_34,P_Tot_Emp_35_44,P_Tot_Emp_45_54,P_Tot_Emp_55_64,P_Tot_Emp_65_74,P_Tot_Emp_75_84,P_Tot_Emp_85ov,P_Tot_Emp_Tot,P_Unem_look_FTW_15_19,P_Unem_look_FTW_20_24,P_Unem_look_FTW_25_34,P_Unem_look_FTW_35_44,P_Unem_look_FTW_45_54,P_Unem_look_FTW_55_64,P_Unem_look_FTW_65_74,P_Unem_look_FTW_75_84,P_Unem_look_FTW_85ov,P_Unem_look_FTW_Tot,P_Unem_look_PTW_15_19,P_Unem_look_PTW_20_24,P_Unem_look_PTW_25_34,P_Unem_look_PTW_35_44,P_Unem_look_PTW_45_54,P_Unem_look_PTW_55_64,P_Unem_look_PTW_65_74,P_Unem_look_PTW_75_84,P_Unem_look_PTW_85ov,P_Unem_look_PTW_Tot,P_Tot_Unemp_15_19,P_Tot_Unemp_20_24,P_Tot_Unemp_25_34,P_Tot_Unemp_35_44,P_Tot_Unemp_45_54,P_Tot_Unemp_55_64,P_Tot_Unemp_65_74,P_Tot_Unemp_75_84,P_Tot_Unemp_85ov,P_Tot_Unemp_Tot,P_Tot_LF_15_19,P_Tot_LF_20_24,P_Tot_LF_25_34,P_Tot_LF_35_44,P_Tot_LF_45_54,P_Tot_LF_55_64,P_Tot_LF_65_74,P_Tot_LF_75_84,P_Tot_LF_85ov,P_Tot_LF_Tot,P_Not_in_LF_15_19,P_Not_in_LF_20_24,P_Not_in_LF_25_34,P_Not_in_LF_35_44,P_Not_in_LF_45_54,P_Not_in_LF_55_64,P_Not_in_LF_65_74,P_Not_in_LF_75_84,P_Not_in_LF_85ov,P_Not_in_LF_Tot,P_LFS_NS_15_19,P_LFS_NS_20_24,P_LFS_NS_25_34,P_LFS_NS_35_44,P_LFS_NS_45_54,P_LFS_NS_55_64,P_LFS_NS_65_74,P_LFS_NS_75_84,P_LFS_NS_85ov,P_LFS_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
201,2427,3573,6375,7102,8156,5984,1175,101,38,34928,2012,1024,2078,2063,2252,4305,7053,4209,2113,27111,262,302,534,539,655,732,702,469,307,4506,4705,4900,8982,9704,11065,11020,8929,4783,2456,66545,755,3118,7961,8463,9707,6692,1096,116,38,37943,2866,2868,3704,4654,4947,4503,1519,191,38,25289,139,234,632,492,497,598,198,28,6,2833,138,198,213,208,255,198,83,37,5,1333,3904,6414,12516,13821,15406,11982,2894,380,77,67396,268,558,639,439,518,371,19,0,0,2818,549,370,310,290,274,239,50,5,3,2084,813,930,957,727,791,604,70,5,3,4899,4719,7341,13469,14544,16196,12591,2966,378,83,72295,4408,1899,2988,3117,3799,7355,13124,7664,3200,47546,530,632,1056,1089,1301,1391,1384,840,467,8684,9654,9873,17520,18747,21290,21334,17469,8886,3745,128519
202,2397,3408,6180,6892,8017,6077,1226,125,42,34364,1949,968,1996,1995,1972,3935,6576,4079,1978,25455,287,253,564,584,654,739,664,558,484,4788,4627,4634,8738,9480,10643,10756,8472,4759,2500,64603,691,3174,7926,8144,9469,6676,1037,142,28,37281,2855,2673,3552,4509,4936,4711,1574,226,40,25072,156,229,612,510,514,629,209,23,5,2880,123,148,206,203,212,198,78,33,10,1215,3822,6229,12296,13363,15134,12208,2894,415,86,66444,230,437,490,418,398,364,14,5,0,2362,556,317,254,256,227,223,54,4,0,1897,784,756,741,679,625,587,71,11,0,4258,4603,6982,13042,14039,15759,12796,2961,429,87,70699,4199,1711,2952,3045,3366,6677,12280,7452,3154,44834,570,539,1116,1126,1353,1478,1362,997,713,9245,9372,9235,17108,18211,20471,20946,16603,8878,3961,124780
203,4473,6401,12867,13735,14523,10220,1954,157,44,64364,3510,1601,3683,3653,3484,7086,11984,7579,4020,46601,372,484,893,851,975,1024,1001,813,598,7009,8363,8475,17444,18239,18979,18329,14941,8547,4657,117970,1053,5531,16845,16911,17671,11280,1605,131,26,71046,5399,5621,6863,8924,8850,7991,2715,320,45,46725,319,378,1239,959,838,944,300,29,4,5010,229,311,453,394,399,302,101,38,18,2244,6989,11845,25391,27194,27753,20517,4716,520,86,125026,380,746,946,750,837,614,16,10,3,4301,1083,646,509,479,389,415,87,14,0,3621,1461,1392,1457,1227,1222,1023,106,23,4,7917,8451,13236,26851,28424,28977,21547,4823,544,94,132944,7890,3234,5429,5354,5527,11565,21755,13546,6332,80628,777,978,1810,1764,1956,1997,1950,1410,902,13551,17118,17452,34086,35537,36470,35106,28527,15504,7326,227122
204,2589,2873,6266,7433,9159,7569,1705,222,49,37878,1982,748,1948,1958,2074,4427,7821,4732,2340,28044,332,290,587,664,807,860,850,622,447,5466,4909,3914,8811,10058,12040,12854,10378,5576,2840,71384,1177,3658,8186,8957,11412,8600,1795,277,69,44130,3026,1903,3506,4659,5365,5512,2091,334,65,26463,165,214,639,527,577,859,289,53,15,3334,148,186,261,271,309,249,131,56,11,1615,4520,5960,12592,14410,17661,15221,4310,717,165,75545,235,396,454,417,443,402,22,0,0,2373,429,179,210,238,229,295,51,0,0,1636,661,571,662,658,678,696,76,3,0,4011,5179,6535,13255,15066,18336,15915,4383,722,161,79553,4445,1335,2672,2863,3411,7541,14765,8705,3712,49448,660,634,1195,1348,1619,1825,1657,1141,716,10791,10287,8501,17119,19275,23366,25285,20812,10558,4590,139788
205,3757,4689,9990,10832,13377,11064,2400,342,55,56497,3205,1415,3606,3305,3901,8244,13807,7973,3710,49170,437,535,1009,1032,1292,1491,1467,1173,720,9158,7394,6639,14612,15166,18570,20800,17673,9486,4489,114826,1344,5096,12444,12645,15443,11783,2374,331,68,61524,4469,3165,5913,7121,8514,8487,3041,500,67,41270,235,302,1096,759,1037,1360,432,71,5,5299,236,250,362,381,442,412,198,83,25,2391,6284,8808,19808,20910,25433,22040,6039,989,173,110486,476,871,969,887,977,927,40,4,3,5163,748,371,482,435,399,527,89,3,4,3068,1225,1242,1446,1321,1375,1460,137,10,6,8227,7508,10049,21254,22231,26811,23500,6172,1001,181,118717,6994,2416,5149,5095,6447,13810,26172,15016,5963,87069,918,1074,2011,2009,2660,2968,2951,2107,1105,17812,15423,13540,28423,29340,35918,40282,35293,18127,7251,223600
206,5562,21403,64510,34448,25060,15378,3824,359,80,170631,8095,11489,10138,6708,5831,8892,12573,9700,4867,78287,1098,2991,7473,3723,2653,2184,1541,1122,843,23623,14754,35890,82124,44880,33541,26459,17939,11181,5790,272543,682,13754,90137,49955,34582,18855,3918,355,99,212343,5817,17748,26422,15949,12494,9917,4571,657,102,93688,253,890,3364,2388,1132,905,347,57,14,9349,267,730,1709,827,616,389,167,53,20,4780,7022,33131,121641,69127,48822,30065,9007,1121,230,320165,270,1596,3947,2161,1708,997,99,18,0,10795,2375,4180,2582,1035,806,643,205,20,3,11851,2647,5773,6526,3198,2510,1645,307,37,6,22651,9662,38901,128169,72324,51335,31711,9309,1155,234,342809,15856,21263,16761,9870,9500,14749,22072,16755,7877,134697,2057,5647,14908,7823,5510,4414,3120,2046,1262,46782,27570,65808,159836,90017,66343,50874,34506,19956,9372,524285
207,4858,9531,18707,17563,20042,12684,3406,363,51,87209,6846,3729,4511,5267,5405,7908,12860,10697,6276,63493,379,544,1164,888,971,869,877,849,766,7312,12087,13803,24381,23716,26420,21461,17148,11908,7094,158013,428,5927,25512,23370,26132,15854,3077,277,25,100607,6255,10225,8944,9752,11359,8857,4506,729,93,60717,232,459,1238,961,690,726,307,51,13,4671,153,346,625,462,507,302,143,49,18,2608,7064,16955,36323,34540,38682,25748,8033,1107,146,168603,132,685,1474,940,1065,705,73,8,0,5078,1801,1735,974,650,625,493,126,15,6,6428,1934,2419,2448,1591,1692,1194,199,22,6,11510,8997,19374,38768,36134,40371,26942,8234,1130,153,180109,14539,8061,7215,6801,7418,12004,21698,18781,9833,106357,771,1130,2326,1770,2003,1697,1552,1506,1129,13888,24314,28564,48315,44705,49792,40646,31487,21417,11110,300350
208,5049,8936,21284,23047,24230,15025,3852,317,72,101815,5869,3113,4366,5333,5089,7891,13354,10437,6997,62452,383,578,1421,1325,1307,1113,1030,971,996,9129,11304,12623,27074,29702,30631,24027,18237,11732,8064,173391,635,6172,29297,31258,32199,18716,3502,274,37,122078,6599,9203,9260,12603,13322,10433,5102,701,103,67328,265,387,1540,1418,867,892,343,54,10,5780,155,340,688,588,597,384,168,49,38,3002,7657,16100,40783,45864,46984,30418,9109,1071,186,198179,203,697,1402,1027,1162,768,90,7,3,5358,1611,1311,801,694,640,507,172,21,0,5761,1813,2009,2197,1724,1809,1273,263,31,7,11121,9463,18110,42984,47586,48791,31692,9365,1104,195,209300,12848,6055,6398,6791,7128,12393,22750,17820,10881,103073,779,1207,2845,2708,2675,2206,1928,1666,1462,17472,23090,25368,52231,57088,58600,46291,34044,20587,12538,329844
209,6806,12071,27808,26748,25038,15640,2711,224,42,117089,6744,3806,8722,8033,7165,11064,15978,10505,4771,76794,621,858,2127,1674,1593,1413,1264,1024,822,11398,14170,16738,38654,36458,33805,28117,19953,11750,5632,205282,1466,9584,37890,35723,32917,19859,2877,171,33,140525,8185,10936,14368,16202,14413,10976,3475,398,43,79008,327,591,2346,1678,1138,1112,298,38,4,7521,296,562,1191,907,817,533,174,52,11,4551,10273,21665,55799,54507,49291,32489,6826,657,100,231609,546,1352,2451,1699,1479,915,62,4,3,8512,2285,1623,1315,1036,753,577,113,8,3,7716,2829,2973,3764,2736,2229,1494,176,13,6,16224,13106,24640,59567,57238,51523,33982,6998,670,107,247829,14844,7462,12563,11044,10800,17329,28896,18999,7732,129675,1228,1748,4289,3476,3162,2715,2354,1799,1220,21999,29178,33852,76421,71765,65482,54028,38246,21466,9057,399503
210,4697,8231,18393,17317,16850,9734,1660,129,25,77036,6038,2829,7605,7088,6553,8288,11448,8003,3592,61442,501,609,1575,1326,1250,1095,1015,809,447,8624,11237,11668,27571,25726,24652,19115,14124,8940,4063,147096,1103,7289,26297,23899,23080,12813,1872,108,16,96484,5499,7320,9600,10379,9470,6548,2075,218,27,51140,214,401,1546,1071,745,779,195,13,3,4970,222,550,1025,749,674,405,116,47,17,3811,7041,15563,38466,36103,33970,20542,4254,393,64,156400,537,1245,2001,1439,1177,686,34,4,0,7123,1705,1018,868,767,625,463,86,9,5,5536,2243,2259,2867,2206,1799,1150,116,13,5,12659,9279,17823,41339,38305,35775,21693,4373,407,67,169060,12793,5274,10629,9842,9951,13252,20440,14374,5855,102406,1045,1329,3245,2753,2544,2161,1907,1424,728,17127,23121,24425,55208,50908,48264,37105,26721,16209,6650,288599
