SA4_CODE_2016,M_15_19_yr_Married,M_15_19_yr_Separated,M_15_19_yr_Divorced,M_15_19_yr_Widowed,M_15_19_yr_Never_Married,M_15_19_yr_Tot,M_20_24_yr_Married,M_20_24_yr_Separated,M_20_24_yr_Divorced,M_20_24_yr_Widowed,M_20_24_yr_Never_Married,M_20_24_yr_Tot,M_25_34_yr_Married,M_25_34_yr_Separated,M_25_34_yr_Divorced,M_25_34_yr_Widowed,M_25_34_yr_Never_Married,M_25_34_yr_Tot,M_35_44_yr_Married,M_35_44_yr_Separated,M_35_44_yr_Divorced,M_35_44_yr_Widowed,M_35_44_yr_Never_Married,M_35_44_yr_Tot,M_45_54_yr_Married,M_45_54_yr_Separated,M_45_54_yr_Divorced,M_45_54_yr_Widowed,M_45_54_yr_Never_Married,M_45_54_yr_Tot,M_55_64_yr_Married,M_55_64_yr_Separated,M_55_64_yr_Divorced,M_55_64_yr_Widowed,M_55_64_yr_Never_Married,M_55_64_yr_Tot,M_65_74_yr_Married,M_65_74_yr_Separated,M_65_74_yr_Divorced,M_65_74_yr_Widowed,M_65_74_yr_Never_Married,M_65_74_yr_Tot,M_75_84_yr_Married,M_75_84_yr_Separated,M_75_84_yr_Divorced,M_75_84_yr_Widowed,M_75_84_yr_Never_Married,M_75_84_yr_Tot,M_85ov_Married,M_85ov_Separated,M_85ov_Divorced,M_85ov_Widowed,M_85ov_Never_Married,M_85ov_Tot,M_Tot_Married,M_Tot_Separated,M_Tot_Divorced,M_Tot_Widowed,M_Tot_Never_Married,M_Tot_Tot,F_15_19_yr_Married,F_15_19_yr_Separated,F_15_19_yr_Divorced,F_15_19_yr_Widowed,F_15_19_yr_Never_Married,F_15_19_yr_Tot,F_20_24_yr_Married,F_20_24_yr_Separated,F_20_24_yr_Divorced,F_20_24_yr_Widowed,F_20_24_yr_Never_Married,F_20_24_yr_Tot,F_25_34_yr_Married,F_25_34_yr_Separated,F_25_34_yr_Divorced,F_25_34_yr_Widowed,F_25_34_yr_Never_Married,F_25_34_yr_Tot,F_35_44_yr_Married,F_35_44_yr_Separated,F_35_44_yr_Divorced,F_35_44_yr_Widowed,F_35_44_yr_Never_Married,F_35_44_yr_Tot,F_45_54_yr_Married,F_45_54_yr_Separated,F_45_54_yr_Divorced,F_45_54_yr_Widowed,F_45_54_yr_Never_Married,F_45_54_yr_Tot,F_55_64_yr_Married,F_55_64_yr_Separated,F_55_64_yr_Divorced,F_55_64_yr_Widowed,F_55_64_yr_Never_Married,F_55_64_yr_Tot,F_65_74_yr_Married,F_65_74_yr_Separated,F_65_74_yr_Divorced,F_65_74_yr_Widowed,F_65_74_yr_Never_Married,F_65_74_yr_Tot,F_75_84_yr_Married,F_75_84_yr_Separated,F_75_84_yr_Divorced,F_75_84_yr_Widowed,F_75_84_yr_Never_Married,F_75_84_yr_Tot,F_85ov_Married,F_85ov_Separated,F_85ov_Divorced,F_85ov_Widowed,F_85ov_Never_Married,F_85ov_Tot,F_Tot_Married,F_Tot_Separated,F_Tot_Divorced,F_Tot_Widowed,F_Tot_Never_Married,F_Tot_Tot,P_15_19_yr_Married,P_15_19_yr_Separated,P_15_19_yr_Divorced,P_15_19_yr_Widowed,P_15_19_yr_Never_Married,P_15_19_yr_Tot,P_20_24_yr_Married,P_20_24_yr_Separated,P_20_24_yr_Divorced,P_20_24_yr_Widowed,P_20_24_yr_Never_Married,P_20_24_yr_Tot,P_25_34_yr_Married,P_25_34_yr_Separated,P_25_34_yr_Divorced,P_25_34_yr_Widowed,P_25_34_yr_Never_Married,P_25_34_yr_Tot,P_35_44_yr_Married,P_35_44_yr_Separated,P_35_44_yr_Divorced,P_35_44_yr_Widowed,P_35_44_yr_Never_Married,P_35_44_yr_Tot,P_45_54_yr_Married,P_45_54_yr_Separated,P_45_54_yr_Divorced,P_45_54_yr_Widowed,P_45_54_yr_Never_Married,P_45_54_yr_Tot,P_55_64_yr_Married,P_55_64_yr_Separated,P_55_64_yr_Divorced,P_55_64_yr_Widowed,P_55_64_yr_Never_Married,P_55_64_yr_Tot,P_65_74_yr_Married,P_65_74_yr_Separated,P_65_74_yr_Divorced,P_65_74_yr_Widowed,P_65_74_yr_Never_Married,P_65_74_yr_Tot,P_75_84_yr_Married,P_75_84_yr_Separated,P_75_84_yr_Divorced,P_75_84_yr_Widowed,P_75_84_yr_Never_Married,P_75_84_yr_Tot,P_85ov_Married,P_85ov_Separated,P_85ov_Divorced,P_85ov_Widowed,P_85ov_Never_Married,P_85ov_Tot,P_Tot_Married,P_Tot_Separated,P_Tot_Divorced,P_Tot_Widowed,P_Tot_Never_Married,P_Tot_Tot
201,13,5,0,3,4928,4948,99,14,3,3,4861,4971,2723,162,99,14,5538,8530,5061,388,516,27,3043,9046,5835,559,1343,86,2402,10223,6442,517,1662,205,1492,10317,5775,352,1270,465,683,8547,2769,112,404,588,234,4100,689,23,62,466,53,1291,29397,2130,5355,1857,23235,61973,6,3,0,6,4689,4705,182,26,3,3,4680,4900,3502,270,168,26,5020,8982,5448,537,824,66,2825,9704,6170,699,1943,220,2030,11065,6409,591,2222,649,1157,11020,5286,297,1509,1400,437,8929,2000,63,433,2088,199,4783,378,21,113,1842,107,2456,29384,2507,7216,6302,21140,66545,15,5,0,9,9623,9654,282,36,7,7,9544,9873,6226,433,267,37,10553,17520,10511,930,1339,96,5868,18747,12005,1256,3291,303,4430,21290,12848,1105,3881,851,2646,21334,11062,648,2778,1866,1120,17469,4768,176,836,2674,434,8886,1061,42,173,2311,160,3745,58784,4630,12572,8154,44379,128519
202,6,3,3,0,4738,4748,151,3,6,9,4435,4598,2801,153,105,3,5298,8364,4998,369,489,25,2854,8736,5729,565,1248,90,2203,9833,6378,518,1661,208,1427,10195,5529,354,1243,398,610,8128,2859,87,408,559,213,4118,763,27,60,523,85,1457,29206,2089,5207,1811,21856,60173,14,0,3,6,4605,4627,209,18,9,4,4391,4634,3506,265,188,12,4765,8738,5380,532,774,66,2727,9480,6088,650,1822,170,1913,10643,6336,532,2220,595,1068,10756,4978,283,1491,1276,448,8472,2148,70,466,1893,187,4759,426,20,124,1831,101,2500,29090,2359,7094,5852,20205,64603,22,3,4,5,9342,9372,357,27,9,13,8825,9235,6313,414,289,21,10068,17108,10372,902,1262,85,5588,18211,11819,1214,3071,257,4115,20471,12718,1052,3880,808,2490,20946,10505,636,2736,1671,1058,16603,5002,159,874,2455,400,8878,1192,46,182,2351,184,3961,58301,4444,12301,7664,42068,124780
203,16,3,11,0,8725,8752,209,11,5,4,8743,8977,5820,235,192,14,10372,16643,10591,723,935,39,5011,17300,10868,940,2077,105,3490,17491,11298,763,2574,301,1844,16783,10090,463,1626,675,738,13587,5117,145,507,949,244,6955,1511,41,96,930,86,2667,55525,3328,8030,3021,39245,109156,25,0,0,7,8326,8363,362,25,8,5,8074,8475,7259,415,346,48,9391,17444,11053,959,1387,135,4710,18239,11232,1214,3184,373,2980,18979,11354,921,3486,1014,1557,18329,9257,446,2410,2222,604,14941,3952,119,721,3522,231,8547,814,20,185,3486,151,4657,55301,4112,11724,10800,36031,117970,47,3,11,9,17052,17118,571,37,20,9,16812,17452,13079,649,539,61,19763,34086,21641,1679,2321,170,9723,35537,22104,2154,5259,476,6474,36470,22650,1682,6059,1312,3398,35106,19349,905,4039,2895,1338,28527,9066,262,1227,4478,476,15504,2326,64,284,4413,243,7326,110829,7442,19754,13820,75272,227122
204,9,0,4,4,5360,5382,119,10,4,0,4451,4583,2747,159,143,5,5255,8309,5315,402,555,34,2918,9220,6642,675,1524,80,2406,11323,7898,675,2003,281,1566,12425,7205,448,1543,531,705,10432,3510,131,453,653,239,4982,961,23,75,616,83,1754,34394,2533,6306,2199,22974,68406,14,0,4,3,4884,4909,224,25,0,5,3660,3914,3622,255,201,17,4718,8811,5732,581,870,79,2801,10058,7077,762,2057,247,1892,12040,8108,632,2361,705,1051,12854,6522,328,1540,1559,427,10378,2498,77,487,2325,191,5576,478,20,103,2154,84,2840,34277,2675,7630,7100,19708,71384,23,3,5,3,10246,10287,343,33,7,4,8108,8501,6369,412,342,26,9970,17119,11049,976,1422,111,5716,19275,13720,1441,3580,327,4292,23366,16011,1313,4363,980,2618,25285,13721,779,3089,2097,1130,20812,6007,208,939,2984,424,10558,1440,45,179,2766,171,4590,68675,5202,13935,9300,42684,139788
205,15,3,7,3,8009,8033,221,21,0,0,6666,6900,4788,289,201,15,8517,13812,7782,693,834,49,4817,14169,9972,1016,2352,131,3887,17348,12331,968,3296,417,2479,19485,12455,774,2479,835,1085,17619,6118,222,811,1094,391,8637,1528,37,124,962,107,2763,55202,4016,10117,3493,35946,108772,14,0,3,3,7373,7394,357,59,12,4,6206,6639,6005,549,301,26,7732,14612,8504,937,1324,115,4284,15166,10743,1225,3152,427,3029,18570,12906,1000,3935,1252,1704,20800,11306,541,2653,2598,576,17673,4348,132,775,4011,223,9486,773,21,182,3402,106,4489,54956,4471,12324,11837,31236,114826,33,3,11,4,15381,15423,575,77,11,4,12871,13540,10792,839,500,38,16250,28423,16288,1635,2152,164,9099,29340,20709,2236,5502,558,6912,35918,25239,1968,7230,1665,4182,40282,23761,1312,5133,3436,1660,35293,10461,354,1590,5104,614,18127,2308,57,311,4359,213,7251,110161,8490,22436,15329,67182,223600
206,52,5,7,7,12745,12815,593,31,31,30,29246,29922,16918,604,889,59,59246,77711,20614,1219,2441,99,20765,45141,16389,1417,3805,157,11038,32810,12899,1157,4223,362,5776,24417,9836,659,2759,658,2655,16573,5589,260,938,945,1041,8773,1898,56,202,1024,404,3585,84790,5400,15300,3335,142917,251741,63,15,14,20,14644,14754,1189,78,60,31,34533,35890,20303,965,1536,80,59230,82124,20299,1346,3454,215,19569,44880,16531,1511,5202,487,9802,33541,12775,1185,5580,1338,5571,26459,8723,608,3784,2699,2119,17939,4102,229,1317,4745,794,11181,924,39,327,4065,435,5790,84918,5968,21275,13679,146709,272543,120,20,18,25,27386,27570,1783,100,88,57,63779,65808,37224,1565,2424,141,118475,159836,40911,2562,5889,313,40334,90017,32926,2926,9010,643,20845,66343,25670,2344,9808,1699,11352,50874,18560,1268,6547,3354,4777,34506,9690,487,2259,5691,1834,19956,2822,91,531,5091,838,9372,169710,11369,36569,17016,289622,524285
207,29,4,3,4,12183,12230,256,17,16,4,14469,14761,7876,172,272,13,15608,23938,14986,456,767,41,4730,20987,17593,718,1636,102,3320,23376,14731,552,1717,271,1918,19181,11449,319,1119,517,924,14340,7505,171,515,938,387,9515,2431,52,144,1230,160,4013,76859,2454,6191,3129,53700,142342,27,4,3,4,12044,12087,431,28,13,7,13327,13803,9865,316,428,23,13744,24381,17172,633,1240,111,4570,23716,19080,993,2889,281,3176,26420,14758,698,3136,890,1972,21461,10906,397,2346,2359,1129,17148,5587,173,947,4549,649,11908,1289,22,317,4994,471,7094,79105,3270,11331,13215,51089,158013,56,3,9,11,24234,24314,682,40,32,9,27797,28564,17741,487,698,42,29352,48315,32158,1085,2006,153,9296,44705,36675,1709,4529,384,6494,49792,29487,1252,4854,1161,3887,40646,22357,723,3470,2878,2055,31487,13088,345,1460,5488,1038,21417,3718,80,456,6222,635,11110,155969,5723,17520,16343,104788,300350
208,20,0,11,4,11756,11790,196,5,10,9,12529,12743,8758,199,279,14,15901,25156,18646,654,1125,51,6904,27381,19612,1022,2387,142,4804,27968,15381,830,2858,320,2872,22264,11328,551,1994,596,1345,15806,6352,204,771,1005,526,8859,2507,74,200,1501,197,4481,82793,3543,9634,3649,56830,156447,30,3,3,3,11263,11304,478,18,8,3,12113,12623,11381,325,503,27,14839,27074,19982,938,1960,130,6699,29702,20175,1436,3944,393,4683,30631,14688,994,4512,1113,2727,24027,10402,561,3433,2574,1266,18237,4894,204,1337,4668,635,11732,1296,38,410,5915,399,8064,83317,4509,16111,14832,54629,173391,46,8,10,4,23026,23090,672,27,17,11,24639,25368,20133,523,787,43,30744,52231,38631,1592,3086,187,13597,57088,39789,2456,6333,538,9489,58600,30067,1821,7369,1434,5598,46291,21732,1105,5425,3166,2611,34044,11237,410,2105,5671,1161,20587,3802,115,615,7413,598,12538,166114,8048,25745,18475,111459,329844
209,52,4,7,10,14939,15007,433,12,20,4,16644,17111,15187,492,478,28,21581,37769,23302,1157,1743,55,9051,35302,21111,1518,3119,179,5753,31682,18236,1165,3216,464,2834,25916,13929,636,1800,844,1089,18297,7381,204,571,1258,301,9718,1907,44,108,1237,128,3427,101533,5233,11058,4080,72324,194224,62,7,4,0,14093,14170,1271,51,26,14,15381,16738,19183,821,829,54,17767,38654,23633,1597,2504,198,8529,36458,21124,1945,5045,562,5132,33805,17936,1335,4823,1650,2379,28117,12376,635,2756,3338,841,19953,5224,190,874,5147,326,11750,938,32,245,4275,136,5632,101742,6606,17117,15242,64575,205282,116,11,9,6,29029,29178,1704,64,47,17,32025,33852,34368,1312,1313,86,39349,76421,46930,2750,4247,257,17577,71765,42233,3461,8163,745,10885,65482,36167,2501,8042,2115,5214,54028,26306,1272,4554,4184,1929,38246,12607,391,1447,6401,627,21466,2845,74,358,5517,265,9057,203280,11837,28168,19316,136899,399503
210,32,3,4,0,11838,11887,466,24,13,12,12233,12753,11913,503,422,25,14764,27632,17144,883,1229,45,5877,25176,15787,1176,2536,163,3949,23610,12566,854,2389,310,1870,17990,9526,498,1303,565,710,12600,5503,186,392,935,255,7262,1492,37,72,897,88,2587,74431,4174,8357,2951,51585,141503,100,9,8,3,11121,11237,1434,73,41,6,10116,11668,14852,812,694,45,11168,27571,17093,1346,1983,131,5178,25726,15602,1548,3689,524,3296,24652,12034,1024,3238,1295,1530,19115,8585,490,1820,2700,530,14124,3865,143,564,4192,177,8940,692,26,117,3157,70,4063,74258,5461,12151,12051,43179,147096,136,11,10,10,22959,23121,1901,97,57,19,22349,24425,26768,1317,1116,74,25929,55208,34234,2225,3214,174,11052,50908,31386,2722,6221,686,7242,48264,24601,1879,5630,1601,3396,37105,18110,988,3117,3267,1237,26721,9363,329,954,5122,425,16209,2185,63,182,4056,164,6650,148688,9638,20508,14999,94764,288599
